en,fr,pt,tr,de,title,speaker,duration,tags
"
","
","
","
","
",Infinity according to Jorge Luis Borges,Ilan Stavans,4:31,"animation,novel,Latin America,TED-Ed,books,writing,book,language,poetry,math,literature,memory,library,magic,time,science fiction"
"
											When Ireneo Funes looked at a glass of 
wine on a table,
											he saw “all the shoots, clusters, and 
grapes of the vine.
											He remembered the shapes of the clouds 
in the south
											at the dawn of the 30th of April of 1882,
											and he could compare them in his 
recollection with the marbled grain
											in the design of a leather-bound book 
which he had seen only once,
											and with the lines in the spray 
which an oar raised
											in the Rio Negro on the eve of the 
battle of the Quebrancho.”
									","
											Quand Ireneo Funes observait
un verre de vin sur une table,
											il voyait « toutes les branches,
grappes et raisins de la vigne.
											Il se souvenait des formes
des nuages dans le sud
											à l'aube du 30 avril 1882
											et il pouvait les comparer de tête
avec le grain marbré
											sur un motif d'un livre relié en cuir
qu'il n'avait vu qu'une seule fois
											ainsi qu'avec les lignes des vagues
laissées par une rame
											sur le Rio Negro à la veille
de la bataille de Quebracho. »
									","
											Quando Ireneo Funes olhou
para um copo de vinho em cima da mesa
											viu ""todos os rebentos, cachos
e uvas da vinha.
											""Lembrou-se das formas 
das nuvens no sul
											""na madrugada de 30 de abril de 1882
											""e pôde compará-las na sua memória
com o cereal marmoreado
											""no desenho de um livro encadernado
a couro, que só tinha visto uma vez
											""e com os sulcos na espuma
feitos por um remo
											""no Rio Negro na véspera 
da batalha de Quebrancho"".
									","
											Ireneo Funes, masadaki
şarap kadehine baktığında
											""bütün filizleri, salkımları
ve asmaları"" gördü.
											30 Nisan 1882'nin şafağındaki
											güneydeki bulutların şekillerini hatırladı
											ve onları hatıralarındaki
											sadece bir kez görmüş olduğu deri ciltli
kitap biçimindeki damarlı tohum ile
											ve bir işçinin Rio Negro'da 
Quebrancho muharebesinin arifesinde
											yetiştirdiği filizdeki 
çizgilerle karşılaştırdı.
									","
											Als Ireneo Funes ein Glas Wein
auf einem Tisch betrachtete,
											sah er ""alle Triebe, Trauben
und Beeren der Rebe.
											Er kannte genau die Formen
der südlichen Wolken
											des Sonnenaufgangs vom 30. April 1882
											und verglich sie in seiner Erinnerung
											mit der Marmorierung
eines in Leder gebundenen Buches,
											das er nur einmal gesehen hatte,
											und mit den Linien der Gischt,
die ein Ruder im Río Negro
											am Vorabend der Quebracho-Schlacht
aufgewühlt hatte.""
											In der Kurzgeschichte
""Das unerbittliche Gedächtnis""
									",Infinity according to Jorge Luis Borges,Ilan Stavans,4:31,"animation,novel,Latin America,TED-Ed,books,writing,book,language,poetry,math,literature,memory,library,magic,time,science fiction"
"
","
","
","
","
",Infinity according to Jorge Luis Borges,Ilan Stavans,4:31,"animation,novel,Latin America,TED-Ed,books,writing,book,language,poetry,math,literature,memory,library,magic,time,science fiction"
"
											In the short story “Funes, the Memorious,”
											Jorge Luis Borges explores what it would 
be like to have a perfect memory.
											His character not only remembers 
everything he has ever seen,
											but every time he has seen 
it in perfect detail.
											These details are so overwhelming
											Funes has to spend his days 
in a dark room,
											and can only sleep by imagining a part 
of town he has never visited.
											According to Borges,
											Funes’s memories even rendered him 
incapable of real thought,
											because “To think is to forget a 
difference, to generalize, to abstract.
											In the overly replete world of Funes 
there were nothing but details.”
									","
											Dans la nouvelle « Funes ou la mémoire »,
											Jorge Luis Borges explore ce que ce serait
d'avoir une mémoire infaillible.
											Son personnage non seulement
se souvient de tout ce qu'il a déjà vu
											mais aussi à chaque fois
qu'il en a vu tous les détails.
											Ces détails le submergent tellement
											que Funes doit passer ses journées
dans une pièce obscure
											et qu'il ne peut dormir qu'en imaginant
un quartier qu'il n'a jamais visité.
											Selon Borges,
											la mémoire de Funes l'a même
rendu incapable de réfléchir par lui-même
											car « réfléchir, c'est oublier
une différence, généraliser, résumer.
											Dans le monde trop rempli de Funes,
il n'y avait rien que des détails. »
									","
											No conto ""Funes ou a memória”,
											Jorge Luís Borges explora o que seria
ter uma perfeita recordação.
											A personagem não só se lembra
de tudo o que já vira
											mas também se lembra de tudo
com todos os pormenores.
											Estes pormenores são tão predominantes
											que Funes tem de passar os dias
num quarto escuro
											e só consegue dormir se imaginar
uma parte da cidade que nunca visitara.
											Segundo Luís Borges,
											as memórias de Funes até
o tornam incapaz de pensar a sério
											porque ""pensar é esquecer uma diferença,
é generalizar, é abstrair.
											""No mundo totalmente repleto de Funes
só existiam pormenores"".
									","
											""Funes ve Sonsuz Bellek"" hikayesinde
											Jorge Luis Borges mükemmel hafızaya 
sahip olmanın nasıl olacağını keşfeder.
											Karakteri sadece gördüğü her şeyi değil,
											her zamanı da detaylı olarak hatırlar.
											Bu detaylar o kadar karşı konulmazdır ki
											Funes, günlerini karanlık bir odada
geçirmek zorunda kalır
											ve sadece kasabada ziyaret etmediği
bir bölümü hayal ederek uyuyabilir.
											Borges'a göre,
											Funes'ın anıları bile onu 
gerçek düşünceye aciz hale getirir
											çünkü ""Düşünmek; farklılığı unutmak, 
genellemek ve soyutlamaktır.
											Funes'ın aşırı dolu dünyasında, 
detaydan başka bir şey yoktur.""
									","
											erkundet Jorge Luis Borges, wie es wäre,
											ein vollkommenes Gedächtnis zu haben.
											Der Protagonist Funes erinnert sich
nicht nur an alles, was er je gesehen hat,
											sondern jedes Mal an jedes Detail.
											Diese Details sind so überwältigend,
											dass Funes die Tage in einem
dunklen Raum verbringen muss
											und nachts nur schlafen kann,
											wenn er sich einen ihm
völlig unbekannten Stadtteil vorstellt,
											Laut Borges
											konnte Funes wegen seines Gedächtnisses
keinen klaren Gedanken fassen,
											denn ""Denken heißt, Unterschiede
vergessen, verallgemeinern, abstrahieren.
											In Funes' übervoller Welt
gab es nichts als Details.""
									",Infinity according to Jorge Luis Borges,Ilan Stavans,4:31,"animation,novel,Latin America,TED-Ed,books,writing,book,language,poetry,math,literature,memory,library,magic,time,science fiction"
"
","
","
","
","
",Infinity according to Jorge Luis Borges,Ilan Stavans,4:31,"animation,novel,Latin America,TED-Ed,books,writing,book,language,poetry,math,literature,memory,library,magic,time,science fiction"
"
											Funes’ limitless memory was just one 
of Borges’s many explorations of infinity.
											Born in Argentina in 1899,
											he admired the revolutionaries 
of his mother’s family
											but took after his father’s bookish clan.
											His body of essays, poems, and stories, 
or, as he called them, ficciones
											pioneered the literary style of 
“lo real maravilloso,”
											known in English as Magical Realism—
											and each was just a few pages long.
									","
											La mémoire illimitée de Funes n'est qu'une
des explorations de l'infini de Borges.
											Né en Argentine en 1899,
											il admirait les révolutionnaires
de la famille de sa mère
											mais a appris du club
studieux de son père.
											Tous ses essais, poèmes et histoires
qu'il appelait « ficciones »
											ont lancé le style littéraire nommé
« Lo real maravilloso »,
											connu en français
sous le nom de réalisme magique.
											Ils ne contenaient
que quelques pages chacun.
									","
											A memória ilimitada de Funes
											foi uma das muitas explorações
do infinito de Luís Borges.
											Nascido na Argentina em 1899,
											admirava os revolucionários
da família da sua mãe
											mas seguiu o clã livresco do seu pai.
											A sua obra de ensaios,
de poemas, de histórias
											ou, como lhes chamava, ""ficciones"",
											foi pioneira no estilo literário
de ""lo real maravilloso"",
											conhecido por Realismo Mágico.
											Cada um deles tinha
apenas algumas páginas.
									","
											Funes'ın limitsiz hafızası, Borges'ın
birçok sonsuzluk keşiflerinden biriydi.
											1899'da Arjantin'de doğdu,
											annesinin ailesinin 
devrimcilerine hayrandı
											ama babasının kitap kurdu boyuna çekti.
											Denemeleri, şiirleri ve hikayeleri 
ya da onun deyişiyle ""ficcioneler,""
											İngilizcede Büyülü Gerçekçilik olarak 
bilinen ""lo real maravilloso""
											edebi türüne öncülük etti—
											ve her biri sadece 
birkaç sayfa uzunluğundaydı.
									","
											Funes' grenzenloses Gedächtnis
war nur ein Beispiel
											für Borges' zahlreiche
Erkundungen der Unendlichkeit.
											Er kam 1899 in Argentinien zur Welt.
											Zwar bewunderte er die Revolutionäre
in der Familie der Mutter,
											wählte aber den literarischen Weg
der väterlichen Seite.
											Seine Essays, Gedichte und Geschichten,
die er ""ficciones"" nannte,
											waren Vorreiter des literarischen Stils
""lo real maravilloso"",
											bekannt als ""Magischer Realismus"" —
											wobei jedes Einzelwerk
nur ein paar Seiten umfasste.
									",Infinity according to Jorge Luis Borges,Ilan Stavans,4:31,"animation,novel,Latin America,TED-Ed,books,writing,book,language,poetry,math,literature,memory,library,magic,time,science fiction"
"
","
","
","
","
",Infinity according to Jorge Luis Borges,Ilan Stavans,4:31,"animation,novel,Latin America,TED-Ed,books,writing,book,language,poetry,math,literature,memory,library,magic,time,science fiction"
"
											Though Borges was not interested in 
writing long books,
											he was an avid reader,
											recruiting friends to read to him 
after he went blind in middle age.
											He said his image of paradise was an 
infinite library,
											an idea he brought to life in 
“The library of Babel.”
											Built out of countless identical rooms,
											each containing the same number of 
books of the same length,
											the library of babel is its own universe.
											It contains every possible 
variation of text,
											so there are some profound books,
											but also countless tomes 
of complete gibberish.
											The narrator has spent his entire life
											wandering this vast labyrinth 
of information
											in a possibly futile search for meaning.
									","
											Bien que Borges
n'ait pas écrit pas de gros livres,
											la lecture le passionnait
											et ses amis lisaient pour lui
quand il est devenu aveugle à l'âge mûr.
											Il imaginait le paradis
comme une bibliothèque infinie,
											idée à laquelle il a donné vie
dans « La Bibliothèque de Babel ».
											Constituée d'innombrables
pièces identiques,
											chacune contenant le même nombre
de livres de même longueur,
											la bibliothèque de Babel
est un univers en soi.
											Elle contient tous les textes possibles,
											il y a donc des livres approfondis
											mais aussi d'innombrables
tomes de charabia total.
											Le narrateur a passé sa vie entière
											à errer dans cette immense
labyrinthe d'informations
											pour chercher du sens,
possiblement en vain.
									","
											Embora Borges não estivesse interessado
em escrever livros extensos,
											era um leitor compulsivo,
											recrutando amigos para lhos lerem,
depois de ter cegado aos 55 anos.
											Disse que a sua ideia do Paraíso
era uma biblioteca infinita,
											uma ideia a que deu vida
em ""A biblioteca de Babel"".
											Formada por infindáveis salas idênticas,
											em que cada uma delas continha
o mesmo número de livros do mesmo tamanho,
											a biblioteca de Babel é o seu universo.
											Contém todas as possíveis
variações de textos,
											portanto, tem livros profundos
											mas também numerosos volumes
de coisas sem qualquer valor.
											O narrador passou a vida inteira
											a vaguear por aquele
grande labirinto de informações
											numa procura de sentido,
possivelmente vã.
									","
											Borges uzun kitaplar 
yazmakla ilgilenmese de
											orta yaşlarında kör olduktan sonra
											arkadaşlarını ona okumaları için 
çalıştıran hevesli bir okuyucuydu.
											Cennet imgesini ""Babil Kütüphanesi"" 
kitabında hayata geçirdiği
											sonsuz bir kütüphane olduğunu söyledi.
											Sayısız benzer odalardan inşa edilmiş,
											her biri aynı uzunluktaki 
aynı sayıda kitaplardan oluşan
											kendine ait evreni olarak
babil kütüphanesi.
											Bir metnin olağan
tüm farklılıklarını içerir.
											O yüzden bazı bilge kitaplar vardır
											ama aynı zamanda tamamen saçmalık 
olan sayısız ciltler de vardır.
											Anlatıcı tüm hayatını
bu geniş bilgi labirentinde
											anlamı muhtemelen nafile
bir arayış içinde arayarak geçirdi.
									","
											Borges wollte zwar
keine dicken Bücher schreiben,
											war aber ein eifriger Leser,
											der Freunde nach seiner Erblindung
im mittleren Alter bat, ihm vorzulesen.
											Für ihn bedeutete das Paradies
eine unendliche Bibliothek;
											eine Idee, die er in
""Die Bibliothek von Babel"" umsetzte.
											Mit ihren zahllosen identischen Räumen,
											die alle dieselbe Anzahl Bücher
derselben Länge enthalten,
											ist diese Bibliothek
ein eigenes Universum.
											Sie enthält jede mögliche Art von Texten,
											also sowohl tiefgründige Bücher
											als auch zahllose Bände
mit völligem Unsinn.
											Der Erzähler verbringt
sein ganzes Leben damit,
											auf der wohl vergeblichen Suche nach Sinn
											dieses riesige Labyrinth
voller Informationen zu durchwandern.
									",Infinity according to Jorge Luis Borges,Ilan Stavans,4:31,"animation,novel,Latin America,TED-Ed,books,writing,book,language,poetry,math,literature,memory,library,magic,time,science fiction"
"
","
","
","
","
",Infinity according to Jorge Luis Borges,Ilan Stavans,4:31,"animation,novel,Latin America,TED-Ed,books,writing,book,language,poetry,math,literature,memory,library,magic,time,science fiction"
"
											Labyrinths appeared over and over 
in Borges’ work.
											In “The Garden of Forking Paths,”
											as Yu Tsun winds his way through 
country roads,
											he remembers a lost labyrinth 
built by one of his ancestors.
											Over the course of the story,
											he finds out the labyrinth is not a 
physical maze but a novel.
											And this novel reveals that the real 
Garden of Forking Paths is time:
											in every instant, there are infinite 
possible courses of action.
											And as one moment follows another,
											each possibility begets another 
set of divergent futures.
									","
											Les labyrinthes sont très présents
dans l'œuvre de Borges.
											Dans « Le jardin
aux sentiers qui bifurquent »,
											alors que Yu Tsun serpente
sur des routes de campagne,
											il se souvient d'un labyrinthe perdu
construit par l'un de ses ancêtres.
											Au cours du récit,
											il découvre que le labyrinthe n'est pas
un dédale physique mais un roman.
											Ce roman révèle que le véritable jardin
aux sentiers qui bifurquent est le temps :
											à chaque instant, il y a
une infinité d'actions possibles.
											Et comme les moments se suivent,
											chaque possibilité engendre
une autre série de futurs divergents.
									","
											Os labirintos aparecem 
vezes sem conta na obra de Luís Borges
											Em ""El jardín de senderos
que se bifurcan"",
											Yu Tsun, enquanto percorre
o seu caminho por estradas rurais,
											recorda um labirinto perdido
construído por um dos seus antepassados.
											No decurso da história,
											descobre que o labirinto não é
um labirinto real, mas um romance.
											Esse romance revela que o verdadeiro
jardim de sendeiros é o tempo:
											em cada instante, há infinitas
possibilidades de ação.
											À medida que a um momento
se sucede outro momento,
											cada possibilidade gera 
outro conjunto de futuros divergentes.
									","
											Labirentler, Borges'ın eserlerinde
defalarca görüldü.
											""Çatallı Yollar Bahçesi""inde
											Yu Tsun taşra yollarında ilerlerken

											ataları tarafından inşa edilen
kaybolmuş bir labirenti hatırlar.
											Hikayenin rotası boyunca,
											labirentin fiziksel bir labirent değil de 
bir roman olduğunu keşfeder
											ve bu roman gerçek ""Çatallı Yollar 
Bahçesi""nin zaman olduğunu açığa çıkarır:
											olağan her anda, 
sonsuz olay rotası ihtimali vardır.
											Bir an diğerini kovalarken
											her ihtimal başka uyumsuz 
geleceklere yol açar.
									","
											Labyrinthe tauchen in Borges' Werk
immer wieder auf.
											In ""Der Garten der Wege,
die sich verzweigen""
											erinnert sich Yu Tsun bei seiner
Wanderung über Landstraßen
											an ein verschwundenes Labyrinth,
das einer seiner Vorfahren schuf.
											Im Lauf der Geschichte entdeckt er,
											dass das Labyrinth nicht real existiert,
sondern ein Roman ist.
											Der Roman zeigt:
											Der wirkliche ""Garten der Wege,
die sich verzweigen"", ist die Zeit.
											Jeden Augenblick gibt es
unendlich viele Handlungsoptionen.
											Während die Augenblicke vergehen,
											eröffnet jede Option weitere
divergierende Zukunftsoptionen.
									",Infinity according to Jorge Luis Borges,Ilan Stavans,4:31,"animation,novel,Latin America,TED-Ed,books,writing,book,language,poetry,math,literature,memory,library,magic,time,science fiction"
