en,es,tr,fr,title,speaker,duration,tags
"
","
","
","
",A choreographer's creative process in real time,Wayne McGregor,15:18,"art,dance"
"
											As you might imagine, I'm absolutely passionate
											about dance. I'm passionate about making it,
											about watching it, about encouraging others
											to participate in it,
											and I'm also really passionate about creativity.
											Creativity for me is something that's absolutely critical,
											and I think it's something that you can teach.
											I think the technicities of creativity can be taught
											and shared, and I think you can find out things
											about your own personal physical signature,
											your own cognitive habits, and use that as
											a point of departure to misbehave beautifully.
									","
											Como pueden imaginar, me apasiona
											la danza. Me apasiona crearla,
											verla, alentar a otros
											a participar en ella,
											y también me apasiona la creatividad.
											La creatividad es para mí algo absolutamente esencial,
											y creo que es algo que se puede enseñar.
											Creo que las técnicas de la creatividad pueden enseñarse
											y compartirse, y creo que Uds. pueden descubrir cosas
											de su propia identidad física,
											de sus propios hábitos cognitivos y utilizarlos como
											punto de partida para portarse maravillosamente mal.
									","
											Hayal edebileceğiniz gibi dans benim için kesinlikle
											bir tutku. Dans etmek, dans edenleri izlemek
											ve başkalarını da dans etmeye teşvik etmek konusunda
											tutkulu olduğum gibi,
											iş yaratıcılığa geldiğinde de oldukça tutkuluyum.
											Benim için yaratıcılık son derece önemli
											ve bence öğretilebilecek bir şey.
											Bence yaratıcılığın yöntemleri öğretilip paylaşılabilir
											ve kendi şahsi fiziksel imzanız ile
											zihinsel alışkanlıklarınızı bularak bunları
											güzel bir şekilde yaramazlık yapmak için
											hareket noktası olarak kullanabilirsiniz.
									","
											Comme vous pouvez l'imaginer, je suis totalement passionné
											par la danse. 
Ça me passionne d'en faire,
											d'en regarder, d'encourager les autres
											à y participer,
											et je suis vraiment passionné par la créativité.
											La créativité est, pour moi, 
quelque chose d'absolument essentiel,
											et je pense que c'est quelque chose que l'on peut enseigner.
											Je pense que les technicités de la créativité peuvent être enseignées
											et partagées, et je pense que vous pouvez découvrir des choses
											sur votre propre signature physique,
											sur vos propres habitudes cognitives, et utiliser cela
											comme un point de départ pour superbement mal se conduire.
									",A choreographer's creative process in real time,Wayne McGregor,15:18,"art,dance"
"
","
","
","
",A choreographer's creative process in real time,Wayne McGregor,15:18,"art,dance"
"
											I was born in the 1970s, and John Travolta was big
											in those days: ""Grease,"" ""Saturday Night Fever,""
											and he provided a fantastic kind of male role model for me
											to start dancing. My parents were very up for me going.
											They absolutely encouraged me to take risks, to go,
											to try, to try. I had an opportunity, an access
											to a local dance studio, and I had an enlightened teacher
											who allowed me to make up my own and invent
											my own dances, so what she did was let me make up
											my own ballroom and Latin American dances to teach
											to my peers.
											And that was the very first time that I found an opportunity
											to feel that I was able to express my own voice,
											and that's what's fueled me, then, to become a choreographer.
											I feel like I've got something to say and something to share.
									","
											Nací en la década del 70, y John Travolta era un ídolo
											con su ""Grease"" y ""Fiebre del sábado noche"",
											proporcionándome un modelo fantástico de rol masculino
											para empezar a bailar. Mis padres estaban dispuestos a apoyarme.
											Ellos absolutamente me animaban a correr riesgos,
											a probar y probar. Tuve una oportunidad, acceso
											a un estudio de baile local y tuve un profesor progresista
											que me permitió hacer lo que deseaba e inventar
											mis propios bailes. Así que me permitió crear
											mi propio salón de baile y bailes latinoamericanos para enseñar
											a mis compañeros.
											Y fue la primera vez que tuve una oportunidad
											de sentir que yo era capaz de expresarme con mi propia voz,
											y eso es lo que me impulsó, entonces, a convertirme en coreógrafo.
											Siento que tengo algo que decir y compartir.
									","
											Ben 70'li yıllarda doğdum. O dönem John Travolta oldukça
											revaçtaydı. ""Grease"", ""Saturday Night Fever"" gibi filmleriyle
											dansa başlamam için harika bir erkek rol modeldi.
											Ailem dans etmem konusunda oldukça ılımlıydı.
											Beni risk almam, gitmem, denemem ve pes etmemem
											konusunda hep teşvik ettiler. Yerel bir dans atölyesine
											erişim gibi bir fırsatım vardı. Benim kendi danslarımı
											uydurmama ve üretmeme izin veren açık görüşlü,
											aydın bir öğretmenim vardı. Bana kendi dans salonumu
											kurup, uydurduğum Latin Amerika
											danslarını akranlarıma öğretme fırsatı verdi.
											Bu benim kendi sesimi duyurabildiğimi hissettiğim
											ilk fırsattı. Beni ilerleyen zamanlarda koreograf
											olmak için ateşleyen de bu oldu.
											Söylemek istediğim, paylaşmak istediğim bir şeyler var gibi hissediyorum.
									","
											Je suis né dans les années 70, 
et John Travolta faisait sensation
											à l'époque : ""Grease"", "" La Fièvre du samedi soir "",
											m'a, en quelque sorte, servi de modèle, un modèle fantastique
											pour commencer à danser. 
Mes parents étaient d'accord pour que je le fasse.
											Ils m'ont complètement encouragé à prendre des risques, 
à y aller,
											à essayer et essayer. 
J'ai eu l'occasion, l'accès
											à un studio de danse de quartier, et j'ai eu un professeur éclairé
											qui m'a permis de me trouver et d'inventer
											mes propres danses, ce qu'elle a fait, 
c'était de me laisser inventer
											ma propre salle de danse et des danses d'Amérique latine, pour enseigner
											à mes pairs.
											Et ce fut la première fois que j'ai eu l'occasion
											de sentir que j'étais capable d'exprimer ma propre voix,
											et c'est ce qui m'a ensuite nourri pour devenir chorégraphe.
											J'ai l'impression d'avoir quelque chose à dire 
et quelque chose à partager.
									",A choreographer's creative process in real time,Wayne McGregor,15:18,"art,dance"
"
","
","
","
",A choreographer's creative process in real time,Wayne McGregor,15:18,"art,dance"
"
											And I guess what's interesting is, is that I am now obsessed
											with the technology of the body.
											I think it's the most technologically literate thing that we have,
											and I'm absolutely obsessed with finding a way
											of communicating ideas through the body to audiences
											that might move them, touch them,
											help them think differently about things.
									","
											Y supongo que lo interesante es que ahora me obsesiona
											la tecnología del cuerpo.
											Creo que es lo más tecnológicamente alfabetizado que tenemos,
											y estoy absolutamente obsesionado con la forma
											de comunicar a través del cuerpo ideas a las audiencias
											que puedan conmover, tocar,
											ayudarles a pensar de manera diferente.
									","
											Sanırım esas ilginç olan, şu an bedenin teknolojisini
											takıntı haline getirmiş olmam.
											Bence bu teknolojik olarak sahip olduğumuz en edebi şey
											ve ben izleyicileri harekete geçirebilecek, etkileyecek
											ve bazı şeyler hakkında farklı düşünmeye itecek
											fikirleri beden yoluyla onlara iletme yolunu
											bulmaya kafayı takmış durumdayım.
									","
											Et je suppose que ce qui est intéressant, c'est que je suis maintenant obsédé
											par la technologie du corps.
											Je pense que c'est la chose 
la plus technologiquement instruite que nous avons,
											et ce qui m'obsède complètement, c'est de trouver un moyen
											de communiquer aux spectateurs, avec le corps, des idées
											qui pourraient les émouvoir, les toucher,
											les aider à penser différemment à propos des choses.
									",A choreographer's creative process in real time,Wayne McGregor,15:18,"art,dance"
"
","
","
","
",A choreographer's creative process in real time,Wayne McGregor,15:18,"art,dance"
"
											So for me, choreography is very much a process
											of physical thinking. It's very much in mind,
											as well as in body, and it's a collaborative process.
											It's something that I have to do with other people.
											You know, it's a distributed cognitive process in a way.
											I work often with designers and visual artists,
											obviously dancers and other choreographers,
											but also, more and more, with economists,
											anthropologists, neuroscientists, cognitive scientists,
											people really who come from very different domains of
											expertise, where they bring their intelligence to bear
											on a different kind of creative process.
									","
											Así que para mí, la coreografía es un gran proceso
											del pensamiento corpóreo. Está muy presente tanto en la mente,
											como en el cuerpo y es un proceso colaborativo.
											Es algo que tengo que hacer con otras personas.
											De alguna manera se trata de un proceso cognitivo distribuido.
											Trabajo a menudo con diseñadores y artistas visuales,
											Obviamente, bailarines y otros coreógrafos,
											pero también, más y más, con economistas,
											antropólogos, neurólogos, neurocientíficos,
											realmente personas de muy diferentes dominios,
											que aportan su inteligencia
											a un proceso creativo diferente.
									","
											Yani benim için koreografi, fiziksel düşünme
											sürecinden pek farklı değil. Bedenle zihnin
											işbirliği içinde olduğu bir süreç.
											Bu benim diğer insanlarla yapmak zorunda olduğum bir şey.
											Yani bir açıdan bu dağıtılmış bilişsel bir süreç.
											Dansçıların ve diğer koreografların yanı sıra
											sık sık tasarımcılarla ve görsel sanatçılarla da çalışıyorum.
											Ama bunlardan daha çok ekonomistler, antropologlar,
											nörologlar, biliişsel bilimciler gibi çeşitli
											uzmanlık alanlarından, kendi bilgilerini
											farklı türde bir yaratıcı sürece uyarlayan
											insanlarla çalışıyorum.
									","
											Donc pour moi, la chorégraphie est vraiment un procédé
											de pensée physique. 
Cela fait partie de l'esprit
											aussi bien que du corps, et c'est un processus coopératif.
											C'est quelque chose que je dois faire avec les autres.
											Vous savez, c'est, en quelque sorte, un processus cognitif partagé.
											Je travaille souvent avec des designers et des artistes visuels,
											et bien sûr avec des danseurs et d'autres chorégraphes,
											mais aussi, et de plus en plus, avec des économistes,
											des anthropologues, des neuroscientifiques, 
des spécialistes des sciences cognitives,
											des gens qui viennent réellement de domaines d'expertise très différents,
											domaines où ils apportent leur intelligence pour s'intéresser
											à un processus de création différent.
									",A choreographer's creative process in real time,Wayne McGregor,15:18,"art,dance"
"
","
","
","
",A choreographer's creative process in real time,Wayne McGregor,15:18,"art,dance"
"
											What I thought we would do today a little bit is
											explore this idea of physical thinking,
											and we're all experts in physical thinking.
											Yeah, you all have a body, right?
											And we all know what that body is like in the real world,
											so one of the aspects of physical thinking
											that we think about a lot is this notion of proprioception,
											the sense of my own body in the space in the real world.
											So, we all understand what it feels like to know
											where the ends of your fingers are
											when you hold out your arms, yeah?
											You absolutely know that when you're going to grab a cup,
											or that cup moves and you have to renavigate it.
											So we're experts in physical thinking already.
											We just don't think about our bodies very much.
											We only think about them when they go wrong, so, when
											there's a broken arm, or when you have a heart attack,
											then you become really very aware of your bodies.
											But how is it that we can start to think about using
											choreographic thinking, kinesthetic intelligence, to arm
											the ways in which we think about things more generally?
									","
											Lo que yo pretendía hacer hoy era
											explorar un poco esta idea del pensamiento corpóreo,
											y somos todos expertos en pensamiento corpóreo.
											Sí, todos tenemos un cuerpo, ¿no?
											Y todos sabemos lo que es ese cuerpo en el mundo real,
											así, uno de los aspectos del pensamiento corpóreo
											es pensar mucho en la noción de propiocepción,
											la percepción de mi propio cuerpo en el espacio del mundo real.
											Así pues, todos entendemos lo que se siente al saber
											donde están los extremos de los dedos
											al mantener los brazos arriba, ¿sí?
											Sabemos perfectamente cuando vamos a agarrar una taza,
											o si esa copa se mueve y hay que reorientarla.
											Así que ya somos expertos en pensamiento corpóreo.
											Sólo que simplemente no pensamos mucho en nuestros cuerpos.
											Sólo pensamos en ellos cuando van mal, cuando
											hay un brazo roto, o cuando se tiene un ataque al corazón,
											entonces se es realmente muy consciente del cuerpo.
											Pero ¿cómo podemos empezar a pensar en usar
											el pensamiento coreográfico, la inteligencia quinestésica, para abordar
											formas de pensamiento más genéricas?
									","
											Bugün birazcık yapmayı düşündüğüm şey ise
											bu fiziksel düşünme fikrini keşfetmek.
											Bizler hepimiz fiziksel düşünme konusunda uzmanlarız.
											Evet, hepinizin bir bedeni var değil mi?
											Ve hepimiz bu bedenin gerçek hayatta nasıl olduğunu biliyoruz.
											Yani fiziksel düşünmenin üzerinde çok düşündüğümüz
											bir yanı da iç algı kavramıdır. Bu da kendi bedenimizin
											gerçek hayatta uzay boşluğunda olduğunu duyularımız yoluyla hissetmemizdir.
											Yani hepimiz kollarımızı açtığımızda
											parmaklarımızın ucunun nerede olduğunu
											bilmenin nasıl bir his olduğunu anlıyoruz, değil mi?
											Bir bardağı ne zaman kavrayacağımızı, ya da o bardağın
											ne zaman hareket edeceğini ve bizim onu yeniden yönlendirmemiz gerektiğini biliyoruz.
											Öyleyse hepimiz fiziksel düşünme konusunda uzmanız.
											Sadece kendi bedenlerimiz hakkında yeteri kadar düşünmüyoruz.
											Bir şeyler ters gitmediği müddetçe genelde düşünme gereği duymuyoruz.
											Yani ne zaman kolumuz kırılırsa veya kalp krizi geçirirsek,
											işte o zaman bedenimizin farkına varıyoruz.
											Fakat nasıl koreografik düşünceyi ve kinestetik zekayı,
											her şeyi daha genel manada düşündüğümüz yöntemlere
											çevirmeye başlıyoruz?
									","
											Ce que je pensais que nous pouvions faire un peu aujourd'hui,
											c'est explorer l'idée de pensée physique,
											et nous sommes tous experts en pensée physique.
											Oui, vous avez tous un corps, n'est-ce pas?
											Et nous savons tous comment ce corps est dans la vie réelle,
											donc l'un des aspects de la pensée physique,
											auquel nous pensons beaucoup, est la notion de proprioception,
											la perception de mon propre corps dans l'espace dans le monde réel.
											Nous comprenons tous donc ce que cela fait de savoir
											où se trouve le bout de nos doigts
											quand nous tendons les bras, pas vrai ?
											Vous savez parfaitement que vous allez attraper une tasse,
											mais la tasse bouge et vous devez la déplacer.
											Donc nous sommes déjà des experts en pensée physique.
											Nous ne réfléchissons vraiment pas beaucoup à nos corps.
											Nous n'y pensons que lorsqu'ils vont mal, donc, quand
											il y a un bras cassé, ou quand vous faites une crise cardiaque,
											vous prenez alors vraiment conscience de vos corps.
											Mais comment commencer à réfléchir à utiliser
											la pensée chorégraphique, l'intelligence kinesthésique, pour
											changer, de manière plus générale, 
les façons dont on voit les choses ?
									",A choreographer's creative process in real time,Wayne McGregor,15:18,"art,dance"
