en,es,fr,pt,tr,title,speaker,duration,tags
"
","
","
","
","
",The historic women's suffrage march on Washington,Michelle Mehrtens,4:34,"animation,TED-Ed,women,feminism,world cultures,culture,violence,race,education,big problems,identity,gender equality,inequality,activism,gender,United States,humanity,journalism,leadership,inclusion,justice system,life,community,history"
"
											On March 3, 1913,
											protesters parted for the woman in white:
											dressed in a flowing cape and 
sitting astride a white horse,
											the activist Inez Milholland was 
hard to miss.
									","
											El 3 de marzo de 1913,
											la manifestación abrió el paso
ante la mujer vestida de blanco:
											vestida con una amplia túnica
y montada en un caballo blanco,
											la activista Inez Milholland
no pasó inadvertida.
									","
											Le 3 mars 1913,
											des manifestants se sont écartés
pour la femme en blanc :
											vêtue d'une cape flottante
et assise sur un cheval blanc,
											il était difficile de louper
l'activiste Inez Milholland.
									","
											Em 3 de março de 1913,
											os manifestantes abriram espaço
para a mulher vestida de branco,
											envolvida numa capa ondulante
e montada num cavalo branco.
											A ativista Inez Milholland
dificilmente passava despercebida.
									","
											3 Mart 1913 tarihinde
											protestocular, beyaz giymiş 
bir kadına yer açıyordu:
											dökümlü peleriniyle
beyaz bir atın üstünde duran
											aktivist Inez Milholland'ı 
fark etmemek mümkün değildi.
									",The historic women's suffrage march on Washington,Michelle Mehrtens,4:34,"animation,TED-Ed,women,feminism,world cultures,culture,violence,race,education,big problems,identity,gender equality,inequality,activism,gender,United States,humanity,journalism,leadership,inclusion,justice system,life,community,history"
"
","
","
","
","
",The historic women's suffrage march on Washington,Michelle Mehrtens,4:34,"animation,TED-Ed,women,feminism,world cultures,culture,violence,race,education,big problems,identity,gender equality,inequality,activism,gender,United States,humanity,journalism,leadership,inclusion,justice system,life,community,history"
"
											She was riding at the helm of the 
Women’s Suffrage Parade-
											the first mass protest for a woman’s 
right to vote on a national scale.
											After months of strategic planning 
and controversy,
											thousands of women gathered 
in Washington D.C.
											Here, they called for a constitutional 
amendment granting them the right to vote.
									","
											Iba a la cabeza de una marcha
por el sufragio femenino,
											la primera protesta masiva 
en favor de esa causa a nivel nacional.
											Tras meses de controversias
y estratégica planificación,
											miles de mujeres se congregaron
en Washington D.C.
											Fue allí donde exigieron 
una enmienda constitucional
											que les garantizara el derecho al voto.
									","
											Elle était en tête du défilé
des suffragettes,
											la première manifestation populaire
pour le droit de vote des femmes
											à l'échelle nationale.
											Après des mois de planification
stratégique et de controverse,
											des milliers de femmes
se sont réunies à Washington.
											Elles ont fait appel
											à un amendement constitutionnel
leur accordant le droit de vote.
									","
											Cavalgava à cabeça do Desfile
das Mulheres Sufragistas,
											o primeiro protesto de massas
em prol do direito ao voto
											para as mulheres, à escala nacional.
											Ao fim de meses de planeamento
estratégico e de controvérsias,
											milhares de mulheres juntaram-se
em Washington D.C.
											Aí, exigiam uma emenda constitucional
que lhes garantisse o direito ao voto.
									","
											Kadınlara oy hakkı için 
ülke çapında yapılan
											ilk toplu protesto olan 
Kadınlar Yürüyüşü'nün başındaydı.
											Aylar süren stratejik planlama 
ve tartışmalardan sonra,
											binlerce kadın, başkent 
Washington'da bir araya geldi.
											Kadınlara oy hakkı tanınması için
anayasal değişiklik talep ettiler.
									",The historic women's suffrage march on Washington,Michelle Mehrtens,4:34,"animation,TED-Ed,women,feminism,world cultures,culture,violence,race,education,big problems,identity,gender equality,inequality,activism,gender,United States,humanity,journalism,leadership,inclusion,justice system,life,community,history"
"
","
","
","
","
",The historic women's suffrage march on Washington,Michelle Mehrtens,4:34,"animation,TED-Ed,women,feminism,world cultures,culture,violence,race,education,big problems,identity,gender equality,inequality,activism,gender,United States,humanity,journalism,leadership,inclusion,justice system,life,community,history"
"
											By 1913, women’s rights activists had 
been campaigning for decades.
											As a disenfranchised group,
											women had no voice in the laws that 
affected their– or anyone else’s– lives.
											However, they were struggling to secure 
broader support for political equality.
											They’d achieved no major victories 
since 1896,
											when Utah and Idaho enfranchised women.
											That brought the total number of states
which recognized a women’s right to vote
											to four.
									","
											En 1913, las activistas
por los derechos femeninos
											ya llevaban décadas de lucha.
											Excluidas como estaban,
las mujeres no tenían injerencia alguna
											en las leyes que reglaban sus vidas,
ni las de ningún otro grupo.
											Pero sumar más apoyo para lograr
la igualdad política no era nada fácil.
											Su última gran victoria
había sido en 1896,
											cuando Utah y Idaho concedieron
a la mujer el derecho a votar.
											Así las cosas, los estados
que reconocían tal derecho
											sumaban cuatro en total.
									","
											En 1913, les activistes
pour les droits des femmes
											militaient depuis des décennies.
											Étant un groupe marginalisé,
											les femmes n'avaient aucune voix
concernant les lois
											qui affectaient leur vie
ou celle des autres.
											Cependant, elles avaient du mal
à obtenir un soutien plus large
											pour l'égalité politique.
											Elles n'avaient pas remporté
de victoire majeure depuis 1896,
											quand l'Utah et l'Idaho
avaient émancipé les femmes.
											Cela portait le nombre total d’États
reconnaissant le droit de vote des femmes
											à quatre.
									","
											Em 1913, as ativistas
pelos direitos das mulheres
											já tinham feito campanha durante décadas.
											Enquanto grupo sem direito a voto,
											as mulheres não tinham voz nas leis
que afetavam as vidas delas
											— ou as vidas dos outros.
											No entanto, estavam em luta
											para conquistar apoio
para a igualdade política.
											Desde 1896 que não conseguiam
vitórias significativas,
											quando o Utah e Idaho
concederam o direito de voto às mulheres.
											Isso elevou para quatro
o número total de Estados
											que reconheciam
o direito de voto às mulheres.
									","
											1913'e kadar, kadın hakları aktivistleri
on yıllardır mücadele veriyorlardı.
											Haklarından mahrum edilmiş 
bir topluluk olarak kadınlar
											onların -veya herhangi birinin- hayatını
etkileyen yasalarda söz sahibi değildi.
											Yine de politik eşitlik için daha geniş
destek elde etmekte zorlanıyorlardı.
											Utah ve Idaho'da kadınlara 
oy verme hakkının tanındığı
											1896'dan beri önemli 
bir zafer elde edememişlerdi.
											Böylelikle, kadınların
oy verme hakkını tanıyan
											eyalet sayısı 4'e çıkmıştı.
									",The historic women's suffrage march on Washington,Michelle Mehrtens,4:34,"animation,TED-Ed,women,feminism,world cultures,culture,violence,race,education,big problems,identity,gender equality,inequality,activism,gender,United States,humanity,journalism,leadership,inclusion,justice system,life,community,history"
"
","
","
","
","
",The historic women's suffrage march on Washington,Michelle Mehrtens,4:34,"animation,TED-Ed,women,feminism,world cultures,culture,violence,race,education,big problems,identity,gender equality,inequality,activism,gender,United States,humanity,journalism,leadership,inclusion,justice system,life,community,history"
"
											A new, media-savvy spirit arrived 
in the form of Alice Paul.
											She was inspired by the British 
suffragettes,
											who went on hunger strikes and endured
imprisonment in the early 1900s.
											Rather than conduct costly campaigns 
on a state-by-state basis,
											Paul sought the long-lasting impact 
of a constitutional amendment,
											which would protect women’s voting 
rights nationwide.
									","
											Entró en escena una experta
en el manejo de los medios: Alice Paul.
											Se inspiró en las sufragistas británicas
											que a comienzos del siglo XX hicieron
huelgas de hambre y fueron encarceladas.
											En lugar de organizar costosas campañas
y presentarse en cada estado del país,
											Paul ideó una estrategia de mayor alcance
exigiendo una enmienda constitucional
											que protegiera el derecho 
femenino al voto a nivel nacional.
									","
											Un nouvel esprit
plus tourné vers les médias
											est arrivé sous la forme d'Alice Paul.
											Elle a été inspirée
par les suffragettes anglaises,
											qui ont fait des grèves de la faim
											et enduré la prison
au début du XXe siècle.
											Au lieu de conduire
des campagnes onéreuses
											dans chaque État,
											Paul visait l'incidence à long terme
d'un amendement constitutionnel,
											qui protégerait le droit de vote
des femmes au niveau national.
									","
											Apareceu um novo espírito,
especialista em comunicação,
											Alice Paul, que se inspirava
nas ""suffragettes"" britânicas,
											que faziam greves da fome 
e eram detidas, no início do século XX.
											Em vez de realizar campanhas dispendiosas
numa base de Estado a Estado,
											Paul procurava um pacto duradouro
duma emenda constitucional
											que protegesse o direito das mulheres
ao voto a nível de toda a nação.
									","
											Medyadan anlayan yeni bir isim olan
Alice Paul'le taze kan geldi.
											1900'lerin başında cezaevinde
açlık grevi yapan
											İngiliz kadın hakları aktivistlerinden
etkilenmiş biriydi.
											Eyalet bazında, maliyetli 
kampanyalar yürütmek yerine
											Paul ülke çapında kadınların 
oy verme hakkını koruyacak
											uzun vadede etkili bir
anayasal değişiklik çabasındaydı.
									",The historic women's suffrage march on Washington,Michelle Mehrtens,4:34,"animation,TED-Ed,women,feminism,world cultures,culture,violence,race,education,big problems,identity,gender equality,inequality,activism,gender,United States,humanity,journalism,leadership,inclusion,justice system,life,community,history"
"
","
","
","
","
",The historic women's suffrage march on Washington,Michelle Mehrtens,4:34,"animation,TED-Ed,women,feminism,world cultures,culture,violence,race,education,big problems,identity,gender equality,inequality,activism,gender,United States,humanity,journalism,leadership,inclusion,justice system,life,community,history"
"
											As a member of the National American 
Women Suffrage Association,
											Paul proposed a massive pageant to whip 
up support and rejuvenate the movement.
											Washington authorities initially 
rejected her plan-
											and then tried to relegate the march 
to side streets.
											But Paul got those decisions overturned
											and confirmed a parade for the day 
before the presidential inauguration
											of Woodrow Wilson.
											This would maximize media coverage
											and grab the attention of the 
crowds who would be in town.
									","
											Como miembro de la Asociación Nacional
por el Sufragio de la Mujer en EE. UU.,
											Paul propuso hacer una marcha masiva
para sumar apoyo y renovar el movimiento.
											Al principio, el gobierno
de Washington rechazó la idea
											y luego trató de relegar
la protesta a las calles secundarias.
											Pero Paul consiguió revocar esas medidas
											y confirmó una marcha a concretarse
											el día anterior a la asunción
del presidente Woodrow Wilson.
											De este modo, se aseguraba
la cobertura mediática
											y concitaba la atención del público
que acudiría a la ceremonia.
									","
											Étant membre de l'association nationale
pour le suffrage des femmes américaines,
											Paul a proposé un grand spectacle
											pour obtenir du soutien
et rajeunir le mouvement.
											Initialement, les autorités de Washington
ont rejeté son projet
											puis ont essayé de reléguer la marche
à des rues transversales.
											Mais Paul a réussi à faire
changer ces décisions
											et a planifié un défilé la veille
de l'intronisation présidentielle
											de Woodrow Wilson.
											Cela allait maximiser
la couverture médiatique
											et attirer l'attention
des foules présentes dans la ville.
									","
											Enquanto membro da Associação Nacional
Americana das Mulheres Sufragistas,
											Paul propôs um desfile gigantesco
											para estimular o apoio
e rejuvenescer o movimento.
											As autoridades de Washington,
de início, rejeitaram esse plano
											e depois tentaram que o desfile
fosse feito por ruas laterais.
											Mas Paul contestou essas decisões
											e confirmou um desfile para a véspera
da tomada de posse
											do presidente Woodrow Wilson.
											Isso iria maximizar
a cobertura dos ""media""
											e chamar a atenção das multidões
que iriam estar na cidade.
									","
											Amerikan Ulusal Kadın Oy Hakkı
Derneği'nin bir üyesi olarak
											Paul hareketi canlandıracak ve desteği 
arttıracak kitlesel bir yürüyüş önerdi.
											Washington yetkilileri 
ilk önce bu planı reddetti.
											Sonraysa yürüyüşü
ara sokaklara hapsetmeye çalıştı.
											Fakat bu kararlara boyun eğmeyen Paul,
											Woodrow Wilson'ın göreve başlama
töreninden bir gün önce yapılacak
											bir yürüyüş örgütledi.
											Böylece hem medyanın hem de
											ertesi günkü tören için kente gelen 
kitlenin ilgisi çekilecekti.
									",The historic women's suffrage march on Washington,Michelle Mehrtens,4:34,"animation,TED-Ed,women,feminism,world cultures,culture,violence,race,education,big problems,identity,gender equality,inequality,activism,gender,United States,humanity,journalism,leadership,inclusion,justice system,life,community,history"
