en,es,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
","
",Why you think you're right — even if you're wrong,Julia Galef,11:37,"choice,communication,collaboration,identity,motivation,decision-making,leadership,personal growth,society,TEDx"
"
											So I'd like you to imagine for a moment
											that you're a soldier
in the heat of battle.
											Maybe you're a Roman foot soldier
or a medieval archer
											or maybe you're a Zulu warrior.
											Regardless of your time and place,
there are some things that are constant.
											Your adrenaline is elevated,
											and your actions are stemming
from these deeply ingrained reflexes,
											reflexes rooted in a need
to protect yourself and your side
											and to defeat the enemy.
									","
											Me gustaría que imaginaran
											que son soldados
en el fragor de la batalla.
											Un soldado romano
o un arquero medieval
											o quizás un guerrero zulú.
											Hay algunas constantes,
independientemente del tiempo y lugar.
											Su adrenalina está alta
											y sus acciones surgen
de unos reflejos muy arraigados
											fijados para protegerlos
a Uds. y a su equipo,
											y para derrotar al enemigo.
									","
											Gostaria que imaginassem por momentos
											que são soldados no auge da batalha.
											Talvez sejam soldados rasos romanos
ou arqueiros medievais
											ou talvez sejam guerreiros zulus.
											Independentemente do tempo e espaço,
há certas coisas que são constantes.
											A vossa adrenalina está elevada,
											e as vossas acções são o resultado
desses reflexos intrínsecos,
											reflexos enraizados na necessidade
de se protegerem
											e aniquilarem o inimigo.
									","
											Şimdi, bir anlığına hayal
etmenizi istiyorum,
											savaşın ortasında bir askersiniz.
											Belki bir Roma piyadesi,
belki de Ortaçağ bir okçusu
									","
											Je voudrais que vous imaginiez un moment
											que vous êtes un soldat
dans le feu de la bataille.
											Vous êtes peut-être un légionnaire romain,
ou un archer médiéval,
											ou encore un guerrier Zoulou.
											Qu'importent la date et le lieu,
											il y a des choses qui sont constantes.
											Votre adrénaline est élevée,
et vos actions découlent
											de ces réflexes profondément enracinés.
											Des réflexes enracinés dans le besoin
de vous protéger, vous et votre camp,
									",Why you think you're right — even if you're wrong,Julia Galef,11:37,"choice,communication,collaboration,identity,motivation,decision-making,leadership,personal growth,society,TEDx"
"
","
","
","
","
",Why you think you're right — even if you're wrong,Julia Galef,11:37,"choice,communication,collaboration,identity,motivation,decision-making,leadership,personal growth,society,TEDx"
"
											So now, I'd like you to imagine
playing a very different role,
											that of the scout.
											The scout's job is not
to attack or defend.
											The scout's job is to understand.
											The scout is the one going out,
											mapping the terrain,
identifying potential obstacles.
											And the scout may hope to learn
that, say, there's a bridge
											in a convenient location across a river.
											But above all, the scout
wants to know what's really there,
											as accurately as possible.
											And in a real, actual army, both
the soldier and the scout are essential.
											But you can also think of each
of these roles as a mindset —
											a metaphor for how all of us
process information and ideas
											in our daily lives.
											What I'm going to argue today
is that having good judgment,
											making accurate predictions,
making good decisions,
											is mostly about which mindset you're in.
									","
											Me gustaría que se imaginaran
en un papel muy diferente ahora,
											el del explorador.
											El trabajo del explorador
no es atacar ni defender.
											Su trabajo es comprender.
											El explorador es quien sale
											reconoce el terreno,
identifica posibles obstáculos.
											Quizás desea
averiguar si hay un puente
											que convenientemente cruce un río.
											Pero, sobre todo,
el explorador quiere saber qué hay
											con la mayor exactitud.
											En un ejército real
											son esenciales
tanto el soldado como el explorador.
											Pero también pueden ver
estos papeles como actitudes.
											Una metáfora sobre cómo
procesamos la información
											en nuestra vida cotidiana.
											Lo que voy a argumentar hoy
es que tener buen juicio
											predecir con precisión,
decidir correctamente
											depende de qué actitud se tenga.
									","
											Agora gostaria que se imaginassem
a desempenhar um papel diferente,
											o de um batedor.
											A tarefa de um batedor
não é atacar ou defender.
											A tarefa do batedor é conhecer.
											O batedor é aquele que sai,
											faz o mapa do terreno,
identificando possíveis obstáculos.
											O batedor pode esperar, por exemplo,
encontrar uma ponte
											num local conveniente sobre um rio.
											Mas acima de tudo, o batedor
quer saber o que lá está,
											o mais rigorosamente possível.
											Num exército real, quer o soldado
quer o batedor, são essenciais.
											Mas podem também pensar em cada um
desses papéis como uma mentalidade,
											uma metáfora para todos nós que
processamos informações e ideias
											na nossa vida diária.
											Aquilo que eu vou defender hoje
é que fazer um bom juízo,
											fazer predições rigorosas,
tomar boas decisões,
											tem a ver sobretudo
com a mentalidade de cada um.
									","
											ya da bir Zulu savaşçısısınız.
											Yer ve zaman gözetilmeksizin
değişmeyen bazı şeyler vardır.
											Adrenalininiz yükselir
											ve hareketleriniz içgüdüsel refleksleriniz
tarafından yönlendirilir,
											kendinizi ve çevrenizi korumak için 
ve de düşmanı yenebilmek için
											bulunan kökleşmiş refleksler.
											Şİmdi ise, bambaşka bir rol oynadığınızı
hayal etmenizi istiyorum,
											bir izci rolü.
											İzcinin görevi saldırmak
ya da savunmak değildir.
											İzcinin işi anlamaktır.
											İzci yola çıkar,
											etrafı haritalandırır,
potansiyel engelleri belirler.
											İzcinin öğrenmeyi umduğu şey,
bir nehrin karşısındaki
											uygun bir yerde bulunan bir köprüdür.
											Fakat her şeyden önce, izci
orada gerçekten ne olduğunu
											olabildiğince kesin
bir şekilde bilmektir.
											Gerçek bir orduda, asker de
izci de esastır.
											Fakat iki rolü de günlük hayatımızda
											bilgi ve fikirleri nasıl
işlediğimizin bir metaforu
											olarak düşünebiliriz.
											Bugün tartışacağım şey ise,
iyi muhakeme edebilmenin,
											tutarlı öngörülerde bulunmanın,
iyi kararlar vermenin,
											çoğunlukla hangi zihniyette
olduğunuz ile ilgili olması.
									","
											et de vaincre l'ennemi.
											Et maintenant imaginez-vous
endossant un rôle très différent.
											Celui de l'éclaireur.
											Le rôle de l'éclaireur
n'est ni d'attaquer, ni de défendre.
											Son rôle est de comprendre.
											L'éclaireur est celui qui sort,
											cartographie le terrain,
identifie les obstacles potentiels,
											et l'éclaireur peut espérer apprendre,
disons, qu'il y a un pont
											à un bon endroit pour passer la rivière.
											Mais avant tout, l'éclaireur
veut connaître la situation
											aussi précisément que possible.
											Et dans une véritable armée,
											le soldat et l'éclaireur
sont tous deux essentiels.
											Mais on peut aussi voir ces rôles
comme des états d'esprit.
											Une métaphore de notre manière
de traiter l'information
											et les idées dans nos vies quotidiennes.
											Ce que je vais soutenir aujourd'hui,
c'est qu'avoir un bon jugement
									",Why you think you're right — even if you're wrong,Julia Galef,11:37,"choice,communication,collaboration,identity,motivation,decision-making,leadership,personal growth,society,TEDx"
"
","
","
","
","
",Why you think you're right — even if you're wrong,Julia Galef,11:37,"choice,communication,collaboration,identity,motivation,decision-making,leadership,personal growth,society,TEDx"
"
											To illustrate these mindsets in action,
											I'm going to take you back
to 19th-century France,
											where this innocuous-looking
piece of paper
											launched one of the biggest
political scandals in history.
											It was discovered in 1894
by officers in the French general staff.
											It was torn up in a wastepaper basket,
											but when they pieced it back together,
											they discovered
that someone in their ranks
											had been selling
military secrets to Germany.
									","
											Para ilustrar
cómo funcionan estas actitudes
											voy a llevarlos a Francia del siglo XIX
											donde este papel,
aparentemente inocuo,
											provocó
uno de los mayores escándalos políticos.
											Lo descubrieron en 1894
unos oficiales del Estado Mayor francés.
											Estaba roto en una papelera
											pero cuando lo recompusieron
											descubrieron que alguien de sus filas
											vendía secretos militares a Alemania.
									","
											Para ilustrar essas mentalidades em acção,
											vou levar-vos a França, no século XIX,
											onde este inofensivo pedaço de papel
											lançou um dos maiores
escândalos políticos da história.
											Foi descoberto em 1894 por oficiais
do corpo de generais franceses.
											Foi rasgado e colocado no lixo,
											mas depois de reconstituído novamente,
											descobriram que alguém,
nas suas fileiras,
											andava a vender segredos
militares à Alemanha.
									","
											Bu zihniyeti örneklendirebilmek için,
											sizi 19. yüzyıl Fransa'sına götüreceğim,
											bu zararsız kâğıt parçasının
											tarihteki en büyük politik
skandalı başlattığı yere.
											1984 yılında Fransız Genel Kurmay
subayları tarafından keşfedilmişti.
											Atık kâğıt kutusunda parçalanmıştı,
											fakat bir araya getirilince,
											fark edildi ki, aynı rütbeden birisi
											Almanya'ya askeri sırları satıyordu.
									","
											et faire de bonnes prévisions,
afin de prendre de bonnes décisions
											dépend essentiellement de l'état d'esprit
dans lequel vous êtes.
											Donc, pour illustrer 
ces états d'esprit en action,
											Je vais vous ramener
au 19ème siècle en France
											où ce bout de papier
apparemment inoffensif a déclenché
											l'un des plus gros scandales
politique de l'Histoire.
											Il fut découvert en 1894 par des officiers
de l’État-Major français.
											Il était déchiré
dans une corbeille à papier
									",Why you think you're right — even if you're wrong,Julia Galef,11:37,"choice,communication,collaboration,identity,motivation,decision-making,leadership,personal growth,society,TEDx"
"
","
","
","
","
",Why you think you're right — even if you're wrong,Julia Galef,11:37,"choice,communication,collaboration,identity,motivation,decision-making,leadership,personal growth,society,TEDx"
"
											So they launched a big investigation,
											and their suspicions
quickly converged on this man,
											Alfred Dreyfus.
											He had a sterling record,
											no past history of wrongdoing,
no motive as far as they could tell.
											But Dreyfus was the only
Jewish officer at that rank in the army,
											and unfortunately at this time,
the French Army was highly anti-Semitic.
											They compared Dreyfus's handwriting
to that on the memo
											and concluded that it was a match,
											even though outside
professional handwriting experts
											were much less confident
in the similarity,
											but never mind that.
											They went and searched
Dreyfus's apartment,
											looking for any signs of espionage.
											They went through his files,
and they didn't find anything.
											This just convinced them more
that Dreyfus was not only guilty,
											but sneaky as well, because clearly
he had hidden all of the evidence
											before they had managed to get to it.
									","
											Iniciaron una gran investigación
											y las sospechas
cayeron rápidamente sobre este hombre:
											Alfred Dreyfus.
											Su expediente era ejemplar.
											No había cometido delitos
ni tenía motivos aparentes.
											Pero Dreyfus era
el único oficial judío en el ejército.
											Y, por desgracia, en esa época
el ejército francés era muy antisemita.
											Compararon su caligrafía
con la del informe
											y decidieron que coincidía
											aunque expertos grafólogos externos
											no estaban tan seguros del parecido,
											pero eso daba igual.
											Registraron el apartamento de Dreyfus
											en busca de pruebas de espionaje.
											Revisaron sus archivos
y no encontraron nada.
											Eso les convenció más
de que Dreyfus no solo era culpable
											sino también astuto,
pues había escondido toda la evidencia
											antes de que ellos la encontraran.
									","
											Então lançaram uma grande investigação.
											As suspeitas rapidamente
convergiram para este homem,
											Alfred Dreyfus.
											Tinha um histórico sólido,
											sem histórias passadas nem infracções,
nenhum motivo que pudessem encontrar.
											Mas Dreyfus era o único oficial judeu
naquele posto no exército,
											e infelizmente nessa altura, o exército
francês era altamente anti-semita.
											Compararam a letra de Dreyfus
com a do memorando
											e concluíram que havia correspondência,
											apesar de profissionais em caligrafia
											não terem tanta certeza na semelhança,
											mas isso agora não interessa.
											Passaram busca ao apartamento
de Dreyfus,
											procurando sinais de espionagem.
											Revistaram documentos
e não encontraram nada.
											Ainda ficaram mais convencidos
que Dreyfus não só era culpado,
											como astuto, porque claramente
tinha escondido todos os indícios
											antes de eles lá terem chegado.
									","
											Büyük bir soruşturma başlatıldı
											ve şüpheler hızlıca tek bir
kişiyi gösterdi,
											Alfred Dreyfus.
											Temiz bir sicili vardı,
											geçmişte yaptığı bir yanlışı yoktu,
sırları satmak için bir sebebi yoktu.
											Fakat Dreyfus o rütbedeki
tek Musevi subaydı
											ve maalesef ki Fransız ordusu o sırada
fazlaca Musevi karşıtıydı.
											Dreyfus'un el yazısı, nottaki
el yazısı ile karşılaştırıldı
											ve de uyuştuğuna karar verildi.
											Dışarıdan bakan profesyonel
el yazısı uzmanları
											benzerlikten çok da emin değildi
											ama bunu kafanıza takmayın.
											Dreyfus'un dairesine gittiler
											ve casusluk işaretleri için
aramalar yaptılar.
											Dosyalarını incelediler
ve hiçbir şey bulamadılar.
											Bu onları Dreyfus'un yalnızca suçlu
olduğuna değil,
											delilleri onlar bulmadan
önce sakladığı için
											sinsi olduğuna da ikna etmişti.
									","
											mais quand ils l'ont reconstitué, 
ils ont découvert que dans leurs rangs,
											quelqu'un avait vendu
des secrets militaires à l'Allemagne.
											Alors ils ont lancé une grande enquête,
											et leurs soupçons ont rapidement convergé
											vers cet homme, Alfred Dreyfus.
											Brillants états de service,
											aucune faute à son actif,
											et pas de mobile apparent.
											Mais Dreyfus était le seul 
officier juif à ce grade de l’armée
											et malheureusement, à l'époque,
											l’armée française était très antisémite.
											Ils ont comparé l’écriture 
de Dreyfus à celle du mémo
											et conclu que c'était la même.
											Les graphologues extérieurs
étaient bien moins sûrs de la ressemblance
											mais peu importait.
											Ils ont fouillé l’appartement de Dreyfus,
											à la recherche de traces d’espionnage.
									",Why you think you're right — even if you're wrong,Julia Galef,11:37,"choice,communication,collaboration,identity,motivation,decision-making,leadership,personal growth,society,TEDx"
"
","
","
","
","
",Why you think you're right — even if you're wrong,Julia Galef,11:37,"choice,communication,collaboration,identity,motivation,decision-making,leadership,personal growth,society,TEDx"
"
											Next, they went and looked
through his personal history
											for any incriminating details.
											They talked to his teachers,
											they found that he had studied
foreign languages in school,
											which clearly showed a desire
to conspire with foreign governments
											later in life.
											His teachers also said that Dreyfus
was known for having a good memory,
											which was highly suspicious, right?
											You know, because a spy
has to remember a lot of things.
									","
											Luego inspeccionaron
sus antecedentes personales
											en busca de detalles que lo inculparan.
											Hablaron con sus profesores
											supieron que había estudiado idiomas
											lo que mostraba un deseo
de conspirar con gobiernos extranjeros
											en un futuro.
											Sus profesores también dijeron
que destacaba por su buena memoria
											lo cual era muy sospechoso, ¿no?
											Porque un espía
debe recordar muchas cosas.
									","
											Depois, pesquisaram
a sua história pessoal
											para encontrar detalhes incriminatórios.
											Falaram com professores dele
											e descobriram que ele tinha estudado
línguas estrangeiras na escola,
											o que claramente revelava um desejo de
conspirar com governos estrangeiros
											mais tarde na vida.
											Os professores também disseram que Dreyfus
era conhecido por ter uma boa memória
											o que é altamente suspeito, não é?
											Porque um espião
tem de lembrar-se de muitas coisas.
									","
											Sonra, suçlayıcı detaylar için
											kişisel tarihine baktılar.
											Öğretmenleriyle konuştular,
											okulda yabancı diller
okuduğunu öğrendiler,
											bu da ileriki hayatında yabancı devletler
ile gizlice anlaşma isteğini
											açıkça gösterdi.
											Aynı zamanda öğretmenleri Dreyfus'un
çok iyi hafızası ile tanındığını söyledi,
											ki bu da şüpheliydi, değil mi?
											Biliyorsunuz, bir casusun birçok şeyi
hatırlaması gerekir.
									","
											Ils ont examiné ses dossiers,
et n'ont rien trouvé,
											ce qui les a persuadé que Dreyfus 
était non seulement coupable
											mais aussi sournois, car il avait
clairement caché toutes les preuves
											avant qu’ils ne parviennent à le coincer.
											Ensuite, ils enquêtèrent 
sur son histoire personnel
											à la recherche de détail compromettant.
											D'après ses professeurs,
											il avait étudié les langues étrangères 
à l’école,
											ce qui révélait clairement un désir de
conspirer pour des gouvernements étrangers
									",Why you think you're right — even if you're wrong,Julia Galef,11:37,"choice,communication,collaboration,identity,motivation,decision-making,leadership,personal growth,society,TEDx"
