en,pt,tr,de,title,speaker,duration,tags
"
","
","
","
",How a driverless car sees the road,Chris Urmson,15:29,"cars,technology,transportation,driverless cars"
"
											So in 1885, Karl Benz
invented the automobile.
											Later that year, he took it out
for the first public test drive,
											and — true story —
crashed into a wall.
											For the last 130 years,
											we've been working around that least
reliable part of the car, the driver.
											We've made the car stronger.
											We've added seat belts,
we've added air bags,
											and in the last decade, we've actually
started trying to make the car smarter
											to fix that bug, the driver.
									","
											Em 1885, Karl Benz inventou o automóvel.
											Mais tarde, nesse ano,
testou-o publicamente
											e — é mesmo verdade — 
embateu contra um muro!
											Desde há 130 anos,
											que trabalhamos nessa parte
menos fiável do carro, o condutor.
											Tornámos os carros mais fortes.
											Colocámos cintos de segurança, ""airbags"",
											e na última década, tentámos
tornar o carro mais inteligente
											para resolver esse problema, o condutor.
									","
											1885 yılında, Karl Benz
otomobili icat etti.
											O yılın sonunda, ilk kez halk içinde 
test sürüşüne çıkardı
											ve gerçek bir hikâye,
bir duvara çarptı.
											Son 130 yıldır,
											arabanın en az güvenilir parçası olan
sürücü üzerinde çalışıyoruz.
											Arabayı daha güçlü yaptık.
											Emniyet kemerleri ekledik,
hava yastıkları ekledik
											ve son on yılda, bu sürücü hatasını
düzeltmek için arabayı
											daha akıllı yapmaya çalıştık.
									","
											Im Jahr 1885 erfand 
Carl Benz das Automobil.
											Noch im gleichen Jahr unternahm
er die erste öffentliche Testfahrt
											und fuhr gegen eine Wand.
											Seit 130 Jahren versuchen wir,
											das Unzuverlässigste an einem
Auto zu umgehen: den Fahrer.
											Autos sind jetzt stabiler,
											wir haben Gurte und Airbags eingebaut.
											In den letzten Jahren haben wir versucht,
das Auto selbst intelligenter zu machen,
											um das Problem ""Fahrer"" zu lösen.
									",How a driverless car sees the road,Chris Urmson,15:29,"cars,technology,transportation,driverless cars"
"
","
","
","
",How a driverless car sees the road,Chris Urmson,15:29,"cars,technology,transportation,driverless cars"
"
											Now, today I'm going to talk to you
a little bit about the difference
											between patching around the problem
with driver assistance systems
											and actually having fully
self-driving cars
											and what they can do for the world.
											I'm also going to talk to you
a little bit about our car
											and allow you to see how it sees the world
and how it reacts and what it does,
											but first I'm going to talk
a little bit about the problem.
											And it's a big problem:
											1.2 million people are killed
on the world's roads every year.
											In America alone, 33,000 people
are killed each year.
											To put that in perspective,
											that's the same as a 737
falling out of the sky every working day.
											It's kind of unbelievable.
											Cars are sold to us like this,
											but really, this is what driving's like.
											Right? It's not sunny, it's rainy,
											and you want to do anything
other than drive.
											And the reason why is this:
											Traffic is getting worse.
											In America, between 1990 and 2010,
											the vehicle miles traveled
increased by 38 percent.
											We grew by six percent of roads,
											so it's not in your brains.
											Traffic really is substantially worse
than it was not very long ago.
									","
											Hoje, vou falar um pouco sobre a diferença
											entre diminuir esse problema com sistemas
de assistência ao condutor
											e ter carros totalmente autónomos
											e o que eles podem fazer pelo mundo.
											Também vou falar um pouco
do nosso carro
											e permitir que vejam como ele vê o mundo,
como reage e o que faz,
											mas primeiro, vou falar um
pouco sobre o problema.
											E é um grande problema:
											Morrem 1,2 milhões de pessoas por ano
nas estradas do mundo inteiro.
											Só nos EUA, morrem
33 000 pessoas por ano.
											Para pôr isso em perspetiva,
											é o mesmo que um Boeing 737
cair do céu todos os dias úteis.
											É quase inacreditável.
											Os carros são-nos vendidos assim,
											mas, na verdade, conduzir é assim.
											Não há sol, está a chover,
											e queremos fazer tudo menos conduzir.
											O motivo para isso é:
											O trânsito tem vindo a piorar.
											Nos EUA, entre 1990 e 2010,
											a distância percorrida por
veículos aumentou em 38%.
											Aumentámos em 6% o número de estradas,
											por isso não e só na nossa mente.
											O trânsito está realmente pior
do que era há não muito tempo.
											Tudo isto tem um alto custo
para a humanidade.
											Se agarrarmos no tempo médio de viagem
nos EUA, que é de cerca de 50 minutos,
											e multiplicarmos isso pelos 120 milhões
de trabalhadores que temos,
											obtemos cerca de
seis mil milhões de minutos
											desperdiçados em viagem todos os dias.
											É um grande número,
vamos colocá-lo em perspetiva.
											Agarramos nos seis mil milhões de minutos
											e dividimo-los pela esperança média
de vida de uma pessoa,
											o que resulta em 162 vidas
											gastas todos os dias, desperdiçadas,
											apenas para ir de do ponto A ao ponto B.
											É inacreditável.
											Depois, há aqueles
que não têm o privilégio
											de ficarem engarrafados no trânsito.
											Este é Steve.
											É um homem incrivelmente capaz,
											mas acontece que é cego.
											Isso implica que, em vez duma
viagem de 30 minutos para o trabalho,
											demora duas horas a encaixar
pedaços de transportes públicos
											ou pede boleia a amigos e família.
											Não tem a mesma liberdade
de movimentos que nós temos.
											Devíamos fazer algo em relação a isso.
											O senso comum diria
									","
											Bugün size, bu problemin etrafını
sürücü asistan sistemi ile yamamak ve
											tamamen sürücüsüz araba yapmak
											arasındaki farktan ve onların dünya için
											ne yapabileceğinden bahsedeceğim.
											Ayrıca sizlere biraz
arabamızdan bahsedeceğim,
											dünyayı nasıl gördüğünü, nasıl tepki 
verdiğini ve ne yaptığını göstereceğim;
											ama öncelikle problem 
hakkında konuşacağım.
											Ve bu büyük bir problem:
											Dünya'da her yıl 1,2 milyon
insan trafikte can veriyor.
											Sadece Amerika'da her yıl
33.000 insan hayatını kaybediyor.
											Başka bir şekilde
ifade etmek gerekirse bu,
											her iş günü bir 737'nin düşmesiyle aynı.
											Bu inanılmaz bir şey.
											Arabalar bize böyle satılıyor;
											ama araba sürmek aslında böyle bir şey.
											Değil mi? Güneşli değil, yağmurlu
											ve araba sürmekten
başka şeyler yapmak istiyorsunuz.
											Bunun böyle olmasının nedeni:
											Trafik gittikçe kötüleşiyor.
											Amerika'da 1990 ve 2010 yılları arasında,
											araba ile yapılan kilometre
yüzde 38 artmış.
											Yollarımız yüzde 6 oranında büyüdü,
											yani sorun sizde değil.
											Trafik gerçekten çok yakın zamana göre
büyük ölçüde kötüleşti.
									","
											Ich erzähle Ihnen heute davon,
welchen Unterschied es macht,
											ob man das Problem nur mit Hilfe 
von Assistenzsystemen angeht
											oder völlig selbstständig
fahrende Autos entwickelt,
											und wie sie die Welt verändern können.
											Ich werde Ihnen auch ein wenig
von unserem Auto erzählen
											und zeigen, wie es die Umgebung
wahrnimmt und darauf reagiert.
											Zunächst aber möchte ich noch ein
wenig das Problem erläutern.
											Denn es ist ein großes Problem:
											1,2 Mio. Menschen weltweit sterben
jedes Jahr bei Autounfällen.
											Allein in den USA sind es 33 000 pro Jahr.
											Um das mal ins Verhältnis zu setzen:
											Das ist, also ob an jedem Arbeitstag 
eine Boeing 737 abstürzen würde.
											Das ist unglaublich.
											So wie hier werden uns Autos verkauft.
											Aber eigentlich sieht Fahren eher so aus.
											Die Sonne scheint nicht, es regnet.
											Sie wollen lieber alles 
andere tun, als zu fahren.
											Dafür gibt es einen Grund:
											Der Verkehr wird immer schlimmer.
											In den USA wurden zwischen 1990 und 2010
											38 % mehr Kilometer gefahren als zuvor.
											Es gibt nur 6 % mehr Straßen,
											es ist also kein Trugschluss:
											Der Verkehr ist heute deutlich 
schlimmer als noch vor kurzer Zeit.
									",How a driverless car sees the road,Chris Urmson,15:29,"cars,technology,transportation,driverless cars"
"
","
","
","
",How a driverless car sees the road,Chris Urmson,15:29,"cars,technology,transportation,driverless cars"
"
											And all of this has a very human cost.
											So if you take the average commute time
in America, which is about 50 minutes,
											you multiply that by the 120 million
workers we have,
											that turns out to be
about six billion minutes
											wasted in commuting every day.
											Now, that's a big number,
so let's put it in perspective.
											You take that six billion minutes
											and you divide it by the average
life expectancy of a person,
											that turns out to be 162 lifetimes
											spent every day, wasted,
											just getting from A to B.
											It's unbelievable.
											And then, there are those of us
who don't have the privilege
											of sitting in traffic.
											So this is Steve.
											He's an incredibly capable guy,
											but he just happens to be blind,
											and that means instead of a 30-minute
drive to work in the morning,
											it's a two-hour ordeal
of piecing together bits of public transit
											or asking friends and family for a ride.
											He doesn't have that same freedom
that you and I have to get around.
											We should do something about that.
									","
											para agarrarmos nos sistemas
de assistência ao condutor
											e os melhorarmos cada vez mais,
											até os transformar em carros autónomos.
											Estou aqui para mostrar
que isso é o mesmo que eu dizer
											que, se treinar muito os meus saltos,
um dia conseguirei voar.
											Na verdade, temos que fazer
algo um pouco diferente.
											Então vou dizer-vos
que os carros autónomos
											são diferentes dos sistemas de assistência
em três planos diferentes.
											Vou começar por vos contar
a nossa experiência.
									","
											Bunların hepsi insanlara zarar.
											Yani Amerika'daki ortalama ulaşım
süresi olan 50 dakikayı alın,
											bunu sahip olduğumuz
120 milyon çalışan ile çarpın,
											sonuç olarak 6 milyar dakika
											her gün yolda boşa harcanıyor.
											Bu büyük bir rakam,
başka bir şekilde ifade edelim.
											Bu 6 milyar dakikayı alın
											ve bir kişinin ortalama
beklenen ömrüne bölün,
											sonuç olarak her gün 162 ömür
											harcanıyor, çöpe atılıyor,
											sırf A'dan B'ye gitmek için.
											Bu inanılmaz.
											Dahası, trafikte oturma ayrıcalığına
											sahip olmayanlar da var.
											Bu Steve.
											Acayip becerikli bir adam;
											fakat ne yazık ki kör
											ve bu da demek oluyor ki sabahları
işe 30 dakikada gitmek yerine
											toplu ulaşım bulmacası içinde
iki saatlik bir çile ile
											veya arkadaşlarına ve
ailesine rica ile gidebiliyor.
											Bizimki gibi bir etrafı dolaşma
özgürlüğüne sahip değil.
											Bu konuda bir şey yapmalıyız.
									","
											Dafür zahlen wir einen Preis.
											Ein Pendler fährt in den USA 
durchschnittlich ca. 50 Minuten.
											Multiplizieren Sie das mit 
unseren 120 Mio. Pendlern,
											kommen Sie auf etwa 6 Mrd. Minuten,
											die täglich beim Pendeln verloren gehen.
											Eine riesige Zahl,
also vergleichen wir das mal.
											Wenn Sie 6 Mrd. Minuten
											durch die durchschnittliche
Lebenserwartung eines Menschen teilen,
											kommen Sie auf 162 Leben.
											So viele werden jeden Tag verschwendet,
											nur um von A nach B zu kommen.
											Das ist unglaublich.
											Dann gibt es solche Menschen,
											die gar nicht im Verkehr
steckenbleiben können.
											So wie Steve.
											Er ist ein unheimlich fähiger Kerl,
											aber leider ist er blind.
											Statt morgens in 30 Minuten
zur Arbeit zu fahren,
											müht er sich mit den öffentlichen 
Verkehrsmitteln ab — 2 Std. lang.
											Es sei denn, er bittet Freunde 
und Familie um eine Fahrt.
											Er hat nicht dieselbe Freiheit wie wir, 
um von A nach B zu kommen.
											Das sollten wir ändern.
									",How a driverless car sees the road,Chris Urmson,15:29,"cars,technology,transportation,driverless cars"
"
","
","
","
",How a driverless car sees the road,Chris Urmson,15:29,"cars,technology,transportation,driverless cars"
"
											Now, conventional wisdom would say
											that we'll just take
these driver assistance systems
											and we'll kind of push them
and incrementally improve them,
											and over time, they'll turn
into self-driving cars.
											Well, I'm here to tell you
that's like me saying
											that if I work really hard at jumping,
one day I'll be able to fly.
											We actually need to do
something a little different.
											And so I'm going to talk to you
about three different ways
											that self-driving systems are different
than driver assistance systems.
											And I'm going to start
with some of our own experience.
									","
											Em 2013,
											fizemos o primeiro teste
de um carro autónomo
											em que deixámos pessoas vulgares usá-lo.
											Bem, quase vulgares...
eram 100 funcionários da Google,
											mas não estavam a trabalhar no projeto.
											Demos-lhes o carro e pedimos
que o usassem na sua vida quotidiana.
											Mas ainda não era
um verdadeiro carro autónomo.
											Tinham que prestar atenção,
											porque era um veículo experimental.
											Tínhamos feitos muitos testes,
mas ainda podia falhar.
											Então demos-lhes duas horas de treino,
											Colocámo-los no carro,
deixámos que o usassem,
											e as reações deles
foram uma coisa incrível,
											para alguém a tentar
pôr um produto no mundo.
											Todos disseram que o adoraram.
											Tivemos um condutor de um Porsche,
que nos disse, logo no primeiro dia:
											""Isto é uma ideia estúpida.
Em que é que estão a pensar?""
											Mas no final, disse:
""Eu queria ter um!
											""E todos deviam ter um, porque as pessoas
são uns condutores terríveis"".
											Foi música para os nossos ouvidos,
											mas depois começámos a observar
o que as pessoas faziam dentro do carro,
											e isso abriu-nos os olhos.
											A minha história preferida
é a deste senhor
											que olha para o seu telemóvel
e repara que a bateria está fraca.
											Então, vira-se para trás no carro
e vasculha na sua mochila,
											saca do seu computador portátil,
											coloca-o no banco,
											vai de novo à mochila
											procura, tira o carregador do telemóvel,
											desenrola-o, coloca-o no portátil
e liga o telemóvel.
											Não tarda, o telemóvel está a carregar.
											Faz isto tudo a 100 km/hora,
na autoestrada.
											Inacreditável!
											Pensámos nisto e dissemos:
""É óbvio, não é?
									","
											Yaygın inanışa bakarsak,
											bu sürücü asistan sistemlerini alıp,
											onları biraz çaba harcayarak 
adım adım geliştirirsek
											zamanla sürücüsüz
arabalara dönüşecektir.
											Bu benim şöyle demem gibi bir şey;
											eğer zıplama üzerinde çok çalışırsam
bir gün uçabilirim.
											Aslında biraz daha farklı bir şey
yapmak durumundayız.
											Size sürücüsüz sistemleri

											sürücü asistan sistemlerinden ayıran
üç farklı yöntemi anlatacağım.
											Kendi deneyimlerimizden
biriyle başlayacağım.
									","
											Nach allgemeiner Meinung
											sollten wir vorhandene
Fahrerassistenzsysteme
											immer schrittweise verbessern.
											Irgendwann werden daraus
selbstfahrende Autos.
											Das wäre etwa damit zu vergleichen:
											Wenn ich mich beim Springen
nur richtig anstrengen würde,
											könnte ich eines Tages fliegen.
											Stattdessen sollten wir etwas anderes tun.
											Ich möchte Ihnen drei Punkte vorstellen,
											die selbstfahrende Systeme von
Assistenzsystemen unterscheiden.
											Ich fange mit dem an,
was wir selbst erfahren haben.
									",How a driverless car sees the road,Chris Urmson,15:29,"cars,technology,transportation,driverless cars"
"
","
","
","
",How a driverless car sees the road,Chris Urmson,15:29,"cars,technology,transportation,driverless cars"
"
											So back in 2013,
											we had the first test
of a self-driving car
											where we let regular people use it.
											Well, almost regular —
they were 100 Googlers,
											but they weren't working on the project.
											And we gave them the car and we allowed
them to use it in their daily lives.
											But unlike a real self-driving car,
this one had a big asterisk with it:
											They had to pay attention,
											because this was an experimental vehicle.
											We tested it a lot,
but it could still fail.
											And so we gave them two hours of training,
											we put them in the car,
we let them use it,
											and what we heard back
was something awesome,
											as someone trying
to bring a product into the world.
											Every one of them told us they loved it.
											In fact, we had a Porsche driver
who came in and told us on the first day,
											""This is completely stupid.
What are we thinking?""
											But at the end of it, he said,
""Not only should I have it,
											everyone else should have it,
because people are terrible drivers.""
											So this was music to our ears,
											but then we started to look at what
the people inside the car were doing,
											and this was eye-opening.
											Now, my favorite story is this gentleman
											who looks down at his phone
and realizes the battery is low,
											so he turns around like this in the car
and digs around in his backpack,
											pulls out his laptop,
											puts it on the seat,
											goes in the back again,
											digs around, pulls out
the charging cable for his phone,
											futzes around, puts it into the laptop,
puts it on the phone.
											Sure enough, the phone is charging.
											All the time he's been doing
65 miles per hour down the freeway.
											Right? Unbelievable.
											So we thought about this and we said,
it's kind of obvious, right?
											The better the technology gets,
											the less reliable
the driver is going to get.
											So by just making the cars
incrementally smarter,
											we're probably not going to see
the wins we really need.
									","
											""Quanto melhor fica a tecnologia,
											""menos fiável será o condutor"".
											Se só tornarmos os carros
cada vez mais inteligentes,
											provavelmente não veremos
as vitórias de que precisamos.
									","
											2013 yılında,
											sürücüsüz arabanın ilk testlerini yaptık
											ve sıradan insanlara kullandırdık.
											Yani neredeyse sıradan —
100 Google çalışanıydılar;
											fakat proje üzerinde çalışmıyorlardı.
											Onlara arabaları verdik ve günlük
yaşantılarında kullanmalarına izin verdik.
											Fakat bunda, gerçek bir sürücüsüz arabada
olmayan büyük bir yıldız işareti vardı:
											Dikkatli olmaları gerekiyordu,
											çünkü bu bir deney arabasıydı.
											Çok test ettik,
fakat hâlâ başarısız olabilirdi.
											Onlara iki saat eğitim verdik.
											Onları arabaya bindirdik,
kullanmalarına izin verdik
											ve dünyaya bir ürün
getirmeye çalışan biri olarak
											onlardan duyduklarımız harikaydı.
											Onlardan her biri onu 
sevdiklerini söyledi.
											Hatta, bir Porsche sürücüsü
ilk gün bize gelip şöyle dedi:
											""Bu aptalca bir şey.
Nesini düşünüyoruz ki?""
											Ama sonunda, dedi ki,
""Bunu sadece ben değil,
											herkes almalı, çünkü
insanlar çok kötü sürücüler.""
											Duymak istediğimiz işte buydu.
											Daha sonra insanların arabada
ne yaptıklarına bakmaya başladık
											ve bu şaşırtıcıydı.
											Benim en sevdiğim hikâye şöyle,
											beyefendi telefonuna bakıyor ve şarjın
az olduğunu fark ediyor.
											Sonra şöyle bir arabasında dönüyor
ve sırt çantasını karıştırıyor,
											dizüstü bilgisayarını çıkartıyor,
											koltuğun üzerine koyuyor,
											tekrar arkasına yöneliyor,
											karıştırıyor, telefonunun şarj
kablosunu çıkarıyor,
											biraz uğraşıyor, kabloyu bilgisayara
takıyor, telefonuna bağlıyor.
											Nihayet telefon şarj oluyor.
											Bu süre boyunca 100 km hızla
otobanda ilerliyor.
											İnanılmaz.
											Bu konu hakkında düşündük
ve durum ne kadar aşikâr, değil mi?
											Teknoloji ne kadar ilerlerse,
											sürücüler daha az güvenilir olacak.
											Arabaları adım adım akıllı yaparak,
											gerçekten ihtiyacımız olan
kazanımları görmeyeceğiz.
									","
											Im Jahr 2013
											machten wir den ersten Test
mit selbstfahrenden Autos,
											die normale Leute benutzen konnten.
											Fast normale Leute —
100 Google-Mitarbeiter,
											aber sie waren nicht am Projekt beteiligt.
											Wir gaben ihnen das Auto,
um es im Alltag auszuprobieren.
											Es gab es aber eine wichtige Besonderheit:
											Sie mussten aufpassen,
											schließlich war es ein Experiment.
											Trotz intensiver Tests könnte es versagen.
											Also schulten wir sie zwei Stunden lang,
											setzten sie ins Auto
und ließen sie es benutzen.
											Das Feedback war fantastisch für jemanden,
											der ein Produkt in die Welt setzen will.
											Alle fanden es toll.
											Einer war Porsche-Fahrer 
und sagte uns am ersten Tag:
											""Das ist totaler Unsinn,
Was glauben wir eigentlich?""
											Am Ende meinte er: 
""Nicht nur ich sollte es haben,
											sondern auch alle anderen.
Menschen sind schreckliche Fahrer.""
											Das war Musik in unseren Ohren.
											Dann sahen wir uns an, 
was die Leute im Auto taten.
											Das öffnete uns die Augen.
											Da gab es einen Herrn.
											Er schaut auf sein Handy und bemerkt,
dass der Akku fast leer ist.
											Also dreht er sich ungefähr so um
und durchsucht seinen Rucksack,
											holt seinen Laptop raus,
											legt ihn auf den Sitz,
											dreht sich wieder um,
											sucht weiter und findet das
Ladekabel für sein Handy,
											steckt es in den Laptop,
danach in sein Handy.
											Klar, das Telefon wird geladen.
											Währenddessen fuhr er die ganze Zeit 
mit 105 km/h den Freeway entlang.
											Unglaublich.
											Nach einiger Überlegung wurde uns klar:
											Je besser die Technologie wird,
											desto unzuverlässiger wird der Fahrer.
											Wenn wir Autos nur
schrittweise schlauer machen,
											werden wir wahrscheinlich
unsere Ziele nicht erreichen.
									",How a driverless car sees the road,Chris Urmson,15:29,"cars,technology,transportation,driverless cars"
