en,fr,pt,title,speaker,duration,tags
"
","
","
",How we explore unanswered questions in physics,James Beacham,15:54,"collaboration,dark matter,discovery,future,data,innovation,motivation,engineering,nature,physics,history,science,Nobel Prize,universe,TEDx,exploration,quantum physics"
"
											There is something about physics
											that has been really bothering me
since I was a little kid.
											And it's related to a question
											that scientists have been asking
for almost 100 years,
											with no answer.
											How do the smallest things in nature,
											the particles of the quantum world,
											match up with the largest
things in nature —
											planets and stars and galaxies
held together by gravity?
									","
											Il y a quelque chose
à propos de la physique
											qui me dérange vraiment
depuis que je suis petit.
											Et cela concerne une question
											que les scientifiques se posent
depuis presque 100 ans,
											en vain.
											Comment les plus petites choses
de la nature,
											les particules du monde quantique,
											sont-elles reliées
aux plus grandes choses de la nature —
											les planètes, les étoiles et les galaxies
retenues par la gravité ?
									","
											Há algo na Física
											que me tem incomodado 
desde que sou criança.
											Está relacionado com uma pergunta
											que os cientistas vêm 
fazendo há quase 100 anos,
											sem obterem resposta.
											Como é que as coisas
mais pequenas na natureza,
											as partículas do mundo quântico,
											se assemelham às coisas maiores
na natureza
											— os planetas, as estrelas e as galáxias,
unidas pela gravidade?
									",How we explore unanswered questions in physics,James Beacham,15:54,"collaboration,dark matter,discovery,future,data,innovation,motivation,engineering,nature,physics,history,science,Nobel Prize,universe,TEDx,exploration,quantum physics"
"
","
","
",How we explore unanswered questions in physics,James Beacham,15:54,"collaboration,dark matter,discovery,future,data,innovation,motivation,engineering,nature,physics,history,science,Nobel Prize,universe,TEDx,exploration,quantum physics"
"
											As a kid, I would puzzle
over questions just like this.
											I would fiddle around
with microscopes and electromagnets,
											and I would read
about the forces of the small
											and about quantum mechanics
											and I would marvel at how well
that description matched up
											to our observation.
											Then I would look at the stars,
											and I would read about how well
we understand gravity,
											and I would think surely,
there must be some elegant way
											that these two systems match up.
											But there's not.
											And the books would say,
											yeah, we understand a lot
about these two realms separately,
											but when we try to link
them mathematically,
											everything breaks.
									","
											Enfant, c'était le genre de questions
qui me perturbaient.
											Je m'amusais avec des microscopes
et des électroaimants,
											je lisais sur les forces du minuscule
											et sur la mécanique quantique
											et je m'émerveillais
de l'exactitude de la description
											par rapport à nos observations.
											Puis je regardais les étoiles,
											je lisais que nous comprenions
si bien la gravité,
											je pensais que c'était
sûrement très élégant,
											la façon dont
ces deux systèmes étaient reliés.
											Mais il n'y en a pas.
											Et les livres disaient
											que nous comprenions très bien
ces deux domaines séparément,
											mais lorsque nous essayons
de les relier mathématiquement,
											tout s'écroule.
									","
											Em criança, eu refletia
sobre perguntas como esta.
											Brincava com microscópios 
e eletroímanes,
											e lia sobre as forças do ""pequeno""
											e sobre a mecânica quântica
											e ficava fascinado com o facto 
de essa descrição se assemelhar tão bem
											às nossas observações.
											Depois olhava para as estrelas,
											e lia sobre como compreendemos 
tão bem a gravidade,
											e pensava que, seguramente, 
devia haver uma forma elegante
											de estes dois sistemas se ligarem.
											Mas não há.
											E os livros diziam:
											Sim, percebemos muito bem
os dois reinos, em separado,
											mas quando tentamos uni-los 
matematicamente,
											tudo falha.
									",How we explore unanswered questions in physics,James Beacham,15:54,"collaboration,dark matter,discovery,future,data,innovation,motivation,engineering,nature,physics,history,science,Nobel Prize,universe,TEDx,exploration,quantum physics"
"
","
","
",How we explore unanswered questions in physics,James Beacham,15:54,"collaboration,dark matter,discovery,future,data,innovation,motivation,engineering,nature,physics,history,science,Nobel Prize,universe,TEDx,exploration,quantum physics"
"
											And for 100 years,
											none of our ideas as to how to solve
this basically physics disaster,
											has ever been supported by evidence.
											And to little old me —
											little, curious, skeptical James —
											this was a supremely unsatisfying answer.
									","
											Et pendant 100 ans,
											aucune de nos idées censées
résoudre ce désastre de la physique
											n'a pu être appuyée par des preuves.
											Et pour moi, enfant —
											le petit, curieux et sceptique James —
											c'était une réponse extrêmement décevante.
									","
											E durante 100 anos,
											nenhuma das nossas ideias 
que tentam resolver este desastre da física
											foi sustentada por provas.
											E para o pequeno eu
											— o pequeno, curioso e cético James —
											isto era uma resposta 
extremamente insatisfatória.
									",How we explore unanswered questions in physics,James Beacham,15:54,"collaboration,dark matter,discovery,future,data,innovation,motivation,engineering,nature,physics,history,science,Nobel Prize,universe,TEDx,exploration,quantum physics"
"
","
","
",How we explore unanswered questions in physics,James Beacham,15:54,"collaboration,dark matter,discovery,future,data,innovation,motivation,engineering,nature,physics,history,science,Nobel Prize,universe,TEDx,exploration,quantum physics"
"
											So, I'm still a skeptical little kid.
											Flash-forward now
to December of 2015,
											when I found myself smack in the middle
											of the physics world
being flipped on its head.
											It all started when we at CERN
saw something intriguing in our data:
											a hint of a new particle,
											an inkling of a possibly extraordinary
answer to this question.
									","
											Je suis d'ailleurs
toujours un enfant sceptique.
											Faisons un bon en avant
jusqu'en décembre 2015,
											quand je me suis retrouvé coincé au milieu
											du monde de la physique
complètement retourné.
											Au CERN, on a remarqué
une chose intrigante dans nos données :
											la trace d'une nouvelle particule,
											l'ombre d'une éventuelle
réponse extraordinaire à cette question.
									","
											De resto, sou ainda um miúdo cético.
											Avancemos agora até dezembro de 2015,
											quando me encontrei
no centro do mundo da física
											virado do avesso.
											Tudo começou quando nós no CERN 
vimos algo intrigante nos dados:
											um indicador de uma nova partícula,
											uma hipótese de resposta,
possivelmente extraordinária.
											a esta pergunta.
									",How we explore unanswered questions in physics,James Beacham,15:54,"collaboration,dark matter,discovery,future,data,innovation,motivation,engineering,nature,physics,history,science,Nobel Prize,universe,TEDx,exploration,quantum physics"
"
","
","
",How we explore unanswered questions in physics,James Beacham,15:54,"collaboration,dark matter,discovery,future,data,innovation,motivation,engineering,nature,physics,history,science,Nobel Prize,universe,TEDx,exploration,quantum physics"
"
											So I'm still a skeptical
little kid, I think,
											but I'm also now a particle hunter.
											I am a physicist at CERN's
Large Hadron Collider,
											the largest science
experiment ever mounted.
											It's a 27-kilometer tunnel
on the border of France and Switzerland
											buried 100 meters underground.
											And in this tunnel,
											we use superconducting magnets
colder than outer space
											to accelerate protons
to almost the speed of light
											and slam them into each other
millions of times per second,
											collecting the debris of these collisions
											to search for new, undiscovered
fundamental particles.
											Its design and construction
took decades of work
											by thousands of physicists
from around the globe,
											and in the summer of 2015,
											we had been working tirelessly
to switch on the LHC
											at the highest energy that humans
have ever used in a collider experiment.
									","
											Je suis encore un enfant sceptique,
											mais je suis aussi
un chasseur de particules.
											Je suis physicien au Grand collisionneur
de hadrons (LHC) du CERN,
											la plus grande expérience scientifique
jamais organisée.
											C'est un tunnel de 27 kilomètres
à la frontière franco-suisse,
											creusé 100 mètres sous terre.
											Et dans ce tunnel,
											on utilise des aimants supraconducteurs
plus froids que la température de l'espace
											pour accélérer des protons,
presque à la vitesse de la lumière
											et les écraser les uns contre les autres
des millions de fois par seconde,
											afin de recueillir
les débris de ces collisions
											pour découvrir de nouvelles
particules fondamentales.
											Sa création a demandé
des décennies de travail
											à des centaines de physiciens
à travers le monde
											et lors de l'été 2015,
											nous avons travaillé sans relâche
afin de lancer le LHC
											à la plus grande énergie jamais utilisée
pour ce genre d'expérience.
									","
											Continuo um miúdo cético, penso eu,
											mas agora sou também 
caçador de partículas.
											Sou físico no Grande Colisor
de Hadrões (GCH), no CERN,
											a maior experiência científica 
alguma vez criada.
											É um túnel de 27 quilómetros 
na fronteira entre a França e a Suíça
											a cem metros debaixo do solo.
											Neste túnel,
											usamos ímanes supercondutores 
mais frios que o espaço exterior
											para acelerar protões 
quase à velocidade da luz
											e colidi-los uns contra os outros, 
milhões de vezes por segundo,
											recolhendo os detritos dessas colisões
											para procurar novas partículas 
fundamentais, não descobertas.
											O desenho e a construção
levou décadas de trabalho
											de milhares de físicos de todo o mundo.
											No verão de 2015,
											estávamos a trabalhar
sem descanso no GCH
											com a mais alta energia
que os seres humanos já usaram
											numa experiência de colisão.
									",How we explore unanswered questions in physics,James Beacham,15:54,"collaboration,dark matter,discovery,future,data,innovation,motivation,engineering,nature,physics,history,science,Nobel Prize,universe,TEDx,exploration,quantum physics"
