en,tr,title,speaker,duration,tags
"
","
",The business benefits of doing good,Wendy Woods,15:35,"business,data,economics,social change,innovation,society,sustainability,manufacturing"
"
											A few years ago,
											all the developed
countries in the world —
											the wealthier ones —
											and all of the charities
											together donated about 200 billion dollars
											to developing countries in the world —
											the ones that bear most of the burden,
											the heaviest burden
of the world's biggest problems:
											poverty, hunger,
climate change and inequality.
											That same year,
											businesses invested in those same
countries 3.7 trillion dollars.
									","
											Birkaç yıl önce,
											dünyanın bütün gelişmiş ülkeleri
											nispeten daha zengin olanlar
											ve bütün yardım kuruluşları
											birlikte 200 milyar dolar bağışladılar
											dünyanın gelişmekte olan ülkelerine
											yükün en çoğunu
											dünyanın en büyük sorunlarının
ağırlığını taşıyan ülkelere:
											kıtlık, açlık, iklim değişikliği 
ve eşitsizlik.
											Aynı yıl,
											iş dünyası aynı ülkelere 
3,7 trilyon dolar yatırım yaptı.
									",The business benefits of doing good,Wendy Woods,15:35,"business,data,economics,social change,innovation,society,sustainability,manufacturing"
"
","
",The business benefits of doing good,Wendy Woods,15:35,"business,data,economics,social change,innovation,society,sustainability,manufacturing"
"
											Now, I get to travel a lot in my work
											and I'm privileged
to see the amazing things
											that NGOs and some governments are doing
											with some of that 200 billion dollars:
											helping malnourished children
											or families that don't
have access to clean water,
											children who wouldn't
be educated otherwise.
											But it's not enough
											because the biggest problems
in our world need trillions
											not just billions.
											So if we're going to make
lasting and significant progress
											in the big challenges in our world,
											we need business,
											both the companies and the investors,
											to drive the solutions.
									","
											İşim seyahat etmeyi gerektiriyor
											ve harika şeyler görebiliyorum.
											Sivil toplum örgütleri 
ve bazı hükûmetlerin
											o 200 milyar doların bir kısmıyla
											beslenemeyen çocuklara yardım etmesi
											ya da temiz suya ulaşımı olmayan ailelere,
											eğitim almak için başka şansı
olmayan çocuklara.
											Ama yeterli değil
											çünkü dünyamızın 
en büyük sorunları trilyonlar istiyor,
											milyarlar değil.
											Öyleyse eğer kalıcı ve önemli 
değişimler yapacaksak
											dünyamızdaki
büyük tehditlerle ilgili olarak
											hem şirketlerin hem yatırımcıların,
											çözümleri yönetecek
											iş dünyasına ihtiyacımız var.
									",The business benefits of doing good,Wendy Woods,15:35,"business,data,economics,social change,innovation,society,sustainability,manufacturing"
"
","
",The business benefits of doing good,Wendy Woods,15:35,"business,data,economics,social change,innovation,society,sustainability,manufacturing"
"
											So let's talk about
what business should do.
											And when I say that,
											you probably think that I'm going
to talk about corporate philanthropy
											or corporate social responsibility.
											CSR is the norm today,
											and it's very useful.
											It provides a route
for corporate generosity
											and that generosity is important
to many corporations' employees
											and customers.
											But you know what?
											It's just not big enough,
											or strong enough,
											or durable enough
											to drive solutions to the biggest
problems in our world today
											because it's incremental cost.
											Even when business is booming,
											CSR just isn't designed to scale.
											And then of course in a downturn,
											it's one of the first programs to be cut.
											So no,
											CSR —
											corporate social responsibility —
											isn't the answer,
											but TSI —
											total societal impact, is.
									","
											İş dünyası ne yapabiliri konuşalım.
											Bunu söylediğim zaman,
											muhtemelen ortak hayırseverlik
											ya da kurumsal sosyal sorumluluk 
hakkında konuşacağımı düşüneceksiniz.
											Kurumsal sosyal sorumluluk bugünün normu
											ve çok yararlı.
											Ortak cömertlik için bir rota sağlamakta
											ve o cömertlik 
çok sayıda şirketin çalışanları
											ve müşterileri için önemlidir.
											Ama biliyor musunuz?
											Dünyamızdaki büyük sorunları çözmek için
											yeterince büyük değil
											ya da güçlü,
											dayanıklı.
											Çünkü ek bir maliyet.
											İş patladığında bile,
											ortak sosyal sorumluluk
derecelendirilmiyor.
											O yüzden bir kriz sırasında,
											kesilen ilk programlardan biri.
											O zaman hayır,
											OSS
											Ortak Sosyal Sorumluluk
											cevap değil,
											ama TSE
											toplam sosyal etki, bir cevap.
									",The business benefits of doing good,Wendy Woods,15:35,"business,data,economics,social change,innovation,society,sustainability,manufacturing"
"
","
",The business benefits of doing good,Wendy Woods,15:35,"business,data,economics,social change,innovation,society,sustainability,manufacturing"
"
											TSI is the sum of all of the ways
											business can affect society
											by doing the real work:
											thinking about their supply chains,
											working on their product design
and manufacturing processes
											and their distribution.
											The real work of business,
											when done with innovation,
											can actually create
core business benefits for the company
											and it can solve the meaningful
problems in our world today.
									","
											Toplam Sosyal Etki,
bütün yolların toplamı
											iş hayatının toplumu etkileyebileceği
											gerçek işi yaparak,
											tedarik zinciri hakkında düşünmek,
											ürün tasarımı 
ve işleme süreci üzerinde çalışarak
											ve dağıtımları.
											İş hayatının gerçek işi
											inovasyonla birlikte olduğunda,
											şirket için esas 
iş faydalarını yaratabilir
											ve dünyamızdaki 
anlamlı sorunları çözebilir.
									",The business benefits of doing good,Wendy Woods,15:35,"business,data,economics,social change,innovation,society,sustainability,manufacturing"
"
","
",The business benefits of doing good,Wendy Woods,15:35,"business,data,economics,social change,innovation,society,sustainability,manufacturing"
"
											So what does TSI look like?
											Focusing on TSI
											means incorporating
social and environmental considerations.
											And you know what?
											It's something that isn't completely new.
											It's been thought about for a while.
											But the hard part is that corporations
almost exclusively still think
											about something called TSR:
											total shareholder returns.
											But TSI —
											total societal impact —
											needs to stand alongside TSR
											as an important and valid driver
of corporate strategy
											and corporate decision-making.
											And we've got the data
to show you why and how.
									","
											O zaman TSE neye benzer
											Toplam Sosyal Etki
											sosyal ve çevresel etkileri
birleşrirmek anlamına gelir.
											Ve biliyor musunuz?
											Bu yeni olan bir şey değil.
											Bir süredir düşünülüyor.
											Zorlu tarafı şu ki şirketler hâlâ
											TPD denilen şey üzerinde düşünüyor
											toplam paydaş dönüşleri.
											Ama TSE
											toplam sosyal etki
											TPD'nin yanında durmak zorunda.
											bir şirketin önemli 
ve geçerli nedeni olarak
											ve karar verme mekanizmasının.
											Neden ve nasıl olduğunu 
göstermek için elimizde veri var.
									",The business benefits of doing good,Wendy Woods,15:35,"business,data,economics,social change,innovation,society,sustainability,manufacturing"
