pt,tr,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",My underwater robot,David Lang,4:28,"TED Fellows,adventure,exploration,oceans,open-source,robots,technology,TEDx"
"
											(Barulhos aquáticos)
									","
											(Su altı sesleri)
									","
											(Aquatic noises)
									","
											(Son aquatique)
									","
											(Wassergeräusche)
									",My underwater robot,David Lang,4:28,"TED Fellows,adventure,exploration,oceans,open-source,robots,technology,TEDx"
"
","
","
","
","
",My underwater robot,David Lang,4:28,"TED Fellows,adventure,exploration,oceans,open-source,robots,technology,TEDx"
"
											Este vídeo foi filmado
											no laboratório submarino da Aquarius
											a pouco mais de 6 km da costa de Key Largo,
											a cerca de 18 m de profundidade.
											A NASA utiliza este ambiente extremo
											para treinar os astronautas e mergulhadores,
											e no ano passado convidaram-nos 
para esta aventura.
											Todo o material foi filmado com o nosso VOR,
											que é um robô que construímos na nossa garagem.
									","
											Bu video
											Key Largo sahilinin dört mil açığında ve
											su yüzeyinin 20 metre altında bulunan
											Aquarius su altı laboratuvarında çekildi.
											NASA bu zorlu ortamı
											astronot ve akuanotları eğitmek için kullanıyor.
											Geçen sene bizi dalış için davet ettiler.
											Tüm bu görüntüler, bizim garajımızda inşa ettiğimiz bir robot olan
											açık UKA'mızdan alındı.
									","
											So this video was taken
											at Aquarius undersea laboratory
											four miles off the coast of Key Largo,
											about 60 feet below the surface.
											NASA uses this extreme environment
											to train astronauts and aquanauts,
											and last year, they invited us along for the ride.
											All the footage was taken from our open ROV,
											which is a robot that we built in our garage.
									","
											Cette vidéo a été prise
											au laboratoire sous-marin Aquarius,
											situé à 6,4 Km au large 
de la côte de Key Largo
											et immergé à environ 
18,3 m de profondeur.
											La NASA utilise
cet environnement extrême
											pour former des astronautes
et des océanautes.
											Et l'année dernière,
ils nous ont invités pour la balade.
											Toutes les images 
ont été prises par notre VST,
											qui est un robot que nous avons
construit dans notre garage.
									","
											Dieses Video wurde
											im Aquarius-Unterwasserlabor 
aufgenommen.
											6 km vor der Küste von Key Largo,
											etwa 20 Meter unter der Wasseroberfläche.
											In dieser extremen Umgebung 
trainiert die NASA
											Astronauten und Unterwasserforscher
											und letztes Jahr haben sie 
uns dazu eingeladen.
											Das Videomaterial wurde 
von unserem ""open ROV""
											aufgenommen, einem Roboter, den wir 
in unserer Garage gebastelt haben.
									",My underwater robot,David Lang,4:28,"TED Fellows,adventure,exploration,oceans,open-source,robots,technology,TEDx"
"
","
","
","
","
",My underwater robot,David Lang,4:28,"TED Fellows,adventure,exploration,oceans,open-source,robots,technology,TEDx"
"
											VOR quer dizer 
Veículo Operado Remotamente (RVO),
											o que, neste caso, significa que o
nosso pequeno robô
											envia vídeos ao vivo
											através de um cabo ultrafino
											de volta para o computador que está à superfície.
											É ""open source"", o que significa que publicamos
											e partilhamos todos os nossos
ficheiros de ""design""
											e todos os nossos códigos ""online"",
											permitindo a qualquer pessoa modificá-los,
											melhorar ou mudar o ""design"".
											É produzido maioritariamente
com componentes gerais
											e é 1000 vezes mais barato
											do que os VOR que o James Cameron usou
											para explorar o Titanic.
											Os VOR não são novos.
											Já existem há décadas.
											Os cientistas usam os VOR 
para explorar os oceanos.
											As empresas de petróleo e gás 
usam-nos para a exploração
											e construção.
											O que nós construímos não é único.
											É como o construímos que é realmente único.
									","
											UKA, Uzaktan Kontroledilebilir Araç anlamına geliyor ve
											burada ise çok ince bir kablo ile
											üst kısımdaki bilgisayar yoluyla
											canlı video gönderen
											bizim küçük robotumuz.
											Tamamen açık kaynaklı, yani
											tüm tasarım dosyalarımızı ve kodlarımızı
											yayınlayıp internet ortamında da paylaşıyoruz.
											Böylece herkese tasarımı değiştirip geliştirme
											imkanı tanıyoruz.
											Çoğunlukla raflarda bulabileceğiniz parçalarla yapılıp
											James Cameron'un, Titanik'i keşfetmek için
											kullandıklarından 1000 kat
											daha ucuza mal oluyor.
											Yani UKA yeni bir şey değil.
											On yıllardır kullanımda olan bir şey.
											Bilimadamları, UKAları okyanusları keşfetmek için kullanır.
											Petrol ve doğal gaz şirketleri bunları keşif ve inşa
											amaçlı kullanır.
											Bizim inşa ettiğimiz bu şey benzersiz de değil.
											Ama onu inşa ediş şeklimiz gerçekten benzersiz.
									","
											So ROV stands for Remote Operated Vehicle,
											which in our case means our little robot
											sends live video
											across that ultra-thin tether
											back to the computer topside.
											It's open source, meaning we publish
											and share all of our design files
											and all of our code online,
											allowing anyone to modify
											or improve or change the design.
											It's built with mostly off-the-shelf parts
											and costs about 1,000 times cheaper
											than the ROVs James Cameron used
											to explore the Titanic.
											So ROVs aren't new.
											They've been around for decades.
											Scientists use ROVs to explore the oceans.
											Oil and gas companies use them for exploration
											and construction.
											What we've built isn't unique.
											It's how we've built it that's really unique.
									","
											VST signifie 
Véhicule Sous-marin Télécommandé,
											ce qui dans notre cas 
signifie que notre petit robot
											envoie une vidéo en direct
											à travers cette attache ultra-mince
											à l'ordinateur situé au dessus.
											C'est open source, 
ce qui signifie que nous publions
											et partageons l'ensemble
de nos fichiers de conception
											et l'ensemble de notre code en ligne,
											ce qui permet à quiconque 
de pouvoir le modifier,
											l'améliorer ou de pouvoir 
modifier la conception.
											Il est quasiment construit 
à partir de pièces de série
											et coûte 1000 fois moins cher
											que les VSTs 
que James Cameron a utilisé
											pour explorer le Titanic.
											Les VSTs ne sont pas nouveaux.
											Ils existent depuis des décennies.
											Les scientifiques utilisent les VSTs 
pour explorer les océans.
											Les compagnies pétrolières et gazières
les utilisent pour l'exploration
											et la construction.
											Ce que nous avons 
construit n'est pas unique.
											C'est la manière dont 
nous l'avons construit qui l'est.
									","
											ROV steht für ""Remote Operated Vehicle"" 
(Ferngesteuertes Fahrzeug),
											was in unserem Fall 
ein kleiner Roboter ist,
											der Livevideos
											durch ein ultradünnes Seil
											zurück zum Computer nach oben sendet.
											Das alles ist ""Open Source"", 
was bedeutet, dass wir
											alle unsere Designs und Codes
											online veröffentlichen und teilen.
											Jeder kann so unser Design modifizieren,
											verbessern oder verändern.
											Der Roboter wurde größtenteils 
mit handelsüblichen Materialien hergestellt
											und ist etwa 1000-mal billiger
											als der ROV, den James Cameron benutzte,
											um die Titanic zu erforschen.
											ROVs sind also nichts Neues.
											Es gibt sie seit Jahrzehnten.
											Die Forschung nutzt ROVs, 
um Ozeane zu erkunden.
											Öl- und Gasunternehmen 
nutzen sie für Forschung
											und Konstruktion.
											Unsere Konstruktion ist also nicht einmalig.
											Wie wir es konstruiert haben, allerdings schon.
									",My underwater robot,David Lang,4:28,"TED Fellows,adventure,exploration,oceans,open-source,robots,technology,TEDx"
"
","
","
","
","
",My underwater robot,David Lang,4:28,"TED Fellows,adventure,exploration,oceans,open-source,robots,technology,TEDx"
"
											Por isso, queria contar-vos rapidamente 
como começou.
											Há alguns anos atrás, o meu amigo Eric e eu
											decidimos que queríamos explorar a 
caverna subaquática
											que está no sopé da Serra Nevada.
											Tínhamos ouvido uma história sobre ouro perdido
											de um roubo ocorrido na altura da Corrida ao Ouro, 
e queríamos ir até lá.
											Infelizmente, não tínhamos dinheiro
											nem tínhamos o equipamento necessário.
											O Eric tinha um esboço de ideia para um robô,
											mas ainda não tínhamos todas as partes resolvidas,
											então, fizemos aquilo que qualquer pessoa 
faria na nossa situação:
											pedimos ajuda na Internet.
											Mais concretamente, criámos este ""website"",
											""openROV.com"", e partilhámos 
as nossas intenções e os nossos planos.
											Nos primeiros meses, era apenas o Eric e eu
											a conversarmos nos fóruns,
											mas, logo de seguida, começámos 
a receber ""feedback""
											de fabricantes e amadores,
											e depois até de engenheiros 
oceanográficos profissionais
											que tinham algumas sugestões para 
o que devíamos fazer.
											Continuámos a trabalhar nisso. 
Aprendemos muito.
											Continuámos a desenvolver protótipos 
e, eventualmente,
											decidimos que queríamos ir à caverna.
Estávamos prontos.
									","
											Nasıl başladığını hızlıca bir anlatmak istiyorum.
											Bir kaç yıl önce, arkadaşım Eric ve ben
											Sierraların eteklerindeki bu sualtı mağarasını
											keşfetmeye karar verdik.
											Altına Hücum Devri soygunlarından kayıp altın ile alakalı
											bir hikaye duyduk ve oraya çıkmaya karar verdik.
											Maalesef hiç paramız yoktu ve
											bunu gerçekleştirecek hiç aletimiz de yoktu.
											Bu yüzden Eric'in aklına bir robotun başlangıç tasarımı fikri geldi ama
											tüm parçaları daha yerli yerine oturtamamıştık.
											Biz de bizim durumumuzda olan herkesin yapacağı şeyi yaptık:
											yardım için internete müracaat ettik.
											Daha açık olursak, bu web sitesini kurduk: openROV.com.
											Niyetimizi ve planlarımızı paylaştık.
											İlk bir kaç ay, forumlarda sadece Eric ve ben
											birbirimizle konuşuyorduk.
											Ama kısa süre sonra üreticilerden ve hobicilerden, daha sonra da
											ne yapmamız gerektiğiyle ilgili bazı tavsiyeleri olan
											profesyonel okyanus mühendislerinden
											geri bildirimler almaya başladık.
											Üzerinde çalışmaya devam ettik. Çok şey öğrendik.
											Prototip oluşturmaya devam ettik ve sonunda
											mağaraya gitme kararı aldık. Hazırdık.
									","
											So I want to give you a quick story
of how it got started.
											So a few years ago, my friend Eric and I
											decided we wanted to explore this underwater cave
											in the foothills of the Sierras.
											We had heard this story about lost gold
											from a Gold Rush-era robbery,
and we wanted to go up there.
											Unfortunately, we didn't have any money
											and we didn't have any tools to do it.
											So Eric had an initial design idea for a robot,
											but we didn't have all the parts figured out,
											so we did what anybody would do in our situation:
											we asked the Internet for help.
											More specifically, we created this website,
											openROV.com, and shared 
our intentions and our plans
											For the first few months, it was just Eric and I
											talking back to each other on the forums,
											but pretty soon, we started to get feedback
											from makers and hobbyists,
											and then actually professional ocean engineers
											who had some suggestions for what we should do.
											We kept working on it. We learned a lot.
											We kept prototyping, and eventually,
											we decided we wanted to go 
to the cave. We were ready.
									","
											J'aimerais donc vous raconter 
comment tout ça a commencé.
											Il y a quelques années de ça,
mon ami Eric et moi
											avons décidé d’explorer
cette grotte sous-marine
											dans les contreforts 
de la Sierra Nevada.
											Nous avions entendu parler
de cette histoire d'or perdu
											de l'époque de la ruée vers l'or,
et nous voulions aller là-haut.
											Malheureusement,
nous n'avions pas d'argent,
											et nous n'avions 
aucun outil pour le faire.
											Eric avait une idée de départ
de la conception d'un robot
											mais nous en ignorions les détails.
											Donc nous avons fait ce que 
n'importe qui ferait dans notre situation :
											nous avons demandé l'aide d'internet.
											Plus précisément, 
nous avons créé le site suivant,
											openROV.com, et y avons partagé
nos intentions et nos plans.
											Les premiers mois,
seul Eric et moi
											alimentions les fils 
de discussions des forums.
											Mais très vite, nous avons commencé
à recevoir la contribution
											de fabricants, d'amateurs,
											et par la suite celle d'ingénieurs 
océaniques professionnels
											qui avait quelques suggestions
sur ce que nous devrions faire.
											Nous avons continué à travailler dessus. 
Nous avons beaucoup appris.
											Nous avons continué 
le prototypage, et finalement,
											nous avons décidé que nous voulions
aller à la grotte. Nous étions prêts.
									","
											Ich möchte daher kurz erzählen, 
wie alles begann.
											Vor ein paar Jahren haben 
mein Freund Eric und ich
											beschlossen, eine Unterwasserhöhle
											in den Ausläufern der Sierras zu erkunden.
											Wir hatten so eine Geschichte 
über verlorenes Gold
											von einem Raub in der Goldrausch-Ära 
gehört und wollten dorthin tauchen.
											Leider fehlte uns dazu das Geld
											und wir hatten keine Werkzeuge.
											Eric hatte dann 
eine erste Idee für einen Roboter,
											aber wir hatten einige Dinge 
noch nicht ausgetüftelt,
											also taten wir, was jeder 
an unserer Stelle getan hätte:
											Wir fragten das Internet um Hilfe.
											Genauer gesagt starteten wir eine Website,
											openROV.com, auf der wir 
unsere Intentionen und Pläne teilten.
											In den ersten Monaten haben nur Eric und ich
											die Foren benutzt,
											aber bald bekamen wir auch Feedback
											von Tüftlern und Hobbybastlern
											und schlussendlich auch von echten 
professionellen Meerestechnikern,
											die uns einige Vorschläge machten.
											Wir arbeiteten also weiter. 
Wir lernten viel.
											Wir bauten weiter 
unsere Protoypen und schließlich
											entschieden wir, in die Höhle 
zu gehen. Wir waren bereit.
									",My underwater robot,David Lang,4:28,"TED Fellows,adventure,exploration,oceans,open-source,robots,technology,TEDx"
"
","
","
","
","
",My underwater robot,David Lang,4:28,"TED Fellows,adventure,exploration,oceans,open-source,robots,technology,TEDx"
"
											Naquela altura, a nossa pequena expedição
transformou-se numa grande história
											e foi divulgada no The New York Times.
											E ficámos muito surpreendidos
											com o interesse das pessoas 
que queriam um ""kit""
											para que elas próprias 
pudessem construir um VOR.
									","
											Hatta o zamanlarda küçük keşfimiz tam bir hikaye oldu ve
											The New York Times'da yer aldı.
											Kendi açık UKA'larını yapabilecekleri bir alet çantası
											isteyen insanların ilgisinden
											artık fazlasıyla bunalmıştık.
									","
											So about that time, our little expedition
became quite a story,
											and it got picked up in The New York Times.
											And we were pretty much just overwhelmed
											with interest from people who wanted a kit
											that they could build this open ROV themselves.
									","
											À cette époque, notre petite expédition 
a commencé à faire parler d'elle
											et elle a été rapportée
dans le New York Times.
											Nous étions
simplement dépassés
											par l'intérêt des gens
qui voulaient un kit
											pour pouvoir construire 
ce VST eux-mêmes.
									","
											Zu dieser Zeit wurde aus unserer kleineren 
Expedition bereits eine kleine Geschichte
											und die New York Times berichtete darüber.
											Wir waren völlig überwältigt
											vom Interesse der Menschen an einem Kit,
											um diesen ROV selbst zu bauen.
									",My underwater robot,David Lang,4:28,"TED Fellows,adventure,exploration,oceans,open-source,robots,technology,TEDx"
"
","
","
","
","
",My underwater robot,David Lang,4:28,"TED Fellows,adventure,exploration,oceans,open-source,robots,technology,TEDx"
