en,tr,de,title,speaker,duration,tags
"
","
","
","Crop insurance, an idea worth seeding",Rose Goslinga,10:04,"Africa,agriculture,global issues,microfinance"
"
											In Kenya, 1984 is known
											as the year of the cup,
											or the goro goro.
											The goro goro is a cup used to measure
											two kilograms of maize flower on the market,
											and the maize flower is used to make ugali,
											a polenta-like cake that is eaten
together with vegetables.
											Both the maize and the vegetables are grown
											on most Kenyan farms,
											which means that most families can feed themselves
											from their own farm.
											One goro goro can feed three meals
											for an average family,
											and in 1984, the whole harvest
											could fit in one goro goro.
											It was and still is one of the worst droughts
											in living memory.
											Now today, I insure farmers against droughts
											like those in the year of the cup,
											or to be more specific, I insure the rains.
									","
											1984 yılı, Kenya'da,
											kap yılı ya da
											goro goro yılı olarak bilinirdi.
											Goro goro, sebzelerle birlikte yenilen ve
											polentaya benzer bir kek şeklinde olan
											ugalinin yapımında kullanılan

											mısır tanelerini, 2 kilo olarak
ölçmede kullanılan bir kaptı.
											Kenya'daki çiftliklerin çoğunda
											mısır ve sebze birlikte yetişir,
											bu da çoğu ailenin kendi çiftliklerinden
											beslenmesi anlamına gelir.
											Bir goro goro ortalama bir aileyi
											üç öğün doyurabilecek düzeydedir,
											1984'de bütün hasattan
											tek bir goro goro toplanmaktaydı.
											Yaşayan hafızalarda en kötü
kuraklıklardan biriydi
											ve hala da öyle.
											Bugün ise, çiftçileri kap yılındaki gibi
											bir kuraklığa karşı sigortalıyorum,
											ya da daha açık bir ifadeyle,
yağmuru sigortalıyorum.
									","
											Das Jahr 1984 ist in Kenia bekannt
											als das ""Jahr des Bechers""
											oder des ""Goro Goro"".
											Der Goro Goro ist ein Behälter,
der verwendet wird,
											um zwei Kilo Maismehl
auf dem Markt abzumessen.
											Aus Maismehl wird Ugali gemacht,
											eine Art Kuchen, wie Polenta,
der mit Gemüse gegessen wird.
											Sowohl Mais als auch Gemüse werden
											auf den meisten Farmen Kenias angebaut,
											was bedeutet,
dass sich die meisten Familien
											selbst versorgen können.
											Ein Goro Goro bedeutet 3 Mahlzeiten
											für eine durchschnittliche Familie.
											1984 passte die gesamte Ernte
											in 1 Goro Goro.
											Es war und ist noch immer
eine der schlimmsten Dürren
											seit Menschengedenken.
											Heute versichere ich Bauern
gegen Dürrezeiten
											wie die im ""Jahr des Bechers"",
											oder genauer gesagt,
ich versichere den Regen.
									","Crop insurance, an idea worth seeding",Rose Goslinga,10:04,"Africa,agriculture,global issues,microfinance"
"
","
","
","Crop insurance, an idea worth seeding",Rose Goslinga,10:04,"Africa,agriculture,global issues,microfinance"
"
											I come from a family of missionaries
											who built hospitals in Indonesia,
											and my father built a psychiatric hospital
											in Tanzania.
											This is me, age five, in front of that hospital.
											I don't think they thought I'd grow up
											to sell insurance. (Laughter)
											So let me tell you how that happened.
									","
											Endonezya'da hastaneler kuran misyoner
											bir aileden geliyorum
											ve babam da Tanzanya'da bir
											psikiyatri hastanesi kurdu.
											Bu benim, 5 yaşında,
hastanenin karşısındayım.
											Büyüyünce sigorta satacağımı
											düşündüklerini sanmıyorum. (Gülüşmeler)
											Şimdi size bunun nasıl olduğunu anlatayım.
									","
											Ich stamme aus einer Missionarsfamilie,
											die Krankenhäuser in Indonesien baute.
											Mein Vater baute eine Nervenklinik
											in Tansania.
											Das bin ich mit fünf Jahren
vor dem Krankenhaus.
											Sie haben vermutlich nicht erwartet,
											dass ich einmal Versicherungen 
verkaufe werde. (Lachen)
											Ich möchte Ihnen erzählen, 
wie es dazu kam.
									","Crop insurance, an idea worth seeding",Rose Goslinga,10:04,"Africa,agriculture,global issues,microfinance"
"
","
","
","Crop insurance, an idea worth seeding",Rose Goslinga,10:04,"Africa,agriculture,global issues,microfinance"
"
											In 2008, I was working
											for the Ministry of Agriculture of Rwanda,
											and my boss had just been promoted
											to become the minister.
											She launched an ambitious plan
											to start a green revolution in her country,
											and before we knew it, we were importing
											tons of fertilizer and seed
											and telling farmers how to apply that fertilizer
											and plant.
											A couple of weeks later,
											the International Monetary Fund visited us,
											and asked my minister,
											""Minister, it's great that you want to help farmers
											reach food security, but what if it doesn't rain?""
											My minister answered proudly
											and somewhat defiantly,
											""I am going to pray for rain.""
											That ended the discussion.
											On the way back to the ministry in the car,
											she turned around to me and said,
											""Rose, you've always been interested in finance.
											Go find us some insurance.""
									","
											2008 yılında,
											Rwanda Tarım Bakanlığı'nda çalışıyordum,
											müdürüm bakan olması için
											desteklenmişti.

											Ülkesinde yeşil bir devrim başlatmak
											için mükemmel bir plan geliştirdi ve
											bunu fark etmeden önce,
											tonlarca gübre ve tohum ithal ediyor,
											çiftçilere gübreleme ve bitkiye ilişkin
											uygulamaları anlatıyorduk.
											Bir kaç hafta sonra,
											Ulusal Para Fonu bizi ziyaret etti
											ve bakanıma şunu sordular:
											""Sayın Bakan, çiftçilere gıda
güvenliğinde yardım etmeniz
											mükemmel, fakat ya hiç yağmur
yağmazsa ne olacak?""
											Bakanım gururla ve
											birazda meydan okurcasına cevapladı,
											""Yağmur yağması için dua edeceğim""
											Bu oradaki sohbeti bitiren cümleydi.
											Dönüş yolunda arabadayken Bakan,
											arabadayken bana döndü ve dedi ki,
											""Rose, sen her zaman
finans işleriyle ilgiliydin.
											Git ve bize biraz sigorta kaynağı bul.""
									","
											2008 arbeitete ich
											für das ruandische
Landwirtschaftsministerium.
											Meine Chefin war gerade
											zur Ministerin befördert worden.
											Sie initiierte einen ehrgeizigen Plan,
											der die ""Grüne Revolution""
ins Land bringen sollte,
											und ehe wir uns versahen,
importierten wir
											tonnenweise Düngemittel und Saatgut
											und erklärten Landwirten,
wie der Dünger anzuwenden war
											und wie man pflanzt.
											Ein paar Wochen später
											besuchte uns der
Internationale Währungsfonds
											und fragte meine Ministerin:
											""Großartig, wie Sie
die Landwirte unterstützen,
											um Ernährungssicherheit herzustellen.
Aber was ist, wenn es nicht regnet?""
											Die Ministerin antwortete stolz
											und etwas trotzig:
											""Dann bete ich dafür.""
											Das war das Ende der Diskussion.
											Auf der Fahrt zurück zum Ministerium
											drehte sie sich um und sagte:
											""Rose, du interessierst
dich doch für Finanzen.
											Versuche eine Versicherung
für uns zu finden.""
									","Crop insurance, an idea worth seeding",Rose Goslinga,10:04,"Africa,agriculture,global issues,microfinance"
"
","
","
","Crop insurance, an idea worth seeding",Rose Goslinga,10:04,"Africa,agriculture,global issues,microfinance"
"
											It's been six years since,
											and last year I was fortunate enough
											to be part of a team that insured
											over 185,000 farmers in Kenya and Rwanda
											against drought.
											They owned an average of half an acre
											and paid on average two Euros in premium.
											It's microinsurance.
									","
											Geçen 6 senelik süre içersinde,
											Kenya ve Rwanda' da kuraklığa karşı
											185.000'in üzerinde çiftçiyi
											sigortalayan bir takımın
parçası olmak için
											yeteri kadar şanslıydım.
											Ortalama yarım dönüm araziye sahiplerdi
											ve ortalama 2 avro prim ödediler.
											Bu bir çeşit mikro sigorta.
									","
											Inzwischen sind 6 Jahre vergangen.
											Im letzten Jahr
											haben mein Team und ich
											über 185 000 Bauern in Kenia und Ruanda
											gegen Dürre versichert.
											Jeder Bauer besitzt im Schnitt
0,2 Hektar Land
											und zahlte im Schnitt etwa 2 Euro Prämie.
											Das sind Mikro-Versicherungen.
									","Crop insurance, an idea worth seeding",Rose Goslinga,10:04,"Africa,agriculture,global issues,microfinance"
"
","
","
","Crop insurance, an idea worth seeding",Rose Goslinga,10:04,"Africa,agriculture,global issues,microfinance"
"
											Now, traditional insurance doesn't work
											with two to three Euros of premium,
											because traditional insurance relies on farm visits.
											A farmer here in Germany would be visited
											for the start of the season, halfway through,
											and at the end, and again if there was a loss,
											to estimate the damages.
											For a small-scale farmer in the middle of Africa,
											the maths of doing those visits
											simply don't add up.
											So instead, we rely on technology and data.
											This satellite measures
											whether there were clouds or not,
											because think about it:
											If there are clouds, then you might have some rain,
											but if there are no clouds,
											then it's actually impossible for it to rain.
											These images show the onset of the rains
											this season in Kenya.
											You see that around March 6,
											the clouds move in and then disappear,
											and then around the March 11,
											the clouds really move in.
											That, and those clouds,
											were the onset of the rains this year.
											This satellite covers the whole of Africa
											and goes back as far as 1984,
											and that's important, because if you know
											how many times a place has had a drought
											in the last 30 years,
											you can make a pretty good estimate
											what the chances are of drought in the future,
											and that means that you can put a price tag
											on the risk of drought.
									","
											Şu an, geleneksel sigorta yöntemleri,

											2-3 avro primle çalışmıyor.
											Çünkü geleneksel sigorta çiftlik
ziyaretlerine dayanır.
											Buradaki yani Almanya'daki bir çiftçi,
											sezon başında, ortasında ve sonunda
											ziyaret edilecek ve kayıp varsa
											zararlar tekrar değerlendirilecekti.
											Afrika'nın ortasında küçük ölçekli
bir çiftçi için,
											bu ziyaretlerin matematiği
											tamamen bir sonuç vermez.
											Bunun yerine, teknoloji ve
verilere güveniriz.
											Bu uydu ölçümleri
											ister bulut olsun ister olmasın,
											şunu belirtir:
											Eğer bulutlar varsa, yağmur yağabilir,
											ama bulutlar yoksa,
											yağmur yağması gerçekten imkansızdır.
											Görüntüler Kenya'da bu sezonda
											yağmur başlangıcını gösterir.
											6 Mart civarında görüyorsunuz,
											bulutlar hareket edip kayboluyor
											ve sonra 11 Mart civarında,
											bulutlar gerçekten hareket ediyor.
											Bu bulutlar,
											bu sezonki yağmurların başlangıcıydı.
											Bu uydu Afrika'nın tamamını kapsar
											ve 1984 yılına kadar geri gidebilir,
											bu önemli çünkü son 30 yıl içerisinde
											bir yerde kaç kere kuraklık
											olduğunu bilirsen,
											gelecekteki kuraklık ihtimali için
											oldukça iyi bir tahmin yapabilirsiniz,
											aynı zamanda kuraklık riskine
bir fiyat etiketi
											koyabileceğiniz anlamına gelir.
									","
											Klassische Versicherungen
funktionieren nicht
											mit zwei, drei Euro Prämie,
											denn klassische Versicherungen
stützen sich auf Besichtigungen.
											Ein Bauer hier in Deutschland bekommt
											zu Saisonbeginn, zur Saisonmitte,
											zu Saisonende, und bei Verlusten, Besuch,
											um den Schaden abzuschätzen.
											Für Kleinbauern mitten in Afrika
											rechnen sich solche Besuche nicht.
											Stattdessen setzen wir
auf Technologie und Daten.
											Dieser Satellit erkennt,
											ob es hier Wolken gegeben hat oder nicht.
											Der Gedanke dahinter:
											Wenn es Wolken gibt,
dann könnte es regnen,
											aber wenn es keine Wolken gibt,
											dann kann es nicht regnen.
											Diese Bilder zeigen den Beginn
											der Regenzeit in Kenia.
											Hier sehen Sie, dass um den 6. März
											Wolken ins Gebiet wandern,
die dann aber verschwinden,
											und um den 11. März
											kommen die Wolken so richtig.
											Das, und diese Wolken
											waren der Beginn
der Regenzeit dieses Jahr.
											Der Satellit erfasst ganz Afrika
											und geht zurück bis 1984,
											und das ist wichtig.
Wenn man nämlich weiß,
											wie oft es in den letzten 30 Jahren
											an einem Ort eine Trockenheit gab,
											kann man ziemlich gut abschätzen,
											wie die Chancen für die Zukunft stehen,
											und das heißt, man kann einen Preis
											für das Risiko
einer Trockenheit ermitteln.
									","Crop insurance, an idea worth seeding",Rose Goslinga,10:04,"Africa,agriculture,global issues,microfinance"
