en,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
","Why should you read ""Crime and Punishment""?",Alex Gendler,4:25,"TED-Ed,animation,death,morality,book,books,literature,novel,culture,world cultures,money,poverty,society,psychology"
"
											What drives someone to kill in cold blood?
											What goes through the murderer’s mind?
											And what kind of a society 
breeds such people?
											Over 150 years ago
											Fyodor Mikhailovich Dostoyevsky 
took these questions up
											in what would become one of the 
best-known works of Russian literature:
											""Crime and Punishment.""
									","
											O que é leva uma pessoa
a matar a sangue frio?
											O que é que se passa
na cabeça do assassino?
											Que tipo de sociedade
produz uma pessoa assim?
											Há mais de 150 anos,
											Fyodor Mikhailovich Dostoyevsky
levantou estas questões
											no que viria a ser uma das obras
literárias russas mais conhecidas:
											""Crime e Castigo"".
									","
											Qu'est-ce qui conduit une personne
à tuer de sang froid ?
											Qu'est-ce qui traverse
l'esprit d'un meurtrier ?
											Quel genre de société
est propice à leur existence ?
											Il y a un peu plus de 150 ans,
											Fiodor Mikhaïlovitch Dostoïevski
a soulevé ces questions
											dans un des romans les plus célèbres
de la littérature classique russe :
											« Crime et Châtiment ».
									","
											Bir insanı, soğukkanlılıkla
öldürmeye iten şey nedir?
											Katilin aklından neler geçer?
											Bu tür insanlar
ne tür bir toplumdan çıkar?
											Yaklaşık 150 yıl önce,
											Fyodor Mikhailovich Dostoyevsky
bu soruları ele aldı
											ve Rus edebiyatının en iyi bilinen
eserlerinden birisi ortaya çıktı:
											""Suç ve Ceza.""
									","Why should you read ""Crime and Punishment""?",Alex Gendler,4:25,"TED-Ed,animation,death,morality,book,books,literature,novel,culture,world cultures,money,poverty,society,psychology"
"
","
","
","
","Why should you read ""Crime and Punishment""?",Alex Gendler,4:25,"TED-Ed,animation,death,morality,book,books,literature,novel,culture,world cultures,money,poverty,society,psychology"
"
											First serialized in a literary 
magazine in 1866,
											the novel tells the story of Rodion 
Romanovich Raskolnikov,
											a young law student in Saint Petersburg.
											Raskolnikov lives in abject poverty,
											and at the start of the story has run 
out of funds to continue his studies.
											Letters from his rural home 
only add to his distress
											when he realizes how much his mother and 
sister have sacrificed for his success.
											Increasingly desperate
											after selling the last of his valuables
to an elderly pawnbroker,
											he resolves on a plan 
to murder and rob her.
											But the impact of carrying out 
this unthinkable act
											proves to be more than 
he was prepared for.
									","
											Publicado primeiro em folhetim
numa revista literária, em 1866,
											o romance conta a história
de Rodion Romanovich Raskolnikov,
											um jovem estudante de direito
em São Petersburgo.
											Raskolnikov vive numa pobreza abjeta
											e no início da história já não tem
dinheiro para continuar os estudos.
											As cartas da sua casa rural
só aumentam a desgraça
											quando ele percebe quanto a mãe e a irmã
tinham sacrificado em benefício dele.
											Cada vez mais desesperado,
											depois de vender o último
dos seus valores a uma penhorista idosa,
											traça um plano para a assassinar e roubar.
											Mas o impacto de executar
aquele ato impensável
											prova ser mais pesado
do que aquilo que ele julgava.
									","
											D'abord publié sous forme de série
dans un magazine littéraire en 1866,
											ce roman relate l'histoire
de Rodion Romanovich Raskolnikov,
											un jeune étudiant en droit
à Saint-Pétersbourg.
											Raskolnikov vit dans une misère noire
											et au début du roman,
											il épuise ses dernières ressources
pour continuer ses études.
											Les lettres qu'il reçoit de sa famille
ne font qu'accentuer sa détresse
											quand il comprend l'amplitude du sacrifice
consenti par sa mère et sa sœur
											pour sa réussite.
											Son désespoir augmente
											après avoir vendu ses derniers biens
à une vieille femme usurière.
											Il décide de la tuer pour la dévaliser.
											Mais l'impact de la réalisation
de cet acte impensable
											s'avère être plus important
qu'il ne l'imaginait.
									","
											İlk kez 1866 yılında bir edebiyat
dergisinde seri olarak yayınlanan roman,
											Saint Petersburg'da
genç bir hukuk öğrencisi olan
											Rodion Romanovich Raskolnikov'un
hikâyesini anlatıyor.
											Raskolnikov fakirlik içinde yaşıyor
											ve hikâyenin başında, çalışmalarına
devam etmesini sağlayacak kaynağı bitiyor.
											Taşra evinden gelen mektuplar, annesi
ve kız kardeşinin onun başarısı için
											neleri feda ettiğini fark ettirdiğinden,
sıkıntısına sıkıntı ekliyordu.
											Değerli eşyalarını
											yaşlı bir rehinciye sattıktan sonra
gitgide daha da umutsuz hâle gelince,
											kadını öldürme ve soyma planı
yapmaya başlıyor.
											Fakat bu inanılmaz eylemi
gerçekleştirmenin etkisi,
											düşündüğünden çok daha fazla.
									","Why should you read ""Crime and Punishment""?",Alex Gendler,4:25,"TED-Ed,animation,death,morality,book,books,literature,novel,culture,world cultures,money,poverty,society,psychology"
"
","
","
","
","Why should you read ""Crime and Punishment""?",Alex Gendler,4:25,"TED-Ed,animation,death,morality,book,books,literature,novel,culture,world cultures,money,poverty,society,psychology"
"
											Though the novel is sometimes cited as one
of the first psychological thrillers,
											its scope reaches far beyond 
Raskolnikov’s inner turmoil.
											From dank taverns to dilapidated 
apartments
											and claustrophobic police stations,
											the underbelly of 19th century Saint 
Petersburg is brought to life
											by Dostoyevsky’s searing prose.
											We’re introduced to characters 
such as Marmeladov,
											a miserable former official who 
has drank his family into ruin,
											and Svidrigailov, an unhinged 
and lecherous nobleman.
											As Raskolnikov’s own family 
arrives in town,
											their moral innocence stands 
in stark contrast
											to the depravity of those around them,
											even as their fates grow 
increasingly intertwined.
									","
											Embora o romance seja citado
											como um dos primeiros
""thrillers"" psicológicos,
											o seu alcance é muito superior
ao turbilhão interior de Raskolnikov.
											De tabernas escuras
a apartamentos arruinados
											e esquadras de polícia claustrofóbicas,
											o mundo subterrâneo
de São Petersburgo do século XIX
											é reconstituído pela prosa
ardente de Dostoyevsky.
											Somos apresentados a figuras
como Marmeladov,
											um antigo funcionário miserável
que arruinou a família por causa da bebida
											e Svidrigailov, um aristocrata
desequilibrado e lascivo.
											Quando a família de Raskolnikov
chega à cidade,
											a sua inocência moral apresenta
um profundo contraste
											com a depravação dos que a rodeiam,
											mesmo quando os seus destinos
se entrelaçam cada vez mais.
									","
											On évoque parfois ce roman comme
un des premiers thrillers psychologiques,
											mais sa portée dépasse
le tourment intérieur de Raskolnikov.
											De tavernes lugubres
à des appartements délabrés
											ou des commissariats de police
claustrophobiques,
											les quartiers mal famés
du Saint-Pétersbourg du XIXe siècle
											prennent vie dans la prose
virulente de Dostoïevski.
											On y rencontre les personnages
de Marmeladov,
											un ancien fonctionnaire minable
qui a ruiné sa famille dans l'alcool
											et Svidrigailov, un noble
déséquilibré et débauché.
											Quand la famille de Raskolnikov
arrive en ville,
											leur innocence morale
est en contraste total
											avec la dépravation
de ceux qui les entourent
											alors que leurs sorts sont
de plus en plus entrelacés.
									","
											Romanın bazen ilk psikolojik gerilim
kitaplarından birisi olduğu düşünülse de,
											kapsamı Raskolnikov’un
içsel karışıklığının ötesine ulaşıyor.
											Rutubetli tavernalardan,
harap edilmiş dairelere
											ve klostrofobik polis merkezlerine kadar,
											19. yüzyılda Saint Petersburg'un
tekin olmayan kısmı
											Dostoyevski'nin keskin
düz yazısı ile canlandırılıyor.
											İçki içerek ailesini mahveden bedbaht,
eski memur olan Marmeladov;
											dengesiz ve zampara
bir soylu olan Svidrigailov gibi
											karakterlerle tanışıyoruz.
											Raskolnikov’un ailesi şehre vardığında
											ahlaki masumlukları,
etraflarındaki ahlaksızlığa
											şiddetli bir karşıtlık yaratıyor,
											kaderleri gitgide iç içe geçse bile.
									","Why should you read ""Crime and Punishment""?",Alex Gendler,4:25,"TED-Ed,animation,death,morality,book,books,literature,novel,culture,world cultures,money,poverty,society,psychology"
"
","
","
","
","Why should you read ""Crime and Punishment""?",Alex Gendler,4:25,"TED-Ed,animation,death,morality,book,books,literature,novel,culture,world cultures,money,poverty,society,psychology"
"
											This bleak portrait of Russian society
											reflects the author’s own complex life 
experiences and evolving ideas.
											As a young writer who left behind 
a promising military career,
											Fyodor had been attracted to 
ideas of socialism and reform,
											and joined a circle of intellectuals to 
discuss radical texts
											banned by the Imperial government.
											Upon exposure,
											members of this group, including 
Dostoyevsky, were arrested.
											Many were sentenced to death,
											only to be subjected to a mock execution 
and last-minute pardon from the Tsar.
											Dostoyevsky spent the next four 
years in a Siberian labor camp
											before being released in 1854.
											The experience left him with a far 
more pessimistic view of social reform,
											and his focus shifted toward 
spiritual concerns.
											In the 1864 novella ""Notes from 
Underground,""
											he expounded on his belief that utopian
Western philosophies
											could never satisfy the contradictory 
yearnings of the human soul.
											""Crime and Punishment"" was conceived 
and completed the following year,
											picking up on many of the same themes.
									","
											Este retrato deprimente da sociedade russa
											reflete as complexas
experiências da vida do autor
											e a suas ideias em evolução.
											Enquanto jovem escritor que abandonou
uma promissora carreira militar,
											Fyodor sentira-se atraído 
pelas ideias do socialismo e pela reforma,
											e juntou-se a um círculo de intelectuais
para analisar textos radicais
											proibidos pelo governo imperial.
											Na sequência de uma denúncia,

											os membros deste grupo
incluindo Dostoyevsky, foram presos.
											Muitos deles foram condenados à morte,
											mas foram submetidos a uma execução
falsa e um perdão de última hora do Czar.
											Dostoyevsky passou quatro anos
num campo de trabalho na Sibéria,
											antes de ser libertado em 1854.
											A experiência deixou-o com uma opinião
muito mais pessimista da reforma social
											e passou a preocupar-se
com problemas espirituais.
											Na novela de 1864,
""Notas do Subterrâneo"",
											expôs a sua crença
de que as filosofias utópicas ocidentais
											nunca podiam satisfazer os anseios
contraditórios da alma humana.
											""Crime e Castigo"" foi concebido
e completado no ano seguinte,
											aflorando muitos dos mesmos temas.
									","
											Ce portrait sombre de la société russe
											reflète la vie complexe
et l'évolution des idées de l'auteur.
											Jeune écrivain, il abandonne
une carrière militaire vouée à la réussite
											et est attiré par les idées
du socialisme et de la réforme.
											Fyodor rejoint donc
un cercle d'intellectuels
											qui débattent de textes au contenu radical
											bannis par le gouvernement impérial.
											On les a découverts
											et envoyés en prison, Dostoïevski inclus.
											Nombreux furent condamnés
à la peine de mort,
											pour subir finalement un simulacre
avant d'être gracié par le tsar.
											Dostoïevski a passé
les quatre années suivantes
											dans un camp de travail en Sibérie
											avant d'être libéré en 1854.
											Cette expérience l'a conduit à nourrir
une vue bien plus pessimiste
											de la réforme sociale.
											Il s'est alors intéressé davantage
aux aspects spirituels.
											En 1864, dans son essai :
« Les Carnets du sous-sol »,
											il expose sa conviction que
les philosophies occidentales utopiques
											ne pourront jamais satisfaire les désirs
contradictoires de l'âme humaine.
											Il a composé « Crime et Châtiment »
l'année suivante,
											élaborant sur des thématiques similaires.
									","
											Bu kasvetli Rusya toplumu portresi,
											yazarın karmaşık yaşam tecrübelerini
ve gelişen fikirlerini yansıtıyor.
											Gelecek vaat eden askeri kariyeri
geride bırakan genç bir yazar olarak
											Fyodor sosyalizm
ve reform fikirleriyle ilgilendi
											ve İmparatorluk devletinin yasakladığı
radikal metinleri tartışmak için
											bir entelektüeller grubuna katıldı.
											Dostoyevski de dâhil olmak üzere,
											grubun üyeleri,
teşhir edildikten sonra tutuklandılar.
											Birçoğu ölüme mahkum edildi,
											fakat yalancı infaza ve çarın
son dakika affına maruz kaldılar.
											Dostoyevski 1854'de serbest
bırakılmadan önce, sonraki dört yılını
											Sibirya'da bir çalışma kampında geçirdi.
											Bu da ona çok daha pesimist
bir sosyal reform bakışı kazandırdı
											ve odağı manevi konulara yönlendi.
											1864'de yazdığı
""Yeraltından Notlar"" adlı kısa romanında,
											ütopik batılı filozofların hiçbir zaman

											insan ruhunun çelişkili arzularını
tatmin edemeyeceği inancını açıklıyor.
											""Suç ve Ceza"" da bir sonraki yıl
tasarlandı ve tamamlandı,
											birçok aynı temayı içeriyordu.
									","Why should you read ""Crime and Punishment""?",Alex Gendler,4:25,"TED-Ed,animation,death,morality,book,books,literature,novel,culture,world cultures,money,poverty,society,psychology"
"
","
","
","
","Why should you read ""Crime and Punishment""?",Alex Gendler,4:25,"TED-Ed,animation,death,morality,book,books,literature,novel,culture,world cultures,money,poverty,society,psychology"
"
											In many ways,
											the novel follows a common 
narrative thread
											where a promising youth is seduced and
corrupted by the dangers of urban life.
											But its social critique cuts far deeper.
											Raskolnikov rationalizes that 
his own advancement
											at the cost of the exploitative 
pawnbroker’s death
											would be a net benefit to society.
											In doing so,
											he echoes the doctrines of egoism 
and utilitarianism
											embraced by many of Dostoyevsky’s 
contemporary intellectuals.
											And in believing that his intelligence 
allows him to transcend moral taboos,
											Raskolnikov cuts himself off from 
his own humanity.
											Yet although the book is deeply 
concerned with morality,
											""Crime and Punishment"" never comes across
as merely moralizing,
											with each character given their own 
distinctive and convincing voice.
											One of the most remarkable things about
""Crime and Punishment""
											is its ability to thrill
											despite the details of the central murder 
being revealed in the first act.
											Raskolnikov’s crime is clear.
											But it’s only through Dostoyevsky’s 
gripping account
											of the ensuing social and 
psychological turmoil
											that we learn the true nature 
of his punishment–
											and the possibility of redemption.
									","
											De muitas formas, o romance segue
um fio narrativo comum
											em que um jovem promissor é seduzido
e corrompido pelos perigos da vida urbana,
											Mas a sua crítica social vai mais fundo,
											Raskolnikov racionaliza
que o seu progresso
											ao custo da exploração
da morte da penhorista
											seria benéfico para a sociedade.
											Ao fazer isso, ele reflete as doutrinas
de egoísmo e de utilitarismo
											adotadas por muitos dos intelectuais
contemporâneos de Dostoyevsky.
											Ao acreditar que a sua inteligência
lhe permite transcender os tabus morais,
											Raskolnikov separa-se da sua humanidade.
											Mas, embora o livro se preocupe
profundamente com a moral,
											""Crime e Castigo"" nunca é
apenas moralizadora
											em que cada personagem exprime
a sua voz distinta e convincente.
											Uma das coisas mais notáveis
em ""Crime e Castigo""
											é a sua capacidade de ""suspense"",
											apesar dos pormenores do crime principal
serem revelados no primeiro ato.
											O crime de Raskolnikov é claro.
											Mas é apenas através
do relato apaixonante de Dostoyevsky
											do tumulto social e psicológico
que se segue
											que percebemos a verdadeira
natureza do seu castigo
											— e a possibilidade de redenção.
									","
											D'ailleurs, le roman suit
un fil narratif très identique :
											un jeune homme à qui la vie sourit
											se laisse séduire et corrompre
par les dangers de la vie urbaine.
											Mais sa critique
de la société va plus loin.
											Raskolnikov rationalise
que son ascension personnelle
											aux dépens de la mort
de l'usurière sans scrupule
											serait un bienfait pour la société.
											En cela, il fait écho aux doctrines
d'égoïsme et d'utilitarisme
											vantées par de nombreux intellectuels
contemporains de Dostoïevski.
											Convaincu que son intelligence l'autorise
à transcender les tabous moraux,
											Raskolnikov se coupe
de sa propre humanité.
											Alors que le roman tourne
autour de la morale,
											« Crime et Châtiment »
n'est jamais moralisateur.
											Chaque personnage y trouve sa propre voix,
distincte et convaincante.
											Un des éléments les plus remarquables
dans ce roman
											est sa capacité à effrayer
											en dépit du fait que les détails du crime
sont révélés dans le premier acte.
											Le crime de Raskolnikov est évident.
											Mais c'est à travers la narration
poignante de Dostoïevski
											sur la tourmente sociale
et psychologique qui en résulte
											que le lecteur apprend
la vraie nature de son châtiment
											et la possibilité de la rédemption.
									","
											Roman birçok yönden
											gelecek vaat eden bir gençliğin,
şehir yaşamının tehlikeleriyle
											ayartıldığı ve yozlaştırıldığı, 
ortak bir anlatı çizgisinde ilerliyor.
											Fakat sosyal eleştirisi,
daha derinlere iniyor.
											Raskolnikov, istismarcı rehincinin
ölümü pahasına
											kendi yükselişinin
topluma faydalı bir şey olacağı fikrini
											mantığa oturtuyor.
											Böyle yaparak
											Dostoyevski'nin çağdaş entelektüellerinin
birçoğu tarafından benimsenmiş olan
											egoizm ve faydacılık
doktrinlerini hatırlatıyor.
											Raskolnikov zekâsının, ahlaki tabuların
ötesine geçmesini sağladığına inanarak
											kendi insanlığıyla ilişkisini kesiyor.
											Kitap derin bir biçimde
ahlakla ilgili olsa da
											""Suç ve Ceza"" hiçbir zaman yalnızca
ahlaki yönden değerlendirilmez,
											her bir karakterin kendine özgü
ve ikna edici sesi vardır.
											""Suç ve Ceza"" ile ilgili
en dikkat çekici şeylerden birisi,
											esas cinayetin detayları
											birinci perdede ortaya çıkmasına rağmen
heyecan verebilmesidir.
											Raskolnikov'un cinayeti açıktır.
											Fakat yalnızca Dostoyevski'nin
sürükleyici biçimde
											meydana gelen sosyal ve psikolojik
karmaşıklıkları ele almasıyla,
											onun cezasının
— ve kurtarılma olasılığının —
											gerçek doğasını öğreniyoruz.
									","Why should you read ""Crime and Punishment""?",Alex Gendler,4:25,"TED-Ed,animation,death,morality,book,books,literature,novel,culture,world cultures,money,poverty,society,psychology"
