en,es,pt,title,speaker,duration,tags
"
","
","
",Four billion years of evolution in six minutes,Prosanta Chakrabarty,5:41,"evolution,biology,ancient world,biodiversity,animals,apes,fish,life,nature,science,TED Fellows,environment,time"
"
											If we evolved from monkeys,
why are there still monkeys?
									","
											Si provenimos de los monos,
¿por qué hay todavía monos?
									","
											Se nós evoluímos dos macacos,
porque é que os macacos ainda existem?
									",Four billion years of evolution in six minutes,Prosanta Chakrabarty,5:41,"evolution,biology,ancient world,biodiversity,animals,apes,fish,life,nature,science,TED Fellows,environment,time"
"
","
","
",Four billion years of evolution in six minutes,Prosanta Chakrabarty,5:41,"evolution,biology,ancient world,biodiversity,animals,apes,fish,life,nature,science,TED Fellows,environment,time"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									",Four billion years of evolution in six minutes,Prosanta Chakrabarty,5:41,"evolution,biology,ancient world,biodiversity,animals,apes,fish,life,nature,science,TED Fellows,environment,time"
"
","
","
",Four billion years of evolution in six minutes,Prosanta Chakrabarty,5:41,"evolution,biology,ancient world,biodiversity,animals,apes,fish,life,nature,science,TED Fellows,environment,time"
"
											Well, because we're not monkeys,
											we're fish.
									","
											Bueno, porque no somos monos,
											somos peces.
									","
											Bem, porque nós não somos macacos,
											somos peixes.
									",Four billion years of evolution in six minutes,Prosanta Chakrabarty,5:41,"evolution,biology,ancient world,biodiversity,animals,apes,fish,life,nature,science,TED Fellows,environment,time"
"
","
","
",Four billion years of evolution in six minutes,Prosanta Chakrabarty,5:41,"evolution,biology,ancient world,biodiversity,animals,apes,fish,life,nature,science,TED Fellows,environment,time"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									",Four billion years of evolution in six minutes,Prosanta Chakrabarty,5:41,"evolution,biology,ancient world,biodiversity,animals,apes,fish,life,nature,science,TED Fellows,environment,time"
"
","
","
",Four billion years of evolution in six minutes,Prosanta Chakrabarty,5:41,"evolution,biology,ancient world,biodiversity,animals,apes,fish,life,nature,science,TED Fellows,environment,time"
"
											Now, knowing you're a fish
and not a monkey
											is actually really important
to understanding where we came from.
											I teach one of the largest
evolutionary biology classes in the US,
											and when my students finally understand
why I call them fish all the time,
											then I know I'm getting my job done.
											But I always have to start my classes
by dispelling some hardwired myths,
											because without really knowing it,
many of us were taught evolution wrong.
									","
											Ahora, saber que somos peces y no monos
											es en verdad muy importante
para comprender de dónde venimos.
											Enseño una de las clases de biología 
evolutiva más grandes de EE.UU.
											y cuando mis alumnos finalmente entienden
por qué los llamo peces todo el tiempo,
											entonces sé que estoy haciendo mi trabajo.
											Pero siempre tengo que empezar mis clases
disipando algunos mitos innatos,
											porque sin ser realmente conscientes,
											a muchos se nos enseñó 
la evolución equivocada.
									","
											Agora, saber que somos peixes
e não macacos
											é, na verdade, muito importante
para entender de onde viemos.
											Eu ensino uma dos maiores
turmas de biologia evolutiva nos EUA,
											e quando os meus alunos
finalmente entendem
											porque é que eu estou sempre
a chamar-lhes peixes,
											então eu sei que estou a fazer bem
o meu trabalho.
											Mas começo sempre as minhas aulas
por dissipar alguns mitos já programados,
											porque, mesmo sem saber, muitos de nós
aprenderam uma versão errada da evolução.
									",Four billion years of evolution in six minutes,Prosanta Chakrabarty,5:41,"evolution,biology,ancient world,biodiversity,animals,apes,fish,life,nature,science,TED Fellows,environment,time"
