en,es,tr,fr,de,pt,title,speaker,duration,tags
"
","
","
","
","
","
",Pay attention to penguins,Dee Boersma,15:09,"animals,global issues,mission blue,oceans,science,birds"
"
											I want to talk about penguins today.
											But first, I want to start by saying that
											we need a new operating system,
											for the oceans and for the Earth.
											When I came to the Galapagos 40 years ago,
											there were 3,000 people
											that lived in the Galapagos.
											Now there are over 30,000.
											There were two Jeeps on Santa Cruz.
											Now, there are around a thousand trucks
											and buses and cars there.
											So the fundamental problems that we face
											are overconsumption and too many people.
											It's the same problems in the Galapagos,
											except, obviously,
											it's worse here, in some ways, than other places.
											Because we've only doubled the population of the Earth
											since the 1960s — a little more than doubled —
											but we have 6.7 billion people in the world,
											and we all like to consume.
											And one of the major problems that we have
											is our operating system
											is not giving us the proper feedback.
											We're not paying the true
											environmental costs of our actions.
									","
											Hoy les quiero hablar sobre los pingüinos,
											pero antes, quiero comenzar contándoles que
											necesitamos un nuevo sistema operativo
											para los océanos y para la Tierra.
											Cuando fui a las Islas Galápagos hace 40 años,
											habían 3.000 personas
											que habitaban las Islas Galápagos.
											Ahora hay más de 30.000.
											Habían dos Jeep en Santa Cruz.
											Actualmente, hay más de cien camiones
											y buses y automóviles en esa zona.
											Entonces, los problemas fundamentales que enfrentamos
											son el sobreconsumo y el exceso de gente.
											Son los mismo problemas que en Galápagos,
											a excepción, obviamente,
											que acá es peor, de cierta forma, que en otros lugares.
											Porque hemos duplicado la población de la Tierra
											desde 1960, un poco más que duplicado.
											Pero tenemos 6,700 millones de personas en el mundo.
											Y a todos nos gusta consumir.
											Y uno de los principales problemas que tenemos
											es que nuestro sistema operativo
											no nos está entregando la información adecuada.
											No estamos pagando los verdaderos
											costos ambientales de nuestras acciones.
									","
											Bugün penguenler hakkında konuşmak istiyorum,
											ama ilk önce sözlerime
											dünya ve okyanuslar için yeni bir işletim sistemine
											ihtiyacımız olduğunu söyleyerek başlamak istiyorum.
											Kırk yıl önce Galapagos'a geldiğimde
											Galapagos’da
											3000 insan yaşıyordu.
											şimdi ise 30.000'den fazla.
											Santa Cruz’da iki tane cip (jeep) vardı,
											şimdi ise yaklaşık olarak bin tane kamyonet,
											otobüs ve araba var.
											Bu yüzden yüz yüze geldiğimiz temel problemler
											aşırı tüketim ve nüfus fazlalığı.
											Galapagos’daki sorunlar da aynı
											Farklı olarak, bariz bir şekilde
											buradaki problemler diğer yerlerden bazı yönlerden daha kötü.
											çünkü 1960'lardan bu yana dünya nüfusu iki katına çıktı
											Hatta iki katından biraz daha fazlasına.
											Bugün dünyada 6.7 milyar insan yaşıyor
											Ve hepimiz tüketmeye bayılıyoruz
											Ve esas problemlerimizden birisi de
											işletim sistemimizin
											bize düzgün bir geri bildirim vermemesi.
											Hareketlerimizin gerçek çevresel bedelini
											ödemiyoruz.
									","
											Aujourd'hui, je veux vous parler des pingouins.
											mais d'abord, je veux commencer par dire que
											nous avons besoin d'un nouveau système d'exploitation,
											tant pour les océans que pour la Terre.
											Lorsque je suis venue aux Galapagos il y a quarante ans,
											3.000 personnes
											y vivaient.
											Maintenant il y en a plus de 30.000.
											Il y a avait deux Jeeps à Santa Cruz.
											Maintenant il y a à peu près 1000 camions,
											bus et voitures.
											Les problèmes fondamentaux auxquels nous sommes confrontés
											sont la surconsommation et la surpopulation.
											C'est le même problème qui se pose aux Galapagos,
											sauf, qu'évidemment,
											c'est pire ici, d'une certaine manière, que dans d'autres endroits.
											Parce que la population mondiale n'a fait que doubler
											depuis les années 60 — un peu plus que doubler.
											Mais il y a 6,7 milliards d'humains sur Terre.
											Et nous aimons tous consommer.
											Et un des principaux problèmes que nous connaissons
											est que notre système d'exploitation
											ne nous donne pas le bon feedback.
											Nous ne payons pas le véritable
											prix environnemental de nos actions.
									","
											Ich möchte heute über Pinguine sprechen,
											aber zunächst möchte ich sagen,
											dass wir ein neues Bewirtschaftungssystem
											für die Ozeane und für die Erde brauchen.
											Als ich vor 40 Jahren auf die Galápagos-Inseln kam,
											gab es 3.000 Menschen,
											die dort lebten.
											Heute gibt es über 30.000.
											Es gab zwei Jeeps auf Santa Cruz.
											Heute gibt es dort um die tausend LKWs,
											Busse und PKWs.
											Die grundlegenden Probleme, mit denen wir konfrontiert sind,
											sind also ein zu hoher Konsum und zu viele Menschen.
											Auf den Galápagos-Inseln gibt es dieselben Probleme,
											außer dass sie hier offensichtlich
											in gewisser Weise schwerwiegender sind als anderswo.
											Denn die Gesamtbevölkerung der Erde hat sich seit den 1960ern
											nur verdoppelt – etwas mehr als verdoppelt.
											Doch es gibt 6,7 Milliarden Menschen auf der Welt.
											Und wir alle konsumieren gern.
											Und eines unserer Hauptprobleme ist,
											dass unser Bewirtschaftungssystem
											uns keine brauchbaren Rückmeldungen liefert.
											Wir zahlen nicht die echten
											ökologischen Kosten unserer Lebensweise.
									","
											Hoje vou falar de pinguins.
											Mas, primeiro, quero começar por dizer
											que precisamos de um novo
sistema de exploração
											tanto para os oceanos como para a Terra.
											Quando cheguei aos Galápagos
há 40 anos,
											havia 3000 pessoas
a viver nos Galápagos.
											Agora há mais de 30 000.
											Havia dois jipes em Santa Cruz.
											Agora há cerca de mil camiões,
autocarros e automóveis.
											Os problemas fundamentais
que temos pela frente
											são o consumo exagerado
e demasiadas pessoas.
											É o mesmo problema nos Galápagos,
											exceto, obviamente,
											que, de certa forma, aqui
é pior do que noutros locais,
											porque a população do planeta duplicou
											desde os anos 60 
— um pouco mais que o dobro.
											Temos 6700 milhões de pessoas no mundo
											e todos gostamos de consumir.
											Um dos principais problemas que temos
											é o nosso sistema de exploração
											que não nos dá um ""feedback"" adequado.
											Não estamos a pagar
o custo ambiental real
											das nossas ações.
									",Pay attention to penguins,Dee Boersma,15:09,"animals,global issues,mission blue,oceans,science,birds"
"
","
","
","
","
","
",Pay attention to penguins,Dee Boersma,15:09,"animals,global issues,mission blue,oceans,science,birds"
"
											And when I came at age 22 to live on Fernandina,
											let me just say, that I had never
											camped before.
											I had never lived alone
											for any period of time,
											and I'd never slept with sea lions
											snoring next to me all night.
											But moreover, I'd never lived on an uninhabited island.
											Punta Espinosa is where I lived for over a year,
											and we call it uninhabited
											because there are no people there.
											But it's alive with life;
											it's hardly uninhabited.
											So a lot has happened in the last 40 years,
									","
											Y cuando a los 22 años me fui a vivir a Fernandina,
											sólo déjenme contarles, que nunca antes
											había acampado.
											Nunca había vivido sola,
											por ningún período de tiempo.
											Y nunca había dormido con leones marinos
											roncando a mi lado toda la noche.
											Más aún, nunca había vivido en una isla desierta.
											Viví más de un año en Punta Espinosa.
											Le decimos desierta
											porque no hay gente en ese lugar.
											Pero está lleno de vida.
											Y apenas hay personas.
											Entonces, han pasado muchas cosas en los últimos 40 años
									","
											Ben 22 yaşında Fernandina'ya yaşamaya geldiğimde
											müsadenizle söyleyeyim, daha önce
											hiç kamp yapmamıştım.
											çok kısa süreliğine olsa dahi
											hiç yalnız yaşamamıştım,
											Ve bütün gece boyunca yanımda horlayan
											deniz aslanlarıyla birlikte hiç uyumamıştım.
											Daha da ötesi, daha önce ıssız bir adada yaşamamıştım.
											Punta Espinosa’da bir yıldan fazla yaşadım.
											biz oraya ıssız ada diyorduk
											çünkü hiç insan yoktu.
											Ama aslında hiç de ıssız değildi,
											içindeki hayatlarla birlikte canlıydı.
											Geçen 40 yılda çok şey oldu
									","
											Et lorsque je suis venue vivre à l'âge de 22 ans sur Fernandina,
											laissez-moi vous dire que je n'avais jamais
											fait de camping auparavant.
											Je n'avais jamais habité seule,
											même brièvement.
											Et je n'avais jamais dormi à côté de lions de mer
											ronflant toute la nuit à côté de moi.
											De plus, je n'avais jamais vécu sur une île déserte.
											J'ai vécu à Punta Espinosa pendant plus d'un an.
											Nous disons que c'est une île déserte
											parce qu'il n'y y a personne
											Mais elle grouille de vie.
											Elle n'est pas du tout déserte.
											Beaucoup de choses se sont passées depuis 40 ans.
									","
											Als ich mit 22 nach Fernandina kam,
											hatte ich übrigens
											noch nie zuvor gezeltet.
											Ich hatte noch nie allein gelebt,
											für keinen noch so kurzen Zeitraum.
											Und ich hatte noch nie neben
											schnarchenden Seelöwen geschlafen.
											Darüber hinaus hatte ich noch nie auf einer unbewohnten Insel gelebt.
											Ich lebte über ein Jahr in Punta Espinosa.
											Wir bezeichnen sie zwar als unbewohnt,
											weil dort keine Menschen sind.
											Aber sie wimmelt nur so von Leben.
											Sie ist schwerlich unbewohnt.
											Es ist in den letzten 40 Jahren also eine Menge passiert.
									","
											Quando, aos 22 anos,
vim viver para Fernandina,
											devo confessar,
											nunca tinha acampado.
											Nunca tinha vivido sozinha
											por pouco tempo que fosse
											e nunca tinha dormido
com leões-marinhos,
											a ressonar ao meu lado
durante toda a noite.
											Mais ainda, nunca tinha vivido
numa ilha desabitada.
											Vivi em Punta Espinosa
durante mais de um ano.
											Chamávamos-lhe desabitada
											porque não havia lá pessoas.
											Mas transborda de vida.
											Não é nada desabitada.
											Muita coisa aconteceu
nos últimos 40 anos.
									",Pay attention to penguins,Dee Boersma,15:09,"animals,global issues,mission blue,oceans,science,birds"
"
","
","
","
","
","
",Pay attention to penguins,Dee Boersma,15:09,"animals,global issues,mission blue,oceans,science,birds"
"
											and what I learned when I came to the Galapagos
											is the importance of wild places, wild things,
											certainly wildlife,
											and the amazing qualities that penguins have.
											Penguins are real athletes:
											They can swim 173 kilometers in a day.
											They can swim at the same speed day and night —
											that's faster than any Olympic swimmer.
											I mean, they can do like seven kilometers an hour
											and sustain it.
											But what is really amazing, because of this deepness here,
											Emperor penguins can go down
											more than 500 meters
											and they can hold their breath for 23 minutes.
											Magellanic penguins, the ones that I work on,
											they can dive to about 90 meters
											and they can stay down for
											about 4.6 minutes.
											Humans, without fins: 90 meters, 3.5 minutes.
											And I doubt anybody in this room
											could really hold their breath for 3.5 minutes.
											You have to train to be able to do that.
											So penguins are amazing athletes.
									","
											Y lo que aprendí cuando fui a las Islas Galápagos
											es la importancia de los lugares salvajes, las cosas salvajes,
											la vida salvaje, por cierto
											y las sorprendentes cualidades que poseen los pingüinos.
											Los pingüinos son unos verdaderos atletas
											pueden nadar 173 km diarios.
											Pueden nadar a la misma velocidad de día y de noche.
											Eso es más rápido que cualquier nadador olímpico.
											Quiero decir que pueden nadar casi 7 km por hora
											y mantenerlo.
											Pero lo que es de verdad sorprendente, debido a lo profundo de esta zona,
											es que los pingüinos emperadores pueden sumergirse
											más de 500 metros.
											Y pueden aguantar la respiración por 23 minutos.
											Los pingüinos de Magallanes, los que yo estudio,
											pueden sumergirse casi 90 metros.
											Y se mantienen bajo el agua
											unos 4,6 minutos.
											Los humanos, sin aletas, 90 metros, 3,5 minutos,
											y dudo que alguien en esta sala
											de verdad pueda aguantar la respiración durante 3,5 minutos.
											Hay que practicar para poder hacerlo.
											Así que los pingüinos son unos sorprendentes atletas.
									","
											Ve Galapagos’a geldiğimde öğrendiğim
											şeylerden biri vahşi yerlerin, vahşi şeylerin
											kesinlikle vahşi hayatın önemi
											ve penguenlerin sahip olduğu inanılmaz nitelikler oldu.
											Penguenler gerçek atlettirler
											Bir günde 173 km. yüzebilirler.
											Gece ve gündüz aynı hızda yüzmeye devam edebilirler
											Ki bu olimpik bir yüzücüden daha hızlıdır.
											Onlar saatte 7km.yüzebilirler,
											ve bunu devam ettirebilirler.
											Ama esas inanılmaz olan burdaki derinlik,
											imparator penguenler
											500 metreden daha fazla derine inebilirler
											Ve nefeslerini 23 dakika tutabilirler.
											üzerlerinde çalıştığım Magellanic penguenleri
											90 metreye dalabilirler.
											Ve orada yaklaşık olarak
											4.6 dakika kalabilirler.
											insanlar paletler olmadan, 90 metre, 3.5 dakika
											ve eminim ki bu odadaki hiç kimse
											nefesini 3.5 dakika tutamaz.
											Bunu yapabilmeniz için eğitim almanız gerekir.
											Yani penguenler inanılmaz atletlerdir.
									","
											Et ce que j'ai appris quand je suis venue aux Galapagos
											c'est l'importance des endroits sauvages, des choses sauvages,
											de la flore et la faune pour sûr,
											et les incroyables qualités des pingouins.
											Les pingouins sont de véritables athlètes.
											Ils peuvent nager 173km en une journée.
											Ils peuvent nager à la même vitesse de jour comme de nuit.
											Ils sont plus rapides que n'importe quel nageur olympique.
											Ils peuvent nager à 7km à l’heure
											et soutenir ce rythme.
											Ce qui est vraiment incroyable, à cause de la profondeur ici,
											c'est que les manchots empereurs peuvent descendre
											à plus de 500 mètres.
											Ils peuvent retenir leur respiration pendant 23 minutes.
											Les manchots de Magellan, ceux que j'étudie,
											peuvent plonger à environ 90 mètres,
											et rester sous l'eau pendant
											environ 4,6 minutes.
											Les humains, sans palmes, font 90 mètres et 3,5 minutes,
											et je doute que quiconque dans cette pièce
											puisse réellement retenir sa respiration durant trois minutes et demi.
											Vous devez vous entrainer pour pouvoir faire cela.
											Les pingouins sont donc d'incroyables athlètes.
									","
											Als ich auf die Galápagos-Inseln kam, habe ich gelernt,
											wie wichtig wilde Orte, wilde Tiere,
											die freie Wildbahn sind
											und welche erstaunlichen Fähigkeiten Pinguine haben.
											Pinguine sind richtige Athleten.
											Sie können 173 km am Tag schwimmen.
											Sie können Tag und Nacht bei gleicher Geschwindigkeit schwimmen.
											Das ist schneller als ein olympischer Schwimmer.
											Sie können 7 km/h schnell schwimmen
											und das ausdauernd.
											Aber wirklich erstaunlich ist, wegen dieser Tiefe hier,
											dass Kaiserpinguine mehr als
											500 Meter tief tauchen können.
											Sie können den Atem 23 Minuten lang anhalten.
											Magellan-Pinguine, die ich erforsche,
											können etwa 90 Meter tief tauchen.
											Und sie bleiben etwa
											4,6 Minuten lang unter Wasser.
											Menschen ohne Flossen schaffen 90 Meter und 3,5 Minuten,
											und ich bezweifle, dass irgendjemand in diesem Raum
											wirklich seinen Atem 3,5 Minuten lang anhalten könnte.
											Man muss trainieren, um das zu erreichen.
											Pinguine sind also erstaunliche Athleten.
									","
											O que aprendi,
quando vim para os Galápagos,
											foi a importância dos locais selvagens,
dos seres selvagens,
											da vida selvagem
											e das qualidades espantosas
que os pinguins têm.
											Os pinguins são uns verdadeiros atletas.
											Podem nadar 173 km por dia.
											Podem nadar à mesma velocidade,
tanto de dia como de noite
											— nadam mais depressa
do que um nadador olímpico.
											Ou seja, podem nadar a 7 km/hora
											e manter essa velocidade.
											Mas o que é deveras espantoso,
por causa da profundidade aqui
											é que os pinguins-imperadores
podem mergulhar
											a mais de 500 metros
											e podem suster a respiração
durante 23 minutos.
											Os pinguins-de-magalhães,
aqueles com que trabalho,
											podem mergulhar a cerca de 90 metros
											e manter-se lá e baixo
durante cerca de 4,6 minutos.
											Os seres humanos, sem barbatanas:
90 metros, 3 minutos e meio,
											mas duvido que haja alguém nesta sala
											que consiga suster a respiração
durante 3 minutos e meio.
											É preciso trenar muito
para o conseguir.
											Assim, os pinguins são atletas espantosos.
									",Pay attention to penguins,Dee Boersma,15:09,"animals,global issues,mission blue,oceans,science,birds"
"
","
","
","
","
","
",Pay attention to penguins,Dee Boersma,15:09,"animals,global issues,mission blue,oceans,science,birds"
"
											The other thing is, I've never met anybody
											that really doesn't say that they like penguins.
											They're comical, they walk upright,
											and, of course, they're diligent.
											And, more importantly, they're well-dressed.
											So they have all the criteria
											that people normally like.
											But scientifically, they're amazing because they're sentinels.
											They tell us about our world in a lot of different ways,
											and particularly the ocean.
									","
											Por otro lado, nunca he conocido a nadie
											que de verdad diga que no le gustan los pingüinos.
											Son cómicos, caminan derechos,
											y, por supuesto, son diligentes.
											Y lo más importante, van bien vestidos.
											Así que cumplen todos los requisitos
											que la gente busca normalmente.
											Pero científicamente, son sorprendentes porque son centinelas.
											Nos dan cuenta de nuestro mundo de muchas formas diferentes,
											en particular, del océano.
									","
											Diğer birşey de gerçekten penguenleri sevmediğini söyleyen biriyle
											bugüne kadar karşılaşmadım.
											Penguenler komiktirler, iki ayakları üzerinde yürürler,
											Ve tabii ki çalışkandırlar,
											Ve daha da önemlisi, iyi giyinmişlerdir.
											Yani insanların normalde sevdiği
											bütün kriterlere sahiptirler.
											Ama bilimsel olarak onlar inanılmazlardır çünkü gözcüdürler.
											bizim dünyamızı bize pek çok farklı yoldan anlatirlar
											özellikle de okyanusları.
									","
											L'autre chose est que je n'ai jamais rencontré quelqu'un
											qui dise ne pas aimer les pingouins.
											Ils sont drôles, ils marchent en se tenant tout droit,
											et, bien sûr, sont appliqués.
											Encore plus important, ils sont bien habillés.
											Ils répondent à tous les critères
											que les gens aiment habituellement.
											D'un point de vue scientifique, ils sont formidables parce que ce sont des sentinelles.
											Ils nous disent des choses sur notre monde de plein de manières différentes,
											et en particulier, sur les océans.
									","
											Ein anderer Aspekt ist, dass mir noch nie jemand begegnet ist,
											der wirklich keine Pinguine mag.
											Sie sind komisch, sie laufen aufrecht
											und sind natürlich fleißig.
											Und, was noch wichtiger ist, sie sind gut gekleidet.
											Sie erfüllen also alle Kriterien,
											die den Leuten normalerweise gefallen.
											Aus wissenschaftlicher Sicht aber sind sie deshalb erstaunlich, weil sie Wächter sind.
											Sie teilen uns viele verschiedene Dinge über unsere Welt mit,
											besonders über das Meer.
									","
											A outra coisa é que
eu nunca encontrei ninguém
											que não diga que gosta de pinguins.
											São cómicos, andam em pé
											e, claro, são diligentes.
											Mais importante ainda,
andam bem vestidos.
											Portanto, obedecem a todos os critérios
											de que as pessoas normalmente gostam.
											Mas cientificamente, são espantosos
porque são sentinelas.
											Falam-nos do nosso mundo
de muitas maneiras diferentes
											em especial do oceano.
									",Pay attention to penguins,Dee Boersma,15:09,"animals,global issues,mission blue,oceans,science,birds"
"
","
","
","
","
","
",Pay attention to penguins,Dee Boersma,15:09,"animals,global issues,mission blue,oceans,science,birds"
"
											This is a picture of a Galapagos penguin
											that's on the front of a little zodiac here in the Galapagos.
											And that's what I came to study.
											I thought I was going to study the social behavior of Galapagos penguins,
											but you already know
											penguins are rare.
											These are the rarest penguins in the world.
											Why I thought I was going to be able to do that, I don't know.
											But the population has changed
											dramatically since I was first here.
											When I counted penguins for the first time
											and tried to do a census,
											we just counted all the individual beaks that we could
											around all these islands.
											We counted around 2,000, so I don't know how many penguins there really are,
											but I know I can count 2,000.
											If you go and do it now, the national parks
											count about 500.
											So we have a quarter of the penguins
											that we did 40 years ago.
											And this is true of most of our living systems.
											We have less than we had before,
											and most of them are in fairly steep decline.
											And I want to just show you a little bit about why.
									","
											Esta es una imagen de un pingüino de las Galápagos
											que se encuentra frente a un pequeño bote inchable aquí en las Galápagos
											y esos son los pingüinos que fui a estudiar.
											Pensaba que iba a estudiar el comportamiento social de los pingüinos de las Galápagos,
											pero como ya saben
											los pingüinos son raros.
											Estos son los animales más raros del mundo.
											La razón de por qué pensé que iba a ser capaz de hacerlo la desconozco.
											Pero la población ha cambiado
											de manera dramática desde la primera vez que estuve allí.
											Cuando conté por primera vez los pingüinos
											e intenté hacer un censo,
											sólo contamos a todos los individuos que pudimos
											en todas estas islas.
											Contamos alrededor de 2.000, así que no sé cuántos pingüinos hay en realidad,
											pero sé que al menos hay 2.000.
											Pero si van y lo hacen ahora, en los parques nacionales
											cuentan unos 500.
											Así que tenemos una cuarta parte de los pingüinos
											que teníamos hace 40 años.
											Y esto sucede en la mayoría de nuestros sistemas vivos.
											Tenemos menos de lo que teníamos antes,
											y la mayoría de ellos van en descenso agudo.
											Y quiero mostrarle un poco el por qué.
									","
											Bu bir Galapagos pengueninin fotoğrafı
											Galapagos’ta ki küçük bir zodyak botunun önünde.
											Ve bu üzerinde çalışmaya geldiğim şey.
											Galagapos penguenlerinin sosyal davranışları üzerine çalışacağımı düşünmüştüm,
											Ama hepinizin bildiği gibi
											Penguenler türüne az rastananlardır.
											Bunlar dünyada türüne en az rastlanan penguenler
											Niye bunu yapabileceğimi düşünmüştüm, bilmiyorum.
											Ama buraya ilk geldiğimden beri
											nüfus çarpıcı olarak değişti.
											Penguenleri ilk saydığımda,
											bir nüfus sayımı yapmaya çalıştığımda
											bu adalarin etrafında sayabileceğimiz
											bütün ayrı gagaları saydık.
											Yaklaşık olarak 2000 tane hesapladık bu yüzden kesin olarak orada kaç tane penguen var bilmiyorum
											Ama 2000’e kadar sayabileceğimi biliyorum.
											Eğer bunu şimdi gidip yaparsanız,
											Ulusal parklarda yaklaşık olarak 500 tane var.
											Yani şu an 40 yıl önce saydığımız penguenlerin
											%25’ine sahibiz.
											Ve bu pek çok yaşayan canlımız için geçerli
											şuan da eskiden sahip olduklarımızdan daha azına sahibiz
											ve pek çok canlımızın sayısı giderek azalıyor
											Size niye böyle olduğunu göstermek istiyorum
									","
											Voici la photo d'un pingouin des Galapagos
											sur l'étrave d'un petit zodiac ici aux Galapagos.
											Ce sont eux que je suis venue étudier.
											Je pensais que j'allais étudier le comportement social des pingouins des Galapagos,
											mais comme vous le savez
											les pingouins sont rares.
											Ceux-ci sont les pingouins les plus rares au monde.
											Pourquoi ai-je pensé que j'arriverais à le faire, je ne sais pas.
											Mais la population a changé
											de manière spectaculaire depuis ma première visite.
											Lorsque j'ai compté les pingouins la première fois
											et que j'ai essayé de faire un recensement,
											nous avons juste compté tous les becs que nous avons pu
											sur toutes ces îles.
											Nous en avions compté environ 2.000. Je ne sais pas combien de pingouins il y a en réalité,
											mais je sais que j'ai pu en compter 2.000.
											Si vous alliez faire ce recensement maintenant, le parc national en
											dénombre environ 500.
											Il reste donc un quart des pingouins
											que l'on dénombrait il y a 40 ans.
											Ceci est vrai de la plupart des systèmes vivants.
											Il y en a moins qu'avant,
											et la plupart déclinent assez rapidement.
											Je veux simplement vous montrer une partie de l'explication.
									","
											Das ist ein Bild von einem Galápagos-Pinguin,
											der an einem kleinen Wendekreis auf den Galápagos-Inseln lebt.
											Diesen wollten wir erforschen.
											Ich dachte, ich würde das Sozialverhalten von Galápagos-Pinguinen studieren,
											aber wie Sie wissen,
											sind Pinguine selten.
											Diese hier sind die seltensten Pinguine der Welt.
											Warum ich dachte, dass ich das schaffen würde, weiß ich nicht.
											Aber die Population hat sich
											drastisch verändert, seit ich zum ersten Mal da war.
											Als ich zum ersten Mal die Pinguine zählte,
											eine Art Volkszählung machte,
											haben wir einfach alle Schnäbel gezählt, die wir
											auf diesen Inseln entdecken konnten.
											Wir haben etwa 2.000 gezählt, also weiß ich nicht, wie viele Pinguine es wirklich gibt,
											aber ich weiß, dass ich bis 2.000 zählen kann.
											Wenn man heute losgeht und zählt,
											kommen die Nationalparks auf etwa 500.
											Es gibt also nur noch ein Viertel der Pinguine,
											die es vor 40 Jahren gab.
											Und das trifft auf die meisten Lebewesen zu.
											Es gibt weniger als zuvor,
											und bei den meisten ist der Rückgang drastisch.
											Ich möchte Ihnen zeigen, warum das so ist.
									","
											Esta é uma foto de um pinguim
dos Galápagos
											na beira de um pequeno 
zodíaco nos Galápagos.
											É o que eu vim estudar.
											Eu julgava que ia estudar o comportamento
social dos pinguins dos Galápagos
											mas, como sabem, os pinguins são raros.
											Estes são os pinguins mais raros do mundo,
											Não sei porque é que eu pensava
que seria capaz disso.
											Mas a população mudou drasticamente
											desde que estive aqui a primeira vez.
											Quando contei os pinguins
pela primeira vez
											e tentei fazer um recenseamento,
											só contámos todos os bicos
individuais que podíamos
											em volta destas ilhas.
											Contámos uns 2000, mas não sei
ao certo quantos pinguins havia.
											Mas sei que contei até 2000.
											Se lá forem hoje, os parques nacionais
											contam cerca de 500.
											Portanto, temos um quarto dos pinguins
											que tínhamos há 40 anos.
											Isto passa-se com a maior parte
dos nossos sistemas de vida.
											Temos menos do que tínhamos outrora
											e a maior parte está
num declínio acentuado.
											Quero mostrar-vos porquê.
									",Pay attention to penguins,Dee Boersma,15:09,"animals,global issues,mission blue,oceans,science,birds"
