en,es,tr,title,speaker,duration,tags
"
","
","
",Let's design social media that drives real change,Wael Ghonim,13:34,"activism,big problems,collaboration,communication,computers,democracy,Egypt,entrepreneur,government,innovation,Internet,media,Middle East,politics,social media,social change,society,state-building,web"
"
											I once said,
											""If you want to liberate a society,
											all you need is the Internet.""
											I was wrong.
									","
											Una vez dije:
											""Si quieres liberar a una sociedad,
											todo lo que necesitas es Internet"".
											Me equivoqué.
									","
											Bir keresinde dedim ki:
											""Bir toplumu özgürleştirmek istiyorsan,
											tek ihtiyacın olan şey İnternet""
											Yanılmışım.
									",Let's design social media that drives real change,Wael Ghonim,13:34,"activism,big problems,collaboration,communication,computers,democracy,Egypt,entrepreneur,government,innovation,Internet,media,Middle East,politics,social media,social change,society,state-building,web"
"
","
","
",Let's design social media that drives real change,Wael Ghonim,13:34,"activism,big problems,collaboration,communication,computers,democracy,Egypt,entrepreneur,government,innovation,Internet,media,Middle East,politics,social media,social change,society,state-building,web"
"
											I said those words back in 2011,
											when a Facebook page I anonymously created
											helped spark the Egyptian revolution.
											The Arab Spring revealed
social media's greatest potential,
											but it also exposed
its greatest shortcomings.
											The same tool that united us
to topple dictators
											eventually tore us apart.
											I would like to share my own experience
in using social media for activism,
											and talk about some of the challenges
I have personally faced
											and what we could do about them.
									","
											Dije estas palabras en 2011,
											cuando una página de Facebook, 
que había creado anónimamente,
											ayudó a desencadenar 
la revolución egipcia.
											La Primavera Árabe reveló 
el gran poder de los medios sociales,
											pero también expuso su mayor defecto.
											La misma herramienta que nos unía 
para derrocar dictadores,
											acabó separándonos.
											Me gustaría compartir mi experiencia 
en las redes sociales y el activismo
											y hablar sobre algunos de los desafíos
a los que me enfrenté,
											y qué podríamos hacer contra ellos.
									","
											Bu sözleri, 2011'de oluşturduğum anonim
											bir Facebook sayfası Mısır devriminin
											ortaya çıkışını sağladığında söylemiştim.
											Arap Baharı sosyal medyanın en büyük 
potansiyelini gösterdi.
											Öte yandan en büyük kusurlarını da 
ortaya çıkarttı.
											Diktatörleri devirmek için 
bizi birleştiren araç,
											zamanla bizi birbirimizden ayırdı.
											Sosyal medyayı aktivizm için kullanmak 
konusunda kendi tecrübemi paylaşmak,
											kişisel olarak karşılaştığım 
zorluklardan bazılarından ve
											yapabileceklerimizden 
bahsetmek isterim.
									",Let's design social media that drives real change,Wael Ghonim,13:34,"activism,big problems,collaboration,communication,computers,democracy,Egypt,entrepreneur,government,innovation,Internet,media,Middle East,politics,social media,social change,society,state-building,web"
"
","
","
",Let's design social media that drives real change,Wael Ghonim,13:34,"activism,big problems,collaboration,communication,computers,democracy,Egypt,entrepreneur,government,innovation,Internet,media,Middle East,politics,social media,social change,society,state-building,web"
"
											In the early 2000s,
											Arabs were flooding the web.
											Thirsty for knowledge, for opportunities,
											for connecting with the rest
of the people around the globe,
											we escaped our frustrating
political realities
											and lived a virtual, alternative life.
											Just like many of them,
I was completely apolitical until 2009.
											At the time, when I logged
into social media,
											I started seeing more and more Egyptians
											aspiring for political change
in the country.
											It felt like I was not alone.
									","
											A principios de este siglo,
											los árabes inundaban la red.
											Sedientos de conocimiento, 
buscando oportunidades
											para conectar con el resto 
de la gente del mundo,
											escapábamos de nuestra 
frustrante realidad política
											y vivíamos una vida virtual alternativa.
											Como muchos de ellos, yo era completamente
apolítico hasta el 2009.
											Entonces, cuando entré 
en los medios sociales,
											empecé a ver a más y más egipcios
											que aspiraban a un cambio político 
en el país.
											Sentí que no estaba solo.
									","
											2000'lerin başında,
											Araplar İnternet'e akın etmişti.
											Bilgiye ve fırsatlara ulaşma,
											dünyadaki diğer insanlarla bağlantı 
kurabilme arzusuyla
											kendi sinir bozucu siyasi 
gerçeklerimizden kaçarak
											sanal, alternatif bir hayat yaşıyorduk.
											Birçoğu gibi ben de 2009'a 
kadar apolitiktim.
											Sosyal medya dünyasına girdiğimde
											gittikçe daha çok Mısırlının ülkede
											siyasal değişimi arzuladığını gördüm.
											Yalnız olmadığımı hissettim.
									",Let's design social media that drives real change,Wael Ghonim,13:34,"activism,big problems,collaboration,communication,computers,democracy,Egypt,entrepreneur,government,innovation,Internet,media,Middle East,politics,social media,social change,society,state-building,web"
"
","
","
",Let's design social media that drives real change,Wael Ghonim,13:34,"activism,big problems,collaboration,communication,computers,democracy,Egypt,entrepreneur,government,innovation,Internet,media,Middle East,politics,social media,social change,society,state-building,web"
"
											In June 2010,
											Internet changed my life forever.
											While browsing Facebook,
											I saw a photo, a terrifying photo,
of a tortured, dead body
											of a young Egyptian guy.
											His name was Khaled Said.
											Khaled was a 29-year-old Alexandrian
who was killed by police.
											I saw myself in his picture.
											I thought, ""I could be Khaled.""
									","
											En junio de 2010,
											Internet me cambió la vida para siempre.
											Mientras navegaba por Facebook,
											vi una foto, una foto aterradora, 
de un cadáver torturado,
											de un joven egipcio.
											Su nombre era Khaled Said.
											Khaled era un alejandrino de 29 años
que la policía había matado.
											Me vi a mí mismo en esa imagen.
											Pensé: ""yo podría ser Khaled"".
									","
											Haziran 2010'da
											İnternet hayatımı
sonsuza kadar değiştirdi.
											Facebook'ta dolaşırken
											korkunç bir fotoğraf gördüm:
											Mısırlı gencin işkence edilmiş, ölü bedeni.
											Adı Khaled Said.
											Khaled polis tarafından öldürülmüş 
29 yaşında bir İskenderiyeliydi.
											Onun fotoğrafında kendimi gördüm.
											""Ben de Khaled olabilirdim"" diye düşündüm.
									",Let's design social media that drives real change,Wael Ghonim,13:34,"activism,big problems,collaboration,communication,computers,democracy,Egypt,entrepreneur,government,innovation,Internet,media,Middle East,politics,social media,social change,society,state-building,web"
"
","
","
",Let's design social media that drives real change,Wael Ghonim,13:34,"activism,big problems,collaboration,communication,computers,democracy,Egypt,entrepreneur,government,innovation,Internet,media,Middle East,politics,social media,social change,society,state-building,web"
"
											I could not sleep that night,
and I decided to do something.
											I anonymously created a Facebook page
											and called it ""We are all Khaled Said.""
											In just three days, the page
had over 100,000 people,
											fellow Egyptians who shared
the same concern.
											Whatever was happening had to stop.
									","
											No pude dormir esa noche, 
y decidí hacer algo.
											Anónimamente creé una página de Facebook
											y la llamé: ""Todos somos Khaled Said"".
											En solo 3 días, la página tenía 
más de 100 000 seguidores,
											compañeros egipcios que compartían
la misma preocupación.
											Lo que fuera que estuviera pasando
tenía que parar.
									","
											O gece uyuyamadım ve bir şeyler 
yapmaya karar verdim.
											Anonim bir Facebook sayfası açtım
											ve ""Hepimiz Khaled Said'iz"" adını verdim.
											Sadece üç gün içerisinde sayfada 
100.000'in üzerinde aynı kaygıyı
											paylaşan Mısırlı kardeşlerimiz toplandı.
											Bu olup bitenlere bir son verilmeliydi.
									",Let's design social media that drives real change,Wael Ghonim,13:34,"activism,big problems,collaboration,communication,computers,democracy,Egypt,entrepreneur,government,innovation,Internet,media,Middle East,politics,social media,social change,society,state-building,web"
