en,pt,es,tr,fr,title,speaker,duration,tags
"
","
","
","
","
",Fashion that celebrates African strength and spirit,Walé Oyéjidé,4:54,"TED Fellows,Africa,art,beauty,creativity,fashion,design,history,humanity,identity,social change,society"
"
											It is often said that the stories
of history are written by its victors,
											but if this is true,
											what becomes of the downtrodden,
											and how can they ever hope
to aspire for something greater
											if they are never told the stories
of their own glorious pasts?
									","
											Diz-se muitas vezes que as histórias
da História são escritas pelos vencedores
											mas, se isto é verdade,
											o que acontecerá aos vencidos,
											e como é que poderão aspirar a algo melhor
											se nunca lhes são contadas as histórias
dos seus passados gloriosos?
									","
											A menudo se dice que a la historia
la escriben los que ganan.
											Pero si esto es cierto,
											¿qué pasa con los vencidos,
											y cómo pueden en algún momento
aspirar a algo mejor
											si nunca les relatan las historias
de sus pasados gloriosos?
									","
											Genellikle tarihte hikâyeleri
galiplerin yazdığı söylenir,
											peki eğer bu doğruysa
											mazlumların hâli ne olur?
											Eğer kendi şanlı geçmişlerini
öğrenme fırsatını hiç yakalayamıyorlarsa
											nasıl daha büyük şeyleri elde etme
umuduna sahip olabilirler ki?
									","
											On dit souvent que l'histoire
est écrite par les vainqueurs,
											mais, si c'est le cas,
											qu'arrive-t-il aux opprimés
											et comment peuvent-ils un jour
aspirer à mieux
											si l'histoire de leur passé glorieux
ne leur a jamais été racontée ?
									",Fashion that celebrates African strength and spirit,Walé Oyéjidé,4:54,"TED Fellows,Africa,art,beauty,creativity,fashion,design,history,humanity,identity,social change,society"
"
","
","
","
","
",Fashion that celebrates African strength and spirit,Walé Oyéjidé,4:54,"TED Fellows,Africa,art,beauty,creativity,fashion,design,history,humanity,identity,social change,society"
"
											Ostensibly, I stand before you
as a mere maker of clothing,
											but within the folds of ancient fabrics
and modern textiles,
											I have found a higher calling.
											Through my work as a designer,
											I've discovered the importance
of providing representation
											for the marginalized members
of our society,
											and the importance of telling
the most vulnerable among us
											that they no longer have
to compromise themselves
											just so they can fit in
with an uncompromising majority.
											It turns out that fashion,
											a discipline many of us
consider to be trivial,
											can actually be a powerful tool
for dismantling bias
											and bolstering the self-images
of underrepresented populations.
									","
											Eu aparento aqui
ser um simples criador de vestuário,
											mas, por entre as dobras
de tecidos antigos e têxteis modernos,
											encontrei uma vocação maior.
											Enquanto estilista,
											descobri a importância
de dar representação
											aos membros marginalizados
da nossa sociedade,
											e a importância de dizer
aos mais vulneráveis de entre nós
											que eles já não têm de se comprometer
a si próprios
											somente para caberem numa
maioria que não se compromete.
											Acontece que a moda,
											uma disciplina que muitos de nós
consideram trivial,
											pode na verdade constituir uma ferramenta
para descontruir preconceitos
											e reforçar as autoimagens
de populações sub-representadas.
									","
											Ostensiblemente, me paro frente a Uds.
como un mero creador de ropa
											pero entre los dobleces de las telas
antiguas y textiles modernos,
											encontré un llamado mayor.
											A través de mi tabajo como diseñador
											descubrí la importancia 
de brindar representación
											a los miembros marginados
de nuestra sociedad.
											Y la importancia de decirle
a los más vulnerables entre nosotros
											que ya no deben comprometerse
a sí mismos
											para pertenecer a una mayoría 
que no se compromete.
											Resulta que la moda,
											una disciplina que la mayoría
considera trivial,
											puede ser en verdad una herramienta
poderosa para erradicar prejuicios
											y reforzar la imagen propia
de la población menos representada.
									","
											Görünüşte sadece bir kıyafet tasarımcısı 
olarak burada, karşınızdayım
											ama çok eski dokumalar ve modern 
kumaşların katmanları arasında
											çok daha yüksek bir amaç
ve asıl tutkumu buldum.
											Tasarımcı olarak kariyerim boyunca
											şunu öğrendim:
toplumumuzdaki marjinal bireylerin
											temsil edilmesi çok önemli
aramızda en hassas ve en kırılgan
											olanlar onlar ve onlara
uzlaşmaya yanaşmayan bir çoğunluğa
											uyum sağlamak için 
artık kendilerinden taviz vermek
											zorunda olmadıklarını söylemek
çok önemli.
											Ortaya çıkan sonuç şu,
											çoğumuzun önemsiz bir alan 
olarak düşündüğü moda
											ayrımcılığı ve ön yargıyı etkisiz hâle
getirmekte ve yeterince temsil edilmeyen
											toplulukların öz güvenlerini desteklemekte
çok güçlü bir silah olabilir.

									","
											Comme vous le voyez, je me présente
devant vous comme simple couturier,
											mais, dans le repli des étoffes anciennes
et des tissus modernes,
											j'ai trouvé une plus haute vocation.
											Dans mon travail de styliste,
											j'ai découvert l'importance 
de représenter
											les personnes marginalisées
de notre société
											et de dire aux plus vulnérables
d'entre nous
											qu'ils n'ont plus à se compromettre
											pour s'intégrer à
une majorité intransigeante.
											Il s'avère que la mode,
											une discipline souvent considérée 
comme triviale,
											peut devenir un puissant outil
pour démonter les préjugés
											et renforcer l'estime de soi
de populations sous-représentées.
									",Fashion that celebrates African strength and spirit,Walé Oyéjidé,4:54,"TED Fellows,Africa,art,beauty,creativity,fashion,design,history,humanity,identity,social change,society"
"
","
","
","
","
",Fashion that celebrates African strength and spirit,Walé Oyéjidé,4:54,"TED Fellows,Africa,art,beauty,creativity,fashion,design,history,humanity,identity,social change,society"
"
											My interest in using design
as a vehicle for social change
											happens to be a personal one.
											As a Nigerian American,
I know how easily the term ""African""
											can slip from being
an ordinary geographic descriptor
											to becoming a pejorative.
											For those of us
from this beautiful continent,
											to be African is to be inspired by culture
											and to be filled with undying
hope for the future.
											So in an attempt to shift
the misguided perceptions that many have
											about the place of my birth,
											I use design as a means to tell stories,
											stories about joy,
											stories about triumph,
											stories about perseverance
all throughout the African diaspora.
									","
											O meu interesse em usar o ""design""
como veículo de mudança social
											é pessoal.
											Enquanto nigeriano americano
eu sei que o termo ""africano""
											pode facilmente passar
de simples designador geográfico
											a termo pejorativo.
											Para os que pertencem a este continente,
											ser africano é ser inspirado pela cultura
											e estar cheio de eterna
esperança para o futuro.
											E assim, numa tentativa de mudar
as perceções erradas que muitos têm
											sobre o sítio onde nasci,
											eu uso o ""design"" como uma
maneira de contar histórias,
											histórias sobre alegria,
											histórias sobre triunfo,
											histórias sobre perseverança
em toda a diáspora africana.
									","
											Mi interés en usar el diseño
como vehículo para el cambio social
											es personal.
											Como nigeriano-estadounidense,
sé con qué facilidad el término ""africano""
											puede pasar de ser 
una descripción geográfica común
											a ser peyorativo.
											Para quienes provenimos 
de este hermoso continente,
											ser africano es ser inspirado
por la cultura
											y estar lleno de esperanza por el futuro.
											Entonces, en un intento de cambiar
la percepción errónea que muchos tienen
											sobre mi lugar de nacimiento,
											usé el diseño como medio
para contar historias,
											historias sobre alegría,
											historias sobre triunfo,
											historias sobre perseverancia
a través de la diáspora africana.
									","
											Modayı sosyal bir değişim aracı olarak
											kullanma çabam sadece kişisel.
											Nijeryalı bir Amerikan olarak
""Afrikalı"" teriminin
											normal bir coğrafi konum
gösterici yerine aşağılayıcı
											bir terim olduğunu biliyorum.
											Bizim için, bu güzel kıtadan olanlar için,
											Afrikalı olmak bu kültürden ilham almak
											ve geleceğe dair umutlarının 
hiç ölmemesi demektir.
											Doğduğum yerle ilgili birçok insanın 
sahip olduğu bu yanlış algıları
											düzeltme çabasıyla
											moda tasarımını 
hikâyeler anlatmakta kullanıyorum,
											mutluluk hikâyeleri,
											zafer hikâyeleri,
											tarih boyunca onca sürgüne ve sömürüye
rağmen azmedenlerin hikâyeleri.
									","
											Mon intérêt pour le stylisme
comme vecteur de changement social
											est le fruit de mon parcours.
											En tant que Nigérian-Américain, 
je sais que le mot « africain »
											peut passer d'une simple
épithète géographique
											à une épithète péjorative.
											Pour ceux qui viennent
de ce magnifique continent,
											être Africain,
c'est être inspiré par une culture
											et rempli plein d'un espoir
indéfectible pour l'avenir.
											Ainsi afin de modifier les perceptions 
erronées que beaucoup de gens
											ont de mon lieu de naissance,
											j'utilise le stylisme
pour raconter des histoires,
											des histoires joyeuses,
											des histoires de victoires,
											des histoires sur l’opiniâtreté
de la diaspora africaine.
									",Fashion that celebrates African strength and spirit,Walé Oyéjidé,4:54,"TED Fellows,Africa,art,beauty,creativity,fashion,design,history,humanity,identity,social change,society"
"
","
","
","
","
",Fashion that celebrates African strength and spirit,Walé Oyéjidé,4:54,"TED Fellows,Africa,art,beauty,creativity,fashion,design,history,humanity,identity,social change,society"
"
											I tell these stories
											as a concerted effort
to correct the historical record,
											because, no matter
where any of us is from,
											each of us has been touched
by the complicated histories
											that brought our families
to a foreign land.
											These histories shape
the way we view the world,
											and they mold the biases
we carry around with us.
											To combat these biases,
											my work draws aesthetics
from different parts of the globe
											and crafts a narrative
about the importance
											of fighting for inclusivity.
											By refashioning images
from classic European art
											and marrying them with African aesthetics,
											I am able to recast people of color
in roles of prominence,
											providing them with a degree of dignity
											they didn't have in earlier times.
											This approach subverts the historically
accepted narrative of African inferiority,
											and it serves as inspiration
for people of color
											who have grown wary of seeing
themselves depicted without sophistication
											and without grace.
									","
											Eu conto estas histórias
											enquanto esforço concertado
para corrigir o registo histórico,
											porque, independentemente
de onde cada um de nós vem,
											já fomos todos tocados
pelas histórias complicadas
											que levaram as nossas famílias
a um país estrangeiro.
											Estas histórias dão forma
à maneira como vemos o mundo,
											e modelam os preconceitos
que trazemos connosco.
											Para combater estes preconceitos,
											a minha obra busca estéticas
de diferentes partes do mundo
											e tece uma narrativa
sobre a importância
											de lutar pela inclusão.
											Redesenhando imagens
da arte clássica europeia
											e casando-as com estéticas africanas,
											eu consigo restabelecer pessoas de cor
em papéis de proeminência,
											oferecendo-lhes um grau de dignidade
											que elas não tinham anteriormente.
											Esta abordagem subverte a narrativa
aceite da inferioridade africana
											e serve como inspiração
para as pessoas de cor
											que estão cansadas de se ver
representadas sem sofisticação
											e sem graça.
									","
											Cuento estas historias
											en un esfuerzo por corregir la historia,
											porque no importa de dónde 
sea cualquiera de nosotros,
											cada uno fue tocado
por las complicadas historias
											que llevaron a nuestras familias
a una tierra extranjera.
											Estas historias moldean
el modo en que vemos el mundo,
											y moldean las parcialidades
que cargamos con nosotros.
											Para combatir estas parcialidades
											mi trabajo reúne estéticas
de diferentes partes del mundo
											y crea una narrativa
sobre la importancia
											de luchar por la inclusión.
											Remodelando imágenes
de arte europeo clásico
											y maridándolas con estéticas africanas,
											reubico a personas negras
en papeles de prominencia,
											dándoles un grado de dignidad
											que no tenían en otros tiempos.
											Este acercamiento, subvierte 
la aceptación histórica
											de la inferioridad africana.
											Y sirve de inspiración
para personas negras
											cansadas de verse representadas 
sin sofisticación
											y sin gracia.
									","
											Bu hikâyeleri
											tarihi kayıtları düzeltmek için 
anlatıyorum
											çünkü nereden gelirsek gelelim
											ailelerimizi yabancı topraklara 
sürükleyen bu karmaşık hikâyeler
											her birimizin hayatlarına dokunuyor.
											Bu hikâyeler bizim dünyaya
bakış açımızı değiştiriyor
											ve beraberimizde taşıdığımız 
ön yargıları şekillendiriyor.
											Bu ön yargılarla mücadele etmek için
											çalışmalarımda dünyanın farklı 
yerlerinden güzellikleri toplayarak
											ve onları sanatımla birleştirerek
ayrımcılıkla savaşın
											önemine dair hikâyeler yaratıyorum.
											Klasik Avrupa sanatından kareleri
											Afrikan estetiğiyle karıştırınca
											beyaz olmayan insanları ön plana 
çıkarabiliyorum,
											böylece onlara eski zamanlarda 
sahip olamadıkları
											saygınlık ve değeri sağlamış oluyorum.
											Bu yaklaşım tarihsel olarak kabul edilmiş
hor görülme ve aşağılanma hikâyesini
											alt üst etmiş ve saygınlıktan 
ve asaletten yoksun olarak
											tanımlanmaktan ve görülmekten sakınarak
büyümüş beyaz olmayan insanlar
											için ilham kaynağı olmuştur.
									","
											Je partage ces récits
											dans un travail d'ensemble
visant à corriger le cours de l'histoire.
											Car, peu importe d'où l'on vient,
											chacun de nous a connu
une histoire complexe
											qui a mené nos familles 
vers une terre étrangère.
											Cette histoire forge la façon
dont on voit le monde
											et façonne les préjugés 
que l'on porte en nous.
											Pour combattre ces préjugés,
											mon travail puise dans l'esthétique
de différents lieux
											et tisse une narration sur l'importance
											de se battre pour l'inclusion.
											En redessinant des images 
de l'art européen classique,
											et en les mariant
à l'esthétique africaine,
											je redonne aux personnes de couleur
des rôles de premier plan.
											Je leur apporte une dignité
											dont elles ont été dépourvues.
											Mon approche subvertit le récit historique
convenu d'une infériorité africaine
											et permet d'inspirer
les personnes de couleur,
											qui ont grandi dans la défiance
de se voir dépeintes sans sophistication
											et sans grâce.
									",Fashion that celebrates African strength and spirit,Walé Oyéjidé,4:54,"TED Fellows,Africa,art,beauty,creativity,fashion,design,history,humanity,identity,social change,society"
"
","
","
","
","
",Fashion that celebrates African strength and spirit,Walé Oyéjidé,4:54,"TED Fellows,Africa,art,beauty,creativity,fashion,design,history,humanity,identity,social change,society"
"
											Each of these culture-bending tapestries
											becomes a tailored garment
											or a silk scarf, like the one I am
very coincidentally wearing right now.
									","
											Cada uma destas tapeçarias
											torna-se uma peça de costura
											ou um lenço de seda, como o que,
por coincidência, estou a usar agora.
									","
											Cada uno de estos tapices de culturas
											se convierte en una prenda hecha a medida
											o una bufanda de seda, como la que
llevo puesta justo ahora
									","
											Kültürler açısından birer dönüm noktası 
olan bu olayların her biri
											özel dikim birer kıyafet oluyor
											veya ipek bir atkı, mesela şu anda
taktığım gibi.
									","
											Chacun de ces tissus,
porteur d'une culture,
											devient un ornement personnalisé
											ou une écharpe de soie, comme celle
que je porte par hasard aujourd'hui.
									",Fashion that celebrates African strength and spirit,Walé Oyéjidé,4:54,"TED Fellows,Africa,art,beauty,creativity,fashion,design,history,humanity,identity,social change,society"
