en,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",A neural portrait of the human mind,Nancy Kanwisher,17:40,"brain,neuroscience,visualizations"
"
											Today I want to tell you
											about a project being carried out
											by scientists all over the world
											to paint a neural portrait of the human mind.
											And the central idea of this work
											is that the human mind and brain
											is not a single, general-purpose processor,
											but a collection of highly specialized components,
											each solving a different specific problem,
											and yet collectively making up
											who we are as human beings and thinkers.
											To give you a feel for this idea,
									","
											Bugün size dünyanın dört bir yanındaki
bilimciler tarafından insan zihninin
											sinirsel portresini çizmek amacıyla
yürütülen bir projeden bahsedeceğim.
											Bu çalışmanın merkezindeki düşünce şu:
											İnsan zihni ve beyni tek bir
genel amaçlı işlemci olmayıp,
											her biri farklı bir problem çözen ve toplu
hâlde bizi düşünebilen insanlar yapan
											yüksek oranda özelleşmiş
bileşenler topluluğudur.
											Bu düşünceyi özümsemek için
şöyle bir senaryo hayal edelim:
									","
											Je vais vous parler
											d’un projet qui a été mené
											par des scientifiques du monde entier
											afin de créer un portrait
neuronal de l’esprit humain.
											Et l'idée centrale de ce travail
											est que l’esprit humain et le cerveau
											ne sont pas un processeur 
unique et universel,
											mais une collection d'éléments 
très spécialisés,
											chacun résolvant un problème
spécifique et différent,
											mais qui collectivement constituent
											ce que nous sommes en tant
qu’êtres humains et penseurs.
											Pour vous donner une idée,
									","
											Heute möchte ich Ihnen
von einem Projekt erzählen,
											das von Wissenschaftlern auf der
ganzen Welt durchgeführt wird:
											ein Nervenporträt
des menschlichen Gehirns zu zeichnen.
											Die zentrale Idee 
hinter dieser Arbeit ist,
											dass das menschliche Gehirn
kein einheitlicher Generalprozessor ist,
											sondern eine Sammlung 
hochspezialisierter Komponenten,
											von denen jede ein anderes
spezifisches Problem löst
											und sie uns trotzdem in ihrer Gesamtheit
zu menschlichen Wesen und Denkern machen.
											Das folgende Szenario verdeutlicht
dieses Konzept vielleicht:
									",A neural portrait of the human mind,Nancy Kanwisher,17:40,"brain,neuroscience,visualizations"
"
","
","
","
",A neural portrait of the human mind,Nancy Kanwisher,17:40,"brain,neuroscience,visualizations"
"
											imagine the following scenario:
											You walk into your child's day care center.
											As usual, there's a dozen kids there
											waiting to get picked up,
											but this time,
											the children's faces look weirdly similar,
											and you can't figure out which child is yours.
											Do you need new glasses?
											Are you losing your mind?
											You run through a quick mental checklist.
											No, you seem to be thinking clearly,
											and your vision is perfectly sharp.
											And everything looks normal
											except the children's faces.
											You can see the faces,
											but they don't look distinctive,
											and none of them looks familiar,
											and it's only by spotting an orange hair ribbon
											that you find your daughter.
									","
											Çocuğunuzun anaokuluna giriyorsunuz.
											Her zamanki gibi alınmak için orada
bekleyen bir düzine çocuk var.
											Fakat bu kez,
											çocukların yüzleri
garip bir şekilde benzer
											ve hangi çocuk sizinki çıkaramıyorsunuz.
											Yeni gözlük mü lazım?
											Yoksa aklınızı mı kaybediyorsunuz?
											Hemen aklınızı yokluyorsunuz.
											Hayır, sağlıklı düşünüyorsunuz
											ve görüşünüz de mükemmel.
											Ve herşey normal görünüyor,
											çocukların yüzleri hariç.
											Yüzleri görebiliyorsunuz,
											fakat farklı görünmüyorlar,
											ayrıca hiçbiri tanıdık değil
											ve kızınızı ancak turuncu kurdelesini
											seçerek bulabiliyorsunuz.
									","
											imaginez le scénario suivant :
											vous entrez dans la garderie
de votre enfant.
											Comme d'habitude, il y a
une dizaine d'enfants
											attendant d’être récupérés.
											Mais cette fois-ci,
											les visages des enfants sont
étrangement similaires,
											et vous ne savez pas lequel est le vôtre.
											Avez-vous besoin de lunettes ?
											Perdez-vous la tête ?
											Vous vous posez rapidement ces questions.
											Non, vous pensez clairement,
											et votre vision est parfaitement nette.
											Et tout semble normal,
											à part pour les visages de ces enfants.
											Vous voyez les visages,
											mais ils sont tous semblables,
											et aucun ne vous est familier,
											et c'est en apercevant 
un ruban à cheveux orange
											que vous trouvez votre fille.
									","
											Sie gehen in die Kita Ihres Kindes.
											Wie üblich wartet dort
ein Dutzend Kinder darauf
											abgeholt zu werden,
											aber dieses Mal sehen die Gesichter 
aller Kinder komischerweise gleich aus
											und Sie wissen nicht, 
welches Kind Ihres ist.
											Brauchen Sie eine neue Brille?
											Verlieren Sie gerade Ihren Verstand?
											Sie gehen eine mentale Checkliste durch.
											Sie scheinen klar zu denken.
											Ihre Sicht ist scharf.
											Alles scheint normal,
bis auf die Gesichter der Kinder.
											Sie können sie sehen,
aber nicht unterscheiden,
											keines kommt Ihnen bekannt vor.
											Nur ein orangenfarbenes Haarband
											verrät Ihre Tochter.
									",A neural portrait of the human mind,Nancy Kanwisher,17:40,"brain,neuroscience,visualizations"
"
","
","
","
",A neural portrait of the human mind,Nancy Kanwisher,17:40,"brain,neuroscience,visualizations"
"
											This sudden loss of the ability to recognize faces
											actually happens to people.
											It's called prosopagnosia,
											and it results from damage
											to a particular part of the brain.
											The striking thing about it
											is that only face recognition is impaired;
											everything else is just fine.
									","
											Bu, ani yüzleri tanıma yetisi kaybı,
											insanların başına
gelen bir durumdur.
											Prosopagnozya olarak adlandırılır
											ve beynin belli bir bölümünün
											zarar görmesinden ortaya çıkar.
											Şaşırtıcı olan ise
											yalnızca yüzleri tanıma zarar görmüştür.
											Onun dışında her şey yolundadır.
									","
											Cette soudaine perte de
capacité à reconnaître les visages
											arrive réellement aux gens.
											Cela s’appelle la prosopagnosie,
											et résulte de lésions
											faites à une partie bien précise 
du cerveau.
											Ce qui est intéressant
											est que seule la reconnaissance
de visages est altérée,
											tout le reste fonctionne très bien.
									","
											Diese plötzliche Unfähigkeit
Gesichter zu erkennen,
											tritt bei Menschen tatsächlich auf.
											Man nennt das Prosopagnosie,
und sie ensteht,
											weil ein bestimmter Teil des Gehirns
geschädigt ist.
											Das Auffälligste ist, dass bloß
die Gesichtserkennung beeinträchtigt ist.
											Alles andere ist okay.
									",A neural portrait of the human mind,Nancy Kanwisher,17:40,"brain,neuroscience,visualizations"
"
","
","
","
",A neural portrait of the human mind,Nancy Kanwisher,17:40,"brain,neuroscience,visualizations"
"
											Prosopagnosia is one of many surprisingly specific
											mental deficits that can happen after brain damage.
											These syndromes collectively
											have suggested for a long time
											that the mind is divvied up into distinct components,
											but the effort to discover those components
											has jumped to warp speed
											with the invention of brain imaging technology,
											especially MRI.
											So MRI enables you to see internal anatomy
											at high resolution,
											so I'm going to show you in a second
											a set of MRI cross-sectional images
											through a familiar object,
											and we're going to fly through them
											and you're going to try to figure out what the object is.
											Here we go.
									","
											Prosopagnozya beyin hasarından
sonra ortaya çıkabilen,
											şaşırtıcı derecede özel
zihinsel kayıplardan biridir.
											Bu tür sendromlar, uzun süredir zihnin
ayrı bileşenlere bölüştürüldüğünü
											akla getiriyordu. Fakat bu bileşenleri
keşfetme çabasında,
											beyin görüntüleme teknolojisinin,
özellikle de MR'ın icadıyla
											çarpıcı hızda bir gelişim yaşandı.
											Evet, MR iç anatomiyi yüksek
çözünürlükte görmemizi sağlıyor.
											Ben de az sonra size,
tanıdık bir nesne kullanarak
											bir dizi kesitsel MR
görüntüleri göstereceğim.
											Bunların arasından uçarken, siz de
nesneyi tanımaya çalışacaksınız.
											Başlıyoruz.
									","
											La prosopagnosie est un des déficits 
mentaux étonnamment spécifiques
											résultant de lésions au cerveau.
											Ensemble, ces syndromes
											présupposent depuis longtemps
											que l'esprit est divisé 
en éléments distincts,
											et les efforts pour découvrir ces éléments
											ont énormément accéléré
											avec l'invention
des technologies d'imagerie cérébrale,
											surtout l'IRM.
											L'IRM permet de voir l'anatomie interne
											en haute résolution,
											et je vais vous montrer
											des images en coupe transversale d'IRM
											d'objets communs,
											on va faire ça rapidement
											et vous allez essayer
de deviner ce que c'est.
											Allons-y.
									","
											Prosopagnosie ist eines der vielen 
überraschend spezifischen
											mentalen Defizite, die nach einer 
Gehirnschädigung auftreten können.
											Zusammen haben 
diese Syndrome lange Zeit nahegelegt,
											dass die Gehirnaktivität auf
verschiedene Komponenten aufgeteilt ist.
											Das Bestreben,
diese Komponenten zu entdecken,
											wurde mit den bildgebenden
Verfahren enorm beschleunigt,
											besonders durch das MRT.
											Das MRT ermöglicht es uns,
											die Anatomie mit hoher Auflösung 
von innen zu betrachten.
											Gleich zeige ich Ihnen MRT-Schnittbilder 
von bekannten Objekten.
											Wir fliegen durch sie hindurch 
und Sie müssen das Objekt erraten.
											Fangen wir an.
											Gar nicht so einfach.
									",A neural portrait of the human mind,Nancy Kanwisher,17:40,"brain,neuroscience,visualizations"
"
","
","
","
",A neural portrait of the human mind,Nancy Kanwisher,17:40,"brain,neuroscience,visualizations"
"
											It's not that easy. It's an artichoke.
									","
											O kadar kolay değil. Bu bir enginar.
									","
											Ce n'est pas facile.
C'est un artichaut.
									","
											Das ist eine Artischocke.
									",A neural portrait of the human mind,Nancy Kanwisher,17:40,"brain,neuroscience,visualizations"
