en,es,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
","
",History through the eyes of a chicken,Chris A. Kniesly,5:07,"TED-Ed,history,culture,world cultures,food,education,evolution"
"
											The annals of Ancient Egyptian king 
Thutmose III
											described a marvelous foreign bird that
											“gives birth daily.”
											Zoroastrians viewed them as spirits
											whose cries told of the cosmic struggle
											between darkness and light.
											Romans brought them on
their military campaigns
											to foretell the success of future battles.
											And today, this bird still occupies
an important,
											though much less honorable position
											– on our dinner plates.
									","
											Los anales del rey del 
Antiguo Egipto Tutmosis III
											describieron un maravilloso 
pájaro extranjero que
											""daba a luz diariamente"".
											Los zoroastrianos 
los consideraban espíritus
											cuyos gritos hablaban 
sobre la lucha cósmica
											entre la oscuridad y la luz.
											Los romanos los llevaron en sus
campañas militares
											para predecir el éxito de futuras batallas
											Y hoy, este pájaro
aún ocupa una importante,
											aunque mucho menos honorable posición:
											en nuestros platos.
									","
											Os anais do rei Tutmósis III,
do Egito antigo,
											descreviam as galinhas como
uma ave estrangeira maravilhosa
											que ""dá à luz todos os dias"".
											Os zoroastrianos
consideravam-nas espíritos
											cujos gritos falavam da luta cósmica
											entre as trevas e a luz.
											Os romanos levavam-nas
nas suas campanhas militares
											para preverem o êxito
das batalhas futuras.
											E hoje, esta ave ainda ocupa
uma posição importante,
											embora muito menos honrosa,
											nos pratos do nosso jantar.
									","
											Eski Mısır kralı
Thutmose III'ün günlükleri,
											“günlük olarak doğum yapan”
											muhteşem bir 
yabancı kuşu tanımladı.
											Zerdüştler onları,
											çığlıkları karanlık 
ve aydınlık arasındaki
											kozmik mücadeleyi anlatan
ruhlar olarak gördüler.
											Romalılar, gelecekteki
savaşların başarısını
											önceden bildirmeleri için 
onları gazvelerine getirdiler.
											Bugün bu kuş hala
bizim yemek tabaklarımızda,
											daha az onurlu bir pozisyonda
											önemli bir yer tutmaktadır.
									","
											Les annales du pharaon
d'Égypte Ancienne Thoutmôsis III
											décrivaient un merveilleux oiseau étranger
											qui « accouche tous les jours ».
											Les Zoroastriens les voyaient
comme des esprits
											dont les cris parlaient
de la lutte cosmique
											entre l'obscurité et la lumière.
											Les Romains les emmenaient
dans leurs campagnes militaires
											pour prédire le succès des batailles.
											Et, aujourd'hui, cet oiseau
occupe encore une position importante,
											bien que moins honorable,
											dans nos assiettes.
									",History through the eyes of a chicken,Chris A. Kniesly,5:07,"TED-Ed,history,culture,world cultures,food,education,evolution"
"
","
","
","
","
",History through the eyes of a chicken,Chris A. Kniesly,5:07,"TED-Ed,history,culture,world cultures,food,education,evolution"
"
											The modern chicken is descended
primarily from the Red Junglefowl,
											and partially from three other 
closely related species,
											all native to India and Southeast Asia.
											The region’s bamboo plants produce
											massive amounts of fruit
											just once every few decades.
											Junglefowls’ ability to lay eggs daily
											may have evolved to take advantage 
of these rare feasts,
											increasing their population
when food was abundant.
											This was something humans could exploit
											on a consistent basis,
											and the birds’ weak flight capabilities
											and limited need for space made them
											easy to capture and contain.
									","
											El pollo moderno desciende 
principalmente del gallo bankiva,
											y parcialmente de otras tres especies
estrechamente relacionadas
											todas nativas de India 
y el sudeste de Asia.
											El bambú de la región produce
											enormes cantidades de fruta
											solo una vez cada pocas décadas.
											La habilidad de la gallina bankiva
para poner huevos a diario
											pudo haber evolucionado para 
sacar partido a estos raros festines,
											incrementando su población cuando
la fruta era abundante.
											Era algo que los humanos podían explotar
											sobre una base consistente,
											y la débil capacidad de volar de las aves
											y su limitada necesidad
de espacio las hizo
											fáciles de capturar y almacenar.
									","
											A galinha moderna descende
originalmente do galo-banquiva
											e, em parte, de três outras espécies
estreitamente relacionadas,
											todas elas nativas da Índia
e do sudeste asiático.
											As plantas de bambu da região
											produzem grandes quantidades de frutos
											apenas uma vez em poucas décadas.
											A capacidade da galinha-banquiva
em pôr ovos todos os dias
											pode ter evoluído para tirar partido
desses raros banquetes,
											aumentando a população
quando o alimento era abundante.
											Isto era algo que os seres humanos
podiam explorar
											numa base consistente.
											A fraca capacidade desta ave para voar
											e a limitada necessidade de espaço
											tornavam-nas fáceis de capturar
e de conter.
									","
											Modern tavuk
öncelikle Kızıl Orman Tavuğu,
											hepsi Hindistan
ve Güneydoğu Asya'ya özgü olan
											kısmen yakın
diğer üç türden türemiştir.
											Bölgedeki bambu bitkileri,
											birkaç on yılda bir defa
											büyük miktarlarda meyve üretiyor.
											Hint kuşunun günlük olarak
yumurta bırakabilme yeteneği,
											yiyecekler bol olduğu
zaman nüfuslarını arttırarak
											bu nadir ziyafetlerden yararlanabilmek
için evrimleşmiş olabilir.
											Bu, insanların tutarlı bir şekilde
faydalanabileceği bir şeydi,
											kuşların zayıf uçuş yetenekleri
											ve sınırlı alan ihtiyacı
											onları yakalamayı
											ve kontrol altına
almalarını kolaylaştırdı.
									","
											Le poulet moderne descend
principalement du coq doré,
											et, partiellement, de trois autres
espèces étroitement liées,
											toutes originaires
de l'Inde et de l'Asie du sud-est.
											Les bambous de la région produisent
de grandes quantités de fruits
											seulement une fois
toutes les quelques décennies.
											La capacité du coq doré
de pondre des œufs chaque jour
											pourrait avoir évolué pour profiter
de ces rares festins
											et pour augmenter leur population
lorsque la nourriture était abondante.
											Les êtres humains pouvaient en profiter
de manière régulière,
											et la faible capacité d'envol des oiseaux
ainsi que le besoin limité d'espace
											les rendaient faciles
à capturer et à parquer.
									",History through the eyes of a chicken,Chris A. Kniesly,5:07,"TED-Ed,history,culture,world cultures,food,education,evolution"
"
","
","
","
","
",History through the eyes of a chicken,Chris A. Kniesly,5:07,"TED-Ed,history,culture,world cultures,food,education,evolution"
"
											The earliest domesticated chickens,
											dating at least back to 7,000 years ago,
											weren’t bred for food,
											but for something considered
less savory today.
											The aggressiveness of breeding males,
											armed with natural leg spurs,
											made cockfighting a popular entertainment.
									","
											Los primeros pollos domesticados,
											datan al menos de hace 7000 años,
											cuando no fueron criados como comida,
											sino para algo considerado
menos sabroso hoy en día.
											La agresividad de los machos reproductores
											armados con espuelas
naturales en sus patas
											hizo de las peleas de gallos
un entretenimiento popular.
									","
											As primeiras galinhas domesticadas
											que datam, pelo menos, de há 7000 anos,
											não eram criadas para servirem de alimento
											mas para uma coisa que hoje
consideramos menos saborosa.
											A agressividade dos machos procriadores,
											armados com os seus esporões naturais,
											fez da luta de galos
um entretenimento popular.
									","
											En az 7.000 yıl öncesine dayanan
											en erken evcilleştirilmiş tavuklar
yemek için yetiştirilmemişlerdi
											ama bugün daha az lezzetli olan
											bir şey için yetiştirilmişlerdi.
											Doğal bacak mahmuzları ile silahlanmış
											üreme erkeklerinin saldırganlığı,
											horoz dövüşünü popüler
bir eğlence çeşidi yaptı.
									","
											Les premiers poulets domestiques,
											qui datent au moins d'il y a 7 000 ans,
											n'étaient pas de la nourriture,
											mais pour quelque chose considéré
comme moins savoureux aujourd'hui.
											L'agressivité des mâles reproducteurs,
											équipés d'ergots naturels,
											faisait des combats de coqs
un divertissement populaire.
									",History through the eyes of a chicken,Chris A. Kniesly,5:07,"TED-Ed,history,culture,world cultures,food,education,evolution"
"
","
","
","
","
",History through the eyes of a chicken,Chris A. Kniesly,5:07,"TED-Ed,history,culture,world cultures,food,education,evolution"
"
											By the second millennium BCE,
											chickens had spread from the 
Indus Valley to China
											and the Middle East to occupy
royal menageries
											and to be used in religious rituals.
											But it was in Egypt
											where the next chapter in
the bird’s history began.
									","
											Para el segundo milenio a. C.,
											los pollos se habían extendido
desde el valle del Indo a China
											y el Medio Oriente para pertenecer
a colecciones reales
											y ser usados en rituales religiosos.
											Pero fue en Egipto
											donde comenzó el siguiente capítulo
de la historia de estos pájaros.
									","
											No segundo milénio a.C.,
											as galinhas tinham-se espalhado
do Vale do Indo até à China
											e ao Médio Oriente e enchiam
as coleções reais
											para serem usadas em rituais religiosos.
											Mas foi no Egito que começou
											o capítulo seguinte
da história destas aves.
									","
											MÖ ikinci bin yılda tavuklar,
											Indus Vadisi'nden Çin ve Orta Doğu'ya
											kraliyet idarelerini işgal etmek
											ve dini ritüellerde 
kullanılmak üzere yayılmıştı.
											Fakat bu kuşun tarihinin 
diğer bölümü
											Mısır'da başlamıştı.
									","
											Dès le deuxième millénaire av. J.-C.,
											les poulets s'étaient répandus
de la vallée de l'Indus
											à la Chine et au Moyen-Orient pour occuper
les ménageries royales
											et pour être utilisés
dans des rituels religieux.
											Mais ce fut en Égypte
											que commença le prochain chapitre
de l'histoire de l'oiseau.
									",History through the eyes of a chicken,Chris A. Kniesly,5:07,"TED-Ed,history,culture,world cultures,food,education,evolution"
"
","
","
","
","
",History through the eyes of a chicken,Chris A. Kniesly,5:07,"TED-Ed,history,culture,world cultures,food,education,evolution"
"
											When a hen naturally incubates eggs,
											she will stop laying new ones
											and sit on a “clutch” of 6
or more eggs for 21 days.
											By the middle of the 1st millennium BCE,
											the Egyptians had learned
											to artificially incubate chicken eggs
											by placing them in baskets over hot ashes.
											That freed up hens to continue
laying daily,
											and what had been a royal delicacy
											or religious offering
											became a common meal.
											Around the same time as Egyptians
were incubating eggs,
											Phoenician merchants introduced
chickens to Europe,
											where they quickly became
an essential part
											of European livestock.
									","
											Cuando una gallina incuba huevos
de forma natural,
											dejará de ponerlos,
											y se sentará en una nidada de
entre 6 o más huevos por 21 días.
											Para en la mitad del primer milenio a. C.
											los egipcios habían aprendido
											a incubar artificialmente los huevos

											colocándolos en canastas 
sobre cenizas calientes.
											Eso permitió a las gallinas
continuar poniendo huevos diariamente,
											y lo que había sido una delicia real
											o una ofrenda religiosa
											se convirtió en una comida común.
											Casi al mismo tiempo que 
los egipcios incubaban huevos,
											los mercaderes fenicios introdujeron
los pollos en Europa,
											donde rápidamente
se convirtieron en parte esencial
											del ganado europeo.
									","
											Quando uma galinha
incuba ovos naturalmente,

											deixa de pôr ovos
											e senta-se sobre uma ""ninhada""
de seis ou mais ovos, durante 21 dias.
											Em meados do primeiro milénio a.C.,
											os egípcios tinham aprendido
											a incubar artificialmente
os ovos da galinha
											colocando-os em cestos
sobre cinzas quentes.
											Isso libertava a galinha para continuar
a pôr ovos todos os dias
											e o que tinha sido uma iguaria real
											ou uma oferenda religiosa
											tornou-se numa refeição vulgar.
											Na mesma altura em que os egípcios
estavam a incubar ovos,
											mercadores fenícios introduziram
as galinhas na Europa
											onde rapidamente se tornaram
numa parte essencial
											da criação de aves europeia.
									","
											Bir tavuk yumurtaları 
doğal kuluçkada bıraktığında
											yenilerini bırakıp 21 gün boyunca
											altı veya daha fazla 
yumurtaya kuluçkaya yatar.
											MÖ ilk bin yılın ortasına gelindiğinde
											Mısırlılar tavuk yumurtasını
											sepette sıcak küllerin 
üzerine yerleştirerek
											yapay kuluçkalamayı öğrenmişlerdi.
											Serbest bırakılan tavuklar günlük olarak
yumurtlamaya devam etti
											ve bir kraliyet lezzeti
											ya da kurban olan şey
											yaygın bir yemek oldu.
											Mısırlıların tavukları 
kuluçkulatma zamanlarında
											Fenike tüccarları,

											Avrupa'ya tavukları getirdi
ve burada hızla
											Avrupa çiftlik hayvanlarının 
önemli bir parçası haline geldi.
									","
											Quand une poule
couve naturellement des œufs,
											elle n'en pond plus
											et s'assoie sur une couvée
de six œufs ou plus pendant 21 jours.
											Vers le milieu
du 1er millénaire av. J.-C.,
											les Égyptiens ont appris
à couver artificiellement les œufs
											en les plaçant dans des paniers
sur des cendres chaudes.
											De cette façon, les poules
pouvaient pondre tous les jours,
											et ce qui était une délicatesse royale
ou une offrande religieuse
											devint un repas populaire.
											À peu près au même moment
où les Égyptiens couvaient les œufs,
											les marchands phéniciens
ont introduit les poulets en Europe,
											où ils devinrent rapidement une partie
essentielle de l'élevage européen.
									",History through the eyes of a chicken,Chris A. Kniesly,5:07,"TED-Ed,history,culture,world cultures,food,education,evolution"
