en,pt,fr,title,speaker,duration,tags
"
","
","
",The urgent case for antibiotic-free animals,Leon Marchal,10:59,"health,disease,medicine,microbes,public health,global issues,epidemiology"
"
											There was a time
when simple infections were deadly,
											but now, thanks to the wide
availability of antibiotics,
											this is merely a relic of the past.
											But actually, I should say ""was,""
											because nowadays,
we're using antibiotics so much
											that the bacteria
that cause these infections
											are becoming resistant.
											And that should really scare
the hell out of all of us.
									","
											Houve uma época
em que uma simples infeção era mortal,
											mas hoje, graças à ampla disponibilidade
dos antibióticos,
											isso é uma simples relíquia do passado.
											Na verdade, eu devia dizer ""era"",
											porque atualmente
estamos a usar tanto os antibióticos
											que as bactérias que causam essas infeções
											estão a tornar-se resistentes.
											Isso devia assustar-nos muito.
									","
											Il fut un temps où de simples
infections étaient mortelles.
											Mais désormais, l'accès aisé à
une grande variété d'antibiotiques
											a en fait une histoire du passé.
											Toutefois, on devrait utiliser le passé
											car récemment,
											nous consommons tant d'antibiotiques
											que les bactéries qui
causent ces infections
											deviennent résistantes.
											Cette menace devrait
vraiment nous effrayer.
									",The urgent case for antibiotic-free animals,Leon Marchal,10:59,"health,disease,medicine,microbes,public health,global issues,epidemiology"
"
","
","
",The urgent case for antibiotic-free animals,Leon Marchal,10:59,"health,disease,medicine,microbes,public health,global issues,epidemiology"
"
											If we do not change our behavior
and wean ourselves off antibiotics,
											the UN predicts that by 2050,
											antimicrobial resistance
will become our single biggest killer.
											So we must start to act.
											But ""where to begin""
is an interesting question,
											because we humans are not
the only ones using antibiotics.
											Worldwide, 50 to 80 percent
of all antibiotics are used by animals.
											Not all of these are critical
for human health,
											but if we do not get it
under control right now,
											we're looking at a very scary future
for humans and animals alike.
									","
											Se não alterarmos o nosso comportamento
e não reduzirmos o uso dos antibióticos,
											a ONU prevê que, em 2050,
											a resistência antimicrobiana
tornar-se-á o maior assassino.
											Por isso, temos de começar a agir.
											Mas por onde começar
é uma questão interessante,
											porque não são só os seres humanos
que estão a usar antibióticos.
											No mundo inteiro, 50% a 80%
dos antibióticos são usados em animais.
											Nem todos eles são importantes
para a saúde humana,
											mas, se não os mantivermos
sob controlo a partir de agora,
											encaramos um futuro assustador
tanto para pessoas como para animais.
									","
											Sans changer nos comportements
et nous sevrer des antibiotiques,
											les Nations Unies prédisent que d'ici 2050
											la résistance aux antimicrobiens deviendra
la cause de mortalité la plus importante.
											Nous devons agir maintenant.
											« Par où commencer ? »
est une bonne question
											car les humains ne sont pas les seuls
à consommer des antibiotiques.
											50 à 80 % des antibiotiques consommés
dans le monde le sont par des animaux.
											Ils ne sont pas tous cruciaux
pour la santé humaine
											mais si nous ne mettons pas la situation
sous contrôle maintenant,
											l'avenir pour l'humain et l'animal
sera particulièrement sinistre.
									",The urgent case for antibiotic-free animals,Leon Marchal,10:59,"health,disease,medicine,microbes,public health,global issues,epidemiology"
"
","
","
",The urgent case for antibiotic-free animals,Leon Marchal,10:59,"health,disease,medicine,microbes,public health,global issues,epidemiology"
"
											To begin, let's talk
about how we ended up here.
											The first large-scale use of antibiotics
was in the early '50s of the last century.
											In the Western world,
prosperity was increasing
											and people wanted to eat
more animal protein.
											When animals were sick,
you could now treat them with antibiotics
											so they did not die and kept growing.
											But soon, it was discovered
											that adding small and regular amounts
of antibiotics to the feed
											kept the animals healthy,
											made them grow faster
											and caused them to need less feed.
											So these antibiotics worked well —
											really well, actually.
											And with increasing animal production,
											also antibiotic use skyrocketed worldwide.
											Unfortunately,
so did antibiotic resistance.
									","
											Para começar, falemos
sobre como chegámos aqui.
											O primeiro uso em grande escala
de antibióticos,
											foi no início dos anos 50
do século passado.
											No mundo ocidental,
a prosperidade estava a aumentar
											e as pessoas queriam comer
mais proteínas animais.
											Quando os animais adoeciam,
podiam tratá-los com antibióticos
											por isso, eles não morriam
e continuavam a crescer.
											Mas, em breve se descobriu
											que a adição de pequenas quantidades
de antibióticos na alimentação,
											mantinha os animais saudáveis,
											fazia-os crescer mais depressa
											e exigia menos quantidade de comida.
											Assim, os antibióticos funcionavam bem,
											muito bem, mesmo.
											Com o aumento da produção animal,
											o uso dos antibióticos aumentou
exponencialmente em todo o mundo.
											Infelizmente, o mesmo aconteceu
com a resistência aos antibióticos.
									","
											Commençons par parler de
comment on en est arrivé là.
											L'utilisation d'antibiotiques à grande
échelle date du début des années 50.
											Le monde occidental devient
de plus en plus prospère
											et les gens veulent manger
davantage de protéines animales.
											On traite les animaux malades
avec des antibiotiques
											pour les empêcher de mourir,
continuer de les élever.
											Or, on a très vite découvert
											qu'ajouter des petites doses régulières
d'antibiotiques dans les aliments
											préserve la santé des animaux,
											les fait grandir plus vite
											et réduit leur besoin en alimentation.
											Ces antibiotiques ont des effets magiques,
											vraiment extraordinaires.
											Avec l'augmentation
de la production animale
											on obtient une consommation
excessive d'antibiotiques dans le monde.
											Hélas, la résistance aux antibiotiques
a aussi augmenté.
									",The urgent case for antibiotic-free animals,Leon Marchal,10:59,"health,disease,medicine,microbes,public health,global issues,epidemiology"
"
","
","
",The urgent case for antibiotic-free animals,Leon Marchal,10:59,"health,disease,medicine,microbes,public health,global issues,epidemiology"
"
											The reason your doctor tells you
to finish the entire bottle of antibiotics
											is if you shorten your dose,
you will not kill all of the bugs.
											And the ones that stick around
build up the antibiotic resistance.
											It's the same problem with giving animals
small and regular doses of antibiotics:
											some bad bugs die but not all of them.
											Spread that across an entire industry,
											and you can understand
that we accidentally build up
											a large reservoir
of antibiotic-resistant bacteria.
									","
											Os médicos dizem-nos para tomarmos
a dose completa de antibióticos
											porque, se reduzirmos a dose,
não mataremos todos os micróbios.
											E os que restarem criarão
resistência aos antibióticos.
											É o mesmo problema em dar aos animais
pequenas doses regulares de antibióticos:
											alguns micróbios maus morrem
mas nem todos.
											Ampliem isso por toda uma indústria
											e percebemos que criámos
inconscientemente
											um grande reservatório
de bactérias resistentes a antibióticos.
									","
											La raison pour laquelle votre médecin
vous demande de finir vos antibiotiques
											est le fait qu'avec une dose moindre,
vous ne tuerez pas toutes les bactéries.
											Celles qui vont survivre vont améliorer
leur résistance aux antibiotiques.
											On a un problème similaire
											quand on donne des petites doses
fréquentes à nos animaux :
											la plupart des bactéries meurent
mais pas toutes.
											À l'échelle d'une industrie entière,
											nous avons construit accidentellement,
c'est aisé de le comprendre,
											un réservoir énorme de bactéries
résistantes aux antibiotiques.
									",The urgent case for antibiotic-free animals,Leon Marchal,10:59,"health,disease,medicine,microbes,public health,global issues,epidemiology"
"
","
","
",The urgent case for antibiotic-free animals,Leon Marchal,10:59,"health,disease,medicine,microbes,public health,global issues,epidemiology"
"
											But I hate to break it to you —
											the problem doesn't stop there.
											You know who else takes antibiotics?
											Fluffy, your cat, and Rover, your dog.
									","
											Mas lamento revelar-vos,
											o problema não termina aqui.
											Sabem quem mais toma antibióticos?
											Fluffy, o vosso gato e Rover, o vosso cão.
									","
											Je déteste vous dévoiler ceci mais,
les problèmes ne font que commencer.
											Qui d'autre est aussi sous antibiotiques ?
											Votre chat Pupuce et votre chien Médor.
									",The urgent case for antibiotic-free animals,Leon Marchal,10:59,"health,disease,medicine,microbes,public health,global issues,epidemiology"
