en,es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Ethical riddles in HIV research,Boghuma Kabisen Titanji,11:10,"AIDS,TEDx,global issues,health care,medicine,pharmaceuticals,HIV"
"
											I'd like to share with you
											the story of one of my patients called Celine.
									","
											Me gustaría compartir con ustedes
											la historia de una 
de mis pacientes, Celine.
									","
											Gostaria de partilhar convosco
											a história de uma das minhas pacientes, 
chamada Celine.
									","
											Je voudrais partager avec vous
											l'histoire d'une de mes patientes : Céline.
									","
											Ich würde Ihnen gerne
											die Geschichte einer meiner 
Patientinnen namens Celine erzählen.
									",Ethical riddles in HIV research,Boghuma Kabisen Titanji,11:10,"AIDS,TEDx,global issues,health care,medicine,pharmaceuticals,HIV"
"
","
","
","
","
",Ethical riddles in HIV research,Boghuma Kabisen Titanji,11:10,"AIDS,TEDx,global issues,health care,medicine,pharmaceuticals,HIV"
"
											Celine is a housewife and lives in a rural district
											of Cameroon in west Central Africa.
											Six years ago, at the time of her HIV diagnosis,
											she was recruited to participate in the clinical trial
											which was running in her health district at the time.
											When I first met Celine, a little over a year ago,
											she had gone for 18 months
											without any antiretroviral therapy,
											and she was very ill.
											She told me that she stopped coming to the clinic
											when the trial ended
											because she had no money for the bus fare
											and was too ill to walk the 35-kilometer distance.
											Now during the clinical trial,
											she'd been given all her antiretroviral drugs free of charge,
											and her transportation costs
											had been covered by the research funds.
											All of these ended once the trial was completed,
											leaving Celine with no alternatives.
											She was unable to tell me the names of the drugs
											she'd received during the trial,
											or even what the trial had been about.
											I didn't bother to ask her what the results of the trial were
											because it seemed obvious to me that she would have no clue.
											Yet what puzzled me most
											was Celine had given her informed consent
											to be a part of this trial, yet she clearly did not understand
											the implications of being a participant
											or what would happen to her once the trial had been completed.
									","
											Celine es ama de casa 
en un distrito rural de Camerún,
											en el oeste del África central.
											Hace seis años, cuando le
diagnosticaron VIH,
											la reclutaron para participar 
en el ensayo clínico
											que se llevaba a cabo en su distrito.
											Cuando conocí a Celine, 
hace poco más de un año,
											había pasado 18 meses
											sin ninguna terapia antirretroviral
											y estaba muy enferma.
											Me dijo que había dejado de ir a la clínica
											cuando acabó el ensayo
											porque no tenía dinero 
para el autobús
											y estaba demasiado enferma 
para caminar 35 km.
											Ahora bien, durante el ensayo clínico,
											había recibido gratuitamente
todos los fármacos antirretrovirales,
											y el transporte
											lo habían cubierto 
los fondos de la investigación.
											Todo aquello terminó
cuando acabó el ensayo,
											dejando a Celine sin alternativas.
											Era incapaz de decirme 
el nombre de los medicamentos
											que tomó durante el ensayo,
											ni siquiera de qué iba el ensayo.
											No me molesté en preguntar por
los restultados del ensayo,
											porque me parecía obvio 
que no lo sabría.
											Pero lo que más me asombró
											fue que Celine había dado 
su consentimiento informado
											para formar parte del ensayo, 
aunque no comprendiese
											las implicaciones de participar
											o lo que le sucedería 
cuando el ensayo terminara.
									","
											A Celine é uma dona de casa
e vive num distrito rural
											da República dos Camarões 
na África Centro-Ocidental.
											Há seis anos, na altura em que 
lhe foi diagnosticado o VIH,
											foi recrutada para participar
no ensaio clínico
											que estava a decorrer
no seu distrito de saúde.
											Quando conheci a Celine pela primeira vez,
há pouco mais dum ano,
											tinha passado 18 meses,
											sem qualquer terapia antirretroviral
											e estava bastante doente.
											Ela disse-me que deixou de ir à clínica
											assim que o ensaio clínico terminou
											porque não tinha dinheiro para 
o bilhete de autocarro
											e estava demasiado doente para percorrer
a pé uma distância de 35 km.
											Durante o ensaio clínico,
											foram-lhe administrados, gratuitamente,
											todos os medicamentos antirretrovirais
											e os seus custos de transporte
											foram cobertos
pelos fundos de investigação.
											Tudo isto acabou assim que 
o ensaio clínico terminou,
											deixando a Celine sem alternativas.
											Foi incapaz de me dizer o nome 
dos medicamentos
											que tinha recebido
durante o ensaio clínico,
											ou até de dizer do que se tratava 
o ensaio clínico.
											Nem lhe perguntei quais tinham sido 
os resultados do ensaio clínico,
											pois pareceu-me óbvio
que ela não fazia ideia nenhuma.
											Contudo, o que mais me intrigou
											foi que a Celine tinha dado o seu 
consentimento informado
											para fazer parte deste ensaio clínico,
mas claramente não percebeu
											as implicações de ser-se um participante
											ou o que lhe iria acontecer,
uma vez terminado o ensaio clínico.
									","
											C&amp;line est mère au foyer et vie dans une zone rurale
											du Cameroun à l'ouest de Afrique centrale
											Il y a 6 ans, quand elle a été 
diagnostiquée séropositive,
											elle a été recrutée pour participer 
à des essais cliniques
											qui se déroulaient 
dans son district sanitaire à l'époque.
											La première fois que j'ai rencontré Céline, 
il y a un peu plus d'un an,
											elle avait passé 18 mois
											sans aucun traitement antirétroviral,
											et elle était très malade.
											Elle m'a dit qu'elle avait arrêté de venir à la clinique
											depuis la fin des essais
											parce qu'elle n'avait pas les moyens 
de payer le ticket de bus
											et qu'elle était trop malade 
pour faire à pied les 35 km nécessaires.
											Pendant les essais cliniques,
											on lui avait donné 
le traitement antirétroviral gratuitement,
											et ses frais de transports
											étaient couverts par les financements 
du projet de recherche.
											Tous ça s'est arrêté à la fin des essais,
											ne laissant à Céline aucune alternative
											Elle était incapable de me dire 
les noms des médicaments
											qu'elle avait reçus pendant les essais,
											ni même quel était le sujet de l'essai.
											Je n'ai même pas pris la peine de lui demander 
quels avaient été les résultats des essais
											parce qu'il était évident qu'elle n'en avait aucune idée.
											Pourtant, ce qui m'intriguait le plus
											c'était que Céline ait donné son consentement
											pour participer à cet essai bien qu'il était évident
qu'elle ne comprenait pas
											ce que sa participation impliquait
											ni ce qui se passerait une fois 
que les essais seraient terminés.
									","
											Celine ist Hausfrau und lebt
in einer ländlichen Gegend
											Kameruns im Westen 
Zentralafrikas.
											Vor 6 Jahren, als sie mit 
HIV diagnostiziert wurde,
											nahm sie an einer 
klinischen Studie teil,
											die damals in ihrem Bezirk lief.
											Als ich Celine vor einem guten 
Jahr zum ersten Mal traf,
											hatte sie bereits 18 Monate lang
											keine antiretrovirale 
Therapie mehr bekommen
											und sie war sehr krank.
											Sie erzählte mir, sie habe 
aufgehört, in die Klinik zu gehen,
											nachdem die Studie 
beendet worden war,
											weil sie kein Geld für den Bus habe
											und zu krank sei, die 
35 km zu Fuß zu gehen.
											Während der klinischen Studie
											hatte man ihr alle antiretroviralen 
Medikamente gratis gegeben
											und die Fahrtkosten
											waren von Forschungsgeldern
bezahlt worden.
											All das hörte mit dem 
Abschluss der Studie auf
											und Celine hatte keine 
anderen Alternativen.
											Sie wusste die Namen 
der Medikamente nicht,
											die sie während der 
Studie bekommen hatte,
											oder was das Thema der Studie war.
											Ich fragte sie nicht nach 
den Ergebnissen der Studie,
											weil es mir offensichtlich erschien, 
dass sie nichts davon wusste.
											Am meisten verblüffte mich jedoch,
											dass Celine ihr Einverständnis 
zur Teilnahme
											an der Studie gegeben hatte, 
obwohl sie offensichtlich nicht verstand,
											welche Folgen damit 
verbunden sein würden
											oder was mit ihr nach der 
Studie geschehen würde.
									",Ethical riddles in HIV research,Boghuma Kabisen Titanji,11:10,"AIDS,TEDx,global issues,health care,medicine,pharmaceuticals,HIV"
"
","
","
","
","
",Ethical riddles in HIV research,Boghuma Kabisen Titanji,11:10,"AIDS,TEDx,global issues,health care,medicine,pharmaceuticals,HIV"
"
											Now, I have shared this story with you as an example
											of what can happen to participants in the clinical trial
											when it is poorly conducted.
											Maybe this particular trial yielded exciting results.
											Maybe it even got published in a high-profile scientific journal.
											Maybe it would inform clinicians around the world
											on how to improve on the clinical management of HIV patients.
											But it would have done so at a price
											to hundreds of patients who, like Celine,
											were left to their own devices
											once the research had been completed.
									","
											He compartido con vosotros esta historia
											como ejemplo de lo que puede sucederles 
a los participantes de un ensayo clínico
											cuando se lleva a cabo deficientemente.
											Puede que este ensayo 
arrojase resultados esperanzadores.
											Puede que se publicase 
en una revista científica de relevancia.
											Puede que informase a profesionales 
de todo el mundo
											sobre cómo mejorar el manejo clínico 
de pacientes con VIH.
											Pero costó
											el que cientos de pacientes como Celine
											quedaran a sus expensas
											una vez se hubo terminado.
									","
											Conto-vos esta história
para usar como exemplo
											do que pode acontecer aos participantes 
no ensaio clínico
											quando este é mal conduzido.
											Talvez este ensaio clínico, em especial,
											tenha produzido
resultados entusiasmantes.
											Talvez até tenha sido publicado
numa revista científica de prestígio.
											Talvez informe médicos em todo o mundo
											sobre como melhorar a abordagem clínica 
para os pacientes de VIH.
											Mas terá custado um preço alto
											a centenas de pacientes que,
											como a Celine, foram deixados à sua sorte
											uma vez terminada a investigação.
									","
											Si je partage cette histoire avec vous 
comme un exemple
											de ce qui arrive aux participants d'un essai clinique
											lorsqu'il n'est pas mené correctement.
											Cet essai particulier a peut-être donné
des résultats enthousiasmants..
											Il a peut-être été publié dans 
des revues scientifiques très pointues.
											Il a peut-être permis d'informer les médecins 
dans le monde entier
											sur la manière d'améliorer la gestion clinique
des patients séropositifs.
											Mais il l'aura été au prix
											de centaines de patients qui, comme Céline,
											ont été livrés à eux-mêmes
											une fois les essais cliniques terminés.
									","
											Diese Geschichte soll 
Ihnen veranschaulichen,
											was mit Teilnehmern klinischer 
Studien geschehen kann,
											wenn deren Durchführung mangelhaft ist.
											Vielleicht hat diese Studie 
aufregende Ergebnisse geliefert.
											Vielleicht wurde sie sogar in einer 
angesehenen Fachzeitschrift veröffentlicht.
											Vielleicht hat sie Ärzten 
auf der ganzen Welt
											gezeigt, wie man HIV-Patienten 
besser behandeln kann.
											Aber das wäre auf Kosten von
											hunderten von Patienten 
geschehen, die, wie Celine,
											nach Abschluss der Studie
											sich selbst überlassen wurden.
									",Ethical riddles in HIV research,Boghuma Kabisen Titanji,11:10,"AIDS,TEDx,global issues,health care,medicine,pharmaceuticals,HIV"
"
","
","
","
","
",Ethical riddles in HIV research,Boghuma Kabisen Titanji,11:10,"AIDS,TEDx,global issues,health care,medicine,pharmaceuticals,HIV"
"
											I do not stand here today to suggest in any way
											that conducting HIV clinical trials
											in developing countries is bad.
											On the contrary, clinical trials are extremely useful tools,
											and are much needed to address the burden
											of disease in developing countries.
											However, the inequalities that exist between
											richer countries and developing countries in terms of funding
											pose a real risk for exploitation,
											especially in the context of externally-funded research.
											Sadly enough, the fact remains that
											a lot of the studies that are conducted in developing countries
											could never be authorized in the richer countries
											which fund the research.
									","
											De ningún modo quisiera hoy sugerir
											que hacer ensayos clínicos sobre VIH
											en países en vías de desarrollo 
esté mal.
											Al contrario, los ensayos clínicos 
son herramientas muy útiles
											y muy necesarias para aliviar
											el peso de las enfermedades 
en los países en desarrollo.
											De todos modos, las desigualdades que existen
											entre países ricos y en desarrollo 
en materia de financiación
											implican un riesgo real de explotación,
especialmente en el contexto
											de una investigación con financiación externa.
											Desgraciadamente, el hecho es
											que muchos de los estudios llevados a cabo
en países en desarrollo
											nunca serían autorizados en países ricos
											que son los que aportan los fondos para el estudio.
									","
											Não estou hoje aqui para sugerir,
de modo algum,
											que realizar ensaios clínicos de VIH
											em países em desenvolvimento seja mau.
											Pelo contrário, os ensaios clínicos são 
ferramentas extremamente úteis
											e são essenciais para enfrentar
											o impacto da doença
nos países em desenvolvimento.
											Contudo, as desigualdades que existem
											entre os países mais ricos
e os países em desenvolvimento
											em termos de financiamento
											representam um verdadeiro risco 
para a exploração,
											especialmente no contexto de investigações
com financiamento externo.
											Infelizmente, a verdade
é que muitos dos estudos
											que são conduzidos em 
países em desenvolvimento
											nunca seriam autorizados
nos países mais ricos
											que financiam a investigação.
									","
											Je ne suis pas ici aujourd'hui 
pour insinuer en aucune manière
											que mener des essais clinique sur le VIH
											dans les pays en voie de développement est mal.
											Au contraire, les essais cliniques sont 
des outils extrêmement utiles,
											et sont plus que nécessaires pour alléger le fardeau
											des maladies dans les pays en voie de développement.
											Cependant, les inégalités qui existent
											entre les pays riches et ceux en voie de développement en terme de financement
											posent un vrai risque d'exploitation,
											en particulier dans le cas 
des recherches à financement externes.
											Malheureusement, le fait est que
											de nombreuses études qui sont menées 
dans les pays en voie de développement
											ne seraient jamais autorisées 
dans les pays riches
											qui financent les travaux.
									","
											Ich behaupte hier keineswegs,
											HIV-Studien
											in Entwicklungsländern 
seien schlecht.
											Im Gegenteil sind klinische 
Studien sehr nützlich,
											und sind unbedingt nötig, 
um die Bürde der Krankheiten
											in Entwicklungsländern zu mildern.
											Die Ungleichheiten zwischen
											reicheren Ländern und Entwicklungsländern 
in der Finanzierung
											stellen aber ein hohes 
Risiko der Ausbeutung dar,
											besonders wenn Forschungsgelder 
von auswärts kommen.
											Leider besteht die Tatsache,
											dass viele Studien in Entwicklungsländern
											in den reicheren Ländern, 
die die Forschung finanzieren,
											nie genehmigt würden.
									",Ethical riddles in HIV research,Boghuma Kabisen Titanji,11:10,"AIDS,TEDx,global issues,health care,medicine,pharmaceuticals,HIV"
"
","
","
","
","
",Ethical riddles in HIV research,Boghuma Kabisen Titanji,11:10,"AIDS,TEDx,global issues,health care,medicine,pharmaceuticals,HIV"
"
											I'm sure you must be asking yourselves
											what makes developing countries,
											especially those in sub-Saharan Africa,
											so attractive for these HIV clinical trials?
											Well, in order for a clinical trial to generate
											valid and widely applicable results,
											they need to be conducted with large numbers of study participants
											and preferably on a population
											with a high incidence of new HIV infections.
											Sub-Saharan Africa largely fits this description,
											with 22 million people living with HIV,
											an estimated 70 percent of the 30 million people
											who are infected worldwide.
											Also, research within the continent
											is a lot easier to conduct due to widespread poverty,
											endemic diseases and inadequate health care systems.
											A clinical trial that is considered to be
											potentially beneficial to the population
											is more likely to be authorized,
											and in the absence of good health care systems,
											almost any offer of medical assistance
											is accepted as better than nothing.
											Even more problematic reasons include
											lower risk of litigation,
											less rigorous ethical reviews,
											and populations that are willing to participate
											in almost any study that hints at a cure.
											As funding for HIV research
											increases in developing countries
											and ethical review in richer countries become more strict,
											you can see why this context becomes
											very, very attractive.
									","
											Estoy segura de que deben de estar preguntándose
											qué hace a los países en desarrollo,
											especialmente los del África subsahariana,
											tan atractivos para los ensayos clínicos de VIH.
											Bueno, para hacer que un ensayo clínico
											genere resultado válidos 
y aplicables a gran escala,
											se necesita un número alto de participantes
											y preferentemente en una población
											con alta incidencia de nuevas infecciones de VIH.
											El África subsahariana encaja en esta descripción,
											con 22 millones de personas afectadas de HIV,
											aproximadamente un 70% de las 30 millones
											de personas afectadas en todo el mundo.
											También, la investigación en el continente
											es mucho más fácil
dada la pobreza general,
											las enfermedades endémicas 
y los sistemas de salud inadecuados.
											Un ensayo clínico considerado
											potencialmente beneficioso para la poblacion
											es más fácil que se autorice
											y, en ausencia de buenos sistemas de salud,
											casi cualquier tipo de asistencia médica
											se acepta al ser mejor que nada.
											Otras razones más polémicas incluyen
											un menor riesgo de litigios,
											objeciones éticas menos rigurosas
											y una población dispuesta a participar
											en cualquier estudio 
que insinúe una posible curación.
											A medida que los fondos 
para investigación en VIH
											se incrementan en los países en desarrollo
											y las objeciones éticas en países ricos 
se hacen más estrictas,
											pueden ver por qué el contexto se hace
											cada vez más atractivo.
									","
											Certamente, estarão
a perguntar-se a vós mesmos
											o que torna os países 
em desenvolvimento,
											especialmente os da África subsariana,
											tão interessantes para estes 
ensaios clínicos de VIH?
											Acontece que, para que
um ensaio clínico produza
											resultados válidos
e amplamente aplicáveis,
											é necessário que seja realizado
num grande número de participantes
											e, preferencialmente, numa população
											com uma alta incidência de 
novas infeções pelo VIH.
											A África subsariana enquadra-se 
amplamente nesta descrição,
											com 22 milhões de pessoas que 
vivem com VIH,
											uma estimativa de 70% dos 
30 milhões de pessoas
											que estão infetadas a nível mundial.
											Também, a investigação
dentro do continente
											é muito mais fácil de se realizar
devido à pobreza generalizada,
											às doenças endémicas
e aos sistemas de saúde inadequados.
											Um ensaio clínico, considerado
											potencialmente benéfico para a população,
											é mais provável de ser autorizado,
											e na ausência de bons sistemas de saúde,
											qualquer oferta de assistência médica
											é aceite, pois é melhor do que nada.
											Até as razões mais problemáticas
											incluem um menor risco de litígio,
											revisões éticas menos rigorosas
											e populações que estão
dispostas a participar
											em quase qualquer estudo
que vise uma cura.
											À medida que o financiamento para
investigação do VIH
											aumenta em países em desenvolvimento
											e a revisão ética em países mais ricos 
se torna mais rigorosa,
											podem ver o porquê de este contexto
											se tornar muito, muito interessante.
									","
											Je suis sûre que vous vous demandez
											ce qui fait que les pays en voie de développement,
											notamment ceux de l'Afrique sub-saharienne,
											sont si intéressants 
pour les essais cliniques sur le VIH.
											Et bien, pour qu'un essai clinique fournissent
											des résultats valides et largement applicables,
											il faut qu'ils soient menés 
sur de nombreux participants
											et de préférence sur une population
											avec une haute incidence 
de nouvelles contamination par le VIH.
											L'Afrique sub-saharienne correspond 
tout à fait à cette description,
											avec 22 millions de personnes séropositives,
											soit 70% des 30 millions de personnes
											infectées dans le monde entier.
											Les recherches dans ce continent
											sont aussi bien plus faciles 
à mener du fait de la pauvreté,
											des maladies endémiques et 
systèmes de santé inadéquats.
											Un essai clinique qui est considéré
											comme potentiellement bénéfique pour la population
											est plus susceptible d'être autorisé,
											et en l'absence de bon système de santé,
											presque toute proposition d'assistance médicale
											est acceptée faute de mieux.
											Parmi les raisons encore plus problématiques,
											il y a un risque moins important 
de poursuites judiciaires
											des examens éthiques moins rigoureux,
											et des populations qui sont prêtes à participer
											à presque toute étude qui laissent entrevoir un remède.
											Comme les fonds pour les recherches sur le VIH
											augmentent dans les pays en voie de développement
											et que les examens éthiques dans les pays 
riches deviennent plus stricts,
											vous voyez pourquoi ce contexte devient
											vraiment très attrayant.
									","
											Sie fragen sich sicher,
											warum Entwicklungsländer,
											besonders die im subsaharischen Afrika,
											so attraktiv für diese HIV-Studien sind.
											Damit eine klinische Studie
											gültige und allgemein 
anwendbare Resultate liefert,
											muss sie an vielen 
Personen durchgeführt werden,
											vorzugsweise an einer Bevölkerung
											mit einer hohen Rate 
an HIV-Neuinfektionen.
											Subsahara-Afrika erfüllt 
diese Bedingung weitgehend,
											da dort 22 Millionen 
Menschen mit HIV leben,
											das sind geschätzte 70 % der 
30 Millionen Menschen,
											die weltweit infiziert sind.
											Forschung ist in Afrika auch
											viel leichter durchzuführen 
aufgrund der weit verbreiteten Armut,
											Endemien und mangelhaften 
Gesundheitswesens.
											Eine klinische Studie,
											die potentiell positive Folgen 
für die Bevölkerung haben könnte,
											wird mit größerer
Wahrscheinlichkeit zugelassen
											und wo gute Gesundheitssysteme fehlen,
											wird fast jedes Angebot ärztlicher Hilfe
											für besser als nichts gehalten.
											Noch problematischere Gründe sind
											niedrigere Prozessrisiken,
											weniger gründliche ethische Überprüfungen
											und eine Bevölkerung, die bereit ist,
											an beinahe jeder Studie teilzunehmen, 
die auch nur einen Funken Hoffnung gibt.
											Da die Forschungsgelder für HIV
											in Entwicklungsländern ansteigen
											und ethische Überprüfungen in 
reicheren Ländern strenger werden,
											ist es klar, warum dieser Standort
											sehr attraktiv wird.
									",Ethical riddles in HIV research,Boghuma Kabisen Titanji,11:10,"AIDS,TEDx,global issues,health care,medicine,pharmaceuticals,HIV"
