en,fr,tr,pt,title,speaker,duration,tags
"
","
","
","
",Can you solve the dark matter fuel riddle?,Daniel Finkel,4:14,"math,TED-Ed,animation,space,technology,extraterrestrial life,dark matter"
"
											It’s an incredible discovery:
											an ancient, abandoned alien space station 
filled with precursor technology.
											But now, every species in the galaxy is 
in a mad dash to get there first
											and claim it for themselves.
									","
											C'est une découverte extraordinaire :
											une ancienne station spatiale
extraterrestre abandonnée,
											détient des technologies sans précédent.
											Une course effrénée est lancée
entre toutes les espèces de la galaxie
											pour arriver la première
et prendre possession de la station.
									","
											Bu inanılmaz bir keşif:
											Öncü teknolojiyle dolu eski,
terk edilmiş bir uzaylı uzay istasyonu.
											Ama şimdi galaksideki her tür, 
oraya ulaşıp alan talep edebilmek için
											çılgınca bir koşuşturma içinde.
									","
											É uma descoberta espantosa:
											uma antiga estação espacial
alienígena abandonada,
											cheia de tecnologia precursora.
											Mas agora, todas as espécies na galáxia
estão numa corrida louca
											para lá chegarem primeiro
e a reclamarem para si mesmas.
									",Can you solve the dark matter fuel riddle?,Daniel Finkel,4:14,"math,TED-Ed,animation,space,technology,extraterrestrial life,dark matter"
"
","
","
","
",Can you solve the dark matter fuel riddle?,Daniel Finkel,4:14,"math,TED-Ed,animation,space,technology,extraterrestrial life,dark matter"
"
											And right away, you’ve got a problem.
											Your ship’s faster-than-light jump drive 
consumes 1 unit of fuel
											for every parsec of distance it takes you,
											and your ship holds only 15 units of fuel.
											But the space station is 23 parsecs away,
											and there’s only empty space between 
there and here.
									","
											Mais vous faites tout de suite
face à un problème.
											Votre vaisseau, plus rapide que la
lumière, consomme une unité de carburant
											pour chaque parsec que vous parcourez,
											et votre vaisseau ne peut contenir
que 15 unités de carburant.
											Mais la station est à 23 parsecs,
											et tout n'est que vide intersidéral
entre vous et la station.
									","
											Ve tam şu an bir probleminiz var.
											Uzay geminiz, 'ışıktan-hızlı-sıçrama' ile
gittiği her parsek için
											1 birim yakıt tüketiyor
											ve gemi sadece 15 birim yakıt alıyor.
											Ama uzay istasyonu 23 parsek uzakta
											ve iki yer arası sadece boşluktan ibaret.
									","
											De imediato, tens um problema.
											A tua nave mais rápida do que a luz
consome uma unidade de combustível
											por cada parsec
da distância que percorreres
											e o tanque da tua nave só contém
15 unidades de combustível.
											Mas a estação espacial
está a 23 parsecs de distância
											e só há espaço vazio entre ela e tu.
									",Can you solve the dark matter fuel riddle?,Daniel Finkel,4:14,"math,TED-Ed,animation,space,technology,extraterrestrial life,dark matter"
"
","
","
","
",Can you solve the dark matter fuel riddle?,Daniel Finkel,4:14,"math,TED-Ed,animation,space,technology,extraterrestrial life,dark matter"
"
											There’s one thing that can 
help you, though:
											dark matter fuel is stable in deep space.
											That means you can vent a cache of it 
from your fuel chamber,
											and then come back to pick 
it up again later.
											Even though your ship holds 
only 15 units of fuel,
											you’ve been granted use of all 45 units 
in your current location.
											With some strategic fuel caching 
along the way,
											you might be able to 
make it all 23 parsecs.
									","
											Une chose peut cependant vous aider :
											le carburant de matière noire
est stable dans l'espace intersidéral.
											Vous pouvez donc vider une réserve
de carburant de votre réservoir
											et venir le récupérer plus tard.
											Même si votre vaisseau ne peut contenir
que 15 unités de carburant,
											vous avez reçu l'autorisation d'utiliser
les 45 unités de votre station actuelle.
											En déposant stratégiquement des réserves
de carburant sur votre route,
											vous pourriez parcourir les 23 parsecs.
									","
											Yine de, size yardımcı olacak bir şey var:
											Derin uzayda 
karanlık madde yakıtı sabittir.
											Yani yakıt odanızdan delik açarak 
bir miktarını salabilir
											ve sonra geri gelip alabilirsin.
											Gemi sadece 15 birim yakıt alsa da
											mevcut konumunuzda tüm
45 birimi kullanma hakkın var.
											Yol boyunca 
stratejik bir yakıt yedekleme ile
											23 parsek yolun tamamını gidebilirsin.
									","
											Mas há uma coisa que te pode ajudar,
											o combustível de matéria escura
é estável no espaço profundo.
											Assim, podes esconder nele uma parte
do conteúdo do teu tanque
											e depois voltar lá mais tarde
para o recolher.
											Apesar de a tua nave só conter
15 unidades de combustível,
											tens direito a usar todas as 45 unidades
existentes no sítio onde estás.
											Com um armazenamento estratégico
de combustível, durante a viagem,
											podes conseguir percorrer
os 23 parsecs.
									",Can you solve the dark matter fuel riddle?,Daniel Finkel,4:14,"math,TED-Ed,animation,space,technology,extraterrestrial life,dark matter"
"
","
","
","
",Can you solve the dark matter fuel riddle?,Daniel Finkel,4:14,"math,TED-Ed,animation,space,technology,extraterrestrial life,dark matter"
"
											So how can you reach the 
alien space station?
											Answer in 3,
											2,
											1.
									","
											Comment pouvez-vous atteindre
la station spatiale extraterrestre ?
											Réponse dans 3,
											2,
											1.
									","
											Öyleyse uzaylı uzay istasyonuna
nasıl ulaşılabilir?
											Cevap için 3,
											2,
											1,
									","
											Como conseguirás chegar
à estação espacial alienígena?
											[Suspende o vídeo se quiseres
resolver o enigma sozinho]
											[Resposta em: 3]
											[Resposta em: 2]
											[Resposta em: 1]
									",Can you solve the dark matter fuel riddle?,Daniel Finkel,4:14,"math,TED-Ed,animation,space,technology,extraterrestrial life,dark matter"
"
","
","
","
",Can you solve the dark matter fuel riddle?,Daniel Finkel,4:14,"math,TED-Ed,animation,space,technology,extraterrestrial life,dark matter"
"
											It’s possible to solve this riddle using 
as few as two cache points,
											and there are also valid solutions 
that use more.
											No matter how you go about it though,
											the key is determining exactly where 
to cache fuel along your route.
									","
											Il est possible de résoudre cette énigme
en utilisant deux dépôts de carburant,
											mais d'autres solutions tout aussi
viables en utilisent plus.
											Peu importe la solution
que vous choisissez,
											l'important est de déterminer
de façon précise

											où déposer ce carburant
le long de votre trajet.
									","
											Bu bulmacayı en az iki
yedekleme noktasıyla çözmek mümkün,
											tabii daha fazlasıyla çözümler de mevcut.
											Nasıl başladığının önemi yok,
											asıl mesele rota üzerinde tam olarak
nerede yedekleme yapacağın.
									","
											É possível resolver este quebra-cabeças
usando apenas dois pontos de esconderijo
											e também há soluções válidas
que usam mais.
											Mas, qualquer que seja
a opção que escolhas,
											o segredo é determinar exatamente
onde esconder o combustível, no percurso.
									",Can you solve the dark matter fuel riddle?,Daniel Finkel,4:14,"math,TED-Ed,animation,space,technology,extraterrestrial life,dark matter"
