fr,en,tr,es,title,speaker,duration,tags
"
","
","
","
",Four American characters,Anna Deavere Smith,23:05,"MacArthur grant,United States,culture,entertainment,history,interview,performance,performance art,race,sports,storytelling,theater"
"
											Quand j'étais petite , mon grand-père m'a dit:
											""Si tu dis un mot suffisamment souvent, tu deviens ce mot""
											Et comme j'ai grandi dans une ville où la ségrégation existait, Baltimore, Maryland,
											j'ai en quelque sorte eu cette idée de traverser l'Amérique avec un enregistreur-
											vive la technologie-
											pour interroger les gens, pensant que, si je marchais dans leurs mots-
											et c'est aussi la raison pour laquelle je ne porte pas de chaussures sur scène-
											si je marchais dans leurs mots, je pourrais plûtot absorber l'Amérique.
											j'ai aussi été inspirée par Walt Whitman,
											qui voulait absorber l'Amérique et se faire aspirer par elle.
									","
											So my grandfather told me when I was a little girl,
											""If you say a word often enough, it becomes you.""
											And having grown up in a segregated city, Baltimore, Maryland,
											I sort of use that idea to go around America with a tape recorder —
											thank God for technology —
											to interview people, thinking that if I walked in their words —
											which is also why I don't wear shoes when I perform —
											if I walked in their words, that I could sort of absorb America.
											I was also inspired by Walt Whitman,
											who wanted to absorb America and have it absorb him.
									","
											Büyükbabam bana, ben küçük bir kızken dedi ki,
											''Eğer bir sözü çok söylersen, ona bürünürsün.''
											Ve tecrit edilmiş bir şehirde, Baltimore, Maryland'de büyüdüğüm için
											bu fikirden yola çıkarak Amerika'yı bir teyple gezmeye karar verdim—
											Tanrı'ya şükür teknoloji var—
											insanlarla röportaj yapmak için, eğer onların söyledikleriyle yürüyebilirsem —
											oynarken ayakkabı giymememin sebebi de budur —
											eğer onların sözcükleriyle yürüyebilirsem, sanki Amerika'yı içime çekebilirim.
											Aynı zamanda Walt Whitman'dan da etkilendim,
											kendisi de Amerika'yı içine çekmek ve Amerika'nın onu içine çekmesini istemişti.
									","
											Mi abuelo me dijo cuando era niña
											Si dices suficientemente una palabra, se convierte en tu esencia.
											Y puesto que me crié en una ciudad segregada, Baltimore, Maryland,
											de cierta manera uso aquella idea de viajar por toda América con una grabadora
											gracias a Dios por la tecnología —
											para entrevistar a la gente, pensando que si yo caminara en sus palabras —
											lo cual también explica por qué no llevo zapatos cuando actúo
											si caminara en sus palabras, que de alguna manera, podría absorber los Estados Unidos
											También me inspiró Walt Whitman
											quien quiso absorber su país y estar absorto en ello.
									",Four American characters,Anna Deavere Smith,23:05,"MacArthur grant,United States,culture,entertainment,history,interview,performance,performance art,race,sports,storytelling,theater"
"
","
","
","
",Four American characters,Anna Deavere Smith,23:05,"MacArthur grant,United States,culture,entertainment,history,interview,performance,performance art,race,sports,storytelling,theater"
"
											Donc ces quatre personnages sont issus de ce travail,
											que je fais depuis plusieurs années maintenant,
											sur-je ne sais pas-peut-être 2000 personnes
											que j'ai interrogées.
											Est-ce que quelqu'un ici est assez vieux pour connaître Studs Terkel, ce vieil animateur radio?
											Donc , j'ai pensé qu'il serait la personne idéale
											à qui demander de parler d'un moment important de l'histoire américaine.
											vous savez, il est ""né en 1912, l'année du naufrage du Titanic,
											le plus grand bateau jamais construit. Il heurte le sommet d'un iceberg,
											et bam, il coule. Il a été submergé et j'ai émergé: wow, quel siècle!""
											(Rires)
									","
											So these four characters are going to be from that work
											that I've been doing for many years now,
											and well over, I don't know, a couple of thousand people
											I've interviewed.
											Anybody out here old enough to know Studs Terkel, that old radio man?
											So I thought he would be the perfect person
											to go to to ask about a defining moment in American history.
											You know, he was ""born in 1912, the year the Titanic sank,
											greatest ship every built. Hits the tip of an iceberg,
											and bam, it went down. It went down and I came up. Wow, some century.""
											(Laughter)
									","
											İşte, bu dört karakter bu oyunumdan alınmıştır
											yıllardan beri oynamaktayım bunları,
											ve yaklaşık —- bilemeyeceğim, bir kaç bin insanla
											röportaj yaptım.
											Aranızda Studs Terkel'i bilecek kadar yaşlı olan var mı, o eski radyo adamını?
											Neyse, kendisinin en yetkin kişi olacağını düşündüm
											gidip de Amerikan tarihini tanımlayan noktanın ne olduğunu sormak için.
											Biliyorsunuz, 1912'de doğmuş, ""inşa edilmiş en büyük geminin,
											Titanik'in battığı yılda. Buz dağının ucuna çarptı
											ve paldır küldür, aşağıya indi. O aşağıya indi ve ben çıktım yüzeye. Vay be, ne biçim bir asır.''
											(Kahkaha)
									","
											Así que estos cuatro personajes vienen de la obra
											a la cual me he dedicado durante muchos años
											y mucho más de – no sé—unas dos mil personas
											a las cuales he entrevistado.
											¿Hay alguien aquí que tenga edad para conocer a Studs Terkel, aquel viejo hombre de la radio?
											A mí me pareció la persona ideal
											a quien recurrir para subrayar un momento destacable en la historia norteamericana.
											Saben que ""nació en 1912, el año en que se hundió el Titanic
											el buque más grande que jamás se construyó. Se atropella con la punta de un iceberg,
											y ¡pam! se hundió. Se hundió, y surgí yo. ¡Ay, qué siglo!
											(Risa)
									",Four American characters,Anna Deavere Smith,23:05,"MacArthur grant,United States,culture,entertainment,history,interview,performance,performance art,race,sports,storytelling,theater"
"
","
","
","
",Four American characters,Anna Deavere Smith,23:05,"MacArthur grant,United States,culture,entertainment,history,interview,performance,performance art,race,sports,storytelling,theater"
"
											Donc ceci est sa définition d'un moment décisif de l'histoire américaine.
											Un moment décisif dans l'histoire américaine, je ne pense pas qu'il y en ait;
											vous ne pouvez pas dire Hiroshima, celui-ci est énorme,
											je ne peux pas évoquer un moment dont je dirais qu'il est décisif.
											Le dérapage progressif -dérapage- c'est bien le terme
											utilisé par les gens du Watergate, le dérapage moral-
											c'est quelquechose de progressif, c'est une combinaison de choses.
											Voyez-vous, nous avons aussi la technologie.
											Je vous le dis, de moins en moins d'humanité.
									","
											So this is his answer about a defining moment in American history.
											""Defining moment in American history, I don't think there's one;
											you can't say Hiroshima, that's a big one —
											I can't think of any one moment I would say is a defining moment.
											The gradual slippage — 'slippage' is the word
											used by the people in Watergate, moral slippage —
											it's a gradual kind of thing, combination of things.
											You see, we also have the technology.
											I say, less and less the human touch.
									","
											Amerikan tarihini tanımlayan anı böyle anlatır.
											Amerikan tarihini tanımlayan an, bence bir tane değil;
											Hiroşima sayılmaz, o çok büyük bir olaydı —
											Sadece tek bir an aklıma gelmiyor, tanımlayan bir an olarak.
											Yavaş yavaş kayma — kayma kelimesi
											Watergate kişileri tarafından kullanılan bir kelime, ahlaki kayma —
											yavaş yavaş oluşan bir şeydir, bir çok şeylerin birleşimidir.
											Görüyorsunuz ya, biz bir de teknolojiye sahibiz.
											Ben derim ki, gün geçtikçe insan teması azalıyor.
									","
											Les doy su respuesta acerca de un momento destacable en la historia norteamericana.
											Momento destacable en la historia norteamericana, no creo que haya solo uno;
											No se puede decir que fue Hiroshima, pero es muy importante - -
											No puedo pensar en un solo momento que para mí es el más significativo.
											La disminución gradual- me parece que disminución es la palabra
											que utiliza la gente de Watergate, la disminución de la moralidad- -
											es un proceso paulatino, que se compone de muchas etapas.
											Ven ustedes, que ahora también tenemos la tecnología
											la cual, según mi modo de ver, disminuye cada vez más el toque humano
									",Four American characters,Anna Deavere Smith,23:05,"MacArthur grant,United States,culture,entertainment,history,interview,performance,performance art,race,sports,storytelling,theater"
"
","
","
","
",Four American characters,Anna Deavere Smith,23:05,"MacArthur grant,United States,culture,entertainment,history,interview,performance,performance art,race,sports,storytelling,theater"
"
											Oh, laissez-moi vous raconter une petite histoire.
											L'aéroport d'Atlanta est moderne,
											et ils devraient partir de cette porte.
											Ces trains, qui vous conduisent à un hall et à une destination.
											Et ces trains sont sans heurts,
											ils sont tranquilles et efficaces.
											Et dans le train il y a une voix, vous savez, c'était une voix humaine.
											Voyez-vous, dans le temps nous avions des robots, les robots imitaient les humains.
											maintenant, ce sont les humains qui imitent les robots.
											Donc on entend cette voix dans le train :Hall1 :Omaha, Lincoln.
											Hall 2 :Dallas, Fort Worth. Avec la même voix.
											Alors que le train est prêt à partir, il y a ce jeune couple qui court,
											et ils sont sur le point de fermer les portes automatiques.
											Et cette voix annonce, d'une traite, dit:
											""A cause d'une entrée tardive, nous aurons 30 secondes de retard.""
											Alors là, tout le monde dévisage le couple d'un air hargneux
											et le couple va se faire tout petit, vous savez.
											Et bien, il se trouve que j'avais pris deux ou trois verres avant de monter à bord-
											je fais ça pour m'armer de courage - et donc
											j'imite un appel de train, la main posée sur -
											""George Orwell, votre heure est venue,"" vous savez.
											Et bien, certains d'entre vous rigolent. Tout le monde rit
											quand je dis ça, mais dans le train :silence.
											Et tout à coup ils me regardent
											Et nous sommes là, ce couple et moi,
											attendant tous les trois d'être cloués au pilori, vous voyez.
									","
											""Oh, let me kind of tell you a funny little play bit.
											The Atlanta airport is a modern airport,
											and they should leave the gate there.
											These trains that take you out to a concourse and on to a destination.
											And these trains are smooth,
											and they're quiet and they're efficient.
											And there's a voice on the train, you know the voice was a human voice.
											You see in the old days we had robots, robots imitated humans.
											Now we have humans imitating robots.
											So we got this voice on this train: Concourse One: Omaha, Lincoln.
											Concourse Two: Dallas, Fort Worth. Same voice.
											Just as a train is about to go, a young couple rush in
											and they're just about to close the pneumatic doors.
											And that voice, without losing a beat, says,
											'Because of late entry, we're delayed 30 seconds.'
											Just then, everybody's looking at this couple with hateful eyes
											and the couple's going like this, you know, shrinking.
											Well, I'd happened to have had a couple of drinks before boarding —
											I do that to steel my nerves — and so
											I imitate a train call, holding my hand on my —
											'George Orwell, your time has come,' you see.
											Well, some of you are laughing. Everybody laughs
											when I say that, but not on this train. Silence.
											And so suddenly they're looking at me.
											So here I am with the couple, the three of us
											shrinking at the foot of Calvary about to be up, you know.
									","
											Ah, size şöyle komik bir hikaye anlatayım.
											Atlanta havaalanı çok modern bir hava alanıdır,
											hakkını vermek lazım.
											Seni yolcu alanına götüren ve gideceğin yere yollayan trenler var.
											Ve bu trenler çok hoş,
											ve de çok sessiz ve etkinler.
											Ve trenden bir ses geliyor, biliyorsunuz ses bir insan sesi.
											Eskiden robotlar vardı, robotlar insanları taklit ederdi.
											Şimdi de robotları taklit eden insanlar var.
											İşte bu trendeki ses diyor ki: 1. Birinci durak: Omaha, Lincoln.
											2. İkinci durak: Dallas, Fort Worth. Aynı ses.
											Tren tam kalkarken, genç bir çift içeri girdi
											tam da basınçlı kapıları kapanırken.
											Ve o ses de, hiç mola vermeden, dedi ki,
											''Geç giriş nedeniyle, 30 saniye geç kalkacağız.''
											Tabii herkes bu çifte nefret edercesine bakmaya başladı
											ve çift de ezilip büzülmeye başladı.
											Şey, ben de trene binmeden önce biraz içki içmiştim —
											bunu sinirleri yatıştırmak için yapıyorum — ve işte
											bir tren anonsunu taklit ettim, elimi şöyle tutup —
											''George Orwell, geldi sana sıra en sonunda.""
											Ha, birkaçınız gülüyorsunuz.
											Ben bunu söylediğimde herkes güler, ama bu trende başaramadık. Çıt yok.
											Ve birden bire herkes bana da bakmaya başladı.
											Al işte, ben de bu çiftle birlikte, üçümüz beraber
											ezilip büzüldük, sanki Kalvari Haçı'nın dibine batıyoruz da yeniden yukarı çıkacağız.
									","
											Ah, déjenme contarles una historia graciosa..
											El aeropuerto de Atlanta es moderno,
											y deberían dejar la puerta allí.
											Estos trenes que te traen a una explanada y continúan hacia un destino.
											Y estos trenes son cómodos,
											y silenciosos y eficaces.
											Y escuchas una voz en el tren, una voz humana.
											En los viejos tiempos, había robots, los robots imitaban a los seres humanos.
											Ahora son los seres humanos que imitan a los robots.
											La voz dice: Primera Explanada: Omaha, Lincoln.
											Segunda Explanada: Dallas, Fort Worth. Es la misma voz.
											Y justo cuando el tren está por salir, una pareja joven se apura por entrar
											y el personal está por cerrar las puertas neumáticas
											Y esa voz dice, sin vacilar,
											""A causa de la entrada tarde, tenemos una demora de 30 segundos.""
											Y en ese momento, todo el mundo se dirige a la pareja y da rienda suelta a su mirada odiosa,
											y la pareja hace así, saben, retroceden ante ellos .
											Bueno, por casualidad, tomé unos traguitos antes de embarcarme al tren - -
											Lo hago para armarme de valor para hacer el viaje- - así que
											Imito un silbido de tren, con la mano en el —
											“George Orwell, ha venido la hora de tu muerte,” ven.
											Bueno, algunos de ustedes se ríen. Todo el mundo se ríe
											cuando cuento ese chiste, pero no en este tren. Silencio.
											De repente todo el mundo me está mirando.
											Aquí estoy con la pareja, los tres
											retrocediéndonos al pie de caballería, al punto de morir, saben.
									",Four American characters,Anna Deavere Smith,23:05,"MacArthur grant,United States,culture,entertainment,history,interview,performance,performance art,race,sports,storytelling,theater"
"
","
","
","
",Four American characters,Anna Deavere Smith,23:05,"MacArthur grant,United States,culture,entertainment,history,interview,performance,performance art,race,sports,storytelling,theater"
"
											Et pile à ce moment-là, je vois un bébé, un petit bébé sur les genoux de sa mère.
											Je sais qu'il est Hispanique, car sa mère lui parle espagnol.
											Et là je me penche pour parler au bébé, et je lui dis,
											gardant ma main devant ma bouche car mon haleine doit empester,
											Je dis au bébé, ""Monsieur ou madame,
											quelle est votre opinion sur l'espèce humaine?""
											Et le bébé me regarde comme seuls savent le faire les petits
											se met à rire,
											se met à éclater d'un petit fou rire.
											Là, je dis""Dieu merci, on n'a pas perdu toute réaction humaine"".
									","
											""Just then I see a baby, a little baby in the lap of a mother.
											I know it's Hispanic because she's speaking Spanish to her companion.
											So I'm going to talk to the baby. So I say to the baby,
											holding my hand over my mouth because my breath must be 100 proof,
											I say to the baby, 'Sir or Madam,
											what is your considered opinion of the human species?'
											And the baby looks, you know, the way babies look at you clearly,
											starts laughing,
											starts busting out with this crazy little laugh.
											I say, 'Thank God for a human reaction, we haven't lost yet.'
									","
											Tam o anda bir bebek görüyorum, annesinin kucağında minicik bir bebek.
											İspanyol olduğunu biliyorum çünkü yanındaki arkadaşı ile İspanyolca konuşuyordu.
											İşte, ben de bebekle konuşacağım. Bebeğe döndüm,
											elimle ağzımı kapayarak, çünkü nefesim her şeyi ele verebilir,
											bebeğe dedim ki, ''Bayım, ya da Hanımefendi,
											sizin insan türleri hakkındaki düşünceleriniz nedir?''
											Ve bebek bana baktı, bebekler öyle bakar ya size net bir şekilde,
											ve gülmeye başladı,
											hem de kıkır kıkır.
											Dedim ki, ""Herhangi bir insan tepkisi için Tanrıya şükür, henüz kaybetmiş değiliz.''
									","
											En ese momento veo un bebé, un recién nacido, en el regazo de su madre
											Yo sé que el bebé es hispano, porque la madre habla con su compañero en español.
											Decido hablar con el bebé. Le digo
											con la mano en la boca porque mi aliento debe de oler al alcohol,
											Le digo al bebé, “Señor o Señora,
											¿cuál es su opinión considerada de la raza humana?
											Y el bebé me mira, saben, a la manera de los bebés, como si comprendiera todo lo que yo decía,
											se pone a reír,
											se parte de esta risa loca.
											Yo digo, “Gracias a Dios por la reacción humana. Aún no estamos perdidos.”
									",Four American characters,Anna Deavere Smith,23:05,"MacArthur grant,United States,culture,entertainment,history,interview,performance,performance art,race,sports,storytelling,theater"
