en,es,tr,fr,title,speaker,duration,tags
"
","
","
","
","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
"
											(Music)
									","
											(Música)
									","
											(Müzik)
									","
											(Musique)
									","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
"
","
","
","
","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
"
											We are the tribe that they cannot see
									","
											Somos la tribu que ellos no pueden ver
									","
											Bizler onların göremediği bir kabileyiz
									","
											Nous sommes la tribu qu'ils ne voient pas
									","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
"
","
","
","
","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
"
											We live on an industrial reservation
									","
											Vivimos en una reserva industrial
									","
											Endüstriyel kuşkuda yaşıyoruz
									","
											Nous vivons dans une réserve industrielle
									","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
"
","
","
","
","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
"
											We are the Halluci Nation
									","
											Somos la nación alucinación
									","
											
Biz Halluci Milletiyiz
									","
											Nous sommes l'Halluci Nation
									","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
"
","
","
","
","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
"
											We have been called the Indians
									","
											Nos han llamado los indios
									","
											Bize Hintli denildi
									","
											On nous a dits Indiens
									","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
"
","
","
","
","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
"
											We have been called Native American
									","
											Nos han llamado nativos americanos
									","
											Amerikan yerlileri denildi
									","
											On nous a dits Américains Natifs
									","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
"
","
","
","
","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
"
											We have been called hostile
									","
											Nos han llamado hostiles
									","
											Düşman denildi
									","
											On nous a dits hostiles
									","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
"
","
","
","
","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
"
											We have been called pagan
									","
											Nos han llamado paganos
									","
											
Pagan denildi
									","
											On nous a dits païens
									","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
"
","
","
","
","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
"
											We have been called militant
									","
											Nos han llamado activistas
									","
											
Militan denildi
									","
											On nous a dits militants
									","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
"
","
","
","
","""We Are the Halluci Nation""",A Tribe Called Red,11:26,"art,music,indigenous peoples,performance art,performance"
