es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Questioning the universe,Stephen Hawking,10:12,"String theory,evolution,math,physics,science,time,universe"
"
											No hay nada más grande ni más viejo que el universo.
											Las preguntas sobre las que me gustaría hablar son:
											Uno, ¿de dónde venimos?
											¿Cómo se creó el universo?
											¿Estamos solos en el universo?
											¿Hay vida extraterrestre?
											¿Cuál es el futuro de la raza humana?
									","
											Não há nada maior ou mais antigo do que o Universo.
											As vossas perguntas de que gostaria de falar são:
											Primeiro, de onde é que viemos?
											Como é que o universo começou?
											Estamos sozinhos no universo?
											Existe vida no espaço?
											Qual é o futuro da raça humana?
									","
											Kainattan daha büyük, ya da eski bir şey yoktur.
											Sizin benden konuşmamı istediğiniz sorular:
											Bir, biz nereden geldik?
											Kainat nasıl var oldu?
											Kainatta yalnız mıyız?
											Oralarda bir yerlerde uzaylı var mı?
											İnsan ırkının geleceği ne?
									","
											Il n'y a rien de plus grand ou plus vieux que l'univers.
											Vos questions que je voudrais discuter sont :
											En premier, d'où venons-nous ?
											Comment l'univers a-t-il pris naissance ?
											Sommes-nous seuls dans l'univers ?
											Existe-t-il de la vie extraterrestre là-bas ?
											Quel est l'avenir de la race humaine ?
									","
											Es gibt nichts Größeres oder Älteres als das Universum.
											Die Fragen, über die ich gerne sprechen möchte, sind:
											Woher kommen wir?
											Wie ist das Universum entstanden?
											Sind wir allein im Universum?
											Gibt es dort draußen außerirdisches Leben?
											Wie sieht die Zukunft der Menschheit aus?
									",Questioning the universe,Stephen Hawking,10:12,"String theory,evolution,math,physics,science,time,universe"
"
","
","
","
","
",Questioning the universe,Stephen Hawking,10:12,"String theory,evolution,math,physics,science,time,universe"
"
											Hasta los años 1920.
											todos pensaban que el universo era esencialmente estático
											e invariable en el tiempo.
											Después se descubrió que el universo se expandía.
											Galaxias distantes se alejaban de nosotros.
											Esto significaba que debieron estar más cercanas en el pasado.
											Si extrapolamos hacia atrás
											descubrimos que debemos haber estado uno sobre otro
											alrededor de 15 mil millones de años atrás.
											Esto fue el Big Bang, el comienzo del universo.
									","
											Até 1920,
											toda a gente pensava que o universo era essenciamente estático
											e imutável no tempo.
											Depois descobriu-se que o Universo estava em expansão.
											Galáxias distantes afastavam-se de nós.
											Isto significava que devem ter estado mais próximas, no passado.
											Se extrapolarmos no tempo
											descobrimos que tudo estava sobreposto
											há cerca de 15 biliões de anos atrás.
											Isto foi o Big Bang, o começo do Universo.
									","
											1920'lere kadar,
											insanlar kainatın durağan olduğunu
											ve zamanla değişmediğini düşünüyordu.
											Daha sonra kainatın genişlediği keşfedildi.
											Uzaktaki galaksiler bizden uzaklaşıyordu.
											Bu, galaksilerin bir zamanlar bize yakın oldukları anlamına geliyordu.
											Eğer geriye gidersek,
											15 milyar yıl kadar önce,
											hepimizin birbirimizin üstünde olması lazım.
											Bu Big Bang idi, kainatın başlangıcı.
									","
											Jusqu'aux années 20,
											tout le monde pensait que l'univers était essentiellement statique
											et immuable.
											Puis on a découvert que l'univers était en expansion.
											Des galaxies distantes s'éloignaient de nous,
											ce qui signifiait qu'elles avaient dû être autrefois plus rapprochées.
											Si nous extrapolons en arrière,
											nous trouvons qu'elles devaient être toutes les unes sur les autres,
											il y a environ 15 milliards d'années.
											Ceci a été le Big Bang, le début de l'univers.
									","
											Bis in die 1920er
											dachte jeder, dass das Universum im Wesentlichen statisch
											und unveränderlich in der Zeit gewesen sei.
											Dann wurde entdeckt, dass sich das Universum ausdehnt.
											Ferne Galaxien bewegen sich von uns weg.
											Das bedeutet, dass sie in der Vergangenheit enger zusammen gewesen sein mussten.
											Wenn wir zurückrechnen,
											stellen wir fest, dass wir alle übereinander gewesen sein mussten —
											vor etwa 15 Milliarden Jahren.
											Das war der Urknall, die Entstehung des Universums.
									",Questioning the universe,Stephen Hawking,10:12,"String theory,evolution,math,physics,science,time,universe"
"
","
","
","
","
",Questioning the universe,Stephen Hawking,10:12,"String theory,evolution,math,physics,science,time,universe"
"
											Pero, ¿había algo antes del Big Bang?
											Si no, ¿qué creó el universo?
											¿Por qué el universo emergió del Big Bang del modo en que lo hizo?
											Solíamos pensar que la teoría del universo
											podía ser dividida en dos partes.
											Primero estaban las leyes
											como las ecuaciones de Maxwell y la relatividad general
											que determinaban la evolución del universo,
											determinando su estado en todo el espacio en un cierto momento.
											Segundo, no había dudas
											sobre el estado inicial del universo.
									","
											Mas existia alguma coisa antes do Big Bang?
											Se não havia, o que é que criou o universo?
											Porque é que o universo surgiu do Big Bang da forma que surgiu?
											Antes pensávamos que a teoria do Universo
											podia ser dividida em duas partes.
											Primeiro, haviam as leis
											como as equações de Maxwell e a relatividade geral
											que determinavam a evolução do universo
											dado o seu estado ao longo de todo o espaço num tempo só.
											E segundo, não havia perguntas sobre
											sobre o estado inicial do universo.
									","
											Peki Big Bang'den önce bir şey var mıydı?
											Eğer değilse, kainatı kim yarattı?
											Neden kainat Büyük Patlama'dan sonra bu şekilde gelişti?
											Biz kainat teorisinin
											ikiye ayrılabileceğini düşünüyorduk.
											Birincisi, kanunlar.
											Bir zamandaki tüm durumlar verilince,
											kainatın evrimini belirleyen
											Maxwell denklemleri ve genel görecelilik.
											Ve ikinci kısım,
											kainatın ilk hali ile ilgili soru sorulmuyordu.
									","
											Mais existait-il quelque chose avant le Big Bang ?
											Sinon, qu'est-ce qui a créé l'univers ?
											Pourquoi l'univers a-t-il émergé ainsi du Big Bang ?
											On pensait autrefois que la théorie de l'univers
											pouvait être divisée en deux parties.
											Premièrement, il y avait les lois,
											telles que les équations de Maxwell et la relativité générale,
											qui ont déterminé l'évolution de l'univers
											étant donné son état partout dans l'espace à un instant donné.
											Deuxièmement, on n'avait aucun doute
											sur l'état initial de l'univers.
									","
											Aber gab es etwas vor dem Urknall?
											Wenn nein, was genau schuf dann das Universum?
											Warum ging das Universum genau so aus dem Urknall hervor?
											Wir dachten, dass man die Theorie des Universums
											in zwei Teile aufteilen konnte.
											Erstens gab es Gesetze
											wie die Maxwell-Gleichungen und die allgemeine Relativitätstheorie,
											welche die Entstehung des Universums festlegten —
											bei gegebenem Zustand des gesamten Raumes zu einer Zeit.
											Zweitens gab es die Fragestellung
											zum Ausgangszustand des Universums.
									",Questioning the universe,Stephen Hawking,10:12,"String theory,evolution,math,physics,science,time,universe"
"
","
","
","
","
",Questioning the universe,Stephen Hawking,10:12,"String theory,evolution,math,physics,science,time,universe"
"
											Hemos progresado mucho en la primera parte,
											y ahora conocemos las leyes de la evolución
											en todo, excepto las condiciones más extremas.
											Pero hasta hace poco, sabíamos poco
											sobre las condiciones iniciales del universo.
											Sin embargo, esta división entre leyes de evolución y condiciones iniciales
											depende de que el tiempo y el espacio estén separados y sean diferentes.
											Bajo condiciones extremas, las teorías de relatividad general y cuántica
											le permiten al tiempo comportarse como otra dimensión del espacio.
											Esto quita la diferencia entre tiempo y espacio
											y significa que las leyes de la evolución pueden también determinar el estado inicial.
											El universo puede crearse a sí mismo de la nada de modo espontáneo.
									","
											Fizemos bons progressos na primeira parte
											e agora temos o conhecimento das leis da evolução
											em tudo, até nas condições mais extremas.
											Mas até recentemente, sabiamos muito pouco
											sobre as condições iniciais do universo.
											No entanto, esta divisão em leis da evolução e condições iniciais
											depende do tempo e do espaço serem separados e distintos.
											Em condições extremas, a relatividade geral e a teoria quântica
											permite que o tempo se comporte como outra dimensão do espaço.
											Isto elimina a distinção entre tempo e espaço
											e significa que as leis da evolução também podem determinar o estado inicial.
											O universo pode criar-se espontaneamente a partir do nada.
									","
											İlk kısımda çok iyi gelişme katettik
											ve evrim kanunları hakkında
											en uç durumlar hariç her koşul için bilgiye sahibiz.
											Fakat daha yakın zamana kadar, kainatın ilk hali hakkında
											çok az bilgiye sahip idik.
											Fakat, kanunları evrim ve ilk hal şeklinde ikiye ayırmak
											zamana bağlı ve mekanın ayrık ve farklı olmasını gerektiriyor.
											En uç koşullarda, genel görecelilik ve kuantum teorisi
											zamanın, mekanın bir başka boyutu gibi davranmasına izin veriyor.
											Bu da zaman ile mekan arasındaki farkı ortadan kaldırıyor.
											Bu da evrimin, kainatın ilk halini de belirleyebileceği anlamına geliyor.
											Kainat yokluktan kendini yaratabilir.
									","
											On a bien progressé sur la première partie
											et nous avons aujourd'hui le savoir sur les lois de l'évolution
											dans toutes les conditions sauf les plus extrêmes.
											Mais jusqu'à ces derniers temps, nous en savions très peu sur
											les conditions initiales de l'univers.
											Cependant, cette frontière entre lois d'évolution et conditions initiales
											suppose que le temps et l'espace soient séparés et distincts.
											Sous conditions extrêmes, la relativité générale ainsi que la théorie quantique
											permettent au temps d'agir comme une dimension supplémentaire de l'espace.
											Cela enlève la différence entre le temps et l'espace,
											ce qui signifie que les lois de l'évolution peuvent aussi déterminer l'état initial.
											L'univers peut se créer spontanément à partir de rien.
									","
											Wir haben gute Fortschritte hinsichtlich des ersten Teils gemacht
											und haben nun das Wissen über die Gesetze der Evolution
											unter den außergewöhnlichsten Bedingungen.
											Aber bis vor kurzem hatten wir kaum eine Vorstellung
											vom Ausgangszustand des Universums.
											Doch die Einteilung in Gesetze der Evolution und Ausgangszustände
											ist davon abhängig, dass Zeit und Raum unterschiedlich sind.
											Unter außergewöhnlichen Bedingungen erlauben es die allgemeine Relativitätstheorie und die Quantentheorie,
											dass sich die Zeit wie eine weitere Dimension des Raumes verhält.
											Dies hebt die Unterscheidung zwischen Zeit und Raum auf
											und bedeutet, dass die Gesetze der Evolution ebenfalls den Ausgangszustand bestimmen können.
											Das Universum kann sich plötzlich aus dem Nichts heraus selbst erschaffen.
									",Questioning the universe,Stephen Hawking,10:12,"String theory,evolution,math,physics,science,time,universe"
"
","
","
","
","
",Questioning the universe,Stephen Hawking,10:12,"String theory,evolution,math,physics,science,time,universe"
"
											Es más, podemos calcular una probabilidad de que el universo
											fue creado en diferentes estados.
											Estas predicciones están en perfecto acuerdo
											con las observaciones del satélite WMAP
											de la radiación cósmica de microondas,
											la cual es una impronta muy temprana del universo.
											Creemos que hemos resuelto el misterio de la creación.
											Tal vez deberíamos patentar el universo
											y cobrarles a todos regalías por su existencia.
									","
											Mais ainda, podemos calcular a probabilidade que o universo
											tenha sido criado em diferentes estados.
											Estas previsões estão em óptimo acordo
											com observações feitas a partir do satélite WMAP
											do fundo de microondas cósmicas,
											que é uma impressão do primeiro e mais antigo universo.
											Pensamos ter resolvido o mistério da criação.
											Talvez devamos patentear o Universo
											e cobrar a toda a gente regalias pela sua existência.
									","
											Daha da fazlası, biz kainatın farklı durumlarda
											yaratılma ihitmallerini de hesaplayabiliyoruz.
											Bu tahminler WMAP uydusu ile yapılan gözlemlerle,
											kainatın ilk hali olan
											kozmik mikrodalga arkaplanı
											ile çok iyi örtüşüyor.
											Biz yaratılış sırrını çözdüğümüzü düşünüyoruz.
											Belki de kainatı patentleyip,
											herkesten varolma ayrıcalığı parası almalıyız.
									","
											En outre, on peut calculer la probabilité que l'univers
											ait été créé dans un état ou dans un autre.
											Ces prédictions s'accordent bien
											avec les observations faites par le satellite WMAP
											du fond diffus cosmologique,
											qui est une empreinte de l'univers primordial.
											Nous pensons avoir résolu le mystère de la création.
											Peut-être nous devrons faire breveter l'univers
											et facturer chacun pour son existence.
									","
											Außerdem können wir die Wahrscheinlichkeit berechnen, dass das Universum
											in unterschiedlichen Zuständen erschaffen wurde.
											Diese Vorhersagen stimmen hervorragend
											mit den Beobachtungen des WMAP-Satelliten
											über den kosmischen Mikrowellenhintergrund überein,
											der ein Abdruck des sehr frühen Universums darstellt.
											Wir glauben, das Rätsel der Schöpfung gelöst zu haben.
											Vielleicht sollten wir das Universum patentieren
											und jedem eine Lizenzgebühr für seine Existenz berechnen.
									",Questioning the universe,Stephen Hawking,10:12,"String theory,evolution,math,physics,science,time,universe"
