en,es,title,speaker,duration,tags
"
","
",The business case for working with your toughest critics,Bob Langert,15:00,"business,sustainability,collaboration,social change,society,work,leadership"
"
											Who remembers this
infamous Styrofoam container?
									","
											¿Quiénes recuerdan este
infame envase de poliestireno?
									",The business case for working with your toughest critics,Bob Langert,15:00,"business,sustainability,collaboration,social change,society,work,leadership"
"
","
",The business case for working with your toughest critics,Bob Langert,15:00,"business,sustainability,collaboration,social change,society,work,leadership"
"
											(Applause)
									","
											(Aplausos)
									",The business case for working with your toughest critics,Bob Langert,15:00,"business,sustainability,collaboration,social change,society,work,leadership"
"
","
",The business case for working with your toughest critics,Bob Langert,15:00,"business,sustainability,collaboration,social change,society,work,leadership"
"
											Well, it sure changed me,
it changed my company,
											and it started a revelatory journey
											about how adversaries
can be your best allies.
											You know, back in the late '80s,
											this Big Mac clamshell
was the symbol of a garbage crisis.
											People were really angry.
											For example, thousands of students,
											young students around the globe
were sending letters, blaming McDonald's,
											because we were using
millions of these at that time.
											Now, no one at McDonald's knew anything
about environmentally friendly packaging,
											including me.
											The last 10 years,
											I was in charge of logistics
and truck drivers.
											Then out of nowhere, my boss comes to me
											and says, ""Hey, we want you
to save this clamshell for the company
											and lead the effort to reduce waste
within McDonald's.""
											I looked at him and I asked him,
											""What is polystyrene?""
											But it all sounded intriguing to me
											because it brought me back to my roots.
									","
											Bien, seguramente me cambió a mí,
transformó a mi empresa,
											e inició un camino revelador
											sobre cómo los adversarios
pueden ser nuestros mejores aliados.
											A finales de los 80
											este envase de Big Mac era el símbolo 
de la crisis de los residuos.
											La gente estaba realmente muy enojada.
											Por ejemplo, miles de estudiantes jóvenes
											de todo el mundo enviaban cartas
culpando a McDonald's,
											ya que en esa época 
usábamos millones de estos.
											Nadie de McDonald's sabía nada
sobre envases respetuosos con el ambiente,
											ni yo tampoco.
											Los últimos 10 años
											estuve a cargo de la logística
y de los conductores de camiones.
											De repente, mi jefe vino
											y me dijo: ""Queremos que retires
este envase de la empresa
											y lideres el esfuerzo para reducir
los desechos dentro de McDonald's"".
											Lo miré y le pregunté:
											""¿Qué es el poliestireno?""
											(Risas)
											Pero me intrigaba
											porque me retrotraía a mis raíces.
									",The business case for working with your toughest critics,Bob Langert,15:00,"business,sustainability,collaboration,social change,society,work,leadership"
"
","
",The business case for working with your toughest critics,Bob Langert,15:00,"business,sustainability,collaboration,social change,society,work,leadership"
"
											You see, I grew up
in the late '60s, early '70s,
											in a time of huge social upheaval
in the United States.
											And I was really in tune
with the protests, the sit-ins,
											the anti-Vietnam sentiment,
											and I really felt there was a need
to question authority.
											But as I went into university,
											I realized that I'm not
going to make a living doing this.
											And that whole movement had subsided,
											and my activist spirit went dormant.
											And I needed to make a living,
											so I got involved in the business world.
											So, now these students against pollution,
											who were sending those
protest letters to McDonald's,
											they reminded me of myself 20 years ago.
											They're questioning authority.
											But now, I'm the man.
									","
											Crecí a fines de los 60
y principios de los 70,
											en un período de gran agitación social
en Estados Unidos.
											Y yo estaba en sintonía
con las protestas, las sentadas,
											el sentimiento en contra de Vietnam,
											y realmente sentía que había
que cuestionar la autoridad.
											Pero cuando fui a la universidad
											me di cuenta de que no podría
ganarme la vida haciendo esto,
											y de que todo ese movimiento
había desaparecido,
											y mi espíritu activista se adormeció.
											Como necesitaba ganarme la vida
											me involucré en el mundo de los negocios.
											Y ahora, esos estudiantes
en contra de la contaminación,
											que estaban enviando esas cartas
de protesta a McDonald's
											me recordaron a mí hace 20 años.
											Estaban cuestionando la autoridad.
											Pero ahora, yo soy ""el hombre"".
									",The business case for working with your toughest critics,Bob Langert,15:00,"business,sustainability,collaboration,social change,society,work,leadership"
"
","
",The business case for working with your toughest critics,Bob Langert,15:00,"business,sustainability,collaboration,social change,society,work,leadership"
"
											(Laughter)
									","
											(Risas)
									",The business case for working with your toughest critics,Bob Langert,15:00,"business,sustainability,collaboration,social change,society,work,leadership"
"
","
",The business case for working with your toughest critics,Bob Langert,15:00,"business,sustainability,collaboration,social change,society,work,leadership"
"
											I'm the corporate suit.
											I'm the one representing authority.
											And this new thing was emerging
											called corporate social responsibility,
											later corporate sustainability,
											and now I had a chance
to make a difference.
											So the beginning of this journey
											started when McDonald's agreed
to a partnership
											with the Environmental Defense Fund.
											They were an NGO
											that was founded with the principle
of ""sue the bastards.""
											So I'm thinking,
											what are they thinking
about me and my team?
									","
											Soy el que viste el traje.
											Soy el que representa la autoridad.
											Y estaba surgiendo algo nuevo
											llamado responsabilidad 
social corporativa,
											y más tarde sostenibilidad corporativa,
											y ahora tenía la oportunidad
de marcar una diferencia.
											Así que este viaje
											empezó cuando McDonald's aceptó asociarse
											con el Fondo para la Defensa 
del Medioambiente, EDF,
											Es una ONG
											que se basaba en el principio 
de ""demandemos a los bastardos"".
											Y yo pensaba:
											¿qué estarán pensando
sobre mí y mi equipo?
									",The business case for working with your toughest critics,Bob Langert,15:00,"business,sustainability,collaboration,social change,society,work,leadership"
"
","
",The business case for working with your toughest critics,Bob Langert,15:00,"business,sustainability,collaboration,social change,society,work,leadership"
