en,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Should you donate differently?,Joy Sun,7:35,"TED Fellows,global issues,money"
"
											I suspect that
											every aid worker in Africa
											comes to a time in her career
											when she wants to take all 
the money for her project —
											maybe it's a school or a training program —
											pack it in a suitcase,
											get on a plane flying over the
poorest villages in the country,
											and start throwing that money out the window.
											Because to a veteran aid worker,
											the idea of putting cold, hard cash
											into the hands of the poorest people on Earth
											doesn't sound crazy,
											it sounds really satisfying.
									","
											Desconfio que todos os trabalhadores
humanitários em África
											chegam a um ponto da sua carreira
											em que querem agarrar em todo
no dinheiro do seu projeto
											— seja uma escola ou um 
programa de formação —
											metê-lo numa mala,
											entrar num avião que sobrevoe 
todos os vilarejos pobres do país
											e começar a atirar o dinheiro 
pela janela fora.
											Porque, para um veterano,
											a ideia de colocar dinheiro puro e real
											nas mãos das pessoas mais pobres
do planeta
											não parece uma loucura,
											é muito gratificante.
									","
											Zannediyorum
											Afrika'daki tüm yardım çalışanları
											kariyerlerinde, projelerine dair
											bütün parayı alıp —
											bir okul ya da eğitim 
programı olabilir —
											bir bavula doldurup
											ülkenin en fakir köylerinin
üzerinden geçen bir uçaktan
											aşağı atmak ister.
											Çünkü emektar yardım çalışanlarına göre,
											dünyanın en fakir insanlarının eline
											nakit para vermek
											çılgınca değil,
									","
											Je soupçonne chaque travailleur 
humanitaire en Afrique,
											de désirer, à un moment 
de sa carrière,
											prendre tout l'argent 
de son projet-
											que ce soit une école 
ou bien une formation-
											et rêver de tout mettre 
dans une valise,
											puis, depuis un avion qui survolerait 
les plus pauvres villages du pays,
											de commencer à lancer
les billets par les fenêtres.
											Car pour un ancien
de l'aide humanitaire,
											l'idée de placer 
de l'argent liquide, tout frais
											dans les mains des plus pauvres
de la Terre n'est pas une idée folle,
											c'est absolument génial.
									","
											Ich befürchte, dass jede 
Entwicklungshelferin in Afrika

											einen Punkt in ihrer Tätigkeit erreicht,
											an dem sie das ganze Geld 
für ihr Projekt —
											vielleicht für eine Schule
oder ein Trainingsprogramm —
											in einen Koffer packen
											und in ein Flugzeug steigen will, das 
über die ärmsten Dörfer Afrikas fliegt,
											um das Geld dann 
aus dem Fenster zu werfen.
											Denn für erfahrene Entwicklungshelfer
											hört sich die Idee, 
bares Geld in die Hände
											der ärmsten Menschen der Welt zu geben, 
nicht wahnsinnig an,
											sondern sehr befriedigend.
									",Should you donate differently?,Joy Sun,7:35,"TED Fellows,global issues,money"
"
","
","
","
","
",Should you donate differently?,Joy Sun,7:35,"TED Fellows,global issues,money"
"
											I had that moment right about the 10-year mark,
											and luckily, that's also when I learned
											that this idea actually exists,
											and it might be just what the aid system needs.
											Economists call it an unconditional cash transfer,
											and it's exactly that: It's cash given
											with no strings attached.
											Governments in developing countries
											have been doing this for decades,
											and it's only now, with more evidence
											and new technology that it's possible
											to make this a model for delivering aid.
											It's a pretty simple idea, right?
									","
											Eu passei por esse momento 
ao fim de 10 anos de carreira.
											Felizmente, foi quando eu aprendi
											que essa ideia já existia
											e pode ser justamente 
o que o sistema de ajuda precisa.
											Os economistas chamam-lhe 
transferência de dinheiro incondicional.
											É exatamente isso: dinheiro doado
											pura e simplesmente.
											Governos de países em desenvolvimento
											fazem isso há décadas,
											mas só agora, com mais evidência 
e novas tecnologias,
											é que é possível fazer disso 
um modelo de ajuda humanitária
											É uma ideia bem simples, não é?
									","
											kulağa çok tatmin edici geliyor.
											Bu noktaya 10 yıl içinde geldim
											ve şanslıyım ki, aynı zamanda bu fikrin
											zaten var olduğunu öğrendim.
											Bu, yardım sisteminin
ihtiyacı olan şey olabilir.
											Ekonomistler buna koşulsuz
para transferi diyor
											ve bu tam olarak: Herhangi bir şarta
											bağlanmaksızın nakit para vermek.
											Gelişmiş ülkelerin hükûmetleri
											bunu on yıllardır yapıyor
											ve şimdi, daha fazla kanıtla
											ve yeni teknoloji ile
yardım ulaştırmak için
											bir model yapılabilmesi mümkün.
											Oldukça basit bir fikir, değil mi?
									","
											J'ai connu ce moment 
au bout de dix ans,
											moment auquel j'ai aussi 
heureusement appris,
											que cette idée était faisable,
											et que c'était vraiment ce dont
le système d'aide avait besoin.
											Les économistes l'appellent
un transfert de cash inconditionnel
											et c'est exactement cela :
de l'argent offert sans conditions.
											Les gouvernements des pays
en voie de développement
											l'ont fait pendant des décennies,
ce n'est que maintenant
											avec les indicateurs 
et les nouvelles technologies
											que nous pouvons en faire
											un véritable modèle 
pour l'aide humanitaire.
											C'est une idée archi-simple, 
n'est-ce pas ?
									","
											Ich hatte diesen Moment 
nach ungefähr 10 Jahren
											und glücklicherweise erfuhr ich dann,
											dass es diese Idee wirklich gibt.
											Es könnte genau das sein,
was Hilfssysteme brauchen.
											Ökonomen nennen es 
bedingungslosen Geldtransfer,
											und es ist genau das: Geld, das ohne
jegliche Bedingungen verteilt wird.

											Regierungen in Entwicklungsländern
											haben das jahrzehntelang gemacht,
											und erst jetzt, mit mehr Beweisen
und neuer Technologie,
											ist es möglich, daraus ein Modell für
Entwicklungshilfe zu schaffen.
											Es ist eine sehr einfache Idee, 
nicht wahr?
									",Should you donate differently?,Joy Sun,7:35,"TED Fellows,global issues,money"
"
","
","
","
","
",Should you donate differently?,Joy Sun,7:35,"TED Fellows,global issues,money"
"
											Well, why did I spend a decade doing other stuff
											for the poor?
											Honestly, I believed that I could do more good
											with money for the poor
											than the poor could do for themselves.
											I held two assumptions:
											One, that poor people are poor in part
											because they're uneducated and
											don't make good choices;
											two is that we then need people like me
											to figure out what they need and get it to them.
											It turns out, the evidence says otherwise.
											In recent years, researchers have been studying
											what happens when we give poor people cash.
											Dozens of studies show across the board
											that people use cash transfers
											to improve their own lives.
											Pregnant women in Uruguay buy better food
											and give birth to healthier babies.
											Sri Lankan men invest in their businesses.
											Researchers who studied our work in Kenya
											found that people invested in a range of assets,
											from livestock to equipment 
to home improvements,
											and they saw increases in income
											from business and farming
											one year after the cash was sent.
											None of these studies found that people
											spend more on drinking or smoking
											or that people work less.
											In fact, they work more.
									","
											Então, porque é que eu passei 
uma década inteira
											a fazer outras coisas pelos pobres?
											Sinceramente, eu julgava
											que podia usar melhor 
o dinheiro para os pobres
											do que os próprios pobres.
											Eu tinha dois pressupostos:
											Um era que as pessoas são pobres
											em parte porque não têm instrução
											e não fazem boas escolhas;
											outro era que, por causa disso, 
precisam de pessoas como eu,
											que descubram 
o que elas precisam e as forneçam.
											Mas acontece que a realidade é outra.
											Nos últimos anos, os investigadores 
têm estudado o que acontece
											quando damos dinheiro a pessoas pobres.
											Dezenas de estudos mostram que, no geral,
											as pessoas usam as doações em dinheiro
											para melhorar as suas vidas.
											Uruguaias grávidas compram 
comida melhor
											e dão à luz bebés mais saudáveis.
											Homens do Sri Lanca 
investem nos seus negócios.
											Investigadores que estudaram 
o nosso trabalho no Quénia
											descobriram que as pessoas 
investiram numa série de bens,
											desde gado e equipamentos,
a melhorias na casa
											e obtiveram um aumento de receitas
											nos negócios e na agricultura/pecuária
											um ano depois da doação em dinheiro.
											Nenhum desses estudos chegou à conclusão
											de que as pessoas gastam mais 
na bebida ou no tabaco
											ou de que elas trabalham menos.
											Na verdade, elas trabalham mais.
									","
											Peki, fakirler hakkında diğer şeyler için
											neden harcama yapıyorum?
											Dürüstçe söylemek gerekirse,
inanıyorum ki onlar için daha çok parayla
											fakirlerin kendileri için
yapabildiklerinden
											daha iyi şeyler yapılabilir.
											İki varsayım tuttum:
											Birincisi, fakir insanlar kısmen fakirdi
											çünkü onlar eğitimsizlerdi
											ve iyi kararlar seçmekten yoksundular.
											İkincisi, onların ihtiyaçların anlamak
ve bunları sağlamak için
											benim gibi insanlara ihtiyacımız var.
											Öyle görünüyor ki, kanıtlar 
farklı gösteriyor.
											Son yıllarda araştırmacılar,
fakir insanlara nakit para verildiğinde,
											ortaya neyin çıkacağı
üzerinde çalışıyorlar.
											Çok sayıda çalışma, ülke çapında,
											insanların kendi yaşamlarını
iyileştirmek için nakit para
											transferini kullandıklarını gösteriyor.
											Uruguay'da hamile kadınlar
en iyi yiyecekleri almak
											ve daha sağlıklı bebekler
doğurmak istiyorlar.
											Sri Lanka erkekleri iş hayatları
süresince yatırım yapıyor.
											Kenya'daki çalışmalarımızı 
inceleyen araştırmacılar,
											insanların hayvancılıktan ev dekorasyonu
ekipmanlarına kadar
											çeşitli varlıklara yatırımlar
yaptıklarını buldular
											ve para gönderildikten bir yıl sonra
											ticaret ve tarımdaki
											gelir artışını gördüler.
											Çalışmaların hiçbirinde bu insanların
											daha fazla içki ya da sigara içmek
veya az çalışmak için
											para harcamadıkları görüldü.
											Aslında, onlar fazlasıyla çalışıyorlar.
									","
											Bon, alors pourquoi j'ai perdu 10 ans
											à faire d'autres trucs pour les pauvres ?
											Honnêtement, je pensais que je pouvais
faire plus de bien aux pauvres
											avec de l'argent,
											que les pauvres n'auraient pu
en faire pour eux-mêmes.
											J'étais persuadée :
											premièrement que les pauvres 
sont pauvres,
											en partie
parce qu'ils ne sont pas éduqués
											et qu'ils ne font pas les bons choix ;
											deuxièmement, qu'on avait besoin 
de gens comme moi
											pour définir leurs besoins
											et pour leur apporter
ce qu'il leur fallait.
											En fait, il en va tout autrement.
											Récemment, des chercheurs
ont étudié ce qui se passait
											quand de l'argent liquide
est donné aux pauvres.
											Des douzaines d'études
montrent que l'argent
											est toujours utilisé pour améliorer
les conditions de vie.
											En Uruguay, les femmes enceintes
achètent de la meilleure nourriture
											et mettent au monde
des bébés en meilleure santé.
											Les hommes au Sri Lanka 
investissent dans leurs commerces.
											Les études menées au Kenya
											montrent que les gens investissent
dans une large gamme,
											allant du bétail aux équipements
d'amélioration de la maison
											et ils notent une augmentation des revenus
dans les affaires ou l'agriculture
											déjà un an après le don.
											Aucune de ces études n'a démontré que
les gens buvaient plus ou fumaient plus
											ou bien qu'ils travaillaient moins.
											En fait, ils travaillent plus.
									","
											Warum habe ich dann ein Jahrzehnt 
damit verbracht,
											den Armen anders zu helfen?
											Ehrlich gesagt glaubte ich, 
dass ich mit Geld mehr Gutes
											für die Armen bewirken konnte,
											als die Armen für sich selbst.
											Ich hatte 2 Thesen:
											Erstens, die Armen sind arm,
											weil sie zum Teil ungebildet sind
											und keine guten Entscheidungen treffen.
											Zweitens, dass wir dann Menschen
wie mich benötigen,
											um herauszufinden, was sie brauchen
und es dann beschaffen.
											Die Fakten liegen jedoch anders.
											In den letzten Jahren
haben Forscher untersucht,
											was passiert, wenn wir 
armen Menschen Geld geben.
											Dutzende Studien zeigen in
verschiedenen Ländern,
											dass Menschen das Geld benutzen,
											um ihr eigenes Leben zu verbessern.
											Schwangere Frauen in Uruguay 
kaufen besseres Essen,
											und gebären gesündere Babys.
											Männer aus Sri Lanka 
investieren in ihre Geschäfte.
											Forscher, die unsere Arbeit
in Kenia untersuchten,
											fanden heraus, dass Menschen in
eine Reihe von Gütern investierten,
											von Vieh über Geräte
bis hin zu Hausrenovierungen,
											und sie bemerkten,
											dass Einnahmen aus 
Geschäften und Landwirtschaft
											ein Jahr nach dem Geldversand
gestiegen waren.
											Keine dieser Studien kam zu dem Schluss,
											dass Menschen mehr Geld für Alkohol
oder Zigaretten ausgaben,
											oder dass sie weniger arbeiteten.
											Tatsächlich arbeiteten sie mehr.
									",Should you donate differently?,Joy Sun,7:35,"TED Fellows,global issues,money"
"
","
","
","
","
",Should you donate differently?,Joy Sun,7:35,"TED Fellows,global issues,money"
"
											Now, these are all material needs.
											In Vietnam, elderly recipients used
											their cash transfers to pay for coffins.
											As someone who wonders if Maslow got it wrong,
											I find this choice to prioritize spiritual needs
											deeply humbling.
											I don't know if I would have chosen to give food
											or equipment or coffins,
											which begs the question:
											How good are we at allocating resources
											on behalf of the poor?
											Are we worth the cost?
											Again, we can look at empirical evidence
											on what happens when we give people stuff
											of our choosing.
											One very telling study looked at a program in India
											that gives livestock to the so-called ultra-poor,
											and they found that 30 percent of recipients
											had turned around and sold the
livestock they had been given
											for cash.
											The real irony is,
											for every 100 dollars worth of assets
											this program gave someone,
											they spent another 99 dollars to do it.
											What if, instead, we use technology to put cash,
											whether from aid agencies or from any one of us
											directly into a poor person's hands.
											Today, three in four Kenyans use mobile money,
											which is basically a bank account that can run
											on any cell phone.
											A sender can pay a 1.6 percent fee
											and with the click of a button
											send money directly to a recipient's account
											with no intermediaries.
											Like the technologies that are disrupting industries
											in our own lives,
											payments technology in poor countries
											could disrupt aid.
											It's spreading so quickly that it's possible
											to imagine reaching billions
											of the world's poor this way.
									","
											Agora, tudo isso 
são necessidades materiais.
											No Vietname, os idosos 
usaram essas doações
											para comprar caixões.
											Como alguém que se interroga
se Maslow estaria errado,
											eu acho essa escolha de dar prioridade 
às necessidades espirituais
											profundamente esmagadora.
											Eu não sei se teria 
optado por dar comida
											ou equipamentos ou caixões.
											Isso faz-me pensar:
											Será que sabemos atribuir recursos
											para bem dos pobres?
											Nós valemos a pena?
											Mais uma vez, podemos olhar
para as provas empíricas
											do que acontece quando damos às pessoas
											coisas que nós escolhemos.
											Um estudo eloquente observou 
um programa na Índia
											que dá gado aos chamados ultrapobres
											e descobriu que 30% dos beneficiados
											venderam o gado que tinham ganhado...
											por dinheiro.
											A verdadeira ironia é que,
											por cada 100 dólares em bens
											que esse programa doou,
											gastaram-se mais 99 dólares
para o fazer.
											E se, em vez disso, usássemos
a tecnologia para colocar dinheiro,
											— seja de ONGs 
ou de qualquer um de nós —
											diretamente nas mãos das pessoas pobres?
											Hoje, três em cada quatro 
quenianos usam MobileMoney,
											que é basicamente uma 
conta bancária
											que pode ser movimentada 
em qualquer telemóvel
											O doador paga uma taxa de 1,6%
											e com o clique num botão
											envia dinheiro diretamente para alguém,
											sem intermediários.
											Tal como as tecnologias
que estão a mudar indústrias
											na nossa vida,
											a tecnologia monetária
em países pobres
											pode mudar a ajuda humanitária.
											Está a espalhar-se tão depressa
											que é possível imaginar 
alcançar dessa forma
											milhares de milhões de pobres 
em todo o mundo.
									","
											Şimdi, gerekli materyallere sahipler.
											Vietnam'da, ihtiyar alıcılar
											tabutların parasını ödemek için
nakit para transferini kullanırlar.
											Maslow'un yanlış düşünüp 
düşünmediğini merak eden birisi olarak,
											bu manevi ihtiyaca dair seçimi
											çok alçakgönüllü bulurum.
											Bilmiyorum, eğer yiyecek alma
fırsatımız varsa
											ya da ekipman veya tabut,
											hangi mesele üzerinde dururuz.
											Kaynaklarımızı fakirler adına
											kullanmakta ne kadar iyiyiz?
											Maliyet değerinde miyiz?
											Yine, insanlara bizim seçtiğimiz
											bir şeyler verince ne oluyor
											diye gözlemsel bulgulara bakabiliriz.
											Hindistan'da çok çarpıcı 
bir çalışmaya bakılmış,
											çalışmada aşırı fakir olarak adlandırılan
kişilere çiftlik hayvanı verilmiş
											ve görülmüş ki, alıcıların %30'u
											geriye dönüp nakit için verilen
											hayvanlarını satmışlar.
											Asıl ironi ise,
											bu programın her kişiye
											100 dolar değerinde yardım etmek için
											bir başka 99 dolar harcamış olması.
											Peki, yardım ajanslarından veya
herhangi birimizden
											gelen parayı teknolojiyi kullanarak
koymaktansa,
											doğrudan fakir insanın eline koysak?
											Günümüzde, 4 Kenyalıdan 3ü mobil para
kullanıyor,
											mobil para temelde herhangi bir telefonda
											çalışan bir banka hesabı.
											Gönderici yüzde 1,6 harç ödeyerek
											ve tek bir tuşa basarak,
											parayı doğrudan alıcının hesabına
											aracı olmadan yollayabilir.
											Kendi hayatlarımızdaki endüstriyi
											bozan teknoloji gibi,
											fakir ülkelerdeki ödeme teknolojileri de
											yardım etmeyi bozabilir.
											O kadar hızlı yayılıyor ki,
											dünyadaki milyarlarca fakire ulaşılmasını
											hayal etmek mümkün.
									","
											Voilà pour les considérations matérielles.
											Au Vietnam, les plus âgés 
qui recevaient ces dons
											payaient leurs cercueils.
											Comme j'ai des doutes au sujet 
de la philosophie de Maslow,
											je trouve que cette volonté de donner
la priorité à des besoins spirituels
											est vraiment une leçon d'humilité.
											Je ne sais pas si j'aurais choisi
en priorité
											de donner de la nourriture, 
des équipements ou des cercueils,
											ce qui nous amène à cette question :
											Sommes-nous vraiment bien placés
pour allouer cet argent
											au nom des pauvres ?
											Est-ce que le jeu en vaut la chandelle ?
											Penchons nous à nouveau 
sur ce qui se passe réellement
											quand c'est nous qui déterminons
ce qu'il faut donner aux gens.
											Une étude très parlante, faite en Inde,
											a montré que 30 % du bétail donné
											dans un programme pour les plus pauvres,
											avait été revendu
											contre de l'argent liquide.
											La véritable ironie, c'est que
pour chaque don d'un bien
											valant 100 dollars,
											99 dollars sont dépensés pour le faire.
											Et si à la place, on utilisait 
la technologie, pour mettre,
											soit en passant par des agences,
soit directement par nous-mêmes,
											de l'argent dans les mains des pauvres.
											Aujourd'hui, trois Kenyans sur quatre,
utilisent de l'argent « mobile »,
											c'est-à-dire un compte bancaire auquel
											ils peuvent accéder 
avec n'importe quel portable.
											Et n'importe qui peut,
moyennant 1,6 % de frais,
											et en un seul clic,
											envoyer de l'argent directement
sans aucun intermédiaire.
											Tout comme les technologies 
bouleversent nos industries
											dans nos propres vies,
											les technologies au service du paiement

											pourraient bouleverser l'aide
dans les pays pauvres.
											Cela se répand tellement vite, 
que l'on peut ainsi
											atteindre des milliards
de pauvres dans le monde.
									","
											Nun, das sind alles 
materielle Bedürfnisse.
											In Vietnam benutzten Senioren das Geld,
											um für ihren Sarg zu bezahlen.
											Als jemand, der sich fragt,
ob Maslow falsch lag,
											beschämt mich
											diese Priorität für 
spirituelle Bedürfnisse.
											Ich weiß nicht, ob ich eher 
Essen verteilt hätte,
											oder Geräte oder Särge,
											was die Frage aufwirft:
											Wie gut sind wir darin,
											im Namen der Armen 
Ressourcen zuzuweisen?
											Sind wir die entstandenen Kosten wert?
											Und wieder können wir 
empirische Fakten nennen,
											die untersuchen, was passiert,
											wenn wir Menschen Sachen geben,
											die wir ausgesucht haben.
											Eine vielsagende Studie 
untersuchte ein Programm in Indien,
											das Vieh an die sogenannten 
""Ultra-Armen"" gibt,
											und sie fanden heraus, 
dass 30 % der Empfänger
											das Vieh für Bargeld verkauften.
											Die Ironie an der Sache ist,
											dass für jedes Eigentum im Wert von 80 €,
											das dieses Programm jemandem gab,
											weitere 79 € für die Durchführung
ausgegeben wurden.
											Was wäre, wenn wir stattdessen
mithilfe von Technologie
											Geld — egal ob von Hilfsorganisationen 
oder von uns —
											direkt in die Hände der Armen gäben?
											Heute benutzen drei von 
vier Kenianern mobiles Geld,
											was im Prinzip ein Konto ist,

											das auf jedem Handy funktioniert.
											Ein Absender kann nach Abzug 
einer Gebühr von 1,6 %
											mit einem Knopfdruck
											Geld sofort auf das Konto
des Empfängers schicken,
											ganz ohne Mittelsmänner.
											So wie Technologien
in unserem Leben
											Wirtschaftszweige umkrempeln,
											so kann Zahlungstechnologie
in armen Ländern
											Entwicklungshilfe umkrempeln.
											Sie verbreitet sich so schnell,
dass es vorstellbar ist,
											Milliarden armer Menschen
											damit zu erreichen.
									",Should you donate differently?,Joy Sun,7:35,"TED Fellows,global issues,money"
"
","
","
","
","
",Should you donate differently?,Joy Sun,7:35,"TED Fellows,global issues,money"
"
											That's what we've started to do at GiveDirectly.
											We're the first organization
											dedicated to providing cash transfers to the poor.
											We've sent cash to 35,000 
people across rural Kenya
											and Uganda
											in one-time payments of 1,000 dollars
											per family.
											So far, we've looked for the poorest people
											in the poorest villages, and in this part of the world,
											they're the ones living in homes
											made of mud and thatch,
											not cement and iron.
											So let's say that's your family.
											We show up at your door with an Android phone.
											We'll get your name, take your photo
											and a photo of your hut
											and grab the GPS coordinates.
											That night, we send all the data to the cloud,
											and each piece gets checked
											by an independent team
											using, for one example, satellite images.
											Then, we'll come back,
											we'll sell you a basic cell phone
											if you don't have one already,
											and a few weeks later,
											we send money to it.
											Something that five years ago
											would have seemed impossible
											we can now do efficiently
											and free of corruption.
									","
											Foi isso que começámos 
a fazer na GiveDirectly.
											Somos a primeira organização
											dedicada a doar diretamente aos pobres.
											Já demos dinheiro a 35 000 pessoas
											de áreas rurais do Quénia e do Uganda
											em pagamentos únicos 
de mil dólares por família.
											Até agora, procuramos 
as pessoas mais pobres
											nos vilarejos mais pobres e, 
nessa parte do mundo,
											são aqueles que vivem
em casas feitas de barro e colmo,
											não de ferro e cimento.
											Digamos que esta é a vossa família.
											Aparecemos à porta 
com um Smartphone.
											Anotamos o vosso nome, 
tiramos-vos uma foto
											e uma foto da vossa cabana
											e anotamos as coordenadas.
											À noite, enviamos
todos os dados para a nuvem.
											Todas as informações são verificadas
											por uma equipa independente
											que usa, por exemplo, imagens de satélite.
											Depois, voltamos lá,
											vendemos-vos um telemóvel básico
											se ainda não tiverem nenhum.
											Algumas semanas depois,
											enviamos o dinheiro.
											Uma coisa que seria considerada 
impossível há cinco anos,
											pode ser feita hoje
											com eficácia e sem corrupção.
									","
											İşte bu bizim GiveDirectly'de yapmaya
başladığımız şey.
											Fakir insanlara para transferi
											sağlayan ilk organizasyonuz.
											Kırsal Kenya ve Uganda genelinde
35.000 kişiye,
											aile başına tek seferlik
											1.000 dolar
											para yolladık.
											Şimdiye dek, dünyanın bu tarafında
											en fakir köylerdeki en fakir
insanlara baktık.
											Çamur ve samandan yapılmış
											evlerde yaşıyorlar,
											çimento ve demirden değil.
											Hadi diyelim ki bu sizin aileniz.
											Android bir telefonla kapınıza geliyoruz.
											Adınızı alıp sizin ve barakanızın
											fotoğrafını çekiyoruz
											ve GPS koordinatlarını alıyoruz.
											O gece, tüm veriyi buluta yolluyoruz
											ve her parça bağımsız bir ekip tarafından
											uydu görüntüleri kullanılarak
											kontrol ediliyor.
											Sonra geri geliyoruz,
											eğer bir telefonunuz yoksa,
											size basit bir telefon satıyoruz
											ve birkaç hafta sonra
											ona para yolluyoruz.
											Beş yıl önce bunu yapmak
											imkânsız görülebilirdi.
											Şu an yolsuzluk olmadan
											verimli bir şekilde yapabiliyoruz.
									","
											C'est ce que l'on a commencé
à faire chez GiveDirectly.
											Nous sommes 
la première organisation
											dédiée aux transferts d'argent 
pour les pauvres.
											35 000 personnes ont reçu des transferts
											au Kenya et en Ouganda.
											Des versements 
de 1000 dollars par famille.
											Pour l'instant, nous avons cherché
à aider les plus pauvres
											et dans cette partie du monde,
											les maisons sont faites
de boue et de chaume,
											et non en ciment et en fer.
											Imaginons qu'il s'agisse de votre famille.
											Nous arrivons à votre porte 
avec un Smartphone.
											On relève votre nom, on prend une photo
et une photo de votre maison
											et on saisit les coordonnées GPS.
											Le soir même, on envoie
les données au serveur
											et tout est enregistré
par une équipe indépendante
											en utilisant par exemple,
les images satellites.
											Puis on revient,
											on vous vend un portable basique
											si vous n'en avez pas déjà un,
											et quelques semaines après,
											on y met de l'argent.
											Quelque chose qui était impensable, 
cinq ans en arrière,
											peut être efficace maintenant
sans aucune corruption.
									","
											Das setzen wir gerade bei 
""GiveDirectly"" [Gib direkt] um.
											Wir sind die erste Organisation,
											die sich für den Geldtransfer
an die Armen einsetzt.
											Wir haben Geld an 35 000
Menschen ins ländlichen Kenia
											und nach Uganda geschickt,
											in einmaligen Zahlungen 
in der Höhe von 800 € pro Familie.
											Bislang haben wir nach
											den ärmsten Menschen 
in den ärmsten Dörfern gesucht,
											und in diesem Teil der Welt sind es die,
											deren Häuser aus 
Lehm und Stroh bestehen,
											anstatt aus Zement und Eisen.
											Sagen wir einmal,
das ist Ihre Familie.
											Wir klopfen mit einem 
Android-Handy an Ihre Tür.
											Wir notieren Ihren Namen,
machen ein Foto von Ihnen,
											und ein Foto Ihrer Hütte
											und notieren die GPS-Koordinaten.
											Am selben Abend schicken wir
diese Daten in die Cloud,
											und jede Info wird von einem 
unabhängigen Team überprüft,
											das beispielsweise 
Satellitenbilder benutzt.
											Dann kommen wir wieder,
											verkaufen Ihnen
ein einfaches Handy,
											falls Sie noch keins haben,
											und nach ein paar Wochen
											überweisen wir Ihnen Geld dahin.
											Etwas, das vor fünf Jahren
											noch unmöglich schien,
											können wir nun effizient
											und ohne Korruption machen.
									",Should you donate differently?,Joy Sun,7:35,"TED Fellows,global issues,money"
