en,pt,title,speaker,duration,tags
"
","
",Lessons from fungi on markets and economics,Toby Kiers,16:09,"biology,evolution,plants,trees,fungi,markets,economics,business,inequality,botany"
"
											So I stand before you
as an evolutionary biologist,
											a professor of evolutionary biology,
											which sounds like a rather fancy title,
if I may say so myself.
											And I'm going to talk about two topics
											that aren't normally
talked about together,
											and that's market economies and fungi.
											Or is it fun-GUY, or,
as we say in Europe now, fun-GEE?
											There's still no consensus
on how to say this word.
									","
											Estou aqui hoje
como bióloga evolucionista,
											professora de biologia evolutiva,
											um título muito pomposo,
se assim posso dizer.
											Vou falar de dois tópicos
											que normalmente não estão associados
											e que são a economia de mercado
e os fungos.
											Não sei como é que se pronuncia,
será ""fun-gai"" ou ""fun-gui""?
											Não há consenso, em inglês,
quanto à pronúncia desta palavra.
									",Lessons from fungi on markets and economics,Toby Kiers,16:09,"biology,evolution,plants,trees,fungi,markets,economics,business,inequality,botany"
"
","
",Lessons from fungi on markets and economics,Toby Kiers,16:09,"biology,evolution,plants,trees,fungi,markets,economics,business,inequality,botany"
"
											So I want you to imagine a market economy
											that's 400 million years old,
											one that's so ubiquitous that it operates
in almost every ecosystem of the world,
											so huge that it can connect
millions of traders simultaneously,
											and so persistent
											that it survived mass extinctions.
											It's here, right now, under our feet.
											You just can't see it.
											And unlike human economies
											that rely on cognition to make decisions,
											traders in this market,
they beg, borrow, steal, cheat,
											all in the absence of thought.
									","
											Imaginem uma economia de mercado
											com 400 milhões de anos,
											uma tão omnipresente que funciona
em quase todos os ecossistemas do mundo,
											tão enorme que pode interligar
milhões de comerciantes simultaneamente,
											e tão persistente
											que tenha sobrevivido
às extinções em massa.
											Está aqui, neste momento,
mesmo por baixo dos nossos pés,
											só que não a vemos.
											Ao contrário das economias humanas
											que se baseiam no discernimento
para tomar decisões,
											os operadores desse mercado imploram,
pedem emprestado, roubam, vigarizam,
											tudo na ausência de discernimento.
									",Lessons from fungi on markets and economics,Toby Kiers,16:09,"biology,evolution,plants,trees,fungi,markets,economics,business,inequality,botany"
"
","
",Lessons from fungi on markets and economics,Toby Kiers,16:09,"biology,evolution,plants,trees,fungi,markets,economics,business,inequality,botany"
"
											So hidden from our eyes,
											plant roots are colonized by a fungus
called arbuscule mycorrhizae.
											Now the fungus forms
these complex networks underground
											of fine filaments
thinner than even threads of cotton.
											So follow one of these fungi,
											and it connects multiple
plants simultaneously.
											You can think of it
as an underground subway system,
											where each root is a station,
											where resources are loaded and unloaded.
											And it's also very dense,
											so roughly the length
of many meters, even a kilometer,
											in a single gram of dirt.
											So that's the length of 10 football fields
											in just a thimbleful of soil.
											And it's everywhere.
											So if you passed over a tree,
a shrub, a vine, even a tiny weed,
											you passed over a mycorrhizal network.
											Roughly 80 percent of all plant species
											are associated with these
mycorrhizal fungi.
									","
											Oculto aos nossos olhos,
											um fungo chamado ""Arbuscule mycorrhizae""
coloniza as raízes das plantas.
											Esse fungo forma complexas
redes subterrâneas
											de filamentos mais finos
do que os fios de algodão.
											Se acompanharmos um desses fungos
											vemos que ele interliga
múltiplas plantas simultaneamente.
											Podemos pensar nele como um sistema
de metropolitano subterrâneo,
											em que cada raiz é uma estação,
											em que os recursos
são carregados e descarregados.
											E também é um sistema muito denso,
											com um comprimento de muitos metros,
às vezes, até um quilómetro,
											num simples grama de terra.
											Equivale ao comprimento
de 10 campos de futebol
											num simples dedal de terra.
											E está por toda a parte.
											Em qualquer árvore, arbusto, 
trepadeira ou erva daninha,
											existe uma rede de micorrizas.
											Cerca de 80% de todas
as espécies de plantas
											estão associadas
a estes fungos micorrízicos.
									",Lessons from fungi on markets and economics,Toby Kiers,16:09,"biology,evolution,plants,trees,fungi,markets,economics,business,inequality,botany"
"
","
",Lessons from fungi on markets and economics,Toby Kiers,16:09,"biology,evolution,plants,trees,fungi,markets,economics,business,inequality,botany"
"
											So what does a root covered in fungi
											have to do with our global economy?
											And why as an evolutionary biologist
have I spent the last 10 years of my life
											learning economic jargon?
											Well, the first thing
you need to understand
											is that trade deals
made by plant and fungal partners
											are surprisingly similar
											to those made by us,
											but perhaps even more strategic.
											You see, plant and fungal partners,
											they're not exchanging stocks and bonds,
											they're exchanging essential resources,
											and for the fungus,
that's sugars and fats.
											It gets all of its carbon
directly from the plant partner.
											So much carbon, so every year,
roughly five billion tons of carbon
											from plants go into
this network underground.
											For the root, what they need
is phosphorus and nitrogen,
											so by exchanging their carbon
											they get access to all of the nutrients
collected by that fungal network.
											So to make the trade,
											the fungus penetrates
into the root cell of the host
											and forms a tiny structure
called an arbuscule,
											which is Latin for ""little tree.""
											Now, you can think of this
as the physical stock exchange
											of the trade market.
									","
											O que é que uma raiz coberta de fungos
											tem a ver com a nossa economia global?
											Porque é que, como bióloga evolucionistas,
passei os últimos 10 anos da minha vida
											a aprender calão económico?
											A primeira coisa que é preciso perceber
											é que os acordos comerciais
entre os parceiros plantas e fungos
											são surpreendentemente semelhantes
											aos acordos que nós fazemos,
											embora talvez ainda mais estratégicos.
											Os parceiros, plantas e fungos,
											não negoceiam ações e obrigações,
											trocam recursos essenciais.
											Para os fungos, são açúcares e gorduras.
											Todo o carbono que recebem
provém diretamente do parceiro planta.
											É muito carbono por ano
											— são cerca de 5000 milhões
de toneladas de carbono das plantas
											que vão para esta rede subterrânea.
											As raízes precisam de fósforo e de azoto.
											Assim, quando cedem o carbono,
											têm acesso a todos os nutrientes
absorvidos pela rede dos fungos.
											Para fazer esta troca,
											o fungo penetra na célula da raiz
da planta hospedeira
											e forma uma minúscula estrutura,
chamada arbúsculo,
											que, em latim, significa ""pequena árvore"".
											Podemos pensar nisto
como uma troca física de ações
											no mercado de ações.
									",Lessons from fungi on markets and economics,Toby Kiers,16:09,"biology,evolution,plants,trees,fungi,markets,economics,business,inequality,botany"
"
","
",Lessons from fungi on markets and economics,Toby Kiers,16:09,"biology,evolution,plants,trees,fungi,markets,economics,business,inequality,botany"
"
											So up until now, it seems very harmonious.
											Right? I scratch your back,
you scratch mine,
											both partners get what they need.
											But here is where we need to pause
											and understand the power
of evolution and natural selection.
											You see, there's no room
for amateur traders on this market.
											Making the right trade strategy
											determines who lives and who dies.
									","
											Até aqui, parece muito harmonioso, não é?
											Ajuda-me que eu te ajudarei.
											Cada parceiro recebe
aquilo de que precisam.
											Mas aqui precisamos de fazer uma pausa
											e perceber o poder da evolução
e da seleção natural.
											Neste mercado, não há espaço
para comerciantes amadores.
											Uma estratégia de trocas adequada
											determina quem vive e quem morre,
									",Lessons from fungi on markets and economics,Toby Kiers,16:09,"biology,evolution,plants,trees,fungi,markets,economics,business,inequality,botany"
"
","
",Lessons from fungi on markets and economics,Toby Kiers,16:09,"biology,evolution,plants,trees,fungi,markets,economics,business,inequality,botany"
"
											Now, I use the word strategy,
											but of course plant and fungi,
they don't have brains.
											They're making these exchanges
											in the absence of anything
that we would consider as thought.
											But, as scientists,
we use behavioral terms
											such as strategy
											to describe behaviors
to certain conditions,
											actions and reactions
											that are actually programmed
into the DNA of the organism.
									","
											Eu uso a palavra ""estratégia""
											mas, claro, a planta e os fungos
não têm cérebro.
											Fazem estas trocas
											na ausência de qualquer coisa
que possamos considerar como raciocínio.
											Mas, enquanto cientistas,
usamos termos comportamentais,
											como estratégia,
											para descrever o comportamento,
em determinadas condições,
											de ações e reações
											que estão programadas
no ADN do organismo.
									",Lessons from fungi on markets and economics,Toby Kiers,16:09,"biology,evolution,plants,trees,fungi,markets,economics,business,inequality,botany"
"
","
",Lessons from fungi on markets and economics,Toby Kiers,16:09,"biology,evolution,plants,trees,fungi,markets,economics,business,inequality,botany"
"
											So I started studying
these trade strategies
											when I was 19 years old
											and I was living in
the tropical rainforests of Panama.
											Now, everybody at the time was interested
in this incredible diversity aboveground.
											And it was hyperdiversity.
These are tropical rainforests.
											But I was interested
in the complexity belowground.
											We knew that the networks existed,
and we knew they were important,
											and I'm going to say it again,
by important I mean important,
											so the basis of all plant nutrition
											for all the diversity
that you do see aboveground.
											But at the time, we didn't know
how these networks worked.
											We didn't know how they functioned.
											Why did only certain plants
interact with certain fungi?
											So fast-forward to when
I started my own group,
											and we really began to play
with this trade market.
											You see, we would manipulate conditions.
											We would create a good trading partner
by growing a plant in the sun
											and a poor trading partner
by growing it in the shade.
											We would then connect these
with a fungal network.
											And we found that the fungi
were consistently good
											at discriminating among
good and bad trading partners.
											They would allocate more resources
to the host plant giving them more carbon.
									","
											Eu comecei a estudar
estas estratégias de trocas,
											quando tinha 19 anos
											e vivia nas florestas tropicais do Panamá.
											Na altura, toda a gente estava interessada
nesta incrível diversidade acima do solo.
											Era uma enorme diversidade.
São florestas tropicais.
											Mas eu estava interessada
na complexidade abaixo do solo.
											Já sabíamos que existiam essas redes
e sabíamos que eram importantes
											e vou repetir, por importante,
quero dizer mesmo importante.
											Falamos da base da nutrição
de todas as plantas
											para toda a diversidade
que vemos à superfície.
											Mas, naquela altura, não sabíamos
como funcionavam estas redes.
											Não sabíamos como funcionavam.
											Porque é que só determinadas plantas
interagiam com determinados fungos?
											Avançando para a época
em que comecei o meu grupo,
											começámos a jogar
com este mercado comercial.
											Manipulávamos as condições.
											Criávamos um bom parceiro,
cultivando uma planta ao sol
											e um parceiro fraco,
cultivando uma planta à sombra.
											Depois ligávamos as duas
a uma rede de fungos.
											Descobrimos que os fungos
eram sempre muito bons
											em diferenciar parceiros bons e maus.
											Atribuíam mais recursos à planta
que lhes fornecia mais carbono.
									",Lessons from fungi on markets and economics,Toby Kiers,16:09,"biology,evolution,plants,trees,fungi,markets,economics,business,inequality,botany"
"
","
",Lessons from fungi on markets and economics,Toby Kiers,16:09,"biology,evolution,plants,trees,fungi,markets,economics,business,inequality,botany"
"
											Now, we would run
the reciprocal experiments
											where we would inoculate a host plant
with good and bad fungi,
											and they were also good at discriminating
between these trade partners.
											So what you have there is the perfect
conditions for a market to emerge.
											It's a simple market,
											but it's a market nonetheless,
											where the better trading partner
is consistently favored.
									","
											Depois, fizemos experiências recíprocas
											em que inoculávamos uma planta
com fungos bons e maus.
											As plantas também diferenciavam bem
estes parceiros.
											Temos aqui as condições perfeitas
para surgir um mercado.
											É um mercado simples,
											mas, de qualquer modo, é um mercado
											em que o melhor parceiro
é favorecido consistentemente.
									",Lessons from fungi on markets and economics,Toby Kiers,16:09,"biology,evolution,plants,trees,fungi,markets,economics,business,inequality,botany"
"
","
",Lessons from fungi on markets and economics,Toby Kiers,16:09,"biology,evolution,plants,trees,fungi,markets,economics,business,inequality,botany"
