en,tr,es,de,title,speaker,duration,tags
"
","
","
","
",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
											Whether you like it or not,
											radical transparency and algorithmic
decision-making is coming at you fast,
											and it's going to change your life.
											That's because it's now easy
to take algorithms
											and embed them into computers
											and gather all that data
that you're leaving on yourself
											all over the place,
											and know what you're like,
											and then direct the computers
to interact with you
											in ways that are better
than most people can.
									","
											İsteseniz de istemeseniz de
											radikal şeffaflık ve algoritmik 
karar verme hızla geliyor
											ve hayatınızı değiştirecek.
											Çünkü artık, algoritmaları alıp
											bilgisayarlarda kullanmak
											ve kendinizle ilgili orada burada
											bıraktığınız verileri toplayıp
											kendinizi tanıyabilmek,
											sonrasında bilgisayarların sizinle
etkileşmesini sağlamak,
											birçok kişinin kendi kendine
yapabileceğinden çok daha kolay.
									","
											Les guste o no,
											la transparencia radical y la toma 
algorítmica de decisiones llegarán rápido
											y cambiarán su vida.
											Esto se debe a que ahora 
es fácil tomar algoritmos,
											incorporarlos en computadoras
											y juntar todos los datos 
que dejan sobre Uds.
											por todas partes.
											Y al saber cómo son Uds.,
											luego se instruye a las computadoras 
para que interactúen con Uds.
											mucho mejor de lo que lo haría 
la mayoría de las personas.
									","
											Egal, ob es Ihnen gefällt,
											radikale Transparenz und algorithmische
Entscheidungsverfahren stürmen auf Sie zu
											und werden Ihr Leben verändern,
											weil es jetzt einfach ist,
Algorithmen in Computer einzubinden
											und alle Daten zu erfassen,
die Sie überall zurücklassen,
											und zu wissen, wie Sie sind
											und Computer anzuweisen,
mit Ihnen besser zu interagieren,
											als es die meisten Menschen können.
									",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
","
","
","
",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
											Well, that might sound scary.
											I've been doing this for a long time
and I have found it to be wonderful.
											My objective has been
to have meaningful work
											and meaningful relationships
with the people I work with,
											and I've learned that I couldn't have that
											unless I had that radical transparency
and that algorithmic decision-making.
											I want to show you why that is,
											I want to show you how it works.
											And I warn you that some of the things
that I'm going to show you
											probably are a little bit shocking.
									","
											Bu korkutucu gelebilir.
											Ben bunu uzun zamandır yapıyorum ve
bunun mükemmel olduğunu düşünüyorum.
											Benim amacım anlamlı bir iş yapmak
											ve çalıştığım kişilerle 
anlamlı ilişkiler kurmak.
											Anladım ki, radikal şeffaflık ve
											algoritmik karar verme olmasaydı,
bunu yapamazdım.

											Neden böyle olduğunu
ve bunun nasıl çalıştığını

											size anlatmak istiyorum.
											Ve size anlatacağım bazı şeyler
											biraz şaşırtıcı olabilir.
									","
											Bueno, eso puede sonar aterrador.
											He estado haciendo esto por mucho tiempo 
y me di cuenta de que me encanta.
											Mi objetivo ha sido tener 
un trabajo significativo
											y relaciones significativas 
con mis compañeros de trabajo,
											y aprendí que no podría tener eso
											sin tener transparencia radical 
y una toma de decisiones algorítmica.
											Y les quiero mostrar por qué es eso,
											les quiero mostrar cómo funciona.
											Y les advierto que 
las cosas que les mostraré
											posiblemente sean un poco chocantes.
									","
											Das klingt vielleicht unheimlich.
											Ich mache das schon seit Langem
und finde es wunderbar.
											Mein Ziel ist sinnvolle Arbeit
											und sinnvolle Beziehungen
mit Menschen, mit denen ich arbeite.
											Ich habe gelernt, dass das nicht
ohne radikale Transparenz
											und algorithmische
Entscheidungsverfahren geht.
											Ich möchte Ihnen den Grund dafür zeigen
											und wie es funktioniert.
											Ich warne Sie, einige Dinge,
											die ich Ihnen zeigen werde,
werden Sie etwas schockieren.
									",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
","
","
","
",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
											Since I was a kid,
I've had a terrible rote memory.
											And I didn't like following instructions,
											I was no good at following instructions.
											But I loved to figure out
how things worked for myself.
											When I was 12,
											I hated school but I fell in love
with trading the markets.
											I caddied at the time,
											earned about five dollars a bag.
											And I took my caddying money,
and I put it in the stock market.
											And that was just because
the stock market was hot at the time.
											And the first company I bought
											was a company by the name
of Northeast Airlines.
											Northeast Airlines was
the only company I heard of
											that was selling for less
than five dollars a share.
									","
											Çocukluğumdan beri,
ezbere dayalı hafızam çok kötü.
											Kuralları takip etmeyi sevmedim.
											Kurallara uymakta iyi değildim.
											Ancak işlerin nasıl yürüdüğünü
kendime göre keşfetmeyi severdim.
											12 yaşındayken,
											okulu sevmezdim ancak 
alım satım yapmaya bayılırdım.
											Bazı küçük paketler alıp sattım,
											paket başına 5 dolar kazandım.
											Bunu borsaya yatırdım.
											Çünkü o zamanlar borsa revaçtaydı.
											İlk aldığım şirket hissesi
											Northeast Havayolları'na aitti.
											Bu şirket, bildiğim tek
											5 doların altına hisse satan şirketti.
									","
											Desde que era un niño,
he tenido una memoria terrible,
											y no me gustaba seguir las instrucciones,
											no era bueno siguiendo instrucciones,
											pero me encantaba averiguar
cómo funcionaban las cosas.
											Cuando tenía 12 años,
											odiaba ir a la escuela, pero me enamoré 
del comercio de mercados.
											Era caddie en ese entonces,
											ganaba cinco dólares por bolsa.
											Y tomé mi dinero de caddie,
y lo puse en el mercado de valores.
											Y eso solo porque la bolsa de valores 
estaba agitada en ese momento.
											La primera empresa que compré
											era una empresa llamada
Northeast Airlines.
											Northeast Airlines era la única empresa
de la que supe
											que se vendía por menos
de cinco dólares por acción.
									","
											Seit meiner Kindheit bin ich
schlecht im Auswendiglernen.
											Ich befolgte nicht gerne Anweisungen.
											Ich war schlecht darin,
Anweisungen zu folgen.
											Aber ich fand gerne selbst heraus,
wie Dinge funktionierten.
											Als ich 12 war,
											hasste ich die Schule,
aber liebte den Handel an der Börse.
											Ich war damals ein Caddy
											und verdiente $5 pro Tasche.
											Ich investierte dieses Geld an der Börse,
											weil die Börse zu der Zeit angesagt war.
											Ich kaufte zuerst
											eine Gesellschaft namens
Northeast Airlines,
											weil es die einzige war,
von der ich hörte,
											dass sie Aktien für weniger
als fünf Dollar verkaufte.
									",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
","
","
","
",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Gelächter)
									",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
","
","
","
",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
											And I figured I could buy more shares,
											and if it went up, I'd make more money.
											So, it was a dumb strategy, right?
											But I tripled my money,
											and I tripled my money
because I got lucky.
											The company was about to go bankrupt,
											but some other company acquired it,
											and I tripled my money.
											And I was hooked.
											And I thought, ""This game is easy.""
											With time,
											I learned this game is anything but easy.
									","
											Ve anladım ki, daha fazla 
hisse alabilirim
											ve daha fazla alırsam,
daha fazla kazanabilirim.
											Aptal bir strateji, değil mi?
											Ama paramı üçe katladım,
											üçe katladım çünkü şansım yaver gitti.
											Şirket iflas etmek üzereydi,
											başka şirketler satın aldı,
											ben paramı üçe katladım.
											Ve aklım çelinmişti.
											""Kolay bir oyun"" diye düşündüm.
											Zamanla,
											bu oyunun hiç de kolay olmadığını gördüm.
									","
											Y pensé que podría comprar más acciones
											y si subían, ganaría más dinero.
											Así que, era una estrategia tonta, ¿no?
											Pero tripliqué mi dinero,
											y tripliqué mi dinero porque tuve suerte.
											La compañía estaba a punto de quebrar,
											pero otra compañía la adquirió,
											y tripliqué mi dinero.
											Y estaba enganchado.
											Y pensé ""Este juego es fácil"".
											Con el tiempo,
											aprendí que este juego 
es todo menos fácil.
									","
											Ich dachte, ich könnte mehr kaufen.
											Wenn der Wert stieg, 
würde ich mehr verdienen.
											Eine dumme Strategie, oder?
											Ich verdreifachte mein Geld,
											weil ich Glück hatte.
											Die Firma stand kurz vor dem Konkurs,
											aber eine andere Firma akquirierte sie
											und ich verdreifachte mein Geld.
											Ich war total begeistert.
											Ich dachte: ""Das ist ein einfaches Spiel.""
											Mit der Zeit lernte ich,
											dass es überhaupt nicht einfach ist.
									",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
