en,pt,fr,de,title,speaker,duration,tags
"
","
","
","
",Bring on the female superheroes!,Christopher Bell,15:48,"art,children,communication,identity,entertainment,film,inequality,marketing,parenting,media,society,TEDx,women,toy,movies"
"
											I spend most of my time
											thinking about little girls,
											which is kind of a weird thing
for a grown man in our society to say.
											But I do. I spend most of my time
thinking about little girls,
											and I think it's primarily
because I have one.
											This one's mine, and I think
you would really like her.
											She is smart and funny
											and kind to people and a good friend.
											But when I talk about my daughter,
the word I find myself saying most
											is ""athlete.""
											My kid's athletic.
											She is strong and fast
											and has great balance
and good body control.
											She is a three-time,
back-to-back-to-back state champion
											in Shaolin Kempo.
											At nine years old, she is already
halfway to a black belt.
											My daughter is athletic.
									","
											Passo a maior parte da minha vida
											a pensar em meninas pequenas.
											O que é algo estranho para um homem dizer 
na sociedade actual.
											Mas é verdade.
Passo a vida a pensar em meninas pequenas
											e acho que é porque tenho uma em casa.
											Esta é a minha menina,
e acho que iriam gostar muito dela.
											Ela é inteligente e engraçada
											e gentil com as pessoas e uma boa amiga.
											Mas quando falo sobre a minha filha,
noto que a palavra que mais digo é
											uma ""atleta"".
											A minha filha é atlética.
											Ela é forte e rápida
											e tem bom equilíbrio
e bom controlo do corpo.
											Ela foi campeã regional
três vezes, ano após ano,
											em Shaolin Kempo.
											Com nove anos, ela já está 
a meio caminho para ser cinturão preto.
											A minha filha é atlética.
									","
											Je passe la plupart de temps
											à penser aux petites filles,
											ce qui est assez bizarre à dire
pour un homme adulte dans notre société.
											Je passe la plupart de mon temps
à penser aux petites filles
											et je crois que c'est
parce que j'en ai une.
											Voici ma fille, je pense
que vous l'apprécieriez vraiment.
											Elle est intelligente et marrante,
											et gentille envers les gens,
c'est une bonne amie.
											Mais quand je parle de ma fille,
le mot que j'utilise le plus
											est « athlète ».
											Mon enfant est athlétique.
											Elle est forte et rapide,
											elle a un bon équilibre
et un bon contrôle de son corps.
											Elle a été trois fois de suite
championne régionale
											à Shaolin Kempo.
											A neuf ans, elle est à mi-chemin
de la ceinture noire.
											Ma fille est athlétique.
									","
											Ich verbringe die meiste Zeit damit
											über kleine Mädchen nachzudenken,
											was aus dem Munde
eines erwachsenen Mannes
											in unserer Gesellschaft seltsam klingt.
											Aber es ist wahr. Ich denke die meiste
Zeit über kleine Mädchen nach,
											und das liegt vor allem
an meiner Tochter.
											Das ist mein kleines Mädchen.
Sie würden sie sicher mögen.
											Sie ist schlau und lustig,
											freundlich und eine gute Freundin.
											Aber das Wort, das meine Tochter
am besten beschreibt
											ist ""Sportlerin"".
											Mein Kind ist sportlich.
											Sie ist stark und schnell,
											hat ein tolles Gleichgewicht
und eine gute Körperbeherrschung.
											Sie gewann dreimal in Folge
											die Staatsmeisterschaften
in Shaolin Kempo.
											Mit 9 Jahren ist sie schon
auf halbem Weg zum schwarzen Gürtel.
											Meine Tochter ist sportlich.
									",Bring on the female superheroes!,Christopher Bell,15:48,"art,children,communication,identity,entertainment,film,inequality,marketing,parenting,media,society,TEDx,women,toy,movies"
"
","
","
","
",Bring on the female superheroes!,Christopher Bell,15:48,"art,children,communication,identity,entertainment,film,inequality,marketing,parenting,media,society,TEDx,women,toy,movies"
"
											Now, when a man who is six feet two
and 265 pounds stands in front of you
											and says his daughter is athletic,
											you might think
that's a reflection of him.
											It is not.
									","
											Ora bem, quando um homem de 1,90 m
e 120 kg está à vossa frente
											e vos diz que a filha dele é atlética
											podem pensar que ela sai a ele.
											Não sai.
									","
											Quand un homme faisant 1,90m et 120 kg
se tient devant vous
											et dit que sa fille est athlétique,
											vous pourriez penser
qu'elle lui ressemble.
											Ce n'est pas le cas.
									","
											Wenn ein fast 190 cm großer
und 120 Kilo schwerer Mann sagt,
											seine Tochter wäre sportlich,
											denken Sie vielleicht:
""Das hat sie von ihm.""
											Hat sie nicht.
									",Bring on the female superheroes!,Christopher Bell,15:48,"art,children,communication,identity,entertainment,film,inequality,marketing,parenting,media,society,TEDx,women,toy,movies"
"
","
","
","
",Bring on the female superheroes!,Christopher Bell,15:48,"art,children,communication,identity,entertainment,film,inequality,marketing,parenting,media,society,TEDx,women,toy,movies"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Lachen)
									",Bring on the female superheroes!,Christopher Bell,15:48,"art,children,communication,identity,entertainment,film,inequality,marketing,parenting,media,society,TEDx,women,toy,movies"
"
","
","
","
",Bring on the female superheroes!,Christopher Bell,15:48,"art,children,communication,identity,entertainment,film,inequality,marketing,parenting,media,society,TEDx,women,toy,movies"
"
											My wife in high school
was a two-time all-state soccer player
											and a two-time all-state
volleyball player,
											and I played ""Dungeons and Dragons.""
											And that is why,
											although my daughter is an athlete,
											she's also a huge nerd, which I love.
											She walks around our house
in a cloak of flames
											that she made herself.
											She sits on the Iron Throne —
									","
											No liceu, a minha esposa foi,
por duas vezes, campeã regional de futebol
											e duas vezes campeã regional de voleibol
											enquanto eu jogava ""Dungeons &amp; Dragons"".
											É por isso que,
											embora a minha filha seja uma atleta,
											também é uma grande ""nerd"",, 
o que eu adoro.
											Ela anda em casa 
com uma Capa de Chamas,
											que ela própria fez.
											Senta-se no Trono de Ferro...
									","
											Au lycée, ma femme a été
deux fois championne régionale de football
											et deux fois championne régionale
de volley-ball
											alors que je jouais
à « Donjons et Dragons ».
											C'est pour cela que,
											bien que ma fille soit une athlète,
											c'est aussi une geek, ce que j'adore.
											Elle se promène dans la maison
avec une cape de flammes
											qu'elle s'est fabriquée.
											Elle s'assoit sur le trône de fer —
									","
											Meine Frau spielte während
der Highschool zwei Jahre Fußball
											und Volleyball in der Staatsliga,
											und ich spielte ""Dungeons and Dragons"".
											Und das ist der Grund,
											warum meine Tochter nicht nur Sportlerin
											sondern zu meiner Freude
auch ein großer Nerd ist.
											Sie läuft in einem Flammenmantel
durch unser Haus,
											den sie selbst gemacht hat.
											Sie sitzt auf dem Eisernen Thron —
									",Bring on the female superheroes!,Christopher Bell,15:48,"art,children,communication,identity,entertainment,film,inequality,marketing,parenting,media,society,TEDx,women,toy,movies"
"
","
","
","
",Bring on the female superheroes!,Christopher Bell,15:48,"art,children,communication,identity,entertainment,film,inequality,marketing,parenting,media,society,TEDx,women,toy,movies"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Lachen)
									",Bring on the female superheroes!,Christopher Bell,15:48,"art,children,communication,identity,entertainment,film,inequality,marketing,parenting,media,society,TEDx,women,toy,movies"
