en,tr,es,pt,title,speaker,duration,tags
"
","
","
","
",How to create a world where no one dies waiting for a transplant,Luhan Yang,13:40,"animals,biology,disease,health,health care,future,human body,illness,science,innovation,technology,virus,DNA,CRISPR"
"
											Hi everyone.
											I would like to introduce you to Laika.
											To most of us, Laika is simply
a very cute pig.
											However, to hundreds of thousands
of patients in need of a lifesaving organ
											Laika is a symbol of hope.
											You see, ever since the 1970s,
											when organ transplants
became a real option
											for patients with kidney failure
and other organ diseases,
											organ supply has been an issue.
											Over the last few decades,
											the issue only worsened as organ demand
has exponentially increased.
											Currently in the US,
											there are close to 115,000 patients
											in need of a lifesaving organ transplant.
											By the end of my talk,
											one more patient
will be added to this list.
									","
											Herkese merhaba.
											Size Laika'yı tanıtmak istiyorum.
											Birçoğumuza göre,
Laika sadece sevimli bir domuz.
											Ama on binlerce hayati öneme sahip
organ bağışına ihtiyacı olanlar için
											Laika bir umut simgesi.
											1970'lerden beri,
											böbrek yetmezliği ve diğer organ
hastalıklarına sahip hastalar için
											organ nakli bir gerekliliğe dönüştüğünde
											ihtiyaç olan organ temininde problem var.
											Son birkaç yıldır,
											organ talebi büyük ölçüde arttığından
bu sorun daha da kötüye gitti.
											Şu anda ABD'de,
											115 bin civarında hasta var
											ve onların organ nakline ihtiyacı var.
											Konuşmam bitene kadar,
											bu listeye bir kişi daha eklenecek.
									","
											Hola a todos.
											Quiero presentarles a Laika.
											Para la mayoría, Laika no es más
que una simpática cerdita.
											Sin embargo, para cientos de miles
de pacientes en espera de un órgano
											Laika es un símbolo de esperanza.
											Desde la década de 1970,
											cuando el trasplante de órganos
se transformó en una opción real
											para pacientes con fallo renal
y otras enfermedades orgánicas,
											la disponibilidad de órganos
empezó a ser un problema.
											En las últimas décadas,
											el problema se agudizó
al aumentar la demanda de órganos
											de manera exponencial.
											En EE. UU. hay actualmente
											unos 115 000 pacientes
											que esperan un trasplante
para salvar su vida.
											Cuando esta charla finalice,
											se sumará un nuevo paciente a la lista.
									","
											Olá a todos.
											Vou apresentar-vos a Laika.
											Para muita gente, a Laika
é apenas um porquinho amoroso.
											Mas, para centenas de milhares de doentes
											que precisam de um órgão salvador,
											a Laika e um símbolo de esperança.
											Desde os anos 70,
											quando os transplantes de órgãos
passaram a ser uma opção real,
											para doentes com falência renal
e outras doenças de órgãos,
											o fornecimento de órgãos 
tem sido um problema.
											Nas últimas décadas,
											o problema só piorou, porque a procura
de órgãos aumentou exponencialmente.
											Atualmente, nos EUA,
											há cerca de 115 000 doentes
											com necessidade de um transplante
de órgãos que lhes salve a vida.
											No final desta minha palestra,
											mais um doente será adicionado
a essa lista.
									",How to create a world where no one dies waiting for a transplant,Luhan Yang,13:40,"animals,biology,disease,health,health care,future,human body,illness,science,innovation,technology,virus,DNA,CRISPR"
"
","
","
","
",How to create a world where no one dies waiting for a transplant,Luhan Yang,13:40,"animals,biology,disease,health,health care,future,human body,illness,science,innovation,technology,virus,DNA,CRISPR"
"
											Today, about 100 people
will get a new organ,
											a chance to start their life anew,
											and yet by the end of today,
											20 others will die waiting.
											The situation is heartbreaking
											for patients, for their families
											and for the doctors who want to do more.
									","
											Bugün, yaklaşık 100 insan
yeni bir organ alacak,
											belki hayatını yenileyebilecek.
											Günün sonuna kadar ise
											diğer 20 kişi hayatını kaybedecek.
											Bu durum hastalar, onların aileleri
											ve daha iyisini yapmaya çalışan
doktorlar için
											yürek parçalayıcı bir durum.
									","
											El día de hoy, unas 100 personas
recibirán un nuevo órgano,
											una oportunidad de empezar una nueva vida
											y, sin embargo, al final del día,
											otras 20 morirán durante la espera.
											Es una situación desgarradora
											para los pacientes, para las familias
											y para los médicos que quieren hacer más.
									","
											Hoje, cerca de 100 pessoas
receberão um novo órgão,
											uma hipótese de recomeçarem a viver,
											mas, no final do dia de hoje,
											haverá outras 20 que morrerão.
											A situação é terrível
											para os doentes, para as famílias
											e para os médicos
que querem fazer mais.
									",How to create a world where no one dies waiting for a transplant,Luhan Yang,13:40,"animals,biology,disease,health,health care,future,human body,illness,science,innovation,technology,virus,DNA,CRISPR"
"
","
","
","
",How to create a world where no one dies waiting for a transplant,Luhan Yang,13:40,"animals,biology,disease,health,health care,future,human body,illness,science,innovation,technology,virus,DNA,CRISPR"
"
											In some parts of the world,
											the situation also becomes
a disturbing social issue.
											In Asia, for example,
											media outlets reported
that desperate patients
											are obtaining organs
from the cruel black market.
											It is clear that a solution
is needed to this crisis.
											Human lives are at stake.
									","
											Dünyanın bazı yerlerinde,
											bu durum hatta rahatsız edici
sosyal bir probleme dönüşüyor.
											Örneğin Asya'da,
											yayın organlarının haberlerine göre
											umutsuz hastalar, ihtiyaçları olan
organları karaborsadan alıyorlar.
											Bu krize bir çözüm bulmamız
gerektiği çok açık.
											İnsanların hayatı tehlikede.
									","
											En algunas partes del mundo,
											la situación también se ha transformado
en un estremecedor problema social.
											En Asia, por ejemplo,
											los medios informaron que algunos
pacientes, en su desesperación,
											consiguen órganos
en el cruel mercado negro.
											Sin duda, urge encontrar
una solución a este acuciante problema.
											Hay vidas humanas en juego.
									","
											Nalgumas partes do mundo,
											a situação também se torna
num problema social perturbador.
											Na Ásia, por exemplo,
											os ""media"" noticiaram
que doentes desesperados
											estão a obter órgãos
no cruel mercado negro.
											É óbvio que é necessária
uma solução para esta crise.
											Estão em jogo vidas humanas.
									",How to create a world where no one dies waiting for a transplant,Luhan Yang,13:40,"animals,biology,disease,health,health care,future,human body,illness,science,innovation,technology,virus,DNA,CRISPR"
"
","
","
","
",How to create a world where no one dies waiting for a transplant,Luhan Yang,13:40,"animals,biology,disease,health,health care,future,human body,illness,science,innovation,technology,virus,DNA,CRISPR"
"
											As a biologist and a geneticist,
											it has become my mission
to help solve this problem.
											Today, I am optimistic to say
that we are on our way there,
											thanks to Laika.
											Using gene editing technology,
											it's now possible to exquisitely create
a human-transplantable organ
											that can be safely grown in pigs.
									","
											Bir biyolog ve genetikçi olarak
											bu problemi çözmeye yardım etmek
benim görevim haline geldi.
											Bugün, umutla söylemeliyim ki
											Laika sayesinde
bu yolda ilerleme katediyoruz.
											Gen düzenleme teknolojisi kullanarak
											insanlara nakledilebilen organları
güvenle domuzların içinde yetiştirmek
											artık çok uzak bir gelecek değil.
									","
											Como bióloga y genetista,
											mi misión es colaborar
para resolver este problema.
											Hoy digo con optimismo
que estamos en el camino correcto,
											gracias a Laika.
											Mediante la tecnología
para modificar genes,
											actualmente existe la maravillosa
posibilidad de crear un órgano
											apto para ser trasplantado en humanos
											a partir de la cría de cerdos
y de manera segura.
									","
											Enquanto bióloga e geneticista,
											assumi a missão de ajudar
a solucionar este problema.
											Hoje, estou otimista, ao dizer
que estamos a caminho disso,
											graças à Laika.
											Usando a tecnologia de alteração de genes,
											é hoje possível criar sofisticadamente
um órgão para transplante humano
											que pode desenvolver-se em porcos,
com toda a segurança.
									",How to create a world where no one dies waiting for a transplant,Luhan Yang,13:40,"animals,biology,disease,health,health care,future,human body,illness,science,innovation,technology,virus,DNA,CRISPR"
"
","
","
","
",How to create a world where no one dies waiting for a transplant,Luhan Yang,13:40,"animals,biology,disease,health,health care,future,human body,illness,science,innovation,technology,virus,DNA,CRISPR"
"
											Before we jump into the incredible
science that makes it happen,
											let's have a better understanding
what xenotransplantation is.
											It's a process of transplanting
animal organs into humans.
											You may want to ask, why pig organs?
											Because some pigs carry organs
with similar size and physiology
											to human organs.
									","
											Bunu yapmayı mümkün kılan
inanılmaz bilime başvurmadan önce,
											zenotransplantasyon konusunu
daha iyi anlamaya çalışalım.
											Bu, hayvan organlarının insana nakli.
											Neden domuz organları diye sorabilirsiniz?
											Çünkü bazı domuzlar bizlerle
aynı boyut ve fizyolojiye sahip olan
											organlar taşıyorlar.
									","
											Antes de referirme a la increíble
ciencia que lo hace posible,
											tratemos de entender primero
qué es el ""xenotrasplante"".
											Es el proceso de trasplantar
órganos de animales en humanos.
											Se preguntarán, ¿por qué órganos de cerdo?
											Porque los órganos de estos animales
tienen un tamaño y una fisiología
											similar al de los órganos humanos.
									","
											Antes de saltarmos para a incrível ciência
que possibilita que isto aconteça,
											vamos compreender melhor
o que é um xenotransplante.
											É o processo de transplantar
órgãos animais para seres humanos.
											Podem perguntar:
""Porquê órgãos de porco?""
											Porque alguns porcos têm órgãos
com dimensão e fisiologia semelhantes
											aos órgãos humanos.
									",How to create a world where no one dies waiting for a transplant,Luhan Yang,13:40,"animals,biology,disease,health,health care,future,human body,illness,science,innovation,technology,virus,DNA,CRISPR"
