es,pt,en,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Body parts on a chip,Geraldine Hamilton,13:23,"TEDx,biology,illness,medical research"
"
											Tenemos un reto mundial relacionado con la salud
											en nuestras manos, hoy.
											Se trata de la manera como en la actualidad
											se descubren y se desarrollan nuevos medicamentos.
											Es demasiado costosa, toma muchísimo tiempo
											y lleva al fracaso la mayoría de las veces.
											Simplemente no funciona y eso quiere decir
											que los pacientes que necesitan con urgencia
											nuevos tratamientos, no los reciben.
											No se están tratando esas enfermedades.
											Parece que se está gastando más y más dinero.
											Por los miles de millones de dólares que se 
gastan en investigación y desarrollo,
											llegan al comercio cada vez menos medicamentos.
											Más dinero, menos medicamentos. Hmm.
									","
											Temos um desafio de saúde global
											em nossas mãos.
											A forma com que, atualmente,
											descobrimos e desenvolvemos 
novos medicamentos
											é muito cara, leva muito tempo
											e obtemos mais fracassos do que sucessos.
											Isto simplesmente não está a funcionar, 
o que significa
											que os pacientes que precisam muito 
de novas terapias
											não as conseguem receber
											e algumas doenças continuam 
sem tratamento.
											Parece que estamos a gastar 
cada vez mais dinheiro,
											pois para cada mil milhões de dólares 
gastos com pesquisa e desenvolvimento,
											temos menos medicamentos 
aprovados no mercado.
											Mais dinheiro, menos medicamentos. Hmm.
									","
											We have a global health challenge
											in our hands today,
											and that is that the way we currently
											discover and develop new drugs
											is too costly, takes far too long,
											and it fails more often than it succeeds.
											It really just isn't working, and that means
											that patients that badly need new therapies
											are not getting them,
											and diseases are going untreated.
											We seem to be spending more and more money.
											So for every billion dollars we spend in R&amp;D,
											we're getting less drugs approved into the market.
											More money, less drugs. Hmm.
									","
											Nous sommes 
actuellement confrontés
											à un défi mondial pour la santé,
											qui est que la façon dont
nous découvrons et développons
											de nouveaux médicaments
											est trop coûteuse, 
prend beaucoup trop de temps,
											et échoue plus souvent
qu'elle ne réussit.
											Ça ne marche pas bien du tout,
et cela signifie
											que les patients qui ont vraiment besoin
de nouvelles thérapies
											ne les reçoivent pas,
											et que les maladies 
ne sont pas traitées.
											On dirait que nous dépensons
de plus en plus d'argent.
											Pour chaque milliard de dollars dépensés 
dans la recherche et le développement,
											nous mettons de moins en moins
de médicaments approuvés sur le marché.
											Plus d'argent,
moins de médicaments...
									","
											Wir stehen heute in der Medizin
vor einer globalen Herausforderung:
											Die Forschung und Entwicklung 
neuer Medikamente
											ist zu kostspielig, zu zeitaufwendig
											und führt häufig zu nichts.
											Das System funktioniert einfach nicht.
											In der Folge bleiben Patienten dringend
notwendige neue Therapien versagt.
											Ihre Krankheiten
können nicht behandelt werden.
											Trotzdem geben wir anscheinend 
immer mehr Geld aus.
											Pro Milliarde, die wir in Forschung 
und Entwicklung stecken,
											werden heute weniger 
neue Medikamente zugelassen.
											Also mehr Geld 
für weniger Medikamente. Hm!
									",Body parts on a chip,Geraldine Hamilton,13:23,"TEDx,biology,illness,medical research"
"
","
","
","
","
",Body parts on a chip,Geraldine Hamilton,13:23,"TEDx,biology,illness,medical research"
"
											Entonces ¿qué está sucediendo?
											Bueno, hay una gran cantidad de factores en juego,
											pero creo que uno de los más importantes
											es que los instrumentos que tenemos en la actualidad
											para probar si una medicina va a funcionar,
											si va a ser eficaz,
											o si será bastante segura
											antes de llevarla a ensayos clínicos con humanos,
											nos están fallando. No predicen
											lo que va a suceder con los pacientes.
											Tenemos dos instrumentos principales
											a nuestra disposición.
											Son las células en cajas de Petri y los ensayos con animales.
									","
											Então, o que está a acontecer?
											Bem, há diversos fatores em jogo,
											mas acredito que um dos principais
											seja que as ferramentas que temos
											disponíveis para testar 
se um medicamento irá funcionar,
											se será eficaz,
											ou se será seguro
											antes de chegar aos testes clínicos 
em humanos, estão a falhar.
											Não conseguem prever
											o que acontecerá nos humanos.
											E nós temos duas ferramentas importantes
											à nossa disposição.
											São as células ""in vitro"" 
e os testes em animais.
									","
											So what's going on here?
											Well, there's a multitude of factors at play,
											but I think one of the key factors
											is that the tools that we currently have
											available to test whether a drug is going to work,
											whether it has efficacy,
											or whether it's going to be safe
											before we get it into human clinical trials,
											are failing us. They're not predicting
											what's going to happen in humans.
											And we have two main tools available
											at our disposal.
											They are cells in dishes and animal testing.
									","
											Alors que se passe-il ?
											Eh bien, il y a une multitude de facteurs
qui entrent en jeu,
											mais je pense que l'un des facteurs clés
											est que les outils
dont nous disposons actuellement
											pour vérifier si un médicament va marcher,
											s'il sera efficace,
											ou s'il sera sans danger,
											avant d'entamer les essais cliniques humains,
											nous font défaut.
Ils ne prédisent pas
											ce qui se passera chez un humain.
											Nous avons deux principaux outils
											à notre disposition.
											Ce sont les cultures cellulaires
et les tests sur les animaux.
									","
											Was ist da los?
											Hier spielen viele Faktoren eine Rolle.
											Einer der wichtigsten, denke ich,
sind unsere derzeitigen Testinstrumente.
											Tests sollen zeigen, 
ob ein Arzneimittel funktioniert.
											Sie prüfen, ob es wirksam und sicher ist,
											bevor die klinische Prüfung
am Menschen beginnt.
											Diese Tests versagen.
											Sie sagen nicht vorher, 
was im Menschen geschehen wird.
											Für die Tests stehen uns im Wesentlichen
zwei Instrumente zur Verfügung:
											Zellen in der Petrischale 
und Tierversuche.
									",Body parts on a chip,Geraldine Hamilton,13:23,"TEDx,biology,illness,medical research"
"
","
","
","
","
",Body parts on a chip,Geraldine Hamilton,13:23,"TEDx,biology,illness,medical research"
"
											Hablemos del primero; células en cajas de Petri.
											Las células están felices trabajando en el cuerpo.
											Las tomamos y las arrancamos
											de su ambiente natural. 
Las arrojamos en uno de estas cajas
											y esperamos que funcionen igual.
											Adivinen qué. No funcionan.
											No les gusta el nuevo ambiente
											porque no es ni parecido
											a lo que tenían en el cuerpo.
									","
											Vamos falar sobre a primeira, 
as células ""in vitro"".
											Lá estão as células, 
a funcionar felizes nos nossos corpos.
											Nós pegamos nelas e retiramo-las
											do seu ""habitat"" natural,
metemo-las em placas de cultura,
											e esperamos que elas funcionem.
											Adivinhem só. Elas não funcionam.
											Não gostam daquele ambiente
											porque não tem nada a ver
											com o que existe no corpo.
									","
											Now let's talk about the first one, cells in dishes.
											So, cells are happily functioning in our bodies.
											We take them and rip them out
											of their native environment,
throw them in one of these dishes,
											and expect them to work.
											Guess what. They don't.
											They don't like that environment
											because it's nothing like
											what they have in the body.
									","
											Parlons tout d'abord 
des cultures cellulaires.
											Voilà donc des cellules
qui fonctionnent bien dans notre corps.
											Nous les prenons et les arrachons
											à leur environnement naturel,
nous les jetons dans ces boîtes de Petri,
											et nous espérons que ça fonctionne.
											Devinez quoi ?
Ça ne marche pas. 

											Elles n'aiment pas cet environnement
											parce qu'il ne ressemble en rien
											à celui du corps humain.
									","
											Beschäftigen wir uns zuerst 
mit den Zellen in der Petrischale.
											Solange die Zellen im Körper sind, 
funktionieren sie bestens.
											Reißen wir sie aber 
aus dieser Umgebung heraus,
											geben sie in eine Petrischale
und erwarten, dass sie funktionieren —
											was dann? Es klappt nicht.
											Sie mögen die neue Umgebung nicht.
											Denn sie ist völlig anders 
als der menschliche Körper.
									",Body parts on a chip,Geraldine Hamilton,13:23,"TEDx,biology,illness,medical research"
"
","
","
","
","
",Body parts on a chip,Geraldine Hamilton,13:23,"TEDx,biology,illness,medical research"
"
											Y ¿qué pasa con los ensayos con animales?
											Bueno, los animales pueden proporcionar
											información supremamente útil, y así lo hacen.
											Nos enseñan lo que sucede en
											organismos complejos.
											Aprendemos más de la biología misma.
											Sin embargo, muy a menudo
											los modelos con animales no llegan a predecir
lo que puede suceder en humanos
											al tratarlos con una medicina en particular.
									","
											E os testes com animais?
											Bem, os animais de facto fornecem
											informações extremamente úteis.
											Ele ensinam-nos o que se passa
											nos organismos complexos.
											Aprendemos mais sobre a biologia 
propriamente dita.
											Entretanto, na maioria das vezes,
											os modelos animais falham na previsão 
do que acontecerá nos humanos
											quando são tratados 
com uma droga específica.
									","
											What about animal testing?
											Well, animals do and can provide
											extremely useful information.
											They teach us about what happens
											in the complex organism.
											We learn more about the biology itself.
											However, more often than not,
											animal models fail to predict
what will happen in humans
											when they're treated with a particular drug.
									","
											Qu'en est-il de l'expérimentation animale ?
											Eh bien, les animaux fournissent
											des informations extrêmement utiles.
											Ils nous permettent 
de comprendre ce qui se passe 

											dans un organisme complexe.
											Nous en apprenons plus
sur la biologie elle-même. 

											Cependant, le plus souvent,
											le modèle animal ne réussit pas
à prédire ce qui se passera chez l'homme
											une fois traité avec un médicament particulier.
									","
											Und wie steht es mit den Tierversuchen?
											Tiere liefern uns äußerst 
nützliche Informationen.
											Sie vermitteln uns, was in einem
komplexen Organismus geschieht.
											Wir erhalten einen besseren Einblick
in biologische Vorgänge.
											Allerdings sagt das Tiermodell 
oftmals nicht vorher,
											was in einem Menschen abläuft, wenn
er ein bestimmtes Arzneimittel einnimmt.
									",Body parts on a chip,Geraldine Hamilton,13:23,"TEDx,biology,illness,medical research"
"
","
","
","
","
",Body parts on a chip,Geraldine Hamilton,13:23,"TEDx,biology,illness,medical research"
"
											Es decir, necesitamos mejores instrumentos.
											Necesitamos células humanas,
											pero tenemos que encontrar la 
manera de mantenerlas felices
											por fuera del cuerpo.
									","
											Portanto, precisamos de 
melhores ferramentas.
											Precisamos de células humanas,
											mas precisamos de encontrar uma forma 
de mantê-las felizes
											fora do corpo.
									","
											So we need better tools.
											We need human cells,
											but we need to find a way to keep them happy
											outside the body.
									","
											Nous avons donc besoin 
de meilleurs outils.
											Nous avons besoin 
de cellules humaines, 

											mais nous devons trouver
un moyen de les rendre heureuses
											à l'extérieur du corps humain.
									","
											Darum brauchen wir 
bessere Testinstrumente.
											Wir brauchen menschliche Zellen.
											Und wir brauchen Möglichkeiten,
											sie außerhalb des Körpers
gedeihen zu lassen.
									",Body parts on a chip,Geraldine Hamilton,13:23,"TEDx,biology,illness,medical research"
