es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
",Open-source cancer research,Jay Bradner,12:47,"TEDx,business,cancer,medical research,open-source,science,genetics,collaboration,community,DNA,chemistry,crowdsourcing,molecular biology"
"
											Me mudé de Chicago a Boston hace 10 años,
											interesado en el cáncer y en la química.
											Quizás sabrán que la química es la ciencia de hacer moléculas
											o en mi opinión, nuevas medicinas contra el cáncer.
											Y quizás, también sabrán, que para la ciencia y la medicina,
											Boston es como un paraíso.
											No puedes saltarte un stop en Cambridge
											sin atropellar a un universitario.
											El bar se llama ""El Milagro de la Ciencia""
											Hay carteles que rezan:""Espacio disponible para laboratorio.""
									","
											Mudei-me de Chicago para Boston há 10 anos,
											interessado em cancro e em química.
											Talvez saibam que a química é a ciência de criar moléculas -
											ou, para mim, novos medicamentos para o cancro.
											E talvez saibam também que, para a ciência e para a medicina,
											Boston é quase como uma loja de guloseimas.
											Há tantos sinais de stop em Cambridge
											como alunos universitários.
											O bar chama-se ""O Milagre da Ciência"".
											Nos placares lê-se ""Espaço de Laboratório Disponível"".
									","
											Il y a 10 ans, j'ai déménagé de Chicago à Boston,
											par intérêt pour cancer et la chimie.
											Vous savez peut-être que la chimie est la science de la fabrication de molécules -
											ou, selon mon goût, de nouveaux médicaments pour le cancer.
											Et vous savez peut-être aussi que, pour la science et la médecine,
											Boston est un peu la caverne d'Ali Baba.
											Vous ne pouvez pas griller un stop à Cambridge
											sans renverser un diplômé.
											Le bar s'appelle le Miracle de la science.
											Les petites annonces disent ""Labo spatial disponible"".
									","
											Vor 10 Jahren zog ich von Chicago nach Boston
											mit Interesse an Krebs und an Chemie.
											Chemie ist bekanntlich die Wissenschaft, Moleküle herzustellen –
											oder, wenn's nach mir geht, neue Medikamente gegen Krebs.
											Für Naturwissenschaften und Medizin
											gilt Boston als ein kleines Schlaraffenland.
											In Cambridge kann man kein Stoppschild missachten,
											ohne einen Doktoranden zu überfahren.
											Eine Bar heißt ""Wunder der Wissenschaft"".
											Werbetafeln preisen ""Laborplätze zu vermieten"".
									",Open-source cancer research,Jay Bradner,12:47,"TEDx,business,cancer,medical research,open-source,science,genetics,collaboration,community,DNA,chemistry,crowdsourcing,molecular biology"
"
","
","
","
",Open-source cancer research,Jay Bradner,12:47,"TEDx,business,cancer,medical research,open-source,science,genetics,collaboration,community,DNA,chemistry,crowdsourcing,molecular biology"
"
											Y no es exagerado decir que en estos 10 años,
											hemos presenciado el inicio
											de una revolución científica: la medicina genómica.
											Ahora sabemos más que nunca sobre los pacientes
											que entran en nuestra clínica.
											Y somos capaces, finalmente, de responder la pregunta
											tan acuciante durante tantos años:
											¿por qué tengo cáncer?
											Esta información es también asombrosa.
											Quizás sepan que
											hasta ahora y en los albores de esta revolución,
											sabemos que hay quizás 40.000 mutaciones específicas
											que afectan a más de 10.000 genes
											y que 500 de estos genes
											son causantes involuntarios
											del cáncer.
									","
											E podemos dizer que nos últimos 10 anos
											testemunhámos absolutamente o início
											de uma revolução científica - a da medicina do genoma.
											Sabemos agora mais sobre os pacientes que chegam até nós
											do que alguma vez soubémos.
											E somos capazes, finalmente, de responder à pergunta
											que por tantos anos tem sido tão premente:
											""Porque é que eu tenho cancro?""
											Esta informação é também bastante surpreendente.
											Talvez saibam que
											até agora, mesmo no começo desta revolução,
											sabemos que existem talvez 40.000 mutações diferentes
											a afectar mais de 10.000 genes,
											e que 500 destes genes
											são verdadeiros ""drivers"" (condutores),
											ou seja, provocam cancro.
									","
											Et il est juste de dire qu'au cours de ces 10 ans,
											nous avons vraiment assisté au début
											d'une révolution scientifique - celle de la médecine génomique.
											Nous en savons désormais plus sur les patients qui entrent dans notre clinique
											que jamais auparavant.
											Et nous sommes en mesure, enfin, de répondre à la question
											qui a été si pressante pendant tant d'années :
											pourquoi ai-je un cancer ?
											Cette information est également assez impressionnante.
											Vous savez peut-être que,
											à ce jour, alors que nous ne sommes qu'à l'aube de cette révolution,
											nous savons qu'il y a peut-être 40 000 mutations uniques
											qui affectent plus de 10 000 gènes,
											et qu'il y a 500 de ces gènes
											qui sont d'authentiques déterminants,
											des causes de cancer.
									","
											In den letzten 10 Jahren haben wir wirklich
											den Start einer wissenschaftlichen Revolution erlebt –
											der medizinischen Genomforschung.
											Heute wissen wir mehr über Patienten
											als jemals zuvor.
											Eine lange drängende Frage
											können wir nun beantworten:
											Warum habe ich Krebs?
											Die Flut der Informationen bringt einen auch ziemlich ins Schleudern.
											Heute, lediglich am Beginn
											dieser Revolution, schätzen wir,
											dass es 40.000 verschiedene einzigartige Mutationen
											auf mehr als 10.000 Genen gibt,
											und dass 500 dieser Gene
											mit großer Sicherheit
											Krebsauslöser sind.
									",Open-source cancer research,Jay Bradner,12:47,"TEDx,business,cancer,medical research,open-source,science,genetics,collaboration,community,DNA,chemistry,crowdsourcing,molecular biology"
"
","
","
","
",Open-source cancer research,Jay Bradner,12:47,"TEDx,business,cancer,medical research,open-source,science,genetics,collaboration,community,DNA,chemistry,crowdsourcing,molecular biology"
"
											Aunque solamente tenemos
											una docena de medicamentos específicos.
											Esta deficiencia de la medicina contra el cáncer
											me tocó de cerca cuando a mi padre le diagnosticaron
											cáncer de páncreas.
											No le trajimos en avión a Boston.
											No secuenciamos su genoma.
											Se sabe desde hace décadas
											que la causa de su carácter maligno,
											son tres proteínas:
											Ras, Myc y P53.
											Es información antigua conocida desde cerca de los 80,
											pero aún no hay medicina que pueda recetarse
											a un paciente con éste
											u otro de los numerosos tumores sólidos
											causados por estos tres jinetes
											de ese Apocalípsis que es el cáncer.
											No hay medicación para RAS, MIC o P53.
									","
											Mas comparativamente
											temos cerca de uma dezena de medicamentos específicos...
											E esta inadequação do tratamento do cancro
											bateu-nos à porta quando foi diagnosticado ao meu pai
											um cancro no pâncreas.
											Não voámos com ele até Boston.
											Não sequenciámos o seu genoma.
											Já há décadas que conhecemos
											o que causa esta doença.
											São três proteínas:
											Ras, Myc e p53.
											Esta informação já é velha e conhecêmo-la desde a década de 80,
											mas ainda assim, não há nenhum medicamento que eu possa receitar
											a um paciente com este
											ou qualquer um dos vários tumores sólidos
											provocados por estes três cavaleiros
											do apocalipse que é o cancro.
											Não há nenhum medicamento para o Ras, Myc ou p53.
									","
											Et pourtant, comparativement,
											nous avons seulement une douzaine de médicaments ciblés.
											Et cette insuffisance de la médecine du cancer
											m'a touché personnellement quand mon père a été diagnostiqué
											avec un cancer du pancréas.
											Nous ne l'avons pas expédié à Boston.
											Nous n'avons pas séquencé son génome.
											On sait depuis des décennies
											quelles sont les causes de cette tumeur maligne.
											Ce sont trois protéines -
											Ras, MIC et P53.
											On connait ces vieilles données depuis les années 80,
											et pourtant, il n'y a pas de médicament que je puisse prescrire
											à un patient atteint de cette tumeur solide,
											ou de l'une des nombreuses autres
											causées par ces trois cavaliers de l'apocalypse
											qu'est le cancer.
											Il n'y a pas de médicament pour Ras, MIC, ou P53.
									","
											Verglichen damit gibt es ungefähr
											nur etwa ein Dutzend spezifische Medikamente.
											Dieses Missverhältnis in der Medizin
											hat mich wirklich getroffen, als bei meinem Vater
											Bauchspeicheldrüsenkrebs diagnostiziert wurde.
											Wir brachten ihn nicht nach Boston.
											Wir haben nicht sein Genom sequenziert.
											Denn seit Jahrzehnten
											sind die Auslöser bekannt –
											drei Proteine:
											Ras, MIC und P53.
											Dies ist seit den 80ern bekannt,
											doch gibt es keine Medikamente
											für Patienten mit diesem
											oder einem anderen der vielen soliden Tumoren,
											ausgelöst von diesen drei apokalyptischen
											Reitern, die für Krebs stehen.
											Weder für Ras, noch für MIC, noch für P53 gibt es eine Kur.
									",Open-source cancer research,Jay Bradner,12:47,"TEDx,business,cancer,medical research,open-source,science,genetics,collaboration,community,DNA,chemistry,crowdsourcing,molecular biology"
"
","
","
","
",Open-source cancer research,Jay Bradner,12:47,"TEDx,business,cancer,medical research,open-source,science,genetics,collaboration,community,DNA,chemistry,crowdsourcing,molecular biology"
"
											Y se podrían preguntar con razón ¿y por qué?
											Y la respuesta muy insatisfactoria, pero científica,
											es que es muy complicado.
											que por cualquier razón,
											esas tres proteínas están en un terreno que en nuestra especialidad
											se denomina el genoma no medicable
											que es como decir, la computadora sin acceso a internet
											o la Luna sin astronautas.
											Es un término horrible de la jerga médica.
											Pero lo que significa
											es que no hemos conseguido identificar un espacio en esas proteínas,
											donde encajar, cuál cerrajeros moleculares,
											una pequeña e imaginaria molécula orgánica activa
											que será el fármaco.
									","
											E vocês podem muito bem perguntar: porquê?
											E a resposta, muito insatisfatória mas científica,
											é que é demasiado difícil.
											Que, por qualquer razão,
											estas três proteínas fazem parte do genoma para o qual
											não é possível desenvolver fármacos -
											o que é como dizer que não se pode navegar num computador
											ou que não se pode caminhar na Lua.
											É uma designação horrível.
											Mas aquilo que significa
											é que não conseguimos identificar nestas proteínas uma concavidade hidrofóbica
											para a qual nós, como que serralheiros moleculares,
											possamos desenhar uma molécula ou substância química
											activa, pequena e orgânica.
									","
											Et vous pourriez à juste titre demander : pourquoi ?
											Et la réponse très insatisfaisante, mais scientifique,
											c'est que c'est trop dur.
											Que pour une raison ou une autre,
											ces trois protéines sont entrées dans notre jargon
											sous le terme de génome intraitable,
											ce qui pour un ordinateur revient à le qualifier de non navigable
											ou pour la Lune, d'impossible à fouler.
											C'est une horrible expression de notre métier.
											Mais ce que cela signifie,
											c'est que nous ne parvenons pas à identifier une poche graisseuse dans ces protéines,
											dans laquelle, tels des serruriers moléculaires,
											nous pourrions façonner une petite molécule active et organique
											ou une substance médicamenteuse.
									","
											Und es ist nur fair zu fragen: Warum ist das so?
											Die unbefriedigende, aber wissenschaftliche Antwort ist:
											es ist zu schwierig.
											Denn aus irgendeinem Grunde haben diese drei Proteine
											in unserem Fachbereich den Status eines
											unbehandelbaren Genoms erhalten –
											das ist, als nenne man einen PC nicht internetfähig,
											oder den Mond unbegehbar.
											Es ist ein schlimmer Fachausdruck.
											Aber es bedeutet, dass es uns nicht gelingt,
											einen Angriffspunkt bei diesen Proteinen zu finden,
											für die wir genau passende
											kleine, aktive, organische Moleküle
											oder Medikamente entwerfen können.
									",Open-source cancer research,Jay Bradner,12:47,"TEDx,business,cancer,medical research,open-source,science,genetics,collaboration,community,DNA,chemistry,crowdsourcing,molecular biology"
"
","
","
","
",Open-source cancer research,Jay Bradner,12:47,"TEDx,business,cancer,medical research,open-source,science,genetics,collaboration,community,DNA,chemistry,crowdsourcing,molecular biology"
"
											Cuando estudiaba medicina clínica
											y hematología y oncología
											y transplante de células madre,
											de lo que realmente disponíamos,
											tras superar la autorización de la Agencia de Fármacos y Alimentos (FDA)
											eran de estas sustancias:
											arsénico, talomida
											y de este derivado químico
											del gas mostaza nitrogenado.
											Y esto en el siglo XXI.
											Supongo que por no estar satisfecho
											con la acción y la calidad de estas medicinas,
											volví a la facultad de química
											con la intención de
											que quizás aprendiendo de la investigación en química
											y empleándola en el territorio por explorar
											del código abierto,
											de la inteligencia colaborativa (crowd-source)
											la red colaborativa a la que tenemos acceso en la academia,
											podríamos más rápidamente
											conseguir potentes terapias específicas.
											para nuestros pacientes.
									","
											Enquanto estive a estagiar em medicina clínica,
											em hematologia, em oncologia
											e transplante de células estaminais
											aquilo que nós tínhamos,
											vindo da complexa rede da FDA,
											eram estas substâncias -
											arsénico, talidomida
											e este derivado químico
											do gás mostarda de azoto.
											E isto é o século XXI.
											E portanto, insatisfeito com
											o desempenho e a performance destes medicamentos,
											voltei à escola para estudar química
											com a ideia
											de que, talvez, ao aprender os artifícios da química criativa
											e ao abordá-la no contexto deste admirável mundo novo
											do open-source,
											do crowd-source,
											das colaborações a que temos acesso no meio académico,
											pudéssemos mais rapidamente
											trazer terapias específicas e potentes
											aos nossos pacientes.
									","
											Lorsque j'étais en formation en médecine clinique,
											en hématologie et en oncologie,
											et en transplantation de cellules souches,
											ce que nous avions de mieux,
											qui parvenait jusqu'à nous, à travers les mailles de la réglementation de la FDA,
											c'était ces substances :
											l'arsenic, le thalidomide,
											et ce dérivé chimique
											de gaz moutarde à l'azote.
											Et nous sommes au 21e siècle.
											Et donc, insatisfait, comme vous devez vous en douter,
											de la performance et de la qualité de ces médicaments,
											je suis retourné à l'école de chimie
											avec l'idée
											que peut-être en apprenant le métier de chercheur en chimie,
											et en l'abordant dans le contexte de ce nouveau continent
											qu'est l'open-source,
											le crowd-sourcing,
											le réseau de collaboration auquel nous avons accès dans les universités,
											que nous pourrions plus rapidement
											apporter des thérapies puissantes et ciblées
											à nos patients.
									","
											Während meiner Ausbildung in klinischer Medizin,
											Hämatologie, Onkologie,
											und Stammzelltransplantation,
											hatten wir statt dessen
											durch die Regulation der FDA [US-Arzneimittelzulassungsbehörde]
											nur Substanzen wie
											Arsen, Thalidomid
											und ein chemisches Derivat
											von Senfgas.
											Und wir sind hier im 21. Jahrhundert.
											Sehr unzufrieden mit
											Leistung und Qualität der Arzneimittel
											ging ich zurück zum Chemie-Studium
											mit dem Gedanken,
											dass vielleicht chemische Forschung
											im Lichte der schönen neuen Welt
											des Open-Source,
											des Crowd-Sourcing,
											des kooperativen Netzwerks innerhalb der Forschung,
											schneller zu effektiven
											und zielgerichteten Therapien
											für unsere Patienten führen könnte.
									",Open-source cancer research,Jay Bradner,12:47,"TEDx,business,cancer,medical research,open-source,science,genetics,collaboration,community,DNA,chemistry,crowdsourcing,molecular biology"
