pt,en,es,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",Education innovation in the slums,Charles Leadbeater,18:58,"cities,education,global issues,innovation"
"
											É um grande prazer estar aqui.
											É um enorme prazer falar depois
de Brian Cox do CERN.
											Eu julgo que o CERN é a casa
do Grande Acelerador de Partículas
											O que aconteceu
ao Pequeno Acelerador de Partículas?
											(Risos)
											Onde é que ele está?
											Porque, em tempos, o Pequeno Acelerador
de Partículas foi o grande acontecimento.
											Agora, o Pequeno Acelerador de Partículas
											está num armário,
ignorado e negligenciado.
											Vocês sabem, quando
o Grande Acelerador abriu,
											e não funcionou, e as pessoas
tentaram perceber porquê,
											foi a equipa
do Pequeno Acelerador de Partículas
											que o sabotou
											porque estavam invejosos.
											Toda a família Acelerador de Partículas
											precisa de ser desbloqueada.
									","
											It's a great pleasure to be here.
											It's a great pleasure to speak after
											Brian Cox from CERN.
											I think CERN is the home
											of the Large Hadron Collider.
											What ever happened to the Small Hadron Collider?
											Where is the Small Hadron Collider?
											Because the Small Hadron Collider once was the big thing.
											Now, the Small Hadron Collider
											is in a cupboard, overlooked and neglected.
											You know when the Large Hadron Collider started,
											and it didn't work, and people tried to work out why,
											it was the Small Hadron Collider team
											who sabotaged it
											because they were so jealous.
											The whole Hadron Collider family
											needs unlocking.
									","
											Es un gran placer estar aquí.
											Es un gran placer hablar después de
											Brian Cox del CERN.
											Creo que el CERN es el hogar
											del Gran Colisionador de Hadrones.
											¿Qué pasó con el Pequeño Colisionador de Hadrones?
											¿Dónde está el Pequeño Colisionador de Hadrones?
											Porque el Pequeño Colisionador de Hadrones una vez fue la gran cosa.
											Ahora, el Pequeño Colisionador de Hadrones
											está en un armario, desatendido y se lo pasa por alto.
											Ya saben, cuando el Gran Colisionador de Hadrones
											no funcionó, la gente se preguntaba por qué,
											era el equipo del Pequeño Colisionador de Hadrones
											que lo saboteó
											porque estaban celosos.
											Toda la familia del Colisionador de Hadrones
											necesita abrirse.
									","
											Burada bulunmak büyük bir onur.
											CERN'den Brian Cox'un
											ardından konuşmak büyük bir zevk.
											Yanılmıyorsam CERN,
											Büyük Hadron Çarpıştırıcısı'nın bulunduğu yerin adı.
											Küçük Hadron Çarpıştırıcısına ne olduysa?
											Küçük Hadron Çarpıştırıcısı nerede?
											Küçük Hadron Çarpıştırıcısı daha önce büyük olandı.
											Şimdi Küçük Hadron Çarpıştırıcısı
											rafa kaldırıldı, gözden düştü ve önemini yitirdi
											Biliyorsunuz Büyük Hadron Çarpıştırıcısı ilk denemede
											çalışmadığında insanlar nedenini araştırdılar.
											Bunun sebebi Küçük Hadron Çarpıştırıcısı ekibiydi,
											onlar sabote etmişlerdi,
											çünkü çok kıskanıyorlardı.
											Bütün Hadron Çarpıştırıcısı ailesinin
											ortaya çıkması gerekiyor.
									","
											C'est un grand plaisir d'être ici.
											C'est un grand plaisir de prendre la parole après
											Brian Cox du CERN.
											Je pense que le CERN est la maison
											du Grand collisionneur de Hadrons.
											Qu'est-il arrivé au Petit Collisionneur de Hadrons ?
											Où est le Petit Collisionneur de Hadrons ?
											Parce que le Petit Collisionneur de Hadrons fut une grande chose.
											Maintenant, le Petit Collisionneur de Hadrons
											est dans un placard, oublié et négligé.
											Vous savez quand le Grand Collisionneur de Hadrons a démarré,
											et qu'il n'a pas fonctionné, et les gens ont essayé de comprendre pourquoi,
											c'était l'équipe du Petit Collisionneur de Hadrons
											qui l'avait saboté
											parce qu'ils étaient tellement jaloux.
											L'ensemble de la famille des Collisionneurs de Hadrons
											besoins qu'on les distingue.
									","
											Es ist eine große Freude, hier zu sein.
											Es ist eine große Freude nach
											Brian Cox vom CERN zu sprechen.
											Ich denke, CERN ist die Heimat
											vom Large Hadron Collider.
											Was ist wohl mit dem Small Hadron Collider passiert?
											Wo ist der Small Hadron Collider?
											Denn der Small Hadron Collider war einmal eine große Sache.
											Jetzt steckt der Small Hadron Collider
											in einem Schrank, übersehen und vernachlässigt.
											Wissen Sie, als der Large Hadron Collider startete,
											und nicht funktionierte, versuchte man herauszufinden warum,
											es war das Team vom Small Hadron Collider
											das es sabotiert hat,
											weil sie so eifersüchtig waren.
											Die gesamte Hadron-Collider-Familie
											muss entsperrt werden.
									",Education innovation in the slums,Charles Leadbeater,18:58,"cities,education,global issues,innovation"
"
","
","
","
","
","
",Education innovation in the slums,Charles Leadbeater,18:58,"cities,education,global issues,innovation"
"
											A lição da apresentação do Brian,
de certa maneira
											— todas aquelas imagens fantásticas —
											é na verdade a seguinte:
											que um ponto de vista privilegiado
determina tudo o resto que vemos.
											Brian estava a dizer que a ciência
											tem aberto vários pontos
de vista privilegiados sucessivamente
											a partir dos quais
podemos ver-nos a nós próprios.
											Por isso é tão valiosa.
											O ponto de vista que usamos
											determina praticamente tudo o que veremos.
											A pergunta que fizerem
											determinará grande parte
da resposta que irão obter.
									","
											The lesson of Brian's presentation, in a way —
											all those fantastic pictures —
											is this really:
											that vantage point determines everything that you see.
											What Brian was saying was
											science has opened up successively different vantage points
											from which we can see ourselves,
											and that's why it's so valuable.
											So the vantage point you take
											determines virtually everything that you will see.
											The question that you will ask
											will determine much of the answer that you get.
									","
											La lección de la presentación de Brian, en cierto modo,
											todas esas fotos fantásticas,
											es en realidad que:
											que el punto de vista determina todo lo que uno ve.
											Lo que Brian estaba diciendo era que
											la ciencia ha abierto sucesivamente diferentes puntos de vista
											desde los que podemos vernos a nosotros mismos.
											Y por eso es tan valiosa.
											Así que el punto de vista que uno adopta
											determina prácticamente todo lo que uno verá.
											La pregunta que uno se haga
											determina en gran medida la respuesta que uno obtiene.
									","
											Brian'ın sunumundan aldığımız ders
											- bir bakıma bütün o muhteşem fotoğrafların ifade ettiği şey -
											şuydu:
											gördüklerinizi aslında bakış açısı belirler.
											Brian'ın dediği şuydu;
											bilim, bize kendimizi görebileceğimiz
											müteakip farklı bakış açıları oluşturdu.
											O, işte bu yüzden çok değerli.
											Bu yüzden, sizin bakış açınız,
											neredeyse göreceğiniz herşeyi tayin eder.
											Soracağınız soru,
											size verilecek yanıtın büyük kısmı için belirleyici olacaktır.
									","
											La leçon de la présentation de Brian, dans un sens -
											toutes ces images fantastiques -
											est-ce vraiment :
											ce point de vue détermine tout ce que vous voyez.
											Ce que Brian disait était
											que la science a ouvert successivement des points de vue différents
											à partir desquels nous pouvons nous voir nous-mêmes.
											Et c'est pourquoi c'est si précieux.
											Donc, le point de vue que vous adoptez
											détermine pratiquement tout ce que vous allez voir.
											La question que vous poserez
											déterminera une grande partie de la réponse que vous obtiendrez.
									","
											Die Lehre aus Brians Vortrag ist irgendwie —
											all diese fantastischen Bilder —
											wirklich dies:
											Der Blickwinkel bestimmt alles, was man sieht.
											Was Brian gesagt hat, war
											Wissenschaft hat erfolgreich verschiedene Blickwinkel eröffnet,
											aus denen wir uns selber sehen können.
											Und deswegen ist das so wertvoll.
											Der Blickwinkel, den Sie einnehmen,
											bestimmt also nahezu alles, was Sie sehen werden.
											Die Frage, die Sie stellen,
											wird in großem Maße die Antwort bestimmen, die Sie bekommen werden.
									",Education innovation in the slums,Charles Leadbeater,18:58,"cities,education,global issues,innovation"
"
","
","
","
","
","
",Education innovation in the slums,Charles Leadbeater,18:58,"cities,education,global issues,innovation"
"
											Portanto, se perguntarem:
											""Para onde devemos olhar
para ver o futuro do ensino?""
											a resposta que habitualmente
se dá a essa pergunta
											é bastante simples,
pelo menos nos últimos 20 anos.
											Vamos à Finlândia.
											A Finlândia é o melhor sítio do mundo
para ver sistemas educativos.
											Os finlandeses podem ser
enfadonhos e depressivos
											e têm uma taxa de suicídios
bastante elevada,
											mas são mesmo qualificados.
											E têm sistemas de ensino
absolutamente fabulosos.
											Então lá vamos todos rumo à Finlândia,
											e maravilhamo-nos com o milagre
social democrata da Finlândia
											e com a sua homogeneidade
cultural e tudo o resto,
											e depois debatemo-nos ao tentar imaginar
											como poderemos aproveitar essas lições.
									","
											And so if you ask this question:
											Where would you look to see the future of education?
											The answer that we've traditionally given to that
											is very straightforward, at least in the last 20 years:
											You go to Finland.
											Finland is the best place in the world to see school systems.
											The Finns may be a bit boring and depressive and there's a very high suicide rate,
											but by golly, they are qualified.
											And they have absolutely amazing education systems.
											So we all troop off to Finland,
											and we wonder at the social democratic miracle of Finland
											and its cultural homogeneity and all the rest of it,
											and then we struggle to imagine how we might
											bring lessons back.
									","
											Y así si uno se hace esta pregunta:
											¿Dónde miraría para ver el futuro de la educación?
											La respuesta que tradicionalmente recibimos es
											muy directa, al menos en los últimos 20 años.
											Vaya a Finlandia.
											Finlandia es el mejor lugar del mundo para ver sistemas educativos.
											Los finlandeses podrán ser un poquito aburridos, depresivos y tener altas tasas de suicidio,
											pero caramba que están cualificados.
											Y, absolutamente, tienen increíbles sistemas educativos.
											Y marchamos en contingentes a Finlandia
											y nos maravillamos del milagro socialdemócrata finlandés
											y de su homogeneidad cultural y de todo eso,
											y entonces nos cuesta imaginar cómo podríamos
											aprender lecciones de eso.
									","
											Ve eğer ""Eğitimin geleceğini nerede arardınız?""
											sorusunu soracak olursanız.
											Buna en azından son 20 yıl boyunca
											verdiğimiz geleneksel cevap çok açıktır.
											Finlandiya'ya gidin.
											Finlandiya, okul sistemlerini görmek için dünyadaki en ideal ülkedir.
											Finlandiyalılar belki biraz sıkıcı ve depresiftirler ve orada intihar oranları çok yüksektir,
											fakat doğrusu oldukça kalifiyedirler.
											Kesinlikle muntazam bir eğitim sistemleri vardır.
											Ve bu yüzden topluca Finlandiya'ya gidiyoruz,
											ve Finlandiya'nın mucizevi sosyal demokrasi ortamında,
											homojen kültürel bütünlüğünde, ve diğer herşeyiyle birlikte,
											buralardan nasıl dersler çıkarabiliriz diye
											düşünmeye çalışıyoruz.
									","
											Et donc si vous posez cette question :
											Où regarder pour voir l'avenir de l'éducation ?
											La réponse que nous avons toujours donnée à cette question
											est très simple, du moins au cours des 20 dernières années.
											Vous allez en Finlande.
											La Finlande est le meilleur endroit au monde pour voir les systèmes scolaires.
											Les Finlandais sont peut-être être peu ennuyeux et dépressifs et il y a un taux de suicide très élevé,
											mais bon sang, ils sont qualifiés.
											Et ils ont des systèmes éducatifs absolument incroyables.
											Et donc nous partons tous en masse pour la Finlande,
											et nous nous émerveillons de leur miracle de démocratie sociale
											et de leur homogénéité culturelle et tout le reste,
											et puis nous nous efforçons d'imaginer comment nous pourrions
											en tirer des leçons.
									","
											Und wenn Sie also diese Frage stellen:
											Wo würden Sie nach der Zukunft von Bildung suchen?
											Die Antwort, die wir traditionell darauf bekommen,
											ist sehr einfach, zumindest in den letzten 20 Jahren.
											Sie gehen nach Finnland.
											Finnland ist der beste Ort auf dieser Welt, um Schulsysteme zu sehen.
											Die Finnen mögen ein bisschen langweilig und depressiv sein, und es gibt dort eine hohe Selbstmordrate,
											aber Menschenskinder, sie sind qualifiziert.
											Und sie haben ein absolut faszinierendes Bildungssystem.
											Und so strömen wir alle nach Finnland,
											und wundern uns über Finnlands sozial-demokratisches Wunder,
											und seine kulturelle Homogenität und all den Rest,
											und dann mühen wir uns, uns vorzustellen, welche
											Lehren wir daraus ziehen könnten.
									",Education innovation in the slums,Charles Leadbeater,18:58,"cities,education,global issues,innovation"
"
","
","
","
","
","
",Education innovation in the slums,Charles Leadbeater,18:58,"cities,education,global issues,innovation"
"
											Então, no ano passado,
											com a ajuda da Cisco que me patrocinou,

											por algum motivo louco, para fazer isto,
											eu andei à procura noutros sítios.
											Porque, de facto, a inovação radical
vem por vezes, dos melhores
											mas frequentemente vem de locais
											onde existe uma enorme necessidade
não satisfeita,
											uma necessidade latente
e sem recursos suficientes
											para o funcionamento
das soluções tradicionais
											— soluções tradicionais de alto custo
											que dependem de profissionais,
											que é o que define escolas e hospitais.
									","
											Well, so, for this last year,
											with the help of Cisco who sponsored me,
											for some balmy reason, to do this,
											I've been looking somewhere else.
											Because actually radical innovation does sometimes
											come from the very best,
											but it often comes from places
											where you have huge need —
											unmet, latent demand —
											and not enough resources for traditional solutions to work —
											traditional, high-cost solutions,
											which depend on professionals,
											which is what schools and hospitals are.
									","
											Bueno, durante el año pasado,
											con la ayuda de Cisco que me auspicia,
											por alguna loca razón para hacer esto,
											he estado mirando en otra parte.
											Porque en realidad la innovación radical a veces
											viene de los mejores,
											pero a menudo viene de lugares
											con grandes necesidades
											insatisfechas, con demanda latente,
											sin suficientes recursos para que funcionen las soluciones tradicionales,
											las soluciones tradicionales de alto costo
											que dependen de profesionales
											donde están las escuelas y los hospitales.
									","
											Neyse, geçen seneden beri
											bana bunu gerçekleştirebilmem için sponsor olan
											Cisco'nun da yardımı ile
											başka yerlere de bakmaya başladım.
											Çünkü radikal bir buluş bazen
											en muhtemel kaynaktan ortaya çıkabilir,
											fakat çoğunlukla
											büyük ihtiyaçların,
											karşılanamayan, gizli taleplerin olduğu
											ve geleneksel çözümler için yeterli kaynakların bulunmadığı ortamlardan gelebilir —
											ki burada geleneksel çözümlerden kasıt,
											profesyonel insan kaynağına dayanan,
											yüksek maliyetli çözümler olan geleneksel okullar ve hastanelerdir.
									","
											Eh bien, donc, pendant l'année qui vient de s'écouler,
											avec l'aide de Cisco qui me sponsorise,
											pour une raison folle, pour ce faire,
											j'ai été chercher ailleurs.
											Parce que l'innovation vraiment radicale vient parfois
											du meilleur,
											mais elle vient souvent des endroits
											où vous avez un besoin énorme,
											une demande latente non satisfaite
											et pas assez de ressources pour faire fonctionner les solutions traditionnelles -
											les solutions traditionnelles à coût élevé
											qui dépendent de professionnels,
											et c'est ce que sont les écoles et les hôpitaux.
									","
											Nun, also, im letzten Jahr habe ich mich,
											mit der Hilfe von Cisco, die mich
											aus irgendwelchen verrückten Gründen sponsern,
											woanders umgeschaut.
											Zwar kommt radikale Innovation eigentlich
											von den Allerbesten,
											doch kommt sie auch oft von Orten,
											wo ein großer Bedarf besteht,
											eine unerfülltbare latent große Nachfrage
											und nicht genug Ressourcen, als dass herkömmliche Lösungen funktionieren würden —
											normalerweise sehr kostspielige Lösungen,
											die von Profis abhängig sind,
											eben das, was Schulen und Krankenhäuser ausmacht.
									",Education innovation in the slums,Charles Leadbeater,18:58,"cities,education,global issues,innovation"
"
","
","
","
","
","
",Education innovation in the slums,Charles Leadbeater,18:58,"cities,education,global issues,innovation"
"
											Então, acabei em locais com este.
											Este é um sítio chamado Morro do Macaco.
											É uma das centenas de favelas
do Rio de Janeiro.
											A maior parte do crescimento populacional,
nos próximos 50 anos, será nas cidades,
											ao ritmo de cerca de seis cidades
de 12 milhões de pessoas, por ano
											durante os próximos 30 anos.
											A maior parte desse crescimento
ocorrerá no mundo desenvolvido.
											Quase todo esse crescimento
será em locais como o Morro do Macaco.
											É aqui que encontraremos
o crescimento mais rápido
											das populações mais jovens do mundo.
											Se quisermos receitas que funcionem
											para praticamente tudo
— saúde, educação,
											políticas governamentais e ensino —
											temos de ir a estes locais.
											Se formos a estes sítios,
conhecemos pessoas como esta.
									","
											So I ended up in places like this.
											This is a place called Monkey Hill.
											It's one of the hundreds of favelas in Rio.
											Most of the population growth of the next 50 years
											will be in cities.
											We'll grow by six cities of 12 million people a year
											for the next 30 years.
											Almost all of that growth will be in the developed world.
											Almost all of that growth will be
											in places like Monkey Hill.
											This is where you'll find the fastest growing
											young populations of the world.
											So if you want recipes to work —
											for virtually anything — health, education,
											government politics
											and education —
											you have to go to these places.
											And if you go to these places, you meet people like this.
									","
											Así que terminé en lugares como este.
											Este lugar se llama Morro dos Macacos.
											Es una de las cientos de favelas de Rio.
											La mayor parte del crecimiento de las poblaciones de los próximos 50 años
											estará en las ciudades.
											Tendremos 6 ciudades con crecimientos de 12 millones de personas anuales
											en los próximos 30 años.
											Casi todo ese crecimiento se dará en el mundo desarrollado.
											Casi todo ese crecimiento se dará
											en lugares como el Morro dos Macacos.
											Es allí donde encontraremos el crecimiento más rápido
											de poblaciones jóvenes en el mundo.
											Así que si uno quiere recetas para trabajar
											en casi cualquier cosa: salud, educación,
											políticas de gobierno
											y educación,
											uno tiene que ir a estos lugares.
											Y si uno va a estos lugares conoce gente como esta.
									","
											Netice olarak, ben bu tür ortamlarda çalışmaya karar verdim.
											Burası Monkey Hill diye bilinen bir yer.
											Rio'da ki yüzlerce varoşlardan biri.
											Önümüzdeki 50 yıl, nüfus artışının büyük kısmı
											şehirlerde olacak.
											Önümüzdeki 30 yıl boyunca,
											6 şehirde, yıllık 12 milyon artış olacak.
											Bu artışın neredeyse tamamı gelişmiş kesimlerde olacak.
											Bu artışın neredeyse tamamı
											Monkey Hill gibi yerlerde olacak.
											Burası dünya çapında genç nüfusun
											en hızlı arttığı yer.
											Eğer herhangi bir alanda işe yarayacak bir reçete arıyorsanız —
											ki bu alanlar sağlık, eğitim,
											hükümet politikaları
											ve eğitim olabilir —
											bu tür yerlere gitmelisiniz.
											Ve eğer böyle yerlere giderseniz, bu çeşit insanlarla karşılaşırsınız.
									","
											Alors j'ai fini dans des endroits comme celui-ci.
											Il s'agit d'un endroit appelé Monkey Hill.
											C'est l'une des centaines de favelas de Rio.
											La plupart de la croissance des populations des 50 prochaines années
											sera dans les villes.
											Nous allons voir émerger de six villes de 12 millions de personnes par an
											dans les 30 prochaines années.
											La quasi-totalité de cette croissance aura lieu dans le monde développé.
											La quasi-totalité de cette croissance sera
											dans des endroits comme Monkey Hill.
											C'est là que vous trouverez la plus forte croissance
											de populations jeunes dans le monde.
											Donc si vous voulez des recettes pour travailler -
											pour quasiment n'importe quoi - la santé, l'éducation,
											la politique du gouvernement
											et l'éducation -
											vous devez vous rendre dans ces endroits.
											Et si vous allez dans ces endroits, vous rencontrez des gens comme ça.
									","
											So landete ich an Orten wie dem folgenden.
											Der Ort hieß Affenhügel.
											Es ist einer von hunderten von Favelas (Armenvierteln) in Rio.
											Der Großteil des Bevölkerungswachstums in den nächsten 50 Jahren
											wird in Städten stattfinden.
											Unser jährliches Bevölkerungswachstum entspricht 6 Städten mit je 12 Mio Menschen
											in den nächsten 30 Jahren.
											Fast das gesamte Wachstum wird in den Entwicklungsländern der Welt stattfinden.
											Fast das gesamte Wachstum findet statt
											an Orten wie Affenhügel.
											Hier finden Sie die am schnellsten wachsende
											junge Bevölkerung weltweit.
											Wenn Sie Patentrezepte zum Arbeiten suchen —
											für so gut wie alles — Gesundheit, Bildung,
											Regierungspolitik
											und Bildung —
											müssen Sie an solche Orte gehen.
											Und wenn Sie an solche Orte gehen, treffen Sie Menschen wie diesen.
									",Education innovation in the slums,Charles Leadbeater,18:58,"cities,education,global issues,innovation"
