en,tr,es,fr,pt,title,speaker,duration,tags
"
","
","
","
","
",How the Normans changed the history of Europe,Mark Robinson,5:20,"TED-Ed,history,Europe,war,religion,culture"
"
											In the year 1066,
											7000 Norman infantry and knights sailed 
in warships across the English Channel.
											Their target: England, 
home to more than a million people.
											Theirs was a short voyage
with massive consequences.
											And around the same period of time,
											other groups of Normans
were setting forth all across Europe,
											going on adventures that would reverberate
throughout that continent’s history.
											So who were these warriors
											and how did they leave 
their mark so far and wide?
									","
											1066 yılında,

											7000 Norman piyade ve şövalye
											Manş Denizi'ne doğru
savaş gemileri ile yola çıkar.
											Hedefleri, 1 milyondan fazla insana 
ev sahipliği yapan İngiltere'dir.
											Bu, ağır sonuçları olan
küçük bir yolculuk.
											Ve aynı zamanda
											diğer Norman gruplar
kıtanın tarihini değiştirecek şekilde
											Avrupa'ya maceralara yelken açmaktaydı.
											Peki bu savaşçılar kimlerdi
									","
											En el año 1066
											7000 infantes y caballeros normandos 
zarparonn en barcos
											por el canal de la Mancha.
											Su objetivo era Inglaterra, hogar de 
más de un millón de personas.
											Su viaje fue corto y con 
masivas consecuencias.
											Alrededor del mismo periodo de tiempo,
											otros grupos de normandos 
se establecieron por toda Europa,
											con aventuras que transcendieron a 
lo largo de la historia de ese continente.
											¿Quiénes fueron estos guerreros,
											y cómo dejaron su legado tan lejos?
									","
											En 1066,
											7000 chevaliers et fantassins traversèrent
la Manche dans des navires de guerre.
											Leur cible : l'Angleterre, patrie de plus
d'un million de personnes.
											Ce fut un court trajet aux
conséquences immenses.
											Et à peu près au même moment,
											d'autres groupes de Normands s’élançaient
à travers toute l'Europe,
											vivant des aventures qui allaient se
répercuter dans l'histoire du continent.
											Qui étaient ces guerriers,
											et comment ont-ils laissé leur empreinte
de façon si durable et si étendue ?
									","
											No ano 1066,
											Sete mil normandos, peões e cavaleiros,
											atravessaram o Canal da Mancha
em barcos à vela.
											O alvo era a Inglaterra, uma região
com mais de um milhão de pessoas
											Aquela curta viagem
teria enormes consequências.
											Na mesma época,
											outros grupos de normandos
apareciam por toda a Europa,
											em aventuras que reverberariam
pela história do continente.
											Quem eram estes guerreiros
											e como deixaram a sua marca
tão longe e em tão amplo espaço?
									",How the Normans changed the history of Europe,Mark Robinson,5:20,"TED-Ed,history,Europe,war,religion,culture"
"
","
","
","
","
",How the Normans changed the history of Europe,Mark Robinson,5:20,"TED-Ed,history,Europe,war,religion,culture"
"
											Our story begins 
over 200 years earlier,
											when Vikings began to settle 
on the shores of northern France
											as part of a great Scandinavian exodus 
across northern Europe.
											The French locals called 
these invaders Normans,
											named for the direction they came from.
											Eventually, Charles, 
the king of the Franks,
											negotiated peace with 
the Viking leader Rollo in 911,
											granting him a stretch of land 
along France’s northern coast
											that came to be known as Normandy.
									","
											ve izlerini bu kadar büyük
											ve kapsamlı bırakmayı nasıl başardılar?
											Hikâyemiz 200 yıl önce
Kuzey Avrupa genelinde
											Büyük İskandinavya göçünün
parçası olan Vikinglerin
											Kuzey Fransa kıyılarına
yerleşmesiyle başladı.
											Yerli Fransızlar bu işgalcileri
geldikleri yönden dolayı
											Normanlar olarak adlandırdı.
											Neticede Frank Kralı Charles,
Viking lideri Rollo ile
											911 yılında barış antlaşması imzalayarak
									","
											Nuestra historia comienza 
unos 200 años antes,
											cuando los vikingos comenzaron a asentarse
en las costas del norte de Francia
											como parte de una 
gran migración escandinava
											por toda la costa norte de Europa.
											Los franceses lugareños de la zona 
llamaron a estos invasores normandos,
											por la dirección de donde vinieron.
											Finalmente, Carlos, el rey de los francos,
											negoció la paz con el 
líder vikingo Rollo en 911,
											otorgándole un tramo de tierra 
a lo largo de la costa norte de Francia,
											que terminó siendo 
conocida como Normandía.
									","
											Notre histoire commence
200 ans plus tôt,
											lorsque les Vikings s'établirent
sur les côtes du Nord de la France,
											lors du grand exode scandinave
à travers l'Europe du Nord.
											Les Français locaux appelèrent
ces envahisseurs les Normands,
											nommés d'après la direction
d'où ils étaient arrivés.
											Par la suite, Charles, le roi des Francs,
											négocia la paix avec le chef des Vikings,
Rollo, en 911,
											lui accordant une bande de terre
le long des côtes du Nord de la France,
											qui est maintenant appelée Normandie.
									","
											A nossa história começa
200 anos mais cedo,
											quando os vikings começaram a instalar-se
nas costas do norte da França
											no meio de um grande êxodo escandinavo
por todo o norte da Europa.
											Os locais franceses chamaram
normandos a estes invasores,
											por causa da direção de onde eles vinham.
											Por fim, Carlos, rei dos francos,
											negociou a paz com Rollo,
o líder viking, em 911,
											concedendo-lhe uma faixa de terra
ao longo da costa norte da França
											que veio a ficar conhecida por Normandia.
									",How the Normans changed the history of Europe,Mark Robinson,5:20,"TED-Ed,history,Europe,war,religion,culture"
"
","
","
","
","
",How the Normans changed the history of Europe,Mark Robinson,5:20,"TED-Ed,history,Europe,war,religion,culture"
"
											The Normans proved adaptable
to their newly settled life.
											They married Frankish women,
											adopted the French language,
											and soon started converting 
from Norse paganism to Christianity.
											But though they adapted,
											they maintained the warrior tradition
											and conquering spirit 
of their Viking forebears.
											Before long, ambitious Norman knights 
were looking for new challenges.
									","
											Normandiya olarak anılacak olan,
											Fransa'nın kuzey kıyılarını
Viking liderine verdi.
											Normandiyalılar yeni yerleşik hayatlarına 
adapte oldular.
											Frenk kadınlarla evlendiler
											Fransızca'yı benimsediler
											ve hemen, İskandinavya paganizminden
Hristiyanlığa geçmeye başladılar.
											Adapte olmalarına karşın
											savaşçı geleneklerini
									","
											Los normandos revelaron ser adaptables
a su nuevo estilo de vida.
											Se casaron con mujeres locales,
											adoptaron el idioma francés
											y pronto dejaron el paganismo nórdico 
para convertirse al cristianismo.
											Aunque se adaptaron,
											mantuvieron su tradición guerrera
											y el espíritu conquistador 
de sus antepasados vikingos.
											En poco tiempo, ambiciosos 
caballeros normandos
											buscaron nuevos desafíos.
									","
											Les Normands se sont adaptés
à leur nouvelle vie.
											Ils se marièrent avec des femmes franques,
											adoptèrent la langue française,
											et commencèrent très vite à se convertir
du paganisme au christianisme.
											Mais même s'ils s'adaptaient,
											ils maintinrent leur tradition guerrière
											et leur esprit de conquête
venus de leurs ancêtres vikings.
											Très vite, les ambitieux chevaliers
normands cherchèrent de nouveaux défis.
									","
											Os normandos mostraram-se
adaptáveis à sua nova vida sedentária.
											Casaram com mulheres francesas,
											adotaram a língua francesa
											e, em breve, converteram-se
do paganismo nórdico ao cristianismo.
											Mas, embora se tivessem adaptado,
											mantiveram a tradição guerreira
											e espírito de conquista
dos antepassados vikings.
											Em breve, ambiciosos cavaleiros normandos
procuravam novos desafios.
									",How the Normans changed the history of Europe,Mark Robinson,5:20,"TED-Ed,history,Europe,war,religion,culture"
"
","
","
","
","
",How the Normans changed the history of Europe,Mark Robinson,5:20,"TED-Ed,history,Europe,war,religion,culture"
"
											The Normans’ best-known achievement 
was their conquest of England.
											In 1066, William, the Duke of Normandy,
											disputed the claim of 
the new English king, Harold Godwinson.
											Soon after landing in England,
											William and his knights met Harold’s army 
near the town of Hastings.
											The climactic moment in the battle
											is immortalized in 
the 70-meter-long Bayeux Tapestry,
											where an arrow striking Harold 
in the eye seals the Norman victory.
									","
											ve atalarından gelen fetih ruhlarını
muhafaza ettiler.
											Çok geçmeden, hırslı Norman
şövalyeler yeni zorluklar aradı.
											Normanların bilinen en iyi başarısı
İngiltere'yi fethetmeleridir.
											1066 yılında, Normandiya Dükü William
											yeni İngiliz Kralı Harold Godwinson'ın
iddiasına itiraz etti.
											William ve şövalyeleri
İngiltere'ye indikten
											kısa süre sonra Hastings kenti yakınında 
Harold'un ordusuyla karşılaştı.
											Savaştaki zirve an
									","
											El logro más conocido de los normandos 
fue la conquista de Inglaterra.
											En 1066 Guillermo, duque de Normandía,
											disputó el trono del nuevo 
rey inglés, Harold Godwinson.
											Poco después de su llegada a Inglaterra,
											Guillermo y sus caballeros se
encontraron con el ejército de Harold
											cerca de la ciudad de Hastings.
											El clímax de la batalla
											fue inmortalizado en un tapiz 
de más de 70 m de largo,
											donde una flecha atraviesa 
a Harold a la altura del ojo,
											sellando así la victoria para Normandía.
									","
											La réussite la plus connue des Normands
fut la conquête de l'Angleterre.
											En 1066, Guillaume, le Duc de Normandie,
											disputa le trône du nouveau
roi d'Angleterre, Harold Godwinson.
											Peu après son arrivée en Angleterre,
											Guillaume et ses chevaliers affrontèrent
l'armée d'Harold près de Hastings.
											L'apogée de la bataille
											a été immortalisée par la tapisserie
de Bayeux, longue de 70 mètres,
											lorsqu'une flèche toucha Harold à l’œil
et scella la victoire normande.
									","
											A façanha mais famosa dos normandos
foi a conquista da Inglaterra.
											Em 1066, Guilherme, duque da Normandia,
											contestou a pretensão
de Harold Godwinson, o novo rei inglês.
											Pouco depois de desembarcar em Inglaterra,
											Guilherme e os seus cavaleiros
enfrentaram o exército de Harold
											perto da cidade de Hastings.
											O momento de clímax na batalha
											está imortalizado na Tapeçaria de Bayeux
de 70 metros de comprimento,
											onde uma seta que atingiu Harold
num olho sela a vitória normanda.
									",How the Normans changed the history of Europe,Mark Robinson,5:20,"TED-Ed,history,Europe,war,religion,culture"
"
","
","
","
","
",How the Normans changed the history of Europe,Mark Robinson,5:20,"TED-Ed,history,Europe,war,religion,culture"
"
											William consolidated his gains 
with a huge castle-building campaign
											and a reorganization of English society.
											He lived up to his nickname 
""William the Conqueror""
											through a massive survey
known as the Domesday Book,
											which recorded the population
and ownership
											of every piece of land in England.
											Norman French became the language 
of the new royal court,
											while commoners continued 
to speak Anglo-Saxon.
											Over time, the two merged 
to give us the English we know today,
											though the divide between lords 
and peasants can still be felt
											in synonym pairs such as cow and beef.
											By the end of the 12th century,
											the Normans had further expanded 
into Wales,
											Scotland,
											and Ireland.
									","
											70 metre uzunluğunda Bayeux Tapestry'de 
Harold'un gözüne bir okun saplanmasıyla
											Normandiya zaferinin damgalanmasıdır.
											William, kazançlarını 
büyük bir kale mücadelesiyle
											ve İngiliz toplumunu 
yeniden örgütlemesiyle pekiştirdi.
											İngiltere'deki her bir arazinin
											nüfus ve mülkiyetlerini kayıt altına alan
											Domesday olarak bilinen
büyük bir anket kitabı sayesinde
											""Fatih William"" lakabıyla yaşadı.
											Halk Anglosakson konuşmaya devam ederken
											Normandiya Fransızcası 
yeni kraliyet sarayının dili hâline geldi.
											Bu iki dil, inek ve sığır eti gibi 
eşanlamlı çiftlerden kaynaklanan
											kral ve köylülerin arasındaki 
bölünmeye rağmen
											zamanla birleşerek 
günümüzdeki İngilizceyi bize verdi.
											12. yüzyılın sonunda
											Normanlar, Galler
									","
											Guillermo afianzó sus victorias con una 
gran campaña de construcción de castillos
											y con la reorganización 
de la sociedad inglesa.
											Estuvo a la altura de su sobrenombre
""Guillermo el conquistador"",
											a través de un registro masivo 
conocido como el libro Domesday,
											donde se anotó la población y propiedad
											de cada rincón de tierra en Inglaterra.
											El francés normando se convirtió 
en la lengua de la nueva corte real,
											mientras los plebeyos 
continuaban hablado anglosajón
											Con el tiempo, estos dos se fusionaron 
para darnos el inglés que conocemos hoy,
											aunque la división social 
todavía se pueden sentir
											en algunos pares de sinónimos.
											Para finales del siglo Xll
											los normandos se habían 
esparcido aún más, en Gales,
											Escocia,
											e Irlanda.
									","
											William consolida ses avancées par une
campagne de construction de châteaux
											et par la réorganisation
de la société anglaise.
											Il fut à la hauteur de son surnom
de « Guillaume le Conquérant »,
											grâce à une immense étude,
« Le Livre du Jugement Dernier »,
											qui consignait la population
et les droits de propriété
											de chaque morceau de terre
en Angleterre.
											Le français normand devint la langue
de la nouvelle cour royale,
											tandis que le peuple continua
de parler le vieil anglais.
											Les deux langues fusionnèrent pour donner
l'anglais que nous connaissons à présent,
											bien que la différence entre les seigneurs
et le peuple se sente toujours
											dans les paires de synonymes
comme « cow » (vache) et « beef » (bœuf).
											À la fin du XIIe siècle,
											la puissance normande s'était étendue
jusqu'au pays de Galles,
											jusqu'en Écosse,
											et jusqu'en Irlande.
									","
											Guilherme consolidou a sua vitória
											com uma enorme campanha 
de construção de castelos
											e a reorganização da sociedade inglesa.
											Viveu segundo o seu cognome
de ""Guilherme o Conquistador""
											através de um enorme registo,
conhecido por Domesday Book,
											que registava a população e a propriedade
											de cada bocado de terra em Inglaterra.
											O francês normando passou a ser
a língua da nova corte real
											embora os plebeus continuassem
a falar anglo-saxão.
											Com o tempo, as duas línguas fundiram-se
para nos dar o inglês que conhecemos hoje,
											embora a divisão entre senhores
e camponeses ainda se faça sentir
											em sinónimos, como ""cow"" e ""beef"".
											No final do século XII,
											os normandos já se tinham
expandido até Gales,
											Escócia
											e Irlanda.
									",How the Normans changed the history of Europe,Mark Robinson,5:20,"TED-Ed,history,Europe,war,religion,culture"
