en,es,tr,fr,de,pt,title,speaker,duration,tags
"
","
","
","
","
","
",The emergent genius of ant colonies,Deborah Gordon,20:31,"ants,biology,collaboration,design,insects,science"
"
											I study ants, and that's because I like to think about how organizations work.
											And in particular, how the simple parts of organizations
											interact to create the behavior of the whole organization.
											So, ant colonies are a good example of an organization like that,
											and there are many others. The web is one.
											There are many biological systems like that —
											brains, cells, developing embryos.
									","
											Yo estudio a las hormigas porque me gusta pensar cómo funcionan las organizaciones.
											Particularmente, como las partes simples de la organización
											interactúan y crean el comportamiento de toda la organización.
											Y… las colonias de hormigas son un buen ejemplo de una organización como esa,
											pero hay muchas otras. La web es una.
											Existen muchos sistemas biológicos como ese:
											cerébros, células, embriones en desarrollo.
									","
											Karıncaları inceliyorum, çünkü örgütlerin nasıl işlediğine kafa yormayı severim.
											Özellikle örgüt bileşenlerinin...
											...bütünsel davranışını oluşturacak şekilde etkileşmeleri hakkında.
											Karınca kolonileri de buna iyi örnektirler.
											Tabi örümcek ağı gibi başka örnekler de vardır.
											Bunun gibi bir çok biyolojik sistem vardır...
											...beyin, hücre, gelişmekte olan cenin.
									","
											J'étudie les fourmis, et c'est parce que j'aime réfléchir à comment les organisations fonctionnent.
											Et en particulier, comment de simples parties d'une organisation
											interagissent pour créer un comportement d'une organisation toute entière.
											Alors, les colonies de fourmis sont un bon exemple d'une telle organisation,
											et il y en a plein d'autres. Le web en est une.
											Il y a beaucoup de systèmes biologiques similaires —
											le cerveau, les cellules, les embryons qui se développent.
									","
											Ich studiere Ameisen and zwar weil ich gerne darüber nachdenke, wie Organisationen funktionieren.
											Und im Speziellen, wie die einfachen Teile von Organisationen
											interagieren und das Verhalten der ganzen Organisation formen.
											Ameisenkolonien sind ein gutes Beispiel einer solchen Organisation
											und es gibt viele andere. Das Internet ist eines.
											Es gibt viele solche Systeme in der Biologie —
											Gehirne, Zellen, sich entwickelnde Embryos.
									","
											Eu estudo as formigas
											porque gosto de pensar
como funcionam as organizações.
											Em particular, como as partes simples
das organizações interagem
											para criar o comportamento
de toda a organização.
											As colónias de formigas
											são um bom exemplo
duma organização dessas,
											e há muitas outras como,
por exemplo, a ""web"".
											Há muitos sistemas biológicos como esse
											- o cérebro, as células,
os embriões em desenvolvimento.
									",The emergent genius of ant colonies,Deborah Gordon,20:31,"ants,biology,collaboration,design,insects,science"
"
","
","
","
","
","
",The emergent genius of ant colonies,Deborah Gordon,20:31,"ants,biology,collaboration,design,insects,science"
"
											There are about 10,000 species of ants.
											They all live in colonies consisting of one or a few queens,
											and then all the ants you see walking around are sterile female workers.
											And all ant colonies have in common that there's no central control.
											Nobody tells anybody what to do.
											The queen just lays the eggs. There's no management.
											No ant directs the behavior of any other ant.
											And I try to figure out how that works.
											And I've been working for the past 20 years
											on a population of seed-eating ants in southeastern Arizona.
									","
											Hay alrededor de 10.000 especies de hormigas.
											Todas viven en colonias de una o unas pocas reinas,
											Y por eso todas las hormigas que ven caminando por ahí son trabajadoras hembras estériles.
											Y todas las colonias de hormigas tienen en común que no hay un centro de control.
											Nadie le dice al otro que hacer.
											La reina solo pone los huevos. No hay administración.
											Ninguna hormiga dirige el comportamiento de otra hormiga.
											Y trato de entender como eso funciona.
											Y he estado trabajando los últimos 20 años
											en una población de hormigas “come-semillas” en el sudeste de Arizona.
									","
											Yaklaşık 10.000 tür karınca vardır.
											Bunların hepsi bir ya da birkaç kraliçesi olan koloniler şeklinde yaşarlar.
											Etrafta dolaşırken gördüğünüz tüm karıncalar kısır dişi işçilerdir.
											Ve tüm karınca kolonilerininin ortak özelliği merkezi denetimin olmamasıdır.
											Kimse kimseye ne yapacağını söylemez.
											Kıraliçe sadece yumurtlar. Başka da bir yönetim yoktur.
											Hiçbir karınca bir diğerinin davranışını yönetmez.
											Ben bunun nasıl işlediğini anlamaya çalışıyorum.
											20 yıldan buyana güneydoğu Arizona'daki...
											tohum-yiyen bir karınca toplumunu incelemekteyim.
									","
											Il y a environ 10 000 espèces de fourmis.
											Elles vivent toutes en colonies, formées d'une ou de quelques reines
											et ensuite vous avez les fourmis que vous voyez autour de vous, qui sont toutes des ouvrières stériles.
											Ce que toutes les colonies de fourmis ont en commun, c'est qu'il n'y a aucun contrôle centralisé.
											Il n'y a personne pour dire quoi faire à qui que ce soit.
											La reine pond les œufs. Il n'y a aucune gestion.
											Aucune fourmi ne commande le comportement d'une autre fourmi.
											Alors j'essaie de comprendre comment ça marche.
											Et j'ai travaillé pendant les 20 dernières années
											sur une population de fourmis mangeuses de graines dans le Sud-Est de l'Arizona.
									","
											Es gibt circa 10'000 Ameisenarten.
											Sie leben alle in Kolonien, die aus einer oder einigen wenigen Königinnen
											und allen anderen Ameisen, welche unfruchtbare Arbeiterinnen sind, bestehen.
											Alle Ameisenkolonien haben eines gemeinsam: Keine zentrale Kontrolle.
											Niemand sagt irgendjemandem, was tun.
											Die Königin legt einfach Eier. Es gibt kein Management.
											Keine Ameise steuert das Verhalten irgendeiner anderen Ameise.
											Und ich versuche herauszufinden, wie das funktioniert.
											Ich habe die letzten 20 Jahre mit
											einer Population von samenfressenden Ameisen in Südost-Arizona gearbeitet.
									","
											Há cerca de 10 000 espécies de formigas.
											Todas vivem em colónias
com uma ou algumas rainhas
											e todas as formigas que vemos a passear
são operárias estéreis.
											Todas as colónias de formigas
têm em comum
											a ausência de controlo central.
											Ninguém diz a ninguém
o que têm de fazer.
											A rainha apenas põe ovos.
Não há qualquer gestão.
											Nenhuma formiga determina
o comportamento de outra formiga.
											Tento perceber como é que isso funciona.
											Já trabalho há 20 anos
											numa população de formigas
que comem sementes
											no sudeste do Arizona.
									",The emergent genius of ant colonies,Deborah Gordon,20:31,"ants,biology,collaboration,design,insects,science"
"
","
","
","
","
","
",The emergent genius of ant colonies,Deborah Gordon,20:31,"ants,biology,collaboration,design,insects,science"
"
											Here's my study site. This is really a picture of ants,
											and the rabbit just happens to be there.
											And these ants are called harvester ants because they eat seeds.
											This is the nest of the mature colony, and there's the nest entrance.
											And they forage maybe for about 20 meters away,
											gather up the seeds and bring them back to the nest, and store them.
											And every year I go there and make a map of my study site.
											This is just a road. And it's not very big:
											it's about 250 meters on one side, 400 on the other.
											And every colony has a name, which is a number,
											which is painted on a rock. And I go there every year
											and look for all the colonies that were alive the year before,
											and figure out which ones have died, and put all the new ones on the map.
											And by doing this I know how old they all are.
											And because of that, I've been able to study how their behavior changes
											as the colony gets older and larger.
									","
											Este es mi lugar de estudio. En realidad es una foto de hormigas,
											y el conejo solo está ahí por casualidad.
											Y estas hormigas se llaman “cosechadoras” por que se alimentan de semillas.
											Este es el nido de una colonia madura, y allí está la entrada al nido.
											Y juntan el forraje de alrededor de 20 metros.
											juntan las semillas, las cargan hasta el nido, y las almacenan.
											Todos los años voy ahí y hago un mapa de mi lugar de estudio.
											Este es solo un camino. No muy grande,
											tiene cerca de 250 metros de un lado y 400 del otro.
											Y todas las colonias tienen un nombre, que es un número.
											Que está pintado en una piedra. Y voy allá cada año
											y busco todas las colonias que estaban vivas un año antes,
											y descifro cuales han muerto, y pongo las nuevas en el mapa.
											Y mediante esto determino la edad de todas ellas.
											Y por lo mismo he podido estudiar cómo cambia su comportamiento
											a medida que la colonia crece y envejece.
									","
											Bu benim çalışma saham. Bu aslında karıncaların bir resmidir...
											...tavşan sadece şans eseri orada.
											Bunlara hasatçı karınca denir, çünkü tohum yerler.
											Bu olgun bir koloninin yuvasıdır ve şurası da yuvanın girşidir.
											Yaklaşık 20 metre uzağa kadar yayılırlar...
											...tohumları toplarlar ve yuvaya getirerek saklarlar.
											Her yıl oraya giderim çalışma sahamın bir haritasını çıkarırım.
											Bu sadece bir yol, ve çok büyük sayılmaz.
											Bir tarafı yaklaşık 250 metre diğer tarafı ise 400.
											Her koloni bir numara ile adlandırıldı ve...
											...bir kayanın üzerine yazıldı. Her yıl oraya gider...
											...bir önceki sene yaşayan kolonileri arar...
											...ölmüş olanları ve yeni ortaya çıkanları haritaya işlerim.
											Bunu yapmakla kaç yaşında olduklarını takip ederim
											Bu sayede koloniler yaşlanıp irileştikçe...
											...davranışlarının nasıl değiştiğini görme imkanım oldu.
									","
											Voici le site de mes recherches. C'est une vraie photo de fourmis
											et le lapin se trouve être là au milieu.
											Ces fourmis sont appelées moissonneuses parce qu'elles mangent les graines.
											Voici le nid d'une colonie mure et voici l'entrée du nid.
											Et elles creusent dans un rayon de 20 mètres autour
											ramassent les graines, les ramènent au nid et les stockent.
											Chaque année j'y retourne et je fais une carte du site que j'étudie.
											Il y a juste une route, pas très grande,
											250 mètres d'un côté, 400 de l'autre.
											Chaque colonie a un nom, qui est un numéro,
											peint sur un rocher. Chaque année, j'y vais
											et je recherche les colonies qui étaient vivantes l'année précédente,
											et je recherche celle qui ont disparues, et ajoute les nouvelles colonies sur la carte.
											En faisant ceci, je sais quel âge elles ont.
											Et grâce à cela, j'ai pu étudier comment leur comportement change
											quand la colonie vieillit et grossit.
									","
											Hier ist mein Untersuchungsgebiet. Dies ist wirklich eine Fotografie von Ameisen
											und der Hase ist nur zufällig auch darin.
											Diese Ameisen werden Ernteameisen genannt, weil sie Pflanzensamen essen.
											Dies hier ist ein Nest einer reifen Kolonie und das ist der Nesteingang.
											Und sie suchen ihr Futter in bis zu circa 20 Meter Entfernung.
											Sie packen Pflanzensamen und bringen sie zurück zum Nest und lagern sie ein.
											Jedes Jahr gehe ich zu meinem Untersuchungsgebiet und mache eine Karte davon.
											Das das ist eine Strasse und das Gebiet ist nicht sehr gross,
											die kurze Seite ist ungefähr 250 Meter, die andere etwa 400 Meter.
											Jede Kolonie hat einen Namen bzw. eine Nummer,
											welche auf einen Stein gemalt ist. Ich gehe jedes Jahr hin
											und schaue nach den Kolonien, die das Jahr davor lebendig waren,
											und finde heraus, welche ausgestorben sind, und erfasse neue Kolonien auf der Karte.
											Dadurch weiss ich auch, wie alt die Kolonien sind.
											Und daher konnte ich untersuchen, wie sich ihr Verhalten verändert,
											wenn eine Kolonie altert und wächst.
									","
											Este é o meu local de estudo.

											Isto é uma fotografia de formigas,
o coelho está ali por acaso.
											(Risos)
											Estas formigas chamam-se ceifeiras
porque comem sementes.
											Este é o ninho duma colónia madura
e ali é a entrada do ninho.
											Elas forrageiam num raio
de 20 metros de distância,
											apanham as sementes e trazem-nas
para o ninho onde as armazenam.
											Todos os anos vou lá 
e faço um mapa do local de estudo.
											Isto é apenas uma estrada
e não é muito grande.
											Tem cerca de 250 metros de um lado
e 400 metros do outro.
											Todas as colónias têm um nome,
que é um número
											que está pintado numa rocha.
											Vou lá todos os anos e procuro
todas as colónias que havia um ano antes.
											Procuro as que morreram
e registo as novas no mapa.
											Ao fazer isto, sei
qual a idade que todas têm.
											Graças a isso, posso estudar
como se altera o seu comportamento
											quando a colónia envelhece
e aumenta de tamanho.
									",The emergent genius of ant colonies,Deborah Gordon,20:31,"ants,biology,collaboration,design,insects,science"
"
","
","
","
","
","
",The emergent genius of ant colonies,Deborah Gordon,20:31,"ants,biology,collaboration,design,insects,science"
"
											So I want to tell you about the life cycle of a colony.
											Ants never make more ants; colonies make more colonies.
											And they do that by each year sending out the reproductives —
											those are the ones with wings — on a mating flight.
											So every year, on the same day — and it's a mystery exactly how that happens —
											each colony sends out its virgin, unmated queens with wings, and the males,
											and they all fly to a common place. And they mate.
											And this shows a recently virgin queen. Here's her wings.
											And she's in the process of mating with this male,
											and there's another male on top waiting his turn.
											Often the queens mate more than once.
											And after that, the males all die. That's it for them.
									","
											Entonces quiero contarles sobre el ciclo de vida de las colonias.
											Las hormigas nunca hacen más hormigas, las colonias hacen más colonias.
											Y lo hacen todos los años enviando a sus reproductoras
											—aquellas con alas— a un vuelo de apareamiento.
											Cada año, en el mismo día — es un misterio exactamente como esto ocurre—
											cada colonia envía a sus vírgenes, reinas no apareadas con alas y a los machos,
											y todos vuelan a un lugar común. Y se aparean.
											Y esto muestra una reina “recientemente” virgen. Aquí están sus alas.
											Y ella está en proceso de aparearse con este macho,
											y hay otro macho arriba esperando su turno.
											A menudo las reinas se aparean más de una vez.
											Y después de esto, todos los machos mueren. Eso es todo para ellos!
									","
											Size kolonilerin yaşam döngüsü hakkında şunu söyleyeceğim.
											Karıncalar hiçbir zaman karınca üretmez, koloniler koloni üretir.
											Ve bunu her yıl oğul vererek yaparlar.
											Yani çiftleşme uçuşundaki — kanatlı karıncalar.
											Yer yıl aynı gün — ve bunun nasıl olduğu bir gizemdir—
											...her koloni kendi bakire, çiftleşmemiş kraliçe ve erkek karıncaları dışarı gönderir...
											...ve bunlar ortak bir yere uçarlar ve çiftleşirler.
											Bu yakın geçmişte bakire olan kraliçe ve onun kanatlarını göstermektedir.
											Ve şu anda erkeğiyle çiftlerme sürecinde...
											ve ürtte bir diğer erkek kendi sırasını beklemekte.
											Genellikle kraliçeler birden çok kez çiftleşirler.
											Ve ardından erkelerin hepsi ölür. Onlar için hepsi bundan ibarettir.
									","
											Donc j'aimerais vous parler du cycle de vie d'une colonie.
											Les fourmis ne se reproduisent pas, les colonies si.
											Et elles le font en envoyant chaque années les reproductrices —
											celles avec des ailes — dans un vol d'accouplement.
											Donc chaque année, le même jour — et c'est un mystère de savoir exactement comment ça se passe —
											chaque colonie envoie sa reine vierge, avec des ailes, et les mâles,
											et ils volent tous au même endroit. Et ils s'accouplent.
											On voit ici une reine vierge jusqu'à récemment. Et voici ses ailes.
											Elle est en train de s'accoupler avec ce mâle,
											et il y a un autre mâle au dessus qui attend son tour.
											Souvent les reines s'accouplent plus d'une fois.
											Et après, les mâles meurent tous. C'en est fini pour eux.
									","
											Ich möchte Ihnen den Lebenszyklus einer Kolonie etwas näher bringen.
											Ameisen machen nie mehr Ameisen, sondern Kolonien machen mehr Kolonien.
											Und sie tun das jedes Jahr, indem sie reproduktionsfähige Ameisen —
											das sind jene mit Flügeln — auf einen Paarungsflug schicken.
											Also jedes Jahr, genau am selben Tag - und es ist ein Rätsel wie das genau geschieht —
											sendet jede Kolonie eine jungfräuliche, beflügelte Ameise und die Männchen aus.
											Diese fliegen zusammen an einen Platz und paaren sich.
											Dieses Bild zeigt eine kürzlich noch jungfräuliche Konigin. Das sind ihre Flügel.
											Und sie ist dabei sich mit diesem Männchen zu paaren,
											während das Männchen oben darauf wartet, auch zum Zug zu kommen.
											Die Königinnen paaren sich oft mehr als einmal.
											Danach sterben alle Männchen, das war's für sie.
									","
											Vou falar-vos do ciclo de vida
duma colónia.
											As formigas nunca fazem mais formigas;
as colónias é que fazem mais colónias.
											Fazem-no todos os anos,
enviando as reprodutoras
											- as que têm asas -
num voo de acasalamento.
											Todos os anos, no mesmo dia
- é um mistério como isso acontece -
											cada colónia faz sair as suas rainhas
virgens com asas e os machos
											e todos voam para um mesmo local
onde acasalam.
											Isto mostra uma recente rainha virgem.
Vejam as asas dela.
											Está a acasalar com este macho
											e há outro macho em cima à espera de vez.
											As rainhas acasalam frequentemente
mais do que uma vez.
											Depois disso, todos os machos morrem.
Para eles, é tudo.
									",The emergent genius of ant colonies,Deborah Gordon,20:31,"ants,biology,collaboration,design,insects,science"
"
","
","
","
","
","
",The emergent genius of ant colonies,Deborah Gordon,20:31,"ants,biology,collaboration,design,insects,science"
"
											(Laughter)
									","
											(Risas)
									","
											...
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",The emergent genius of ant colonies,Deborah Gordon,20:31,"ants,biology,collaboration,design,insects,science"
