es,en,fr,de,title,speaker,duration,tags
"
","
","
","
",Health care should be a team sport,Eric Dishman,15:59,"health care,heart health,technology"
"
											Quiero compartir algunos amigos
e historias personales con Uds.
											algo que nunca he contado
en público antes
											para ilustrar la idea,
											la necesidad y la esperanza
											de que reinventemos el sistema
de salud en todo el mundo.
											Hace 24 años, en segundo
año de la universidad,
											tuve una serie de desmayos,
para nada relacionados con el alcohol.
											Terminé en un centro de salud estudiantil
											y luego de unos análisis
de laboratorio regresaron
											diciendo: ""problemas renales"".
											Y de pronto,
estuve inmerso en una serie
											de exámenes, ensayos
y tribulaciones durante 6 meses
											con 6 médicos en 2 hospitales
											en un duelo de titanes médicos
											para determinar cuál tenía razón
											sobre el problema que me aquejaba.
											Y, tiempo después, estaba en la sala
esperando la sesión de ultrasonido,
											y aparecen los 6 médicos
en la sala, todos a la vez,
											y pienso: ""Oh, oh, malas noticias"".
											El diagnóstico era el siguiente:
											""Tienes dos raras enfermedades renales
											que con el tiempo terminarán
destruyendo tus riñones,
											tienes una especie de células cancerígenas
en el sistema inmunológico
											que tenemos que empezar
a tratar ahora mismo;
											ya no podrás ser donante de riñón,
											y no podrás vivir más de 2 ó 3 años"".
									","
											I want to share some personal friends and stories with you
											that I've actually never talked about in public before
											to help illustrate the idea
											and the need and the hope
											for us to reinvent our health care system around the world.
											Twenty-four years ago, I had — a sophomore in college,
											I had a series of fainting spells. No alcohol was involved.
											And I ended up in student health,
											and they ran some labwork and came back right away,
											and said, ""Kidney problems.""
											And before I knew it, I was involved and thrown into
											this six months of tests and trials and tribulations
											with six doctors across two hospitals
											in this clash of medical titans
											to figure out which one of them was right
											about what was wrong with me.
											And I'm sitting in a waiting room some time later for an ultrasound,
											and all six of these doctors actually show up in the room at once,
											and I'm like, ""Uh oh, this is bad news.""
											And their diagnosis was this:
											They said, ""You have two rare kidney diseases
											that are going to actually destroy your kidneys eventually,
											you have cancer-like cells in your immune system
											that we need to start treatment right away,
											and you'll never be eligible for a kidney transplant,
											and you're not likely to live more than two or three years.""
									","
											J'aimerais vous faire connaître 
quelques amis et histoires personnelles
											dont je n'ai jamais parlé en public jusqu'ici
											afin d'aider à illustrer l'idée,
											la nécessité et l'espoir
											qui sont les nôtres de réinventer notre système 
de santé aux quatre coins du monde.
											Il y a vingt-quatre ans, 
quand j'étais en deuxième année d'université,
											j'ai eu une série d'évanouissements. 
L'alcool n'avait rien à voir avec ça.
											Je me suis retrouvé à l'infirmerie des étudiants,
											où ils ont fait des examens 
et m'ont tout de suite dit :
											« problèmes de reins. »
											Avant que je ne m'en rende compte, 
je me suis retrouvé embarqué
											dans six mois de tests, d'épreuves et d'angoisse,
											face à six médecins, dans deux hôpitaux différents,
											pris dans un choc des titans de la médecine
											pour déterminer lequel d'entre eux avait raison
											sur ce qui n'allait pas chez moi.
											Un peu plus tard, me voilà assis dans une salle d'attente pour un examen aux ultra-sons,
											et les six médecins se présentent 
dans la pièce en même temps.
											Alors je me dis : 
« Ouh la ! les nouvelles ne sont pas bonnes. »
											Leur diagnostic était le suivant :
											« Vous avez deux maladies rares des reins
											qui vont finir par détruire vos reins ;
											vous avez des cellules de type cancéreux 
dans votre système immunitaire
											que nous devons commencer 
à traiter immédiatement,
											et vous ne serez jamais éligible 
à une greffe de rein,
											et il est peu probable que vous viviez 
plus de deux ou trois ans. »
									","
											Ich möchte von persönlichen Freunden 
und von Dingen erzählen,
											über die ich bisher nicht 
öffentlich gesprochen habe,
											und damit die Idee, Notwendigkeit
											und Hoffnung zur Neuerfindung
											unserer Gesundheitssysteme in 
der ganzen Welt veranschaulichen.
											Vor 24 Jahren – in meinem
zweiten Studienjahr –
											hatte ich mehrere Ohnmachtsanfälle. 
Alkohol war nicht im Spiel.
											Ich landete schließlich auf der 
universitären Krankenstation;
											nach einigen Labortests
kamen sie gleich zurück
											und sagten: ""Nierenprobleme.""
											Plötzlich war ich mitten in diesem
sechsmonatigen Kampf der Titanen
											aus Tests, Versuchen und Leid
											mit sechs Ärzten aus zwei Krankenhäusern,
											die alle herausfinden wollten,
											welcher von ihnen richtig lag,
											bei dem, was mit mir nicht stimmte.
											Eines Tages saß ich für ein
Ultraschall im Wartezimmer,
											da kreuzten alle sechs gleichzeitig 
im Zimmer auf und ich denke nur:
											""Oh-oh, das bedeutet
schlechte Nachrichten.""
											Und dies war ihre Diagnose:
											Sie sagten: ""Sie haben zwei 
seltene Nierenkrankheiten,
											die letztlich Ihre Nieren
zerstören werden.
											Sie haben krebsähnliche Zellen 
in Ihrem Immunsystem,
											die wir sofort behandeln müssen.
											Sie werden nie für eine 
Nierentransplantation geeignet sein
											und wohl nicht mehr als zwei
oder drei Jahre weiterleben.""
									",Health care should be a team sport,Eric Dishman,15:59,"health care,heart health,technology"
"
","
","
","
",Health care should be a team sport,Eric Dishman,15:59,"health care,heart health,technology"
"
											Dada la gravedad de este
diagnóstico apocalíptico
											de inmediato me dispuse
											como si empezara
a prepararme como paciente
											para morir siguiendo
el cronograma trazado por ellos,
											hasta que conocí a Verna, una paciente,
en la sala de espera
											que es una querida amiga,
y un día me llevó
											a la biblioteca médica;
											investigó mucho estos
diagnósticos y enfermedades,
											y dijo: ""Eric, las
personas reciben este diagnóstico
											tienen normalmente 70 u 80 años.
											No saben nada de ti. Despierta.
											Toma el control de tu salud
y continúa con tu vida"".
											Y así hice.
									","
											Now, with the gravity of this doomsday diagnosis,
											it just sucked me in immediately,
											as if I began preparing myself as a patient
											to die according to the schedule that they had just given to me,
											until I met a patient named Verna in a waiting room,
											who became a dear friend, and she grabbed me one day
											and took me off to the medical library
											and did a bunch of research on these diagnoses and these diseases,
											and said, ""Eric, these people who get this
											are normally in their '70s and '80s.
											They don't know anything about you. Wake up.
											Take control of your health and get on with your life.""
											And I did.
									","
											La gravité de ce diagnostic apocalyptique
											m'a immédiatement plombé le moral.
											Comme si je me préparais, en tant que patient,
											à mourir conformément à l'échéance 
qu'ils venaient de me donner.
											Jusqu'à ce que je rencontre dans une salle d'attente une patiente du nom de Verna,
											qui est devenue une amie qui m'est chère. 
Un jour elle m'a pris par le bras
											et m'a emmené à la bibliothèque de médecine
											pour faire quelques recherches 
sur ces diagnostics et ces maladies,
											et elle m'a dit : 
« Eric, les gens qui ont cette maladie
											sont normalement septuagénaires 
ou octogénaires.
											Ils ne savent rien de toi. 
Réveille-toi.
											Prends en main ta santé 
et continue à vivre ta vie. »
											Et c'est ce que j'ai fait.
									","
											Die Schwere dieser Weltuntergangsdiagnose
											riss mich sofort in ihren Bann,
											ganz so als würde ich
als Patient anfangen,
											nach diesem Fahrplan, den sie mir 
gerade gegeben hatten, zu sterben.
											Dann traf ich im Wartezimmer 
eine Patientin namens Verna,
											die eine gute Freundin wurde.
											Eines Tages ging sie mit mir
in die medizinische Bibliothek,
											wo wir diese Diagnosen und
Krankheiten recherchierten.
											Sie sagte: ""Eric,
Leute mit diesen Krankheiten
											sind normalerweise 70 oder 80 Jahre alt.
											Die Ärzte wissen gar nichts
über dich. Wach auf!
											Nimm deine Gesundheit
in die Hand und lebe weiter.""
											Das tat ich.
									",Health care should be a team sport,Eric Dishman,15:59,"health care,heart health,technology"
"
","
","
","
",Health care should be a team sport,Eric Dishman,15:59,"health care,heart health,technology"
"
											Pero estas personas
que hicieron ese diagnóstico
											no son mala gente.
											De hecho, son profesionales
que hacen milagros,
											pero trabajan en un sistema caro y defectuoso
dispuesto de manera errónea.
											Depende de hospitales y clínicas 
para nuestras necesidades de atención.
											Depende de especialistas
que solo miran su parte.
											Depende de conjeturas de diagnósticos
y de cócteles de medicamentos,
											por eso o funciona o mueres.
											Y depende de pacientes pasivos
											que lo aceptan y no hacen preguntas.
									","
											Now, these people making these proclamations to me
											were not bad people.
											In fact, these professionals were miracle workers,
											but they're working in a flawed, expensive system that's set up the wrong way.
											It's dependent on hospitals and clinics for our every care need.
											It's dependent on specialists who just look at parts of us.
											It's dependent on guesswork of diagnoses and drug cocktails,
											and so something either works or you die.
											And it's dependent on passive patients
											who just take it and don't ask any questions.
									","
											Les personnes qui m'ont fait ces proclamations
											n'étaient pas mauvaises.
											En fait, ces professionnels étaient 
des faiseurs de miracles,
											mais ils travaillent dans un système coûteux, défectueux et mal conçu.
											Ce système repose sur les hôpitaux et les cliniques pour toute prise en charge.
											Il repose sur des spécialistes qui n'examinent 
que des parties de nous.
											Il repose sur des conjectures de diagnostic 
et de cocktails de médicaments,
											et donc, soit ça marche, soit on meurt.
											Et il repose sur des patients passifs
											qui l'acceptent et ne posent aucune question.
									","
											Die Leute, die mir diese 
Ankündigungen machten,
											waren keine schlechten Menschen.
											Tatsächlich sind sie Profis,
die wahre Wunder wirkten,
											aber sie arbeiten in einem fehlerhaften, 
teuren und falsch aufgesetzten System.
											Es verlässt sich bei unserer Pflege 
auf Krankenhäuser und Kliniken.
											Es verlässt sich auf Spezialisten, 
die sich einfach Teile von uns ansehen.
											Es verlässt sich auf Mutmaßungen bei 
Diagnosen und Medikamentencocktails;
											also wirkt etwas oder man ist tot.
											Es verlässt sich auch
auf passive Patienten,
											die Dinge einfach hinnehmen 
und keine Fragen stellen.
									",Health care should be a team sport,Eric Dishman,15:59,"health care,heart health,technology"
"
","
","
","
",Health care should be a team sport,Eric Dishman,15:59,"health care,heart health,technology"
"
											El problema de este modelo
											es que es insostenible a nivel mundial.
											A nivel mundial es inasequible.
											Tenemos que inventar lo que llamo
un sistema sanitario personal.
											¿Cómo es este sistema
sanitario personal,
											y qué nuevas tecnologías
y roles va a implicar?
									","
											Now the problem with this model
											is that it's unsustainable globally.
											It's unaffordable globally.
											We need to invent what I call a personal health system.
											So what does this personal health system look like,
											and what new technologies and roles is it going to entail?
									","
											Mais le problème avec ce modèle,
											c'est qu'il n'est pas durable au niveau mondial.
											Il coûte trop cher au niveau mondial.
											Il nous faut inventer ce que j'appelle 
un système de santé personnel.
											Alors, à quoi ressemble 
ce système de santé personnel ?
											Quels sont les nouvelles technologies 
et les nouveaux rôles que ça implique ?
									","
											Das Problem an diesem Modell ist,
											dass es auf globaler Ebene
nicht nachhaltig ist.
											Auf globaler Ebene ist es unerschwinglich.
											Wir müssen erfinden, was ich
personalisiertes Gesundheitswesen nenne.
											Wie sieht dieses personenbezogene 
Gesundheitswesen aus,
											welche neuen Technologien 
und Rollen soll es umfassen?
									",Health care should be a team sport,Eric Dishman,15:59,"health care,heart health,technology"
"
","
","
","
",Health care should be a team sport,Eric Dishman,15:59,"health care,heart health,technology"
"
											Empezaré compartiendo con Uds.
											un nuevo amigo, Libby,
											hemos estado muy unidos
en los últimos 6 meses.
											Este es Libby o, en realidad,
una imagen ultrasónica de Libby.
											Es el trasplante renal que
supuestamente nunca iba a tener.
											Es una imagen que tomamos
hace un par de semanas
											y notarán que en el
borde de la imagen
											hay unas manchas oscuras,
que me preocuparon.
											Haremos un examen en vivo
											para ver cómo está Libby.
											Esto no es una falla de vestuario.
Tengo que quitarme el cinturón.
											Los de la primera fila,
no se preocupen.
											(Risas)
											Usaré un dispositivo de
una empresa llamada Mobisante.
											Es un ultrasonido portable.
											Puede conectarse a un móvil
o a una tableta.
											Mobisante es de Redmond,
Washington,
											y amablemente me capacitaron
para que lo maneje solo.
											No tienen los permisos para hacerlo.
Los pacientes no deben hacerlo.
											Es una demo de concepto,
quiero que quede claro.
											Bueno, tengo que poner el gel.
											Ahora sí, en la primera fila
están muy nerviosos. (Risas)
									","
											Now, I'm going to start by actually sharing with you
											a new friend of mine, Libby,
											somebody I've become quite attached to over the last six months.
											This is Libby, or actually, this is an ultrasound image of Libby.
											This is the kidney transplant I was never supposed to have.
											Now, this is an image that we shot a couple of weeks ago for today,
											and you'll notice, on the edge of this image,
											there's some dark spots there, which was really concerning to me.
											So we're going to actually do a live exam
											to sort of see how Libby's doing.
											This is not a wardrobe malfunction. I have to take my belt off here.
											Don't you in the front row worry or anything.
											(Laughter)
											I'm going to use a device from a company called Mobisante.
											This is a portable ultrasound.
											It can plug into a smartphone. It can plug into a tablet.
											Mobisante is up in Redmond, Washington,
											and they kindly trained me to actually do this on myself.
											They're not approved to do this. Patients are not approved to do this.
											This is a concept demo, so I want to make that clear.
											All right, I gotta gel up.
											Now the people in the front row are very nervous. (Laughter)
									","
											Pour commencer, je vais vous présenter
											une nouvelle amie, Libby,
											quelqu'un à qui je me suis beaucoup attaché 
au cours des six derniers mois.
											Voici Libby, enfin voici une image 
ultra-sons de Libby.
											C'est la greffe de rein 
que j'étais censé ne jamais recevoir.
											C'est une image que nous avons prise 
pour aujourd'hui, il y a quelques semaines,
											et vous verrez, sur le bord de l'image,
											il y a des taches sombres, 
ce qui me préoccupait beaucoup.
											Nous allons faire un examen un direct
											pour voir si, en gros, Libby va bien.
											Ce n'est pas un problème de costume ; 
je dois retirer ma ceinture.
											Ceux qui sont au premier rang, 
ne vous inquiétez pas.
											(Rires)
											Je vais utiliser un appareil d'une entreprise
qui s'appelle Mobisante.
											C'est un appareil à ultra-sons portable.
											On peut le brancher à un smartphone. 
On peut le brancher à une tablette.
											Mobisanté est située à Redmond, 
dans l'état de Washington.
											Ils ont eu la gentillesse de m'apprendre 
à me faire ça tout seul.
											Ils n'ont pas reçu d'autorisation pour ça. 
Les patients ne sont pas autorisés à faire ça.
											Ceci est une démonstration de présentation, 
que ça soit bien clair.
											Alors, il faut que je mette du gel.
											Maintenant, les gens du premier rang 
sont vraiment inquiets. (Rires)
									","
											Ich erzähle Ihnen zunächst von
meiner neuen Freundin Libby,
											der ich in den letzten sechs Monaten
											sehr zugeneigt geworden bin.
											Hier ist Libby, oder eigentlich 
ein Ultraschallbild von Libby.
											Das ist das Nierentransplantat, 
das ich nie hätte haben sollen.
											Dieses Bild haben wir vor ein paar 
Wochen gemacht, extra für heute.
											Hier am Rande des Bildes sehen Sie
											diese schwarzen Punkte, über die 
ich mir wirklich Sorgen machte.
											Wir machen jetzt eine Liveuntersuchung,
											um zu sehen, wie es Libby geht.
											Das hier ist keine Kleiderpanne,
ich muss meinen Gürtel ausziehen.
											Keine Sorge, hier in der ersten Reihe.
											(Lachen)
											Ich benutze ein Gerät
des Unternehmens Mobisante.
											Es ist ein tragbares Ultraschallgerät.
											Ich kann es an ein Smartphone 
oder Tablet anschließen.
											Mobisante sitzt in Redmond, Washington.
											Netterweise haben sie mich geschult, 
damit ich das an mir selbst machen kann.
											Sie haben dafür keine Genehmigung. 
Die Patienten auch nicht.
											Hier wird ein Konzept demonstriert.
											Okay, ich muss Gel auftragen.
											Die Leute in der ersten Reihe werden 
jetzt ganz schön nervös. (Lachen)
									",Health care should be a team sport,Eric Dishman,15:59,"health care,heart health,technology"
