en,tr,es,fr,title,speaker,duration,tags
"
","
","
","
",A swarm of mini drones makes ... magic!,Marco Tempest,3:20,"entertainment,magic,technology,science,robots,illusion"
"
											So, I have a background
in technology and magic.
											And magicians are interesting.
											Their illusions accomplish
what technology cannot.
											But what happens when
the technology of the day
											seems almost magical?
											What happens when you can do this?
									","
											Teknoloji ve sihir alanında
bir altyapım var.
											Sihirbazlar ilginç de.
											Teknolojinin başaramadığı şeyi
onların illüzyonları başarıyor.
											Peki günün teknolojisi
neredeyse sihirli görünürse nasıl olur?
											Bunu yapabilirseniz ne olur?
									","
											Tengo experiencia
con la tecnología y la magia.
											Y los magos son interesantes.
											Sus ilusiones logran
lo que la tecnología no puede.
											¿Pero qué pasa cuando la tecnología
de hoy parece casi mágica?
											¿Qué pasa cuando pueden hacer esto?
									","
											J'ai une double formation
en technologie et en magie.
											Les magiciens sont intéressants.
											Leurs illusions accomplissent ce que
la technologie est incapable de faire.
											Mais que se passe-t-il
quand la technologie récente
											donne l'illusion de la magie ?
											Que se passe-t-il
quand on peut faire ceci ?
									",A swarm of mini drones makes ... magic!,Marco Tempest,3:20,"entertainment,magic,technology,science,robots,illusion"
"
","
","
","
",A swarm of mini drones makes ... magic!,Marco Tempest,3:20,"entertainment,magic,technology,science,robots,illusion"
"
											(Music)
									","
											(Müzik)
									","
											(Música)
									","
											(Musique)
									",A swarm of mini drones makes ... magic!,Marco Tempest,3:20,"entertainment,magic,technology,science,robots,illusion"
"
","
","
","
",A swarm of mini drones makes ... magic!,Marco Tempest,3:20,"entertainment,magic,technology,science,robots,illusion"
"
											Now, 100 years ago,
											that would have been
the magic of levitation.
											Is it possible to create illusions
											in a world where technology
makes anything possible?
									","
											Bundan 100 yıl önce
											bu bir havaya kaldırma
sihri olarak kabul edilirdi.
											Teknolojinin her şeyi
mümkün kıldığı bir dünyada
											illüzyonlar yaratmak mümkün mü?
									","
											Ahora bien, hace 100 años se habría dicho
que eso fue un truco de levitación.
											¿Es posible crear ilusiones
											en un mundo donde la tecnología
hace cualquier cosa posible?
									","
											Il y a 100 ans,
											on aurait parlé de la magie
de la lévitation.
											Est-il possible de créer des illusions
											dans un monde où tout est possible
grâce à la technologie ?
									",A swarm of mini drones makes ... magic!,Marco Tempest,3:20,"entertainment,magic,technology,science,robots,illusion"
"
","
","
","
",A swarm of mini drones makes ... magic!,Marco Tempest,3:20,"entertainment,magic,technology,science,robots,illusion"
"
											Jump!
									","
											Zıplayın!
									","
											¡Salten!
									","
											Sautez !
									",A swarm of mini drones makes ... magic!,Marco Tempest,3:20,"entertainment,magic,technology,science,robots,illusion"
"
","
","
","
",A swarm of mini drones makes ... magic!,Marco Tempest,3:20,"entertainment,magic,technology,science,robots,illusion"
"
											Now, if you know how the trick is done,
											where is the illusion?
											But still, our imagination
is more powerful than our reasoning,
											and it's easy to attribute
personality to machines.
									","
											İşin sırrını biliyorsanız
											illüzyon bunun neresinde?
											Yine de hayal gücümüz
mantığımızdan daha güçlü.
											Ayrıca makinelere kişilik
atfetmek de oldukça kolay.
									","
											Si saben cómo es el truco,
¿en dónde está la ilusión?
											Pero, de todos modos,
											nuestra imaginación es más poderosa
que nuestro razonamiento,
											y es fácil atribuir
personalidad a las máquinas.
									","
											Si vous connaissez le tour de magie,
											que devient l'illusion ?
											Pourtant, notre imagination
est plus puissante que notre raison
											et il est aisé d'attribuer
une personnalité aux machines.
									",A swarm of mini drones makes ... magic!,Marco Tempest,3:20,"entertainment,magic,technology,science,robots,illusion"
"
","
","
","
",A swarm of mini drones makes ... magic!,Marco Tempest,3:20,"entertainment,magic,technology,science,robots,illusion"
