en,fr,es,title,speaker,duration,tags
"
","
","
",What a world without prisons could look like,Deanna Van Buren,15:19,"prison,justice system,United States,society,social change"
"
											A lot of people call me
a ""justice architect.""
											But I don't design prisons.
											I don't design jails.
											I don't design detention centers,
and I don't even design courthouses.
											All the same, I get a call every week,
											saying, ""OK, but you design
better prisons, right?
											You know, like those pretty ones
they're building in Europe.""
											And I always pause.
											And I invite them,
											and I invite you today,
											to imagine a world without prisons.
											What does that justice feel and look like?
											What do we need to build to get there?
											I'd like to show you some ideas today
of things that we're building.
											And I'm going to start
with an early prototype.
									","
											Beaucoup de gens me présentent
comme une « architecte de la justice ».
											Mais je ne dessine pas de prisons
											ni de cellules,
											ni de centres de détention,
et encore moins de tribunaux.
											On m'appelle malgré tout chaque semaine,
											pour me dire : « D'accord, mais vous
concevez de meilleures prisons, non ?
											comme ces jolies prisons qu'on construit
en Europe. »
											Je marque toujours une pause.
											Et je les invite,
											et je vous invite aujourd'hui,
											à imaginer un monde sans prisons.
											De quoi aurait l'air cette justice ?
											Que devons-nous construire
pour y arriver ?
											Je voudrais vous montrer aujourd'hui
quelques idées des choses qu'on construit.
											Et je vais commencer
avec un vieux prototype.
									","
											Mucha gente me llama 
""arquitecta de la justicia"".
											Pero no diseño prisiones.
											No diseño cárceles.
											No diseño centros de detención 
y ni siquiera diseño juzgados.
											Aún así, todas las semanas 
recibo una llamada
											diciendo, ""Bien, pero diseñas
prisiones mejores, ¿no?
											Como esas bonitas que 
están construyendo en Europa"".
											Entonces, hago una pausa
											y los invito,
											así como los invito hoy a Uds.,
											a imaginarse un mundo sin prisiones.
											¿Cómo sería esta justicia?
											¿Qué necesitamos para llegar a eso?
											Me gustaría enseñarles algunas ideas
de cosas que estamos construyendo.
											Y empezaré con un primer prototipo.
									",What a world without prisons could look like,Deanna Van Buren,15:19,"prison,justice system,United States,society,social change"
"
","
","
",What a world without prisons could look like,Deanna Van Buren,15:19,"prison,justice system,United States,society,social change"
"
											This I built when I was five.
											I call it ""the healing hut.""
											And I built it after I got
sent home from school
											for punching this kid in the face
because he called me the N-word.
											OK, he deserved it.
											It happened a lot, though,
											because my family had desegregated
a white community in rural Virginia.
											And I was really scared.
											I was afraid.
											I was angry.
											And so I would run into the forest,
and I would build these little huts.
											They were made out of twigs and leaves
and blankets I had taken from my mom.
											And as the light would stream
into my refuge,
											I would feel at peace.
											Despite my efforts to comfort myself,
											I still left my community
as soon as I could,
											and I went to architecture school
											and then into a professional career
designing shopping centers,
											homes for the wealthy
											and office buildings,
											until I stepped into a prison
for the first time.
									","
											Je l'ai construit quand j'avais cinq ans.
											Je l'appelle « la cabane de guérison ».
											Je l'ai construite après avoir été
renvoyée de l'école
											pour avoir cogné à la figure de ce garçon
qui m'avait traitée de nègre.
											D'accord, il le méritait.
											Cependant, ça m'arrivait souvent,
											car ma famille avait brisé la ségrégation
dans un village blanc rural de Virginie.
											Et j'étais vraiment effrayée.
											J'avais peur.
											J'étais en colère.
											Et donc je courais dans la forêt
pour construire ces petites cabanes.
											Elles étaient faites de brindilles, de
feuilles, de couvertures prises à ma mère.
											Et au fur et à mesure que la lumière
se diffusait dans mon refuge,
											je me sentais en paix.
											Malgré mes efforts pour trouver
du réconfort,
											j'ai quand même quitté le village
dès que j'ai pu.
											J'ai fait une école d'architecture
											et puis, dans ma carrière professionnelle,
j'ai conçu des centres commerciaux,
											des maisons pour les nantis
											et des immeubles de bureaux,
											jusqu'à ce que j'entre dans une prison
pour la première fois.
									","
											Esto lo construí cuando tenía 5 años.
											Lo llamo ""la cabaña curativa"".
											Y la construí después de que 
me mandaran a casa del colegio
											por darle un puñetazo a un niño 
que me llamó negra.
											Se lo merecía.
											En realidad pasaba mucho
											porque mi familia abolió la segregación en
una comunidad blanca en la Virginia rural.
											Y me daba mucho miedo.
											Estaba asustada.
											Estaba enfadada.
											Así que huía al bosque y construía 
estas pequeñas cabañas
											de ramitas y hojas, y mantas 
que le quitaba a mi madre.
											Y cuando la luz se colaba por mi refugio
											me sentía en paz.
											A pesar de mis esfuerzos 
para reconfortarme,
											me fui de mi comunidad 
tan pronto como pude,
											y me metí en la Facultad de Arquitectura
											y luego en una carrera profesional
diseñando centros comerciales,
											casas para los adinerados
											y edificios de oficinas.
											Hasta que entré en una prisión
por primera vez.
									",What a world without prisons could look like,Deanna Van Buren,15:19,"prison,justice system,United States,society,social change"
"
","
","
",What a world without prisons could look like,Deanna Van Buren,15:19,"prison,justice system,United States,society,social change"
"
											It was the Chester State
Correctional Institution in Pennsylvania.
											And my friend, she invited me there
											to work with some
of her incarcerated students
											and teach them about
the positive power of design.
											The irony is so obvious, right?
											As I approached this concrete building,
these tiny little windows,
											barbed wire, high walls,
observation towers,
											and on the inside,
these cold, hard spaces,
											little light or air,
											the guards are screaming,
the doors are clanking,
											there's a wall of cells filled with
so many black and brown bodies.
											And I realized that what I was seeing
											was the end result of our racist policies
that had caused mass incarceration.
											But as an architect, what I was seeing
											was how a prison is the worst
building type we could have created
											to address the harm
that we're doing to one another.
											I thought, ""Well, could I design
an alternative to this,
											other than building a prettier prison?""
											It didn't feel good to me;
it still doesn't feel good.
											But back then, I just
didn't know what to do.
											What do we build instead of this?
									","
											C'était l'établissement pénitentiaire
d’État à Chester en Pennsylvanie.
											Une de mes amies m'avait invitée là-bas
											pour travailler avec des détenues
qui étaient ses élèves
											et leur apprendre la puissance positive
du design.
											L'ironie est tellement évidente, non ?
											Comme j'approchais ce bâtiment en béton,
ces petites fenêtres étroites,
											les fils barbelés, les murs hauts,
les miradors,
											et à l'intérieur, ces espaces
froids et durs,
											sombres et renfermés,
											les gardiens crient,
les portes cliquettent,
											il y a un mur de cellules remplies
de tellement d'Afro-américains.
											Et j'ai réalisé que ce que je voyais était
											le résultat de nos politiques racistes
à l'origine de l'incarcération de masse.
											Mais en tant qu'architecte,
ce que je voyais,
											c'était qu'une prison est le pire type
de construction qu'on ait jamais pu créer
											pour répondre au mal qu'on se fait
les uns aux autres.
											J'ai pensé : « Est-ce que je peux 
dessiner une alternative à ça,
											autre qu'une plus jolie prison ? »
											Pour moi, ce n'est pas une solution,
et je n'ai pas changé d'opinion.
											Mais à l'époque, je ne savais juste pas
quoi faire.
											Que peut-on construire à la place de ça ?
									","
											Fue en la Institución Correccional
de Chester State en Pensilvania.
											Mi amiga me invitó a ir
											para trabajar con algunos 
de sus alumnos presos
											y enseñarles acerca 
del poder positivo del diseño.
											La ironía es muy obvia, ¿verdad?
											Mientras me acercaba a este edificio
de cemento, con esas ventanitas,
											una cerca de alambre de púas, 
paredes altas, torres de vigilancia,
											y dentro, espacios fríos y duros,
											con poca luz y aire,
											los guardias gritando, 
las puertas retumbando,
											y una pared de celdas 
llena de presos negros y mulatos.
											Y entonces me di cuenta de que 
lo que estaba viendo
											era el resultado de políticas racistas 
que causaban el encarcelamiento masivo.
											Pero como arquitecta lo que veía
											era cómo una prisión era el peor tipo 
de edificio que pudimos haber creado
											para abordar el daño que 
nos hacemos unos a otros.
											Pensé, ""¿Podría diseñar 
una alternativa a esto
											más allá de diseñar 
una prisión más bonita?""
											No me parecía bien;
todavía no me lo parece.
											Pero en aquel entonces
no tenía ni idea de qué hacer.
											¿Qué construimos en vez de esto?
									",What a world without prisons could look like,Deanna Van Buren,15:19,"prison,justice system,United States,society,social change"
"
","
","
",What a world without prisons could look like,Deanna Van Buren,15:19,"prison,justice system,United States,society,social change"
"
											And then I heard
about restorative justice.
											I felt at peace again,
											because here was an alternative system
											that says when a crime is committed,
it is a breach of relationship,
											that the needs of those
who have been harmed
											must be addressed first;
											that those who have committed the offense
											have an obligation to make amends.
											And what they are
are really intense dialogues,
											where all stakeholders come together
to find a way to repair the breach.
											Early data shows that
restorative justice builds empathy;
											that it reduces violent reoffending
by up to 75 percent;
											that it eases PTSD in survivors
of the most severe violence.
											And because of these reasons,
											we see prosecutors and judges
and district attorneys
											starting to divert cases out of court
and into restorative justice
											so that some people never
touch the system altogether.
											And so I thought, ""Well, damn —
why aren't we designing for this system?""
									","
											Et alors j'ai entendu parler
de la justice réparatrice.
											Je me suis sentie à nouveau en paix,
											parce que ce système alternatif
											considère que lorsqu'un crime est commis,
c'est une rupture de relation,
											qu'on doit s'occuper d'abord 
des besoins de ceux
											qui ont été blessés ;
											que ceux qui ont commis l'infraction
											ont l'obligation de se racheter.
											Et il y a vraiment
des négociations intenses,
											où toutes les parties prenantes s'unissent
pour trouver comment réparer la violation.
											Les premiers chiffres montrent que la
justice réparatrice construit l'empathie ;
											qu'elle réduit le taux de récidive
violente de plus de 75% ;
											qu'elle réduit le stress post-traumatique
des rescapés des plus graves violences.
											Et pour toutes ces raisons,
											on voit des procureurs et des juges
											commencer à détourner les affaires
des tribunaux vers la justice réparatrice
											afin qu'au final des gens ne soient jamais
en contact avec le système.
											Et donc j'ai pensé : « Mince ! Pourquoi
on ne bâtit rien pour ce système ? »
									","
											Entonces oí hablar de 
la justicia restaurativa.
											Y me sentí en paz de nuevo,
											porque había un sistema alternativo
											que dice que cuando se comete un crimen
se abre una brecha en la relación,
											que las necesidades de 
los que han sido dañados
											deben ser afrontadas primero;
											que aquellos que han cometido la ofensa
											tienen la obligación de enmendarla.
											Pero en realidad son diálogos intensos
											en los que todos los interesados 
se unen para intentar reparar las brechas.
											Los primeros datos muestran que 
la justicia restaurativa crea empatía,
											que reduce la recaída violenta
hasta un 75 %,
											que alivia el estrés postraumático
en supervivientes de violencia grave.
											Y debido a esas razones,
											vemos a los fiscales, a los jueces
y a los fiscales del distrito
											empezando a sacar casos del juzgado
y derivarlos a la justicia restaurativa
											de manera que algunas personas
nunca llegan a entrar en el sistema.
											Entonces pensé, ""Pero bueno, ¿por qué 
no estamos diseñando para este sistema?""
									",What a world without prisons could look like,Deanna Van Buren,15:19,"prison,justice system,United States,society,social change"
"
","
","
",What a world without prisons could look like,Deanna Van Buren,15:19,"prison,justice system,United States,society,social change"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									",What a world without prisons could look like,Deanna Van Buren,15:19,"prison,justice system,United States,society,social change"
