en,tr,fr,pt,title,speaker,duration,tags
"
","
","
","
",The next manufacturing revolution is here,Olivier Scalabre,12:26,"business,economics,engineering,industrial design,global development,innovation,product design,work,technology,manufacturing,3D printing"
"
											Guys, we have an issue.
									","
											Arkadaşlar bir sorunumuz var.
									","
											Les gens, il y a un problème.
									","
											Caros, temos um problema.
									",The next manufacturing revolution is here,Olivier Scalabre,12:26,"business,economics,engineering,industrial design,global development,innovation,product design,work,technology,manufacturing,3D printing"
"
","
","
","
",The next manufacturing revolution is here,Olivier Scalabre,12:26,"business,economics,engineering,industrial design,global development,innovation,product design,work,technology,manufacturing,3D printing"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Rires)
									","
											(Risos)
									",The next manufacturing revolution is here,Olivier Scalabre,12:26,"business,economics,engineering,industrial design,global development,innovation,product design,work,technology,manufacturing,3D printing"
"
","
","
","
",The next manufacturing revolution is here,Olivier Scalabre,12:26,"business,economics,engineering,industrial design,global development,innovation,product design,work,technology,manufacturing,3D printing"
"
											Growth is fading away,
and it's a big deal.
											Our global economy stops growing.
											And it's not new.
											Growth has actually declined
for the last 50 years.
											If we continue like this, we need to learn
											how to live in a world
with no growth in the next decade.
											This is scary because
when the economy doesn't grow,
											our children don't get better lives.
											What's even scarier is that
when the pie does not grow,
											each of us get a smaller piece.
											We're then ready to fight
for a bigger one.
											This creates tensions
and serious conflicts.
											Growth matters a lot.
									","
											Büyüme yavaşlıyor ve bu önemli bir mesele.
											Küresel ekonomimizin büyümesi duruyor.
											Bu durum yeni değil.
											Büyüme son 50 yılda aslında düşüşte.
											Eğer böyle devam edersek, gelecek on yılda
											büyüme olmayan bir dünyada 
yaşamayı öğrenmek zorunda kalacağız.
											Bu da korkutucu, 
çünkü eğer ekonomi büyümezse,
											çocuklarımızın daha iyi bir hayatı olmaz.
											Daha da ürkütücü olanı, 
eğer pasta büyümezse,
											her birimiz daha küçük bir dilim alırız.
											Sonra da daha büyüğü için 
kavgaya tutuşuruz.
											Bu durumsa gerilim 
ve ciddi çatışmalar yaratır.
											Büyüme çok önemlidir.
									","
											La croissance diminue,
et c'est un gros problème.
											L'économie mondiale stagne.
											Ce n'est pas nouveau.
											Cela fait 50 ans qu'elle régresse.
											Si cela continue ainsi,
nous allons devoir apprendre
											à vivre dans un monde sans croissance,
et ce, dans les dix prochaines années.
											C'est inquiétant car
lorsque l'économie ne croît plus,
											les conditions de vie
ne peuvent s'améliorer.
											Plus inquiétant encore,
si le morceau à partager ne grandit pas,
											chacun de nous reçoit moins, et alors
											il est prêt à se battre
pour une plus grosse.
											Cela crée des tensions
et de terribles conflits.
											La croissance est très importante.
									","
											O crescimento está a diminuir 
e isso é um sério problema.
											A economia mundial
está a deixar de crescer.
											E não se trata de uma coisa nova.
											O crescimento 
tem diminuído nos últimos 50 anos.
											Se continuarmos assim, 
teremos de aprender a viver
											num mundo sem crescimento 
nos próximos 10 anos.
											Isto é assustador porque, 
se a economia não crescer,
											os nossos filhos não terão 
uma vida melhor.
											E o que é mais assustador
é que, se o bolo não cresce,
											sobra menos para cada um de nós.
											Vamos querer lutar
por um pedaço maior.
											Isso gera tensões e sérios conflitos.
											O crescimento é muito importante.
									",The next manufacturing revolution is here,Olivier Scalabre,12:26,"business,economics,engineering,industrial design,global development,innovation,product design,work,technology,manufacturing,3D printing"
"
","
","
","
",The next manufacturing revolution is here,Olivier Scalabre,12:26,"business,economics,engineering,industrial design,global development,innovation,product design,work,technology,manufacturing,3D printing"
"
											If we look at the history of growth,
											times of big growth
have always been fueled
											by big manufacturing revolutions.
											It happened three times,
every 50-60 years.
											The steam engine
in the middle of the 19th century,
											the mass-production model
in the beginning of the 20th century —
											thanks, Mr. Ford.
											And the first automation
wave in the 1970s.
									","
											Eğer büyümenin tarihine bakarsak,
											büyük büyüme dönemleri hep
büyük üretim devrimleri
											tarafından beslenmiştir.
											Bu durum üç kez oldu, her 50-60 yılda bir.
											Buhar makinesi 19. yüzyılın ortalarında,
											seri üretim modeli 
20. yüzyılın başlarında —
											teşekkürler Bay Ford.
											Ve ilk otomasyon dalgası 1970'lerde.
									","
											Si nous regardons
l'histoire de la croissance,
											les époques de forte croissance
ont toujours été accompagnées
											de grandes révolutions industrielles.
											Cela s'est produit trois fois,
à intervalle de 50 - 60 ans.
											La machine à vapeur
au milieu du 19ème siècle,
											Le modèle de production de masse
au début du 20ème siècle —
											merci Monsieur Ford.
											La première vague automobile
dans les années 70.
									","
											Se observarmos a história do crescimento,
											os tempos de crescimento
sempre foram estimulados
											por grandes revoluções na produção.
											Isso ocorreu três vezes, 
a cada 50-60 anos.
											A máquina a vapor, 
em meados do século XIX,
											o modelo de produção em massa, 
no início do século XX
											— graças a Henry Ford.
											E a primeira onda da automação, 
nos anos 70.
									",The next manufacturing revolution is here,Olivier Scalabre,12:26,"business,economics,engineering,industrial design,global development,innovation,product design,work,technology,manufacturing,3D printing"
"
","
","
","
",The next manufacturing revolution is here,Olivier Scalabre,12:26,"business,economics,engineering,industrial design,global development,innovation,product design,work,technology,manufacturing,3D printing"
"
											Why did these manufacturing revolutions
											create huge growth in our economies?
											Because they have injected
huge productivity improvement.
											It's rather simple:
											in order to grow,
you need to be producing more,
											putting more into our economy.
											This means either more labor
or more capital or more productivity.
											Each time, productivity
has been the growth lever.
									","
											Peki neden bu üretim devrimleri
											ekonomilerimizde devasa 
bir büyüme yarattı?
											Çünkü bunlar büyük bir 
üretkenlik gelişimi zerk etti.
											Bu oldukça basit:
											Büyümek için daha fazla üretmek, 
ekonomiye daha fazla şey
											dâhil etmek zorundasınız.
											Bunun anlamı, ya daha fazla iş gücü, 
ya daha fazla sermaye ya da üretkenliktir.
											Her seferinde üretkenlik 
büyümenin kaldıracı olmuştur.
									","
											Pourquoi ces grandes
révolutions industrielles
											ont-elles entraîné une énorme croissance
de nos économies ?
											Car elles ont entraîné une énorme
augmentation de la productivité.
											C'est assez simple :
											pour croître, il faut produire plus,
											injecter plus dans l'économie.
											Cela se traduit ou par plus de travail
											ou plus de capitaux,
											ou plus de productivité.
											À chaque fois, l'élément crucial
était la productivité.
									","
											Porque é que essas revoluções na produção
											trouxeram enorme crescimento 
às economias?
											Porque elas geraram enormes 
aumentos de produtividade.
											É muito simples.
											Para crescer, é preciso produzir mais,
											Alimentar mais a nossa economia.
											Ou seja, mais trabalho, mais capital 
ou maior produtividade.
											Mas a produtividade foi sempre
a alavanca para a produção.
									",The next manufacturing revolution is here,Olivier Scalabre,12:26,"business,economics,engineering,industrial design,global development,innovation,product design,work,technology,manufacturing,3D printing"
