en,es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",Could a Saturn moon harbor life?,Carolyn Porco,3:29,"Planets,astronomy,exploration,life,science,space,technology,solar system"
"
											Two years ago here at TED
											I reported that we had discovered
											at Saturn, with the Cassini Spacecraft,
											an anomalously warm and geologically active region
											at the southern tip of the small Saturnine moon
											Enceladus, seen here.
											This region seen here for the first time
											in the Cassini image taken in 2005. This is the south polar region,
											with the famous tiger-stripe fractures crossing the south pole.
											And seen just recently in late 2008,
											here is that region again,
											now half in darkness because the southern hemisphere
											is experiencing the onset of August
											and eventually winter.
									","
											Hace dos años aquí en TED
											Informé que habíamos descubierto
											en Saturno, con el orbitador Cassini,
											una región anormalmente cálida y geológicamente activa
											en el extremo sur del pequeño satélite de Saturno
											Encélado, como se ve aquí
											Esta región vista aquí por primera vez
											en la imagen del Cassini tomada en el 2005. Esta es la región polar sur
											con sus famosas fracturas raya de tigre cruzando el polo sur
											Y sólo visto recién a fines del 2008
											aquí está nuevamente la región
											ahora ensombrecida hasta la mitad debido a que el hemisferio sur
											está experimentando la llegada de Agosto
											y eventualmente el invierno
									","
											Há dois anos, aqui no TED,
											informei que tínhamos descoberto
em Saturno, com a nave espacial Cassini,
											uma região anormalmente quente 
e geologicamente activa
											na ponta sul da pequena lua saturnina
Encélado, que aqui se vê.
											Esta região vista aqui pela primeira vez
na imagem tirada pela Cassini em 2005.
											Esta é a região polar sul,
com as famosas fracturas riscas-de-tigre
											a atravessarem o pólo sul.
											E vista recentemente no final de 2008,
											aqui está essa região novamente,
agora na semi-escuridão
											porque o hemisfério sul está 
a passar pelo início de Agosto
											ou seja, o Inverno.
									","
											İki yıl önce, yine burada, TED'de
											Cassini uzay aracını kullanarak
											Satürn'ün küçük uydusu Enceladus'un güney ucunda
											sıcaklığı normalin üzerinde ve jeolojik olarak aktif
											bir bölge keşfettiğimizden bahsetmiştim.
											Şu an gördüğünüz fotoğraf Enceladus'a ait.
											Burada, ilk kez Cassini'nin 2005 yılında çektiği
											fotoğrafta görülen bölge, güney kutup bölgesi.
											Kaplan desenine benzeyen meşhur kırıkları burada görebilirsiniz.
											Ve yine 2008'in sonlarında çekilen bu fotoğrafta
											yine aynı bölgenin yarısı bu kez
											karanlığa gömülmüş durumda çünkü güney yarımküre
											Ağustos'un başlarında
											ve sonunda kışı karşılıyacak.
									","
											Il y a deux ans, à TED
											j'avais indiqué que vous avions découvert
											sur Saturne, avec le vaisseau spatial Cassini,
											une région anormallement (?) chaude, et géologiquement active
											à la pointe sud de la petite lune Saturnienne
											Encelade, que l'on aperçoit ici.
											Cette région que l'on a découvert pour la première fois
											sur une image prise par la sonde Cassini en 2005. Voici la région polaire sud.
											Avec les fameuses fractures qui traversent le pôle sud.
											Et nous avons d'autres images, à la fin 2008,
											voilà la même région,
											maintenant à moitié dans l'obscurité car l'hémisphère sud est
											soumis au début du mois d'août
											et donc de l'hiver.
									","
											Vor zwei Jahren habe ich
											hier auf TED berichtet, dass wir bei dem Saturn
											mit der Cassini Raumsonde
											eine ungewöhnlich warme und geologisch aktive Region
											auf der Südspitze des kleinen Saturn Mondes
											Enceladus gefunden haben, wie hier zu sehen.
											Die Bilder dieser Region, die man hier zum ersten Mal sieht,
											stammen von den Bildern aufgenommen durch Cassini im Jahr 2005. Dies ist die Süd-Polarregion.
											Mit den berühmten tiger-gestreiften Bruchpartien, die den Südpol kreuzen.
											Und wie gerade vor kurzem, Ende 2008, gesehen
											hier noch einmal die selbe Region,
											diesmal im Halbdunkel, weil in der südlichen Hemisphäre
											der August und letztendlich
											der Winter beginnt.
									",Could a Saturn moon harbor life?,Carolyn Porco,3:29,"Planets,astronomy,exploration,life,science,space,technology,solar system"
"
","
","
","
","
","
",Could a Saturn moon harbor life?,Carolyn Porco,3:29,"Planets,astronomy,exploration,life,science,space,technology,solar system"
"
											And I also reported that we'd made this mind-blowing discovery —
											this once-in-a-lifetime discovery
											of towering jets
											erupting from those fractures at the south pole,
											consisting of tiny water ice crystals
											accompanied by water vapor
											and simple organic compounds like carbon dioxide and methane.
											And at that time two years ago
											I mentioned that we were speculating
											that these jets might in fact be geysers,
											and erupting from pockets
											or chambers of liquid water underneath the surface,
											but we weren't really sure.
											However, the implications of those results —
											of a possible environment within this moon
											that could support prebiotic chemistry,
											and perhaps life itself —
											were so exciting that, in the intervening two years,
											we have focused more on Enceladus.
									","
											Y también informé que habíamos hecho este asombroso descubrimiento
											un descubrimiento que ocurre una vez en la vida.
											de elevados chorros
											eruptando de esas fracturas en el polo sur,
											consistente en pequeños cristales de agua helada
											acompañadas por vapor de agua
											y simples compuestos orgánicos como el dióxido de carbono y metano
											Y en esa época, hace dos años atrás
											mencioné que estábamos especulando
											que esos chorros podrían ser en realidad géisers
											siendo lanzados desde bolsas de aire
											o cámaras de agua líquida bajo la superficie
											Pero no estábamos seguros
											Sin embargo, las implicaciones de estos resultados
											de un posible ambiente dentro de este satélite
											que podría soportar química prebiótica
											y quizás vida en sí misma
											eran tan emocionantes que en el intervalo de dos años
											nos hemos concentrado más en Encélado.
									","
											E também informei que tínhamos feito 
esta impressionante descoberta,
											— uma descoberta que só acontece 
uma vez na vida —
											de jactos elevadíssimos
											em erupção nessas fracturas no pólo sul,
											que consistem em minúsculos
cristais de água em gelo,
											acompanhados por vapor de água
											e componentes orgânicos simples 
como dióxido de carbono e metano.
											E nessa altura, há dois anos,
											mencionei que estávamos a especular
											que esses jactos poderiam 
de facto ser geiseres,
											em erupção a partir de bolsas
											ou câmaras de água líquida 
abaixo da superfície.
											Mas não tínhamos a certeza absoluta.
											De qualquer forma, 
as implicação desses resultados
											de um possível ambiente nesta lua
											que pudesse suportar química pré-biótica,
											e talvez a própria vida,
											foram tão excitantes que, 
nos dois anos seguintes,
											concentrámo-nos mais na Encélado.
									","
											Ayrıca daha önce yaptığımız şu inanılmaz keşiften — hayatta
											bir kez yapılabilecek bir keşiften bahsetmiştim.
											Güney kutbundaki kırıklardan
											inanılmaz yüksekliklere fışkıran
											minik su buzu kristalleri,
											su buharı ve karbon dioksit ve metan gibi
											basit organik bileşiklerden oluşan fıskiyelerin keşfinden bahsetmiştim.
											Ve iki yıl önce o zaman
											bunların yüzeyin altında bulunan aslında
											sıvı su havzalarından fışkıran gayzerler
											olabileceğini düşündüğümüzden
											bahsetmiştim.
											O sıralar bundan emin değildik.
											Fakat, bu uydunun içlerinde
											prebiyotik kimyayı destekleyebilecek
											ve belki de yaşamı bile barındırabiliecek
											bir ortamın bulunabileceği fikrinin olası sonuçları
											o kadar heyecan vericiydi ki, arada geçen iki yılda
											Enceladus üzerine daha fazla yoğunlaştık.
									","
											J'avais aussi annoncé que nous avions fait cette découverte incroyable —
											une découverte unique dans une vie —
											de colonnes de jets
											qui étaient projetés par ces fractures au pôle sud,
											composées de minuscules cristaux de glace d'eau
											accompagnés par de la vapeur d'eau et des composés organiques simples,
											tels que le dioxyde de carbone et du méthane.
											Et à l'époque, il y a deux ans,
											j'avais mentionné que nous nous interrogions pour savoir
											si ces jets pouvaient en fait être des geysers,
											et provenaient de poches
											ou de chambres d'eau liquide se situant sous la surface.
											Mais nous n'étions pas vraiment sûrs.
											Cependant, les implications de ces résultats
											d'un environnement possible sur cette lune
											qui pourrait abriter une chimie pré-biotique,
											et peut-être même la vie,
											étaient si passionnants que pendant les deux années qui se sont écoulées depuis,
											nous nous sommes concentrés sur Encelade.
									","
											Damals berichtete ich ausserdem, dass wir eine überwältigende Entdeckung gemacht hatten -
											eine Entdeckung, wie sie es nur einmal im Leben gibt,
											von emporragenden Strömen
											die aus den Bruchpartien am Südpol ausbrechen,
											aus kleinsten Wassereiskristallen bestehen,
											von Wasserdampf umgeben sind
											und einfache, organische Bestandteile wie Kohlendioxid und Methangase enthalten.
											Und zu der Zeit vor zwei Jahren
											erwähnte ich, dass wir spekulierten,
											dass diese Ströme nicht vielmehr als Geisiere seien
											und von Einschlüssen
											oder Kammern aus flüssigem Wasser unterhalb der Oberfläche ausbrächen.
											Aber wir waren nicht wirklich sicher.
											Dennoch, die Folgen dieser Ergebnisse
											einer möglichen Lebenswelt auf dem Mond,
											die prebiotische Chemie,
											und vielleicht Leben an sich enthalten könnte
											waren so aufregend, dass wir uns in den vergangenen 2 Jahren
											mehr auf Enceladus fokussiert haben.
									",Could a Saturn moon harbor life?,Carolyn Porco,3:29,"Planets,astronomy,exploration,life,science,space,technology,solar system"
"
","
","
","
","
","
",Could a Saturn moon harbor life?,Carolyn Porco,3:29,"Planets,astronomy,exploration,life,science,space,technology,solar system"
"
											We've flown the Cassini Spacecraft
											by this moon now several times,
											flying closer and deeper into these jets,
											into the denser regions of these jets,
											so that now we have come away with some
											very precise compositional measurements.
											And we have found
											that the organic compounds coming from this moon
											are in fact more complex than we previously reported.
											While they're not amino acids,
											we're now finding things like
											propane and benzene,
											hydrogen cyanide, and formaldehyde.
											And the tiny water crystals here
											now look for all the world
											like they are frozen droplets of salty water,
											which is a discovery that suggests
											that not only do the jets come from
											pockets of liquid water,
											but that that liquid water is in contact with rock.
											And that is a circumstance
											that could supply the chemical energy
											and the chemical compounds needed to sustain life.
									","
											hemos hecho volar el orbitador Cassini
											por este satélite muchísimas veces
											Volando más cerca y más profundo en estos chorros
											en las regiones más densas de estos chorros
											así que ahora hemos obtenido
											medidas de composición más precisas
											Y hemos encontrado
											que los compuestos orgánicos provenientes de este satélite
											son de hecho más complejos que los reportados previamente
											A pesar que no son aminoácidos
											hemos encontrado cosas como
											propano y benceno
											cianuro de hidrógeno y formaldehído.
											Y los pequeños cristales de agua aquí
											ahora lucen ante el mundo
											como si fueran gotitas congeladas de agua salada.
											El cual es un descubrimiento que sugiere
											que no sólo los chorros vienen de
											bolsas de aire o agua líquida,
											pero que el agua líquida está con contacto con la roca.
											Y esa es una circunstancia
											que puede proveer la energía química
											y los componentes químicos necesarios para sustentar la vida.
									","
											Lançámos a nave espacial Cassini
											para esta lua diversas vezes.
											voando mais perto 
e mais profundamente nestes jactos,
											até às regiões mais densas destes jactos,
											pelo que agora obtivemos algumas
medidas de composição muito precisas.
											Descobrimos que os componentes orgânicos
que saem desta lua
											são de facto mais complexos 
do que anteriormente informámos.
											Embora não sejam aminoácidos,
											estamos agora a encontrar 
coisas como propano e benzina,
											hidrogénio, cianeto e formaldeído.
											E os minúsculos cristais de água aqui
											agora parecem a todo o mundo
											como pingos congelados de água salgada.
											O que é uma descoberta que sugere
											que não só os jactos surgem
de bolsas de água líquida,
											mas que essa água líquida 
está em contacto com rocha.
											Isso é uma circunstância
											que poderia fornecer a energia química
											e os componentes químicos 
necessários para sustentar vida.
									","
											Cassini uzay aracını birçok kez Enceladus'un
											yakınından geçirdik ve
											bu fıskiyelerin daha yoğun bulunduğu bölgeleri
											ve fiskıyelerin kendilerini daha yakından inceleme
											ve oldukça hassas ölçümler yapma
											olanağı bulduk.
											Ve gördük ki
											bu uyduda bulunan organik bileşikler
											aslında daha önce bahsettiğimizden çok daha karmaşık.
											Amino asit olmasalar da
											şu anda
											propan ve benzen,
											Hidrojen siyanür ve formaldehit gibi bileşikler bulduk.
											Ve tüm dünya burada bulunan buz kristallerinin
											donmuş tuzlu su damlacıklarına benzediği
											konusunda hemfikir.
											Bu buluş da bize fıskiyelerin kaynağının
											yeraltındaki su kaynakları olduğunu
											doğrulamakla beraber,
											bu suyun kayalarla temas halinde olduğunu da gösteriyor.
											Suyun kayalarla temas halinde olması
											yaşam için gerekli olan kimyasal enerjiyi
											ve kimyasal bileşikleri sağlayabilir.
									","
											Nous avons fait voyagé la sonde Cassini
											près de cette lune plusieurs fois.
											Nous l'avons fait voler plus près et plus profondément dans ces jets,
											dans les régions plus denses de ces jets,
											ce qui fait que nous avons maintenant récolté
											des mesures de compositions très précises.
											Et nous avons trouvé
											que les composés organiques qui proviennent de cette lune
											sont en fait plus complexes que ce qui était indiqué précédemment.
											Bien qu'il n'y ait pas d'acides aminés,
											nous trouvons maintenant des choses telles que
											du propane et du benzène,
											du cyanure d'hydrogène et du formaldéhyde.
											Et les minuscules cristaux de glace ici
											ressemblent très fortement
											à des gouttelettes d'eau salée glacée.
											Cette découverte suggère
											que non seulement ces jets proviennent
											de poches d'eau liquide,
											mais aussi que cette eau liquide est en contact avec de la roche.
											Et c'est cette circonstance
											qui pourrait fournir l'énergie chimique
											et les composés chimiques nécessaires à maintenir la vie.
									","
											Wir haben die Cassini Raumsonde
											nun mehrmals über diesen Mond geflogen.
											Wir sind näher und tiefer in diese Ströme geflogen,
											in die dichteren Regionen dieser Ströme,
											so, dass wir jetzt einige
											sehr präzise, vielseitige Messwerte erhalten konnten.
											Und wir haben herausgefunden,
											dass die organischen Bestandteile von diesem Mond
											in der Tat komplexer sind als wir vorher berichtet hatten.
											Sie sind zwar keine Aminosäuren,
											aber wir finden derzeit Dinge wie
											Propane und Benzen,
											Wasserstoff Zyanid und Formaldehyde.
											Und die kleinen Wasserkristalle hier
											sehen nun für die ganze Welt aus
											wie kleine, gefrorene Tropfen aus Salzwasser.
											Dies ist eine Entdeckung die nahelegt,
											dass die Ströme nicht nur aus
											Einschlüssen von flüssigem Wasser kommen,
											sondern, dass das flüssige Wasser in Berührung mit Gestein ist.
											Und dies ist ein Fall
											der die chemische Energie und die chemischen Bestandteile
											erzeugen könnte, die notwendig sind, um Leben zu ermöglichen.
									",Could a Saturn moon harbor life?,Carolyn Porco,3:29,"Planets,astronomy,exploration,life,science,space,technology,solar system"
"
","
","
","
","
","
",Could a Saturn moon harbor life?,Carolyn Porco,3:29,"Planets,astronomy,exploration,life,science,space,technology,solar system"
"
											So we are very encouraged by these results.
											And we are much more confident now than we were two years ago
											that we might indeed
											have on this moon, under the south pole,
											an environment or a zone that is hospitable to living organisms.
											Whether or not there are living organisms there, of course,
											is an entirely different matter.
											And that will have to await the arrival,
											back at Enceladus,
											of the spacecrafts, hopefully some time in the near future,
											specifically equipped to address that particular question.
											But in the meantime I invite you to imagine the day
											when we might journey to the Saturnine system,
											and visit the Enceladus interplanetary geyser park,
											just because we can.
									","
											Así que estamos muy animados con estos resultados
											Y tenemos mucha más confianza de la que teníamos hace dos años
											que de hecho podríamos
											tener en este satélite, bajo el polo sur,
											un ambiente o una zona que es hospitalario para organismos vivientes.
											Exista o no organismos vivientes ahí, por supuesto,
											eso es algo completamente diferente.
											Y que tendremos que esperar la llegada,
											nuevamente en Encélado
											de las naves, esperando que sea en un futuro cercano,
											especialmente equipado para dirigir este asunto en particular.
											Pero por mientras los invito a imaginar el día
											que podamos viajar al sistema de Saturno,
											y visitar el parque de geísers interplanetario de Encélado,
											simplemente porque podemos.
									","
											Portanto estamos muito encorajados
com estes resultados
											e estamos muito mais confiantes 
do que estávamos há dois anos
											de que possamos, de facto,
											ter nesta lua, debaixo do pólo sul,
											um ambiente ou uma zona que seja 
hospitaleira para organismos vivos.
											A existência ou não-existência 
de organismos vivos, obviamente,
											é um assunto totalmente diferente.
											E que terá que aguardar 
o regresso das naves espaciais a Encélado,
											esperemos que num futuro próximo,
											especificamente equipadas para responder 
a esta questão em particular.
											Mas, por enquanto, 
eu convido-os a imaginarem
											o dia em que poderemos fazer uma viagem
até ao sistema saturnino,
											e visitar o parque de geiseres 
interplanetário de Encélado,
											simplesmente porque podemos.
									","
											Bu yüzden bu sonuçlar bizi oldukça yüreklendirdi.
											Şu anda, bu uyduda, güney kutbunun altında canlıların
											yaşamasına olanak verecek bir ortamın bulunabileceği konusunda
											iki sene öncesine göre çok daha fazla
											güven duyuyoruz.
											Orada yaşayan organizmaların bulunup bulunmadığı ise
											tabii ki, bambaşka bir konu.
											Ve bu konunun da, yaşam aramak için
											özel olarak tasarlanmış uzay araçlarının yeniden,
											umarım yakın gelecekte, Enceladus'a
											gönderilmesini beklemesi gerekecek.
											Ben de bunu beklerken sizi Satürn sistemine yolculuk edip,
											Enceladus gezegenlerarası gayzer parkını
											ziyaret edebileceğimiz günleri hayal etmeye davet ediyorum.
											çünkü bunu başarabiliriz.
									","
											Nous sommes donc très encouragés par ces résultats.
											Et nous sommes beaucoup plus confiants maintenant que nous ne l'étions il y a deux ans
											que nous puissions avoir, en fait,
											avoir sur cette lune, sous le pôle sud,
											un environnement ou une zone qui est accueillante pour les organismes vivants.
											Qu'il y ait ou non des organismes vivants, bien sûr,
											c'est un problème tout à fait différent.
											Et ce problème devra attendre l'arrivée,
											sur Encelade,
											de vaisseaux spaciaux, nous l'espérons dans un avenir proche,
											équipé spécifiquement pour répondre à cette question particulière.
											Mais en attendant, je vous invite à imaginer le jour
											où nous pourrons voyager vers le système Saturnien,
											et visiter le parc de geysers interplanétaire d'Encelade,
											tout simplement parce que nous le pouvons.
									","
											Natürlich sind wir über diese Ergebnise sehr erfreut.
											Und wir sind um einiges selbstbewusster als wir es noch vor 2 Jahren waren,
											so dass wir möglicherweise in der Tat
											auf diesem Mond, unter dem Südpol,
											eine Lebenswelt oder ein Gebiet haben könnten, das für lebende Organismen bewohnbar ist.
											Ob es dort schon lebende Organismen gibt oder nicht ist natürlich
											eine komplett andere Frage.
											Und diese wird auf die Ankunft,
											eben dort auf Enceladus,
											von Raumschiffen warten müssen, die hoffentlich irgendwann in der nahen Zukunft,
											speziell ausgestattet sind, um eben dieser Frage nachzugehen.
											Aber in der Zwischenzeit lade ich Sie ein, sich den Tag vorzustellen,
											an dem wir wohl möglich in das Saturnsystem reisen
											und den interplanetaren Enceladus Geisier Park besuchen,
											einfach weil wir es können.
									",Could a Saturn moon harbor life?,Carolyn Porco,3:29,"Planets,astronomy,exploration,life,science,space,technology,solar system"
"
","
","
","
","
","
",Could a Saturn moon harbor life?,Carolyn Porco,3:29,"Planets,astronomy,exploration,life,science,space,technology,solar system"
"
											Thank you.
									","
											Gracias.
									","
											Obrigado.
									","
											Teşekkür ederim.
									","
											Je vous remercie
									","
											Vielen Dank.
									",Could a Saturn moon harbor life?,Carolyn Porco,3:29,"Planets,astronomy,exploration,life,science,space,technology,solar system"
