en,es,fr,de,title,speaker,duration,tags
"
","
","
","
",Math can help uncover cancer's secrets,Irina Kareva,7:39,"biology,health,innovation,human body,medicine,science,math"
"
											I am a translator.
											I translate from biology into mathematics
											and vice versa.
											I write mathematical models
											which, in my case, are systems
of differential equations,
											to describe biological mechanisms,
											such as cell growth.
											Essentially, it works like this.
											First, I identify the key elements
											that I believe may be driving
behavior over time
											of a particular mechanism.
											Then, I formulate assumptions
											about how these elements
interact with each other
											and with their environment.
											It may look something like this.
											Then, I translate
these assumptions into equations,
											which may look something like this.
											Finally, I analyze my equations
											and translate the results back
into the language of biology.
									","
											Soy traductora.
											Traduzco la biología a las matemáticas
											y viceversa.
											Hago modelos matemáticos que, en mi caso,
son sistemas de ecuaciones diferenciales
											para describir mecanismos biológicos,
											tales como el crecimiento celular.
											Básicamente, funciona así:
											primero, identifico los elementos clave
											que a mi juicio pueden estar induciendo
el comportamiento
											de un mecanismo particular 
en un período del tiempo.
											Luego formulo suposiciones
de cómo estos elementos
											interactúan entre sí y con su ambiente.
											Sería algo como esta imagen.
											Después traduzco
estas suposiciones a ecuaciones,
											que puede verse así.
											Finalmente, analizo esas ecuaciones
											y vuelvo a traducir los resultados
al idioma de la biología.
									","
											Je suis traductrice.
											Je traduis de la biologie
vers la mathématiques
											et vice versa.
											J'écris des modèles mathématiques
											qui sont des systèmes
d'équations différentielles
											pour décrire des mécanismes biologiques,
											telles que la croissance cellulaire.
											Essentiellement, ceci fonctionne ainsi.
											J'identifie d'abord les éléments clés
											qui pourraient induire
le comportement au fil du temps
											d'un mécanisme en particulier.
											Puis je formule des hypothèses
											quant à comment ces éléments
interagissent entre eux
											et avec leur environnement.
											Cela peut ressembler à ceci.
											Puis je traduis
ces hypothèses en équations,
											ce qui peut ressemble à ceci.
											Finalement, j'analyse mes équations
											et je traduis les résultats
dans le langage de la biologie.
									","
											Ich bin Übersetzerin.
											Ich übersetze vom Biologischen
ins Mathematische
											und zurück.
											Ich schreibe mathematische Modelle,
											in meinem Fall sind das
Differentialgleichungssysteme,
											um biologische Mechanismen, 
wie z.B. das Zellwachstum, zu beschreiben.
											Im Wesentlichen funktioniert das so:
											Zuerst bestimme ich die Kernelemente,
											die vermutlich das Verhalten
eines Mechanismus
											im weiteren Verlauf steuern werden.
											Dann formuliere ich Annahmen
											darüber, wie die Elemente untereinander
											und mit ihrer Umgebung wechselwirken.
											Das könnte ungefähr so aussehen.
											Dann übersetze ich
die Annahmen in Gleichungen,
											was ungefähr so aussehen könnte.
											Zuletzt analysiere ich die Gleichungen
											und übersetze die Ergebnisse zurück
in die Sprache der Biologie.
									",Math can help uncover cancer's secrets,Irina Kareva,7:39,"biology,health,innovation,human body,medicine,science,math"
"
","
","
","
",Math can help uncover cancer's secrets,Irina Kareva,7:39,"biology,health,innovation,human body,medicine,science,math"
"
											A key aspect of mathematical modeling
											is that we, as modelers,
do not think about what things are;
											we think about what they do.
											We think about relationships
between individuals,
											whether they be cells, animals or people,
											and how they interact with each other
and with their environment.
											Let me give you an example.
											What do foxes and immune cells
have in common?
											They're both predators,
											except foxes feed on rabbits,
											and immune cells feed on invaders,
such as cancer cells.
											But from a mathematical point of view,
											a qualitatively same system
of predator-prey type equations
											will describe interactions
between foxes and rabbits
											and cancer and immune cells.
									","
											Un aspecto clave de un modelo matemático
											es que, como modeladores,
no pensamos en lo que son las cosas,
											sino en lo que hacen esas cosas.
											Pensamos en relaciones entre individuos
											—sean células, animales o personas—
											y en cómo interactúan entre sí
y con su ambiente.
											Les daré un ejemplo.
											¿Qué tienen en común los zorros
y las células inmunitarias?
											Ambos son predadores,
											con la diferencia de que los zorros
se alimentan de conejos
											y las células inmunitarias 
de organismos invasores,
											como las células cancerígenas.
											Pero desde un punto de vista matemático,
											un sistema cualitativamente igual
de ecuaciones del tipo predador-presa
											describe la interacción
entre zorros y conejos,
											y entre el cáncer
y las células inmunitarias.
									","
											Un aspect clé
de la modélisation mathématique
											est qu'en tant que modélisateurs,
											nous ne pensons pas
à ce que sont les choses,
											nous pensons à ce qu'elles font.
											Nous pensons aux relations
entre les individus,
											que ce soient des cellules,
des animaux ou des gens,
											et comment ils interagissent entre eux
et avec leur environnement.
											Laissez-moi vous donner un exemple.
											Qu'est-ce que les renards et les cellules
immunitaires ont en commun ?
											Ce sont tous deux des prédateurs,
											mais les renards se nourrissent de lapins,
											les cellules immunitaires d'envahisseurs
telles que les cellules cancéreuses.
											D'un point de vue mathématique,
											un système qualitativement identique
d'équations de type prédateur-proie
											décrira les interactions
entre les renards et les lapins
											et le cancer et les cellules immunitaires.
									","
											Ein Kernaspekt mathematischer Modelle ist,
											dass wir als Modellbauer nicht darüber
nachdenken, wie etwas beschaffen ist,
											sondern darüber, was es tut.
											Wir denken über Beziehungen
zwischen Individuen nach,
											seien es nun Zellen, Tiere oder Personen,
											und darüber, wie sie untereinander
und mit der Umgebung interagieren.
											Hier ein Beispiel.
											Was haben Füchse
und Immunzellen gemeinsam?
											Beide sind Räuber,
											nur dass Füchse Hasen fressen
											und Immunzellen Fremdkörper,
wie zum Beispiel Krebszellen.
											Doch mathematisch betrachtet
											wird ein und dasselbe Gleichungssystem
für Räuber-Beute-Beziehungen
											Wechselwirkungen zwischen Füchsen
und Hasen ebenso erklären
											wie zwischen Krebs- und Immunzellen.
									",Math can help uncover cancer's secrets,Irina Kareva,7:39,"biology,health,innovation,human body,medicine,science,math"
"
","
","
","
",Math can help uncover cancer's secrets,Irina Kareva,7:39,"biology,health,innovation,human body,medicine,science,math"
"
											Predator-prey type systems
have been studied extensively
											in scientific literature,
											describing interactions
of two populations,
											where survival of one depends
on consuming the other.
											And these same equations
provide a framework
											for understanding
cancer-immune interactions,
											where cancer is the prey,
											and the immune system is the predator.
											And the prey employs all sorts of tricks
to prevent the predator from killing it,
											ranging from camouflaging itself
											to stealing the predator's food.
											This can have some very
interesting implications.
											For example, despite enormous successes
in the field of immunotherapy,
											there still remains
somewhat limited efficacy
											when it comes solid tumors.
											But if you think about it ecologically,
											both cancer and immune cells —
											the prey and the predator —
											require nutrients
such as glucose to survive.
											If cancer cells outcompete
the immune cells for shared nutrients
											in the tumor microenvironment,
											then the immune cells will physically
not be able to do their job.
									","
											Los sistemas predador-presa
han sido ampliamente estudiados
											en la literatura científica,
											y describen interacciones
entre dos poblaciones,
											donde la supervivencia de una
se basa en el consumo de la otra.
											Y estas mismas ecuaciones 
brindan el marco
											para entender las interacciones
entre el cáncer y la inmunología,
											donde el cáncer es la presa
											y el sistema inmune es el predador.
											Y la presa usa todo tipo de artilugios
para impedir que su predador la mate,
											incluyendo el autocamuflaje
											e incluso el robo de comida al predador.
											Esto puede tener consecuencias
sumamente interesantes.
											Por ejemplo, a pesar del gran avance
logrado en el campo de la inmunoterapia,
											aún hay una eficacia bastante limitada
											en el caso de los tumores sólidos.
											Y si lo pensamos en términos ecológicos,
											tanto el cáncer
como las células inmunitarias
											—la presa y el predador—
											requieren de nutrientes
para sobrevivir, como la glucosa.
											Si las células cancerígenas 
vencen a las células inmunitarias
											en la competencia
por los nutrientes compartidos
											en el microambiente del tumor,
											entonces las células inmunitarias
se verán físicamente impedidas
											de hacer su tarea.
									","
											Les systèmes de type
prédateur-proie ont été étudiés
											dans la littérature scientifique,
											décrivant les interactions
de deux populations
											où la survie de l'une dépend
de la consommation de l'autre.
											Ces mêmes équations fournissent un cadre
											pour comprendre les interactions
cancer-immunologie
											où la proie est le cancer
											et le système immunitaire le prédateur.
											La proie utilise toutes sortes de ruses
pour empêcher le prédateur de la tuer,
											allant du camouflage
											au vol de la nourriture du prédateur.
											Cela peut avoir des implications
très intéressantes.
											Par exemple, malgré d'énormes réussites
dans le domaine de l'immunothérapie,
											cela a encore une efficacité limitée
											quand il s'agit des tumeurs solides.
											Mais d'un point de vue écologique,
											le cancer et les cellules immunitaires —
											la proie et le prédateur —
											ont besoins de nutriments
comme le glucose pour survivre.
											Si le cancer bat les cellules immunitaires
pour les nutriments communs
											dans le micro-environnement tumoral,
											alors les cellules immunitaires
											ne pourront physiquement
pas faire leur boulot.
									","
											Räuber-Beute Beziehungen wurden
in der Fachliteratur ausgiebig erforscht.
											Sie beschreiben Interaktionen
zweier Populationen,
											wobei die eine überlebt,
indem sie die andere frisst.
											Dieselben Gleichungen
liefern ein Bezugssystem
											um Krebs-Immunzell-Interaktionen
zu verstehen,
											wobei der Krebs die Beute
											und das Immunsystem den Räuber darstellt.
											Die Beute setzt allerlei Tricks ein,
um nicht vom Räuber getötet zu werden,
											mal tarnt sie sich selbst,
											mal stiehlt sie dem Räuber die Nahrung.
											Daraus lassen sich
sehr interessante Schlüsse ziehen.
											Zum Beispiel: Trotz enormer Erfolge
auf dem Gebiet der Immuntherapie
											ist ihre Wirksamkeit bei soliden Tumoren
immer noch recht beschränkt.
											Aber wenn man es ökologisch betrachtet,
											brauchen Krebs- und Immunzellen —
											der Räuber und die Beute —
											Nährstoffe wie Glukose zum Überleben.
											Wenn die Krebszellen den Immunzellen deren
Nahrungsgrundlage gänzlich entziehen,
											innerhalb des Tumormikromilieus,
											dann sind die Immunzellen physisch
nicht in der Lage zu arbeiten.
									",Math can help uncover cancer's secrets,Irina Kareva,7:39,"biology,health,innovation,human body,medicine,science,math"
"
","
","
","
",Math can help uncover cancer's secrets,Irina Kareva,7:39,"biology,health,innovation,human body,medicine,science,math"
"
											This predator-prey-shared
resource type model
											is something I've worked on
in my own research.
											And it was recently shown experimentally
											that restoring the metabolic balance
in the tumor microenvironment —
											that is, making sure
immune cells get their food —
											can give them, the predators, back
their edge in fighting cancer, the prey.
											This means that if you abstract a bit,
											you can think about cancer itself
as an ecosystem,
											where heterogeneous populations of cells
compete and cooperate
											for space and nutrients,
											interact with predators —
the immune system —
											migrate — metastases —
											all within the ecosystem
of the human body.
											And what do we know about most
ecosystems from conservation biology?
											That one of the best ways
to extinguish species
											is not to target them directly
											but to target their environment.
									","
											Este modelo del tipo
predador-presa-recurso compartido
											fue el tema de mi propia investigación.
											Y hace poco, se ha demostrado
experimentalmente
											que restaurar el equilibrio metabólico
											en el microambiente del tumor
											—esto es, asegurándose de que las células
inmunitarias obtengan su alimento—
											puede devolver a esas células, 
o sea, a los predadores,
											la posibilidad de vencer al cáncer,
es decir, a la presa.
											Esto significa que si hacemos
un ejercicio de abstracción
											podemos considerar al cáncer
como un ecosistema
											donde las poblaciones
heterogéneas de células
											compiten por espacio y por nutrientes,
											cooperan para obtenerlos,
											interactúan con el predador, 
es decir, con el sistema inmunitario,
											migran —hacen metástasis—
											todo dentro del ecosistema
del cuerpo humano.
											¿Y qué sabemos de los ecosistemas
de la biología conservacionista?
											Que una de las mejores maneras
de extinguir una especie
											no es atacándola de forma directa
											sino atacando su entorno.
									","
											Ce modèle de ressources communes
au prédateur et à la proie
											est une chose sur laquelle j'ai travaillé.
											Il a récemment été démontré
expérimentalement
											que rétablir l'équilibre métabolique
dans le micro-environnement tumoral —
											s'assurer que les cellules
immunitaires aient à manger —
											peut rendre aux prédateurs leur avantage
dans la lutte contre le cancer, la proie.
											En résumé, cela signifie
											que si vous pouvez voir le cancer
comme un écosystème
											où des populations hétérogènes
de cellules rivalisent et coopèrent
											pour de la place et des nutriments,
											interagissent avec des prédateurs —
le système immunitaire —
											migrent — les métastases —
											tout cela dans l'écosystème
du corps humain.
											Que savons-nous des écosystèmes
d'après la biologie de la conservation ?
											Une des meilleures façons
d'anéantir une espèce
											n'est pas de la prendre pour cible directe
											mais de prendre pour cible
son environnement.
									","
											Das Modell der Ressourcenteilung
zwischen Räuber und Beute
											war bislang Gegenstand
meiner eigenen Forschung.
											Kürzlich wurde experimentell gezeigt,
dass die Wiederherstellung
											des Stoffwechselgleichgewichts
im Tumormikromilieu —
											wenn man also den Immunzellen
genug Nahrung verschafft —
											man ihnen, den Räubern,
											beim Kampf gegen den Krebs, der Beute,
wieder einen Vorteil verschafft.
											Das heißt, wenn man das etwas abstrahiert,
											kann man sich Krebs
als Ökosystem vorstellen.
											Hier kooperieren und konkurrieren
verschiedene Zellpopulationen miteinander
											um Lebensraum und Nahrung,
											interagieren mit Räubern, —
dem Immunsystem —
											migrieren, — also metastasieren —
											alles im Ökosystem
des menschlichen Körpers.
											Und was wissen wir über Ökosysteme
aus der Naturschutzbiologie?
											Wenn man eine Spezies
verlässlich ausrotten will,
											greift man nicht sie direkt,
											sondern ihren Lebensraum an.
									",Math can help uncover cancer's secrets,Irina Kareva,7:39,"biology,health,innovation,human body,medicine,science,math"
"
","
","
","
",Math can help uncover cancer's secrets,Irina Kareva,7:39,"biology,health,innovation,human body,medicine,science,math"
"
											And so, once we have identified
the key components
											of the tumor environment,
											we can propose hypotheses
											and simulate scenarios
and therapeutic interventions
											all in a completely safe
and affordable way
											and target different components
of the microenvironment
											in such a way as to kill the cancer
without harming the host,
											such as me or you.
									","
											Identificados los componentes clave
											del entorno tumoral,
											podemos proponer una hipótesis
											y simular escenarios
e intervenciones terapéuticas
											de una manera absolutamente
segura y económica
											para atacar los distintos componentes
del microambiente
											y así poder matar al cáncer
sin dañar al huésped,
											es decir, a mí o a Uds.
									","
											Alors une fois que nous avons identifié
les composants clés
											de l'environnement tumoral,
											nous pouvons proposer des hypothèses
											et simuler des scénarios
et des interventions thérapeutiques
											de façon sûre et à prix abordable
											et prendre pour cible divers composants
du micro-environnement
											afin de tuer le cancer
sans nuire à l'hôte,
											tel que vous ou moi.
									","
											Sobald wir also die Schlüsselkomponenten
											des Tumormilieus bestimmt haben,
											können wir Hypothesen aufstellen
											und Szenarien sowie
therapeutische Maßnahmen simulieren,
											und das alles vollkommen risikofrei
und kostengünstig.
											Wir können verschiedene Komponenten
des Mikromilieus anvisieren
											indem wir den Krebs eliminieren,
ohne dem Wirt zu schaden,
											also Ihnen oder mir.
									",Math can help uncover cancer's secrets,Irina Kareva,7:39,"biology,health,innovation,human body,medicine,science,math"
