pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
",The mathematics of love,Hannah Fry,17:02,"TED Books,TEDx,love,math,statistics,relationships"
"
											Hoje quero falar-vos
da matemática do amor.
											Penso que todos concordamos
que os matemáticos
											são famosos por serem excelentes 
a encontrar o amor.
											Mas não é apenas por causa
das nossas fascinantes personalidades,
											capacidades superiores de conversação
e excelentes estojos de lápis.
											Na verdade, é também por nos termos
dedicado intensamente à matemática
											de como encontrar o parceiro perfeito.
									","
											Bugün sizinle aşkın matematiği
hakkında konuşmak istiyorum.
											Sanırım hepimiz matematikçilerin
											aşkı bulmada ne kadar iyi
olduklarını biliyor ve kabul ediyoruz.
											Fakat bunun sebebi sadece
havalı kişiliklerimiz,
											üstün konuşma yeteneklerimiz
ve harika kalem kutularımız değil.
											Bu sebeplerin yanı sıra, doğru insanı
bulmak için fazlasıyla matematik
											yapmış olmamızın da payı var.
									","
											Je vais vous parler aujourd'hui 
des mathématiques de l'amour.
											Je pense que 
nous sommes tous d'accord
											pour dire que les mathématiciens
sont doués pour trouver l'amour.
											Mais ce n'est pas seulement grâce à
nos personnalités foudroyantes,
											nos compétences conversationnelles
et nos magnifiques trousses à crayons.
											C'est aussi parce que nous avons beaucoup 
réfléchi à la méthode mathématique
											pour trouver le partenaire idéal.
									","
											Heute möchte ich gerne über 
die Mathematik der Liebe sprechen.
											Ich denke, wir sind uns alle einig,
											dass Mathematiker ganz berühmt 
dafür sind, Liebe zu finden.
											Das liegt nicht nur an unserer 
verwegenen Persönlichkeit,
											unseren überragenden kommunikativen 
Fähigkeiten und genialen Federmäppchen,
											sondern auch daran, dass wir 
enorm viel Arbeit in Berechnungen
											zum Finden des Traumpartners
gesteckt haben.
									",The mathematics of love,Hannah Fry,17:02,"TED Books,TEDx,love,math,statistics,relationships"
"
","
","
","
",The mathematics of love,Hannah Fry,17:02,"TED Books,TEDx,love,math,statistics,relationships"
"
											No meu ensaio preferido sobre
este tema, intitulado
											""Porque é que eu não tenho namorada""...
											(Risos)
											... Peter Backus tenta avaliar
as suas oportunidades de encontrar o amor.
											Ora, o Peter não é muito ganancioso.
											De todas as mulheres disponíveis
no Reino Unido,
											o Peter só está à procura 
de alguém que viva perto dele,
											alguém na faixa etária certa,
											alguém com uma licenciatura,
											alguém com quem se possa dar bem,
											alguém que seja atraente,
											alguém que o ache atraente.
											(Risos)
											E obtém uma estimativa de 26 mulheres
em todo o Reino Unido.
											Não parece grande coisa, pois não, Peter?
											Agora, para situar as coisas,
											isto é cerca de 400 vezes menos
do que as melhores estimativas
											de quantas formas
de vida extraterrestre existem.
											E também dá ao Peter
uma oportunidade em 285 000
											de dar com uma destas senhoras especiais
											numa determinada saída à noite.
											Gostaria de pensar que é por isso
que os matemáticos
											já não se dão realmente ao trabalho
de saírem à noite.

											O que se passa é que, pessoalmente,
									","
											Konuyla ilgili favorim olan,
											""Neden Bir Kız Arkadaşım Yok"" isimli
makalede— (Gülüşmeler)
											Peter Backus aşkı bulma şansını
değerlendirmeye çalışıyor.
											Şimdi, Peter hiç de açgözlü birisi değil.
											İngiltere'de mevcut olan her kadından,
											Peter'in aradığı özellikler sadece;
yakınında yaşayan birisi olması,
											doğru yaş aralığında birisi olması,
											üniversite mezunu birisi olması,
											kendisiyle geçinebileceği birisi olması,
											çekici birisi olması
											ve onu çekici bulacak
birisi olması.
											(Gülüşmeler)
											Ve sonucunda bütün İngiltere'den
sadece 26 kadın çıkıyor.
											İşler pek iyi gözükmüyor,
değil mi Peter?
											Şimdi, bu duruma şu açıdan bakalım:
											Çıkan sonuç, uzaylı sayısına dair
yapılan en iyi tahminlerden
											neredeyse 400 kat daha az.
											Aynı zamanda bu sonuç, Peter'in belli 
bir gece gezmesinde bu özel bayanlardan
											herhangi biriyle tanışma şansını
											285000'de 1
olarak gösteriyor.
											Sanırım matematikçilerin
artık o kadar dışarıya
											çıkmaya zahmet etmemelerinin
sebebi bu olsa gerek.
									","
											Dans mon article préféré sur le sujet,
intitulé :
											« Pourquoi je n'ai pas de copine » —
(Rires) —
											Peter Backus tente de calculer
ses chances de trouver l'amour.
											Peter n'est pas le plus exigeant.
											De toutes les femmes au Royaume-Uni,
											tout ce que Peter cherche est
quelqu'un qui habite près de chez lui,
											qui soit dans la bonne tranche d'âge,
											qui ait un diplôme universitaire,
											quelqu'un avec qui il puisse s'entendre,
											quelqu'un qui l'attire,
											et quelqu'un qui le trouverait attirant.
											(Rires)
											Et Peter arrive à une estimation de
26 femmes dans tout le Royaume-Uni.
											C'est mal parti,
n'est-ce pas, Peter ?
											Pour mettre les choses en perspective,
											c'est 400 fois moins 
que les meilleures estimations
											du nombre de formes de vie 
extraterrestre intelligente.
											Ce qui donne à Peter
une chance sur 285 000
											de tomber sur l'une 
de ces femmes spéciales
											lors d'une soirée.
											J'aimerais penser que c'est 
la raison pour laquelle
											les mathématiciens ne sortent
plus le soir désormais.
									","
											Mein Lieblingsaufsatz zum Thema heißt
											""Why I don't have a girlfriend"".
[Warum ich keine Freundin habe] (Lachen)
											Peter Backus versucht seine Aussicht
auf das Finden seiner Liebe zu bewerten.
											Peter hat keine überzogenen Ansprüche.
											Unter all den Singlefrauen 
im Vereinigten Königreich
											sucht Peter nach einer,
die in seiner Nähe wohnt,
											im richtigen Alter ist,
											einen Universitätsabschluss hat,
											eine, mit der er vermutlich gut auskommt,
											die möglicherweise attraktiv ist
											und ihn attraktiv findet.
											(Lachen)
											Er kommt in seinen Berechnungen
auf ungefähr 26 Frauen
											im ganzen Vereinigten Königreich.
											Es schaut also nicht 
sehr gut aus, Peter, oder?
											Relativieren wir dieses Ergebnis etwas.
											Es liegt 400-mal unter
den optimistischsten Schätzungen
											über die Anzahl intelligenter
außerirdischer Lebensformen.
											Peters Chancen liegen bei 1 : 285 000,
											wenn er eine dieser besonderen Damen
irgendwann zufällig
											beim Ausgehen treffen will.
											Das ist vermutlich der Grund,
											warum Mathematiker nachts keine Lust
mehr zum Ausgehen haben.
									",The mathematics of love,Hannah Fry,17:02,"TED Books,TEDx,love,math,statistics,relationships"
"
","
","
","
",The mathematics of love,Hannah Fry,17:02,"TED Books,TEDx,love,math,statistics,relationships"
"
											não subscrevo uma visão tão pessimista.
											Porque eu sei,
tal como todos vocês sabem,
											que o amor não funciona
verdadeiramente assim.
											A emoção humana não é ordenada e racional
e facilmente previsível.
											Mas também sei que isso não significa
											que a matemática não tenha alguma coisa
para nos oferecer,
											porque o amor, como quase tudo na vida,
está cheio de padrões
											e a matemática, em último caso,
tem tudo a ver com o estudo de padrões.
											Padrões desde a previsão do tempo
às flutuações do mercado da bolsa,
											ao movimento dos planetas
ou ao crescimento das cidades.
											E, para sermos sinceros,
também nenhuma destas coisas
											é exatamente ordenada
e facilmente previsível.
											Porque eu acredito que a matemática
é tão poderosa
											que tem o potencial de nos oferecer
											uma nova maneira de olhar para quase tudo.
											Até algo tão misterioso como o amor.
											E, portanto, para vos tentar persuadir
											de quão absolutamente espantosa,
excelente e relevante é a matemática,
											quero dar-vos
as minhas três principais dicas
											matematicamente comprováveis sobre o amor.
									","
											Durum şu ki, şahsen ben
											böylesine karamsar bir
bakış açısını takip etmiyorum.
											Çünkü ben biliyorum ki,
tıpkı sizin gibi,
											aşk pek de böyle çalışmıyor.
											İnsan duyguları özenlice düzenlenmiş,
rasyonel ve kolay tahmin edilebilir değil.
											Fakat aynı zamanda biliyorum ki,
											bu matematiğin bize sunabileceği
hiçbir şey yok anlamına gelmiyor,
											çünkü aşk, hayatın çoğunluğu gibi,
desenlerle dolu
											ve matematik de en nihayetinde
tamamen desenleri çalışmakla ilgili.
											Hava tahmininden
borsadaki dalgalanmalara,
											gezegenlerin hareketlerine, şehirlerin
gelişimine kadar desenlerle dolu.
											Dürüst olmak gerekirse,
bunlardan hiçbirinin de pek
											özenle düzenlenmiş ve kolay
tahmin edilebilir olmadıklarını biliyoruz.
											Çünkü bence matematik 
o kadar güçlü ki, bize neredeyse
											her şey için yeni bir bakış 
açısı verme potansiyeli var.
											Aşk kadar esrarengiz bir şey için bile...
											Bununla birlikte,
											matematiğin ne kadar muazzam ve
konuyla alakalı olduğunu göstermek için,
											size matematiksel olarak kanıtlanabilir
üç ana aşk tavsiyemi vermek istiyorum.
									","
											Sauf que je ne partage pas
											ce point de vue pessimiste.
											Parce que je sais,
aussi bien que vous,
											que l'amour ne marche pas 
comme ça.
											L'émotion humaine n'est ni ordonnée,
ni rationnelle, ni prévisible.
											Mais je sais aussi que 
ça ne veut pas dire
											que les maths n'ont rien
à nous offrir,
											parce que l'amour, comme notre vie,
est régi par des modèles,
											et que les maths, <i>in fine</i>,
sont l'étude des modèles.
											Des modèles météorologiques
aux modèles de la bourse,
											aux mouvements des astres
ou à l'expansion des villes.
											Et pour être honnête, 
aucune de ces choses
											n'est proprement ordonnée
ou facilement prévisible.
											Mais je pense que les mathématiques
sont tellement puissantes
											qu'elles peuvent nous offrir une nouvelle
façon de voir les choses.
											Même quelque chose d'aussi mystérieux
que l'amour.
											Et donc, pour vous convaincre
											à quel point les maths sont
merveilleuses, excellentes et pertinentes,
											je vais vous donner mon top 3 des astuces 
mathématiquement valables en amour.
									","
											Ich persönlich bin keine Anhängerin
dieser pessimistischen Sichtweise,
											weil ich nämlich genauso wie Sie weiß,
											dass Liebe so nicht funktioniert.
											Menschliche Gefühle sind nicht
wohlgeordnet und leicht vorhersehbar.
											Ich weiß aber auch, 
dass das nicht bedeutet,
											Mathematik hätte uns nichts zu bieten.
											Liebe, wie fast alles im Leben,
steckt voller Muster,
											und Mathematik ist letztendlich
eine einzige Studie von Mustern.
											Muster von der Wettervorhersage
über Schwankungen am Aktienmarkt
											bis zu Planetenbahnen
oder dem Wachstum von Städten.
											Wenn wir ehrlich sind,
											ist auch keines dieser Dinge wohlgeordnet
und leicht vorhersehbar.
											Ich halte Mathematik für so mächtig,
dass ich an ihr Potenzial glaube,
											uns eine Sichtweise auf 
beinahe alles zu bieten.
											Das gilt auch für etwas 
so Geheimnisvolles wie die Liebe.
											Um Sie davon zu überzeugen,
											wie fantastisch, großartig
und bedeutend Mathematik ist,
											verrate ich Ihnen meine besten drei 
mathematisch überprüfbaren Liebestipps.
									",The mathematics of love,Hannah Fry,17:02,"TED Books,TEDx,love,math,statistics,relationships"
"
","
","
","
",The mathematics of love,Hannah Fry,17:02,"TED Books,TEDx,love,math,statistics,relationships"
"
											Ok, então, Super Dica n.º 1:
											Como ter sucesso nos encontros ""online"".
											O meu ""website"" de encontros amorosos
""online"" preferido é o OkCupid,
											não apenas por ter sido fundado
por um grupo de matemáticos.
											Como eles são matemáticos,
											têm recolhido dados
durante quase uma década
											sobre todos os que decidem usar
o seu ""website"".
											E têm tentado procurar padrões
											na forma como falamos de nós próprios
											e na forma como interagimos
uns com os outros
											num ""website"" de encontros ""online"".
											E fizeram algumas descobertas
extremamente interessantes.
											Mas a minha preferida
											é que parece que num ""website""
de encontros ""online"",
											a vossa popularidade não é ditada
pela vossa aparência física
											e, na verdade, haver pessoas 
que pensem que vocês são feias
											pode resultar a vosso favor.
											Deixem-me mostrar-vos
como é que funciona.
											Numa secção felizmente voluntária
do OkCupid,
											é-vos permitido avaliar quão atraentes
vocês pensam que as pessoas são
											numa escala entre 1 e 5.
											Se compararmos esta pontuação,
a pontuação média,
											com quantas mensagens um grupo
de pessoas recebe,
											podemos começar a ter uma ideia
											de quanto a beleza é popular
num ""website"" de encontros ""online"".
									","
											Tamamdır, işte Ana Tavsiye #1:
											Online arkadaşlık sitelerinde 
nasıl başarılı olursun?
											OkCupid benim favori online
arkadaşlık sitem,
											sebebi de bir grup matematikçi
tarafından yapılmış olması.
											Şimdi, onlar matematikçi
olduklarından
											neredeyse on yıldır
											siteyi kullanan herkes hakkında
bilgi topluyorlar.
											Ve bu arkadaşlık sitesinde
											kendimizi nasıl tanıttığımızın
											ve diğerleriyle nasıl etkileşim
kurduğumuzun
											desenlerini araştırıyorlar.
											Sonucunda da ciddi derecede
ilginç bulgular ortaya çıkarıyorlar
											Bunlardan benim favorim şu ki;
											bulduklarına göre online arkadaşlık
sitelerinde
											popülerliğinizi ne kadar çekici olduğunuz
dikte etmiyor.
											Hatta aslında, insanların sizin
çirkin olduğunuzu düşünmesi
											işinize yarayabilir.
											Nasıl olduğunu anlatayım.
											OkCupid'in neyse ki zorunlu olmayan
bir bölümünde,
											insanların ne kadar çekici
olduğunu 1'den 5'e kadar
											değerlendirebilme hakkınız var.
											Şimdi, eğer bu skoru,
yani ortalama skoru,
											belirli kişilerin aldıkları mesaj
sayısıyla karşılaştırırsak,
											çekiciliğin online arkadaşlık
											sitelerinde popülariteyle nasıl 
bağlantılı olduğunu anlamaya başlıyoruz.
									","
											Donc, astuce n°1 :
											comment exceller à 
la rencontre en ligne.
											Mon site de rencontres préféré 
est OkCupid,
											surtout parce qu'il a été
créé par des mathématiciens.
											Parce que ce sont 
des mathématiciens,
											ils rassemblent des données
											depuis près de dix ans
sur tous les utilisateurs du site.
											Ils essaient de trouver des modèles
											dans notre façon de parler
de nous-mêmes
											et d'interagir avec les autres
											sur un site de rencontres.
											Ils ont découvert 
des choses intéressantes.
											Ma trouvaille préférée
											est que, sur un site de rencontres,
											l'attractivité physique ne détermine pas
la popularité,
											et qu'au contraire, laisser croire
qu'on est laid
											peut être un avantage.
											Voici comment ça marche.
											Dans une section heureusement
optionnelle d'OkCupid,
											on peut noter l'attractivité 
d'une personne
											sur une échelle de 1 à 5.
											Si nous comparons cette note,
la note moyenne,
											au nombre de messages reçus
par un échantillon d'utilisateurs,
											on commence à comprendre
											le lien entre attractivité et popularité
sur un site de rencontres.
									","
											Beginnen wir beim ersten:
											Wie man beim Online-Dating gewinnt.
											Meine diesbezügliche Lieblingsseite 
im Internet ist OkCupid,
											nicht zuletzt, weil sie von einer
Gruppe Mathematiker stammt.
											Da sie alle Mathematiker sind,
											haben sie Daten über jeden gesammelt,
											der ihre Website seit 
fast zehn Jahren nutzt.
											Sie haben versucht, 
Muster darin zu entdecken,
											wie wir über uns selbst sprechen
											und mit anderen
											auf einer Dating-Website interagieren.
											Sie haben einige sehr bemerkenswerte
Dinge herausgefunden.
											Meine Lieblingserkenntnis daraus ist,
											dass die eigene Attraktivität
auf einer Online-Dating-Website
											nichts über die eigene 
Beliebtheit aussagt.
											Wenn Leute glauben,
dass man hässlich ist,
											kann das sogar ein Vorteil sein.
											Schauen wir uns das an.
											Es gibt einen — glücklicherweise 
freiwilligen — Bereich auf OkCupid,
											in dem man die Attraktivität anderer Leute
											auf einer Skala von 1 bis 5 bewerten kann.
											Wenn wir die durchschnittliche Punktzahl
											mit der Anzahl von Nachrichten
vergleichen, die diese Leute erhalten,
											bekommt man einen Eindruck
vom Zusammenhang
											zwischen Attraktivität und Beliebtheit 
auf einer Dating-Website.
									",The mathematics of love,Hannah Fry,17:02,"TED Books,TEDx,love,math,statistics,relationships"
"
","
","
","
",The mathematics of love,Hannah Fry,17:02,"TED Books,TEDx,love,math,statistics,relationships"
"
											Este é o gráfico
que os responsáveis do OkCupid criaram.
											E o que é importante reparar
é que não é totalmente verdade
											que quanto mais atraentes formos,
mais mensagens recebemos.
											Mas a questão que se levanta é:
											O que têm de especial as pessoas ali
											que são muito mais populares
do que as pessoas aqui em baixo,
											mesmo tendo a mesma 
pontuação de atração?
											A razão para isso é que não é apenas
a beleza física que é importante.
											Portanto, deixem-me ilustrar
as descobertas deles com um exemplo.
											Por exemplo, a Portia de Rossi.
											Toda a gente concorda que a
Portia de Rossi é uma mulher muito bonita.
											Ninguém pensa que é feia,
embora ela também não seja um supermodelo.
											Se compararem a Portia de Rossi
com alguém como a Sarah Jessica Parker,
											muitas pessoas — incluindo eu,
devo dizer —
											pensam que a Sarah Jessica Parker
é verdadeiramente fabulosa
											e possivelmente uma das criaturas
mais belas
											que alguma vez caminharam à face da Terra.
											Mas algumas outras pessoas,
isto é, a maioria na Internet,
											parecem pensar que ela se parece
um pouco com um cavalo.
											(Risos)
											Ora, eu penso que se perguntarem
às pessoas quão atraentes
											achavam que a Sarah Jessica Parker
ou a Portia de Rossi eram,
											e se lhes pedirem para lhes darem
uma pontuação de 1 a 5,
											calculo que ambas, em média,
terão a mesma pontuação.
											Mas a forma das pessoas votarem
seria muito diferente.
											A pontuação da Portia seria
maioritariamente cerca de 4
											porque toda a gente concorda
que ela é muito bonita,
											enquanto que a Sarah Jessica Parker
divide totalmente as opiniões.
											Haveria grandes diferenças
na sua pontuação.
											E, na verdade, são estas diferenças
que contam.
											São estas diferenças
que nos fazem mais populares
											num ""website"" de encontros
""online"" na Internet.
											Portanto, o que isso significa
											é que se algumas pessoas
pensam que vocês são atraentes,
											na verdade, é melhor para vocês
											terem algumas outras pessoas
que vos achem umas matrafonas.
											Isso é muito melhor
do que toda a gente pensar
											que vocês são a vizinha gira.
									","
											OkCupid'deki arkadaşlar da sonuç olarak
bu grafiği buluyorlar.
											Buradan anlamamız gereken
önemli şey ise, ne kadar çekiciyseniz
											o kadar fazla mesaj
alacaksınız gibi bir şart olmadığı.
											O zaman sormamız gereken soru:
Nasıl oluyor da yukarıdaki bu kişiler,
											aşağıda bulunan ve aynı 
derecede çekici olan buradaki
											diğer kişilerden çok daha popülerler?
											Bunun sebebi ise önemli olan tek şeyin 
direkt dış görünüş olmaması.
											Bulgularını bir örnekle 
göstereyim.
											Örneğin, Portia de Rossi gibi 
birini ele alalım.
											Herkes Portia de Rossi'nin çok güzel
bir kadın olduğu konusunda hemfikir.
											Kimse onun çirkin olduğunu düşünmüyor;
ama o bir süper model de değil.
											Portia de Rossi'yi Sarah Jessica Parker
gibi biriyle karşılaştırırsanız,
											ben dahil bir çok insan
											Sarah Jessica Parker'ın gerçekten harika
olduğunu düşünür.
											Hatta dünya üzerinde yaşayan
											en güzel varlık olduğunu...
											Fakat bazı insanlar,
yani internettekilerin çoğu,
											onun biraz ata benzediğini düşünüyorlar.
(Gülüşmeler)
											Şimdi, insanlara Sarah Jessica Parker veya
Portia de Rossi'yi
											ne kadar çekici bulduklarını sorarsanız,
											ve onlardan 1 ila 5 arası bir puan
vermelerini isterseniz,
											sanıyorum ki ortalama 
aynı puanı alırlardı.
											Fakat oylama şekilleri çok farklı olurdu.
											Portia'nın puanları
4'ün etrafında toplanırdı
											çünkü herkes onun çok güzel olduğunu
kabul ediyor.
											Ama Sarah Jessica Parker için
fikirler tamamen bölünür.
											Puanında büyük bir dağılım olurdu.
											Aslında önemli olan bu dağılım.
											Seni bir online arkadaşlık sitesinde
											popüler yapan şey bu dağılım.
											Yani bu demek oluyor ki,
											eğer bazı insanlar senin çekici
olduğunu düşünüyorsa,
											ve diğerleri koca bir çirkin
düşünüyorsa,
											aslında daha iyi durumdasın.
											Bu herkesin seni yan kapıdaki 
hoş kız olarak
											görmesinden çok daha iyi.
									","
											Voici le graphique que les gens
d'OkCupid ont élaboré.
											Ce qu'il faut retenir,
c'est qu'être attirant
											ne garantit pas de 
recevoir le plus de messages.
											La question qui se pose alors :
qu'en est-il des personnes ici
											qui sont plus populaires 
que ceux là-bas,
											même s'ils ont le même 
score d'attractivité ?
											La raison pour cela est que
les apparences ne font pas tout.
											Illustrons ceci avec un exemple.
											Prenons par exemple Portia de Rossi.
											Tout le monde est d'accord
que Portia de Rossi est une belle femme.
											Personne ne pense qu'elle est laide, même
si elle n'est pas un <i>top model</i>.
											Si on compare Portia de Rossi à
Sarah Jessica Parker,
											beaucoup de personnes,
dont moi-même,
											pensent que Sarah Jessica Parker
est absolument fabuleuse
											et probablement une des plus
belles créatures
											qui aient jamais existé sur
cette planète.
											Mais pour d'autres personnes,
en clair, la majeure partie d'internet,
											pensent qu'elle ressemble un peu
à un cheval. (Rires)
											Si vous demandez aux gens
à quel point ils trouvent
											Sarah Jessica Parker ou
Portia de Rossi attirantes,
											et si vous leur demandez
de leur donner une note de 1 à 5,
											je parie qu'elles auraient
en moyenne la même note.
											Mais la façon de voter des gens
serait très différente.
											Les notes de Portia seraient
autour de 4
											car tout le monde est d'accord
qu'elle est belle,
											alors que Sarah Jessica Parker
divise les opinions.
											Ses notes seraient éparpillées.
											C'est en fait cet éparpillement 
qui compte.
											C'est cet éparpillement 
qui rend plus populaire
											sur un site de rencontres.
											Ce que ça implique,
											c'est que si quelques personnes
vous trouvent attirant,
											alors vous êtes mieux parti
											que si d'autres personnes 
vous trouvent canon.
											C'est tellement mieux que 
d'être considéré
											comme une personne 
tout à fait normale.
									","
											Diese Grafik haben die Leute
von OkCupid erstellt.
											Dabei ist wichtig festzuhalten,
dass es nicht immer stimmt,
											dass man umso mehr Nachrichten bekommt,
je attraktiver man ist.
											Es bleibt die Frage, 
was die sehr beliebten Leute hier oben
											im Gegensatz zu den Leuten 
hier unten haben,
											obwohl sie gleich attraktiv 
bewertet werden.
											Die Antwort ist, dass nicht nur
das Aussehen an sich zählt.
											Ich möchte das anhand eines Beispiels
veranschaulichen.
											Bei jemandem wie Portia de Rossi
											ist jeder der Ansicht,
dass sie eine sehr schöne Frau ist.
											Niemand findet sie hässlich,
aber ein Supermodel ist sie auch nicht.
											Vergleicht man Portia de Rossi
mit jemandem wie Sarah Jessica Parker,
											glauben viele Leute —
mich eingeschlossen —
											dass Sarah Jessica Parker
einfach wunderbar ist
											und vermutlich eines
der schönsten Wesen,
											die es je auf der Erde gegeben hat.
											Einige andere Leute jedoch,
die meisten im Internet,
											finden anscheinend, dass sie 
etwas von einem Pferd hat. (Lachen)
											Wenn man jetzt die Leute fragt, 
wie attraktiv sie
											Sarah Jessica Parker
oder Portia de Rossi finden
											und sie Punkte zwischen 1 und 5
vergeben sollen,
											werden sie vermutlich durchschnittlich
gleichauf liegen.
											Aber die Art der Punktevergabe
wäre sehr unterschiedlich.
											Portias Punkte würden sich
um die 4 anhäufen,
											weil jeder sie sehr schön findet,
											bei Sarah Jessica Parker
ist die Meinung jedoch gespalten.
											Es gäbe eine große Kluft
zwischen den Punkten.
											Genau diese Differenz ist es, die zählt.
											Diese Differenz macht einen
											auf einer Dating-Website beliebter.
											Man ist also besser dran,
											wenn einige Leute einen attraktiv finden
											und einige andere einen 
potthässlich finden.
											Das ist viel besser, 
als wenn jeder denkt,
											man sei das hübsche Mädchen 
von nebenan.
									",The mathematics of love,Hannah Fry,17:02,"TED Books,TEDx,love,math,statistics,relationships"
