es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
",The way we think about charity is dead wrong,Dan Pallotta,18:54,"business,culture,global issues,philanthropy"
"
											Quiero hablar de innovación social
											e iniciativa socioempresarial.
											Resulta que tengo trillizos.
											Están chicos, tienen cinco años.
											A veces digo que tengo trillizos
											y me preguntan, ""¿De verdad?, ¿Cuántos son?""
											Esta es una foto de los niños.
											Son Sage, Annalisa y Rider.
											También resulta que soy gay.
											Ser gay y padre de trillizos es seguramente
											la cosa socialmente más innovadora y emprendedora
											que haya hecho.
									","
											Quero falar sobre inovação social
											e empreendedorismo social.
											Acontece que eu tenho trigémeos.
											São pequeninos. Têm cinco anos.
											Às vezes digo às pessoas 
que tenho trigémeos.
											Perguntam: ""A sério? Quantos?""
											(Risos)
											Aqui está uma fotografia das crianças.
											Sage, Annalisa e Rider.
											Agora, acontece também que sou ""gay"".
											Ser ""gay"" e pai de trigémeos é, de longe,
											a coisa socialmente mais inovadora
e empreendedora que já fiz.
									","
											Je veux parler d'innovation sociale
											et d'entreprenariat social.
											Il se trouve que j'ai des triplés.
											Ils sont jeunes. Ils ont cinq ans.
											Parfois je dis au gens 
que j'ai des triplés.
											Ils disent, « Vraiment ? Combien ? »
											Voici une photo de mes enfants.
											Je vous présente
Sage, Annalisa et Rider.
											Bon, il se trouve 
que je suis également gay.
											Être gay et père de triplés est de loin
											ce que j'ai jamais fait de plus innovant,
de plus entreprenant
											sur le plan social.
									","
											Ich möchte über soziale Innovation
											und soziales Unternehmertum sprechen.
											Zufällig habe ich Drillinge.
											Sie sind klein, 5 Jahre alt.
											Wenn ich das erzähle,
											fragen manche Leute:
""Wirklich? Wie viele?""
											Hier sind sie:
											Das sind Sage und Annalisa und Rider.
											Nun, zufällig bin ich auch schwul.
											Schwul und Vater von Drillingen zu sein,
											ist mit Abstand die sozial 
innovativste Unternehmung,
											die ich je gemacht habe.
									",The way we think about charity is dead wrong,Dan Pallotta,18:54,"business,culture,global issues,philanthropy"
"
","
","
","
",The way we think about charity is dead wrong,Dan Pallotta,18:54,"business,culture,global issues,philanthropy"
"
											(Risas) (Aplausos)
									","
											(Risos)
											(Aplausos)
									","
											(Rires) (Applaudissements)
									","
											(Gelächter) (Beifall)
									",The way we think about charity is dead wrong,Dan Pallotta,18:54,"business,culture,global issues,philanthropy"
"
","
","
","
",The way we think about charity is dead wrong,Dan Pallotta,18:54,"business,culture,global issues,philanthropy"
"
											La verdadera innovación social de la que quiero hablar
											tiene que ver con la beneficencia.
											Quiero hablar sobre lo que 
nos han enseñado a pensar
											acerca de: dar, de la beneficencia
											y del sector no lucrativo
											que en realidad están socavando 
las causas que amamos
											y nuestro profundo anhelo de cambiar el mundo.
									","
											A verdadeira inovação social
de que quero falar
											envolve beneficência.
											Quero falar de como as coisas que
nos ensinaram a pensar
											acerca de dar, acerca da beneficência
											e acerca do setor não lucrativo
											estão, na verdade, a minar
as causas que amamos
											e o nosso desejo profundo
de mudar o mundo.
									","
											La réelle innovation sociale 
dont je veux vous parler
											concerne les organisations caritatives.
											Je veux dire comment 
ce qu'on nous a appris à penser
											sur le don, les organisations caritatives
											et le secteur à but non lucratif
											portent atteinte aux causes
qui nous sont chères
											et à notre profonde aspiration
à changer le monde.
									","
											Die eigentliche soziale Innovation,
über die ich sprechen möchte,
											umfasst Wohltätigkeit.
											Ich möchte darüber sprechen,
dass unsere angelernte Denkweise
											über Spenden, Wohltätigkeit
											und den gemeinnützigen Bereich
											unsere wichtigsten Anliegen untergräbt,
											sowie unseren tiefen Wunsch, 
die Welt zu verändern.
									",The way we think about charity is dead wrong,Dan Pallotta,18:54,"business,culture,global issues,philanthropy"
"
","
","
","
",The way we think about charity is dead wrong,Dan Pallotta,18:54,"business,culture,global issues,philanthropy"
"
											Antes de hacerlo, quiero 
preguntar si todavía creemos
											que el sector no lucrativo juega un rol importante
											para cambiar el mundo.
											Mucha gente dice ahora que los negocios 
levantarán a las economías en desarrollo
											y los negocios sociales se harán cargo del resto.
											Creo sin duda que los negocios moverán
											a la gran masa humana hacia adelante.
											Pero siempre dejará atrás al 10 % o más
											que son los más desfavorecidos o desafortunados.
											Los negocios sociales necesitan mercados,
											y existen algunos asuntos 
que no pueden solo desarrollar
											el tipo de medidas monetarias 
requeridas para un mercado.
											Soy miembro de la junta de un centro 
para gente con retraso en el desarrollo,
											y estas personas quieren risas,
											compasión y quieren amor.
											¿Cómo monetizan eso?
											Ahí es donde el sector no lucrativo
											y la filantropía entran.
											La filantropía es el mercado del amor.
											Es el mercado para todas aquellas personas
											para las cuales no hay otro mercado.
											Entonces si en verdad queremos, 
como Buckmister Fuller dijo,
											un mundo que funcione para todos,
											sin que nadie ni nada quede por fuera,
											entonces el sector no lucrativo tiene que ser
											una parte seria de la conversación.
									","
											Mas, antes disso, quero perguntar
se realmente acreditamos
											que o setor não produtivo
tem algum papel sério a desempenhar
											na mudança do mundo.
											Muita gente diz que as empresas
vão erguer as economias em desenvolvimento,
											e que o empreendedorismo social
se encarregará do resto.
											Eu acredito que as empresas
farão avançar
											a grande massa da humanidade.
											Mas deixam sempre para trás
aqueles 10% ou mais,
											que são mais desfavorecidos
ou que não têm sorte.
											O empreendedorismo social precisa
de mercados,
											e há questões para as quais
não podemos desenvolver
											o tipo de medidas monetárias
de que necessitamos para um mercado.
											Pertenço à direção de um centro
para pessoas com disfunção intelectual,
											e estas pessoas querem alegria,
											compaixão e amor.
											Como é que rentabilizamos isso?
											É aí que entram o setor não lucrativo
e a filantropia.
											A filantropia é o mercado para o amor.
											É o mercado para todas aquelas pessoas
											para quem não aparece outro mercado.
											Por isso, se queremos,
como Buckminster Fuller disse,
											um mundo que funcione para todos,
											sem ninguém, nem nada, excluído,
											então, o setor não lucrativo
											tem de ser 
uma parte importante da conversa.
									","
											Mais avant ça, je voudrais demander
si on pense vraiment
											que le secteur à but non lucratif
a un rôle sérieux à jouer
											pour changer le monde.
											Beaucoup disent maintenant que c'est 
l'activité économique qui va redresser les pays
en voie de développement,
											et que l'activité sociale 
se chargera du reste.
											Et je pense que l'activité économique va faire
											avancer l'ensemble de l'humanité.
											Mais ça laisse toujours de coté
ces plus ou moins 10%
											des plus désavantagés
ou des moins chanceux.
											Et l'activité sociale a besoin des marchés,
											et il y a des problèmes pour lesquels
on ne peut tout simplement pas développer
											le genre de mesures financières
nécessaires à un marché.
											Je fais partie du conseil d'administration
d'un centre de handicapés mentaux,
											et ces personnes ont besoin de rire
											de compassion 
et ils ont besoin d'amour.
											Comment peut-on monétiser ça ?
											Et c'est là où 
le secteur à but non lucratif
											et la philanthropie entrent en jeu.
											La philanthropie, 
c'est le marché de l'amour.
											C'est le marché pour tous ces gens
											pour lesquels il n'y a pas d'autre marché.
											Donc si nous voulons vraiment,
comme l'a dit Buckminster Fuller,
											un monde qui donne sa place
à chacun d'entre nous,
											sans que personne, ni quoi que ce soit
ne soit laissé de côté,
											alors le secteur à but non lucratif 
doit s'approprier
											une partie importante de la conversation.
									","
											Glauben wir denn überhaupt,
dass gemeinnütziger Arbeit
											eine entscheidende Rolle dabei zukommt,
											die Welt zu verändern?
											Viele sagen, dass die Wirtschaft nun
die Entwicklungsländer emporhebt,
											und dass soziale Unternehmen 
sich um den Rest kümmern.
											Ich glaube, dass die Wirtschaft
											den Großteil der Menschheit voranbringt.
											Aber sie lässt immer jene 
10 % oder mehr zurück,
											die am meisten benachteiligt 
oder erfolglos sind.
											Soziale Unternehmen brauchen Märkte
											und es gibt Probleme, 
für die man einfach nicht die
											finanziellen Maßnahmen entwickeln kann, 
die man am Markt braucht.
											Ich sitze im Vorstand 
eines Zentrums für geistig Behinderte
											und diese Menschen wollen lachen.
											Sie wollen Mitgefühl und Liebe.
											Wie will man das in Geld aufwiegen?
											Genau hier setzen der gemeinnützige Sektor
											und Menschenlichkeit an.
											Menschlichkeit bildet den Markt 
für Nächstenliebe.
											Der Markt ist für all jene Menschen,
											für die es keinen anderen Markt gibt.
											Wenn wir, wie Buckminster Fuller sagte,
											eine Welt wollen,
die für alle funktioniert
											und niemanden und nichts zurücklässt,
											dann muss der gemeinnützige Sektor
											eine entscheidende Rolle darin spielen.
									",The way we think about charity is dead wrong,Dan Pallotta,18:54,"business,culture,global issues,philanthropy"
"
","
","
","
",The way we think about charity is dead wrong,Dan Pallotta,18:54,"business,culture,global issues,philanthropy"
"
											Pero parece que no está funcionando.
											¿Por qué nuestras asociaciones de cáncer de mama
											están lejos de encontrar una cura 
para el cáncer de mama,
											o nuestras asociaciones para los sin techo no están
											cerca de acabar con la indigencia 
en cualquier gran ciudad?
											¿Por qué la pobreza en EE. UU. 
permaneció estancada
											al 12 % durante 40 años?
									","
											Mas não parece estar a resultar.
											Porque é que 
as associações de beneficência
											ainda não descobriram uma cura 
para o cancro da mama,
											ou não resolvem o problema
											do fim da privação de alojamento
em nenhuma grande cidade?
											Porque é que a pobreza
emperrou nos 12%
											da população dos EUA, há já 40 anos?
									","
											Mais ça n'a pas l'air de fonctionner.
											Pourquoi nos organisations caritatives
pour la lutte contre le cancer du sein
											n'ont-elles pas réussi à trouver
un traitement pour cancer du sein,
											ou pourquoi nos organisations caritatives
pour le soutien les sans-abris
											n'ont-elles pas réussi à résoudre les problèmes
de logement dans aucune des grandes villes ?
											Pourquoi la pauvreté 
est-elle restée bloquée à 12%
											de la population américaine 
depuis 40 ans ?
									","
											Aber das klappt scheinbar nicht.
											Warum hat die Krebshilfe
											nicht einmal annähernd eine 
Heilung für Brustkrebs gefunden?
											Warum haben unsere Vereine für Obdachlose
											die Obdachlosigkeit in keiner 
größeren Stadt beenden können?
											Warum beträgt seit 40 Jahren
der Anteil der Armen
											an der US-amerikanischen Bevölkerung 12 %?
									",The way we think about charity is dead wrong,Dan Pallotta,18:54,"business,culture,global issues,philanthropy"
