en,fr,tr,de,title,speaker,duration,tags
"
","
","
","
",The virginity fraud,Nina Dølvik Brochmann and Ellen Støkken Dahl,11:41,"TEDx,communication,human body,activism,education,medicine,medical research,humanity,sex,society,social change,women"
"
											Nina Dølvik Brochmann:
We grew up believing
											that the hymen is a proof of virginity.
											But it turns out, we were wrong.
											What we discovered
											is that the popular story we're told
about female virginity
											is based on two anatomical myths.
											The truth has been known
in medical communities for over 100 years,
											yet somehow these two myths
continue to make life difficult
											for women around the world.
									","
											Nina Dølvik Brochmann :
Nous avons grandi en croyant
											que l'hymen est une preuve de virginité.
											Mais en fait, nous avions tort.
											Nous avons découvert
											que le récit populaire qu'on nous
raconte sur la virginité de la femme
											est basé sur deux mythes anatomiques.
											La vérité est bien connue
en médecine depuis plus de 100 ans,
											pourtant, d'une manière ou d'une autre,
											ces deux mythes continuent
de rendre difficile
											la vie des femmes dans le monde entier.
									","
											Nina Dølvik Brochmann:
Kızlık zarının
											bekaretin kanıtı olduğunu 
düşünerek büyüdük.
											Ancak anlaşılan o ki, yanılmışız.
											Bize bekaretle ilgili
											anlatılan hikâyelerin iki anatomik
											efsaneye dayandığını keşfettik.
											Hakikat 100 senedir tıbbi 
kurumlar tarafından biliniyordu
											ama bir şekilde bu iki efsane 
dünyadaki kadınların
											hayatlarını zorlaştırmaya devam etti.
									","
											Nina Dølvik Brochmann:
Wir wuchsen im Glauben auf,
											dass das Jungfernhäutchen 
ein Beweis für die Jungfräulichkeit sei.
											Aber wie sich herausstellte, 
lagen wir falsch.
											Was wir entdeckt haben ist,
											dass die bekannte Geschichte 
der weiblichen Jungfräulichkeit
											auf zwei anatomischen Mythen beruht.
											Die Wahrheit war unter Medizinern 
bereits seit über 100 Jahren bekannt,
											aber irgendwie schaffen es diese 2 Mythen,
											Frauen rund um die Welt
das Leben schwer zu machen.
									",The virginity fraud,Nina Dølvik Brochmann and Ellen Støkken Dahl,11:41,"TEDx,communication,human body,activism,education,medicine,medical research,humanity,sex,society,social change,women"
"
","
","
","
",The virginity fraud,Nina Dølvik Brochmann and Ellen Støkken Dahl,11:41,"TEDx,communication,human body,activism,education,medicine,medical research,humanity,sex,society,social change,women"
"
											Ellen Støkken Dahl:
The first myth is about blood.
											It tells us that the hymen
breaks and bleeds
											the first time a woman has vaginal sex.
											In other words, if there is no blood
on the sheets afterwards,
											then the woman was simply not a virgin.
											The second myth is a logical
consequence of the first.
											Since the hymen is thought
to break and bleed,
											people also believe
that it actually disappears
											or is in some way radically altered
during a woman's first intercourse.
											If that were true,
											one would easily be able to determine
if a woman is a virgin or not
											by examining her genitals,
											by doing a virginity check.
									","
											Ellen Støkken Dahl : Le premier mythe
est en rapport avec le sang.
											Il nous dit que l'hymen
se déchire et saigne
											la première fois qu'une femme
a des rapports sexuels vaginaux.
											En d'autres termes, s'il n'y a pas
de sang sur les draps par la suite,
											c'est que la femme n'était
tout simplement pas vierge.
											Le deuxième mythe est une
conséquence logique du premier.
											Puisque l'hymen est censé
se rompre et saigner,
											les gens croient aussi qu'il disparaît
											ou qu'il est quelque part
radicalement modifié
											durant le premier rapport
sexuel d'une femme.
											Si cela était vrai,
											on pourrait facilement être capable de
déterminer si une femme est vierge ou pas
											en examinant ses parties génitales,
											en réalisant un test de virginité.
									","
											Ellen Støkken Dahl:
İlk efsane kan hakkında.
											Bu efsane bize kızlık zarının bir kadının
ilk vajinal ilişkisi sırasında
											yırtılacağını ve kanayacağını söyler.
											Diğer bir deyişle, eğer ilişki sonrasında 
yatak çarşafında kan yoksa,
											o zaman kadın bakire değildir.
											İkinci efsane ise ilkinin 
mantıksal bir çıkarımı.
											Kızlık zarının yırtılıp
kanadığı düşünüldüğü için,
											insanlar aynı zamanda ilk
birleşme anında zarın
											gerçekten kaybolacağını ya da
köklü bir şekilde değiştiğini de düşünür.
											Bunlar doğru olsaydı,
											bir kadının bakire olup olmadığı
jenitali incelenerek ya da
											bekaret muayenesi yapılarak
											kolayca anlaşılabilirdi.
									","
											Ellen Støkken Dahl:
Im ersten Mythos geht es um Blut.
											Uns wird erzählt, dass 
das Jungfernhäutchen reißt und blutet,
											wenn eine Frau zum ersten Mal 
vaginalen Sex hat.
											In anderen Worten: Wenn danach 
auf dem Laken kein Blut ist,
											war die Frau schlichtweg keine Jungfrau.
											Der zweite Mythos ist eine logische 
Konsequenz des ersten.
											Da das Jungfernhäutchen 
reißen und bluten sollte,
											glauben die Leute, dass es 
tatsächlich verschwindet
											oder sich stark verändert, wenn eine Frau 
zum ersten Mal Geschlechtsverkehr hat.
											Wenn das wahr wäre,
											wäre es sehr einfach zu bestimmen, 
ob eine Frau Jungfrau ist oder nicht,
											indem man ihre Genitalien untersucht,
											indem man ihre Jungfräulichkeit überprüft.
									",The virginity fraud,Nina Dølvik Brochmann and Ellen Støkken Dahl,11:41,"TEDx,communication,human body,activism,education,medicine,medical research,humanity,sex,society,social change,women"
"
","
","
","
",The virginity fraud,Nina Dølvik Brochmann and Ellen Støkken Dahl,11:41,"TEDx,communication,human body,activism,education,medicine,medical research,humanity,sex,society,social change,women"
"
											NDB: So that's our two myths:
											virgins bleed,
											and hymens are lost forever.
											Now, this may sound
like a minor issue to you.
											Why should you care
											about an obscure little skin fold
on the female body?
											But the truth is,
this is about so much more
											than an anatomical misunderstanding.
											The myths about the hymen
have lived on for centuries
											because they have cultural significance.
											They have been used as a powerful tool
											in the effort to control women's sexuality
											in about every culture,
religion and historical decade.
											Women are still mistrusted,
											shamed,
											harmed
											and, in the worst cases,
subjected to honor killings
											if they don't bleed
on their wedding night.
											Other women are forced
through degrading virginity checks,
											simply to obtain a job,
											to save their reputation
											or to get married.
									","
											NDB : Voilà donc nos deux mythes :
											les vierges saignent,
											et les hymens sont perdus à tout jamais.
											Tout ceci peut certes vous 
paraître un problème mineur.
											Pourquoi vous soucier
											d'un obscur petit pli de peau
dans le corps de la femme ?
											Mais la vérité est qu'il
s'agit de bien plus
											qu'un malentendu anatomique.
											Les mythes concernant l'hymen
ont survécu pendant des siècles
											parce qu'ils ont une
importance culturelle.
											Ils ont été utilisés comme
un instrument puissant
											dans un effort pour contrôler
la sexualité des femmes
											dans à peu près toutes les cultures,
religions, à toutes les époques.
											Les femmes sont encore soupçonnées,
											humiliées,
											blessées,
											et, dans le pire des cas,
soumises aux crimes d'honneur
											si elles ne saignent pas
la nuit de leurs noces.
											D'autres femmes sont obligées de passer
des tests de virginité dégradants
											simplement pour obtenir un travail,
											pour sauver leur réputation
											ou se marier.
									","
											NDB: Bunlar iki efsanemiz:
											bakirelerde kanama olur
											ve kızlık zarları sonsuza kadar kaybolur.
											Şimdi, bu size önemsiz bir 
konu gibi gelebilir.
											Neden kadın vücudundaki belirsiz,
											küçük ve kıvrımlı bir deri 
parçası önemli olsun ki?
											Ama gerçek, bunun anatomik bir
											anlaşılmazlıktan çok daha fazla olduğu.
											Kızlık zarı hakkında efsaneler 
asırlar boyunca yaşadı
											çünkü kültürel önemleri var.
											Kadınların cinselliklerini 
kontrol etmek için
											nerdeyse her kültür, din ve yüzyılda
											güçlü bir araç olarak kullanıldı.
											Eğer kadınlar düğünlerinin 
ilk gecelerinde kanamazlarsa
											güvenilmez hâle geliyorlar,
											ayıplanıyorlar,
											zarar görüyorlar,
											ve en kötü vakalarda, namus 
cinayetlerine maruz kalıyorlar.
											Diğer kadınlar aşağılayıcı bekaret 
muayenelerine girmeye zorlanıyorlar:
											yalnızca işe girebilmek,
											isimlerini koruyabilmek,
											ya da evlenebilmek için.
									","
											NDB: Dies sind also unsere 2 Mythen:
											Jungfrauen bluten,
											und Jungfernhäutchen 
verschwinden für immer.
											Dies mag Ihnen wie ein 
nebensächliches Problem erscheinen.
											Warum sollten Sie sich
											um eine merkwürdige kleine Haut 
im weiblichen Körper kümmern?
											Aber die Wahrheit ist, 
dass es um so viel mehr geht
											als ein anatomisches Missverständnis.
											Die Mythen über Jungfernhäutchen
bestehen seit Jahrhunderten,
											weil sie eine kulturelle Bedeutung haben.
											Sie wurden als ein 
wirkungsvolles Mittel gebraucht,
											um die weibliche Sexualität 
zu kontrollieren,
											in fast jeder Kultur, Religion 
und historischer Dekade.
											Frauen wird immer noch misstraut,
											sie werden beschämt,
											verletzt
											und in den schlimmsten Fällen,
Ehrenmorden ausgesetzt,
											wenn sie in der Hochzeitsnacht 
nicht bluten.
											Manche müssen sich erniedrigenden 
Jungfräulichkeitstests unterziehen
											bloß um einen Job zu erhalten,
											ihren Ruf zu retten
											oder um zu heiraten.
									",The virginity fraud,Nina Dølvik Brochmann and Ellen Støkken Dahl,11:41,"TEDx,communication,human body,activism,education,medicine,medical research,humanity,sex,society,social change,women"
"
","
","
","
",The virginity fraud,Nina Dølvik Brochmann and Ellen Støkken Dahl,11:41,"TEDx,communication,human body,activism,education,medicine,medical research,humanity,sex,society,social change,women"
"
											ESD: Like in Indonesia,
											where women are systematically examined
to enter military service.
											After the Egyptian uprisings in 2011,
											a group of female protesters were forced
to undergo virginity checks
											by their military.
											In Oslo, doctors are examining
the hymens of young girls
											to reassure parents
that their children are not ruined.
											And sadly, the list goes on.
											Women are so afraid not to live up to
the myths about the hymen
											that they choose to use
different virginity quick fixes
											to assure a bleeding.
											That could be plastic surgery,
											known as ""revirgination,""
											it could be vials of blood
poured on the sheets after sex
											or fake hymens bought online,
											complete with theater blood
											and a promise to ""kiss your deep,
dark secret goodbye.""
									","
											ESD : En Indonésie, par exemple,
les femmes sont systématiquement examinées
											pour entrer au service militaire.
											Après les soulèvements de 2011 en Égypte,
											un groupe de manifestantes
a dû subir des tests de virginité
											réalisés par les militaires.
											À Oslo, des docteurs examinent
l'hymen de jeunes filles
											pour rassurer les parents
que leur enfants ne sont pas dépravées.
											Et tristement, cette liste continue.
											Les femmes ont tellement peur de
ne pas vivre selon les mythes de l'hymen
											qu'elles ont recours à différentes
solutions rapides de virginité
											pour garantir un saignement.
											Ça peut être une chirurgie plastique,
											l'hyménoplastie,
											ou des ampoules de sang versées
sur les draps après la relation sexuelle,
											ou de faux hymens achetés en ligne,
avec du faux sang
											et la promesse de « dire adieu
à vos profonds et obscurs secrets ».
									","
											ESD: Endonezya'da olduğu gibi,
											kadınlar askerliğe girebilmek için 
sistematik olarak muayene ediliyor.
											2011'deki Mısır ayaklanmasından sonra,
											bir grup kadın protestocu bekaret 
muayenesine sokulmak için
											ordu tarafından zorlandı.
											Oslo'da, ailelere çocuklarının bekaretini 
bozulmadığının güvencesini vermek için
											doktorlar genç kızların
kızlık zarlarını muayene ediyorlar.
											Ve ne yazık ki liste uzayıp gidiyor.
											Kadınlar kızlık zarı efsanelerine göre 
yaşamamaktan o çok korkuyorlar ki
											onlar da kanamayı garantilemek 
için farklı bekaret onarıcı
											hamleleri deniyorlar.
											Bu, ""kızlık zarı dikimi"" denen
											plastik cerrahi olabilir,
											seksten sonra çarşaflara dökülen 
küçük şişedeki kan olabilir
											ya da internetten satın alınan 
yapay kızlık zarları olabilir:
											tiyatro kanıyla doldurulmuş
											ve ""derin ve karanlık sırrınıza 
güle güle deyin."" sözünü veren.
									","
											ESD: Zum Beispiel in Indonesien,
											wo Frauen für den Militärdienst
systematisch untersucht werden.
											Nach den ägyptischen Aufständen in 2011
											wurde eine Gruppe von Demonstrantinnen
vom Militär zur Überprüfung
											ihrer Jungfräulichkeit gezwungen.
											In Oslo untersuchen Ärzte 
die Jungfernhäutchen junger Mädchen,
											um ihren Eltern zu versichern, 
dass ihre Kinder nicht verdorben sind.
											Traurigerweise geht die Liste weiter.
											Frauen haben solche Angst davor, die 
Jungfernhäutchen-Mythen nicht zu erfüllen,
											dass sie sich für diverse 
Jungfräulichkeits-Reparaturen entscheiden,
											um mit Sicherheit zu bluten.
											Zum Beispiel für plastische Chirurgie,
											der sogenannten ""Hymenalrekonstruktion"",
											Blutfläschchen, die nach dem Sex 
auf die Laken verschüttet werden
											oder online gekaufte
Jungfernhäutchen-Fakes,
											komplett mit Theaterblut
											und dem Versprechen ""dein tiefes, 
dunkles Geheimnis wegzuküssen"".
									",The virginity fraud,Nina Dølvik Brochmann and Ellen Støkken Dahl,11:41,"TEDx,communication,human body,activism,education,medicine,medical research,humanity,sex,society,social change,women"
"
","
","
","
",The virginity fraud,Nina Dølvik Brochmann and Ellen Støkken Dahl,11:41,"TEDx,communication,human body,activism,education,medicine,medical research,humanity,sex,society,social change,women"
"
											NDB: By telling girls
that no deed can be kept secret,
											that their bodies
will reveal them no matter what,
											we have endowed them with fear.
											Girls are afraid of ruining themselves,
											either through sport,
											play,
											tampon use
											or a sexual activity.
											We have curtailed their opportunities
and their freedoms.
											It's time we put an end
to the virginity fraud.
											It's time we break the myths
about the hymen
											once and for all.
									","
											NDB : En racontant aux filles
que nul acte ne peut rester secret,
											que leur corps les trahiront
de toute façon,
											nous les inondons de peur.
											Les filles ont peur
de se corrompre elles-mêmes,
											avec le sport, en jouant,
en utilisant un tampon,
											ou lors d'une activité sexuelle.
											Nous avons réduit leurs opportunités
et leurs libertés.
											Il est temps de mettre fin
au mensonge de la virginité.
											Il est temps de casser
les mythes sur l'hymen
											une bonne fois pour toutes.
									","
											NDB: Kızlara hiçbir hareketin
sır olarak saklanamayacağını söyleyerek
											ve vücutlarının bu sırları ne olursa 
olsun açığa vuracağını söyleyerek
											onlara korku verdik.
											Kızlar bekaretlerini kazayla
kaybetmekten korkuyorlar,
											spor yaparken,
											oynarken,
											tampon kullanırken
											ya da cinsel ilişkideyken.
											Onların fırsatlarını ve bağımsızlıklarını
kısıtladık.
											Artık bekaret aldatmacasına 
bir son verme vakti geldi.
											Artık kesin olarak kızlık 
zarı ile ilgili efsanelerden
											kurtulmanın vakti geldi.
									","
											NDB: Indem Mädchen erzählt wird,
dass keine Tat geheim bleiben kann,
											dass ihr Körper sie 
auf jeden Fall entlarven wird,
											wird in ihnen Angst geschürt.
											Mädchen haben Angst davor, 
es selbst zu zerstören
											sei es durch Sport,
											spielen,
											dem Gebrauch von Tampons
											oder sexuelle Aktivität.
											Wir haben damit ihre Möglichkeiten 
und ihre Freiheiten eingeschränkt.
											Es ist Zeit, dem Jungfräulichkeits-Betrug
ein Ende zu setzen.
											Es ist Zeit, die Mythen über 
das Jungfernhäutchen zu zerschlagen
											— ein für alle Mal.
									",The virginity fraud,Nina Dølvik Brochmann and Ellen Støkken Dahl,11:41,"TEDx,communication,human body,activism,education,medicine,medical research,humanity,sex,society,social change,women"
