en,tr,es,fr,title,speaker,duration,tags
"
","
","
","
",A day in the life of an ancient Celtic Druid,Philip Freeman,4:09,"TED-Ed,history,ancient world,animation,religion,world cultures,war,culture,education,medicine"
"
											As the sun rises on a 
fall morning in 55 BCE,
											Camma lays two pigeons on the altar 
at the center of her village.
											She offers a prayer to Matrona 
mother goddess of the Earth,
											and Lugus chief of the gods.
											Then, she wrings the birds’ necks
											and cuts them open to examine their 
entrails for divine messages.
									","
											Milattan önce 55'te bir sonbahar 
sabahında güneş doğarken
											Camma, köyünün tam ortasındaki 
sunağa iki güvercin koyuyor.
											Dünyanın ana tanrıçası Matrona
ve baş tanrı Lugus'a dua ediyor.
											Daha sonra kuşların boyunlarını sıkıyor
											ve kutsal bir mesaj bulma amacıyla iç 
organlarını incelemek için kesip açıyor.
									","
											Un día de otoño del año 55 a. C.,
al despuntar el sol,
											Camma pone dos palomas en el altar
que está en el centro de su aldea.
											Eleva una plegaria para Matrona,
la diosa madre de la Tierra
											y para Lugus, el dios supremo.
											Luego procede a torcerles el pescuezo
											y les hace un corte para buscar
mensajes divinos en sus vísceras.
									","
											Un matin d'automne, en 55 avant J.-C., 
alors que le soleil se lève,
											Camma dépose deux pigeons sur l'autel 
qui se trouve au centre de son village.
											Elle offre une prière à Matrona, 
déesse mère de la Terre
											et à Lugus, chef des dieux.
											Puis, elle tord le cou aux animaux,
											les ouvre et examine leurs entrailles 
à la recherche d'un message divin.
									",A day in the life of an ancient Celtic Druid,Philip Freeman,4:09,"TED-Ed,history,ancient world,animation,religion,world cultures,war,culture,education,medicine"
"
","
","
","
",A day in the life of an ancient Celtic Druid,Philip Freeman,4:09,"TED-Ed,history,ancient world,animation,religion,world cultures,war,culture,education,medicine"
"
											Camma is a druid.
											This means she conducts religious rites,
											but she also serves as a judge, healer, 
and scholar,
											teaching children and mediating conflict 
between Celtic tribes.
											She began her studies as a child,
											memorizing the countless details 
necessary to perform her many roles,
											since the druids’ knowledge is considered 
too sacred to record in writing.
									","
											Camma bir druid.
											Bu, dini törenler 
düzenlediği anlamına geliyor
											ancak aynı zamanda bir yargıç, 
şifacı ve bilgin olarak da görev alıyor,
											çocuklara ders veriyor
											ve Kelt kabileler arasındaki 
anlaşmazlıklarda arabuluculuk yapıyor.
											Çalışmaya bir çocukken başladı,
											birçok rolünü yerine getirmek için 
gerekli olan sayısız detayı ezberledi
											çünkü druidlerin bilgisi yazıya 
geçirmek için çok kutsal kabul ediliyor.
									","
											Camma es una mujer druida.
											Esto la faculta a celebrar
ritos religiosos,
											oficiar de jueza, sanadora y sabia,
											impartir enseñanzas a los niños
y mediar entre tribus celtas en conflicto.
											Comenzó a instruirse de pequeña,
											memorizando los innumerables detalles
de las muchas tareas que debía cumplir,
											pues el conocimiento, por ser considerado
sagrado, no se registra por escrito.
									","
											Camma est une druidesse.
											Cela signifie 
qu'elle dirige les rites religieux
											mais aussi qu'elle est juge, guérisseuse
et érudite :
											elle instruit les enfants
											et sert de médiatrice lors 
des conflits entre les tribus celtes.
											Elle a commencé à étudier très jeune,
											en mémorisant toutes les connaissances 
nécessaires pour assumer ses fonctions,
											car le savoir des druides est trop sacré 
pour être transmis par écrit.
									",A day in the life of an ancient Celtic Druid,Philip Freeman,4:09,"TED-Ed,history,ancient world,animation,religion,world cultures,war,culture,education,medicine"
"
","
","
","
",A day in the life of an ancient Celtic Druid,Philip Freeman,4:09,"TED-Ed,history,ancient world,animation,religion,world cultures,war,culture,education,medicine"
"
											Like many druids, she spent years 
studying in Britain.
											Now, she is a resident Druid 
of the Veneti tribe
											in a small farming village near the 
western coast of Gaul,
											in what is now France.
											Since returning to Gaul, she has received 
many offers of marriage–
											but she has decided to devote herself 
to her work, at least for now.
									","
											Birçok druid gibi yıllarını 
Britanya'da çalışarak geçirdi.
											Şimdi, bugünün Fransa'sı 
Galya'nın batı kıyısının yakınındaki
											tarım yapan küçük bir köyde
Veneti kabilesinde oturan bir druid.
											Galya'ya döndüğünden beri
birçok evlilik teklifi aldı–
											fakat kendini işine adamaya 
karar verdi, en azından şimdilik.
									","
											Al igual que muchos druidas, 
Camma estudió varios años en Britania.
											Ahora es miembro druida
de la tribu de los vénetos
											en una pequeña aldea agrícola
cerca de la costa oeste de la Galia,
											territorio de la Francia actual.
											Una vez establecida en la Galia, recibió
numerosas propuestas de matrimonio,
											pero decidió dedicarse a sus tareas,
al menos de momento.
									","
											Comme beaucoup de druides, elle a passé 
des années à étudier en Bretagne.
											Désormais, elle est la druidesse attitrée 
de la tribu Veneti
											dans un petit village rural 
près de la côte ouest de la Gaule,
											qu'on appelle maintenant la France.
											Depuis son retour en Gaule, elle a reçu
beaucoup de demandes en mariage
											mais elle a résolu de se vouer totalement 
à son travail, du moins pour le moment.
									",A day in the life of an ancient Celtic Druid,Philip Freeman,4:09,"TED-Ed,history,ancient world,animation,religion,world cultures,war,culture,education,medicine"
"
","
","
","
",A day in the life of an ancient Celtic Druid,Philip Freeman,4:09,"TED-Ed,history,ancient world,animation,religion,world cultures,war,culture,education,medicine"
"
											This morning, the omens are troubling.
											They tell of war and strife, as they often
have in recent months.
											A neighboring tribe, the Redones,
											have raided their village and stolen 
cattle in broad daylight twice this fall.
									","
											Bu sabah, kehanetler tedirgin edici.
											Son aylarda sık sık söyledikleri gibi 
savaş ve çatışmadan bahsediyorlar.
											Komşu kabile Redones, 
köylerini işgal ediyor
											ve bu sonbaharda iki kez 
güpegündüz sığır çalıyorlar.
									","
											Esta mañana, las profecías
son inquietantes.
											Presagian guerras y conflictos,
como viene ocurriendo hace meses.
											Una tribu vecina, los riedones,
											ha saqueado la aldea y se ha llevado
el ganado a plena luz del día
											por segunda vez en este otoño.
									","
											Ce matin, les augures sont inquiétants.
											Ils parlent de guerre et de conflit, 
comme souvent ces derniers mois.
											Cet automne, 
une tribu voisine, les Redones,
											a pillé deux fois leur village 
et volé du bétail en plein jour.
									",A day in the life of an ancient Celtic Druid,Philip Freeman,4:09,"TED-Ed,history,ancient world,animation,religion,world cultures,war,culture,education,medicine"
"
","
","
","
",A day in the life of an ancient Celtic Druid,Philip Freeman,4:09,"TED-Ed,history,ancient world,animation,religion,world cultures,war,culture,education,medicine"
"
											The children have gathered around 
to watch her work.
											Camma plays her lyre and sings to them.
											She weaves stories of the powerful kings 
who once ruled their land –
											brave warriors who were slain naked 
in combat but who will be reborn,
											as will all the Celts.
									","
											Çocuklar onu işini yaparken 
izlemek için etrafında toplanıyor.
											Camma, lirini çalıyor 
ve onlara şarkı söylüyor.
											Bir zamanlar topraklarını yöneten
güçlü kralların hikayelerini anlatıyor –
											savaşta çıplak halde katledilen ancak
tüm Keltlerin yeniden doğacağı gibi
											yeniden doğacak cesur savaşçılar,
									","
											Los niños han acudido a verla en acción.
											Camma toca la lira y les canta.
											Les cuenta las historias 
de los poderosos reyes
											que alguna vez gobernaron esas tierras,
											valientes guerreros muertos
en combate a cuerpo descubierto,
											pero que renacerán, como todos los celtas.
									","
											Les enfants se sont rassemblés 
autour d'elle.
											Camma joue de la lyre et chante pour eux.
											Elle raconte des histoires parlant des 
rois puissants qui dirigèrent leur pays
											de braves combattants nus qui furent tués 
au combat mais qui vont ressusciter,
											comme le feront tous les Celtes.
									",A day in the life of an ancient Celtic Druid,Philip Freeman,4:09,"TED-Ed,history,ancient world,animation,religion,world cultures,war,culture,education,medicine"
