fr,en,de,es,title,speaker,duration,tags
"
","
","
","
",A tour of modern architecture,Reed Kroloff,15:21,"architecture,art,business,design,humor"
"
											Etre nouveau à TED — c'est comme être le dernier puceau du lycée.
											(Rires)
											vous savez que tous les gens cools le font.
											Et vous êtes en dehors, vous êtes à la maison —
											vous êtes comme les frères Raspyni,
											vous avez vos boules dans de l'eau froide. Et —
											(Rires)
											vous vous contentez de jouer avec vos doigts toute la journée. Et puis on vous invite.
											Et vous êtes dedans, et c'est aussi bien que ce que vous aviez imaginé.
											C'est excitant, et on joue de la musique tout le temps
											et puis tout d'un coup c'est fini. Et ça n'a duré que cinq minutes.
											Et vous voulez y retourner et le faire encore,
											mais j'apprécie vraiment d'être ici. Et merci, Chris,
											et aussi, merci Deborah Patton, d'avoir rendu cela possible.
									","
											To be new at TED — it's like being the last high-school virgin.
											(Laughter)
											You know that all of the cool people are — they're doing it.
											And you're on the outside, you're at home.
											You're like the Raspyni Brothers,
											where you've got your balls in cold water. And —
											(Laughter) —
											you just play with your fingers all day. And then you get invited.
											And you're on the inside, and it's everything you hoped it would be.
											It's exciting and there's music playing all of the time
											and then suddenly it's over. And it's only taken five minutes.
											And you want to go back and do it again.
											But I really appreciate being here. And thank you, Chris,
											and also, thank you, Deborah Patton, for making this possible.
									","
											Neu bei TED zu sein – das fühlt sich so an, wie die letzte Jungfrau in der Highschool zu sein.
											(Gelächter)
											Du weißt, dass all die coolen Leute es machen.
											Und du stehst außen vor, du bis daheim.
											Du bist wie die Raspyni-Brüder,
											mit deinen Eiern im kalten Wasser. Und –
											(Gelächter) –
											du spielst den ganzen Tag lang nur mit deinen Fingern herum. Und dann wirst du eingeladen.
											Und du bist mittendrin und es ist alles, was du dir jemals erhofft hattest.
											Es ist aufregend und Musik spielt die ganze Zeit lang
											und dann auf einmal ist es vorbei. Und es hat nur fünf Minuten gedauert.
											Und du möchtest die Zeit zurückdrehen und es noch einmal machen.
											Aber ich bin wirklich dankbar dafür, hier zu sein. Und vielen Dank, Chris
											und ebenfalls vielen Dank an Deborah Patton dafür, all das möglich gemacht zu haben.
									","
											Ser nuevo en TED... es como ser el último chico virgen de la secundaria.
											(Risas)
											Sabes que toda la gente buena onda está haciéndolo.
											Y tú estás fuera de eso, estás en casa —
											eres como los hermanos Raspyni,
											donde tienes tus pelotas en agua fría. Y —
											(Risas)
											tú sólo juegas con tus dedos todo el día.Y luego te invitan.
											Y ahora estás dentro, y es todo lo que esperaste que fuera.
											es emocionante y hay música tocando todo el día
											y, de repente, todo termina. Y sólo llevó cinco minutos
											Y quieres regresar a hacerlo otra vez,
											pero realmente aprecio estar aquí. Y gracias, Chris,
											y también, gracias, Deborah Patton por hacer esto posible
									",A tour of modern architecture,Reed Kroloff,15:21,"architecture,art,business,design,humor"
"
","
","
","
",A tour of modern architecture,Reed Kroloff,15:21,"architecture,art,business,design,humor"
"
											Donc aujourd'hui nous allons parler un peu d'architecture,
											sous l'angle de la création et de l'optimisme.
											Si vous mettez la création et l'optimisme ensemble,
											vous avez le choix entre deux sujets.
											Vous pouvez parler de créationisme —
											ce qui ne passerait pas vraiment avec ce public, je crois,
											du moins si j'en étais un partisan —
											ou vous pouvez parler d'optimisations, orthographié à la façon britannique, avec un s plutôt qu'un z.
											Et je crois que c'est ça dont j'aimerais vous parler aujourd'hui.
											Mais tout type de conversation à propos de l'architecture —
											qui est en fait ce dont vous parliez en évoquant ce qui se passe ici,
											la mise en place de TED, de l'architecture à petite échelle —
											de nos jours ne peut pas avoir lieu sans qu'on ait une conversion à propos de ceci,
											le World Trade Center et ce qui s'y passe, ce que ça signifie pour nous.
									","
											So anyway, today we'll talk about architecture a little bit,
											within the subject of creation and optimism.
											And if you put creation and optimism together,
											you've got two choices that you can talk about.
											You can talk about creationism —
											which I think wouldn't go down well with this audience,
											at least not from a view where you were a proponent of it —
											or you can talk about optimisations, spelled the British way, with an S, instead of a Z.
											And I think that's what I'd like to talk about today.
											But any kind of conversation about architecture —
											which is, in fact, what you were just talking about, what was going on here,
											setting up TED, small-scale architecture —
											at the present time can't really happen without a conversation about this,
											the World Trade Center, and what's been going on there, what it means to us.
									","
											Wie dem auch sei, heute werden wir ein wenig über Architektur sprechen,
											zum Thema Kreation und Optimismus.
											Und wenn man Kreation und Optimismus zusammennimmt,
											dann hat man zwei Möglichkeiten, über die man sprechen kann.
											Man kann über Kreationismus sprechen –
											was meier Meinung nach bei diesem Publikum nicht so gut funktionieren würde,
											zumindest nicht von einer Sichtweise, bei der man ein Befürworter davon ist –
											oder man kann über Optimierungen sprechen, „optimisations“ nach der britischen Schreibweise, mit einem S anstelle eines Z.
											Und ich denke, dass es das ist, worüber ich heute sprechen möchte.
											Aber sämtliche Gespräche über Architektur –
											was auch in der Tat das ist, worüber wir gerade gesprochen haben, was hier vor sich geht,
											TED organisieren, kleinmaßstäbliche Architektur –
											kann in der heutigen Zeit nicht wirklich passieren, ohne dass man darüber spricht,
											das World Trade Center und was dort geschehen ist, was das für uns bedeutet.
									","
											bueno, como sea, hoy vamos a hablar un poco de arquitecura,
											dentro del tema de la creación y el optimismo
											Si pones creación y optimismo juntos,
											obtienes dos opciones de las que puedes hablar.
											Puedes hablar de creacionismo —
											el cual yo creo no iría muy bien con esta audiencia
											al menos no desde un punto de vista donde tu fueras el proponente de éste —
											o puedes hablar de ""optimisaciones"", deletreado de la manera inglesa: con S en lugar de una Z.
											Y creo que me gustaría hablar de eso hoy.
											Pero cualquier clase de conversación sobre arquitectura —
											que es, de hecho, lo que recién estaban hablando que pasaba aquí,
											preparando una arquitectura de pequeña escala para TED...
											ahora no podría pasar sin una conversación al respecto,
											el World Trade Center y lo que ha estado pasando ahí, lo que eso significa para nosotros.
									",A tour of modern architecture,Reed Kroloff,15:21,"architecture,art,business,design,humor"
"
","
","
","
",A tour of modern architecture,Reed Kroloff,15:21,"architecture,art,business,design,humor"
"
											Parce que si l'architecture est ce que je crois qu'elle est,
											c'est-à-dire la forme construite de nos ambitions culturelles,
											que fait-on quand on a l'occasion de rectifier une situation
											qui représente les ambitions culturelles de quelqu'un d'autre par rapport à nous,
											et notre propre occasion de faire là quelque chose de nouveau ?
											Ca fait longtemps que c'est une question très stimulante..
											Je pense que le World Trade Center, d'une manière plutôt malheureuse,
											a attiré l'attention sur l'architecture
											d'une façon que dont je ne pense pas que les gens y aient pensé depuis longtemps,
											et en a fait un sujet de conversation courante.
											Je ne me rappelle pas, au cours de mes 20 ans de carrière à pratiquer l'architecture et à écrire à son sujet
											une seule fois où cinq personnes m'aient invité à leur table
											et m'aient posé de sérieuses questions sur le zonage, l'évacuation en cas d'incendie,
											les problèmes de sécurité, et si les tapis sont ignifugés.
											Ce ne sont pas des choses dont on parlait très souvent.
											Et cependant maintenant, on en parle tout le temps.
											Quand vous en êtes au point où vous pouvez armer vos immeubles,
											vous devez tout d'un coup penser à l'architecture d'une façon très différente.
											Et donc maintenant nous allons penser à l'architecture d'une façon très différente,
											nous allons y penser comme ceci.
									","
											Because if architecture is what I believe it to be,
											which is the built form of our cultural ambitions,
											what do you do when presented with an opportunity to rectify a situation
											that represents somebody else's cultural ambitions relative to us?
											And our own opportunity to make something new there?
											This has been a really galvanizing issue for a long time.
											I think that the World Trade Center in, rather an unfortunate way,
											brought architecture into focus
											in a way that I don't think people had thought of in a long time,
											and made it a subject for common conversation.
											I don't remember, in my 20-year career of practicing and writing about architecture,
											a time when five people sat me down at a table
											and asked me very serious questions about zoning, fire exiting,
											safety concerns and whether carpet burns.
											These are just not things we talked about very often.
											And yet, now, it's talked about all the time.
											At the point where you can weaponize your buildings,
											you have to suddenly think about architecture in a very different way.
											And so now we're going to think about architecture in a very different way,
											we're going to think about it like this.
									","
											Denn wenn Architektur das ist, von dem ich denke, dass sie es ist,
											nämlich die konstruierte Repräsentation unserer kulturellen Ambitionen,
											was tut man, wenn einem eine Möglichkeit präsentiert wird, eine Situation zu berichtigen,
											welche die kulturellen Ambitionen eines anderen in Relation zu uns repräsentiert?
											Und unsere eigene Gelegenhheit, dort etwas Neues zu machen?
											Das war lange Zeit ein wirkliche dringliche Angelegenheit gewesen.
											Ich denke, dass das World Trade Center auf eine eher unglückliche Weise
											Architektur in das Blickfeld gebracht hat,
											auf eine Weise, von der ich nicht denke, dass die Menschen sie seit langer Zeit bedacht hatten
											und ließen sie zum Thema alltäglicher Konversationen werden.
											Ich erinnere mich nicht daran, in meiner 20jährigen Karriere, die ich Architektur betrieben und darüber geschrieben habe,
											an eine Zeit, als sich fünf Menschen mit mir an einen Tisch gesetzt haben
											und mir sehr ernsthafte Fragen stellten zur räumlichen Verteilung, zu Notausgängen,
											zu Sicherheitsangelegenheiten und ob Teppich brennt.
											Das sind einfach keine Dinge, über die wir sehr oft sprechen.
											Und trotzdem wird jetzt die ganze Zeit davon gesprochen.
											An dem Punkt angekommen, an dem man seine Gebäude bewaffnen kann,
											muss man plötzlich auf eine andere Weise über Architektur nachdenken.
											Und deshalb werden wir nun auf eine ganz andere Weise über Architektur nachdenken,
											wir werden so darüber nachdenken.
									","
											porque si la arquitectura es lo que yo creo que es:
											la forma urbanizada de nuestras ambiciones culturales,
											¿Qué es lo que haces cuando se presenta la oportunidad de rectificar una situación
											que representa las ambiciones culturales de alguien más relacionadas con nosotros
											y nuestra propia oportunidad de hacer algo nuevo ahí?
											Esto ha sido una situación muy comentada por mucho tiempo.
											Yo creo que el World Trade Center, mas bien en una forma desafortunada,
											trajo a la arquitectura al enfoque
											en una forma que no creo la gente haya pensado en mucho tiempo
											y lo convirtió en un tema de conversación común.
											Yo no recuerdo en mis 20 años de carrera de practicar y escribir sobre arquitectura
											un tiempo en el que cinco personas me sentaran en una mesa
											y me consultaran preguntas muy serias sobre zonificación, salida de incendios,
											preocupaciones sobre seguridad y si la alfombra se quema o no.
											Estas no son cosas de las que habláramos muy seguido.
											Y sin embargo ahora, se comenta sobre esto todo el tiempo.
											Al punto de colocar armas a tus edificios,
											de repente se tiene que pensar en la arquitectura de una manera muy diferente.
											Y es ahora cuando vamos a pensar sobre la arquitectura en una manera muy diferente,
											vamos a pensarlo así.
									",A tour of modern architecture,Reed Kroloff,15:21,"architecture,art,business,design,humor"
"
","
","
","
",A tour of modern architecture,Reed Kroloff,15:21,"architecture,art,business,design,humor"
"
											Combien d'entre-vous ont vu le USA Today d'aujourd'hui ? Le voici. Ca ressemble à ça.
											Il y a le site du World Trade Center, sur la première page.
											Ils ont fait une sélection.
											Ils ont choisi un projet de Daniel Libeskind,
											l'enfant terrible à la mode en architecture.
											C'était un enfant prodige au piano, il avait commencé avec l'accordéon,
											puis est passé à un sujet un peu plus sérieux, un instrument plus grand,
											et maintenant à un instrument encore plus grand,
											sur lequel il met en oeuvre son style particulier de magie déconstructiviste,
											comme vous le voyez ici.
											Il était une des six personnes qui étaient invitées à participer à ce concours
											après que six compagnies aient déjà été éliminées
											avec des projets qui étaient si stupides et ordinaires
											que même la ville de New York a été obligée de dire,
											oh, je suis vraiment désolé, nous avons cafouillé.
											Bien. Peut-on tout recommencer depuis le début,
											sauf qu'on va employer des gens avec un vague soupçon de talent,
											plutôt que six parfaits crétins comme ceux qu'on a pris la dernière fois :
											des tâcherons de l'immobilier du genre de ceux qui d'habitude planifient nos villes.
											Faisons venir de vrais architectes pour changer.
											Et donc nous avons ceci, ou nous nous pouvons choisir plutôt ça. Oh, arrêtez d'applaudir.
									","
											How many of you saw USA Today, today? There it is. Looks like that.
											There's the World Trade Center site, on the front cover.
											They've made a selection.
											They've chosen a project by Daniel Libeskind,
											the enfant terrible of the moment of architecture.
											Child-prodigy piano player, he started on the squeezebox,
											and moved to a little more serious issue, a bigger instrument,
											and now to an even larger instrument,
											upon which to work his particular brand of deconstructivist magic,
											as you see here.
											He was one of six people who were invited to participate in this competition,
											after six previous firms struck out
											with things that were so stupid and banal
											that even the city of New York was forced to go,
											""Oh, I'm really sorry, we screwed up.""
											Right. Can we do this again from the top,
											except use some people with a vague hint of talent,
											instead of just six utter boobs like we brought in last time,
											real estate hacks of the kind who usually plan our cities.
											Let's bring in some real architects for a change.
											And so we got this, or we had a choice of that. Oh, stop clapping.
									","
											Wie viele von Ihnen haben heute USA Todady gesehen? Hier haben wir es. So sieht es aus.
											Das ist das World Trade Center-Baugelände auf der Titelseite.
											Sie haben eine Auswahl vorgenommen.
											Sie haben ein Projekt von Daniel Libeskind ausgewählt,
											das derzeitige enfant terrible der Architektur.
											Als Wunderkind-Klavierspieler begann er auf der Quetschkommode
											und wechselte zu einer etwas ernsthafteren Angelegenheit, zu einem größeren Instrumet
											und jetzt zu einem sogar noch größeren Instrument,
											auf das er seine spezielle Marke der dekonstruktivistischen Magie anwenden wird,
											wie man hier sehen kann.
											Er war einer von sechs Leuten, die dazu eingeladen wurden, an diesem Wettbewerb teilzunehmen,
											nachdem sechs Firmen zuvor sich etwas ausgedacht hatten,
											Dinge, die so flach und banal waren,
											dass sogar die Stadt New York dazu gezwungen war, zu sagen,
											„Oh, das tut mir wirklich leid, wir haben Mist gebaut.“
											Genau. Können wir noch einmal von vorne anfangen,
											aber diesmal Leute mit einer vagen Andeutung von Talent,
											anstatt von einfach sechs vollständigen Blödlingen, wie wir sie das letzte Mal eingefahren haben,
											Grundeigentum-Schmocks von der Art, wie sie normalerweise unsere Städte planen.
											Ziehen wir zur Abwechslung einmal ein paar richtige Architekten zu Rate.
											Und so haben wir das hier bekommen, oder wir hatten die Wahl, das zu bekommen. Oh, hören Sie auf zu klatschen.
									","
											¿Cuántos de ustedes vieron el periódico USA Today hoy? Ahí está. Se ve así.
											Ahí está el sitio del World Trade Center, en la portada.
											Hicieron una selección.
											Han elegido un proyecto de Daniel Libeskind,
											el niño terrible de la arquitectura del momento.
											Niño prodigio que toca el piano, empezó con el acordeón,
											y se cambió a algo más serio, un instrumento más grande,
											y ahora a un instrumento aún más grande,
											sobre el cual trabajar su particular marca del deconstructivismo mágico,
											como puedes ver aquí.
											Él fue una de las seis personas que fueron invitadas para participar en esta competencia
											después de que seis firmas perdieran
											con cosas que fueron tan estúpidas y banales
											que incluso la ciudad de Nueva York fue forzada a irse,
											oh, discúlpenme, lo arruinamos.
											Bien. Podemos empezar esto de nuevo desde el principio,
											con la condición de usar gente con una vaga pizca de talento,
											en lugar de sólo seis charlatanes como los que trajimos la última vez:
											inmobiliarias que generalmente planifican nuestras ciudades
											Veamos algunos arquitectos reales en busca de cambios.
											Y entonces tenemos esto, o teníamos una opción de eso. Oh, dejen de aplaudir.
									",A tour of modern architecture,Reed Kroloff,15:21,"architecture,art,business,design,humor"
"
","
","
","
",A tour of modern architecture,Reed Kroloff,15:21,"architecture,art,business,design,humor"
"
											(Rires)
									","
											(Laughter)
									","
											(Gelächter)
									","
											(Risas)
									",A tour of modern architecture,Reed Kroloff,15:21,"architecture,art,business,design,humor"
