en,fr,tr,de,title,speaker,duration,tags
"
","
","
","
",How I found myself through music,Anika Paulson,9:18,"music,guitar,live music,performance,personal growth,TED-Ed,entertainment"
"
											The philosopher Plato once said,
											""Music gives a soul to the universe,
											wings to the mind,
											flight to the imagination
											and life to everything.""
											Music has always been
a big part of my life.
											To create and to perform music
											connects you to people
countries and lifetimes away.
											It connects you to the people
you're playing with,
											to your audience
											and to yourself.
											When I'm happy, when I'm sad,
											when I'm bored, when I'm stressed,
											I listen to and I create music.
									","
											Le philosophe Platon a dit :
											« La musique donne une âme à l'Univers,
											des ailes à la pensée,
											un essor à l'imagination
											et de la vie à toute chose. »
											La musique constitue
une grande part de ma vie.
											Créer et faire de la musique
											vous relient à des gens
de cultures et pays lointains.
											Ça vous relie aux gens
avec lesquels vous jouez,
											à votre public
											et à vous-mêmes.
											Quand je suis heureuse ou triste,
											ennuyée ou stressée,
											j'écoute et je crée de la musique.
									","
											Düşünür Plato vaktiyle der ki,
											''Müzik evrene ruh,
											zihne kanat,
											hayallere uçma gücü
											ve her şeye hayat verir.''
											Müzik hayatımda her zaman
önemli bir yer kapladı.
											Müzik icra etmek ve ortaya koymak,
											sizi kilometreler ve zamanın
ötesindeki insanlara bağlıyor.
											Sizi beraber çaldığınız insanlara,
											dinleyicinize
											ve kendinize bağlıyor.
											Mutluyken, üzgün olduğumda,
											sıkıldığımda ve gergin hissettiğimde
											müzik dinler ve müzik yaparım.
									","
											Der Philosoph Plato sagte einmal:
											""Musik gibt dem Universum eine Seele,
											dem Verstand Flügel,
											regt die Phantasie an
											und gibt allem Leben.""
											Musik war immer Teil meins Lebens.
											Musik zu komponieren und vorzutragen
											verbindet einen mit Menschen
in fernen Ländern und Leben.
											Es verbindet Sie mit Bandkollegen,
											Ihren Zuhörern
											und mit sich selbst.
											Wenn ich glücklich oder traurig bin,
											gelangweilt oder gestresst,
											höre und komponiere ich Musik.
									",How I found myself through music,Anika Paulson,9:18,"music,guitar,live music,performance,personal growth,TED-Ed,entertainment"
"
","
","
","
",How I found myself through music,Anika Paulson,9:18,"music,guitar,live music,performance,personal growth,TED-Ed,entertainment"
"
											When I was younger, I played piano;
											later, I took up guitar.
											And as I started high school,
											music became a part of my identity.
											I was in every band,
											I was involved with every
musical fine arts event.
											Music surrounded me.
											It made me who I was,
											and it gave me a place to belong.
									","
											Quand j'étais plus jeune,
je jouais du piano
											et plus tard, de la guitare.
											Pendant le lycée,
											la musique est devenue
une part de mon identité.
											J'étais dans chaque groupe,
											je m'impliquais 
dans chaque événement musical.
											J'étais entourée de musique.
											Elle faisait mon identité,
											et me donnait un sentiment d'appartenance.
									","
											Küçükken piyano çalardım,
											sonra gitara başladım.
											Ve liseye başladığım dönemde,
											müzik kimliğimin bir parçası oluverdi.
											Her koroda vardım,
											her müzik ve güzel sanatlar
etkinliğine katılıyordum.
											Müzik her bir yanımı sardı.
											Beni ben yaptı
											ve bana ait olabileceğim bir yer verdi.
									","
											Als ich kleiner war, spielte ich Klavier;
											später lernte ich Gitarre.
											In der Oberstufe
											wurde Musik Teil meiner Identität.
											Ich war in jeder Band
											und nahm an jeder 
Musikveranstaltung teil.
											Musik umgab mich.
											Sie definierte mich
											und gab mir einen Ort, wo ich hingehörte.
									",How I found myself through music,Anika Paulson,9:18,"music,guitar,live music,performance,personal growth,TED-Ed,entertainment"
"
","
","
","
",How I found myself through music,Anika Paulson,9:18,"music,guitar,live music,performance,personal growth,TED-Ed,entertainment"
"
											Now, I've always had
this thing with rhythms.
											I remember being young,
											I would walk down
the hallways of my school
											and I would tap rhythms to myself
on my leg with my hands,
											or tapping my teeth.
											It was a nervous habit,
											and I was always nervous.
											I think I liked the repetition
of the rhythm —
											it was calming.
									","
											J'ai toujours pensé avec des rythmes.
											Étant jeune,
											je marchais le long de l'entrée
de mon école
											en tapant des rythmes
du pied ou des mains,
											ou avec mes mâchoires.
											C'était une habitude nerveuse,
											j'étais toujours nerveuse.
											Je pense que j'aimais 
la répétition du rythme,
											ça me calmait.
									","
											Ritimler ile her zaman
aramda bir bağ olmuştur.
											Hatırlıyorum da,
											çocukken okulumun koridorlarını
tavaf ederdim
											ve ayaklarımla kendi kendime ritim tutar,
ellerimle veya dişlerimle
											ritme eşlik ederdim.
											Rahatsız edici bir alışkanlıktı
											ve her zaman gergin hissederdim.
											Ritimdeki yineleme
hoşuma gidiyordu herhalde,
											huzur veriyordu.
									","
											Ich hatte immer mit Rhythmen zu tun.
											Als ich klein war,
											ging ich den Schulflur entlang
											und klopfte Rhythmen
mit der Hand auf mein Bein
											oder klapperte mit den Zähnen.
											Es war ein nervöser Tick,
											und ich war immer nervös.
											Ich glaube ich mochte die Wiederholung
des Rhythmus — das war beruhigend.
									",How I found myself through music,Anika Paulson,9:18,"music,guitar,live music,performance,personal growth,TED-Ed,entertainment"
"
","
","
","
",How I found myself through music,Anika Paulson,9:18,"music,guitar,live music,performance,personal growth,TED-Ed,entertainment"
"
											Then in high school,
											I started music theory,
											and it was the best class I've ever taken.
											We were learning about music —
											things I didn't know,
like theory and history.
											It was a class where we basically
just listened to a song,
											talked about what it meant to us
											and analyzed it,
											and figured out what made it tick.
											Every Wednesday, we did something
called ""rhythmic dictation,""
											and I was pretty good at it.
											Our teacher would give us
an amount of measures
											and a time signature,
											and then he would speak a rhythm to us
											and we would have to write it down
with the proper rests and notes.
											Like this:
											ta ta tuck-a tuck-a ta,
											ta tuck-a-tuck-a-tuck-a, tuck-a.
											And I loved it.
											The simplicity of the rhythm —
											a basic two- to four- measure line —
											and yet each of them almost told a story,
											like they had so much potential,
											and all you had to do was add a melody.
									","
											Puis au lycée,
											j'ai étudié la théorie musicale,
											c'étaient les meilleurs cours
de ma vie.
											On étudiait sur la musique
											des choses que je ne connaissais pas,
comme la théorie et l'histoire.
											On écoutait simplement une chanson,
											échangeait sur sa signification
											puis on l'analysait,
											on déterminait ce qui faisait son succès.
											Chaque mercredi, on réalisait
une « dictée rythmique »,
											j'étais plutôt bonne.
											Le professeur nous donnait
des mesures
											et une signature temporelle,
											puis nous donnait oralement un rythme
											que nous devions réécrire
avec les bonnes pauses et notes.
											Comme ceci :
											ta ta tuck-a tuck-a ta,
											ta tuck-a-tuck-a-tuck-a, tuck-a.
											J'adorais ça.
											La simplicité du rythme,
											de la taille de deux à quatre mesures,
											pourtant chacune d'elles 
racontait une histoire,
											comme si elles avaient 
beaucoup de potentiel,
											et tout ce que vous aviez à faire
était d'ajouter une mélodie.
									","
											Sonra lisede,
											Müzik Kuramı dersi aldım
											ve aldığım en iyi ders oluvermişti.
											Müzik hakkında eğitim alıyor,
											kuram ve tarih gibi
bilmediğim yönlerini öğreniyordum.
											Bu derste, bir müzik dinler ve ardından
											bize ne anlam ifade ettiğini tartışır,
											analiz yapardık
											ve içinde taşıdığı enerjisini
kavramaya çalışırdık.
											Her çarşamba ''ritmik dikte'' denilen
bir çalışma yapıyorduk,
											iyi olduğum bir konuydu.
											Öğretmenimiz, bizlere ölçülerini
											ve zaman işaretini verirdi,
											ardından ritmi verirdi
											ve bizler de belirli durakları
ve notaları çıkarır, yazıya dökerdik.
											Şöyle:
											ta ta tak-a tak-a ta,
											ta tak-a tak-a tak-a, tak-a.
											Hoşuma gitmişti.
											Ritimdeki yalınlık,
											basit bir 2-4'lük ölçü birimi,
											buna karşın her biri,
beraberinde bir hikâye taşıyor,
											muazzam bir potansiyele sahipler
											ve yapman gereken tek şey, melodi eklemek.
									","
											In der Oberstufe
											fing ich mit Musiktheorie an
											und es war der beste Kurs,
den ich je belegte.
											Wir lernten Dinge über Musik —
											die ich noch nicht wusste,
wie Theorie und Geschichte.
											In diesem Kurs
hörten wir lediglich ein Lied,
											diskutierten, was es uns bedeutet
											und analysierten es,
											um zu verstehen, was es antrieb.
											Mittwochs hatten wir ""Rhythmusdiktat"".
											Ich war ziemlich gut darin.
											Unser Lehrer gab uns die Anzahl der Takte
											und die Taktart
											und diktierte dann einen Rhythmus,
											den wir dann mit Pausen 
und Noten aufschrieben
											So:
											ta ta tack-a tack-a ta,
											ta tack-a-tack-a-tack-a, tack-a.
											Ich liebte es.
											Die Einfachheit der Rhythmen —
											eine simple Zeile
mit zwei bis vier Takten —
											und dennoch erzählte jede einzelne
schon beinahe eine Geschichte,
											als ob sie so viel Potential hätten
											und nur eine Melodie
hinzugefügt werden müsste.
									",How I found myself through music,Anika Paulson,9:18,"music,guitar,live music,performance,personal growth,TED-Ed,entertainment"
"
","
","
","
",How I found myself through music,Anika Paulson,9:18,"music,guitar,live music,performance,personal growth,TED-Ed,entertainment"
"
											(Guitar)
									","
											(Guitare)
									","
											(Gitar başlar)
									","
											(Gitarre)
									",How I found myself through music,Anika Paulson,9:18,"music,guitar,live music,performance,personal growth,TED-Ed,entertainment"
"
","
","
","
",How I found myself through music,Anika Paulson,9:18,"music,guitar,live music,performance,personal growth,TED-Ed,entertainment"
