es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Why light needs darkness,Rogier van der Heide,16:51,"TEDx,architecture,design"
"
											Hay una hermosa declaración en la pantalla
											que dice: ""La luz crea ambiente,
											la luz da un sentido de espacio,
											y es también la expresión de la estructura"".
											Bueno, esto no lo digo yo.
											Esto lo dijo, claro, Le Corbusier
											el famoso arquitecto.
											Y aquí pueden ver lo que quería decir
											en uno de sus hermosos edificios
											la capilla de Notre-Dame du Haut de Ronchamp
											donde puede crear esta luz
											sólo gracias a que también hay oscuridad.
											Y creo que esa es la quintaesencia
											de esta charla de 18 minutos:
											no existe buena iluminación,
											que sea saludable y nos dé bienestar,
											sin una adecuada oscuridad.
									","
											Há uma bela afirmação no ecrã que diz;
											""A luz cria ambiente,
cria a sensação de um espaço,
											""e a luz é também
a expressão duma estrutura.""
											Bem, não é da minha autoria.
											Era, é claro, de Le Corbusier,
o famoso arquiteto.
											Podem ver o que ele queria dizer
num dos seus belos edifícios
											— a capela de Notre Dame
du Haut Ronchamp —
											onde ele criou esta luz
											que apenas pôde criar
porque há também escuridão.
											Eu acho que isso é a quintessência
desta palestra de 18 minutos
											Não há boa iluminação que seja saudável
e nos dê bem-estar
											sem uma escuridão adequada.
									","
											Ekranda güzel bir açıklama var
											diyor ki, ''Işık ambiyansı yaratır,
											ışık boşluğu hissetmeyi sağlar,
											ve ışık aynı zamanda yapının ifade biçimidir.''
											Bu benim tarafımdan söylenmedi.
											Tabi ki ünlü mimar,
											Le Corbusier tarafından söylendi,
											Burada güzel binalarından bir tanesinde
											ne demek istediğini görebilirsiniz —
											Notre Dame du Haut Ronchamp şapelinde —
											orada ışığı yaratıyor çünkü
											aynı zamanda karanlık da var.
											Ve bence bu 18 dakikalık
											konuşmanın özü
											sağlıklı ve bizim için iyi olan
											kaliteli ışıklandırma
											uygun karanlık olmadan olmaz.
									","
											Il y a une belle phrase à l'écran
											qui dit : ""La lumière fait l'ambiance,
											la lumière crée l'impression que donne un espace,
											et la lumière est aussi l'expression de la structure. ""
											Eh bien, ça n'est pas de moi.
											C'est, bien sûr, de Le Corbusier,
											le célèbre architecte.
											Et vous pouvez voir ici ce qu'il voulait dire
											dans l'un de ses magnifiques bâtiments —
											la chapelle de Notre-Dame du Haut Ronchamp —
											où il a créé cette lumière,
											ce qui n'a été possible que parce qu'il y a aussi de l'obscurité.
											Et je pense que c'est là la quintessence
											de cette conférence de 18 minutes —
											qu'il n'y a pas de bon éclairage
											qui soit sain et propice à notre bien-être
											sans une réelle obscurité.
									","
											Auf dem Bildschirm steht ein faszinierendes Zitat:
											""Licht schafft Ambiente und
											Atmosphäre und
											ist Ausdruck von Struktur.""
											Dieser Ausspruch ist jedoch nicht von mir.
											Er stammt natürlich von Le Corbusier,
											dem bekannten Architekten.
											Und hier sehen sie, in einem dieser schönen Gebäude,
											was er damit gemeint hat —
											der Kapelle Notre Dame du Haut von Ronchamp —
											in der er auf eine Weise Licht schafft,
											die nur dank der Dunkelheit möglich ist.
											Und dies ist der Schwerpunkt
											des 18-minütigen Vortrags —
											es gibt keine Beleuchtung im positiven Sinne,
											die gesund ist und unser Wohlbefinden fördert;
											ohne angemessene Dunkelheit.
									",Why light needs darkness,Rogier van der Heide,16:51,"TEDx,architecture,design"
"
","
","
","
","
",Why light needs darkness,Rogier van der Heide,16:51,"TEDx,architecture,design"
"
											Así iluminamos por lo general nuestras oficinas.
											Tenemos códigos y normas
											que nos dicen que la luz tiene que tener tantos lux
											y gran uniformidad.
											De ese modo creamos iluminación uniforme
											de una pared a la otra
											en una cuadrícula regular de lámparas.
											Es algo muy diferente
											de lo que acabo de mostrarles
											de Le Corbusier.
											Si aplicáramos estos códigos y normas
											al Panteón de Roma
											nunca se hubiera visto así
											porque este hermoso rasgo lumínico
											que deambula por ahí con entidad propia
											sólo puede aparecer
											porque hay también oscuridad en ese mismo edificio.
											Y es más o menos lo mismo que dijo Santiago Calatrava
											con eso de: ""la luz es algo que pongo en mis edificios
											para mayor comodidad"".
											Y no se refería a la comodidad de una cena de cinco platos
											en lugar de una comida de un solo plato
											sino realmente a la comodidad
											de la calidad de la construcción para la gente.
											Quería decir que uno pueda ver el cielo
											y experimentar el sol.
											Y creó estos edificios magníficos
											donde puede verse el cielo
											y experimentar el sol
											y eso nos da una vida mejor en el entorno construido
											simplemente por la importancia de la luz
											en sus brillos y en sus sombras.
									","
											Esta é a forma como normalmente
iluminaríamos os nossos escritórios.
											Temos códigos e padrões que nos dizem
											que as luzes devem ter grande quantidade
de unidades de brilho
											e grande uniformidade.
											É assim que criamos iluminação uniforme
de uma parede a outra,
											numa grelha regular de lâmpadas.
											Isto é muito diferente
do que acabei de vos mostrar
											de Le Corbusier.
											Se aplicássemos estes códigos e padrões
ao Panteão em Roma,
											ele nunca teria este aspeto,
											porque esta bela característica da luz
que ali anda à volta por si mesma
											só pode surgir porque também
há escuridão no mesmo edifício.
											Santiago Calatrava disse
mais ou menos a mesma coisa:
											""Luz: ponho-a nos meus edifícios
para conforto"".
											Ele não queria dizer o conforto
de um jantar de cinco pratos,
											em oposição a uma refeição de um prato.
											Queria falar do conforto,
											da qualidade do edifício para as pessoas.
											Ele queria dizer que conseguimos ver o céu
e conseguimos experimentar o sol.
											Ele criou estes edifícios deslumbrantes
em que conseguimos ver o céu,
											e em que conseguimos experimentar o sol,
											que nos dão uma vida melhor
no ambiente construído,
											apenas por causa da relevância da luz,
do seu brilho e também das suas sombras.
									","
											Bu nomalde ofislerimizi aydınlatma tarzımız.
											Işığın lüksünün ve dağılımının
											iyi olmasını bize öğütleyen
											kodlarımız ve standartlarımız var.
											Bu düzgün bir sıra halindeki lambalarla
											bir duvardan diğerine düzgün dağılımlı
											ışıklandırmayı nasıl yaptığımızdır.
											Ve bu size gösterdiğim
											Le Corbusier'den
											oldukça farklı.
											Bu kodları ve standartları
											Roma'daki Panteon'da uygulasak
											asla böyle gözükmezdi,
											çünkü bu kendi başına dönen
											güzel ışık özelliği
											sadece o ortamda aynı anda
											karanlık da olduğu için oluşabiliyor.
											Ve Santiago Calatrava'da az çok aynı şeyleri söylüyor
											diyor ki, ''Işık, binalarımda konfor
											için yapıyorum.''
											Ve onun konfordan kastı bir çeşit yemeğe zıt
											olarak beş çeşit yemek değildi,
											demek istediği konforun insanlar için
											binanın kalitesi olduğuydu.
											Demek istediği, gökyüzünü görebilirsiniz
											ve güneşi deneyimleyebilirsiniz.
											Ve o gökyüzünü görebileceğiniz bu muhteşem
											binaları yarattı,
											güneşi deneyimleyebileceğiniz,
											inşa edilen çevrede bize daha iyi bir yaşam sunan,
											ışığın parlaklığı ile ve aynı zamanda
											gölgeleri ile olan ilintisi sayesinde.
									","
											Voici comment nous éclairons habituellement nos bureaux.
											Nous avons des codifications et des standards
											qui nous disent que les lampes doivent être de tant de lux,
											et d'une grande uniformité.
											C'est ainsi que nous créons un éclairage uniforme,
											d'un mur à l'autre,
											par un quadrillage régulier de lampes.
											Et c'est assez différent
											de ce que je viens de vous montrer
											par Le Corbusier.
											Si nous avions appliqué ces codes et ces standards
											au Panthéon à Rome,
											il n'aurait jamais eu cet aspect,
											parce que ce magnifique rayon lumineux,
											qui se déplace tout autour de lui même,
											ne peut apparaître
											que parce qu'il y a aussi de l'obscurité dans le même édifice.
											Et c'est plus ou moins la même chose qu'a voulu dire Santiago Calatrava
											quand il a dit : ""La lumière,
											je la crée dans mes bâtiments pour l'opulence. ""
											Il ne parlait pas de l'opulence d'un dîner de gala,
											opposé à un dîner sur le pouce,
											mais il parlait en réalité de l'opulence
											de la qualité des bâtiments pour les gens.
											Il parlait de pouvoir voir le ciel,
											et de pouvoir ressentir le soleil.
											Et il a créé ces splendides bâtiments
											où vous pouvez voir le ciel,
											et où vous pouvez ressentir le soleil,
											qui nous procurent une meilleure vie dans notre environnement bâti,
											simplement grâce à l'importance de la lumière,
											dans son éclat comme dans ses ombres.
									","
											So würden wir normalerweise unsere Büros beleuchten.
											Dafür gibt es Richtlinien und Standards,
											die angeben, dass das Licht einen bestimmten Lux-Wert aufweisen soll
											und sehr gleichmäßig strahlen soll.
											So wird anhand einer regelmäßigen Anordnung von Lampen
											von einer Wand zur anderen
											eine gleichmäßige Beleuchtung erzielt.
											Das unterscheidet sich sehr
											von dem Beispiel von Le Corbusier,
											das ich ihnen gerade gezeigt habe.
											Wenn wir diese Richtlinien und Standards
											auf das Pantheon in Rom anwenden würden,
											würde es nie so wie heute ausgesehen haben,
											da dieser wunderschöne, natürliche
											Lichteinfall
											nur zu sehen ist,
											weil in diesem Gebäude auch Dunkelheit herrscht.
											So ähnlich sagte das auch Santiago Calatrava
											mit dem Spruch: ""Licht lasse ich in meine Gebäude
											aus Gründen der Behaglichkeit einfließen.""
											Damit meinte er nicht den Komfort eines Fünf-Gänge-Menüs
											gegenüber einem Ein-Gang-Menü,
											sondern er meinte wirklich den Komfort
											der Gebäudequalität für die Menschen.
											Er meinte damit, dass man den Himmel sehen
											und auch die Sonne genießen kann.
											Er hat diese phantastischen Gebäude entworfen,
											in denen sie den Himmel sehen können
											und in denen sie auch die Sonne genießen können.
											Dies trägt in der bebauten Umgebung allein durch die
											Bedeutung des Lichts
											mit seiner Helligkeit und den Schatten, die es wirft, zu einer besseren Lebensqualität bei.
									",Why light needs darkness,Rogier van der Heide,16:51,"TEDx,architecture,design"
"
","
","
","
","
",Why light needs darkness,Rogier van der Heide,16:51,"TEDx,architecture,design"
"
											Todo se reduce, por supuesto, al sol.
											Y esta imagen del sol puede sugerir
											que es algo malo y agresivo.
											Pero no deberíamos olvidar que toda la energía del planeta
											en realidad viene del sol.
											Y la luz es sólo una manifestación
											de esa energía.
											El sol es para la dinámica, para los cambios de color,
											el sol es para la belleza de nuestro entorno
											como en este edificio:
											el High Museum de Atlanta,
											creado por Renzo Piano, de Italia,
											junto con Arup Lighting,
											un equipo brillante de diseñadores de iluminación
											que crearon
											una modulación muy sutil de luz
											a través del espacio
											en respuesta a la acción del sol en el exterior
											gracias a esas espléndidas aberturas del techo.
											Así que indirectamente
											puede verse el sol.
											Y para eso crearon
											un elemento edilicio integral
											para mejorar la calidad del espacio
											que rodea a los visitantes del museo.
											Crearon esta sombra
											que pueden ver aquí
											que en realidad cubre el sol
											pero se abre de par en par a la luz del cielo.
											Y aquí pueden ver
											cómo idearon un hermoso proceso de diseño
											con modelos físicos
											con métodos tanto cuantitativos como cualitativos
											para llegar a una solución final
											verdaderamente integrada y completamente holística
											a la arquitectura.
											Y se permitieron algunos errores en el trayecto.
											Como pueden ver aquí hay partes de iluminación directa en el piso
											pero es fácil adivinar de dónde viene.
											Y le permiten a la gente de ese edificio
											disfrutar realmente del sol,
											de la parte buena del sol.
									","
											Tudo se resume, é claro, ao sol.
											Esta imagem do sol pode sugerir
											que o sol é algo de maléfico e agressivo.
											Mas não devemos esquecer
que toda a energia neste planeta
											vem, na verdade, do sol.
											E a luz é apenas uma manifestação
dessa energia.
											O sol é para a dinâmica,
para as mudanças de cor.
											O sol é para a beleza
no nosso meio ambiente,
											como neste edifício
— o High Museum em Atlanta —
											que foi criado por Renzo Piano de Itália,
juntamente com Arup Lighting,
											uma equipa brilhante
de ""designers"" de iluminação,
											que criaram uma modulação
de luz muito subtil através do espaço,
											correspondendo ao que o sol faz lá fora,
											apenas devido a todas estas
belas aberturas no telhado.
											Então, de forma indireta,
conseguimos ver o sol.
											Criaram um elemento integral do edifício
											para melhorar a qualidade do espaço
que rodeia os visitantes do museu.
											Criaram esta persiana que veem aqui,
											que tapa o sol,
											mas que se abre para a boa luz do céu.
											E aqui vemos como eles conceberam
um belo processo de ""design""
											com modelos físicos,
											com métodos quantitativos e qualitativos,
											para chegar a uma solução final
verdadeiramente integrada
											e totalmente abrangente
com a arquitetura.
											Permitiram-se alguns erros
ao longo do caminho.
											Como vemos aqui,
há alguma luz direta no chão,
											mas eles conseguiram facilmente
descobrir de onde vinha.
											E deram às pessoas naquele edifício
a possibilidade de desfrutar o sol,
											a parte boa do sol.
									","
											Bütün bunların kaynağı tabi ki güneş.
											Ve bu güneş görseli diyebilir ki
											güneş şeytani ve agresiftir.
											Ama unutmamalıyız ki bu gezegenin
											bütün enerjisi güneşten geliyor.
											Ve ışık o enerjinin
											tek gösterimi.
											Güneş dinamik içindir, renk değişimleri için,
											güneş çevremizdeki güzeliik içindir,
											tıpkı bu binadaki gibi —
											Atlanta'daki High Müzesi,
											İtalya'dan Renzo Piano tarafından yapılmış,
											Arup Işıklandırma ile beraber,
											Çatıdaki bütün bu güzel açıklıklar sayesinde
											güneşin dışarıda yaptıklarına
											boşluk boyunca tepki veren,
											çok iyi bir ışıklandırmayı oluşturdular.
											ışıklandırma mühendislerinden
											oluşan çok parlak bir takım.
											Yani indirekt olarak,
											güneşi görebiliyorsunuz.
											Ve yaptıkları şey müzenin
											ziyaretçilerini saran
											boşluğun kalitesini artırmak üzere
											dahili inşa elementi yaratmaktı.
											burada görebileceğiniz bu
											gölgeyi oluşturdular,
											güneşi kapatan,
											ama gökyüzünden gelen güzel ışığa açık olan.
											Ve burada da güzel tasarım
											sürecini nasıl işlediklerini görebilirsiniz
											fiziksel modeller ile beraber
											nicel olarak, aynı zamanda nitel olarak,
											tamamen dahili ve tamamen bütünsel
											final çözümüne erişmek için
											mimari ile beraber.
											Kendilerine yol boyunca birkaç hata yapma izni verdiler.
											Burada gördüğünüz üzere, yerde biraz doğrudan ışık var,
											ama bunun nereden geldiğini kolayca anlayabilirler.
											Ve bu binadaki insanların
											güneşten gerçekten keyif almalarını sağlayabilirler
											güneşin iyi tarafını.
									","
											Tout cela se réduit, bien sûr, au soleil.
											Cette image pourrait faire penser
											que le soleil est quelque chose de mauvais et agressif.
											Mais il ne faut pas oublier que toute l'énergie sur notre planète
											vient en réalité du soleil.
											Et que la lumière n'est qu'une manifestation
											de cette énergie.
											Le soleil apporte la dynamique, les changements de couleur,
											le soleil apporte la beauté dans notre environnement,
											comme dans ce bâtiment —
											le High Museum, à Atlanta,
											qui a été créé par Renzo Piano, d'Italie,
											avec Arup Lighting,
											une brillante équipe de designers d'éclairage,
											qui ont créé
											une très subtile modulation de la lumière
											à travers l'espace,
											correspondant à ce que le soleil fait à l'extérieur,
											rien que par toutes ces magnifiques ouvertures dans le plafond.
											Ainsi, d'une façon indirecte,
											vous pouvez voir le soleil.
											Et ce qu'ils ont fait,
											c'est qu'ils ont créé un élément de construction intégré
											afin d'améliorer la qualité de l'espace
											qui entoure le visiteur du musée.
											Ils ont créé ce pare-soleil
											que vous pouvez voir ici,
											qui cache vraiment le soleil,
											mais laisse entrer la bonne lumière qui vient du ciel.
											Et là vous pouvez voir
											comment ils ont élaboré un magnifique processus de conception
											avec des modèles physiques,
											avec des méthodes aussi bien quantitatives que qualitatives,
											pour arriver finalement à une solution
											qui est réellement intégrée et complètement cohérente
											avec l'architecture.
											Ils se sont permis quelques erreurs en chemin.
											Comme vous pouvez le voir là, il y a un peu de lumière directe qui arrive au sol,
											mais ils ont pu facilement trouver d'où cela venait.
											Et ils permettent aux gens dans ce bâtiment
											de vraiment profiter du soleil,
											des bons côtés du soleil.
									","
											Es läuft alles auf die Sonne hinaus.
											Und dieses Bild von der Sonne könnte suggerieren,
											dass die Sonne etwas schlechtes und schädliches ist.
											Jedoch sollten wir nicht vergessen, dass die gesamte Energie auf diesem Planeten
											von der Sonne erzeugt wird.
											Das Licht ist nur ein Ergebnis
											dieser Energie.
											Die Sonne steht für Dynamik, Farbveränderung und
											für Schönheit in unserer Umwelt,
											wie in diesem Gebäude —
											dem High Museum of Art in Atlanta (USA),
											das von dem Italiener Renzo Piano
											zusammen mit Arup Lighting,
											einem ausgezeichneten Team von Lichtdesignern entwickelt wurde,
											die
											angesichts der Sonnenstrahlen draußen
											eine äußerst feine Lichtmodulation im Raum schaffen,
											bedingt durch die
											kreativ gestalteten, offenen Bereiche im Dach.
											Indirekt können sie so
											die Sonne wahrnehmen.
											Es wurde ein
											wesentliches Bauelement geschaffen,
											mit dem die Qualität des Raumes verbessert wird,
											in dem sich die Besucher des Museums aufhalten.
											Sie haben diesen Schatten,
											den sie hier sehen können
											und der eigentlich die Sonne bedeckt,
											jedoch das Himmelslicht hindurchlässt, geschaffen.
											Hier sehen sie, wie ein
											ein schöner Designprozess
											mit physikalischen Modellen
											und quantitativen sowie qualitativen Methoden
											wirklich gestaltet wurde, um am Ende eine Lösung zu erzielen,
											die wirklich in die Architektur integriert ist
											und alle Aspekte umfasst.
											Auf dem Weg zur richtigen Lösung passierten einige Fehler.
											Wie sie hier sehen können, fällt Licht direkt auf den Boden,
											jedoch konnte ohne Probleme herausgefunden werden, wo es herkommt.
											In diesem Gebäude dürfen die Besucher
											die Sonne wirklich genießen,
											den positiven Aspekt der Sonne.
									",Why light needs darkness,Rogier van der Heide,16:51,"TEDx,architecture,design"
"
","
","
","
","
",Why light needs darkness,Rogier van der Heide,16:51,"TEDx,architecture,design"
"
											Y disfrutar del sol
											puede hacerse de muchas maneras, claro.
											Puede ser de este modo
											o quizá así, un modo bastante peculiar,
											pero esto es en 1963:
											el avistaje de un eclipse solar
											en Estados Unidos.
											Y está un poco brillante allí
											así que estas personas han encontrado una solución muy interesante.
											Creo que esta es una imagen muy ilustrativa de lo que trato de decir:
											que la hermosa dinámica del sol
											al incorporar esto a la construcción
											crea una calidad en nuestro entorno construido
											que de verdad mejora nuestras vidas.
											Y se trata tanto de oscuridad
											como de iluminación, por supuesto,
											porque, de lo contrario, no se ven estas dinámicas.
									","
											Desfrutar o sol pode acontecer
de muitas maneiras diferentes.
											Pode ser simplesmente assim,
											ou talvez assim,
o que é bastante peculiar,
											mas isto é em 1963,
											a observação de um eclipse do sol
nos EUA.
											A luz lá em cima é brilhante demais,
											por isso estas pessoas encontraram
uma solução intrigante.
											Penso que esta é uma imagem ilustrativa
do que estou a tentar dizer.
											A bela dinâmica do sol,
trazendo estes elementos para o edifício,
											cria uma qualidade
no nosso ambiente construído
											que melhora as nossas vidas.
											Tem tanto a ver com a escuridão
como com a luminosidade, é claro,
											porque de outra forma
não vemos esta dinâmica.
									","
											Ve güneşten keyif almak
											tabi ki birçok yolla olabilir.
											Tam bu şekilde olabilir,
											ya da bu şekilde, ki bu daha tuhaf,
											ama bu 1963'te —
											ABD'deki bir güneş tutulmasını
											izlerken.
											orası sadece biraz daha parlak,
											yani bu insanlar çok merak uyandırıcı bir yol bulmuşlar.
											Bu, bence, demek istediğim şeyin güzel bir gösterimi —
											güneşin güzel dinamği,
											bunları binalara getiriyor,
											hayatımızı iyileştiren, inşa edilmiş
											çevremizin kalitesini oluşturuyor.
											Ve aydınlıkla ilgili olduğu
											kadar karanlıkla da ilgili, tabi ki,
											çünkü diğer türlü bu dinamikleri göremezsiniz.
									","
											Profiter du soleil
											peut se faire de toutes sortes de façons, bien sûr.
											Ça peut être juste ça,
											ou peut-être ça, ce qui est assez spécial,
											mais c'est en 1963 —
											l'observation d'une éclipse de soleil
											aux États-Unis.
											C'est juste un peu trop lumineux là haut,
											alors ces gens ont trouvé une solution très bizarre.
											Ceci, je pense, est une image très représentative de ce que j'essaie de dire —
											que de faire entrer dans les bâtiments
											les magnifiques variations du soleil,
											crée une qualité de notre environnement bâti
											qui améliore vraiment notre vie.
											Et tout cela est tout autant une question d'ombre
											que de lumière, bien sûr,
											parce que sinon vous ne voyez pas ces variations.
									","
											Die Sonne genießen,
											das kann natürlich auf unterschiedliche Art und Weise erfolgen.
											Entweder so
											oder auch so, was etwas seltsam anmutet.
											Es ist ein Bild aus dem Jahr 1963 —
											der Blick auf die Sonnenfinsternis
											in den USA.
											Da es dort oben etwas hell ist,
											haben diese Leute eine sehr interessante Lösung gefunden.
											Dies ist meiner Meinung nach ein sehr anschauliches Bild für das, was ich sagen möchte —
											dass die großartige Dynamik der Sonne,
											die in das Gebäude fließt,
											eine Qualität unserer bebauten Umgebung schafft,
											die sich positiv auf unser Leben auswirkt.
											Es geht im Wesentlichen um Dunkelheit
											genauso wie es natürlich um Helligkeit geht,
											da die Dynamik sonst nicht erfahrbar wäre.
									",Why light needs darkness,Rogier van der Heide,16:51,"TEDx,architecture,design"
"
","
","
","
","
",Why light needs darkness,Rogier van der Heide,16:51,"TEDx,architecture,design"
"
											A diferencia de la primera oficina que mostré
											al principio de la charla
											esta es una oficina muy conocida, del White Group.
											Hacen consultoría en energía ecológica, o algo así.
											Y realmente ponen en práctica lo que predican
											porque esta oficina no tiene ningún tipo de iluminación eléctrica.
											Tienen por un lado
											este gran ventanal
											para permitir que la luz solar
											penetre en el espacio
											y cree allí una hermosa calidad y un gran rango dinámico.
											Así puede que sea muy tenue por allá, y uno hace su trabajo,
											y que sea muy brillante por allá, y uno hace su trabajo.
											Pero en realidad el ojo humano
											resulta ser notablemente adaptable
											a todas estas diferentes condiciones de iluminación
											que juntas crean un ambiente
											que nunca es aburrido y nunca es apagado
											y, por lo tanto, nos ayudan a mejorar nuestras vidas.
									","
											Por oposição ao primeiro escritório
que vos mostrei no início da palestra,
											este é um escritório
muito conhecido, o White Group.
											Estão na área da consultoria
sobre energia verde, ou algo do género.
											Eles realmente fazem o que pregam,
											porque este escritório não tem
nenhum tipo de luz elétrica.
											Tem apenas num dos lados
esta grande janela de vidro
											que deixa entrar a luz do sol
pelo espaço dentro
											e criar uma bela qualidade
e uma grande escala dinâmica.
											Pode estar ali bastante escuro
e fazem o vosso trabalho,
											e pode estar muito luminoso
e fazem o vosso trabalho.
											Mas na verdade o olho humano
revela-se extraordinariamente adaptável
											a todas estas diferentes condições de luz
											que no seu conjunto criam um ambiente
											que nunca é chato e nunca é aborrecido,
e nos ajuda a melhorar a nossa vida.
									","
											Kounuşmanın başında gösterdiğim ofisin
											tersine, White Group'a ait olan
											bu ofiste.
											Onlar yenilenebilir enerji danışmanlığı işindeler.
											Ve gerçekten yapmak istedikleri şeyi gösteriyorlar,
											çünkü ofiste elektrik aydınlatması yok.
											Sadece bir tarafta
											bu büyük, cam pencere var
											güneş ışığının içerideki boşluğa
											girmesine izin veriyor
											güzel bir kalite ve güzel bir dinamik aralığı oluşuyor.
											Yani bir taraf çok karanlık olabilir, işinizi yaparsınız,
											ya da öbür taraf aydınlık olabilir, ve işinizi yaparsınız.
											Ama aslında insan gözü
											anlaşılmıştır ki kuvvetli bir biçimde
											asla sıkıcı olmayan asla cansız olmayan
											bu çevreyi yaratan farklı ışık
											koşullarına uyumluluk gösteriyor,
											ve bu yüzden hayatımızı iyileştirmemize yardım ediyor.
									","
											A l'opposé des premiers bureaux que je vous ai montré
											au début de la conférence,
											ceci sont des bureaux très connus, ceux du White Group.
											Ils sont dans le conseil en énergies renouvelables, ou quelque chose comme ça.
											Et ils mettent vraiment en application les principes qu'ils défendent,
											parce que ces bureaux n'ont absolument aucun éclairage électrique.
											Ils n'ont que cette très grande baie vitrée
											sur le côté,
											qui laisse entrer la lumière du soleil
											profondément dans l'espace,
											et crée là une belle qualité, et une grande palette de variations.
											Il peut faire très sombre, ici, et vous devez y travailler,
											et il peut faire très clair, là, et vous devez y travailler.
											Mais en réalité, l'œil humain
											s'adapte remarquablement bien
											à tous ces différents niveaux d'éclairages
											qui ensemble créent un environnement
											qui n'est jamais ennuyeux, jamais terne,
											et ainsi nous aide à améliorer nos vies.
									","
											Im Gegensatz zum ersten Büro, dass ich ihnen
											zu Beginn des Vortrags gezeigt habe,
											ist dies hier ein äußerst bekanntes Bürogebäude, nämlich dass der White-Gruppe.
											Ihr Geschäftsfeld ist die umweltfreundliche Energieberatung oder so ähnlich.
											Dieses Unternehmen setzt das, wofür es steht, in die Praxis um,
											da dieses Büro über gar keine elektrische Beleuchtung verfügt.
											Lediglich auf einer Seite
											gibt es dieses sehr große Glasfenster,
											dass das Sonnenlicht weiter
											in den Raum eindringen lässt
											und dort für einen wunderbaren Lichteinfall sorgt und sehr viel Dynamik schafft.
											So kann es draußen sehr trüb sein und sie können dennoch arbeiten
											oder es kann draußen sehr hell sein und sie können arbeiten.
											Das menschliche Auge
											ist jedoch außergewöhnlich anpassungsfähig
											an all diese unterschiedlichen Lichtbedingungen,
											die zusammen eine Umgebung schaffen,
											die niemals langweilig und trist erscheint
											und uns so zu mehr Lebensqualität verhilft.
									",Why light needs darkness,Rogier van der Heide,16:51,"TEDx,architecture,design"
