en,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
",Titan of terror: the dark imagination of H.P. Lovecraft,Silvia Moreno-García,4:31,"TED-Ed,animation,book,books,novel,culture,fear,poetry,literature,writing,world cultures,arts,innovation,invention"
"
											Arcane books of forbidden lore,
											disturbing secrets in 
the family bloodline,
											and terrors so unspeakable the very 
thought of them might drive you mad.
											By now, these have become standard 
elements in many modern horror stories.
											But they were largely popularized 
by a single author–
											one whose name has become an adjective
											for the particular type of 
terror he inspired.
									","
											Livros misteriosos de saber proibido,
											segredos perturbadores
na linhagem familiar,
											e terrores tão indescritíveis que podem
deixar-nos loucos só de pensar neles.
											Estes tornaram-se elementos padrão
nas modernas histórias de terror.
											Mas foram largamente popularizados
por um autor apenas
											cujo nome se tornou num adjetivo
											para o tipo particular
de terror que ele inspirou.
									","
											Des grimoires de rituels secrets,
											des secrets troublants
dans la lignée familiale,
											des terreurs si intenses que
leur seule évocation conduit à la folie.
											Ce sont les ingrédients standards
des histoires d'horreur modernes.
											C'est pourtant un seul auteur
qui les a rendus populaires,
											un auteur dont le nom
est devenu un adjectif en anglais
											pour qualifier un genre particulier
de terreur qu'il inspire.
									","
											Yasak ilimlerin esrarlı kitapları,
											aile soyunun huzursuz eden sırları
											ve dehşetin, düşüncesinin bile
sizi delirtmeye yeteceği tarifsiz hali.
											Şimdi bunlar birçok modern korku öyküsünün
klasik ögeleri haline gelmiş durumdalar.
											Fakat büyük ölçüde tek bir yazar
tarafından meşhur edilmişlerdi-
											ismi, uyandırdığı özgün korku türü
											ile sıfatlaşan biri.
									",Titan of terror: the dark imagination of H.P. Lovecraft,Silvia Moreno-García,4:31,"TED-Ed,animation,book,books,novel,culture,fear,poetry,literature,writing,world cultures,arts,innovation,invention"
"
","
","
","
",Titan of terror: the dark imagination of H.P. Lovecraft,Silvia Moreno-García,4:31,"TED-Ed,animation,book,books,novel,culture,fear,poetry,literature,writing,world cultures,arts,innovation,invention"
"
											Born in Providence, Rhode Island in 1890,
											Howard Phillips Lovecraft grew up 
admiring the Gothic horror stories
											written by Edgar Allan Poe 
and Robert Chambers.
											But by the time he began writing in 1917,
											World War I had cast a long 
shadow over the arts.
											People had seen real horrors,
											and were no longer frightened 
of fantastical folklore.
											Lovecraft sought to invent a 
new kind of terror,
											one that responded to the rapid 
scientific progress of his era.
											His stories often used scientific elements
to lend eerie plausibility.
											In ""The Colour out of Space,""
											a strange meteorite falls near 
a farmhouse,
											mutating the farm into a 
nightmarish hellscape.
											Others incorporated scientific 
methodology into their form.
											""At the Mountains of Madness"" is written 
as a report of an Antarctic expedition
											that unearths things better 
left undiscovered.
											In others, mathematics themselves 
become a source of horror,
											as impossible geometric configurations
											wreak havoc on the minds of 
any who behold them.
											Like then-recent discoveries of 
subatomic particles or X-rays,
											the forces in Lovecraft’s fiction 
were powerful,
											yet often invisible and indescribable.
											Rather than recognizable monsters,
graphic violence, or startling shocks,
											the terror of “Lovecraftian” horror lies 
in what’s not directly portrayed–
											but left instead to the dark depths 
of our imagination.
									","
											Nascido em Providence,
Rhode Island em 1890,
											Howard Phillips Lovecraft cresceu
a admirar as histórias de terror góticas,
											escritas por Edgar Allan Poe
e Robert Chambers.
											Mas quando começou a escrever em 1917,
											a Primeira Guerra Mundial tinha lançado
uma longa sombra sobre as artes.
											As pessoas tinham visto horrores reais
											e já não tinham medo
do folclore fantástico.
											Lovecraft procurou inventar
um novo tipo de terror
											que respondesse ao rápido
progresso científico da época.
											As suas histórias usavam
elementos científicos
											para tornar plausível o assustador.
											Em ""A Cor que Caiu do Céu"",
											um estranho meteorito
cai perto de uma quinta,
											transformando a quinta
num verdadeiro pesadelo.
											Outros incorporavam uma metodologia
científica no seu formato.
											""A Casa das Bruxas"" é escrito como
um relatório de uma expedição à Antártida
											que desenterra coisas que seria
preferível não descobrir.
											Noutros, os próprios matemáticos
tornam-se uma fonte de terror,
											quando impossíveis
configurações geométricas
											causam o caos na mente
de quem as contempla.
											Tal como as descobertas recentes na época
de partículas subatómicas ou raios X,
											as forças na ficção de Lovecraft
eram poderosas,
											mas, muitas vezes invisíveis
e indescritíveis.
											Em vez de monstros reconhecíveis,
violência gráfica ou choques assustadores,
											o horror do terror ""lovecraftiano""
não está no que é diretamente explícíto,
											mas sim no que se encontra nas profundezas
obscuras da nossa imaginação.
									","
											Né à Providence,
dans le Rhode Island en 1890,
											Howard Phillips Lovecraft a grandi
											en admirant les histoires
d'horreur gothiques
											d'Edgar Allan Poe et Robert Chambers.
											Quand il a commencé à écrire en 1917,
											la première guerre mondiale
avait déjà assombri les arts.
											Les gens avaient été témoins d'atrocités
											et ne se laissaient plus effrayer
par un folklore fantastique.
											Alors, Lovecraft a imaginé
une nouvelle forme de terreur
											qui correspondait aux progrès rapides
de la science à cette époque.
											Des éléments scientifiques rendaient
ses histoires sinistrement plausibles.
											Dans « La couleur tombée du ciel »,
											une étrange météorite tombe
à proximité d'une ferme,
											la transformant en lieu
de désolation cauchemardesque.
											D'autres récits sont structurés
selon la méthode scientifique.
											« Les montagnes hallucinées »
prend la forme d'un rapport d'expédition
											dans l'Antarctique
											qui découvre des choses
qui ne devraient pas être révélées.
											D'autres récits encore font
des mathématiques une source de terreur,
											quand des configurations
géométriques impossibles
											rendent fous les esprits
qui y réfléchissent.
											Tout comme les découvertes récentes
des particules subatomiques, des rayons X,
											les forces dans l'univers
de Lovecraft sont puissantes,
											invisibles et indescriptibles.
											Négligeant les monstres reconnaissables,
la violence graphique et les chocs,
											la terreur de l'horreur de Lovecraft
réside dans son évanescence,
											laissant un vide à combler
											par les sombres profondeurs
de notre imaginaire.
									","
											1890'da Rhode Island, Providence'da doğan
											Howard Phillips Lovecraft,
Edgar Allan Poe ve Robert Chambers'ın
											Gotik korku hikayelerine
hayran kalarak büyüdü.
											Fakat 1917'de yazmaya başladığında
											1. Dünya Savaşı sanatın üzerine
büyük bir gölge düşürmüştü.
											İnsanlar gerçek dehşetler görmüş,
											fantastik folklordan korkmaz olmuştu.
											Lovecraft, çağının seri
bilimsel gelişimine yanıt veren
											yeni bir tür korku yaratma
arayışına girdi.
											Öyküleri, ürpertici bir makullük sunmak
için bilimsel öğeleri sıklıkla kullanırdı.
											""The Colour out of Space""te,
											tuhaf bir göktaşı
bir çiftlik evinin yakınına düşüp
											çiftliği kabustan çıkma
bir sahneye dönüştürür.
											Diğerleri bilimsel metodolojiyi
romanlaştırdı.
											""At the Mountains of Madness""ta
keşfedilmemesi daha hayırlı olan şeyleri
											gün yüzüne çıkaran bir Antarktika
seferinin raporu olarak yazılıyor.
											Diğerlerinde, imkansız
geometrik konfigürasyonlar
											görenlerin zihinlerini tahrip ederken
											matematiğin kendisi
dehşetin kaynağı haline geliyor.
											O zamanın yeni keşifleri,
atomaltı parçacıklar ve X-ray ışınlar gibi
											Lovecraft'in kurgusundaki
güçler de kudretli
											fakat çoğunlukla 
tarifsiz güçlerdi.
											Tanınmış canavarlar, grafik şiddet,
sarsıcı şoklardan ziyade
											""Lovecraftvari"" korkunun dehşeti
açıkça betimlenmeyende yatar.
											Hayal gücümüzün 
karanlık derinlerine bırakılır.
									",Titan of terror: the dark imagination of H.P. Lovecraft,Silvia Moreno-García,4:31,"TED-Ed,animation,book,books,novel,culture,fear,poetry,literature,writing,world cultures,arts,innovation,invention"
"
","
","
","
",Titan of terror: the dark imagination of H.P. Lovecraft,Silvia Moreno-García,4:31,"TED-Ed,animation,book,books,novel,culture,fear,poetry,literature,writing,world cultures,arts,innovation,invention"
"
											Lovecraft’s dozens of short stories, 
novellas, and poems
											often take place in the same 
fictional continuity,
											with recurring characters, locations, 
and mythologies.
											At first glance,
											they appear to be set within Lovecraft’s 
contemporary New England.
											But beneath the surface of this seemingly 
similar reality lie dark masters,
											for whom Earth’s inhabitants 
are mere playthings.
									","
											As dúzias de contos, de novelas e poemas
											passam-se maioritariamente
na mesma continuidade ficcional,
											com personagens, locais
e mitologias recorrentes.
											À primeira vista,
											parecem estar situadas na Nova Inglaterra
contemporânea de Lovecraft.
											Mas por trás desta realidade
aparentemente similar,
											estão mestres sombrios,
											para quem os habitantes
da Terra são meros brinquedos.
									","
											Les dizaines de nouvelles, de romans
et de poèmes écrits par Lovecraft
											sont souvent situés
dans le même continuum fictionnel,
											avec les mêmes personnages,
les mêmes lieux et les mêmes mythes.
											Au premier regard,
											ils semblent se situer
dans la Nouvelle-Angleterre de Lovecraft.
											Mais des maîtres maléfiques qui règnent
sous la surface de cette réalité illusoire
											jouent avec les Terriens comme des pions.
									","
											Lovecraft'in düzinelerce kısa öyküsü,
kısa romanı ve şiiri
											çoğunlukla yinelenen karakterler,
yerler ve mitolojiyle
											aynı kurgusal sürecin içinde yer alır.
											İlk bakışta
											Lovecraft'in çağdaş New England'ında
geçer gibi görünürler.
											Fakat bu benzer görünüşteki
gerçekliğin altında
											Dünya sakinlerini kuklaya çevirmiş
kara ustalar barınır.
									",Titan of terror: the dark imagination of H.P. Lovecraft,Silvia Moreno-García,4:31,"TED-Ed,animation,book,books,novel,culture,fear,poetry,literature,writing,world cultures,arts,innovation,invention"
"
","
","
","
",Titan of terror: the dark imagination of H.P. Lovecraft,Silvia Moreno-García,4:31,"TED-Ed,animation,book,books,novel,culture,fear,poetry,literature,writing,world cultures,arts,innovation,invention"
"
											More like primordial forces 
than mere deities,
											Lovecraft’s Great Old Ones lurk at 
the corners of our reality.
											Beings such as Yog-Sothoth,
											“who froths as primal slime 
in nuclear chaos
											beyond the nethermost outposts 
of space and time.”
											Or the blind, idiot god Azathoth,
											whose destructive impulses are 
stalled only by
											the “maddening beating of vile drums
											and the thin monotonous whine 
of accursed flutes.”
									","
											Mais como forças primordiais
do que meras divindades,
											os ""grandes anciãos"" de Lovecraft
escondem-se nos cantos da nossa realidade.
											Criaturas como Yog-Sothoth,
											""que espuma como o lodo primitivo
no caos nuclear
											""para além dos limites
do espaço e do tempo.""
											Ou o deus cego e idiota, Azathoth,
											cujos impulsos destrutivos
são apenas travados
											""pelo bater enlouquecedor de tambores vis
											""e pelo lamento fino e monótono
de flautas malditas.""
									","
											Plus proches des forces primitives
que de déités,
											les « grands anciens » rodent
dans les replis de notre réalité.
											Des créatures comme Yog-Sothoth,
											des substances visqueuses
venues du chaos nucléaire,
											demeurent dans l'espace liminal
de l'espace-temps.
											Le dieu aveugle et stupide Azathoth,
											dont les pulsions destructrices
sont freinées uniquement
											par les pulsations affolantes
de tambours maléfiques
											et les gémissements monotones
de flûtes ensorcelées.
									","
											Lovecraft'ın saf ilahlardan çok
ilkel güçler olan Yüce Eskiler'i
											gerçekliğimizin köşelerinde pusudadır.
											Zaman ve uzayın derinliklerindeki

											nükleer kaostan meydana gelen
											sümüksü Yog-Sothoth
											veya yıkıcı içgüdülerini 
baskılamaya ancak
											sıkıcı davulların ve tekdüze
sesler veren flütlerin
											gücü yeten kör ve aptal tanrı Azathoth
											gibi yaratıklar.
									",Titan of terror: the dark imagination of H.P. Lovecraft,Silvia Moreno-García,4:31,"TED-Ed,animation,book,books,novel,culture,fear,poetry,literature,writing,world cultures,arts,innovation,invention"
"
","
","
","
",Titan of terror: the dark imagination of H.P. Lovecraft,Silvia Moreno-García,4:31,"TED-Ed,animation,book,books,novel,culture,fear,poetry,literature,writing,world cultures,arts,innovation,invention"
"
											These beings exist beyond our 
conceptions of reality,
											their true forms as inscrutable 
as their motives.
											Lovecraft’s protagonists–
											often researchers, anthropologists, 
or antiquarians–
											stumble onto hints of their existence.
											But even these indirect glimpses are 
enough to drive them insane.
											And if they survive,
											the reader is left with no feeling of 
triumph, only cosmic indifference–
											the terrible sense that we are 
but insignificant specks
											at the mercy of unfathomable forces.
											But perhaps the greatest power 
these creatures had
											was their appeal to Lovecraft’s 
contemporaries.
											During his lifetime,
											Lovecraft corresponded 
with other writers,
											encouraging them to employ elements and 
characters from his stories in their own.
											References to Lovecraftian gods 
or arcane tomes
											can be found in many stories 
by his pen pals,
											such as Robert E. Howard and Robert Bloch.
											Today, this shared universe is called 
the Cthulhu Mythos,
											named after Lovecraft’s infamous blend 
of dragon and octopus.
									","
											Estes seres existem para além
das nossas concepções da realidade,
											as suas verdadeiras formas
tão inescrutáveis como os seus motivos.
											Os protagonistas de Lovecraft,
											frequentemente investigadores,
antropólogos, or antiquários.
											encontram pistas
da sua existência, por acaso.
											Mas até esses vislumbres indiretos
são suficientes para os levar à loucura.
											E se sobrevivem,
											o leitor é deixado sem nenhum sentimento
de triunfo, apenas indiferença cósmica,
											a terrível sensação
de que somos sombras insignificantes
											à mercê de forças insondáveis.
											Mas talvez o maior poder
que estas criaturas tinham
											era o seu apelo aos contempoâneos
de Lovecraft.
											Durante a sua vida,
											Lovecraft trocava cartas
com outros escritores,
											encorajando-os a utilizarem elementos
e personagens das suas histórias.
											Encontramos referências a deuses
de Lovecraft ou a livros misteriosos
											em muitas histórias
dos seus colegas de escrita,
											como Robert E. Howard e Robert Bloch.
											Hoje, este universo partilhado
chama-se Cthulhu Mythos,
											um nome baseado na famigerada
mistura de dragão e polvo de Lovecraft.
									","
											Ces créatures existent dans un autre plan
de réalité que le nôtre
											et leur apparence est aussi insondable
que leur volonté.
											Les personnages de Lovecraft,
											souvent des chercheurs,
des anthropologues ou des antiquaires,
											découvrent par hasard
des indices de leur existence.
											Mais même des rencontres furtives
engendrent la folie.
											S'ils survivent,
											loin de tout sentiment de triomphe,
il ne reste que l'indifférence cosmique,
											la sensation terrifiante que nous sommes
des grains de poussière insignifiants
											à la merci de forces inhumaines.
											Le plus grand pouvoir
de ces créatures est sans doute
											leur magnétisme auprès
des successeurs de Lovecraft.
											Durant sa vie,
											Lovecraft, dans sa correspondance
avec d'autres écrivains,
											les encourage à évoquer des entités
et personnages de ses propres récits.
											On trouve des références aux entités
et grimoires de Lovecraft
											dans de nombreux récits
de ses correspondants,
											Robert E. Howard
et Robert Bloch, par exemple.
											Aujourd'hui, cet univers de fiction
collectif est appelé le Mythe de Cthulhu,
											évoquant un panthéon maléfique de
dragons et de pieuvres cher à Lovecraft.
									","
											Bu varlıklar, gerçeklik algımızın ötesinde
var olurlar ve
											asıl formları anlatıldığı kadar
esrarengizdir.
											Lovecraft'ın kahramanları
											genelde bu varlıkların varlığının 
ipucuna denk gelen araştırmacılar
											antropologlar veya antika 
meraklılarıdır.
											Küçük bir görüntü bile bu insanları
meraktan çıldırtmaya yeter.
											Eğer hayatta kalabilirlerse
											okuyucu zafer hissinden çok 
küçüklüğünü hisseder.
											Evrende akıl ermez güçlerin 
merhametine kalmış küçücük
											noktalardan biri olduğu hissine kapılır.
											Belki de bu yaratıkların en büyük gücü
											Lovecraft'ın modern görüşünün eseri
olmalarıdır.
											Lovecraft, hayatı boyunca
											diğer yazarlarla mektuplaştı
											onları kendi karakterlerini 
kullanmaya teşvik etti.
											Lovecraftvari tanrılar veya 
gizemli kitaplarına göndermeler
											Robert E. Howard ve Robert Bloch gibi

											mektup arkadaşlarının hikayelerinde
çokça mevcuttur.
											Bugün, yarattığı kurgusal evren,
az bilindik ahtapot ejderha karışımı
											bir yaratığın adıyla anılıyor: 
Cthulhu Mitoları.
									",Titan of terror: the dark imagination of H.P. Lovecraft,Silvia Moreno-García,4:31,"TED-Ed,animation,book,books,novel,culture,fear,poetry,literature,writing,world cultures,arts,innovation,invention"
