fr,en,tr,de,es,title,speaker,duration,tags
"
","
","
","
","
",Take health care off the mainframe,Eric Dishman,16:41,"business,health,health care,science,technology"
"
											Si vous pensez au téléphone
											et Intel™ a testé
											de nombreux projets dont je vais vous parler
											sur les 10 dernières années
											dans près de 600 foyers pour personnes âgées
											300 en Irlande et 300 à Portland
											en essayant de comprendre comment mesurer
											et surveiller le comportement
											dans une optique médicalement significative ?
									","
											If you think about the phone —
											and Intel has tested
											a lot of the things I'm going to show you,
											over the last 10 years,
											in about 600 elderly households —
											300 in Ireland, and 300 in Portland —
											trying to understand: How do we measure
											and monitor behavior
											in a medically meaningful way?
									","
											Telefonu düşünün —
											Size burada göstereceğim
											şeylerin pek çoğunu Intel
											son 10 yıldır
											yaşlılara ait 600 kadar evde test etti —
											İrlanda'da 300, Portland'da da 300 —
											davranışları ne şekilde gözleyip
											ölçümleyerek tıbben anlamlı
											hale getirebileceğimizi anlamaya çalışıyoruz.
									","
											Denken Sie einmal über das Telefon nach –
											Intel hat über die letzten 10 Jahre
											jede Menge Sachen getestet,
											die ich Ihnen gleich zeigen werde,
											in etwa 600 Haushalten älterer Menschen –
											300 in Irland und 300 in Portland –
											und versuchte zu verstehen: Wie messen und überwachen
											wir Verhalten
											auf medizinisch aussagekräftige Weise?
									","
											Si pensamos en el teléfono,
											e Intel ha investigado
											muchas de las cosas que voy a mostrárles
											en los últimos 10 años
											en unas 600 viviendas de personas mayores,
											300 en Irlanda y 300 en Portland,
											intentando comprender cómo medir
											y seguir comportamientos
											de un módo médicamente significativo.
									",Take health care off the mainframe,Eric Dishman,16:41,"business,health,health care,science,technology"
"
","
","
","
","
",Take health care off the mainframe,Eric Dishman,16:41,"business,health,health care,science,technology"
"
											Bien, si vous pensez au téléphone
											il s'agit d'un objet que nous pouvons utiliser de différentes manières
											pour en fait aider les personnes à prendre le bon médicament au bon moment.
											Nous sommes en train de tester ces sortes de simples
											technologies d'émetteurs-récepteurs déjà dans les foyers
											afin que chaque téléphone auquel tout senior est déjà familiarisé
											puisse les aider à gérer leurs médicaments.
											De nombreuses personnes décrochent le téléphone
											et c'est notre système qui leur murmure ce qu'ils doivent prendre,
											et ils ont font comme si ils avaient une conversation avec un ami.
											Ils ne sont pas embarrassés par une boîte à médicaments
											posée sur leur table de cuisine et qui leur dit plutôt,
											""Je suis vieux et frêle.""
											C'est de la technologie furtive
											qui les aide à accomplir la simple tâche
											de prendre le bon médicament au bon moment.
									","
											And if you think about the phone, right,
											it's something that we can use for some incredible ways
											to help people actually take the right medication at the right time.
											We're testing these kinds of simple
											sensor-network technologies in the home
											so that any phone that a senior is already comfortable with
											can help them deal with their medications.
											And a lot of what they do is they pick up the phone,
											and it's our system whispering to them which pill they need to take,
											and they fake like they're having a conversation with a friend.
											And they're not embarrassed by a meds caddy that's ugly,
											that sits on their kitchen table and says,
											""I'm old. I'm frail.""
											It's surreptitious technology
											that's helping them do a simple task
											of taking the right pill at the right time.
									","
											Ve telefonu düşünün, tamam mı,
											bu inanılmaz şekillerde kullanabileceğimiz bir şey,
											insanlara doğru ilacı doğru zamanda almaları konusunda yardımcı olabilir.
											Evde, basit algılayıcı network teknolojisi ile
											çalışacak basit şeyleri deniyoruz
											kullanmaya alışkın olduğu bir telefon, yaşlı birine
											ilaçlarını düzene koyma konusunda yardım edebilir.
											Çoğu zaman telefon ahizesini kaldırırlar
											ve bizim sistemimiz hangi ilacı almaları gerektiğini kulaklarına fısıldar,
											çoğu zaman bir arkadaşlarıyla konuşuyormuş gibi yaparlar.
											Böylece mutfak masalarının üzerinde duran ve
											onlara ""yaşlı"" ve ""kırılgan"" olduklarını hatırlatan
											devasa çirkin ilaç kutularından utanmazlar.
											Onlara doğru zamanda doğru ilacı
											almak gibi basit bir işi yapmak için
											gizlice yardım eden bir teknoloji bu.
									","
											Wenn Sie mal über das Telefon nachdenken,
											es lässt sich auf unglaubliche Weise dazu benutzen,
											Menschen bei der Einnahme der richtigen Medizin zur richtigen Zeit zu helfen.
											Wir sind dabei, diese Arten einfacher
											Sensornetzwerk-Technologien im Haus zu testen,
											sodass Telefone, mit denen die Senioren bereits vertraut sind,
											ihnen mit ihren Medikamenten helfen können.
											Oft heben sie ab wenn ihnen unser System zuflüstert,
											welche Pille sie nehmen sollen, und tun so als
											hätten sie ein Gespräch mit einem Freund.
											Eine hässliche Pillenbox auf dem Küchentisch,
											die ihnen sagt:
											""Ich bin alt und gebrechlich"", bringt sie nicht in Verlegenheit.
											Dies ist eine verstohlene Technologie,
											die ihnen hilft bei der einfachen Aufgabe, die richtige
											Pille zur richtigen Zeit einzunehmen.
									","
											Y si pensamos en el teléfono, por ejemplo,
											es algo que podemos utilizar de maneras increíbles
											para ayudar a la gente a que tome la medicación correcta en el momento indicado.
											Estamos probando este tipo de tecnologías
											de redes de sensores por la casa
											para que cualquier teléfono con el que un anciano ya esté familiarizado
											pueda ayudarle a controlar su medicación.
											Y lo que hacen es que descuelgan el teléfono
											y nuestro sistema les susurra al oído la pastilla que deben tomarse,
											mientras fingen que hablan con un amigo.
											Y no se sienten avergonzados por un carrito de medicinas
											que guardan en la cocina y que dice:
											""Soy viejo. Soy débil"".
											Es una tecnología muy discreta
											que les ayuda a realizar la tarea simple
											de tomar la pastilla correcta en el momento indicado.
									",Take health care off the mainframe,Eric Dishman,16:41,"business,health,health care,science,technology"
"
","
","
","
","
",Take health care off the mainframe,Eric Dishman,16:41,"business,health,health care,science,technology"
"
											Mais nous faisons aussi des choses étonnantes avec ces téléphones.
											Parce que lorsque vous répondez au téléphone
											c'est un test cognitif qui s'effectue à chaque fois.
											Regardez plutôt ! Je vais répondre 3 fois au téléphone.
											""Bonjour ? Hey.""
											bien, ça c'est la première fois.
											""Bonjour ? Uh, hey.""
											""Bonjour ? Uh, qui ?
											Oh, hey.""
											D'accord ? De grosses différences
											dans la façon dont j'ai répondu les 3 fois au téléphone.
											Comme nous surveillons l'usage du téléphone
											par les seniors sur une longue période de temps,
											toutes les fractions de seconde
											ce moment de reconnaissance
											soit ils peuvent identifier que l'interlocuteur
											est un ami et ils commencent à lui parler immédiatement,
											soit leur expression est beaucoup plus hésitante
											ils font souvent : ""Qui est-ce ? ... Ah..."" Pas vrai ?
											En attendant cet instant de reconnaissance
											peut constituer le meilleur indicateur précoce du début de la démence
											par rapport à ce que révèle n'importe quel test clinique actuel.
									","
											Now, we also do some pretty amazing things with these phones.
											Because that moment when you answer the phone
											is a cognitive test every time that you do it.
											Think about it, all right? I'm going to answer the phone three different times.
											""Hello? Hey.""
											All right? That's the first time.
											""Hello? Uh, hey.""
											""Hello? Uh, who?
											Oh, hey.""
											All right? Very big differences
											between the way I answered the phone the three times.
											And as we monitor phone usage
											by seniors over a long period of time,
											down to the tenths of a microsecond,
											that recognition moment
											of whether they can figure out that person on the other end
											is a friend and we start talking to them immediately,
											or they do a lot of what's called trouble talk,
											where they're like, ""Wait, who is this? Oh."" Right?
											Waiting for that recognition moment
											may be the best early indicator of the onset of dementia
											than anything that shows up clinically today.
									","
											Şimdi, bu telefonlarla gerçekten epey inanılmaz şeyler yapıyoruz.
											Çünkü telefonu her cevapladığınız an
											bir bilişssel testtir.
											Bir düşünün, tamam mı? Şimdi size üç şekilde telefon cevaplayacağım.
											""Alo? Merhaba.""
											Bu ilki idi.
											""Alo? ......aaa..merhaba.""
											""Alo?.....kim?......
											....aaa....tamam, merhaba.""
											Tamam mı? Telefonu
											üç cevaplayışım arasında çok büyük farklılık var.
											Ve biz yaşlıların telefon kullanımlarını
											uzun zaman sürelerinde izleyip
											milisaniyenin onda birine kadar olan bir
											hassaslıkla analiz ettiğimizde
											karşı tarafta konuşan insanın arkadaşları olduğunu anlayıp
											hemen onlarla konuşmaya başlamaları ile
											""Bir saniye, kim dediniz?....Kim?"" diye başlayan
											sıkıntılı konuşmalarda karşıdakini
											tanıma süresinin artışı arasındaki fark
											bunamanın başlangıcını klinik belirtilerden önce
											erkenden gösteren bir veri olabilir.
									","
											Wir machen aber auch ein paar ganz schön wahnsinnige Sachen mit diesen Telefonen.
											Denn der Moment, indem Sie das Telefon abheben,
											ist jedesmal ein kognitiver Test.
											Denken Sie mal darüber nach. Ich werde jetzt dreimal unterschiedlich einen Anruf annehmen.
											""Hallo? Hey.""
											Alles klar? Das war das erste Mal.
											""Hallo? Erm, hey.""
											""Hallo? Ah, wer?
											Oh, hey.""
											Alles klar? Sehr große Unterschiede
											zwischen den drei Malen, die ich einen Anruf entgegen genommen habe.
											Während wir die Telefonbenutzung von Senioren
											über einen langen Zeitraum hinweg überwachen
											auf Zehntel Mikrosekunden,
											beachten wir den Augenblick des Erkennens,
											wenn sie herausfinden, ob die Person am anderen Ende
											ein Freund ist, und wir fangen sofort mit ihnen zu sprechen an,
											oder ob sie ein Verlegenheitsgespräch führen,
											wie ""Warten Sie, wer ist dran? Oh.""
											Das Warten auf diesen Augenblick des Erkennens
											ist möglicherweise der beste Frühhinweis für den Beginn
											von Demenz, besser als alles, was sich heute klinisch zeigt.
									","
											Ahora bien, también podemos hacer cosas increíbles con estos teléfonos.
											Cada vez que uno descuelga el teléfono
											se produce una prueba cognitiva.
											Vamos a verlo, ¿de acuerdo? Voy a descolgar el teléfono de tres formas distintas.
											""¿Diga? ¡Hola!""
											¿Vale?, esa es la primera.
											""¿Diga? eh..., ¡hola!""
											""¿Diga? eh..., ¿quién?
											¡Ah, hola!""
											¿Vale? Grandes diferencias
											entre cómo he cogido el teléfono las tres veces.
											Y a medida que estudiamos el uso del teléfono
											que hacen los ancianos a lo largo de un periodo de tiempo,
											a nivel de décimas de microsegundo,
											ese momento de reconocimiento
											en el que se ve si pueden reconocer que quien está al otro lado
											es un amigo y empezar a hablarle de inmediato,
											o entran en esos instanstes de desconcierto,
											ese ""Un momento, ¿quién es? ¡Ah!"" ¿Cierto?
											El esperar ese momento de reconocimiento
											puede ser un mejor indicio prematuro de la aparición de demencia
											que cualquier resultado clínico de hoy en día.
									",Take health care off the mainframe,Eric Dishman,16:41,"business,health,health care,science,technology"
"
","
","
","
","
",Take health care off the mainframe,Eric Dishman,16:41,"business,health,health care,science,technology"
"
											Nous appelons cela des marqueurs comportementaux.
											Et il y en a beaucoup d'autres. La personne se dirige-t-elle vers son téléphone
											aussi rapidement qu'elle en a l'habitude lorsqu'il sonne ?
											Est-ce un problème auditif ou un problème physique ?
											Leur voix est elle devenue plus douce ? Nous travaillons beaucoup avec des gens
											atteints d'Alzheimer et surtout de Parkinson.
											Et cette petite voix parfois décelée chez les patients atteints de Parkinson
											peut constituer le meilleur indicateur précoce
											de la maladie de Parkinson 5 à 10 ans avant tout signe clinique.
											Mais ces changements subtils dans votre voix sur une longue période de temps
											sont difficilement perceptibles pour vous-même ou votre épouse avant qu'ils ne deviennent flagrants
											et que votre voix ne devienne si basse.
									","
											We call these behavioral markers.
											There's lots of others. Is the person going to the phone
											as quickly, when it rings, as they used to?
											Is it a hearing problem or is it a physicality problem?
											Has their voice gotten more quiet? We're doing a lot of work with people
											with Alzheimer's and particularly with Parkinson's,
											where that quiet voice that sometimes shows up with Parkinson's patients
											may be the best early indicator
											of Parkinson's five to 10 years before it shows up clinically.
											But those subtle changes in your voice over a long period of time
											are hard for you or your spouse to notice until it becomes so extreme
											and your voice has become so quiet.
									","
											Biz bunlara davranışsal belirteçler diyoruz.
											Daha bunlardan çok var. Kişi telefon çaldığında
											açmak için aynı hızda mı gidiyor?
											Bu bir duyma sorunu ya da fiziksel bir sorun olabilir.
											Sesi daha zayıf mı çıkıyor? Alzheimer ve Parkinson hastası pek çok
											kişiyi inceliyoruz. Özellikle Parkinson hastalarında
											sesin şiddetinde azalma bazen Parkinson hastalığının en erken
											belirtilerinden biri olabiliyor.
											Diğer belirtilerden 5-10 yıl önceden ortaya çıkabiliyor.
											Ama sesinizdeki bu uzun zaman diliminde oluşan bu belli belirsiz
											değişiklikler sizin veya eşinizin dikkatini çekmek için fazla küçük,
											ta ki sesinizi farkedilir halde kısacak kadar bariz oluncaya kadar.
									","
											Wir nennen so etwas Verhaltensmarker.
											Es gibt viele andere. Geht der Angerufene, wenn es klingelt,
											so schnell ans Telefon wie früher?
											Ist es ein Problem mit dem Gehör oder ein körperliches?
											Ist die Stimme leiser geworden? Wir arbeiten viel mit Menschen, die Alzheimer
											und besonders Parkinson haben,
											wo diese leise Stimme, die sich manchmal zeigt, wenn Parkinson aufkommt,
											der beste Frühindikator
											für Parkinson sein kann, 5 bis 10 Jahre bevor es sich klinisch manifestiert.
											Aber diese subtilen Änderungen in Ihrer Stimme über einen langen Zeitraum
											lassen sich schwierig von Ihnen oder ihrem Gatten erkennen, bis es so extrem wird,
											dass Ihre Stimme ganz leise geworden ist.
									","
											A esto lo llamamos marcadores de comportamiento
											Hay muchos más. Cuando esa persona acude a coger el teléfono
											cuando suena, ¿tarda lo mismo que antes?
											¿Es un problema auditivo o físico?
											¿Su voz se va haciendo más tenue? Hemos trabajado mucho con personas
											con Alzheimer y en particular gente con Parkinson
											en los que esa voz más tenue de lo normal en pacientes con Parkinson
											puede ser el mejor indicador prematuro
											de Parkinson de 5 a 10 años antes de su aparición clínica.
											Pero esos cambios se producen durante un largo periodo de tiempo
											que hace difícil que uno mismo o su pareja se dé cuenta hasta que llegue
											al extremo y haya un deterioro claro.
									",Take health care off the mainframe,Eric Dishman,16:41,"business,health,health care,science,technology"
"
","
","
","
","
",Take health care off the mainframe,Eric Dishman,16:41,"business,health,health care,science,technology"
"
											Ainsi les détecteurs observent ce type de timbre de voix.
											Lorsque vous décrochez le téléphone
											combien de trémolo vous avez dans la voix,
											comment cela se traduit-il et quelle est la tendance sur une plus longue période de temps ?
											Rencontrez-vous plus de difficultés à composer les numéros que d'habitude ?
											Y a-t-il un problème de dextérité ? Est-ce le début de l'arthrite ?
											Utilisez-vous aussi souvent le téléphone ? N'êtes-vous pas en train de vous désocialiser ?
											Et en se basant sur ce modèle, que signifie ce déclin de la santé sociale
											en terme de symptômes dans le futur ?
											Et alors, Wow, quelle idée radicale,
											nous serions capables, sauf aux États-Unis,
											d'utiliser cette toute nouvelle technologie
											pour véritablement interagir avec une infirmière ou un médecin à l'autre bout de la ligne.
											Quel grand jour ce sera
											quand nous pourrons faire ce genre de choses pour la première fois.
									","
											So, sensors are looking at that kind of voice.
											When you pick up the phone,
											how much tremor are you having,
											and what is that like, and what is that trend like over a period of time?
											Are you having more trouble dialing the phone than you used to?
											Is it a dexterity problem? Is it the onset of arthritis?
											Are you using the phone? Are you socializing less than you used to?
											And looking at that pattern. And what does that decline in social health
											mean, as a kind of a vital sign of the future?
											And then wow, what a radical idea,
											we — except in the United States —
											might be able to use this newfangled technology
											to actually interact with a nurse or a doctor on the other end of the line.
											Wow, what a great day that will be
											once we're allowed to actually do those kinds of things.
									","
											Bu nedenle algılayıcılarımız sesteki bu ufak değişikliklere bakıyor.
											Telefon ahizesini kaldırdığınızda
											ne kadar eliniz titriyor?
											nasıl bir titreme ve zaman içinde nasıl değişim gösteriyor?
											Telefonu çevirmede daha önce yaşamadığınız bir zorlukla karşılaşıyor musunuz?
											El becerinizde sorun var mı? Bu artrit başlangıcı olabilir mi?
											Telefonu kullanıyor musunuz? Eskiden olduğundan daha az mı sosyalsiniz?
											Bu modele bakıyoruz. Sosyal ilişkilerdeki bu azalma
											geleceğe yönelik hayati bir belirti olabilir mi?
											Ne kadar radikal bir fikir!
											biz, ABD dışında
											bu yeni teknolojiyi gerçek bir hemşire ya da doktor ile
											karşılıklı etkileşime girebilmek için kullanabiliriz.
											Bunları yapma iznimiz olduğu zaman
											çok büyük bir gün olacak.
									","
											Diese Stimmart schauen sich Sensoren an.
											Wenn Sie das Telefon abheben,
											wie viel Tremor haben Sie
											und wie ist es, wie entwickelt es sich mit der Zeit?
											Ist das Wählen für Sie schwieriger geworden?
											Haben Sie ein Problem mit Ihrer Fingerfertigkeit? Ist das der Beginn von Arthritis?
											Benutzen Sie das Telefon? Pflegen Sie weniger Kontakte als früher?
											Diese Muster schauen wir uns an. Was bedeutet dieser Niedergang der sozialen Gesundheit
											als Lebenszeichen für die Zukunft?
											Und dann, wow, was für eine radikale Idee
											wir – außer in den USA –
											könnten diese neumodische Technologie dazu benutzen,
											um tatsächlich mit Pflegern oder Ärzten am anderen Ende der Leitung zu sprechen.
											Wow, was für ein großartiger Tag das wird,
											wenn wir endlich solche Sachen machen können.
									","
											Así que estos sensores buscan esa voz tenue.
											Cuango uno descuelga el teléfono
											¿cuánto le tiembla la mano?,
											¿cómo exáctamente?, ¿cuál es la tendencia a lo largo de un periodo de tiempo?
											¿Le cuesta a uno marcar más que antes?
											¿Es un problema de destreza? ¿Es la aparición de artrítis?
											¿Usa uno el teléfono?, ¿socializa uno menos que antes?
											Y siguiendo ese patrón, ¿en qué se traduce ese declive de la salud social?,
											¿es un indicador de la salud futura?
											Y ahora, wow, ¡qué idea tan radical!,
											podríamos, salvo en los EEUU,
											utilizar esta nueva tecnología
											para poder interactuar con un profesional de la salud al otro lado del aparato.
											¡Qué gran día sería aquel
											en el que podamos hacer este tipo de cosas!
									",Take health care off the mainframe,Eric Dishman,16:41,"business,health,health care,science,technology"
