en,es,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
","
",The work that makes all other work possible,Ai-jen Poo,16:01,"work,social change,society,family,economics,law,activism,trafficking,humanity"
"
											I want to talk to you tonight
											about the work that makes
all other work possible,
											about the millions of women
who go to work in our homes
											every single day,
											caring for children as nannies,
											caring for our loved ones
with disabilities and our elders,
											as home care workers,
											maintaining sanity
in our homes as cleaners.
											It's the work that makes
all other work possible.
											And it's mostly done by women,
more than 90 percent women,
											disproportionately women of color.
											And the work itself is associated with
work that women have historically done,
											work that's been made incredibly invisible
											and taken for granted in our culture.
											But it's so fundamental
to everything else in our world.
											It makes it possible for all of us
to go out and do what we do in the world
											every single day,
											knowing that the most precious aspects
of our lives are in good hands.
									","
											Quiero hablarles esta noche
											sobre el trabajo que hace
todos los demás trabajos posibles,
											sobre el millón de mujeres
que trabajan en nuestros hogares
											todos los días,
											cuidando a los niños como niñeras,
											cuidando a nuestros seres queridos
con discapacidades y a los ancianos
											como cuidadoras domiciliarias,
											y manteniendo la limpieza
de nuestras casas.
											Este es el trabajo que hace
todos los demás trabajos posibles.
											Realizado principalmente por mujeres,
más de 90 % de mujeres,
											y de manera desproporcionada, 
mujeres de color.
											Y este trabajo se asocia con trabajo
que las mujeres realizaron históricamente,
											trabajo que se invisibilizó 
de manera increíble
											que se da por sentado en nuestra cultura.
											Pero que es esencial para todo lo demás 
en nuestro mundo.
											Hace que podamos salir 
y hacer lo que hacemos en el mundo
											todos los días,
											conscientes de que lo más preciado
de nuestras vidas está en buenas manos.
									","
											Quero falar esta noite
											do trabalho que torna possíveis
todos os outros trabalhos,
											dos milhões de mulheres
que trabalham em nossa casa
											todos os dias,
											cuidando das crianças, enquanto amas,
											cuidando dos nossos entes queridos
com deficiências ou dos idosos,
											enquanto cuidadoras domésticas,
											mantendo a limpeza da nossa casa.
											É o trabalho que torna possíveis
todos os outros trabalhos.
											É quase sempre feito por mulheres,
mais de 90% mulheres,
											sobretudo mulheres de cor.
											Este trabalho está associado
com o trabalho
											que as mulheres
sempre fizeram historicamente,
											um trabalho que é incrivelmente invisível
											e considerado um dado adquirido
na nossa cultura.
											Mas é muito importante
para tudo o resto no nosso mundo.
											Torna possível que todos nós saiamos
											e façamos o que fazemos
no mundo, todos os dias,
											sabendo que os aspetos mais preciosos
da nossa vida estão em boas mãos.
									","
											Bu gece sizlere
anlatmak istediğim konu
											hayatın düzenli bir şekilde
devam etmesini sağlayan bir iş hakkında.
											Her gün, evlerimize çalışmaya gelen
milyonlarca kadından bahsediyorum.
											Çocuklarımızın bakımını üstleniyorlar;
											engelli sevdiklerimizin ve yaşlılarımızın
sorumluluğunu üstleniyor,
											onlarla ilgileniyorlar.
											Evlerimizi derleyip topluyor,
temiz bir ortam sağlıyorlar.
											Böylece geri kılan bütün işlerin
yapılmasına olanak sağlıyorlar.
											Bu işte çalışanların çoğunluğu
yani %90'ından fazlası kadın
											ve büyük kısmını da
beyaz olmayan kadınlar oluşturuyor.
											Bu meslek kadınların çağlar boyunca
yaptığı işlerle ilişkilendirilmektedir.
											Toplumun gittikçe görmezden geldiği,
											kendini alıştırdığı işler.
											Ama bu, dünyamızdaki geri kalan
her şeyin temelinde olan bir iştir.
											Her gün dışarı çıkıp
yapmamız gerekenleri yapabiliyorsak,
											bu iş sayesindedir.
											Çünkü hayatlarımızdaki en değerli şeylerin
emin ellerde olduğunu biliriz.
									","
											Ce soir, je veux vous parler
											du travail qui rend 
tout autre travail possible,
											au sujet des millions de 
femmes travaillant chez nous
											tous les jours,
											en s'occupant de nos enfants
comme nourrices,
											prenant soin de nos proches 
handicapés et de nos aînés,
											comme auxiliaires de vie,
											assurant la propreté de nos 
maisons comme femmes de ménage.
											Ce travail rend tous les 
autres métiers possibles.
											Il est surtout réalisé par des 
femmes, dans plus de 90 % des cas,
											majoritairement par des femmes de couleur.
											Ce travail est en lien avec 
celui des femmes dans le passé,
											mais d'une façon incroyable
rendu invisible
											et considéré comme acquis
dans notre culture.
											Mais tellement fondamendal
dans ce qui fonde notre société.
											Ça nous permet de sortir
et de réaliser nos projets
											chaque jour,
											les plus importants aspects 
de nos vies en sureté.
									",The work that makes all other work possible,Ai-jen Poo,16:01,"work,social change,society,family,economics,law,activism,trafficking,humanity"
"
","
","
","
","
",The work that makes all other work possible,Ai-jen Poo,16:01,"work,social change,society,family,economics,law,activism,trafficking,humanity"
"
											But we don't think about it that way.
											It's almost defined by its invisibility.
											You could go into any neighborhood
											and not know which homes
are also workplaces.
											There's no sign.
											There's no list or registry.
											It's just invisible.
											And it's this work that is not even
referred to as real work.
											It's referred to as ""help.""
											It's often seen as unskilled,
											not seen as professional.
											And race has played a profound role
in how we value this work in our culture.
											Some of the first domestic workers
in the United States were black women
											who were enslaved,
											and racial exclusion has shaped
their conditions for generations.
											In the 1930s, when Congress
was discussing the labor laws
											that would be a part of the New Deal,
											that would protect all workers,
											Southern members of Congress
refused to support those labor laws
											if they included protections
for domestic workers and farmworkers.
											That history of racial exclusion
											and our cultural devaluing of work
that's associated with women
											now means that millions of women
go to work every single day,
											work incredibly hard
											and still can't make ends meet.
											They earn poverty wages
without a safety net,
											so that the women that we're counting on
to take care of us and our families
											can't take care of their own,
doing this work.
									","
											Pero no lo vemos de esa forma.
											Está casi definido por su invisibilidad.
											Puedes ir a cualquier vecindario
											y no saber cuáles casas son también 
lugares de trabajo.
											No hay ningún indicio.
											No hay ninguna lista o registro.
											Es invisible.
											Este es el trabajo que ni siquiera 
se denomina trabajo verdadero.
											Se denomina ""ayuda"". 

											Se lo considera un trabajo
no especializado,
											no se lo considera profesional.
											Y la raza juega un papel crucial en 
la manera en que valoramos este trabajo.
											Las primeras empleadas domésticas 
en EE. UU. eran mujeres de color
											que fueron esclavizadas,

											y sus condiciones se vieron afectadas
por la exclusión racial por generaciones.

											En la década de 1930, cuando el Congreso
debatía las leyes laborales
											que serían parte del ""New Deal"",
											y protegerían a todos los trabajadores,
											los sureños se negaron a apoyar 
esas leyes laborales
											si incluían protección para 
los trabajadores agrícolas y domésticos.
											Esa historia de exclusión racial
											y nuestra subestimación cultural 
del trabajo asociado a las mujeres
											significa que millones de mujeres
van a trabajar todos los días,
											trabajan muy duro
											y aun así no pueden llegar a fin de mes.
											Ganan salarios de miseria 
sin un sistema de seguridad,
											por eso, las mujeres que cuidan 
de nosotros y nuestras familias
											no pueden cuidar de las suyas, 
debido a este trabajo.
									","
											Mas não pensamos nisso dessa forma.
											Este trabalho quase se define
pela sua invisibilidade.
											Podemos ir a qualquer bairro
											sem saber quais as casas
que também são locais de trabalho.
											Não há quaisquer sinais.
											Não há nenhuma lista nem nenhum registo.
											É invisível.
											Este trabalho nem sequer
é referido como um trabalho a sério.
											É referido como ""ajuda"".
											É considerado como não qualificado,
											não é visto como uma profissão.
											A etnia desempenhou um papel profundo
											na forma como valorizamos
este trabalho na nossa cultura.
											Algumas das primeiras
empregadas domésticas nos EUA
											eram mulheres negras, escravas
											e a exclusão racial modelou
a situação delas durante gerações.
											Nos anos 30, quando o Congresso
discutia as leis do trabalho,
											que fariam parte do Novo Acordo,
											que protegeriam todos os trabalhadores,
											membros sulistas do Congresso
recusaram-se a apoiar as leis do trabalho
											se incluíssem proteção
											para trabalhadoras domésticas
e trabalhadores rurais.
											Esta história de exclusão racial
											e a nossa desvalorização cultural
do trabalho associado a mulheres
											significa que milhões de mulheres
vão trabalhar, hoje, todos os dias,
											trabalham imenso
											e não conseguem fazer face
às suas despesas.
											Ganham salários baixos,
sem proteção social,
											de modo que as mulheres com quem contamos
para cuidar de nós e da nossa família
											não podem cuidar dos seus,
por fazerem este trabalho.
									","
											Yine de böyle düşünmeyiz.
											Bu meslek neredeyse her zaman
görünmez kılınmış, yadsınmıştır.
											Öylesine bir mahalleye gidin,
											hangi evler aynı zamanda
iş yeridir, bilemezsiniz.
											İşaret, tabela hiçbiri yoktur.
											Ne bir liste, ne bir kayıt.
											Sadece görünmezlik.
											Üstelik bu meslek 
gerçek bir iş olarak da kabul edilmez.
											""Yardım"" adı verilir.
											Çoğunluğun gözünde,
vasıf gerektirmeyen,
											profesyonel olmayan bir iştir.
											Kültürümüzün bu işe biçtiği değeri
büyük oranda belirleyen bir unsur ırktır.
											ABD'deki ilk ev emekçileri,
köle olarak çalıştırılan siyahi kadınlardı
											ve ırk ayrımcılığı
											bu kadınların yaşam koşullarını
nesillerdir belirlemektedir.
											Kongre, 1930'larda, ''New Deal''in
bir bölümü olmak üzere
											tüm işçileri koruyacak
çalışma yasasını ele alırken,
											Kongre'nin güneyli üyeleri,
koruma yasalarının,
											ev emekçileri ve tarla çalışanları için 
geçerli olmasına karşı çıkmıştır.
											Tarih boyunca,
gerek ırka dayalı bu dışlama
											gerek kadınlarla ilişkilendirilen işleri
toplum olarak değersiz görmemiz yüzünden
											günümüzde her gün işe giden
milyonlarca kadın,
											inanılmaz ağır koşullarda çalışıyor
											fakat yine de geçimini sağlayamıyor.
											Yoksulluk sınırında kazanıyorlar
üstelik sigortasız çalıştırılıyorlar;
											yani kendimizi ve ailemizi
emanet ettiğimiz kadınlar
											mesleklerini yaparak 
kendilerine bakamıyorlar.
									","
											Mais nous ne réfléchissons 
pas comme ça.
											Ce travail se définit surtout
par son caractère invisible.
											Vous pouvez aller dans un
quartier
											sans savoir que telle maison
est aussi un lieu de travail.
											Pas de signaux.
											Pas de liste ou de registre.
											Juste invisible.
											Ce travail n'est même pas 
considéré comme un vrai travail.
											On parle « d'assistance ».
											Il est souvent considéré 
comme non-qualifié,
											comme non-professionnel.
											La race a joué un rôle culturel
dans notre opinion sur ce travail.
											Les premières domestiques
aux US étaient des femmes noires,
											réduites à l'esclavage,
											l'exclusion a déterminé leur condition 
pour des générations.
											En 1930, quand le Congrès 
débattait des lois du travail
											qui faisaient partie 
du « New Deal »,
											qui auraient protégé 
tous les travailleurs,
											les membres du Congrès 
du Sud ont refusé de soutenir ces lois
											si elles comprenaient la 
protection des domestiques et fermiers.
											Ce passé d'exclusion raciale
											et la dévalorisation culturelle
du travail des femmes
											ont conduit des millions de 
femmes partir travailler,
											se tuer à la tâche
											sans parvenir à joindre les deux bouts.
											Elles gagnent des salaires 
misérables sans protection sociale,
											ainsi les femmes qui prennent 
soin de nous et nos familles
											ne peuvent pas s'occuper de 
leurs proches en faisant ce travail.
									",The work that makes all other work possible,Ai-jen Poo,16:01,"work,social change,society,family,economics,law,activism,trafficking,humanity"
"
","
","
","
","
",The work that makes all other work possible,Ai-jen Poo,16:01,"work,social change,society,family,economics,law,activism,trafficking,humanity"
"
											But my work over the last 20 years
has been about changing precisely that.
											It's about making these jobs good jobs
that you can take pride in
											and support your family on.
											At the National Domestic Workers Alliance,
we've been working hard in states
											to pass new laws that will protect
domestic workers from discrimination
											and sexual harassment,
											that will create days of rest,
paid time off, even.
											So far, eight states have passed
domestic workers bills of rights.
											Yes.
									","
											Pero mi trabajo durante estos 20 años
consistió en cambiar precisamente eso.
											Se trata de hacer que 
estos trabajos sean dignos
											y puedan sustentar a una familia.
											En la Alianza Nacional de Trabajadoras
del Hogar, estuvimos trabajando mucho
											para promulgar leyes que protejan 
a las trabajadoras domésticas contra
											la discriminación y el abuso sexual,
											que establezca días de descanso, 
incluso vacaciones pagadas.
											Hasta ahora, 8 estados aprobaron
derechos para las trabajadoras domésticas.
											Sí.
									","
											O meu trabalho, nos últimos 20 anos,
tem sido precisamente alterar isso.
											Trata-se de tornar esse trabalho
numa boa profissão,
											em que podemos ter orgulho
											e sustentar a nossa família.
											Na Aliança Nacional das Empregadas
Domésticas, trabalhamos com afinco
											para aprovar novas leis que protejam
as empregadas domésticas
											contra a discriminação e o assédio sexual
											que criem dias de descanso pagos.
											Até agora, oito Estados já aprovaram leis
											sobre os direitos
das empregadas domésticas.
									","
											İşte, son yirmi senedir tam da
bu düzeni değiştirmek için çalışıyorum.
											Çabam, kadınların gurur duyacakları
ve geçimlerini sağlayacakları şekilde
											çalışabilmelerine yardımcı olmak.
											Ulusal Ev Çalışanları Birliği olarak,
ABD'de yaptığımız çalışmalarla,
											ev işçisi kadınları ayrımcılıktan
ve cinsel istismardan koruyacak,
											onlara izin günleri hatta
ücretsiz izin hakkı verecek
											yeni yasalar geçirmek için
çaba harcıyoruz.
											Ev işçisi kadın hakları şimdiye kadar 
sekiz eyalette yürürlüğe girdi.
											Evet, doğru.
									","
											Depuis 20 ans, je travaille
pour changer ce fait.
											Il s'agit de faire de ces 
travaux des emplois dignes
											qui permettent de nourrir sa famille.
											À l'Alliance nationale des 
travailleurs domestiques, nous œuvrons dur
											pour faire adopter des lois 
qui les protégeront des discriminations
											et du harcèlement sexuel,
											qui créeront des journées 
de repos, rémunérées même.
											Aujourd'hui, 8 États ont voté 
la loi sur le travail domestique.
											Oui.
									",The work that makes all other work possible,Ai-jen Poo,16:01,"work,social change,society,family,economics,law,activism,trafficking,humanity"
"
","
","
","
","
",The work that makes all other work possible,Ai-jen Poo,16:01,"work,social change,society,family,economics,law,activism,trafficking,humanity"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Alkış)

									","
											(Applaudissements)
									",The work that makes all other work possible,Ai-jen Poo,16:01,"work,social change,society,family,economics,law,activism,trafficking,humanity"
"
","
","
","
","
",The work that makes all other work possible,Ai-jen Poo,16:01,"work,social change,society,family,economics,law,activism,trafficking,humanity"
"
											And during the Obama administration,
											we were successful in bringing
two million home care workers
											under minimum wage
and overtime protections
											for the first time since 1937.
									","
											Durante el gobierno de Obama,
											logramos asegurarles a 2 millones 
de trabajadoras domésticas
											salario mínimo y protecciones 
de horas extras
											por primera vez desde 1937.
									","
											Durante a administração Obama,
											conseguimos colocar dois milhões
de trabalhadores domésticos
											com salário mínimo
e proteção quanto a horas extraordinárias
											pela primeira vez, desde 1937.
									","
											Ayrıca Obama yönetimi sırasında,
											evde bakım işinde çalışan
iki milyon kadın için
											asgari ücret ve mesai güvencesi
sağlayan hakları elde ettik;
											bu 1937'den beri bir ilkti.
									","
											Sous l'administration d'Obama,
											2 millions de personnel 
soignant ont pu bénéficier
											du salaire minimum et d'une 
protection des heures sup
											pour la première fois depuis 1937.
									",The work that makes all other work possible,Ai-jen Poo,16:01,"work,social change,society,family,economics,law,activism,trafficking,humanity"
