en,fr,tr,es,title,speaker,duration,tags
"
","
","
","
",This could be why you're depressed or anxious,Johann Hari,20:31,"depression,mental health,illness,society,personal growth,brain,humanity,relationships"
"
											For a really long time,
											I had two mysteries
that were hanging over me.
											I didn't understand them
											and, to be honest, I was quite afraid
to look into them.
											The first mystery was, I'm 40 years old,
											and all throughout my lifetime,
year after year,
											serious depression and anxiety have risen,
											in the United States, in Britain,
											and across the Western world.
											And I wanted to understand why.
											Why is this happening to us?
											Why is it that with each year that passes,
											more and more of us are finding it harder
to get through the day?
											And I wanted to understand this
because of a more personal mystery.
									","
											Pendant très longtemps,
											j'avais deux mystères
qui planaient au-dessus de moi.
											Je ne les comprenais pas
											et, pour être honnête,
j'avais peur de les examiner.
											Mon premier mystère était
que j'avais 40 ans
											et durant toute ma vie, année après année,
											les graves dépressions
et l'anxiété avaient augmenté
											aux États-Unis, en Grande-Bretagne
											et à travers le monde occidental.
											Je voulais comprendre pourquoi.
											Pourquoi cela nous arrive-t-il ?
											Pourquoi est-ce qu'avec
chaque année qui passe,
											de plus en plus d'entre nous
trouvent les journées difficiles ?
											Je voulais comprendre cela
du fait d'un mystère plus personnel.
									","
											Çok uzun bir zaman boyunca
											aklımdan çıkmayan iki bilinmez vardı.
											Bir türlü anlam veremiyordum
											ve açıkçası, incelemekten de korkuyordum.
											Birinci bilinmezim: 40 yaşındayım
											ve hayatım boyunca her geçen yıl
											Birleşik Devletler'de, Britanya'da
ve Batı'nın her bir yanında
											ciddi depresyon ve anksiyete artışı var.
											Ben de sebebini anlamak istiyorum.
											Bu bize niçin oluyor?
											Ne oluyor da her geçen yıl
											daha çoğumuz günü atlatmakta
daha çok zorluk çekiyoruz?
											Bunu anlama isteğim de
daha kişisel bir sebepten ileri geliyordu.
									","
											Durante mucho tiempo,
											hubo dos misterios que me intrigaban.
											No los entendía
											y, para ser sincero, 
temía indagar más profundamente.
											Tengo 40 años
											y el primer misterio es que 
durante toda mi vida, año tras año,
											la depresión y la ansiedad graves 
han aumentado,
											en EE. UU., en Gran Bretaña,
											y en todo el mundo occidental.
											Quería entender la razón.
											¿Por qué nos está pasando esto?
											¿Por qué, con cada año que pasa,
											cada vez a más de nosotros 
nos resulta más difícil vivir otro día?
											Y quería entenderlo
porque era un misterio personal.
									",This could be why you're depressed or anxious,Johann Hari,20:31,"depression,mental health,illness,society,personal growth,brain,humanity,relationships"
"
","
","
","
",This could be why you're depressed or anxious,Johann Hari,20:31,"depression,mental health,illness,society,personal growth,brain,humanity,relationships"
"
											When I was a teenager,
											I remember going to my doctor
											and explaining that I had this feeling,
like pain was leaking out of me.
											I couldn't control it,
											I didn't understand why it was happening,
											I felt quite ashamed of it.
											And my doctor told me a story
											that I now realize was well-intentioned,
											but quite oversimplified.
											Not totally wrong.
											My doctor said, ""We know
why people get like this.
											Some people just naturally get
a chemical imbalance in their heads —
											you're clearly one of them.
											All we need to do is give you some drugs,
											it will get your chemical
balance back to normal.""
									","
											Quand j'étais adolescent,
											je suis allé chez mon médecin
											et j'ai expliqué avoir cette sensation,
comme si de la douleur s'écoulait de moi.
											Je ne pouvais pas la contrôler,
											je ne comprenais pas
pourquoi cela arrivait,
											j'en avais honte.
											Mon médecin m'a raconté une histoire
											que je sais bien intentionnée
											mais trop simplifiée.
											Pas entièrement fausse.
											Mon médecin a dit : « Nous savons
pourquoi les gens ont cela.
											Certains ont naturellement
un déséquilibre chimique dans leur tête —
											tu es l'un d'entre eux.
											Nous n'avons qu'à te donner
des médicaments,
											cela rétablira ton équilibre chimique. »
									","
											Daha bir gençken
											doktora gittiğimi
											ve ona içimden acı aktığını
hissettiğimi açıkladığımı hatırlıyorum.
											Kontrol edemiyordum,
											bunun niçin olduğunu da anlamıyordum,
											bundan bir hayli utanıyordum da.
											Doktorum da bana bir hikâye anlattı,
											şimdi anlıyorum ki iyi niyetliymiş
											ama çok basite indirgenmişti.
											Tamamen yanlış değildi.
											Doktorum dedi ki ""İnsanların
niçin böyle olduğunu biliyoruz.""
											Bazı insanların kafasının içinde
kimyasal bir dengesizlik oluyor —
											sen de onlardan birisin.
											Yapmamız gereken şey sana ilaç yazmak,
											kimsayal dengesizliği
normale döndürecektir.''
									","
											Cuando era adolescente,
recuerdo que iba al médico
											y le explicaba que tenía 
un sentimiento de dolor que me desbordaba.
											No podía controlarlo,
											no entendía por qué sucedía
											y me sentía bastante avergonzado por ello.
											Mi médico me contó una historia
											que ahora me doy cuenta
que tenía buenas intenciones,
											pero que era bastante simplona,
sin ser del todo errónea.
											El médico me dijo: ""Sabemos
por qué la gente se siente así.
											Algunas personas experimentan 
un desequilibrio químico en su cabeza.
											Claramente, eres una de ellas.
											Tan solo hay que darte unos fármacos
											y tu equilibrio químico
volverá a la normalidad"".
									",This could be why you're depressed or anxious,Johann Hari,20:31,"depression,mental health,illness,society,personal growth,brain,humanity,relationships"
"
","
","
","
",This could be why you're depressed or anxious,Johann Hari,20:31,"depression,mental health,illness,society,personal growth,brain,humanity,relationships"
"
											So I started taking a drug
called Paxil or Seroxat,
											it's the same thing with different names
in different countries.
											And I felt much better,
I got a real boost.
											But not very long afterwards,
											this feeling of pain started to come back.
											So I was given higher and higher doses
											until, for 13 years, I was taking
the maximum possible dose
											that you're legally allowed to take.
											And for a lot of those 13 years,
and pretty much all the time by the end,
											I was still in a lot of pain.
											And I started asking myself,
""What's going on here?
											Because you're doing everything
											you're told to do by the story
that's dominating the culture —
											why do you still feel like this?""
									","
											J'ai commencé à prendre
du Paxil ou du Seroxat,
											c'est la même chose avec différents
noms dans différents pays.
											Je me sentais bien mieux, cela m'a boosté.
											Mais peu de temps après,
											cette sensation de douleur est revenue.
											On m'a donné des doses plus élevées
											jusqu'à ce que, pendant 13 ans,
je prenne la dose maximale
											que vous avez légalement
le droit de prendre.
											La majorité de ces 13 années,
presque tout le temps vers la fin,
											je souffrais beaucoup.
											Je me suis demandé :
« Qu'est-ce qu'il se passe ?
											Car tu fais tout ce que l'histoire
dominant la culture te dit de faire —
											pourquoi te sens-tu toujours ainsi ? »
									","
											Ben de Paxil veya Seroxat diye
bir ilaç almaya başladım.
											Farklı ülkelerde ismi farklı
ama aynı ilaç.
											Çok daha iyi hissettim,
tam bir harekete geçiriciydi.
											Ama çok geçmeden
											o acı hissi geri gelmeye başladı.
											Ve bana daha yüksek doz
vermeye başladılar,
											ta ki 13 yaşında yasal olarak alabileceğim
en yüksek doza ulaşana kadar.
											Bu 13 yıın büyük bir kısmında
ve özellikle de sonunda
											büyük bir acı çekiyordum.
											Kendime sormaya başladım,
''Burada neler oluyor?
											Çünkü her şeyi, kültüre hâkim
kitaba göre yapıyorsun —
											niçin hâlâ böyle hissediyorsun?''
									","
											Comencé a tomar un medicamento
llamado Paxil o Seroxat,
											lo mismo con nombres distintos
en países diferentes.
											Me sentí mucho mejor
y me levantó el ánimo.
											Pero poco después,
											el sentimiento de dolor
comenzó a reaparecer.
											Entonces me dio dosis cada vez más altas
											hasta que llegué a tomar,
durante 13 años, la dosis máxima
											que se puede tomar legalmente.
											Y gran parte de esos 13 años,
especialmente al final,
											seguía sintiendo mucho dolor.
											Comencé a preguntarme:
""¿Qué está pasando aquí?
											Estás haciendo todo lo que se supone
											que en nuestra cultura 
hay que hacer en estos casos.
											¿Por qué sigues sintiéndote así?"".
									",This could be why you're depressed or anxious,Johann Hari,20:31,"depression,mental health,illness,society,personal growth,brain,humanity,relationships"
"
","
","
","
",This could be why you're depressed or anxious,Johann Hari,20:31,"depression,mental health,illness,society,personal growth,brain,humanity,relationships"
"
											So to get to the bottom
of these two mysteries,
											for a book that I've written
											I ended up going on a big journey
all over the world,
											I traveled over 40,000 miles.
											I wanted to sit with the leading
experts in the world
											about what causes depression and anxiety
											and crucially, what solves them,
											and people who have come through
depression and anxiety
											and out the other side
in all sorts of ways.
											And I learned a huge amount
											from the amazing people
I got to know along the way.
									","
											Pour aller au fond de ces deux mystères,
											pour un livre que j'ai écrit,
											je me suis retrouvé
sur un périple à travers le monde.
											J'ai parcouru plus de 64 000 km.
											Je voulais discuter avec
les spécialistes du monde
											de ce qui cause la dépression et l'anxiété
											et, essentiellement, ce qui les résout,
											les gens qui se sont sortis
de la dépression et de l'anxiété
											de toutes sortes de façons.
											J'ai énormément appris
											des gens formidables
que j'ai connus en chemin.
									","
											Ben de bu iki bilinmezin
derinine inmeye başladım,
											yazdığım kitap için
											dünyanın dört bir yanına
büyük bir yolculuğa çıktım.
											65 bin km seyahat ettim.
											Dünyanın önde gelen uzmanlarıyla oturup
											depresyon ve anksiyetenin nedenlerini
											ve daha da önemlisi, çözümlerini
											depresyon ve anksiyete geçirmiş
insanları araştırmaya koyuldum,
											nerede ve ne koşulda olursa olsun.
											Bu yolda tanıştığım harika insanlardan
inanılmaz şeyler öğrendim.
									","
											Así que para llegar al fondo
de estos dos misterios,
											para un libro que he escrito,
											al final hice un gran viaje
por todo el mundo,
											en el que recorrí más de 65 000 km.
											Quería consultar a los principales
expertos del mundo
											sobre las causas
de la depresión y la ansiedad
											y, fundamentalmente, cómo se resuelven,
											y también a quienes han sufrido
de depresión y ansiedad
											y han logrado superarlo
de diversas formas.
											Y aprendí muchísimo
											de la gente asombrosa
que llegué a conocer en el camino.
									",This could be why you're depressed or anxious,Johann Hari,20:31,"depression,mental health,illness,society,personal growth,brain,humanity,relationships"
"
","
","
","
",This could be why you're depressed or anxious,Johann Hari,20:31,"depression,mental health,illness,society,personal growth,brain,humanity,relationships"
"
											But I think at the heart
of what I learned is,
											so far, we have scientific evidence
											for nine different causes
of depression and anxiety.
											Two of them are indeed in our biology.
											Your genes can make you
more sensitive to these problems,
											though they don't write your destiny.
											And there are real brain changes
that can happen when you become depressed
											that can make it harder to get out.
											But most of the factors
that have been proven
											to cause depression and anxiety
											are not in our biology.
											They are factors in the way we live.
											And once you understand them,
											it opens up a very different
set of solutions
											that should be offered to people
											alongside the option
of chemical antidepressants.
									","
											Mais je crois qu'au cœur
de ce que j'ai appris, il y a :
											nous avons des preuves scientifiques
											pour neuf causes différentes
de dépression et d'anxiété.
											Deux d'entre elles sont
en effet liées à notre biologie.
											Vos gènes peuvent vous rendre
plus sensibles à ces problèmes,
											même si votre destin n'est pas écrit.
											Et il a de vraies altérations cérébrales
arrivant quand vous êtes dépressif
											et s'en sortir devient plus dur.
											Mais la plupart des facteurs
que l'on a prouvé
											causer de la dépression et de l'anxiété
											ne sont pas dans notre biologie.
											Ce sont des facteurs
dans notre façon de vivre.
											Une fois que vous les comprenez,
											cela ouvre un éventail de solutions
complètement différent
											qui devrait être offert aux gens
											en plus de l'option
d'antidépresseurs chimiques.
									","
											Ancak öğrendiklerimin temelinde şu var,
											şu ana dek, depresyon ve anksiyetenin
											dokuz farklı nedenine ilişkin
bilimsel kanıtımız var.
											Bunların ikisi gerçekten de biyolojimizde.
											Genleriniz sizi bu sorunlara karşı
daha hassas yapabiliyor
											ama tabii kaderinizi yazmıyor.
											Bir de depresyona girdiğinizde
											içinden çıkmayı zorlaştıran
gerçek beyin değişimleri olabiliyor.
											Ancak depresyon ve anksiyeteye
sebep olduğu kanıtlanan etkenlerin çoğu
											biyolojik kökenli değil.
											Yaşam şeklimizle ilgili etkenler.
											Bunları anladığımız zaman
											kimyasal antidepresanların yanında
											insanlara sunulabilecek
bir dizi farklı çözüme kapı açılıyor,
									","
											Pero pienso que la esencia
de lo que aprendí
											es que, hasta ahora, 
tenemos evidencia científica
											de nueve causas diferentes
de depresión y ansiedad.
											Dos de ellas se generan, 
de hecho, en nuestra biología.
											Tus genes pueden hacerte
más sensible a estos problemas,
											aunque no escriban tu destino.
											Y hay cambios cerebrales reales
que pueden suceder cuando te deprimes.
											Eso puede dificultar la salida.
											Pero la mayoría de los factores
que, según se ha probado,
											causan depresión y ansiedad,
											no están en nuestra biología.
											Son factores asociados
a la forma como vivimos.
											Y una vez que los entiendes,
											se abre un abanico 
de soluciones muy diferentes
											que deberían ofrecerse a las personas,
											además de la opción
de antidepresivos químicos.
									",This could be why you're depressed or anxious,Johann Hari,20:31,"depression,mental health,illness,society,personal growth,brain,humanity,relationships"
