en,tr,de,title,speaker,duration,tags
"
","
","
",Why some of us don't have one true calling,Emilie Wapnick,12:26,"TEDx,creativity,curiosity,education,identity,personal growth,work"
"
											Raise your hand if you've ever
been asked the question
											""What do you want to be when you grow up?""
									","
											Şu soruyla hiç karşılaştıysanız
elinizi kaldırın;
											""Büyüyünce ne olmak istiyorsun""
									","
											Heben Sie die Hand,
falls Sie jemals gefragt wurden:
											""Was willst du werden, wenn du groß bist?""
									",Why some of us don't have one true calling,Emilie Wapnick,12:26,"TEDx,creativity,curiosity,education,identity,personal growth,work"
"
","
","
",Why some of us don't have one true calling,Emilie Wapnick,12:26,"TEDx,creativity,curiosity,education,identity,personal growth,work"
"
											Now if you had to guess,
											how old would you say you were
when you were first asked this question?
											You can just hold up fingers.
											Three. Five. Three. Five. Five. OK.
											Now, raise your hand if the question
											""What do you want to be when you grow up?""
											has ever caused you any anxiety.
									","
											Şimdi düşünecek olursanız,
											Bu soru size ilk sorulduğunda
kaç yaşındaydınız?
											Parmaklarınızla gösterebilirsiniz.
											Üç. Beş. Üç. Beş. Beş. Tamam.
											Şimdi, elinizi kaldırın eğer
											""Büyüyünce ne olmak istiyorsun?""
											sizde bir endişe yarattıysa.
									","
											Sie schätzen mal, wie alt Sie waren,
											als man Ihnen diese Frage 
zum ersten Mal stellte.
											Zeigen Sie es einfach mit den Fingern.
											Drei. Fünf. Drei. Fünf. Fünf. Okay.
											Jetzt heben Sie bitte 
die Hand, falls die Frage
											""Was willst du werden, wenn du groß bist?""
											jemals Angst in Ihnen ausgelöst hat.
									",Why some of us don't have one true calling,Emilie Wapnick,12:26,"TEDx,creativity,curiosity,education,identity,personal growth,work"
"
","
","
",Why some of us don't have one true calling,Emilie Wapnick,12:26,"TEDx,creativity,curiosity,education,identity,personal growth,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Gelächter)
									",Why some of us don't have one true calling,Emilie Wapnick,12:26,"TEDx,creativity,curiosity,education,identity,personal growth,work"
"
","
","
",Why some of us don't have one true calling,Emilie Wapnick,12:26,"TEDx,creativity,curiosity,education,identity,personal growth,work"
"
											Any anxiety at all.
									","
											Biraz endişe olsa dahi.
									","
											Irgendeine Art von Angst.
									",Why some of us don't have one true calling,Emilie Wapnick,12:26,"TEDx,creativity,curiosity,education,identity,personal growth,work"
"
","
","
",Why some of us don't have one true calling,Emilie Wapnick,12:26,"TEDx,creativity,curiosity,education,identity,personal growth,work"
"
											I'm someone who's never
been able to answer the question
											""What do you want to be when you grow up?""
									","
											Ben bu soruya hiç cevap veremeyen biriyim.
											""Büyüyünce ne olmak istiyorsun?""
									","
											Ich bin jemand, der diese Frage
nie beantworten konnte,
											""Was willst du werden, wenn du groß bist?""
									",Why some of us don't have one true calling,Emilie Wapnick,12:26,"TEDx,creativity,curiosity,education,identity,personal growth,work"
"
","
","
",Why some of us don't have one true calling,Emilie Wapnick,12:26,"TEDx,creativity,curiosity,education,identity,personal growth,work"
