en,es,de,title,speaker,duration,tags
"
","
","
",Ingenious homes in unexpected places,Iwan Baan,16:58,"cities,creativity,culture,design,photography"
"
											Throughout my career, I've been fortunate enough
											to work with many of the great
											international architects,
											documenting their work and observing
											how their designs have the capacity
											to influence the cities in which they sit.
											I think of new cities like Dubai
											or ancient cities like Rome
											with Zaha Hadid's incredible MAXXI museum,
											or like right here in New York with the High Line,
											a city which has been so much influenced
											by the development of this.
									","
											A lo largo de mi vida profesional, 
he tenido la fortuna
											de trabajar con muchos 
de los grandes
											arquitectos internacionales,
											documentando su trabajo y observando
											cómo sus diseños 
tienen la capacidad
											de influenciar las ciudades 
en las que se encuentran.
											Pienso en las ciudades 
modernas como Dubái
											o las ciudades antiguas 
como Roma
											con el increíble museo 
MAXXI de Zaha Hadid,
											o aquí mismo, en Nueva York 
con la High Line,
											una ciudad que se ha visto 
enormemente influenciada
											por su construcción.
									","
											Im Verlauf meiner Karriere 
hatte ich das Glück,
											mit einigen der größten
											internationalen Architekten zu arbeiten,
											wobei ich deren Arbeit dokumentierte 
und beobachtete,
											wie ihre Entwürfe in der Lage sind,
											auf die Städte Einfluss zu nehmen, 
wo sie ansässig sind.
											Ich denke an neue Städte wie Dubai
											oder antike Städte wie Rom
											mit Zaha Hadids 
unglaublichem MAXXI-Museum,
											oder direkt hier in New York 
mit der High Line,
											eine Entwicklung, die die Stadt
											stark beeinflusst hat.
									",Ingenious homes in unexpected places,Iwan Baan,16:58,"cities,creativity,culture,design,photography"
"
","
","
",Ingenious homes in unexpected places,Iwan Baan,16:58,"cities,creativity,culture,design,photography"
"
											But what I find really fascinating
											is what happens when architects and planners leave
											and these places become appropriated by people,
											like here in Chandigarh, India,
											the city which has been completely designed
											by the architect Le Corbusier.
											Now 60 years later, the city has been taken over
											by people in very different ways
											from whatever perhaps intended for,
											like here, where you have the people
											sitting in the windows of the assembly hall.
											But over the course of several years,
											I've been documenting Rem Koolhaas's
											CCTV building in Beijing
											and the olympic stadium in the same city
											by the architects Herzog and de Meuron.
											At these large-scale construction sites in China,
											you see a sort of makeshift camp
											where workers live during the entire building process.
											As the length of the construction takes years,
											workers end up forming a rather rough-and-ready
											informal city, making for quite a juxtaposition
											against the sophisticated structures that they're building.
									","
											Pero lo que encuentro 
realmente fascinante
											es lo que pasa cuando se van 
los arquitectos y diseñadores
											y es la gente la que 
se apropia de estos lugares,
											como aquí en Chandigarn, India,
											una ciudad completamente diseñada
											por el arquitecto Le Corbusier.
											Ahora, 60 años después, 
la ciudad se ha visto invadida
											por gente de maneras 
totalmente distintas
											de lo que quizás fuera 
la intención original,
											como aquí, donde se ve la gente
											sentada en las ventanas 
del pabellón de reuniones.
											Pero a lo largo 
de muchos años,
											he estado documentando 
el edificio de CCTV
											de Rem Koolhaas en Beijing
											y el estadio olímpico 
de la misma ciudad
											obra de los arquitectos 
Herzog y de Meuron.
											En estas obras a 
gran escala en China,
											pueden ver una especie de 
campamento improvisado
											donde viven los obreros durante 
todo el proceso de construcción.
											Como las obras de 
construcción duran años,
											los obreros acaban formando 
una especie de ciudad
											informal tosca pero funcional, 
creando una yuxtaposición
											con las sofisticadas estructuras 
que están construyendo.
									","
											Aber wirklich fasziniert mich,
											was passiert, 
wenn Architekten und Planer gehen
											und sich die Menschen den Ort aneignen,
											wie hier in Chandigarh, Indien,
											der Stadt, die vollständig vom Architekten
											Le Corbusier entworfen wurde.
											Jetzt, 60 Jahre später, wurde die Stadt 
auf sehr unterschiedliche Weisen
											von den Menschen in Besitz genommen,
											als wofür sie ursprünglich gedacht war.
											Wie hier, wo es Menschen gibt,
											die in den Fenstern 
der Versammlungshalle sitzen.
											Über mehrere Jahre hinweg habe ich
											Rem Koolhaas' CCTV-Gebäude
											in Beijing dokumentiert,
											und das Olympiastadium 
in derselben Stadt
											von den Architekten Herzog &amp; de Meuron.
											Auf diesen Großbaustellen in China
											sieht man eine Art provisorisches Lager,
											wo Arbeiter während des 
gesamten Bauprozesses leben.
											Da die Errichtung Jahre dauert,
											schaffen die Arbeiter 
eine provisorische,
											informelle Stadt, die einen 
ziemlichen Gegensatz bildet
											zu den anspruchsvollen Strukturen, 
die sie bauen.
									",Ingenious homes in unexpected places,Iwan Baan,16:58,"cities,creativity,culture,design,photography"
"
","
","
",Ingenious homes in unexpected places,Iwan Baan,16:58,"cities,creativity,culture,design,photography"
"
											Over the past seven years, I've been following
											my fascination with the built environment,
											and for those of you who know me, you would say
											that this obsession has led me to live
											out of a suitcase 365 days a year.
											Being constantly on the move
											means that sometimes I am able
											to catch life's most unpredictable moments,
											like here in New York
											the day after the Sandy storm hit the city.
									","
											En los últimos 7 años 
he perseguido
											mi fascinación por el entorno 
de la construcción.
											y aquellos de ustedes que 
me conocen podrían decir
											que esta obsesión 
me ha llevado a vivir
											maleta en mano 
los 365 días del año.
											Estar constantemente en movimiento
											me permite a veces capturar
											los momentos más 
impredecibles de la vida,
											como aquí en Nueva York
											el día después de que el huracán 
Sandy sacudiera la ciudad.
									","
											Während der letzten 7 Jahre bin ich
											meiner Faszination für 
die gebaute Umwelt gefolgt,
											und alle, die mich kennen, würden sagen,
											dass diese Leidenschaft 
mich dazu veranlasst hat,
											365 Tage im Jahr 
aus dem Koffer zu leben.
											Ständig in Bewegung zu sein bedeutet,
											dass ich manchmal in der Lage bin,
											die unvorhersehbarsten Momente 
des Lebens einzufangen,
											wie hier in New York
											am Tag, nachdem der Sturm Sandy 
die Stadt verwüstet hatte.
									",Ingenious homes in unexpected places,Iwan Baan,16:58,"cities,creativity,culture,design,photography"
"
","
","
",Ingenious homes in unexpected places,Iwan Baan,16:58,"cities,creativity,culture,design,photography"
"
											Just over three years ago,
											I was for the first time in Caracas, Venezuela,
											and while flying over the city, I was just amazed
											by the extent to which the slums
											reach into every corner of the city,
											a place where nearly 70 percent of the population
											lives in slums,
											draped literally all over the mountains.
											During a conversation with local architects Urban-Think Tank,
											I learned about the Torre David,
											a 45-story office building which sits
											right in the center of Caracas.
											The building was under construction
											until the collapse of the Venezuelan economy
											and the death of the developer in the early '90s.
											About eight years ago, people started moving
											into the abandoned tower
											and began to build their homes right in between
											every column of this unfinished tower.
											There's only one little entrance to the entire building,
											and the 3,000 residents come in and out
											through that single door.
											Together, the inhabitants created public spaces
											and designed them to feel more like a home
											and less like an unfinished tower.
											In the lobby, they painted the walls and planted trees.
											They also made a basketball court.
											But when you look up closely,
											you see massive holes where elevators
											and services would have run through.
									","
											Hace poco más de tres años,
											fui por primera vez a 
Caracas, Venezuela,
											y al volar sobre la ciudad, 
me quedé impresionado
											por la extensión 
de los barrios bajos
											que alcanzaban 
cada rincón de la ciudad,
											un lugar donde casi 
el 70% de la población
											vive en barrios marginales,
											formando un cinturón 
por las montañas.
											Mientras conversaba con los arquitectos 
locales Urban-Think Tank
											me hablaron de 
la Torre de David,
											un edificio de oficinas 
de 45 pisos situado
											justo en el centro de Caracas.
											El edificio estuvo en construcción
											hasta el momento en que 
se hundió la economía venezolana
											y la muerte del empresario 
responsable a principios de los 90.
											Hace unos ocho años, 
la gente empezó a mudarse
											a la torre abandonada
											y comenzaron a construir 
sus viviendas entre
											cada una de las columnas 
de esta torre inacabada.
											Sólo hay una entrada pequeña 
para todo el edificio,
											y los 3000 habitantes 
entran y salen
											por esa única puerta.
											Juntos, los habitantes 
crearon espacios públicos
											y los diseñaron para sentirse 
más como en casa
											y menos como en 
una torre inacabada.
											En el vestíbulo, pintaron 
las paredes y plantaron árboles.
											También construyeron 
una cancha de baloncesto.
											Pero cuando lo miran de cerca,
											verán los grandes agujeros 
por donde habrían pasado
											los ascensores y las instalaciones.
									","
											Vor knapp drei Jahren
											war ich das erste Mal 
in Caracas, Venezuela,
											und während ich über die Stadt flog, 
war ich einfach erstaunt,
											wie weit die Slums
											in jede Ecke der Stadt hineinreichen,
											ein Ort, wo fast 70 % der Bevölkerung
											in Slums lebt,
											die sich buchstäblich 
über alle Bergrücken ziehen.
											Während einer Unterhaltung mit 
dem Urban-Think-Tank lokaler Architekten
											erfuhr ich vom Torre David,
											einem 45-stöckigen Bürogebäude, das sich
											genau im Zentrum von Caracas befindet.
											Das Gebäude befand sich im Bau
											bis zum Kollaps 
der venezolanischen Wirtschaft
											und dem Tod des Bauunternehmers 
zu Beginn der 90er.
											Vor etwa 8 Jahren 
begannen die Menschen,
											ins verlassene Hochhaus einzuziehen
											und sich ihre Wohnungen 
zu bauen, genau zwischen
											den ganzen Stützen 
des unvollendeten Hochhauses.
											Es gibt nur einen kleinen Eingang 
für das gesamte Gebäude,
											und die 3.000 Bewohner gehen
											durch eine einzige Tür ein und aus.
											Gemeinsam schufen 
die Bewohner öffentliche Räume,
											die sich mehr anfühlten wie ein Zuhause
											und weniger wie ein unvollendetes Hochhaus.
											In der Eingangshalle malten sie 
die Wände an und pflanzten Bäume.
											Sie legten auch einen Basketballplatz an.
											Aber wenn man genau hinschaut,
											sieht man gewaltige Löcher, wo Aufzüge
											und Haustechnik entlangführen sollten.
									",Ingenious homes in unexpected places,Iwan Baan,16:58,"cities,creativity,culture,design,photography"
"
","
","
",Ingenious homes in unexpected places,Iwan Baan,16:58,"cities,creativity,culture,design,photography"
"
											Within the tower, people have come up
											with all sorts of solutions
											in response to the various needs
											which arise from living in an unfinished tower.
											With no elevators,
											the tower is like a 45-story walkup.
											Designed in very specific ways
											by this group of people
											who haven't had any education in architecture or design.
											And with each inhabitant finding their own
											unique way of coming by,
											this tower becomes like a living city,
											a place which is alive with micro-economies
											and small businesses.
											The inventive inhabitants, for instance,
											find opportunities in the most unexpected cases,
											like the adjacent parking garage,
											which has been reclaimed as a taxi route
											to shuttle the inhabitants up through the ramps
											in order to shorten the hike
											up to the apartments.
									","
											En el interior de la torre, 
la gente ha inventado
											todo tipo de soluciones
											en respuesta a las 
distintas necesidades
											que surgen al vivir en 
una torre inacabada.
											Sin ascensores,
											la torre conlleva 
un ascenso de 45 pisos.
											Diseñada de maneras 
muy específicas
											por este grupo de gente
											que no tiene estudios ni de 
arquitectura ni de diseño.
											Y al buscar cada 
habitante su propia
											manera única de salir adelante,
											esta torre se convierte 
en una ciudad viviente,
											un lugar que está vivo 
con microeconomías
											y pequeños negocios.
											Los ingeniosos habitantes, por ejemplo,
											encuentran oportunidades en 
los casos más inesperados,
											como el garaje anexo de aparcamiento,
											que se ha reconvertido 
en un circuito de taxi
											que sube a los habitantes 
por las rampas
											con el objetivo de 
acortar la caminata
											de subida a los apartamentos.
									","
											Im Hochhaus kamen die Leute
											auf alle möglichen Lösungen
											für die verschiedensten Anforderungen,
											die sich aus dem Leben in einem 
unvollendeten Hochhaus ergeben.
											Ohne Aufzüge
											ist das Hochhaus 
wie ein 45-stöckiger Aufstieg.
											Auf ganz bestimmte Art entworfen,
											von einer Gruppe von Leuten,
											die keine Ausbildung in Architektur 
oder Design haben.
											Und mit jedem Bewohner,
											der seinen eigenen Weg findet,
											wird dieses Hochhaus 
zu einer Art lebender Stadt,
											ein Ort, der durch 
ein Mikro-Wirtschaftssystem
											und kleine Geschäfte belebt wird.
											Die einfallsreichen Bewohner finden etwa
											in den unerwartetsten Situationen Chancen,
											wie das angrenzende Parkhaus,
											das als Taxiroute reklamiert wurde,
											um die Bewohner die Rampen 
rauf- und runterzufahren,
											um den Marsch zu den Apartments
											zu verkürzen.
									",Ingenious homes in unexpected places,Iwan Baan,16:58,"cities,creativity,culture,design,photography"
