en,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
",From pacifist to spy: WWII's surprising secret agent,Shrabani Basu,4:12,"animation,war,activism,TED-Ed,women,feminism,history,evil,religion,india,Europe,politics,identity,world cultures,culture,democracy,death,military"
"
											Noor Inayat Khan was in the midst of a 
desperate escape.
											She had been imprisoned for her activities
as an Allied spy,
											but with the help of a screwdriver and 
two other prisoners,
											she was back under the Parisian stars.
											As she began to run,
											her thoughts leapt to the whirlwind 
of events that had brought her here…
									","
											Noor Inayat Khan estava
a meio duma fuga desesperada.
											Tinha sido presa pelas suas atividades
como espia dos Aliados
											mas, com a ajuda duma chave de parafusos
e de dois outros prisioneiros,
											tinha voltado a ver as estrelas de Paris.
											Quando começou a correr,
											pensou no turbilhão de acontecimentos
que a tinham levado até ali.
									","
											Noor Inayat Khan, 
tehlikeli bir kaçışın tam ortasındaydı.
											Bir müteffik ajanı olarak
eylemlerinden dolayı hapsedilmişti
											ancak bir tornavida 
ve diğer iki mahkumun yardımıyla
											tekrar Paris yıldızlarının altındaydı.
											Koşmaya başlayınca
											düşünceleri onu bu noktaya 
getiren olaylara kaydı...
									","
											Noor Inayat Khan est en fuite.
											Elle avait été emprisonnée à cause
de ses activités d'espionne alliée
											mais avec l'aide d'un tournevis et
de deux autres prisonniers,
											elle est de retour sous les étoiles
du ciel de Paris.
											Alors qu'elle commence à courir,
											elle se met à penser aux événements
qui l'ont amenée ici...
									",From pacifist to spy: WWII's surprising secret agent,Shrabani Basu,4:12,"animation,war,activism,TED-Ed,women,feminism,history,evil,religion,india,Europe,politics,identity,world cultures,culture,democracy,death,military"
"
","
","
","
",From pacifist to spy: WWII's surprising secret agent,Shrabani Basu,4:12,"animation,war,activism,TED-Ed,women,feminism,history,evil,religion,india,Europe,politics,identity,world cultures,culture,democracy,death,military"
"
											Born in Moscow in 1914 to an Indian 
Muslim father and an American mother,
											Noor was raised in a profoundly 
peaceful home.
											Her parents were Sufi pacifists,
											who put their faith in the power of 
music and compassion.
											They moved to Paris,
											where Noor studied child psychology 
and published children’s books.
											But all this changed with the advent 
of the Second World War.
											In May 1940, with the German army 
ready to occupy Paris,
											Noor and her brother were faced 
with a difficult choice.
											As pacifists, they believed that all 
disputes should be settled non-violently.
											But witnessing the devastation 
across Europe,
											they decided that standing on the 
sidelines was not an option.
									","
											Nascida em Moscovo, em 1914,
de pai indiano muçulmano e mãe americana,
											Noor fora criada num lar
profundamente pacífico.
											Os pais dela eram sufis pacifistas,
											que acreditavam no poder
da música e da compaixão.
											Mudaram-se para Paris,
											onde Noor estudara psicologia infantil
e publicara livros para crianças.
											Mas tudo isso mudou com a chegada
da II Guerra Mundial.
											Em maio de 1940, com o exército alemão
prestes a ocupar Paris,
											Noor e o irmão enfrentaram
uma escolha difícil.
											Enquanto pacifistas, acreditavam
											que todas as disputas deviam
ser resolvidas sem violência.
											Mas ao testemunharem
a devastação por toda a Europa,
											decidiram que manterem-se de parte
não era uma opção.
									","
											Hintli Müslüman bir babanın 
ve Amerikalı bir annenin çocuğu olarak
											1914'te Moskova'da doğan Noor,
oldukça huzurlu bir evde yetişmişti.
											Ebeveynleri, müziğin ve merhametin gücüne
inanan tasavvufi barış yanlılarıydı.
											Paris'e taşındılar;
											Noor orada gelişim psikolojisi okudu 
ve çocuk kitapları yayımladı.
											Fakat tüm bunlar, 
İkinci Dünya Savaşı'nın gelişiyle değişti.
											1940 yılının Mayıs ayında Alman ordusunun
Paris'i işgal etmeye hazır olmasıyla
											Noor ve erkek kardeşi 
zor bir kararla karşı karşıydılar.
											Barışseverler olarak tüm anlaşmazlıkların
											şiddete başvurmadan 
halledilmesine inanıyorlardı.
											Ancak tüm Avrupa'daki yıkıma şahit olunca
											karışmadan izlemenin 
bir seçenek olmadığına karar verdiler.
									","
											Née à Moscou en 1914 d'un père indien
musulman et d'une mère américaine,
											Noor a grandi dans un foyer
extrêmement paisible.
											Ses parents étant soufis et pacifistes,
											ils mettaient leur foi dans le pouvoir
de la musique et de la compassion.
											Ils ont déménagé à Paris
											où Noor étudie la psychologie de l'enfant
et publie des livres pour enfants.
											Mais tout change avec l'arrivée 
de la Deuxième Guerre mondiale.
											En mai 1940, avec l'armée allemande
prête à occuper Paris,
											Noor et son frère font face 
à un choix difficile.
											Comme pacifistes,
											ils croient au principe de non-violence.
											Mais en voyant la dévastation
à travers l'Europe,
											ils décident que se tenir à l'écart
n'est pas une option.
											Noor part en Angleterre,
se porte volontaire pour
									",From pacifist to spy: WWII's surprising secret agent,Shrabani Basu,4:12,"animation,war,activism,TED-Ed,women,feminism,history,evil,religion,india,Europe,politics,identity,world cultures,culture,democracy,death,military"
"
","
","
","
",From pacifist to spy: WWII's surprising secret agent,Shrabani Basu,4:12,"animation,war,activism,TED-Ed,women,feminism,history,evil,religion,india,Europe,politics,identity,world cultures,culture,democracy,death,military"
"
											Traveling to England,
											Noor volunteered for the Women’s 
Auxiliary Air Force
											and trained as a radio operator.
											She immersed herself in wireless 
operations and Morse code–
											unaware that she was being monitored 
by a secret organization.
											The British Special Operations Executive 
was established
											to sabotage the Germans 
in Nazi-occupied countries.
											As a trained radio operator who knew 
Paris well and spoke fluent French,
											Noor was an attractive recruit.
											In her interview, she was warned that 
wireless operation
											was some of the most dangerous work 
in the intelligence field.
											Operators had to lug a conspicuous 
transmitter through enemy territory,
											and the clandestine agency couldn’t 
protect her if she was caught.
											Noor accepted her assignment immediately.
									","
											Foram para Inglaterra,
											e Noor alistou-se como voluntária
na Força Aérea Auxiliar Feminina.
											Fez formação como operadora de rádio.
											Mergulhou nas operações sem fios
e no código Morse
											— sem se aperceber que estava a ser
vigiada por uma organização secreta.
											Os britânicos tinham instituído
a Executiva de Operações Especiais
											para sabotar os alemães
nos países ocupados pelos nazis.
											Enquanto operadora de rádio
que conhecia bem Paris
											e falava francês fluentemente,
											Noor era uma recruta atraente.
											Na entrevista, foi avisada
de que as operações sem fios
											eram um dos trabalhos mais perigosos
na área das informações.
											Os operadores tinham de transportar
um transmissor suspeito
											por território inimigo
											e a agência clandestina não a podia
proteger, caso ela fosse apanhada.
											Noor aceitou imediatamente a missão.
									","
											İngiltere'ye gittiklerinde
											Noor Kadınlar Yardımcı Hava Kuvvetleri'ne 
gönüllü olarak katıldı
											ve bir telsiz operatörü olarak 
eğitim gördü.
											Mors alfabesi ve telsiz 
kullanımına kendini kaptırdı–
											ama gizli bir örgüt tarafından
izlendiğinden habersizdi.
											İngiliz Özel Operasyon Yürütücüsü,
Nazi işgali altındaki ülkelerdeki
											Almanları sabote etmek için kurulmuştu.
											Paris'i iyi bilen ve akıcı 
bir şekilde Fransızca konuşan

											eğitimli bir telsiz operatörü olarak 
Noor cazip bir üyeydi.
											Mülakatında telsiz kullanımının
alan istihbaratında
											en tehlikeli işlerden biri 
olduğu hakkında uyarılmıştı.
											Operatörler, düşman topraklarına
göze çarpan bir verici koymak zorundaydı
											ve Operasyonlar Direktörlüğü 
yakalanırsa onu koruyamazdı.
											Noor, görevi hemen kabul etti.
									","
											la Force féminine auxiliaire de l'aviation
											et devient une opératrice radio.
											Elle se plonge dans les émissions
radio chiffrées et le code Morse
											sans savoir qu'elle est surveillée
par une organisation secrète.
											La Direction Britannique des Opérations
Spéciales a été établie
											en vue de sabotages dans les
territoires occupés par les Nazis.
											En tant qu'opératrice radio
connaissant bien Paris
											et parlant français couramment,
Noor est une recrue intéressante.
											Elle est avertie que les
opérations radio font partie
											des activités les plus dangereuses
dans le service de renseignement.
											Les opérateurs doivent trimbaler un
émetteur encombrant en territoire ennemi
											et l'agence clandestine ne peut pas 
la protéger si elle est capturée.
											Noor accepte sa mission immédiatement.
											Bien que déterminée à suivre ses
principes pacifistes autant que possible,
											Noor doit apprendre l'art de l'espionnage.
											Elle apprend à contacter des réseaux
d'espions, crocheter un cadenas,
											résister à un interrogatoire
et utiliser une arme.
											En juin 1943, elle atterrit à Angers
											et se dirige vers la ville
munie d'un faux passeport,
									",From pacifist to spy: WWII's surprising secret agent,Shrabani Basu,4:12,"animation,war,activism,TED-Ed,women,feminism,history,evil,religion,india,Europe,politics,identity,world cultures,culture,democracy,death,military"
"
","
","
","
",From pacifist to spy: WWII's surprising secret agent,Shrabani Basu,4:12,"animation,war,activism,TED-Ed,women,feminism,history,evil,religion,india,Europe,politics,identity,world cultures,culture,democracy,death,military"
"
											While she was determined to take her 
pacifist principles as far as possible,
											Noor had to learn the art of espionage.
											She learned how to contact intelligence 
networks, pick a lock,
											resist interrogation and fire a gun.
											In June 1943 she landed 
in Angers, south of Paris,
											and made her way to the city armed 
with a false passport,
											a pistol and a few French francs.
											But her network was compromised.
											Within a week of her deployment,
											all her fellow agents were arrested, 
and Noor was called home.
									","
											Embora determinada 
a levar avante, o mais possível,
											os seus princípios pacifistas,
											Noor teve de aprender
a arte de espionagem.
											Aprendeu a contactar as redes
de informações, forçar uma fechadura,
											resistir a interrogatórios
e usar uma pistola.
											Em junho de 1943, aterrou 
em Angers, a sul de Paris
											e dirigiu-se à cidade,
com um passaporte falso,
											uma pistola e alguns francos franceses.
											Mas a rede dela estava comprometida.
											Uma semana após a sua chegada,
											todos os agentes seus colegas
foram presos
											e Noor foi mandada regressar.
									","
											Barışçı ilkelerini mümkün olabildiğince 
devam ettirmeye kararlı olsa da
											casusluk sanatını öğrenmek zorundaydı.
											Akıllı şebekelerle irtibat kurmayı,
											kilit açmayı, sorguya direnmeyi
ve silah ateşlemeyi öğrendi.
											1943 yılının Haziran ayında 
Angers'a, Paris'in güneyine, indi
											ve sahte bir pasaport, bir tabanca
ve biraz Fransız frankıyla
											silahlanmış bir şekilde 
şehre doğru yola koyuldu.
											Fakat şebekesi ifşa oldu.
											İntikalinin bir hafta içinde
											tüm ajan dostları tutuklanmış
ve Noor eve çağrılmıştı.
									","
											d'un pistolet et de quelques francs.
											Mais son réseau est compromis.
											Dès la première semaine,
											tous les agents de son réseau sont
arrêtés et Noor est rappelée.
											Elle convainc ses supérieurs
de la laisser rester
											ce qui signifie faire le travail de six
opérateurs à elle seule.
											Au cours des mois suivants,
											Elle suit et transporte du ravitaillement 
à la résistance française,
											envoie des rapports à Londres
sur les activités nazies
											et assure le passage de soldats alliés.
									",From pacifist to spy: WWII's surprising secret agent,Shrabani Basu,4:12,"animation,war,activism,TED-Ed,women,feminism,history,evil,religion,india,Europe,politics,identity,world cultures,culture,democracy,death,military"
"
","
","
","
",From pacifist to spy: WWII's surprising secret agent,Shrabani Basu,4:12,"animation,war,activism,TED-Ed,women,feminism,history,evil,religion,india,Europe,politics,identity,world cultures,culture,democracy,death,military"
"
											She convinced her supervisors 
to let her stay–
											which meant doing the work of six radio 
operators singlehandedly.
											Over the following months,
											she tracked and transported supplies 
to the French resistance,
											sent reports of Nazi activity back 
to London
											and arranged safe passage 
for allied soldiers.
											This work was essential to building the 
French resistance
											and Allied intelligence networks–
											and, ultimately, ending the war.
									","
											Convenceu os supervisores a deixá-la ficar
											o que significava ter de fazer
o trabalho de seis operadores sozinha.
											Nos meses seguintes,
											monitorou e transportou
mantimentos para a resistência francesa,
											enviou relatórios para Londres
sobre as atividades nazis
											e arranjou salvo condutos
para soldados Aliados.
											Este trabalho foi essencial para criar
a resistência francesa
											e as redes de informações dos Aliados
											e, posteriormente,
para acabar com a guerra.
									","
											Denetmenlerini kalmasına 
izin vermeleri için ikna etti–
											ki bu altı telsiz operatörün işini
tek başına yapması anlamına geliyordu.
											İlerleyen aylar boyunca iz sürdü
											ve Fransız direnişçilere
erzak tedarik etti,
											Nazi etkinliğinin raporlarını 
Londra'ya yolladı
											ve müteffik askerler için 
güvenli geçiş sağladı.
											Bu iş, Fransız direnişini ve müteffik 
akıllı şebekelerini kurmak için–
											ve nihayetinde savaşı 
sonlandırmak için gerekliydi.
									","
											Ce travail a été essentiel pour
la résistance française
											et les réseaux de renseignement alliés,
											et, en définitive, pour mettre
fin à la guerre.
											Protégée seulement par sa rapidité
d'esprit et son charisme,
											elle arrive fréquemment à éviter
de se faire interroger.
											Quand la Gestapo la fouille dans un train,
											elle leur présente
son « projecteur de films ».
											Quand un officier la repère en train
d'installer son antenne,
											elle discute de sa passion
pour la musique à la radio
											et le charme pour qu'il l'aide
à installer le câble.
									",From pacifist to spy: WWII's surprising secret agent,Shrabani Basu,4:12,"animation,war,activism,TED-Ed,women,feminism,history,evil,religion,india,Europe,politics,identity,world cultures,culture,democracy,death,military"
