en,fr,pt,title,speaker,duration,tags
"
","
","
",A circular economy for salt that keeps rivers clean,Tina Arrowood,13:19,"water,rivers,sustainability,industrial design,science,chemistry,environment,technology"
"
											Growing up in northern Wisconsin,
											I've naturally developed a connection
to the Mississippi River.
											When I was little,
											my sister and I would have contests
to see who could spell
											""M-i-s-s-i-s-s-i-p-p-i"" the fastest.
											When I was in elementary school,
											I got to learn about the early explorers
and their expeditions,
											Marquette and Joliet, and how they used
the Great Lakes and the Mississippi River
											and its tributaries
to discover the Midwest,
											and to map a trade route
to the Gulf of Mexico.
											In graduate school,
											I was fortunate to have
the Mississippi River
											outside my research laboratory window
											at the University of Minnesota.
											During that five-year period,
I got to know the Mississippi River.
											I got to know its temperamental nature
											and where it would flood
its banks at one moment,
											and then shortly thereafter,
											you would see its dry shorelines.
									","
											Ayant grandi dans le nord du Wisconsin,
											j'ai pu tisser tout naturellement
un lien avec le fleuve Mississippi.
											Quand j'étais petite,
											ma sœur et moi faisions la compétition
pour voir qui pouvait épeler
											M-i-s-s-i-s-s-i-p-p-i 
le plus rapidement possible.
											Quand j'étais en école primaire,
											j'ai appris l'histoire des premiers
explorateurs et leurs expéditions,
											Marquette et Joliet, et leur utilisation
des Grands Lacs et du Mississippi
											ainsi que de ses affluents
pour découvrir le Midwest,
											et pour tracer une route commerciale
jusqu'au Golfe du Mexique.
											Pendant mes années de fac,
											j'ai eu la chance d'avoir 
le fleuve Mississippi
											juste sous la fenêtre de mon laboratoire
											à l'Université du Minnesota.
											Pendant cinq ans, je me suis familiarisée
avec le fleuve Mississippi.
											J'ai découvert sa nature imprévisible
											avec ses rives inondées à un moment donné,
											puis, peu après,
											on voyait ses berges à nouveau à sec.
									","
											Como cresci no norte de Wisconsin,
											estabeleci naturalmente uma ligação
com o Rio Mississippi.
											Quando era miúda,
											a minha irmã e eu competíamos
para ver quem conseguia soletrar
											""M-i-s-s-i-s-s-i-p-p-i""
mais depressa.
											Quando andava na escola primária,
											descobri os primeiros exploradores
e as suas expedições, Marquette e Joliet
											e como eles utilizaram
os Grandes Lagos e o Rio Mississippi
											e os seus afluentes,
para descobrir o Midwest
											e para traçar um caminho comercial
no mapa até ao Golfo do México.
											Na faculdade, tive a sorte
											de ter o Rio Mississippi
											ao alcance da janela
do meu laboratório de investigação,
											na Universidade de Minnesota.
											Durante esse período de cinco anos,
fiquei a conhecer o Rio Mississippi.
											Descobri a sua natureza temperamental,
											as margens que ele inundava
em determinadas alturas
											e, pouco tempo depois,
											víamos as margens novamente secas.
									",A circular economy for salt that keeps rivers clean,Tina Arrowood,13:19,"water,rivers,sustainability,industrial design,science,chemistry,environment,technology"
"
","
","
",A circular economy for salt that keeps rivers clean,Tina Arrowood,13:19,"water,rivers,sustainability,industrial design,science,chemistry,environment,technology"
"
											Today, as a physical organic chemist,
											I'm committed to use my training
											to help protect rivers,
like the Mississippi,
											from excessive salt
that can come from human activity.
											Because, you know,
											salt is something that can contaminate
freshwater rivers.
											And freshwater rivers,
they have only salt levels of .05 percent.
											And at this level, it's safe to drink.
											But the majority of the water
on our planet is housed in our oceans,
											and ocean water has a salinity level
of more than three percent.
											And if you drank that,
you'd be sick very quick.
											So, if we are to compare
the relative volume of ocean water
											to that of the river water
that's on our planet,
											and let's say we are able
to put the ocean water
											into an Olympic-size swimming pool,
											then our planet's river water
would fit in a one-gallon jug.
											So you can see it's a precious resource.
									","
											Aujourd'hui, en tant que
spécialiste en chimie organique,
											je m'engage à appliquer ma formation
											dans le but de protéger les fleuves,
comme le Mississippi,
											contre les excédents de sel 
provenant d'activités humaines.
											Car, vous savez,
											le sel peut contaminer
les rivières d'eau douce.
											Et le niveau de sel que contiennent 
ces rivières-là n'est que 0,05%.
											A ce niveau-là, l'eau est potable.
											Mais la majorité de l'eau sur 
notre planète se trouve dans les océans,
											et la salinité de l'eau océanique
dépasse les 3%.
											Et si vous la buviez, 
vous tomberiez très vite malade.
											Donc, si nous voulons comparer
la quantité d'eau relative dans les océans
											avec celle des rivières et fleuves
sur la planète,
											en supposant que l'eau des océans
											rentre dans une piscine olympique,
											alors l'eau de nos fleuves équivaudrait
à une bouteille de quatre litres.
											Il est donc évident que 
c'est une ressource précieuse.
									","
											Hoje, enquanto especialista
em química orgânica,
											estou empenhada em usar a minha formação
											para proteger os rios,
como o Mississippi,
											do excesso de sal resultante
da atividade humana.
											Porque, é preciso saber,
											o sal é uma coisa que pode
contaminar os rios de água doce.
											Os rios de água doce só têm 
níveis de sal de 0,05%.
											A este nível, podemos beber essa água.
											Mas a maior parte da água
no nosso planeta está no oceano
											e a água do oceano tem um nível
de salinidade de mais de 3%.
											Se bebermos essa água,
adoecemos rapidamente.
											Portanto, se compararmos
o volume relativo da água do oceano
											com o da água dos rios
que existem no nosso planeta
											— digamos que conseguimos
pôr a água do oceano
											numa piscina de tamanho olímpico —
											a água dos rios do planeta
caberiam num garrafão de 5 litros.
											Como veem, é um recurso precioso.
									",A circular economy for salt that keeps rivers clean,Tina Arrowood,13:19,"water,rivers,sustainability,industrial design,science,chemistry,environment,technology"
"
","
","
",A circular economy for salt that keeps rivers clean,Tina Arrowood,13:19,"water,rivers,sustainability,industrial design,science,chemistry,environment,technology"
"
											But do we treat it
like a precious resource?
											Or rather, do we treat it
like that old rug
											that you put in your front doorway
and wipe your feet off on it?
											Treating rivers like that old rug
has severe consequences.
											Let's take a look.
											Let's see what just one teaspoon
of salt can do.
											If we add one teaspoon of salt
											to this Olympic-size
swimming pool of ocean water,
											the ocean water stays ocean water.
											But if we add that same
one teaspoon of salt
											to this one-gallon jug
of fresh river water,
											suddenly, it becomes too salty to drink.
											So the point here is,
											because rivers, the volume is so small
compared to the oceans,
											it is especially vulnerable
to human activity,
											and we need to take care to protect them.
									","
											Mais, la traitons-nous 
comme une ressource précieuse ?
											Ou, la traitons-nous 
comme un paillasson usé,
											sur lequel nous nous essuyons les pieds ?
											Traiter ainsi les rivières 
entraîne des conséquences graves.
											Regardons de plus près.
											Observons l'impact d'une seule
cuillère à café de sel.
											Si nous ajoutons
une cuillère à café de sel
											dans cette piscine olympique
remplie d'eau de mer,
											celle-ci ne change pas.
											Mais, si nous ajoutons la même 
quantité de sel
											dans notre bouteille de quatre litres
d'eau douce de rivière,
											tout à coup, l'eau n'est plus potable.
											Ce qu'il faut retenir,
											c'est que, comparé avec les océans, 
le volume des rivières est si petit
											qu'il est d'autant plus
vulnérable à l'activité humaine.
											Nous devons protéger nos rivières.
									","
											Mas será que o tratamos
como um recurso precioso?
											Ou será que o tratamos
como um tapete velho
											que pomos na porta da rua
para limpar os pés?
											Tratar os rios como um tapete velho
tem graves consequências.
											Vejamos.
											Vejamos o que uma simples
colher de chá de sal pode fazer.
											Se juntarmos uma colher de chá de sal
											a essa piscina olímpica
de água do oceano,
											a água do oceano continua a ser
água do oceano.
											Mas se juntarmos a mesma
colher de chá de sal
											ao garrafão de cinco litros
de água doce dos rios,
											de repente, ela fica
salgada demais para beber.
											A questão é esta,
											como o volume da água dos rios
é tão pequena,
											em comparação com o oceano,
											é muito mais vulnerável
à atividade humana
											e precisamos de a proteger.
									",A circular economy for salt that keeps rivers clean,Tina Arrowood,13:19,"water,rivers,sustainability,industrial design,science,chemistry,environment,technology"
"
","
","
",A circular economy for salt that keeps rivers clean,Tina Arrowood,13:19,"water,rivers,sustainability,industrial design,science,chemistry,environment,technology"
"
											So recently, I surveyed the literature
											to look at the river health
around the world.
											And I fully expected to see
ailing river health
											in regions of water scarcity
and heavy industrial development.
											And I saw that
in northern China and in India.
											But I was surprised
when I read a 2018 article
											where there's 232 river-sampling sites
											sampled across the United States.
											And of those sites,
											37 percent had increasing salinity levels.
											What was more surprising
											is that the ones
with the highest increases
											were found on the east part
of the United States,
											and not the arid southwest.
											The authors of this paper postulate
											that this could be due
to using salt to deice roads.
											Potentially, another source of this salt
											could come from salty
industrial wastewaters.
									","
											Récemment, j'ai épluché
la littérature spécialisée
											pour étudier l'état 
des rivières dans le monde.
											Je m'attendais à voir des rivières
en mauvais état dans des régions
											où l'industrie se développe et 
où il y a des pénuries d'eau.
											Et je l'ai vu en Chine du Nord et en Inde.
											Mais j'étais étonnée d'apprendre
dans un article de 2018,
											qu'il y a 232 sites 
d'échantillonnage des rivières
											aux États-Unis.
											Et que parmi ces sites,
											37% avait un taux de salinité 
en augmentation.
											Ce qui m'a encore plus étonnée,
											c'est que les sites ayant 
la plus forte augmentation
											se trouvent dans l'est des États-Unis,
											et non pas dans le sud-ouest aride.
											Les auteurs de cet article
émettent l'hypothèse
											que la cause pourrait être l'usage 
de sel pour dégivrer les routes.
											Ce sel pourrait également provenir
											de déversements industriels
contenant du sel.
									","
											Recentemente, procurei na literatura
											para ver qual a saúde dos rios
em todo o mundo.
											Esperava encontrar
problemas de saúde nos rios
											em regiões de escassez de água
e de forte desenvolvimento industrial.
											Encontrei isso
no norte da China e na Índia.
											Mas fiquei surpreendida
quando li num artigo de 2018,
											que há 232 locais de rios-amostra
											em todo o território dos EUA.
											Nesses locais,
											37% tinham exagerados
níveis de salinidade.
											O que ainda é mais surpreendente
											é que os que tinham maiores aumentos
											encontravam-se na zona leste dos EUA
											e não no árido sudoeste.
											Segundo os autores desse artigo
											isso pode dever-se ao uso do sal
para descongelar as estradas.
											Possivelmente, outra origem deste sal
											pode ser proveniente
de águas residuais industriais salgadas.
									",A circular economy for salt that keeps rivers clean,Tina Arrowood,13:19,"water,rivers,sustainability,industrial design,science,chemistry,environment,technology"
"
","
","
",A circular economy for salt that keeps rivers clean,Tina Arrowood,13:19,"water,rivers,sustainability,industrial design,science,chemistry,environment,technology"
"
											So as you see, human activities
can convert our freshwater rivers
											into water that's more like our oceans.
											So we need to act and do something
before it's too late.
											And I have a proposal.
									","
											On constate donc que 
les activités humaines peuvent
											changer l'eau douce de nos rivières
en eau de mer.
											Nous devons réagir 
avant qu'il ne soit trop tard.
											Et j'ai une proposition à cet effet.
									","
											Como veem, as atividades humanas
podem transformar a água doce dos rios
											em água mais parecida com a do oceano.
											Precisamos de agir e fazer qualquer coisa
antes que seja tarde demais.
											E eu tenho uma proposta.
									",A circular economy for salt that keeps rivers clean,Tina Arrowood,13:19,"water,rivers,sustainability,industrial design,science,chemistry,environment,technology"
