en,es,pt,fr,tr,title,speaker,duration,tags
"
","
","
","
","
",What would happen if every human suddenly disappeared?,Dan Kwartler,5:16,"TED-Ed,science,nature,climate change,natural resources,natural disaster,life,geology,animals,animation,humanity,human origins,resources,oceans"
"
											Human beings are everywhere.
											With settlements on every continent,
											we can be found in the most isolated 
corners of Earth’s jungles,
											oceans,
											and tundras.
											Our impact is so profound,
most scientists believe
											humanity has left a permanent mark 
on Earth’s geological record.
											So what would happen if suddenly, 
every human on Earth disappeared?
									","
											Los seres humanos están por todas partes.
											Con asentamientos en todos los continentes
											estamos presentes en los rincones 
más aislados de las junglas de la Tierra,
											en océanos
											y tundras.
											Nuestro impacto es tan profundo 
que la mayoría de científicos opina
											que la huella de la humanidad en la 
historia geológica terrestre es indeleble.
											¿Qué ocurriría si de pronto
desaparecieran todos los humanos?
									","
											Os seres humanos estão em toda a parte.
											Com povoações em todos os continentes,
											encontram-se nos cantos
mais isolados das selvas,
											dos oceanos e das tundras da Terra.
											O nosso impacto é tão grande
que muitos cientistas acham
											que a humanidade vai deixar
uma marca indelével
											no registo geológico do planeta.
											O que aconteceria se, de repente,
											todos os seres humanos
do planeta desaparecessem?
									","
											Les êtres humains sont partout.
											Avec des implantations
dans chaque continent,
											on peut nous trouver dans les coins
les plus isolés des jungles,
											des océans
											et des toundras de la Terre.
											Notre impact est si profond que
la majorité des scientifiques croient
											que l'humanité a laissé
une marque permanente
											dans l'histoire interne
de la géologie terrestre.
											Mais que se passerait-il si,
tout d'un coup,
											tous les êtres humains disparaissaient ?
									","
											İnsanlar her yerde.
											Her kıtada bulunan yerleşim yerlerimizle
											Dünya'nın ormanları, okyanusları
											ve tundralarının en ıssız köşelerinde
											bulunabiliriz.
											Etkimiz öyle derin ki çoğu bilim insanı
											Dünya'nın jeolojik tarihinde 
kalıcı bir iz bıraktığımızı düşünüyor.
											Öyleyse Dünya'daki herkes 
aniden kaybolsaydı ne olurdu?
									",What would happen if every human suddenly disappeared?,Dan Kwartler,5:16,"TED-Ed,science,nature,climate change,natural resources,natural disaster,life,geology,animals,animation,humanity,human origins,resources,oceans"
"
","
","
","
","
",What would happen if every human suddenly disappeared?,Dan Kwartler,5:16,"TED-Ed,science,nature,climate change,natural resources,natural disaster,life,geology,animals,animation,humanity,human origins,resources,oceans"
"
											With no one maintaining them, some
of our creations backfire immediately.
											Hours after we disappear,
oil refineries malfunction,
											producing month-long blazes at
plants like the ones in western India,
											the southern United States,
											and South Korea.
											In underground rail systems 
like those in London,
											Moscow,
											and New York City,
											hundreds of drainage pumps are abandoned,
flooding the tunnels in just three days.
											By the end of the first week,
most emergency generators have shut down,
											and once the fires have gone out,
											the earth goes dark 
for the first time in centuries.
									","
											Sin nadie para mantenerlas, muchas 
creaciones en seguida dan problemas.
											Horas después de nuestra desaparición, 
las refinerías de petróleo fallan,
											produciendo incendios de un mes
en plantas como las del oeste de la India,
											el sur de EE.UU.
											y Corea del Sur.
											En los sistemas de metro 
como el de Londres,
											Moscú
											o la ciudad de Nueva York,
											se abandonan cientos de bombas de drenaje 
que inundan los túneles en tres días.
											Al final de la primera semana, la mayoría 
de generadores de emergencia se apagan
											y una vez extinguidos los incendios,
											la Tierra queda a oscuras 
por primera vez en siglos.
									","
											Sem ninguém para as manter,
											algumas das nossas criações
desaparecem imediatamente.
											Horas depois de desaparecermos,
											as refinarias de petróleo
começam a falhar,
											produzindo chamas durante meses,
como nas instalações na Índia ocidental,
											no sul dos EUA,
e na Coreia do Sul.
											Nos metropolitanos, 
como os de Londres,
											de Moscovo e da cidade de Nova Iorque,
											centenas de bombas de esgoto
abandonadas
											inundam os túneis em apenas três dias,
											No final da primeira semana,
											a maioria dos geradores
de emergência param,
											e, depois de os incêndios
se extinguirem,
											o planeta fica às escuras
pela primeira vez em séculos.
									","
											Sans personne pour les entretenir,
											certaines de nos créations
tourneraient mal immédiatement.
											Quelques heures après notre disparition,
											les raffineries de pétrole
ne fonctionneraient plus
											et causeraient de longs incendies
											dans des stations
comme celles en l'Inde occidentale,
											dans le sud des États-Unis
											et en Corée du Sud.
											Dans les réseaux de métro
comme ceux de Londres,
											de Moscou
											et de New York,
											les pompes de drainage
seraient abandonnées,
											inondant ainsi les tunnels
en seulement trois jours.
											À la fin de la première semaine,
											la plupart des générateurs
ne marcheraient plus
											et, une fois les incendies éteints,
											la Terre deviendrait sombre
pour la première fois depuis des siècles.
									","
											Bakacak kimse olmadığından icatlarımızdan
bazıları hemen ters teperdi.
											Kaybolmamızdan saatler sonra
batı Hindistan, Güney Amerika
											ve Güney Kore'dekiler gibi 
petrol rafineleri arızalanıp
											bitkiler için aylarca sürecek
											alevlere sebep olurdu.
											Londra, Moskova 
ve New York şehirlerindeki gibi
											yeraltı yaylı sistemlerinde

											yüzlerce boşaltma pompası
terkedildiğinden
											sadece üç günde tünelleri su basardı.
											İlk haftanın sonunda çoğu 
acil durum jeneratörü devre dışı kalırdı
											ve yangınlar da bittiğinde
											yüzyıllardır ilk defa 
dünya kapkaranlık olurdu.
									",What would happen if every human suddenly disappeared?,Dan Kwartler,5:16,"TED-Ed,science,nature,climate change,natural resources,natural disaster,life,geology,animals,animation,humanity,human origins,resources,oceans"
"
","
","
","
","
",What would happen if every human suddenly disappeared?,Dan Kwartler,5:16,"TED-Ed,science,nature,climate change,natural resources,natural disaster,life,geology,animals,animation,humanity,human origins,resources,oceans"
"
											After the first catastrophic month,
changes come more gradually.
											Within 20 years, sidewalks have been 
torn apart by weeds and tree roots.
											Around this time,
											flooded tunnels erode 
the streets above into urban rivers.
											In temperate climates,
											the cycle of seasons freezes 
and thaws these waterways,
											cracking pavement 
and concrete foundations.
											Leaking pipes cause the same reaction 
in concrete buildings,
											and within 200 winters, most skyscrapers 
buckle and tumble down.
											In cities built in river deltas 
like Houston,
											these buildings 
eventually wash away completely -
											filling nearby tributaries 
with crushed concrete.
									","
											Tras el catastrófico primer mes, 
los cambios son más graduales.
											En 20 años las aceras se agrietan a causa
de hierbas y raíces de los árboles.
											Al mismo tiempo,
											los túneles inundados erosionan las calles
y las convierten en ríos.
											En climas templados,
											el ciclo de las estaciones congela 
y descongela estas corrientes,
											agrietando el pavimento 
y los cimientos de hormigón.
											Las tuberías que gotean causan 
el mismo efecto en edificios de cemento
											y pasados 200 inviernos, la mayoría
de rascacielos se inclinan y se derrumban.
											En ciudades situadas 
en deltas fluviales como Houston,
											estos edificios son barridos totalmente
											y llenan los afluentes cercanos 
de cemento triturado.
									","
											Depois do primeiro mês catastrófico,
as mudanças passam a ser mais graduais.
											Ao fim de 20 anos,
as estradas são destruídas
											pelas ervas e pelas raízes das árvores.
											Na mesma altura, os túneis inundados
											fazem ruir as ruas por cima
e transformam-nas em rios urbanos.
											Nos climas temperados,
											o ciclo das estações congela
e descongela esses canais,
											fazendo estalar os pavimentos
e as fundações de betão.
											As canalizações com fugas
											causam a mesma reação 
aos edifícios de betão,
											e, passados 200 invernos,
											a maioria dos arranha-céus
inclinam-se e desmoronam-se.
											Em cidades construídas
em deltas de rios, como Houston,
											esses edifícios acabam
por desaparecer totalmente
											— enchendo os rios afluentes 
com betão feito em bocados.
									","
											Après le premier mois catastrophique,
les changements seraient plus graduels.
											En 20 ans, les trottoirs seraient détruits
											par les mauvaises herbes et les racines.
											À peu près à ce moment-là,
											les tunnels inondés détruiraient les rues
et en feraient des rivières souterraines.
											Dans les climats tempérés,
											le cycle des saisons gèlerait
et ferait fondre ces cours d'eau,
											fissurant ainsi le sol
et les fondations en béton.
											Les tuyaux causeraient la même réaction
dans les bâtiments en béton,
											et, en l'espace de 200 hivers,
											la plupart des gratte-ciels
se détérioreraient et s'écrouleraient.
											Dans les villes construites dans
les deltas de fleuves comme Houston,
											ces bâtiments seraient
complètement emportés
											et rempliraient les affluents voisins
de débris en béton.
									","
											İlk felaket ayından sonra 
değişimler azar azar gelmeye başlardı.
											20 yıl içinde kaldırımlar, otlar ve
ağaç kökleri tarafından paramparça olurdu.
											Bu süreçte su dolu tüneller
üstlerindeki caddeleri aşındırarak
											onları şehir nehirlerine dönüştürürdü.
											Ilıman iklimlerde
											mevsim döngüsü duraklardı 
ve bu da su yollarını çözer,
											asfaltı ve beton yapıları çatlatırdı.
											Sızdıran borular da beton binalarda 
aynı etkiyi yapardı,
											200 kış içerisinde gökdelenlerin çoğu 
yerle bir olurdu.
											Houston gibi nehir deltalarının
üstüne kurulmuş şehirlerde
											bu binalar eninde sonunda 
tamamen suya kapılarak
											yakınlarındaki kanalları 
ezilmiş beton ile doldururdu.
									",What would happen if every human suddenly disappeared?,Dan Kwartler,5:16,"TED-Ed,science,nature,climate change,natural resources,natural disaster,life,geology,animals,animation,humanity,human origins,resources,oceans"
"
","
","
","
","
",What would happen if every human suddenly disappeared?,Dan Kwartler,5:16,"TED-Ed,science,nature,climate change,natural resources,natural disaster,life,geology,animals,animation,humanity,human origins,resources,oceans"
"
											Rural and suburban areas 
decay more slowly,
											but in largely unsurprising ways.
											Leaks, mold, bug 
and rodent infestations -
											all the usual enemies of the homeowner-
											now go uncontested.
											Within 75 years, most houses' 
supporting beams have rotted and sagged,
											and the resulting collapsed heap 
is now home to local rodents and lizards.
									","
											Las áreas suburbanas y rurales
se deterioran más lentamente
											pero de maneras realmente sorprendentes.
											Plagas de fugas, moho, 
insectos y roedores,
											todas ellas enemigos comunes 
de propietarios de inmuebles
											ahora campan a sus anchas.
											En 75 años la mayoría de pilares maestros
de las viviendas están podridos y hundidos
											y el montón de escombros resultante 
es el hogar de lagartijas y roedores.
									","
											As áreas rurais e suburbanas
degradam-se mais lentamente
											mas, de formas surpreendentes.
											As fugas, o bolor, as pragas
de insetos e de roedores
											— todos os inimigos habituais
dos proprietários —
											estão sem controlo.
											Ao fim de 75 anos,
a maioria das vigas-mestras
											das casas apodrecem e cedem
											e a resultante pilha de escombros
											serve de abrigo a roedores
e lagartixas locais.
									","
											Les zones rurales et suburbaines
se détérioreraient plus lentement,
											mais de manière très peu étonnante.
											Des fuites, la moisissure,
les insectes et les rongeurs,
											les ennemis classiques d'un propriétaire,
											continueraient sans entrave.
											En 75 ans, les poutres des maisons
seraient pourries et affaissées,
											et elles formeraient alors une maison 
pour les rongeurs et les lézards locaux.
									","
											Kırsal ve banliyo kesimleri daha yavaş
											ama çok da farklı olmayan
yollarla çürürdü.
											Sızıntılar, küf, böcek 
ve kemirgen istilaları
											- ev sahibinin olağan düşmanları -
											artık rakipsiz olurdu.
											75 yıl içinde, çoğu evin destek kirişleri
çürümüş ve sarkmış olurdu,
											bu da çöküntü yığınını yerli kemirgen 
ve kertenkelelerin evine dönüştürürdü.
									",What would happen if every human suddenly disappeared?,Dan Kwartler,5:16,"TED-Ed,science,nature,climate change,natural resources,natural disaster,life,geology,animals,animation,humanity,human origins,resources,oceans"
"
","
","
","
","
",What would happen if every human suddenly disappeared?,Dan Kwartler,5:16,"TED-Ed,science,nature,climate change,natural resources,natural disaster,life,geology,animals,animation,humanity,human origins,resources,oceans"
"
											But in this post-human world, 
“local” has a new meaning.
											Our cities are full of imported plants,
											which now run wild across 
their adopted homes.
											Water hyacinth coat the waterways 
of Shanghai in a thick green carpet.
											Poisonous giant hogweeds overgrow
the banks of London’s Thames River.
											Chinese Ailanthus trees burst
through New York City streets.
											And as sunken skyscrapers add
crumbled concrete to the new forest floor,
											the soil acidity plummets,
											potentially allowing 
new plant life to thrive.
									","
											En este mundo post humano, 
""local"" tiene un nuevo significado.
											Las ciudades están llenas
de plantas importadas
											que crecen sin control 
en sus hogares de acogida.
											Los jacintos de agua cubren las aguas de
Shanghái como una gruesa alfombra verde.
											El venenoso heracleum gigante invade
las orillas del río Támesis de Londres.
											Los ailantos chinos crecen frondosos 
en las calles de Nueva York.
											Los rascacielos derrumbados aportan
cemento triturado al suelo del bosque,
											cuya acidez cae en picado,
											permitiendo así 
que una nueva flora prospere.
									","
											Mas neste mundo pós-humano, 
""local"" tem um novo significado.
											As cidades estão cheias
de plantas importadas
											que agora invadem selvaticamente
as suas casas adotivas.
											Os jacintos-de-água cobrem os canais
de Xangai com um espesso tapete verde.
											O venenoso ""heracleum"" gigante invade
as margens do rio Tamisa, de Londres.
											Os ailantos chineses crescem frondosos
nas ruas da cidade de Nova Iorque.
											Os arranha-céus desmoronados
											juntam mais betão triturado
ao solo da nova floresta,
											e a acidez do solo cai a pique,
											permitindo que prospere uma nova flora.
									","
											Mais, dans ce monde post-humanité,
« local » aurait un nouveau sens.
											Nos villes seraient remplies 
par les plantes importées,
											qui grandiraient alors en liberté
dans leurs nouveaux habitats.
											Les jacinthes d'eau couvriraient les eaux
de Shanghai d'un épais tapis vert.
											La berce du Caucase toxique envahirait
les rives de la Tamise à Londres.
											Les faux vernis du Japon recouvriraient
les rues de New York.
											Et tandis que les gratte-ciels détruits
											ajouteraient encore du béton
au nouveau parterre forestier,
											l'acidité du sol chuterait,
											ce qui pourrait permettre
le développement de nouvelles plantes.
									","
											Fakat bu insan-sonrası dünyada
""yerli"" yeni bir anlam ifade ederdi.
											Şehirlerimiz, şimdilere ana vatanlarının 
her yerine yayılmış
											ithal bitkilerle dolardı.
											Su sümbülü, Şanghay'ın su yollarını 
kalın yeşil bir halı gibi kaplardı.
											Zehirli dev tavşancıl otları 
Londra Thames Nehri kıyılarını kaplardı.
											Kokar ağaçlar New York City 
caddelerine taşardı.
											Batan gökdelenler ufalanmış betonlarını 
yeni orman yüzeyine dökerken
											yağ asidi düşer,
											olası yeni bitki yaşamının
gelişmesini sağlardı.
									",What would happen if every human suddenly disappeared?,Dan Kwartler,5:16,"TED-Ed,science,nature,climate change,natural resources,natural disaster,life,geology,animals,animation,humanity,human origins,resources,oceans"
