fr,en,tr,de,es,title,speaker,duration,tags
"
","
","
","
","
",Learning from leadership's missing manual,Fields Wicker-Miurin,16:35,"environment,global issues,leadership,politics,women in business"
"
											Je vais vous parler
											de quelques-unes des découvertes
											que j'ai faites dans mon travail de par le monde.
											Ce ne sont pas des découvertes de planètes
											ou de nouvelles technologies
											ou dans le domaine des sciences.
											Ce sont des découvertes de gens
											et de la façon d'être des gens, et du nouveau leadership.
									","
											I'm going to talk
											about some of my discoveries
											around the world through my work.
											These are not discoveries of planets
											or new technologies
											or science.
											They're discoveries of people
											and the way people are, and new leadership.
									","
											Çalışmalarım vasıtasıyla dünya çapında...
											...keşiflerimin birkaçından...
											...bahsedeceğim.
											Bunlar gezegenlerin...
											...yeni teknolojilerin...
											...ya da bilimin keşifleri değil.
											Onlar insanların keşifleri ve...
											...takip ettikleri yol ile yeni liderliktir.
									","
											Ich werde über
											einige meiner Entdeckungen, die ich durch meine Arbeit
											rund um die Welt machte, erzählen.
											Dies sind nicht Entdeckungen von Planeten
											oder neue Technologien
											oder Wissenschaft.
											Es sind Funde über Menschen
											und wie die Menschen sind und neue Führung.
									","
											Voy a hablarles
											de algunas cosas que descubrí
											en mi trabajo por el mundo.
											No he descubierto planetas,
											ni nuevas tecnologías,
											ni ciencia.
											Son descubrimientos de personas,
											de su manera de ser, y de un nuevo liderazgo.
									",Learning from leadership's missing manual,Fields Wicker-Miurin,16:35,"environment,global issues,leadership,politics,women in business"
"
","
","
","
","
",Learning from leadership's missing manual,Fields Wicker-Miurin,16:35,"environment,global issues,leadership,politics,women in business"
"
											Voici Benki.
											Benki est un chef de la nation Ashaninka.
											Son peuple vit au Brésil
											et au Pérou.
											Benki vient d'un village
											si reculé en Amazonie
											que pour y aller vous devez soit prendre un avion
											et atterrir sur l'eau,
											soit y aller en canoë ce qui prend plusieurs jours.
											J'ai rencontré Benki il y a trois ans à Sao Paulo
											quand je l'ai fait venir, lui et d'autres chefs
											de peuples indigènes
											pour que nous rencontrions d'autres dirigeants des quatre coins du monde,
											car nous voulions apprendre les uns des autres.
											Nous voulions partager nos histoires ensemble.
									","
											This is Benki.
											Benki is a leader of the Ashaninka Nation.
											His people live in Brazil
											and in Peru.
											Benki comes from a village
											so remote up in the Amazon
											that to get there, either you have to fly
											and land on water,
											or go by canoe for several days.
											I met Benki three years ago in Sao Paulo
											when I'd brought him and other leaders
											from indigenous peoples
											to meet with me and leaders from around the world,
											because we wanted to learn from each other.
											We wanted to share our stories with each other.
									","
											Bu Benki.
											Benki Ashaninka halkının önderidir.
											Halkı Brezilya...
											...ve Peru'da yaşıyor.
											Benki, oraya gitmek için...
											...ya uçağa binip ve suya iniş yapmak...
											...ya da birkaç gün boyunca...
											...Kano yolculuğu yapmak zorunda olduğunuz...
											...Amazon'un oldukça uzak bir köyünden geliyor.
											Benki ile üç yıl önce...
											...benle ve tüm dünyadan liderler ile görüşmesi için...
											...onu ve yerli halktan diğer liderleri getirdiğimde...
											...Sao Paulo'da tanıştım...
											...çünkü birbirimizden birşeyler öğrenmek istedik.
											Birbirimizle hikayelerimizi paylaşmak istedik.
									","
											Das ist Benki.
											Benki is ein Anführer der Ashaninka Nation.
											Seine Leute leben in Brasilien
											und Peru.
											Beni kommt aus einem Dorf
											so abgelegen im Amazonas
											dass sie, um dorthin zu kommen, entweder fliegen
											und auf dem Wasser landen
											oder mit dem Kanu mehrere Tage paddeln müssen.
											Ich traf Benki vor drei Jahren in Sao Paulo
											als ich ihn und andere Anführer
											eingeborener Stämme zusammenbrachte
											mich und andere Führungskräfte aus aller Welt zu treffen,
											weil wir voneinander lernen wollten.
											Wir wollten unsere Geschichten miteinander teilen.
									","
											Este es Benki.
											Benki es un líder asháninca.
											Su gente vive en Brasil
											y en Perú.
											Benki viene de una aldea
											tan remota del Amazonas
											que para llegar allí uno tiene que
											ir en hidroavión,
											o en canoa durante varios días.
											Conocí a Benki hace 3 años en São Paulo
											cuando nos reunimos con otros líderes
											de pueblos indígenas,
											así como con otros líderes de todo el mundo,
											para aprender los unos de los otros.
											Queríamos compartir nuestras historias.
									",Learning from leadership's missing manual,Fields Wicker-Miurin,16:35,"environment,global issues,leadership,politics,women in business"
"
","
","
","
","
",Learning from leadership's missing manual,Fields Wicker-Miurin,16:35,"environment,global issues,leadership,politics,women in business"
"
											Les Ashaninkas
											sont connus à travers toute l'Amérique du Sud
											pour leur dignité, leur esprit
											et leur résistance,
											depuis les Incas
											et jusqu'au 19ème siècle
											avec les récolteurs de latex.
											La plus grande menace actuelle pour les Ashaninka
											et pour Benki
											vient de l'abattage illégal d'arbres —
											des gens qui viennent dans leur magnifique forêt
											couper les acajous centenaires
											et les emportent le long du fleuve jusqu'aux marchés internationaux.
											Benki le savait.
											Il voyait ce qui arrivait à sa forêt, à son environnement
											car son grand-père l'avait pris sous son aile
											quand il n'avait que deux ans
											pour commencer à apprendre sur la forêt
											et le mode de vie de son peuple.
											Son grand-père est mort quand il n'avait que 10 ans.
											Et à ce jeune âge de 10 ans
											Benki est devenu page dans sa communauté.
											Alors dans la tradition et la culture Ashaninka,
											le page est la personne la plus importante
											de la communauté.
											C'est la personne qui détient
											tout le savoir, toute la sagesse,
											de siècles et de siècles de vie,
											et pas uniquement au sujet de son peuple,
											mais aussi sur tout ce dont dépend la survie de son peuple :
											les arbres, les oiseaux,
											l'eau, le sol, la forêt.
											Et quand il n'avait que 10 ans et est devenu page,
											il a commencé à conduire son peuple.
											Il a commencé à leur parler
											de la forêt qu'ils devaient protéger,
											le mode de vie qu'ils devaient développer.
											Il leur a expliqué
											que ce n'était pas une question de loi du plus fort;
											c'était une question de comprendre
											ce dont ils avaient besoin pour survivre
											et de protéger cette chose.
									","
											The Ashaninka people
											are known throughout South America
											for their dignity, their spirit
											and their resistance,
											starting with the Incas
											and continuing through the 19th century
											with the rubber tappers.
											Today's biggest threat to the Ashaninka people
											and to Benki
											comes from illegal logging —
											the people who come into the beautiful forest
											and cut down ancient mahogany trees,
											float them down the river to world markets.
											Benki knew this.
											He could see what was happening to his forest, to his environment,
											because he was taken under his grandfather's wing
											when he was only two years old
											to begin to learn about the forest
											and the way of life of his people.
											His grandfather died when he was only 10.
											And at that young age, 10 years old,
											Benki became the paje of his community.
											Now, in the Ashaninka tradition and culture,
											the paje is the most important
											person in the community.
											This is the person who contains within him
											all the knowledge, all the wisdom
											of centuries and centuries of life,
											and not just about his people,
											but about everything that his people's survival depended on:
											the trees, the birds,
											the water, the soil, the forest.
											So when he was only 10 and he became the paje,
											he began to lead his people.
											He began to talk to them
											about the forest that they needed to protect,
											the way of life they needed to nurture.
											He explained to them
											that it was not a question of survival of the fittest;
											it was a question of understanding
											what they needed to survive
											and to protect that.
									","
											Ashaninka halkı...
											...tüm Güney Amerika'da İnkalarla başlayan...
											...ve 19. yüzyıl süresince kauçuk reçinesi...
											...alma işiyle uğraşanlarla...
											...varlığını sürdüren, haysiyetleri...
											... ruhları ve dirençleriyle...
											...bilinen bir halktır.
											Günümüzde Ashaninka halkı ve Benki için...
											...en büyük tehdit...
											...yasadışı ağaç kesiminin yapılmasıdır...
											...ve insanlar güzel ormana gelip...
											...eski maun ağaçlarını kesiyor...
											...ve bunları dünya pazarları için nehrin aşağısına doğru yüzdürüyor.
											Benki bunu biliyordu.
											Ormanına ve çevresine ne olduğunu görebiliyordu...
											...çünkü ormanı ve halkının yaşam biçimini...
											...öğrenmeye başlaması için yanlızca...
											...iki yaşındayken büyük babasının...
											...kanatları altına alındı.
											On yaşındayken büyükbabası öldü.
											Ve o küçük yaşta, on yaşındayken...
											...kabilesinin Pajesi oldu.
											Şu anda Ashaninka geleneğinde ve kültüründe...
											...kabiledeki en önemli...
											...kişi Paje'dir.
											Bu insan, sadece kendi halkı...
											...hakkında değil, aynı zamanda...
											...halkının hayatta kalması için...
											....bağlı olduğu ağaçlar, kuşlar...
											...su, toprak, orman gibi her şey hakkında...
											...yüzyılların tüm bilgisini ve ilmini...
											...içinde barındıran birisidir.
											Bu yüzden, sadece on yaşında ve bir Paje olduğunda...
											...halkına yol göstermeye başladı.
											Onlarla, çocuk yetiştirmek için...
											...gerekli olan, ormanları korumanın gerekliliği...
											...hakkında konuşmaya başladı.
											Onlara, bunun en güçlü olanın yaşamasını...
											...sürdürme ilkesi konusu olmadığını...
											...yaşamlarını sürdürmek için ve korumaları gereken birşey...
											...olarak anlamanın konusu...
											...olduğunu açıkladı.
									","
											Die Ashaninka
											sind in ganz Südamerika bekannt
											für ihre Würde, ihre Tatkraft
											und ihren Wiederstandt,
											beginnend bei den Inkas
											und weitergehend durch das 19te Jahrhundert
											mit den Gummisammlern.
											Heute besteht die größte Gefahr für die Ashaninka
											und für Benki
											durch illegale Holzfällerei —
											Mensche, die in den wunderschönen Wald kommen
											und historische Mahagonybäume fällen,
											um sie den Fluss hinunter zu den Weltmärkten zu flößen.
											Benki wußte das.
											Er konnte sehen was seinem Wald passierte, seiner Umwelt,
											weil sein Großvater ihn unter seine Fittiche nahm
											als er gerade einmal zwei Jahre alt war
											und begann ihn über den Wald
											und den Weg des Lebens seiner Leute zu lehren.
											Sein Großvater starb als er gerade 10 war.
											Und in diesem jungen Alter, 10 Jahre,
											wurde Benki Paje seiner Gemeinschaft.
											In der Ahaninka Tradition und Kultur
											ist der Paje die bedeutenste
											Person in der Gemeinschaft.
											Er ist die Person, die all das
											Wissen, alle Weisheit,
											von Jahrhunderten und Jahrhunderten des Lebens, bewahrt.
											nicht nur über seiner Leute,
											sondern über alles wovon das Überleben seiner eute abhängt:
											Bäume, Vögel,
											Wasser, Erde, der Wald.
											Als er also erst 10 war und Paje wurde,
											begann er seine eute anzuführen.
											Er begann mit ihnen
											über den Wald und dass sie ihn beschützen müssen zu reden,
											über den Lebensweg, den sie pflegen müssen.
											Er erklärte ihnen
											das es nicht eine Frage des Überlenbens des Stärkeren war,
											sondern eine Frage des Verständnis
											was sie brauchen, um zu überleben
											und es zu beschützen.
									","
											Los asháninca
											son conocidos en América del Sur
											por su dignidad, su buen carácter
											y su resistencia,
											que empezó con los incas
											y continuó en el siglo XIX
											con los trabajadores del caucho.
											Hoy día, la mayor amenaza para el pueblo asháninca
											y para Benki
											es la tala ilegal;
											la gente que va al bosque hermoso
											y corta los antiguos árboles de caoba
											y, tranportándolos río abajo, los exporta al mundo.
											Benki lo sabía.
											Podía ver lo que le sucedía en el bosque, en su entorno,
											porque su abuelo lo adoptó
											cuando sólo tenía 2 años de edad
											para empezar a enseñarle el bosque
											y el modo de vida de su pueblo.
											Su abuelo murió cuando él tenía sólo 10 años.
											Y a esa tierna edad, a los 10 años,
											Benki se convirtió en el paje de su comunidad.
											En la tradición y cultura asháninca
											el paje es la persona más importante
											de la comunidad.
											Esta es la persona que alberga
											todo el conocimiento y la sabiduría
											de siglos y siglos de vida.
											Y no sólo de su pueblo,
											sino de todo de lo cual dependió la supervivencia de su gente:
											los árboles, los pájaros,
											el agua, la tierra, el bosque.
											Así que a los 10 años, cuando fue nombrado paje,
											empezó a guiar a su pueblo.
											Empezó a hablarles
											del bosque que tenían que proteger,
											y del modo de vida que tenían que llevar.
											Les explicó
											que no era una cuestión de supervivencia del más fuerte;
											era una cuestión de entender
											lo que necesitaban para sobrevivir
											y cuestión de protegerlo.
									",Learning from leadership's missing manual,Fields Wicker-Miurin,16:35,"environment,global issues,leadership,politics,women in business"
"
","
","
","
","
",Learning from leadership's missing manual,Fields Wicker-Miurin,16:35,"environment,global issues,leadership,politics,women in business"
"
											Huit ans plus tard,
											quand il avait 18 ans,
											Benki a quitté la forêt pour la première fois.
											Il a fait une odyssée de 4 800 kilomètres jusqu'à Rio
											jusqu'au Sommet de la Terre
											pour dire au monde ce qui arrivait
											à son petit, tout petit coin.
											Et il y est allé parce qu'il espérait que le monde l'écouterait.
											Certains ont écouté, d'autres non.
											Mais si vous imaginez ce jeune homme
											avec sa coiffure et sa robe drapée,
											en train d'apprendre une nouvelle langue, le portugais,
											sans parler de l'anglais,
											allant à Rio
											érigeant un pont
											pour atteindre ces gens qu'ils n'avaient jamais vus —
											un monde plutôt hostile.
											Mais il n'a pas été découragé.
									","
											Eight years later,
											when he was a young man of 18,
											Benki left the forest for the first time.
											He went 3,000 miles on an odyssey to Rio
											to the Earth Summit
											to tell the world what was happening
											in his tiny, little corner.
											And he went because he hoped the world would listen.
											Some did, not everybody.
											But if you can imagine this young man
											with his headdress and his flowing robe,
											learning a new language, Portuguese,
											not to mention English,
											going to Rio,
											building a bridge
											to reach out to people he'd never met before —
											a pretty hostile world.
											But he wasn't dismayed.
									","
											Sekiz yıl sonra,
											Benki ormandan ilk kez onsekiz yaşında...
											...genç bir delikanlıyken ayrıldı.
											Onun minik, küçük köşesinde...
											...neler olduğunu dünyaya anlatmak için...
											...Rio'ya dünya zirvesine doğru...
											...1600 km'lik bir yolculuğa gitti.
											Ve dünyanın dinleyeceğini umduğu için gitti.
											Bazıları dinledi, herkes değil.
											Ancak bu genç adamın...
											...ingilizceyi saymıyorum, yeni bir dili, Portekizceyi...
											...öğrendiğini, Rio'ya gittiğini, daha önce...
											...hiç tanışmadığı insanlara...
											...ulaşmak için oldukça...
											...düşmanca bir dünyada...
											...bir köprü oluşturduğunu...
											...düşünebilirsin.
											Fakat o umutsuzluğa düşmedi.
									","
											Acht Jahre später,
											als 18jähriger junger Mann,
											verließ Benki den Wald zum ersten Mal.
											Er reiste 3000 Meilen auf einer Odyssee nach Rio de Janeiro
											zum Weltgipfel
											um der Welt zu erzählen, was in
											seiner winzigen , kleinen Ecke passierte.
											Er ging, weil er hoffte die Welt würde zuhören.
											Einige taten es, aber nicht jeder.
											Aber wenn sie sich vorstellen, dass dieser junge Mann
											mit seinem Kopfschmuck und wallenden Robe,
											eine neue Sprache lernt, Portugiesisch,
											ganz zu Schweigen von Englisch,
											um nach Rio zu reisen
											um eine Brücke zu bauen
											um Leute, die er noch nie vorher getroffen hat, die Hand asuzustrecken —
											eine ziemlich feindliche Welt.
											Aber er war nicht bestürzt.
									","
											Ocho años después
											cuando era un joven de 18 años,
											Benki dejó el bosque por primera vez.
											Una odisea de 4.800 kms a Río de Janeiro,
											a la Cumbre de la Tierra,
											para contar al mundo lo que estaba pasando
											en su pequeño rinconcito.
											Y fue porque esperaba que el mundo lo escuchara.
											Algunos lo hicieron, otros no.
											Imaginen a este joven
											con su tocado y su toga ancha,
											aprendiendo un nuevo idioma, portugués,
											además de inglés,
											yendo a Rio de Janeiro,
											tendiendo un puente
											para llegar a personas que nunca antes había visto;
											un mundo bastante hostil.
											Sin embargo, no estaba consternado.
									",Learning from leadership's missing manual,Fields Wicker-Miurin,16:35,"environment,global issues,leadership,politics,women in business"
"
","
","
","
","
",Learning from leadership's missing manual,Fields Wicker-Miurin,16:35,"environment,global issues,leadership,politics,women in business"
"
											Benki est revenu dans son village plein d'idées —
											de nouvelles technologies, de nouvelles recherches,
											de nouvelles façons de comprendre ce qui se passait.
											Depuis ce temps,
											il a continué à travailler avec son peuple,
											et pas seulement la nation Ashaninka,
											mais tous les peuples de l'Amazons et au-delà.
											Il a construit des écoles
											pour apprendre aux enfants à prendre soin de la forêt.
											Avec eux, il a conduit la reforestation
											de plus de 25 % du territoire
											qui avaient été détruits par les bûcherons.
											Il a créé une coopérative
											pour aider les gens à diversifier leur sources de revenus.
											Et il a apporté internet et la technologie satellite
											dans la forêt —
											à la fois pour que les gens eux-mêmes
											puissent suivre la déforestation,
											et pour qu'il puisse parler depuis la forêt
											au reste du monde.
											Si vous deviez rencontrer Benki
											et lui demander ""Pourquoi faites-vous ça ?
											Pourquoi vous exposez-vous ainsi ?
											Pourquoi vous rendez-vous vulnérable
											à ce qui est souvent un monde hostile ?""
											il vous répondrait,
											comme il me l'a dit,
											""Je me suis demandé"" a-t-il dit
											""Qu'ont fait mes grand-parents et mes arrière-grands-parents
											pour protéger la forêt pour moi ?
											Et qu'est-ce que je fais moi ?""
									","
											Benki came back to his village full of ideas —
											new technologies, new research,
											new ways of understanding what was going on.
											Since that time,
											he's continued to work with his people,
											and not only the Ashaninka Nation,
											but all the peoples of the Amazon and beyond.
											He's built schools
											to teach children to care for the forest.
											Together, he's led the reforestation
											of over 25 percent of the land
											that had been destroyed by the loggers.
											He's created a cooperative
											to help people diversify their livelihoods.
											And he's brought the internet and satellite technology
											to the forest —
											both so that people themselves
											could monitor the deforestation,
											but also that he could speak from the forest
											to the rest of the world.
											If you were to meet Benki
											and ask him, ""Why are you doing this?
											Why are you putting yourself at risk?
											Why are you making yourself vulnerable
											to what is often a hostile world?""
											he would tell you,
											as he told me,
											""I asked myself,"" he said,
											""What did my grandparents and my great-grandparents do
											to protect the forest for me?
											And what am I doing?""
									","
											Benki, köyüne yeni teknolojiler...
											...yeni araştırmalar, dünyada neler olup bittiğini...
											...anlamaya dair yeni yollarla ilgili fikirlerle dolu olarak döndü.
											O zamandan bu yana...
											...halkı ile çalışmaya devam etti...
											...ve sadece Ashaninka milleti ile değil...
											...Amazon ve haricinde ki bütün halkla.
											Çocuklara, ormanları korumayı öğretmek için...
											...okullar inşa etti.
											Birlikte, ağaç kesiciler ile tahrip edilmiş arazinin...
											...yüzde yirmibeşinden fazlasını...
											...yeniden ağaçlandırmaya öncülük etti.
											İnsanlara geçim kaynaklarını çeşitlendirmelerine...
											...yardımcı olmak için bir kooperatif oluşturdu.
											Ve ormana interneti ve uydu teknolojisini...
											...getirdi...
											...ve böylece insanlar ormanların tahrip edildiğini...
											...kendi gözleriyle görebilir...
											...ve ayrıca, Benki ormandan dünyanın...
											...geri kalanı ile konuşabilirdi.
											Benki'yle karşılaşırsanız ona...
											""Bunu neden yapıyorsun?...
											...Neden kendini riske atıyorsun?...
											...Neden kendini düşmanca bir dünyada...
											...savunmasız bırakıyorsun?"" diye sorun...
											...bana söylediği gibi...
											...sana, ""Büyük ebeveynlerim ve...
											...büyük büyük ebeveynlerim benim için ormanı...
											...korumak adına ne yaptı?...
											...Ve ben ne yapıyorum? diye...
											... kendime sordum"" diyecek.
									","
											Benki kehrte in sein Dorf voller Ideen zurück —
											neue Technologie, neue Forschung,
											neue Wege zu Verstehen was passiert.
											Seit dieser Zeit,
											arbeitete er weiter mit seinen Leuten,
											und nicht nur mit Ashaninkas,
											sondern mit allen Menschen des Amazonas und darüber hinaus.
											Er baute Schulen
											um den Kindern zu lehren den Wald zu pflegen.
											Zusammen, leitete er die Wiederauforstung
											von über 25 % des Lands
											welches von Holzfällern zerstört wurde.
											Er schaffte eine Kooperative
											um den Menschen zu helfen ihre Lebensgrundlage zu diversifizieren.
											Und er brachte Internet und Satellitentechnik
											in den Wald —
											so dass die Leute untereinander
											die Waldzerstörung überwachen können,
											aber auch dass er aus dem Wald
											zum Rest der Welt sprechen kann.
											Wenn sie Benki treffen würden
											und ihr fragen: ""Warum machen sie das?
											Warum bringen sie sich selbst in Gefahr?
											Warum machen sie sich selbst so verletzlich
											gegenüber der oft so feindlichen Welt?""
											er würde ihnen sagen,
											wie er es mir erzählt hat,
											Er sagte: ""Ich fragte mich:
											Was taten meine Großeltern und Urgroßeltern
											um den Wald für mich zu schützen?
											Und was tue ich?""
									","
											Benki volvió a su aldea con muchas ideas:
											nuevas tecnologías, investigación,
											nuevas maneras de comprender lo que sucedía.
											Desde ese momento,
											Benki ha estado trabajando con su pueblo,
											y no sólo con los asháninka,
											sino con todos los pueblos del Amazonas y de más allá.
											Ha contruído escuelas
											para enseñar a los niños a cuidar el bosque.
											Ha dirigido la reforestación
											de más del 25% de la tierra
											que había sido destruida por los madereros.
											Ha creado una cooperativa para ayudar
											a la gente a diversificar sus medios de subsistencia.
											Además, ha llevado internet y la tecnología satélite
											al bosque,
											para que el propio pueblo
											pueda supervisar la deforestación,
											y para que él pueda hablar desde el bosque
											al resto del mundo.
											Si uno fuese a ver a Benki
											y le preguntara: ""¿por qué haces esto?
											¿por qué te arriesgas?
											¿por qué te expones a lo que...
											...a menudo es un mundo hostil?""
											Él les diría,
											como me dijo a mí:
											""Me pregunté a mí mismo...
											...¿qué hicieron mis abuelos y bisabuelos...
											...para proteger el bosque para mí?...
											...y,¿qué estoy haciendo yo?""
									",Learning from leadership's missing manual,Fields Wicker-Miurin,16:35,"environment,global issues,leadership,politics,women in business"
