en,es,title,speaker,duration,tags
"
","
",The real relationship between your age and your chance of success,Albert-László Barabási,16:16,"success,science,leadership,motivation,goal-setting,potential,work,personal growth,TEDx"
"
											Today, actually, is
a very special day for me,
											because it is my birthday.
									","
											El día de hoy es muy especial para mí
porque es mi cumpleaños.
									",The real relationship between your age and your chance of success,Albert-László Barabási,16:16,"success,science,leadership,motivation,goal-setting,potential,work,personal growth,TEDx"
"
","
",The real relationship between your age and your chance of success,Albert-László Barabási,16:16,"success,science,leadership,motivation,goal-setting,potential,work,personal growth,TEDx"
"
											(Applause)
									","
											(Aplausos)
									",The real relationship between your age and your chance of success,Albert-László Barabási,16:16,"success,science,leadership,motivation,goal-setting,potential,work,personal growth,TEDx"
"
","
",The real relationship between your age and your chance of success,Albert-László Barabási,16:16,"success,science,leadership,motivation,goal-setting,potential,work,personal growth,TEDx"
"
											And so, thanks to all of you
for joining the party.
									","
											Así que gracias por venir a la fiesta.
									",The real relationship between your age and your chance of success,Albert-László Barabási,16:16,"success,science,leadership,motivation,goal-setting,potential,work,personal growth,TEDx"
"
","
",The real relationship between your age and your chance of success,Albert-László Barabási,16:16,"success,science,leadership,motivation,goal-setting,potential,work,personal growth,TEDx"
"
											(Laughter)
									","
											(Risas)
									",The real relationship between your age and your chance of success,Albert-László Barabási,16:16,"success,science,leadership,motivation,goal-setting,potential,work,personal growth,TEDx"
"
","
",The real relationship between your age and your chance of success,Albert-László Barabási,16:16,"success,science,leadership,motivation,goal-setting,potential,work,personal growth,TEDx"
"
											But every time you throw a party,
there's someone there to spoil it. Right?
									","
											Pero cada vez que organizamos una fiesta
siempre alguien la arruina, ¿verdad?
									",The real relationship between your age and your chance of success,Albert-László Barabási,16:16,"success,science,leadership,motivation,goal-setting,potential,work,personal growth,TEDx"
"
","
",The real relationship between your age and your chance of success,Albert-László Barabási,16:16,"success,science,leadership,motivation,goal-setting,potential,work,personal growth,TEDx"
"
											(Laughter)
									","
											(Risas)
									",The real relationship between your age and your chance of success,Albert-László Barabási,16:16,"success,science,leadership,motivation,goal-setting,potential,work,personal growth,TEDx"
"
","
",The real relationship between your age and your chance of success,Albert-László Barabási,16:16,"success,science,leadership,motivation,goal-setting,potential,work,personal growth,TEDx"
