en,es,title,speaker,duration,tags
"
","
",How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,12:27,"farming,science,collaboration,DNA,TED Fellows,Africa,food,community,technology"
"
											I get out of bed for two reasons.
											One, small-scale family farmers
need more food.
											It's crazy that in 2019
farmers that feed us are hungry.
											And two, science needs to be
more diverse and inclusive.
											If we're going to solve
the toughest challenges on the planet,
											like food insecurity for the millions
living in extreme poverty,
											it's going to take all of us.
									","
											Me levanto cada mañana por dos razones.
											Uno: las familias de los pequeños
agricultores necesitan más comida.
											Es una locura que en 2019 los agricultores
que nos alimentan pasen hambre.
											Y dos, la ciencia necesita ser
más diversa e inclusiva.
											Si vamos a resolver los desafíos
más difíciles del planeta,
											como la inseguridad alimentaria
											para los millones 
que viven en pobreza extrema ,
											esto nos va a incluir a todos.
									",How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,12:27,"farming,science,collaboration,DNA,TED Fellows,Africa,food,community,technology"
"
","
",How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,12:27,"farming,science,collaboration,DNA,TED Fellows,Africa,food,community,technology"
"
											I want to use the latest technology
											with the most diverse
and inclusive teams on the planet
											to help farmers have more food.
											I'm a computational biologist.
											I know — what is that
and how is it going to help end hunger?
											Basically, I like computers and biology
											and somehow,
putting that together is a job.
									","
											Quiero usar la última tecnología
											con los equipos más diversos 
e inclusivos del planeta
											para ayudar a que los agricultores
tengan más comida.
											Soy una bióloga computacional.
											Ya lo sé... ¿qué es eso y cómo va
a ayudar a acabar con el hambre?
											Básicamente, me gustan
las computadoras y la biología
											y, de alguna manera,
combinarlas es un trabajo.
									",How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,12:27,"farming,science,collaboration,DNA,TED Fellows,Africa,food,community,technology"
"
","
",How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,12:27,"farming,science,collaboration,DNA,TED Fellows,Africa,food,community,technology"
"
											(Laughter)
									","
											(Risas)
									",How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,12:27,"farming,science,collaboration,DNA,TED Fellows,Africa,food,community,technology"
"
","
",How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,12:27,"farming,science,collaboration,DNA,TED Fellows,Africa,food,community,technology"
"
											I don't have a story
											of wanting to be a biologist
from a young age.
											The truth is, I played
basketball in college.
											And part of my financial aid package
was I needed a work-study job.
											So one random day,
											I wandered to the nearest building
to my dorm room.
											And it just so happens
it was the biology building.
											I went inside and looked at the job board.
											Yes, this is pre-the-internet.
											And I saw a three-by-five card
											advertising a job
to work in the herbarium.
											I quickly took down the number,
											because it said ""flexible hours,""
											and I needed that to work around
my basketball schedule.
											I ran to the library
to figure out what an herbarium was.
									","
											No tengo una historia
											de haber querido ser bióloga
desde muy joven.
											La verdad es que jugaba baloncesto
en la universidad.
											Y parte de mi paquete de ayuda financiera
											requería que estudiara
y trabajara a la vez.
											Entonces, un día al azar,
											me dirigí al edificio más cercano
a mi dormitorio.
											Y resulta que era el edificio de biología.
											Entré y miré la bolsa de trabajo.
											Sí, esto fue antes de internet.
											Y vi una tarjeta de 3 x 5
											que anunciaba un empleo para
trabajar en un herbario.
											Rápidamente tomé el número,
											porque decía ""horario flexible"",
											y necesitaba que se ajustara
a mi horario de baloncesto.
											Corrí a la biblioteca para
averiguar qué era un herbario.
									",How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,12:27,"farming,science,collaboration,DNA,TED Fellows,Africa,food,community,technology"
"
","
",How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,12:27,"farming,science,collaboration,DNA,TED Fellows,Africa,food,community,technology"
"
											(Laughter)
									","
											(Risas)
									",How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,12:27,"farming,science,collaboration,DNA,TED Fellows,Africa,food,community,technology"
"
","
",How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,12:27,"farming,science,collaboration,DNA,TED Fellows,Africa,food,community,technology"
"
											And it turns out
											an herbarium is where they store
dead, dried plants.
											I was lucky to land the job.
											So my first scientific job
											was gluing dead plants onto paper
for hours on end.
									","
											Y resultó que un herbario es donde 
se almacenan plantas muertas y secas.
											Tuve suerte de conseguir el puesto.
											Así que mi primer trabajo científico
											fue pegar plantas muertas
en papel durante horas y horas.
									",How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,12:27,"farming,science,collaboration,DNA,TED Fellows,Africa,food,community,technology"
"
","
",How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,12:27,"farming,science,collaboration,DNA,TED Fellows,Africa,food,community,technology"
"
											(Laughter)
									","
											(Risas)
									",How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,12:27,"farming,science,collaboration,DNA,TED Fellows,Africa,food,community,technology"
"
","
",How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,12:27,"farming,science,collaboration,DNA,TED Fellows,Africa,food,community,technology"
"
											It's so glamorous.
											This is how I became
a computational biologist.
											During that time,
											genomics and computing were coming of age.
											And I went on to do my masters
											combining biology and computers.
									","
											Es muy glamuroso.
											Así es como me convertí
en bióloga computacional.
											Durante esa época,
											la genómica y la informática
estaban llegando a su madurez.
											Y realicé mi máster
											que combinaba biología e informática.
									",How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,12:27,"farming,science,collaboration,DNA,TED Fellows,Africa,food,community,technology"
"
","
",How we're using DNA tech to help farmers fight crop diseases,Laura Boykin,12:27,"farming,science,collaboration,DNA,TED Fellows,Africa,food,community,technology"
