pt,en,fr,title,speaker,duration,tags
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											Quantos de vocês 
verificaram o ""email"" hoje?
											Vamos lá, levantem as mãos.
									","
											How many of you have checked your email today?
											Come on, raise your hands.
											How many of you are checking it right now?
									","
											Combien d'entre vous ont relevé
leurs emails aujourd'hui ?
											Allez. Levez la main.
											Combien d'entre vous 
les relèvent en ce moment ?
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											Quantos de vocês estão a
verificá-lo neste momento?
									","
											(Laughter)
									","
											(Rires)
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											(Risos)
											E as finanças? Alguém verificou
as suas finanças hoje?
											Cartão de crédito? 
Conta de investimento?
											E esta semana?
											Agora, e o vosso consumo
doméstico de energia?
											Alguém verificou isso hoje?
											Esta semana? A semana passada?
											Há alguns ""geeks"" da energia
espalhados pela sala.
											É bom vê-los!
											Mas quanto ao resto de nós...
Esta sala está cheia de pessoas
											que são apaixonadas
pelo futuro do planeta,
											e mesmo assim não estamos
a prestar atenção
											ao consumo de energia que está
a causar as alterações climáticas.
											A mulher que está comigo
nesta foto chama-se Harriet.
											Conhecemo-la nas nossas
primeiras férias em família.
											Harriet está a prestar atenção
ao seu consumo de energia,
											e não é propriamente
uma ""geek"" da energia.
											Esta é a história de como a Harriet
começou a prestar atenção.
									","
											And how about finances? Anybody check that today?
											Credit card, investment account?
											How about this week?
									","
											Et vos comptes ? Quelqu'un a-t-il vérifié 
ses comptes bancaires aujourd'hui ?
											Ses relevés de carte de crédit ?
Ses investissements ?
											Et cette semaine ?
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											Isto é carvão,
											a fonte mais comum de
electricidade do planeta.
											Existe energia suficiente neste carvão
											para manter esta lâmpada acesa
durante mais de um ano.
											Mas infelizmente, entre aqui e aqui,
											a maior parte da energia perde-se
											em coisas como perdas 
de transmissão e calor.
											Na verdade, apenas 10%
se transforma em luz.
											Assim, este carvão irá durar
pouco mais de um mês.
											Se quisermos ter esta lâmpada
ligada durante um ano,
											precisamos desta quantidade de carvão.
											A má noticia é que,
por cada unidade de energia utilizada,
											desperdiçamos nove.
											Isto significa que há boas notícias
											porque, por cada unidade
de energia que poupamos,
											poupamos as outras nove.
											Então o problema é, como podemos fazer
com que as pessoas nesta sala
											e em todo o mundo,
comecem a prestar atenção
											à energia que estamos a consumir,
											e comecem a desperdiçar menos?
									","
											Now, how about your household energy use?
											Anybody check that today?
											This week? Last week?
											A few energy geeks spread out across the room.
											It's good to see you guys.
											But the rest of us — this is a room filled with people
											who are passionate about the future of this planet,
											and even we aren't paying attention
											to the energy use that's driving climate change.
											The woman in the photo with me is Harriet.
											We met her on our first family vacation.
											Harriet's paying attention to her energy use,
											and she is decidedly not an energy geek.
											This is the story of how Harriet came to pay attention.
									","
											Et la consommation énergétique 
de votre maison ?
											Quelqu'un l'a vérifiée aujourd'hui ?
											Cette semaine ?
La semaine dernière ?
											Il y a quelques geeks 
de l'énergie dans la salle.
											C'est sympa de vous voir les gars.
(Rires)
											Mais pour le reste d'entre nous —
cette salle est remplie de personnes
											qui s'intéressent au futur de cette planète
											et nous ne faisons même pas attention
											à l'utilisation de l'énergie
qui entraîne le changement climatique.
											La femme sur la photo 
avec moi s'appelle Harriet.
											Nous l'avons rencontrée 
lors de nos premières vacances en famille.
											Harriet fait attention 
à ses dépenses énergétiques,
											elle n'est vraiment pas 
une geek de l'énergie.
											Cette histoire raconte comment Harriet 
a commencé à faire attention.
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											A resposta veio de uma experiência
de ciência comportamental
											que foi realizada num
verão quente, há 10 anos,
											apenas a 150 km daqui,
											em San Marcos, na Califórnia.
											Estudantes colocaram sinais
em todas as portas de um bairro,
											pedindo às pessoas para
desligar o ar condicionado
											e ligar as ventoinhas.
											Um quarto das casas recebeu
uma mensagem que dizia:
											""Quer poupar 54 dólares 
por mês este verão?
											""Desligue o ar condicionado,
ligue as ventoinhas"".
											Outro grupo recebeu
um alerta ambiental.
											E outro grupo recebeu uma mensagem
											sobre ser um bom cidadão
e evitar falhas de energia.
											Muita gente achou que a mensagem
para poupar dinheiro seria a mais eficaz.
											Na realidade, nenhuma
destas mensagens funcionou.
											Tiveram um impacto nulo
no consumo de energia.
											Foi como se os estudantes
não tivessem lá ido.
									","
											This is coal,
											the most common source of electricity on the planet,
											and there's enough energy in this coal
											to light this bulb for more than a year.
											But unfortunately, between here and here,
											most of that energy is lost to things
											like transmission leakage and heat.
											In fact, only 10 percent ends up as light.
											So this coal will last a little bit more than a month.
											If you wanted to light this bulb for a year,
											you'd need this much coal.
											The bad news here is that, for every unit of energy we use,
											we waste nine.
											That means there's good news,
											because for every unit of energy we save,
											we save the other nine.
											So the question is, how can we get the people in this room
											and across the globe to start paying attention
											to the energy we're using,
											and start wasting less of it?
									","
											C'est du charbon,
											la source la plus courante 
d’électricité sur la planète,
											il y a assez d'énergie dans ce charbon,
											pour éclairer cette ampoule 
pendant plus d'un an.
											Mais malheureusement, entre ici et là,
											la plupart de l'énergie 
est perdue pour des choses
											comme la distribution et la chaleur.
											En fait, seulement 10% 
aboutissent à l'éclairage.
											Donc ce charbon va durer 
un peu plus d'un mois.
											Si vous voulez alimenter 
cette ampoule pendant
											vous aurez besoin 
de cette quantité de charbon.
											La mauvaise nouvelle c'est que 
pour toute unité d'énergie que nous utilisons,
											nous en gaspillons 9.
											Ça veut dire qu'il y a une bonne nouvelle
											car pour chaque unité d'énergie 
que nous économisons,
											nous économisons les 9 autres.
											La question est : « comment pouvons-nous 
encourager les personnes dans cette salle
											et à travers le monde à faire attention
											à l'énergie que nous utilisons
											et à en gaspiller moins ? »
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											Mas havia uma quarta mensagem
											e esta mensagem dizia simplesmente:
											""Quando inquiridos,
77% dos seus vizinhos
											""disseram que tinham desligado
o ar condicionado e ligado as ventoinhas.
											""Junte-se a eles.
									","
											The answer comes from a behavioral science experiment
											that was run one hot summer, 10 years ago,
											and only 90 miles from here,
											in San Marcos, California.
											Graduate students put signs on every door in a neighborhood,
											asking people to turn off their air conditioning
											and turn on their fans.
											One quarter of the homes received a message that said,
											did you know you could save 54 dollars a month this summer?
											Turn off your air conditioning, turn on your fans.
											Another group got an environmental message.
											And still a third group got a message about
											being good citizens, preventing blackouts.
											Most people guessed that money-saving message would work best of all.
											In fact, none of these messages worked.
											They had zero impact on energy consumption.
											It was as if the grad students hadn't shown up at all.
									","
											La réponse vient d'une expérience 
de comportementalisme
											qui a lieu pendant un été chaud, il y a 10 ans,
											à seulement 140 km d'ici,
											à San-Marcos, en Californie.
											Des étudiants ont placé des affiches
sur toutes les portes d'un quartier
											pour demander à chaque habitant
d'éteindre leur climatisation
											et d'allumer leurs ventilateurs.
											Un quart des maisons ont reçu
une affiche qui disait :
											« Savez-vous que vous pouvez économiser 
54 dollars par mois cet été ?
											Éteignez votre climatisation, 
utilisez votre ventilateur. »
											Un autre groupe a reçu 
un message écologique.
											Un troisième groupe a reçu
un message les encourageant à
											être de bons citoyens 
pour éviter les pannes d'électricité.
											La plupart des gens pensait que le message
économique fonctionnerait mieux que les autres.
											En fait aucun de ces messages 
n'a fonctionné.
											Ils n'ont eu aucun impact 
sur la consommation d'énergie.
											C'était comme si les étudiants 
n'étaient jamais venus.
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											""Desligue o ar condicionado,
ligue as ventoinhas.""
											Sabem que mais? Eles fizeram-no.
											As pessoas que receberam esta mensagem
											registaram uma diminuição
no consumo de energia
											só porque lhes foi dito
o que os vizinhos estavam a fazer.
									","
											But there was a fourth message,
											and this message simply said,
											""When surveyed, 77 percent of your neighbors
											said that they turned off their air conditioning and turned on their fans.
											Please join them. Turn off your air conditioning
											and turn on your fans.""
											And wouldn't you know it, they did.
											The people who received this message
											showed a marked decrease in energy consumption
											simply by being told what their neighbors were doing.
									","
											Mais il y a eu un quatrième message,
											et ce message disait simplement,
											« Lors d'une enquête, 77% de vos voisins
											ont déclaré qu'ils éteignaient leur climatisation 
et utilisaient leurs ventilateurs.
											S'il vous plaît, faites comme eux : 
éteignez votre climatisation
											et allumez vos ventilateurs. »
											Et devinez quoi ? Ils l'ont fait.
											Les gens qui ont reçu ce message,
											ont montré une baisse sensible
de leur consommation d'énergie,
											simplement en leur disant 
ce que leur voisins faisaient.
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											Então o que é que isto nos diz?
											Bem, se há qualquer coisa inconveniente,
											mesmo que nós acreditemos nisso,
											a persuasão moral, os incentivos fiscais,
não fazem muito para nos mover,
											mas a pressão social é muito poderosa.
											E aproveitada correctamente,
pode ser uma força poderosa para o bem.
											Na verdade, já o é.
									","
											So what does this tell us?
											Well, if something is inconvenient,
											even if we believe in it,
											moral suasion, financial incentives, don't do much to move us —
											but social pressure, that's powerful stuff.
											And harnessed correctly, it can be a powerful force for good.
											In fact, it already is.
									","
											Qu'est-ce que ça nous apprend ?
											Si quelque chose n'est pas commode,
											même si nous y croyons,
											les incitations morales et financières
ne nous affectent pas —
											mais la pression sociale, 
c'est quelque chose de puissant.
											Correctement exploitée, 
ça peut être une force puissante et positive.
											En fait, ça l'est déjà.
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											Inspirados por estes resultados,
o meu amigo Dan Yates e eu
											criámos uma companhia chamada Opower.
											Construímos ""software"" e parcerias
com empresas concessionárias
											que queriam ajudar
os seus clientes a poupar energia.
											Entregamos relatórios
personalizados de energia
											que mostram às pessoas
como o seu consumo
											se compara ao dos vizinhos
com uma casa semelhante.
											Tal como aqueles avisos nas portas,
											nós temos pessoas a
comparar-se aos seus vizinhos,
											e fazemos recomendações
com objectivos específicos
											para os ajudar a poupar.
											Começámos com papel, 
passámos para uma aplicação móvel,
											Internet, e agora até
um termostato ajustável.
											Nos últimos cinco anos,
temos vindo a realizar
											a maior experiência em 
ciência comportamental do mundo.
									","
											Inspired by this insight, my friend Dan Yates and I
											started a company called Opower.
											We built software and partnered with utility companies
											who wanted to help their customers save energy.
											We deliver personalized home energy reports
											that show people how their consumption
											compares to their neighbors in similar-sized homes.
											Just like those effective door hangers,
											we have people comparing themselves to their neighbors,
											and then we give everyone targeted recommendations
											to help them save.
											We started with paper, we moved to a mobile application,
											web, and now even a controllable thermostat,
											and for the last five years we've been running
											the largest behavioral science experiment in the world.
									","
											Inspirés par cette vision, 
mon ami Dan Yates et moi-même
											avons créé une compagnie 
appelée Opower.
											Nous avons construit des programmes et 
nous sommes associés avec des fournisseurs d'énergie,
											qui voulaient aider leurs clients
à économiser de l'énergie.
											Nous produisons des rapports personnalisés 
de la consommation d'énergie domestique
											qui montrent aux gens leur consommation
											comparée à celles de leur voisins
dans des maisons de taille comparable.
											Exactement comme 
avec les affiches efficaces,
											nous faisons en sorte que les gens 
se comparent à leur voisins.
											Puis nous donnons à chacun
des recommandations ciblées
											pour les aider à économiser.
											Nous avons commencé avec du papier, 
nous sommes passés à une application mobile,
											le web et même un thermostat contrôlable,
											ces 5 dernières années nous avons mené
											la plus grande expérience 
comportementaliste au monde.
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											E está a funcionar.
											Os proprietários e
arrendatários comuns pouparam
											mais de 250 milhões de dólares
nas suas facturas de energia,
											e estamos apenas a começar.
											Apenas neste ano, em parceria
com mais de 80 serviços públicos
											em seis países, vamos conseguir
											uma poupança de eletricidade 
de mais dois terawatts/hora.
									","
											And it's working.
											Ordinary homeowners and renters have saved
											more than 250 million dollars on their energy bills,
											and we're just getting started.
											This year alone, in partnership with more than 80 utilities
											in six countries, we're going to generate
											another two terawatt hours of electricity savings.
									","
											Et ça fonctionne.
											Les propriétaires et locataires ordinaires 
ont économisé
											plus de 250 millions de dollars 
sur leurs factures d'énergie,
											nous ne faisons que commencer.
											Rien que cette année, en partenariat 
avec plus de 80 fournisseurs d'énergie
											dans 6 pays, nous allons générer
											2 autres térawattheures 
d'économies électriques en plus.
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											Os ""geeks"" da energia 
sabem o que é dois terawatts/hora,
											mas para os outros todos,
dois terawatts/hora
											é mais do que suficiente
para alimentar todas as casas
											em St. Louis e Salt Lake juntas
											durante mais de um ano.
											Dois terawatts/hora é cerca de metade
											do que a indústria solar dos EUA
produziu no ano passado.
											Em termos de carvão,
											precisávamos de queimar
34 destes carrinhos de mão
											por minuto, todos os dias, 
durante um ano inteiro
											para obter dois terawatts/hora
de electricidade.
											E não estamos a queimar nada.
											Estamos só a motivar
as pessoas para terem atenção
											e alterarem o seu comportamento.
									","
											Now, the energy geeks in the room know two terawatt hours,
											but for the rest of us, two terawatt hours
											is more than enough energy to power every home
											in St. Louis and Salt Lake City combined
											for more than a year.
											Two terawatt hours, it's roughly half
											what the U.S. solar industry produced last year.
											And two terawatt hours? In terms of coal,
											we'd need to burn 34 of these wheelbarrows
											every minute around the clock every day for an entire year
											to get two terawatt hours of electricity.
											And we're not burning anything.
											We're just motivating people to pay attention
											and change their behavior.
									","
											Maintenant, les geeks de l'énergie dans la salle
savent ce que sont 2 térawattheures.
											Pour le reste d'entre nous, 
2 térawattheures,
											c'est plus d'énergie qu'il n'en faut
pour alimenter toutes les maisons
											de Saint-Louis et Salt Lake City combinées,
											pendant plus d'un an.
											2 térawattheures c'est à peu près la moitié
											de la production photovoltaïque 
américaine de l'an dernier.
											Et 2 térawattheures ? En terme de charbon,
											nous aurions besoin de brûler 
34 de ces brouettes
											chaque minute, sans interruption, 
chaque jour, pendant une année entière,
											pour obtenir 2 térawattheures d'électricité.
											Et nous ne brûlons rien du tout.
											Nous motivons simplement les gens 
à faire attention
											et à changer leur comportement.
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
