pt,tr,title,speaker,duration,tags
"
","
",Why we all need to practice emotional first aid,Guy Winch,17:24,"TEDx,health,mental health,psychology,self,mindfulness"
"
											Eu cresci com o meu irmão gémeo
											que era um irmão muito carinhoso.
											Agora, ser gémeo torna-nos peritos
											a identificar favoritismos.
											Se a bolacha dele fosse um pouco maior 
que a minha, eu questionaria.
											E claro que não estava esfomeado.
											(Risos)
									","
											İkiz kardeşimle beraber büyüdüm,
											inanılmaz derecede sevecen bir kardeşti.
											İkiz olmak sizi bir konuda uzman yapar;
											iltiması tespit etme.
											Onun kurabiyesi benimkinden 
azıcık olsun büyükse, kuşkulanırdım.
											Açlıktan ölmediğim ortada.
											(Gülme sesleri)
									",Why we all need to practice emotional first aid,Guy Winch,17:24,"TEDx,health,mental health,psychology,self,mindfulness"
"
","
",Why we all need to practice emotional first aid,Guy Winch,17:24,"TEDx,health,mental health,psychology,self,mindfulness"
"
											Quando me tornei psicólogo, comecei 
a reparar noutro tipo de favoritismo,
											como damos mais valor
ao corpo do que à mente.
											Passei nove anos na universidade
a fazer o doutoramento em psicologia.
											Nem imaginam quantas pessoas
olham para o meu cartão-de-visita e dizem:
											""Ah, um psicólogo. 
Ou seja, não é um médico a sério.""
											como se isso devesse constar
no meu cartão.
											(Risos)
											Este favoritismo para com o corpo 
face à mente, vejo-o em todo o lado.
									","
											Psikolog olunca farklı tür bir 
iltimas fark ettim.
											O da vücuda akıldan daha çok
değer veriyor olmamızdı.
											Psikoloji doktoramı hak etmek için
üniversitede 9 sene geçirdim.
											Kaç insanın kartvizitime bakıp 
şöyle dediğini anlatamam:
											""Ha, psikolog.
											Yani gerçek doktor değilsin!""
											adeta kartımda belirtilmesi gerekmiş gibi.
											(Gülme sesleri)
											Vücudu akıldan üstün tutan bu iltiması,
her yerde görüyorum.
									",Why we all need to practice emotional first aid,Guy Winch,17:24,"TEDx,health,mental health,psychology,self,mindfulness"
"
","
",Why we all need to practice emotional first aid,Guy Winch,17:24,"TEDx,health,mental health,psychology,self,mindfulness"
"
											Fui a casa de um amigo, recentemente.
											O filho dele, de 5 anos,
preparava-se para dormir.
											Estava em cima de um banco, 
junto do lavatório, a lavar os dentes,
											quando escorregou 
e arranhou a perna no banco.
											Chorou durante um minuto, 
mas depois levantou-se,
											subiu outra vez para o banco e pegou 
numa caixa de pensos para pôr um no corte.
											Ora, esta criança mal conseguia 
atar os atacadores,
											mas sabia que tem de se proteger um corte,
para não infectar,
											e que tem de se cuidar dos dentes,
lavando-os duas vezes por dia.
											Todos nós sabemos como
manter a saúde física
											e como praticar
a higiene oral, certo?
											Sabemos isso desde que 
tínhamos cinco anos.
											Mas o que sabemos sobre
manter a nossa saúde psicológica?
											Bem, nada.
											O que é que ensinamos
aos nossos filhos sobre higiene emocional?
											Nada.
											Como é possível que passemos 
mais tempo a cuidar dos dentes
											do que da mente?
											Porque é que a saúde física 
é mais importante para nós
											do que a saúde psicológica?
									","
											Geçenlerde bir arkadaşımın evindeydim.
											Beş yaşındaki çocuğu yatmaya 
hazırlanıyordu.
											Tabureye çıkmış lavaboda 
dişlerini fırçalarken
											kaydı ve düşerken bacağını 
tabureye sürterek çizdi.
											Bir dakika kadar ağladı.
Sonra yerinden kalktı,
											tekrar tabureye çıktı ve
yara bandı kutusuna uzandı,
											yarasının üzerine bir bant
yapıştırmak için.
											Bu çocuk daha ayakkabısını bile
zor bağlarken,
											yarasını kapatması gerektiğini,
böylece iltihaplanmayacağını
											ve dişlerine bakmak için günde 
iki kere fırçalaması gerektiğini biliyor.
											Hepimiz bedensel sağlığımızı 
ve diş sağlığımızı
											
nasıl koruyucağımızı biliyoruz, değil mi?
											Beş yaşından beri biliyoruz.
											Peki, zihinsel sağlığımızı korumak
için ne yapıyoruz?
											Doğrusu hiçbir şey.
											Çocuklarımıza duygusal sağlık bilgisi
hakkında ne öğretiyoruz?
											Hiçbir şey.
											Nasıl olur da dişlerimize
											aklımızdan daha çok zaman ayırırız?
											Zihinsel sağlığımız,
bedensel sağlığımızdan
											neden çok daha önemlidir?
									",Why we all need to practice emotional first aid,Guy Winch,17:24,"TEDx,health,mental health,psychology,self,mindfulness"
"
","
",Why we all need to practice emotional first aid,Guy Winch,17:24,"TEDx,health,mental health,psychology,self,mindfulness"
"
											Suportamos mais danos psicológicos
do que físicos.
											Danos como o fracasso, 
a rejeição ou a solidão.
											E estes também podem piorar
se os ignorarmos,
											e podem ter um impacto
dramático na nossa vida.
											Ainda assim, mesmo existindo
técnicas cientificamente provadas
											que podíamos usar para tratar
este tipo de danos psicológicos,


											não o fazemos.
											Nem sequer nos ocorre que deveríamos.
											""Oh, estás deprimido? Chora, que isso
passa; são coisas da tua cabeça.""
											Conseguem imaginar dizer isto
a alguém com uma perna partida:
											""Oh, anda que isso passa;
são coisas da tua perna.""
											(Risos)
											Já é tempo de fecharmos a lacuna existente
entre a saúde física e a psicológica.
											É tempo de as tornarmos mais semelhantes,
											como gémeas.
									","
											Oysa psikolojik yaralanmalar, bedensel 
yaralanmalardan daha sık başımıza gelir.
											Başarısızlık, reddedilme veya yalnızlık
gibi yaralanmalar.
											Ve onlar da durumu görmezden 
gelirsek kötüleşebilir,
											hayatlarımızı derinden 
etkileyebilir.
											Psikolojik yaralanmalardan korunmak
amacıyla kullanabileceğimiz,
											bilimsel olarak kanıtlanmış teknikler
olmasına rağmen
											kullanmıyoruz.
											Kullanmamız gerektiği 
aklımıza bile gelmiyor.
											""Aa, canın mı sıkkın?
Salla gitsin! İş kafanda bitiyor ""
											Bunu ayağı kırık birine 
söylediğinizi düşünebiliyor musunuz?
											"" Yürü git ya! Altı üstü bacak !""
											(Gülme sesleri)
											Bedensel ve psikolojik sağlımız
arasındaki boşluğu doldurma zamanı geldi.
											Şimdi ikisinede daha eşit davranma zamanı,
											tıpkı ikiz kardeşler gibi.
									",Why we all need to practice emotional first aid,Guy Winch,17:24,"TEDx,health,mental health,psychology,self,mindfulness"
"
","
",Why we all need to practice emotional first aid,Guy Winch,17:24,"TEDx,health,mental health,psychology,self,mindfulness"
"
											Falando nisso,
o meu irmão também é psicólogo.
											Portanto, também não é um médico a sério.
											(Risos)
											No entanto, não estudámos juntos.
											Na verdade, a coisa mais difícil
que fiz na minha vida
									","
											Hazır ikiz demişken,
kardeşim de benim gibi psikolog.
											Yani o da gerçek bir doktor değil.
											(Gülme sesleri)
											Gerçi, onunla birlikte okumadık.
											Aslında, hayatımda yaptığım
en zor şey
											psikoloji doktoramı almak için
											Atlantik'i aşıp
New York'a gitmekti.
											Hayatımızda ilk defa 
birbirimizden ayrı düşmüştük
											ve ayrılık ikimiz için de katlanılmazdı.
											Fakat o, aile ve arkadaşlarımızla 
birlikteyken
											ben yepyeni bir ülkede tek başımaydım.
											Birbirimizi korkunç derecede 
özlüyorduk.
											Ama o dönemde uluslararası telefon
görüşmeleri çok pahalıydı.
											Paramız ancak haftada beş dakika
konuşmaya yetiyordu.
											Doğum günümüz geldiğinde
											bu bir ilkti ve birlikte olamayacaktık.
											Savurganlık yapıp, o hafta on dakika 
konuşmaya karar verdik.
											Sabah boyunca odamda volta atarak
aramasını bekledim
									",Why we all need to practice emotional first aid,Guy Winch,17:24,"TEDx,health,mental health,psychology,self,mindfulness"
