en,es,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
","
",Think your email's private? Think again,Andy Yen,12:09,"Internet,communication,privacy,security,technology,web,surveillance,encryption"
"
											Twenty-five years ago, scientists at CERN
created the World Wide Web.
											Since then, the Internet has transformed 
the way we communicate,
											the way we do business,
and even the way we live.
											In many ways,
											the ideas that gave birth to Google,
Facebook, Twitter, and so many others,
											have now really transformed our lives,
											and this has brought us many real benefits
such as a more connected society.
											However, there are also
some downsides to this.
											Today, the average person
has an astounding amount
											of personal information online,
											and we add to this online information
every single time we post on Facebook,
											each time we search on Google,
											and each time we send an email.
									","
											Hace 25 años, los científicos del CERN
crearon la World Wide Web.
											Desde entonces, Internet ha transformado
la forma de comunicarnos,
											la forma de hacer negocios
e incluso de vivir.
											En muchos sentidos,
											las ideas que dieron origen a Google,
Facebook, Twitter, y tantos otros,
											ahora han transformado nuestras vidas,
											y esto nos ha traído muchos beneficios
reales como una sociedad más conectada.
											Sin embargo, también tiene
algunos aspectos negativos.
											Hoy, la persona promedio
tiene una enorme cantidad
											de información personal en línea,
											y sumamos a esta información en línea
cada vez que publicamos en Facebook,
											cada vez que buscamos en Google,
											y cada vez que enviamos un email.
									","
											Há 25 anos, os cientistas da CERN 
criaram a World Wide Web.
											Desde então, a Internet transformou 
a forma como comunicamos,
											a forma como fazemos negócios 
e até a forma como vivemos.
											Em muitos aspetos,
											as ideias que deram origem ao Google, 
ao Facebook, ao Twitter e a tantos outros
											transformaram verdadeiramente 
a nossa vida,
											o que nos trouxe reais benefícios, tal como
uma sociedade mais relacionada.
											No entanto, também há 
alguns aspetos menos bons.
											Hoje em dia, a pessoa vulgar
tem uma quantidade assombrosa
											de informações pessoais ""online""
											e aumentamos essas informações ""online"" 
cada vez que publicamos no Facebook,
											cada vez que pesquisamos no Google,
											cada vez que enviamos um ""email"".
									","
											25 yıl önce, CERN'deki bilimadamları
World Wide Web'i yarattı.
											O zamandan beri, İnternet,
iletişim biçimimizi,
											iş yapma biçimimizi hatta 
yaşam biçimimizi değiştirdi.
											Pek çok açıdan,
											Google, Facebook, Twitter ve 
pek çoklarına yaşam verdi.
											Bu da hayatlarımızı değiştirdi.
											Bu bize pek çok fayda sağladı, birbirine
daha çok bağlanmış bir toplum olmak gibi.
											Fakat bazı olumsuzlukları da var.
											Bugün, ortalama birinin
internette
											muazzam ölçüde
kişisel bilgisi var.
											Ve Facebook'taki her bir paylaşımımızda,
Google'daki her bir aramamızda,
											her e-posta gönderdiğimizde
											bunlara bir yenisini ekliyoruz.
									","
											Il y a 25 ans, des scientifiques du CERN
ont crée le World Wide Web.
											Depuis, Internet a transformé
la façon dont nous communiquons,
											dont nous menons les affaires,
et même la façon dont nous vivons.
											De bien des façons,
											les idées qui ont donné naissance 
à Google, Facebook, et tant d’autres
											ont désormais transformé nos vies,
en générant de nombreux avantages,
											par exemple une société 
davantage connectée.
											Cependant, il y a des inconvénients.
											Aujourd’hui l'individu moyen
a une quantité stupéfiante
											d’informations personnelles en ligne,
											auxquelles il faut ajouter
chacune de ses publications Facebook,
											chacune de ses requêtes sur Google,
											et chacun de ses emails envoyés.
									",Think your email's private? Think again,Andy Yen,12:09,"Internet,communication,privacy,security,technology,web,surveillance,encryption"
"
","
","
","
","
",Think your email's private? Think again,Andy Yen,12:09,"Internet,communication,privacy,security,technology,web,surveillance,encryption"
"
											Now, many of us probably think,
											well, one email,
there's nothing in there, right?
											But if you consider
a year's worth of emails,
											or maybe even a lifetime of email,
											collectively, this tells a lot.
											It tells where we have been,
who we have met,
											and in many ways,
even what we're thinking about.
											And the more scary part about this is
our data now lasts forever,
											so your data can and will outlive you.
											What has happened is that we've largely
lost control over our data
											and also our privacy.
									","
											Muchos pensamos que probablemente,
											no hay nada en un email, ¿verdad?
											Pero si vemos un año de correos,
											o incluso una vida de correos,
											en conjunto dice mucho.
											Dice dónde hemos estado,
a quiénes conocimos,
											y en muchos aspectos,
incluso qué estamos pensando.
											Y lo más aterrador de todo es que
nuestros datos ahora duran para siempre,
											los datos pueden y nos van a sobrevivir.
											En gran medida hemos perdido
el control de los datos
											y también nuestra privacidad.
									","
											Provavelmente muita gente pensa:
											""Ora, um ""email"", não contém 
nada de especial, pois não?""
											Mas, se pensarmos no valor 
de um ano inteiro de ""emails"",
											ou mesmo numa vida inteira de ""emails"",
											coletivamente, isso representa muito.
											Diz-nos onde estivemos, 
com quem nos encontrámos
											e, de diversas formas, 
até em que é que pensávamos.
											A parte mais assustadora em tudo isto 
é que os nossos dados duram eternamente,
											portanto, os nossos dados podem durar 
e vão durar para além de nós.
											O que aconteceu é que perdemos 
o controlo dos nossos dados
											e também da nossa privacidade.
									","
											Şimdi, pek çoğumuz muhtemelen,
											sadece bir e-posta, içinde hiçbir 
şey yok diye düşünüyor, değil mi?
											Ama bir yıl boyunca yazdığınız
											hatta belki de bir ömürlük e-postaları,
											dikkatle incelerseniz
toplamda çok şey anlatır.
											Nerede bulunduğumuzu,
kiminle görüştüğümüzü
											hatta pek çok açıdan, 
ne düşündüğümüzü anlatır.
											Daha korkutucu tarafı ise verilerinizin
artık sonsuza kadar kalacak olması.
											Yani verileriniz sizle ya da sizsiz 
yaşayacak.
											Verilerimiz üzerindeki
kontrolümüzün çoğunu kaybettik,
											aynı zamanda, özel yaşamımızı da.
									","
											Beaucoup d'entre nous
pensent sans doute
											qu'un mail,
ça ne contient rien, n’est-ce pas ?
											Mais si vous considérez
une année complète
											ou peut-être même une vie d'emails,
											pris ensemble, ça dit beaucoup.
											Ça dit où nous sommes allés,
qui nous avons rencontrés,
											et de bien des façons, 
même à quoi nous pensons.
											Le plus effrayant dans tout ça,
											c'est que désormais 
nos données sont éternelles,
											donc vos données peuvent 
vous survivre, et elles le feront.
											Nous avons en grande partie
perdu le contrôle de nos données
											et aussi de notre vie privée.
									",Think your email's private? Think again,Andy Yen,12:09,"Internet,communication,privacy,security,technology,web,surveillance,encryption"
"
","
","
","
","
",Think your email's private? Think again,Andy Yen,12:09,"Internet,communication,privacy,security,technology,web,surveillance,encryption"
"
											So this year, as the web turns 25,
											it's very important for us
to take a moment
											and think about the implications of this.
											We have to really think.
											We've lost privacy, yes,
											but actually what we've also lost
is the idea of privacy itself.
											If you think about it,
											most of us here today probably remember 
what life was like before the Internet,
											but today, there's a new generation
											that is being taught from a very young age
to share everything online,
											and this is a generation that is not 
going to remember when data was private.
											So we keep going down this road,
20 years from now,
											the word 'privacy' is going to have
a completely different meaning
											from what it means to you and I.
									","
											Por eso este ańo, en el
aniversario 25 de la Web,
											es importante que nos tomemos un momento
											para pensar en las consecuencias de esto.
											Realmente tenemos que pensar.
											Hemos perdido privacidad, sí,
											pero también hemos perdido
la idea misma de privacidad.
											Si lo piensan,
											muchos de los presentes quizá recordamos
cómo era la vida antes de Internet,
											pero hoy hay una nueva generación
											a la que se le enseńa a compartir
todo en línea desde nińos,
											una generación que no recordará
la época de los datos privados.
											Si avanzamos por esta vía 20 ańos,
											la palabra 'privacidad' tendrá
un significado totalmente diferente
											al que tiene para Uds. y para mí.
									","
											Assim, este ano, 
em que a ""web"" faz 25 anos,
											é muito importante 
que paremos por um instante
											e pensemos nas implicações que isto tem.
											Temos realmente que pensar.
											Perdemos a privacidade, sim,
											mas também perdemos 
a própria ideia de privacidade.
											Se pensarem nisso,
											muitos de nós aqui lembram-se com certeza
como era a vida antes da Internet,
											mas hoje em dia, há uma nova geração
											que aprendeu, desde tenra idade, 
a partilhar tudo ""online"".
											É uma geração que não se vai lembrar
de quando os dados eram privados.
											Temos vindo a percorrer 
este caminho desde há 20 anos.
											A palavra ""privacidade"" vai ter 
um significado totalmente diferente
											do que significava para vocês e para mim.
									","
											Bu yıl, internet 25 yaşına girdiğinde,
											kaybetiğimiz şeyleri düşünmemiz
											ve etkilerini anlamamız çok önemli.
											Gerçekten düşünelim.
											Özel yaşamımızı kaybettik. Evet.
											Ama asıl kaybettiğimiz 
gizlilik fikrinin ta kendisi.
											Burada olanlarımız çoğu muhtemelen,
											internetten evvel hayat nasıldı hatırlar.
											Ama bugün, çok küçük yaşlarından itibaren,
											her şeyi internetten paylaşarak
yetişmiş yeni bir nesil var.
											Bu nesil, verilerin özel olduğu 
zamanı hatırlamayacak.
											Biz bu yolda ilerlerken,
bundan 20 yıl sonra,
											""özel yaşam"" kelimesi
bize ifade ettiğinden
											tamamen farklı bir anlama sahip olacak.
									","
											Donc à l’occasion des 25 ans du Web,
											il est très important de
prendre un moment

											pour réfléchir à ce que ça implique.
											Nous devons vraiment réfléchir.
											Nous avons bien perdu 
notre vie privée, oui,
											mais c’est en fait la notion de vie privée
que nous avons perdue.
											En y réfléchissant,
											la plupart d’entre nous ici
se rappelle probablement
											de la vie avant Internet,
mais aujourd’hui, la nouvelle génération
											apprend dès son plus jeune âge
à tout partager en ligne,
											et c’est une génération 
qui ne se souviendra pas
											du temps où les données étaient privées.
											Au train où vont les choses,
dans 20 ans,
											le terme « vie privée » aura
un sens totalement différent
											de ce qu’il signifie
pour vous et moi.
									",Think your email's private? Think again,Andy Yen,12:09,"Internet,communication,privacy,security,technology,web,surveillance,encryption"
"
","
","
","
","
",Think your email's private? Think again,Andy Yen,12:09,"Internet,communication,privacy,security,technology,web,surveillance,encryption"
"
											So, it's time for us 
to take a moment and think,
											is there anything we can do about this?
											And I believe there is.
									","
											Por eso es momento de detenerse a pensar
											si hay algo que podamos hacer.
											Y yo creo que sí.
									","
											Chegou a altura de pararmos 
por um instante e pensarmos
											se haverá alguma coisa 
que possamos fazer quanto a isso?
											Eu creio que há.
									","
											Onun için durup, bu konuda yapabileceğimiz
											bir şey var mı, düşünelim.
											Ben olduğuna inanıyorum.
									","
											Il est donc temps pour nous, 
de prendre un moment
											pour de réfléchir et voir si 
on peut faire quelque chose.
											Et je pense que oui.
									",Think your email's private? Think again,Andy Yen,12:09,"Internet,communication,privacy,security,technology,web,surveillance,encryption"
"
","
","
","
","
",Think your email's private? Think again,Andy Yen,12:09,"Internet,communication,privacy,security,technology,web,surveillance,encryption"
"
											Let's take a look at one of the most
widely used forms of communication
											in the world today: email.
											Before the invention of email,
we largely communicated using letters,
											and the process was quite simple.
											You would first start by writing
your message on a piece of paper,
											then you would place it
into a sealed envelope,
											and from there,
you would go ahead and send it
											after you put a stamp and address on it.
											Unfortunately, today,
											when we actually send an email,
we're not sending a letter.
											What you are sending, in many ways,
is actually a postcard,
											and it's a postcard in the sense
that everybody that sees it
											from the time it leaves your computer
to when it gets to the recipient
											can actually read the entire contents.
									","
											Veamos una de las formas de comunicación
de más amplia difusión
											en el mundo hoy: el email.
											Antes de la invención del email,
nos comunicábamos mucho por carta
											y el proceso era bastante simple.
											Uno escribía el mensaje
en un trozo de papel,
											lo ponía en un sobre sellado,
											para continuar, uno lo enviaba
											luego de ponerle un sello postal
y una dirección.
											Desafortunadamente, hoy,
											cuando enviamos un email,
no estamos enviando una carta.
											En cierto sentido,
estamos enviando una postal.
											Y es una postal en el sentido
que todo el que la vea,
											desde que salió de tu computadora
hasta que llegó al destinatario,
											puede leer todo el contenido.
									","
											Vejamos uma das formas de comunicação
											mais utilizadas atualmente no mundo:
o ""email"".
											Antes da invenção do ""email"", 
comunicávamos sobretudo por cartas.
											O procedimento era muito simples.
											Primeiro escrevíamos a nossa mensagem 
numa folha de papel,
											depois colocávamos essa folha 
num envelope fechado,
											e, só depois, o enviávamos
											depois de lhe pormos um selo e o endereço.
											Infelizmente, hoje em dia,
											quando enviamos um ""email"", 
não estamos a enviar uma carta.
											O que estamos a enviar, 
em certos aspetos, é um postal
											e é um postal no sentido 
de que toda a gente que o vê,
											desde que sai do nosso computador 
até chegar ao destinatário,
											pode ler todo o seu conteúdo.
									","
											Dünyada, bugün en geniş kullanıma 
sahip iletişim şekli olan,
											e-posta’ya bir bakalım.
											E-posta’nın keşfinden evvel 
çoğunlukla mektupla iletişim kuruyorduk.
											Süreç oldukça basitti.
											Önce, mesajınızı bir kağıda
yazarak başlardınız.
											Sonra bir zarfa koyar,
											sonrasında üzerine de adresi yazar,
											pulu yapıştırır ve gönderirdiniz.
											Bugün, maalesef,
											e-posta gönderirken
aslında mektup göndermiyoruz.
											Pek çok anlamda gönderdiğimiz şey 
aslında posta kartı.
											Posta kartı çünkü bilgisayarınızdan çıkıp
											alıcıya ulaşana kadar, tıpkı
posta kartı gibi,
											herkes içeriğini görebiliyor.
									","
											Penchons-nous sur le moyen de
communication le plus répandu
											dans le monde d’aujourd’hui : l’e-mail.
											Avant son invention, on communiquait
essentiellement par lettres,
											et le processus était assez simple.

											On commençait par écrire
son message sur un bout de papier,
											puis on le mettait dans
une enveloppe scellée,
											et à partir de là,
on pouvait la poster
											après avoir ajouté timbre et adresse.
											Malheureusement, aujourd’hui,
											quand on envoie un e-mail,
on n'envoie pas une lettre.
											On envoie en quelque sorte,
une carte postale,
											et c’est une carte postale dans la mesure
où tous ceux qui la voient
											dès qu’elle quitte votre ordinateur
jusqu’à son arrivée chez le destinataire
											peuvent en lire tout le contenu.
									",Think your email's private? Think again,Andy Yen,12:09,"Internet,communication,privacy,security,technology,web,surveillance,encryption"
