en,es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Color-coded surgery,Quyen Nguyen,16:08,"cancer,medicine,science,technology,biotech,Nobel Prize,molecular biology,biology,health care,medical research,Surgery,innovation"
"
											I want to talk to you
											about one of the biggest myths in medicine,
											and that is the idea
											that all we need are more medical breakthroughs
											and then all of our problems will be solved.
											Our society loves to romanticize
											the idea of the single, solo inventor
											who, working late in the lab one night,
											makes an earthshaking discovery,
											and voila, overnight everything's changed.
											That's a very appealing picture,
											however, it's just not true.
											In fact, medicine today is a team sport.
											And in many ways,
											it always has been.
											I'd like to share with you a story
											about how I've experienced this very dramatically
											in my own work.
									","
											Quisiera hablarles
											de uno de los mayores mitos de la medicina,
											la idea de
											que con más descubrimientos médicos
											todos nuestros problemas se resolverán.
											Nuestra sociedad adora la idea
											romántica de que un investigador solo,
											trabajando hasta tarde en el laboratorio una noche
											hace un descubrimiento estremecedor,
											y, listo, en una noche todo cambia.
											Es una idea muy deseable
											pero simplemente no es cierta.
											De hecho, la medicina hoy es un equipo deportivo.
											Y en muchos aspectos
											siempre ha sido así.
											Quiero compartirles una historia
											sobre cómo he experimentado esto dramáticamente
											en mi propio trabajo.
									","
											Quero falar-vos de
											um dos maiores mitos na medicina,
											que é a ideia de que
											só precisamos de mais descobertas médicas
											e todos os nossos problemas ficarão resolvidos.
											A nossa sociedade adora romancear
											a ideia do inventor único, solista,
											que, a trabalhar no laboratório até tarde numa noite,
											faz uma descoberta de fazer estremecer o planeta,
											e voilà, a partir dessa noite tudo muda.
											É uma imagem muito atractiva,
											mas simplesmente não é verdadeira.
											Na verdade, a medicina hoje em dia é um desporto de equipa.
											E em muitos sentidos,
											sempre foi.
											Gostava de partilhar convosco uma história
											de como vivi isto de uma forma muito dramática
											no meu próprio trabalho.
									","
											Je veux vous parler
											d'un des plus grands mythes de la médecine,
											et c'est l'idée
											que tout ce dont nous avons besoin ce sont des percées médicales supplémentaires
											et ensuite tous nos problèmes seront résolus.
											Notre société aime romancer
											l'idée de l'inventeur unique, solitaire
											qui, travaillant tard dans le laboratoire, une nuit,
											fait une découverte époustouflante,
											et voilà, tout change du jour au lendemain.
											C'est une image très attrayante,
											cependant, elle n'est tout simplement pas vraie.
											En fait, aujourd'hui la médecine est un sport d'équipe.
											Et à bien des égards,
											elle l'a toujours été.
											Je voudrais partager avec vous une histoire
											sur la façon dont j'ai vécu cela de manière très spectaculaire
											dans mon propre travail.
									","
											Ich möchte heute
											über eine der größten Mythen der Medizin reden,
											und das ist die Idee,
											dass mehr bahnbrechende neue Technologien in der Medizin alles sind, was wir brauchen,
											um alle unsere Probleme zu lösen.
											Unsere Gesellschaft liebt die Verklärung
											des einsamen Erfinders
											der eines Abends, spät arbeitend im Labor,
											eine revolutionäre Entdeckung macht,
											und voila, über Nacht ist alles anders.
											Das ist eine sehr anziehende Vorstellung,
											aber sie entspricht nicht der Realität.
											In Wirklichkeit ist Medizin heute ein Team Sport.
											Und, in vieler Hinsicht,
											war Medizin das schon immer.
											Ich möchte Ihnen davon erzählen,
											wie ich das sehr eindrücklich erlebt habe
											bei meiner eigenen Arbeit.
									",Color-coded surgery,Quyen Nguyen,16:08,"cancer,medicine,science,technology,biotech,Nobel Prize,molecular biology,biology,health care,medical research,Surgery,innovation"
"
","
","
","
","
",Color-coded surgery,Quyen Nguyen,16:08,"cancer,medicine,science,technology,biotech,Nobel Prize,molecular biology,biology,health care,medical research,Surgery,innovation"
"
											I'm a surgeon,
											and we surgeons have always had
											this special relationship with light.
											When I make an incision inside a patient's body, it's dark.
											We need to shine light to see what we're doing.
											And this is why, traditionally,
											surgeries have always started so early in the morning —
											to take advantage of daylight hours.
											And if you look at historical pictures
											of the early operating rooms,
											they have been on top of buildings.
											For example, this is the oldest operating room in the Western world,
											in London,
											where the operating room
											is actually on top of a church
											with a skylight coming in.
											And then this is a picture
											of one of the most famous hospitals in America.
											This is Mass General in Boston.
											And do you know where the operating room is?
											Here it is
											on the top of the building
											with plenty of windows to let light in.
									","
											Soy cirujana,
											y los cirujanos siempre hemos tenido
											esa relación especial con la luz.
											Cuando hago una incisión dentro del cuerpo de un paciente, está oscuro.
											Necesitamos luz brillante para ver qué hacemos,
											y es por esto que, tradicionalmente,
											las cirugías siempre comienzan tan temprano en la mañana...
											para aprovechar la luz del día.
											Y si miran fotos históricas
											de los primeros quirófanos
											estos han estado en lo alto de los edificios.
											Por ejemplo, esta es la más antigua sala de cirugía de Occidente,
											en Londres,
											donde la sala de cirugía
											esta realmente en lo alto de la iglesia
											entrándole la luz del cielo.
											Y esta es un foto
											de uno de los más famosos hospitales de EE.UU.
											Este es el Hospital General de Massachusetts, Boston.
											¿Y saben dónde está la sala de cirugía?
											Aquí está
											en lo alto del edificio
											llena de ventanas para que entre la luz.
									","
											Sou cirurgiã
											e nós cirurgiões sempre tivemos
											uma relação especial com a luz.
											Quando faço uma incisão dentro do corpo de um doente, está escuro.
											Precisamos de incidir luz para vermos o que estamos a fazer.
											E é por isto que, tradicionalmente,
											as cirurgias sempre começaram tão cedo, de madrugada —
											para tirar partido das horas de luz.
											E se virem representações históricas
											de antigas salas cirúrgicas,
											estas estavam localizadas no topo dos edifícios.
											Por exemplo, esta é a sala cirúrgica mais antiga do mundo ocidental,
											em Londres,
											onde a sala cirúrgica está
											localizada no cimo de uma igreja
											com uma clarabóia para a luz entrar.
											E esta é uma fotografia
											de um dos mais famosos hospitais na América.
											É o Massachusetts General Hospital, em Boston.
											E sabem onde é que é a sala cirúrgica?
											Aqui está,
											no topo do edifício,
											com imensas janelas para deixar entrar luz.
									","
											Je suis chirurgien,
											et nous les chirurgiens avons toujours eu
											cette relation particulière avec la lumière.
											Quand je fais une incision à l'intérieur du corps d'un patient, il fait noir.
											Nous avons besoin de lumière pour voir ce que nous faisons.
											Et c'est pourquoi, traditionnellement,
											les chirurgies commencent si tôt dans la matinée -
											pour profiter des heures de lumière du jour.
											Et si vous regardez les photos historiques
											des salles d'opération des débuts,
											elles étaient en haut des bâtiments.
											Par exemple, voici la plus ancienne salle d'opération du monde occidental,
											à Londres,
											où la salle d'opération
											est en fait en haut d'une église
											avec une lucarne qui laisse entrer la lumière.
											Et puis voici une image
											d'un des hôpitaux les plus célèbres d'Amérique.
											C'est le Mass General à Boston.
											Et savez-vous où se trouve la salle d'opération?
											La voici.
											en haut du bâtiment
											avec beaucoup de fenêtres pour laisser passer la lumière.
									","
											Ich bin eine Chirurgin,
											und wir Chirurgen hatten immer schon
											eine besondere Beziehung zu Licht.
											Wenn ich einen Einschnitt im Innern eines Patienten mache, ist es dunkel.
											Wir brauchen Licht, um zu sehen, was wir tun.
											Und das ist der Grund, dass, traditionell,
											Operationen immer früh morgens begonnen haben —
											um das Tageslicht zu nutzen.
											Und wenn man sich historische Gemälde
											von frühen Operationsräumen anschaut,
											sieht man, dass sie im Obergeschoss von Gebäuden waren.
											Als Beispiel, das ist der älteste Operationsraum in der westlichen Welt,
											in London.
											Der Operationsraum
											ist im Obergeschoss einer Kirche,
											wodurch das Tageslicht hereingelassen wird.
											Und dies hier ist das Bild
											eines der berühmtesten Krankenhäuser in Amerika.
											Das hier ist Mass General in Boston.
											Und was denken Sie wo der Operationsraum ist?
											Hier ist er,
											im obersten Teil des Gebäudes
											mit vielen Licht einlassenden Fenstern.
									",Color-coded surgery,Quyen Nguyen,16:08,"cancer,medicine,science,technology,biotech,Nobel Prize,molecular biology,biology,health care,medical research,Surgery,innovation"
"
","
","
","
","
",Color-coded surgery,Quyen Nguyen,16:08,"cancer,medicine,science,technology,biotech,Nobel Prize,molecular biology,biology,health care,medical research,Surgery,innovation"
"
											So nowadays in the operating room,
											we no longer need to use sunlight.
											And because we no longer need to use sunlight,
											we have very specialized lights
											that are made for the operating room.
											We have an opportunity
											to bring in other kinds of lights —
											lights that can allow us to see
											what we currently don't see.
											And this is what I think
											is the magic of fluorescence.
									","
											Pero actualmente en el quirófano
											no necesitamos más la luz solar.
											Y debido a que no necesitamos más usar la luz solar,
											tenemos luces muy especiales
											hechas para las salas de cirugía.
											Tenemos la oportunidad
											de llevar otras clases de luz;
											luces que nos permiten ver
											lo que normalmente no vemos.
											Y es por eso que creo
											que es mágica la fluorescencia.
									","
											Actualmente, no bloco operatório,
											já não precisamos de usar a luz do sol.
											E como já não precisamos de usar a luz do sol,
											temos luzes muito especializadas
											que são feitas para o bloco operatório.
											Temos a oportunidade
											de utilizar outros tipos de luz -
											luzes que nos permitem ver
											aquilo que não conseguimos ver actualmente.
											E isto é o que eu penso ser
											a magia da fluorescência.
									","
											Ainsi de nos jours dans la salle d'opération,
											nous n'avons plus besoin d'utiliser la lumière du soleil.
											Et parce que nous n'avons plus besoin d'utiliser la lumière du soleil,
											nous avons des lumières très spécialisées
											qui sont faites pour la salle d'opération.
											Nous avons une occasion
											d'apporter d'autres types de lumières -
											des lumières qui peuvent nous permettre de voir
											ce que nous ne voyons pas actuellement.
											Et voilà ce que je crois être
											la magie de la fluorescence.
									","
											In den heutigen Operationsräumen
											brauchen wir kein Tageslicht mehr.
											Und weil wir das Tageslicht nicht mehr brauchen,
											haben wir sehr spezialisiertes Licht,
											das für Operationsräume zugeschnitten ist.
											Wir haben die Möglichkeit,
											andere Lichtarten zu benutzen —
											Licht, das uns Dinge zeigt,
											die wir heute nicht sehen.
											Und das, denke ich,
											ist die Magie der Fluoreszenz.
									",Color-coded surgery,Quyen Nguyen,16:08,"cancer,medicine,science,technology,biotech,Nobel Prize,molecular biology,biology,health care,medical research,Surgery,innovation"
"
","
","
","
","
",Color-coded surgery,Quyen Nguyen,16:08,"cancer,medicine,science,technology,biotech,Nobel Prize,molecular biology,biology,health care,medical research,Surgery,innovation"
"
											So let me back up a little bit.
											When we are in medical school,
											we learn our anatomy from illustrations such as this
											where everything's color-coded.
											Nerves are yellow, arteries are red,
											veins are blue.
											That's so easy anybody could become a surgeon, right?
											However, when we have a real patient on the table,
											this is the same neck dissection —
											not so easy to tell the difference
											between different structures.
											We heard over the last couple days
											what an urgent problem
											cancer still is in our society,
											what a pressing need it is
											for us to not have
											one person die every minute.
											Well if cancer can be caught early,
											enough such that someone can have their cancer taken out,
											excised with surgery,
											I don't care if it has this gene or that gene,
											or if it has this protein or that protein,
											it's in the jar.
											It's done, it's out, you're cured of cancer.
									","
											Así que permítanme retroceder un poco.
											Cuando estábamos en la facultad de medicina,
											aprendimos anatomía de ilustraciones como esta
											en las que todo tiene un código de color.
											Los nervios amarillos, las arterias rojas,
											las venas azules.
											Tan fácil que cualquiera puede volverse cirujano, ¿cierto?
											Sin embargo, cuando tienes un paciente real en la mesa,
											esta es la misma disección de cuello...
											no es tan fácil ver la diferencia
											entre las diferentes estructuras.
											Hemos oído en los últimos dos días
											lo apremiante que es aún el problema
											del cáncer en nuestra sociedad,
											lo acuciante que es
											para nosotros el no tener
											una persona muerta cada minuto.
											Bien, si el cáncer se puede detectar tempranamente
											tanto como para que alguien les pueda sacar su cáncer,
											extirparlo con cirugía,
											me tiene sin cuidado si tiene este gen o este otro
											o si tiene esta proteína o aquella,
											ya está en un frasco.
											Listo, está afuera, usted se curó del cáncer.
									","
											Deixem-me voltar atrás um bocadinho.
											Quando estamos no curso de medicina,
											aprendemos anatomia a partir de ilustrações como esta
											em que tudo tem uma cor.
											Os nervos são amarelos, as artérias vermelhas,
											as veias são azuis.
											É tão fácil que qualquer um poderia ser cirurgião, certo?
											Contudo, quando temos um doente verdadeiro na mesa de operações,
											esta é a mesma dissecação do pescoço -
											não é tão fácil reconhecer as diferenças
											entre as diferentes estruturas.
											Temos ouvido nos últimos dias
											como o cancro ainda é um
											problema urgente na nossa sociedade,
											como é uma necessidade urgente,
											para nós, não ter
											uma pessoa a morrer a cada minuto.
											Bem, se o cancro for detectado cedo,
											com antecedência suficiente para que se possa removê-lo,
											excisado com cirurgia,
											não me interessa se tem este ou aquele gene,
											ou se tem esta ou aquela proteína,
											já está no frasco.
											Está feito, está cá fora, estão curados do cancro.
									","
											Alors laissez-moi revenir un petit peu en arrière.
											Quand nous sommes à l'école de médecine,
											nous apprenons notre anatomie à partir d'illustrations de ce genre
											où tout est couleur.
											Les nerfs sont jaunes, les artères sont rouges,
											les veines sont bleues.
											C'est tellement facile que tout le monde pourrait devenir chirurgien, non?
											Cependant, lorsque nous avons un vrai patient sur la table,
											c'est la même dissection du cou -
											pas si facile de faire la différence
											entre les différentes structures.
											Nous avons entendu au cours des derniers jours
											le problème urgent
											que le cancer est encore dans notre société,
											le besoin pressant que nous avons
											de ne pas avoir
											un mort à chaque minute.
											Eh bien, si le cancer peut être détecté tôt,
											assez pour qu'on puisse en faire l'ablation,
											l'exciser chirurgicalement,
											peu importe s’il a tel ou tel gène,
											ou s’il a telle ou telle protéine,
											il est dans le bocal.
											C'est fait, il est sorti, vous êtes guéri d'un cancer.
									","
											Lassen Sie mich das erklären.
											In der medizinischen Fakultät
											lernen wir unsere Anatomie von Illustrationen wie dieser,
											wobei alles farblich gekennzeichnet ist.
											Nerven sind gelb, Arterien rot,
											Venen blau.
											Das ist so einfach, dass jeder ein Chirurg werden könnte, richtig?
											Wenn wir jedoch einen Patienten auf dem Tisch haben,
											das ist dieselbe Halssezierung —
											lässt sich der Unterschied zwischen
											verschiedenen Geweben nicht so leicht sehen.
											Wir haben in den letzten Tagen gehört,
											welch dringendes Problem
											Krebs in unserer Gesellschaft noch immer ist,
											welch dringende Notwendigkeit es ist,
											dass nicht
											jede Minute eine Person stirbt.
											Wenn Krebs früh genug erkannt wird,
											früh genug, damit der Krebs herausgenommen werden kann,
											operativ entfernt werden kann,
											dann ist es mir egal, ob es dies oder jenes Gen ist,
											oder ob es dies oder jenes Protein hat,
											er ist entfernt.
											Es ist geschafft, du bist vom Krebs geheilt.
									",Color-coded surgery,Quyen Nguyen,16:08,"cancer,medicine,science,technology,biotech,Nobel Prize,molecular biology,biology,health care,medical research,Surgery,innovation"
"
","
","
","
","
",Color-coded surgery,Quyen Nguyen,16:08,"cancer,medicine,science,technology,biotech,Nobel Prize,molecular biology,biology,health care,medical research,Surgery,innovation"
"
											This is how we excise cancers.
											We do our best, based upon our training
											and the way the cancer looks and the way it feels
											and its relationship to other structures and all of our experience,
											we say, you know what, the cancer's gone.
											We've made a good job. We've taken it out.
											That's what the surgeon is saying in the operating room
											when the patient's on the table.
											But then we actually don't know that it's all out.
											We actually have to take samples from the surgical bed,
											what's left behind in the patient,
											and then send those bits to the pathology lab.
											In the meanwhile, the patient's on the operating room table.
											The nurses, anesthesiologist, the surgeon,
											all the assistants are waiting around.
											And we wait.
											The pathologist takes that sample,
											freezes it, cuts it, looks in the microscope one by one
											and then calls back into the room.
											And that may be 20 minutes later per piece.
											So if you've sent three specimens,
											it's an hour later.
											And very often they say,
											""You know what, points A and B are okay,
											but point C, you still have some residual cancer there.
											Please go cut that piece out.""
											So we go back and we do that again, and again.
									","
											Así es como los extirpamos.
											Hacemos lo mejor que podemos, de acuerdo a nuestro entrenamiento
											y la forma que adopte y su aspecto
											y la relación con otras estructuras y toda nuestra experiencia,
											decimos, sabes qué, el cáncer se fue.
											Hicimos un buen trabajo. Lo sacamos.
											Es lo que el cirujano está diciendo en la sala de cirugía
											cuando el paciente está en la mesa.
											Pero realmente no sabemos si está afuera todo.
											Realmente tenemos que tomar muestras en cirugía,
											de lo que dejamos dentro del paciente,
											y enviar estos pedacitos a patología.
											Entre tanto, el paciente está en la mesa de operaciones.
											Las enfermeras, el anestesiólogo, el cirujano,
											todos los asistentes estamos esperando alrededor.
											Y esperamos.
											El patólogo toma la muestra,
											la congela, la corta, mira en el microscopio una por una
											y luego llama al quirófano.
											Puede demorar 20 minutos por muestra.
											Así que si ha enviado tres especímenes,
											es una hora después.
											Y muy frecuentemente dicen
											""Sabes qué, las muestras A y B están bien,
											pero en la C aún tienes cáncer residual.
											Por favor ve y sácalo"".
											Así que vamos y volvemos a hacerlo, y otra vez.
									","
											É assim que excisamos cancros.
											Fazemos o nosso melhor, com base
											no nosso treino e no aspecto do cancro, no toque,
											e na sua relação com as outras estruturas e em toda a nossa experiência,
											e dizemos, sabem, o cancro desapareceu.
											Fizemos um bom trabalho. Conseguimos removê-lo.
											Isto é o que o cirurgião diz no bloco operatório
											quando o doente está deitado na mesa.
											Mas na verdade não sabemos se foi todo removido.
											Na verdade temos de recolher amostras durante a cirurgia,
											do que ficou dentro do doente
											e enviar essas amostras para o laboratório de patologia.
											Entretanto, o doente continua deitado na mesa de cirurgia.
											As enfermeiras, o anestesiologista, o cirurgião,
											todos os assistentes estão por ali à espera.
											E esperamos.
											O patologista recebe a amostra,
											congela-a, corta-a, vê no microscópio uma por uma
											e depois liga de volta para o bloco.
											E isto pode ser 20 minutos depois, por amostra.
											Por isso se enviarmos três espécimes,
											é uma hora depois.
											E geralmente o que eles dizem é
											""Sabes, os pontos A e B estão bem,
											mas no ponto C ainda há algum cancro residual.
											Por favor corta também esse bocado.""
											Por isso voltamos e fazemo-lo outra e outra vez.
									","
											C'est ainsi que nous excisons les cancers.
											Nous faisons de notre mieux, en fonction de notre formation
											et l'aspect du cancer, sa sensation au toucher
											et sa relation à d'autres structures et l'ensemble de notre expérience,
											nous disons, vous savez quoi, le cancer a disparu.
											Nous avons fait un bon travail. Nous l'avons enlevé.
											C'est ce que le chirurgien dit dans la salle d'opération
											lorsque le patient est sur la table.
											Mais alors nous ne savons pas vraiment qu'on a tout enlevé.
											Nous devons en fait prélever des échantillons de la table d'opération,
											ce qui est laissé dans le patient,
											et ensuite envoyer ces morceaux au laboratoire de pathologie.
											En attendant, le patient est sur la table d'opération.
											Les infirmières, l'anesthésiste, le chirurgien,
											tous les assistants sont là à attendre.
											Et nous attendons.
											Le pathologiste prend cet échantillon,
											il le congèle, le coupe, regarde dans le microscope un par un
											et rappelle ensuite dans la pièce.
											Et c'est peut-être 20 minutes plus tard par échantillon.
											Donc, si vous avez envoyé trois spécimens,
											c'est une heure plus tard.
											Et très souvent, ils disent,
											« Vous savez quoi, les points A et B sont corrects,
											mais le point C, il reste encore des parties cancéreuses là.
											S'il vous plaît allez enlever ce morceau-là ».
											Donc nous y retournons et nous le faisons encore, et encore.
									","
											So entfernen wir Krebs operativ .
											Wir tun unser Bestes, basierend auf unserer Ausbildung
											und der Art, wie der Krebs ausschaut und wie es sich anfühlt,
											und seinen Zusammenhang mit anderen Geweben und all unserer Erfahrung,
											wir sagen dann, der Krebs ist beseitigt.
											Wir haben einen guten Job gemacht. Wir haben den Krebs entfernt.
											Das sagt der Chirurg im Operationssaal,
											wenn der Patient auf dem Tisch liegt.
											Aber in Wirklichkeit wissen wir nicht, ob er komplett entfernt ist.
											Wir nehmen Stichproben vom Patientenbett,
											was sich noch im Patienten befindet,
											und senden diese Stichproben ins Labor.
											Währenddessen warten alle, die Patienten im Operationssaal,
											die Krankenschwestern, Anästhesisten, der Chirurg
											und alle Assistenten.
											Und warten.
											Der Pathologe nimmt die Stichprobe,
											friert es ein, zerschneidet es, untersucht es unter dem Mikroskop
											und informiert dann den Operationssaal.
											Das dauert circa 20 Minuten pro Stichprobe.
											Hat man drei Stichproben,
											dauert dies also eine ganze Stunde.
											Und oft sagt dann der Pathologe:
											""Punkt A und B sind ok,
											aber Punkt C, dort sind noch Restspuren von Krebs.
											Bitte schneiden Sie dieses Stück aus.""
											Also gehen wir zurück und tun das, immer wieder.
									",Color-coded surgery,Quyen Nguyen,16:08,"cancer,medicine,science,technology,biotech,Nobel Prize,molecular biology,biology,health care,medical research,Surgery,innovation"
