en,es,pt,tr,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",Why not eat insects?,Marcel Dicke,16:34,"agriculture,environment,food,health,insects"
"
											Okay, I'm going to show you
											again something about our diets.
											And I would like to know what the audience is,
											and so who of you ever ate insects?
											That's quite a lot.
											(Laughter)
											But still, you're not representing
											the overall population of the Earth.
											(Laughter)
											Because there's 80 percent out there that really eats insects.
											But this is quite good.
									","
											Bueno, voy a mostrar
											de nuevo algo de nuestra dieta.
											Me gustaría conocer más de la audiencia:
											¿Quién de ustedes ha comido insectos alguna vez?
											Son muchos.
											(Risas)
											Pero aún así no son representativos
											sobre toda la población del planeta.
											(Risas)
											Porque existe un 80% que sí come insectos.
											Esto es bastante bueno.
									","
											Vou mostrar-vos
											algo sobre os nossos hábitos alimentares.
											Gostava de conhecer-vos melhor,
											quantos de vocês já comeram insectos?
											Até são muitos.
											(Risos)
											Contudo, estão longe de representar
											a generalidade da população mundial.
											(Risos)
											Tendo em conta que 80% da população come insectos.
											Mas isto é bastante bom.
									","
											Pekâlâ, şimdi size yine beslenme düzeniyle ilgili
											bir şey göstereceğim.
											Önce dinleyiciyi tanımak istiyorum.
											Aranızda kimler daha önce böcek yedi?
											Bu epey çok.
											(Gülüşmeler)
											Ama yine de bütün dünya
											nüfusunu temsil etmiyorsunuz.
											(Gülüşmeler)
											Çünkü insanların %80'i gerçekten böcekle besleniyor.
											Ama bu gerçekten iyi.
									","
											Bon, je vais vous montrer
											encore une fois quelque chose à propos de nos régimes.
											Et j'aimerais en savoir plus sur le public.
											Et donc qui parmi vous a déjà mangé des insectes?
											C'est beaucoup.
											(Rires)
											Mais pourtant, vous ne représentez pas
											l'ensemble de la population de la planète.
											(Rires)
											Parce que 80 % de cette population mange vraiment des insectes.
											Mais c'est plutôt bon.
									","
											Okay, ich werde Ihnen wieder etwas
											über unsere Ernährung zeigen.
											Und ich würde gerne wissen, was für ein das Publikum ist.
											Also, wer von Ihnen hat jemals Insekten gegessen?
											Das sind ziemlich viele.
											(Gelächter)
											Dennoch repräsentieren Sie nicht
											die gesamte Weltbevölkerung.
											(Gelächter)
											Weil es 80 Prozent da draussen gibt, die wirklich Insekten essen.
											Aber das ist ziemlich gut.
									",Why not eat insects?,Marcel Dicke,16:34,"agriculture,environment,food,health,insects"
"
","
","
","
","
","
",Why not eat insects?,Marcel Dicke,16:34,"agriculture,environment,food,health,insects"
"
											Why not eat insects? Well first, what are insects?
											Insects are animals that walk around on six legs.
											And here you see just a selection.
											There's six million species of insects on this planet,
											six million species.
											There's a few hundreds of mammals —
											six million species of insects.
											In fact, if we count all the individual organisms,
											we would come at much larger numbers.
											In fact, of all animals on Earth,
											of all animal species,
											80 percent walks on six legs.
											But if we would count all the individuals,
											and we take an average weight of them,
											it would amount to something like 200 to 2,000 kilograms
											for each of you and me on Earth.
											That means that in terms of biomass,
											insects are more abundant than we are,
											and we're not on a planet of men,
											but we're on a planet of insects.
											Insects are not only there in nature,
											but they also are involved in our economy,
											usually without us knowing.
									","
											¿Por qué no comer insectos? Pero antes, ¿qué son?
											Los insectos son animales que caminan en 6 patas.
											Aquí ven sólo una selección.
											Hay 6 millones de especies de insectos en el planeta,
											6 millones de especies.
											Hay unos cientos de mamíferos...
											y 6 millones de especies de insectos.
											Sí contamos toda la población
											llegamos a un número mucho mayor.
											De hecho, de todos los animales,
											de todas las especies animales,
											el 80% camina en 6 patas.
											Si tomáramos toda la población de insectos
											y pudiéramos calcular un peso promedio
											nos daría entre 200 y 2.000 Kg
											para cada habitante de la Tierra.
											Eso significa que en términos de biomasa
											los insectos son más abundantes que nosotros.
											Y que no estamos en un planeta de humanos
											sino en un planta de insectos.
											Los insectos no sólo están en la Naturaleza
											sino que también están presentes en la economía,
											por lo general sin que lo sepamos.
									","
											Porque não comer insectos? Mas antes disso, o que são insectos?
											Os insectos são animais que andam sobre seis patas.
											Aqui podem ver alguns exemplos.
											Existem seis milhões de espécies de insectos no planeta,
											seis milhões de espécies.
											Existem algumas centenas de espécies de mamíferos
											e seis milhões de espécies de insectos.
											De facto, se contássemos todos os organismos,
											chegaríamos a valores muito mais elevados.
											Na verdade, de todos os animais na Terra,
											de todas as espécies animais,
											80% anda sobre seis patas.
											Mas se os contássemos individualmente,
											e usássemos uma média de peso,
											daria algo como 200 a 2 000 kg
											para cada um de nós na Terra.
											O que significa que em termos de biomassa,
											os insectos são mais abundantes que nós,
											não estamos, por isso, num planeta de homens,
											mas sim de insectos.
											Os insectos não se encontram apenas na Natureza,
											fazem também parte da nossa economia,
											geralmente sem nos apercebermos.
									","
											Neden böcek yemeyelim? İlk olarak, böcekler nedir?
											Böcekler çevremizde dolanan altı bacaklı hayvanlardır.
											Burada seçilmiş örnekler var.
											Gezegen üzerinde altı milyon farklı böcek türü bulunuyor,
											altı milyon tür.
											Bir kaç yüz memeli türü var —
											altı milyon böcek türü var.
											Aslında, bütün organizmaları sayacak olursak
											daha geniş rakamlar elde edebiliriz.
											Aslında, dünya üzerindeki bütün hayvanların
											bütün hayvan türlerinin
											%80'i altı bacaklı.
											Ama eğer bütün bireyleri sayabilsek
											ve bunların ortalama ağırlığını alsak
											dünya üzerindeki kişi başına
											200 ile 2,000 kilo gibi bir şey ortaya çıkar.
											Bu biyolojik kitle açısından böceklerin
											bizden daha kalabalık olduğu anlamına geliyor.
											İnsanların gezegeninde yaşamıyoruz
											böceklerin gezegeninde yaşıyoruz.
											Böcekler sadece doğada bulunmuyor
											aynı zamanda ekonomimizde de yer alıyorlar
											genellikle bizim bilgimiz dışında.
									","
											pourquoi ne pas manger des insectes? Et bien d'abord, que sont les insectes?
											Les insectes sont des animaux qui marchent sur 6 pattes.
											Et vous ne voyez ici qu'une sélection.
											Il y a 6 millions d'espèces d'insectes sur la planète,
											6 millions d'espèces.
											Il y a quelques centaines de mammifères —
											6 millions d'espèces d'insectes.
											En fait, si nous comptions tous les organismes individuels,
											nous arriverions à de bien plus grands nombres.
											En fait, de tous les animaux de la Terre,
											de toutes les espèces animales,
											80% marchent sur 6 pattes.
											Mais si nous comptions tous les individus,
											et que nous prenions leur poids moyen,
											on arriverait à quelque chose comme 200 à 2000 kg.
											pour chacun de vous et de moi sur terre.
											Cela signifie qu'en terme de biomasse
											les insectes sont plus abondants que nous.
											Et nous ne sommes pas sur une planète d'hommes,
											mais nous sommes sur une planète d'insectes.
											Les insectes sont non seulement là dans la nature,
											mais ils sont aussi impliqués dans notre économie,
											en général sans que nous le sachions.
									","
											Warum nicht Insekten essen? Also zuerst einmal, was sind Insekten?
											Insekten sind Tiere, die auf sechs Beinen herumlaufen.
											Und hier sehen Sie nur eine Auswahl.
											Es gibt sechs Millionen Insektenarten auf diesem Planeten,
											sechs Millionen Arten.
											Es gibt ein paar hundert Säugetierarten —
											sechs Millionen Insektenarten.
											Genau genommen, falls wir alle einzelnen Organismen zählten,
											würden wir zu viel höheren Zahlen kommen.
											Genau genommen, von allen Tieren auf der Erde,
											von allen Tierarten,
											laufen 80 Prozent auf sechs Beinen.
											Aber wenn wir alle einzeln zählen könnten,
											und wir ein Durchschnittsgewicht von ihnen nehmen würden,
											würde es in etwa 200 bis 2000 kg betragen,
											für jeden von Ihnen und mich auf der Erde.
											Das bedeutet, dass bezogen auf die Biomasse,
											Insekten viel häufiger als wir sind.
											Und wir sind nicht auf einem Planet des Menschen,
											sondern auf einem Planet von Insekten.
											Insekten sind nicht nur in der Natur vorhanden,
											sondern auch in in unsere Wirtschaft involviert,
											häufig ohne dass wir es wissen.
									",Why not eat insects?,Marcel Dicke,16:34,"agriculture,environment,food,health,insects"
"
","
","
","
","
","
",Why not eat insects?,Marcel Dicke,16:34,"agriculture,environment,food,health,insects"
"
											There was an estimation,
											a conservative estimation, a couple of years ago
											that the U.S. economy
											benefited by 57 billion
											dollars per year.
											It's a number — very large —
											a contribution to the economy of the United States for free.
											And so I looked up what the economy was paying
											for the war in Iraq
											in the same year.
											It was 80 billion U.S. dollars.
											Well we know that that
											was not a cheap war.
											So insects, just for free,
											contribute to the economy of the United States
											with about the same order of magnitude,
											just for free, without everyone knowing.
											And not only in the States,
											but in any country, in any economy.
									","
											Hace un par de años se estimó,
											fue una estimación conservadora,
											que la economía de EE.UU.
											se beneficiaba en 57 mil millones
											de dólares al año.
											Es una suma muy grande,
											una contribución a la economía de EE.UU. de forma gratuita.
											Y estaba mirando lo que se destinó
											a la guerra en Irak
											en el mismo año.
											Fueron 80 mil millones de dólares.
											Bueno, sabemos que esa
											no fue una guerra barata.
											Y los insectos, en forma gratuita,
											contribuyeron a la economía de Estados Unidos
											en cerca del mismo orden de magnitud
											en forma gratuita y sin que nadie lo sepa.
											Y no sólo pasa en EE.UU.
											sino en cualquier país, en cualquier economía.
									","
											Calculou-se uma estimativa,
											uma estimativa prudente, há cerca de dois anos,
											que a economia americana
											lucra 57 mil milhões
											de dólares por ano.
											É um número muito elevado,
											uma contribuição gratuita para a economia dos EUA.
											Foi então que pesquisei quanto é que a economia estava a pagar
											pela guerra no Iraque
											no mesmo ano.
											80 mil milhões de dólares americanos.
											Todos sabemos que
											esta não foi uma guerra barata.
											Os insectos contribuem, portanto, gratuitamente
											para a economia dos EUA
											com a mesma ordem de grandeza,
											gratuitamente e sem ninguém saber.
											E isto não se verifica apenas nos EUA,
											mas em qualquer país, em qualquer economia.
									","
											Bir kaç yıl önce bir tahmine,
											iyimser bir tahmine göre
											Amerikan ekonomisi bundan
											yıllık 57 milyar dolar
											çıkar sağlıyor.
											Çok büyük bir rakam, Amerikan
											ekonomisine ücretsiz bir katkı.
											Ben de ekonominin aynı yılda
											Irak'taki savaş için ne kadar
											para harcadığına baktım.
											80 milyar Amerikan doları.
											Bunun ucuz bir savaş
											olmadığını hepimiz biliyoruz.
											Yani böcekler, ücretsiz olarak,
											Amerikan ekonomisine neredeyse aynı
											büyüklükte bir katkıyı, herkes bilmese de,
											ücretsiz olarak sağlıyor.
											Ve sadece Amerika'da da değil
											her ülke ve ekonomide.
									","
											On a fait une estimation.
											une estimation conservatrice, il y a deux ans,
											que l'économie américaine
											était bénéficiaire de 57 milliards
											de dollars par an.
											C'est une chiffre — très grand —
											une contribution gratuite à l'économie des Etats-Unis.
											Et donc j'ai regardé ce que l'économie payait
											pour la guerre en Irak
											la même année.
											C'était 80 milliards de dollars.
											Certes, nous savons que ce
											n'était pas une guerre bon marché.
											Alors des insectes, gratuits,
											contribuent à l'économie des Etats-Unis
											dans le même ordre de grandeur
											gratuitement, sans que tout le monde le sache.
											Et pas seulement aux Etats-Unis,
											mais dans n'importe quel pays, dans n'importe quelle économie.
									","
											Es gab eine Schätzung,
											eine vorsichtige Schätzung vor ein paar Jahren,
											dass die US-amerikanische Wirtschaft
											von 57 Milliarden Dollar
											pro Jahr profitierte.
											Es ist eine Nummer —eine sehr große—
											ein kostenloser Beitrag zur Wirtschaft der Vereinigten Staaten.
											Also schaute ich nach, was die Wirtschaft
											im selben Jahr
											für den Irakkrieg bezahlte.
											Das waren 80 Milliarden U.S. Dollar.
											Also, wir wissen, dass das
											kein billiger Krieg war.
											Also tragen Insekten kostenlos
											in der selben Größenordnung zur
											Wirtschaft der Vereinigten Staaten bei,
											ohne dass es jeder weiß.
											Und das nicht nur in den Staaten,
											sondern in jedem Land, in jeder Wirtschaft.
									",Why not eat insects?,Marcel Dicke,16:34,"agriculture,environment,food,health,insects"
"
","
","
","
","
","
",Why not eat insects?,Marcel Dicke,16:34,"agriculture,environment,food,health,insects"
"
											What do they do?
											They remove dung, they pollinate our crops.
											A third of all the fruits that we eat
											are all a result
											of insects taking care of the reproduction of plants.
											They control pests,
											and they're food for animals.
											They're at the start of food chains.
											Small animals eat insects.
											Even larger animals eat insects.
											But the small animals that eat insects
											are being eaten by larger animals,
											still larger animals.
											And at the end of the food chain, we are eating them as well.
											There's quite a lot of people that are eating insects.
											And here you see me
											in a small, provincial town in China, Lijiang —
											about two million inhabitants.
											If you go out for dinner, like in a fish restaurant,
											where you can select which fish you want to eat,
											you can select which insects you would like to eat.
											And they prepare it in a wonderful way.
											And here you see me enjoying a meal
											with caterpillars, locusts,
											bee pupae — delicacies.
											And you can eat something new everyday.
											There's more than 1,000 species of insects
											that are being eaten all around the globe.
											That's quite a bit more
											than just a few mammals that we're eating,
											like a cow or a pig
											or a sheep.
											More than 1,000 species —
											an enormous variety.
											And now you may think, okay,
											in this provincial town in China they're doing that, but not us.
									","
											¿Qué hacen?
											Quitan el estiércol, polinizan los cultivos.
											Un tercio de las frutas que comemos
											son el resultado
											del cuidado que los insectos ponen en la reproducción de las plantas.
											Controlan las plagas.
											Son alimento para otros animales.
											Están al inicio de la cadena alimentaria.
											Los animales pequeños comen insectos.
											Incluso los animales más grandes comen insectos.
											Pero los animales insectívoros pequeños
											sirven de alimento para animales más grandes,
											para animales aún más grandes.
											Y, al final de la cadena alimentaria, nosotros también los comemos.
											Hay mucha gente que está comiendo insectos.
											Y aquí me ven
											en un pueblito provinciano de China, Lijiang,
											de unos 2 millones de habitantes.
											Si uno sale a cenar, a comer pescado por ejemplo,
											en la misma carta de pescados
											hay para elegir una variedad de insectos.
											Y los preparan de una forma maravillosa.
											Y aquí me ven disfrutando de una comida
											con orugas, langostas,
											abejas y otros manjares.
											Y cada día se puede comer algo nuevo.
											Se comen en todo el mundo
											más de 1.000 especies de insectos.
											Es bastante más
											que los pocos mamíferos que comemos
											como vacas o cerdos
											y ovejas.
											Más de 1.000 especies;
											una variedad enorme.
											Y pueden pensar, bueno,
											lo hacen en este pueblito provinciano de China, pero nosotros no.
									","
											O que fazem?
											Removem os excrementos, polinizam as nossas colheitas.
											Um terço da fruta que comemos
											resulta do
											envolvimento dos insectos no processo de reprodução das plantas.
											Controlam as pragas
											e são alimento para outros animais.
											Eles estão na base da cadeia alimentar.
											Os animais pequenos comem insectos.
											Até animais de maior porte comem insectos.
											Mas os animais pequenos que comem insectos
											são depois comidos por animais maiores,
											e esses por animais ainda maiores.
											E, no topo da cadeia, estamos nós a comê-los também.
											Há muita gente que come insectos.
											Aqui vêem-me
											numa povoação provinciana chinesa, Lijiang -
											com cerca de dois milhões de habitantes.
											Se forem jantar fora, peixe por exemplo,
											na mesma carta onde podem escolher o peixe que querem comer,
											podem escolher também de entre uma selecção de insectos.
											E eles preparam-nos de uma maneira fantástica.
											Aqui vêem-me a desfrutar de uma refeição
											que inclui lagartas, gafanhotos,
											abelhas, e outras iguarias.
											Podem comer algo novo todos os dias.
											Existem mais de mil espécies de insectos
											comestíveis em todo o mundo.
											Uma diferença substancial
											em relação ao número de mamíferos que comemos,
											como vacas, porcos
											ou ovelhas.
											Mais de mil espécies -
											imensa variedade.
											E agora podem pensar, ok,
											nesta povoação provinciana chinesa eles fazem isso, mas nós não.
									","
											Peki ne yapıyorlar?
											Gübreleri temizliyorlar, ekinlerimizi polenliyorlar.
											Yediğimiz yiyeceklerin üçte biri
											böceklerin ürün geliştirmede yer
											almasının sonuçları.
											Vebayı (pest) kontrol ediyorlar.
											Ve hayvanlar için gıda kaynağı.
											Besin zincirinin başlangıcındalar.
											Küçük hayvanlar böceklerle besleniyor.
											Daha büyük hayvanlar dahi böceklerle besleniyor.
											Ama böcekleri yiyen küçük hayvanlar
											daha büyük hayvanlar tarafından yeniyorlar
											daha da büyük hayvanlar tarafından.
											Ve besin zincirinin sonunda, biz onları yiyoruz.
											Böcek yiyen oldukça fazla insan var.
											Ve burada Çin'de iki milyona yakın nüfusuyla
											küçük bir taşra kasabası olan Lijang'da
											beni görüyorsunuz.
											Eğer yemeğe dışarı çıkarsanız, yemek istediğiniz
											balığı seçebildiğiniz bir balık restoranında olduğu gibi
											yemek istediğiniz böceği seçebiliyorsunuz.
											Ve seçiminizi şahane bir şekilde hazırlıyorlar.
											Burada da beni tırtıl,
											çekirge ve arı ile tatlandırılmış bir
											yemeği yerken görüyorsunuz.
											Her gün yeni bir şey yiyebilirsiniz.
											Gezegen üzerinde yenilen 1000'den fazla
											böcek türü var.
											Bu bizim yediğimiz inek,
											domuz yada koyun gibi
											birkaç çeşit memeli türünden
											daha fazla kesinlikle.
											1000'den fazla çeşit —
											muazzam bir çeşitlilik.
											Şimdi şöyle düşünebilirsiniz, tamam, Çin'deki
											bu taşra kasabasında bunu yapıyorlar ama biz yapmıyoruz.
									","
											Que font-ils?
											Ils enlèvent le fumier, ils pollénisent nos récoltes
											un tiers de tous les fruits que nous mangeons
											en sont tous le résultat
											d'insectes qui prennent soin de la reproduction des plantes.
											Ils contrôlent les nuisibles.
											Et ils sont de la nourriture pour les animaux.
											Ils sont au début des chaînes alimentaires.
											Les petits animaux mangent les insectes.
											Même les animaux plus grands mangent les insectes.
											Mais les petits animaux qui mangent des insectes
											sont mangés par des animaux plus grands,
											et des animaux encore plus grands.
											Et au bout de la chaïne alimentaire, nous les mangeons aussi.
											Il y a vraiment beaucoup de gens qui mangent des insectes.
											Et ici vous me voyez
											dans une petite ville de province en Chine, Lijang —
											environ deux millions d'habitants.
											Si vous sortez dîner, par exemple dans un restaurant de poisson,
											où vous pouvez choisir quel poisson vous voulez manger,
											vous pouvez choisir les insectes que vous voulez manger.
											Et ils les préparent de façon merveilleuse.
											Et ici vous me voyez ici apprécier un repas
											de chenilles, de sauterelles,
											abeille, des friandises [confus].
											Et vous pouvez manger quelque chose de nouveau tous les jours.
											Il y a plus de 1000 espèces d'insectes
											qu'on mange tout autour du globe.
											C'est beaucoup plus
											que les seuls quelques mammifères que nous mangeons,
											comme une vache ou un porc
											ou un mouton.
											plus de 1000 espèces —
											une variété énorme.
											Maintenant, vous pensez peut-être, bon,
											dans cette ville de province en Chine, ils font ça, mais pas nous.
									","
											Was machen sie?
											Sie beseitigen Dung, sie bestäuben unsere Nutzpflanzen.
											Ein Drittel aller Früchte, die wir essen
											sind ein Ergebnis von Insekten,
											die sich um die Reproduktion unserer Früchte kümmern.
											Sie regulieren Schädlinge.
											Und sie sind Futter für Tiere.
											Sie stehen am Anfang von Nahrungsketten.
											Kleine Tiere essen Insekten.
											Gerade so größere Tiere essen Insekten.
											Aber die kleinen Tiere, die Insekten essen,
											werden von größeren Tieren gefressen,
											noch größeren Tieren.
											Und am Ende der Nahrungskette essen wir sie auch.
											Es gibt ziemlich viele Menschen, die Insekten essen.
											Und hier sieht man mich
											in einer kleinen, provinziellen Stadt in China, Lijiang —
											sie hat ungefähr zwei Millionen Einwohner.
											Wenn Sie zum Abendessen ausgehen, können Sie,
											wie in einem Fischrestaurant, wo man Fisch auswählen kann,
											auswählen, welche Insekten Sie essen wollen.
											Und die werden dort wundervoll zubereitet.
											Hier sehen Sie mich, wie ich eine Mahlzeit
											mit Raupen, Heuschrecken,
											Bienen, also Delikatessen genieße.
											Und man kann jeden Tag etwas Neues essen.
											Es gibt mehr als 1000 Insektenarten,
											die weltweit verzehrt werden.
											Das ist schon ein bisschen mehr
											als die paar Säugetiere, die wir essen,
											wie eine Kuh oder ein Schwein
											oder ein Schaf.
											Mehr als 1000 Arten —
											eine enorme Vielfalt.
											Und jetzt denken Sie vielleicht, okay,
											in dieser kleinen chinesischen Stadt machen die das, aber nicht wir.
									",Why not eat insects?,Marcel Dicke,16:34,"agriculture,environment,food,health,insects"
"
","
","
","
","
","
",Why not eat insects?,Marcel Dicke,16:34,"agriculture,environment,food,health,insects"
"
											Well we've seen already that quite some of you
											already ate insects maybe occasionally,
											but I can tell you that every one of you
											is eating insects, without any exception.
											You're eating at least
											500 grams per year.
											What are you eating?
											Tomato soup, peanut butter,
											chocolate, noodles —
											any processed food that you're eating
											contains insects,
											because insects are here all around us,
											and when they're out there in nature
											they're also in our crops.
											Some fruits get some insect damage.
											Those are the fruits, if they're tomato,
											that go to the tomato soup.
											If they don't have any damage, they go to the grocery.
											And that's your view of a tomato.
											But there's tomatoes that end up in a soup,
											and as long as they meet
											the requirements of the food agency,
											there can be all kinds of things in there,
											no problem.
											In fact, why would we put these balls in the soup,
											there's meat in there anyway?
											(Laughter)
											In fact, all our processed foods
											contain more proteins
											than we would be aware of.
											So anything is a good protein source already.
									","
											Bien, hemos visto que ya unos cuantos de ustedes
											comen insectos quizá de vez en cuando.
											Pero puedo asegurarles que todos están
											comiendo insectos; todos sin excepción.
											Están comiendo al menos
											500 gramos por año.
											¿Qué están comiendo?
											Sopa de tomate, manteca de maní,
											chocolate, fideos,
											cualquier alimento procesado que comen
											contiene insectos
											porque los insectos están en todo lo que nos rodea
											y cuando están en la Naturaleza
											están en nuestros cultivos.
											Algunas frutas tienen picaduras de insectos.
											Si tienen picaduras y se trata de tomates,
											van a parar a la sopa de tomates.
											Y si no tienen daños, van a parar al supermercado.
											Esa es la imagen que tienen del tomate.
											Pero hay tomates que terminan en una sopa.
											Y siempre que cumplan
											los requisitos del ente alimentario,
											puede haber todo tipo de cosas allí,
											no hay problema.
											De hecho, ¿por qué ponemos esas bolas en la sopa?
											¿no hay carne allí de todos modos?
											(Risas)
											De hecho, toda la comida procesada
											contiene más proteínas
											de las que sabemos.
											Así que hoy cualquier cosa es fuente de proteínas.
									","
											Já constatámos que bastantes de vocês
											já comeram insectos uma vez ou outra,
											mas posso-vos dizer que todos vocês,
											sem excepção, já o fizeram.
											Ingerem pelo menos
											500 gramas por ano.
											O que comem?
											Sopa de tomate, manteiga de amendoim,
											chocolate, noodles -
											qualquer comida processada que comam
											contém insectos,
											porque os insectos estão por toda a parte,
											e quando estão na natureza
											estão também nas nossas colheitas.
											Alguns frutos são danificados pelos insectos.
											São esses, no caso de serem tomates,
											que vão para a sopa de tomate.
											Se não tiverem qualquer dano, então vão para o supermercado.
											E é essa a vossa imagem de um tomate.
											Mas existem tomates que vão parar à sopa,
											e desde que cumpram
											com os requisitos das agências de segurança alimentar,
											podem conter todo o tipo de coisas lá dentro,
											que não há problema.
											Pensando bem, porque é que acrescentamos almôndegas à sopa,
											quando já lá há carne?
											(Risos)
											De facto, todas as comidas processadas
											contêm mais proteínas
											do que aquilo que sabemos.
											Por isso, hoje qualquer coisa é uma boa fonte de proteína.
									","
											Bazılarınızın ara sıra da olsa böcek yediğini
											zaten biliyoruz.
											Ama size içinizden her birinin, hiçbir istisna
											olmadan, böcek yediğini söyleyebilirim.
											Günde en azından 500 gr
											böcek tüketiyorsunuz.
											Ne yiyorsunuz?
											Domates çorbası, fıstık ezmesi,
											çikolata, erişte —
											yediğiniz her hazır yiyecek
											böcek içeriyor çünkü
											böcekler her taraftalar ve
											doğada var oldukları gibi
											ekinlerimizde de bulunuyorlar.
											Bazı meyveler böceklerden zarar görüyor.
											Bu meyveler eğer domates ise
											zarar görenler domates çorbası oluyor,
											eğer zarar görmemişlerse manava gidiyorlar
											ve işte bu sizin domatese bakışınız.
											Ama domates çorbası olan domatesler de var.
											Yiyecek Komitesinin ihtiyaçlarını
											karşıladıkları sürece, yiyeceklerin içinde
											her türlü madde bulunabiliyor,
											hiç sorun olmuyor.
											Aslında, bu topları neden çorbanın içine koyuyoruz,
											içlerinde zaten et yok mu?
											(Gülüşmeler)
											Bütün hazır yiyecekler, aslında
											farkında olduğumuzdan daha fazla
											protein içeriyor.
											Yani her şey hâlihazırda bir protein deposu.
									","
											Et bien nous avons déjà vu que pas mal d'entre vous
											ont peut-être déjà mangé des insectes à l'occasion.
											Mais je peux vous dire que chacun d'entre vous
											mange des insectes, sans exception.
											Vous en mangez au moins
											500 grammes par an.
											Que mangez-vous?
											De la soupe de tomate, du beurre de cacahuètes,
											du chocolat, des nouilles —
											toute la nourriture industrielle que vous mangez
											contient des insectes,
											parce que les insectes sont tout autour de nous,
											et qu'ils sont là dehors dans la nature
											ils sont aussi dans nos récoltes.
											Certains fruits sont abîmés par des insectes.
											Ce sont les fruits, s'il s'agit de tomates,
											qui vont dans la soupe de tomate.
											Si elles ne sont pas abîmées, elles vont à l'épicerie.
											Et c'est comme ça que vous voyez la tomate.
											Mais il y a des tomates qui finissent en soupe.
											Et tant qu'elles répondent
											aux exigences de l'agence de sécurité alimentaire,
											il peut y avoir toutes sortes de choses là dedans,
											sans problème.
											En fait, pourquoi mettrions-nous ces boulettes dans la soupe,
											il y a de la viande là-dedans de toute façon?
											(Rires)
											En fait, tous nos aliments industriels
											contiennent plus de protéines
											que nous ne pourrions connaître.
											Donc tout est déjà source de protéine.
									","
											Nun ja, wir haben ja schon gesehen, dass schon
											ein paar von Ihnen, vielleicht gelegentlich, Insekten gegessen haben.
											Aber ich kann Ihnen sagen, dass jeder von Ihnen
											Insekten isst, ohne jede Ausnahme.
											Sie essen mindestens
											500 Gramm pro Jahr.
											Was essen Sie?
											Tomatensuppe, Erdnussbutter,
											Schokolade, Nudeln —
											jedes verarbeitete Lebensmittel, das Sie essen,
											beinhaltet Insekten,
											weil Insekten überall um uns herum existieren,
											und wenn sie draußen in der Natur sind,
											sind sie auch in unseren Nutzpflanzen.
											Manche Früchte nehmen Schaden an Insekten.
											Das sind die Früchte, falls es Tomaten sind,
											die in unsere Tomatensuppe gehen.
											Falls sie ohne Schäden sind, gehen sie ins Lebensmittelgeschäft.
											Und das ist, was Sie von einer Tomate sehen.
											Aber es gibt Tomaten, die in einer Suppe enden.
											Und solange sie die Voraussetzungen
											der Lebensmittelbehörden erfüllen,
											können da alle möglichen Dinge drin sein,
											kein Problem.
											Warum tun wir eigentlich überhaupt diese Bälle in die Suppe,
											es ist doch sowieso schon Fleisch drin?
											(Gelächter)
											Tatsächlich enthalten alle unsere
											verarbeiteten Lebensmittel mehr Proteine
											als wir uns bewusst sind.
											Also ist alles sowieso schon eine Protein Quelle.
									",Why not eat insects?,Marcel Dicke,16:34,"agriculture,environment,food,health,insects"
