en,fr,es,title,speaker,duration,tags
"
","
","
",Why I turned Chicago's abandoned homes into art,Amanda Williams,13:30,"art,beauty,race,creativity,identity,community,humanity,society"
"
											I really love color.
											I notice it everywhere and in everything.
											My family makes fun of me
											because I like to use colors
with elusive-sounding names,
											like celadon ...
									","
											J'aime beaucoup les couleurs.
											Je les remarque partout,
dans chaque chose.
											Ma famille se moque de moi
											car j'aime utiliser des couleurs
avec des noms élusifs
											comme céladon...
									","
											Me encantan los colores.
											Me fijo en todas partes y en todo.
											Mi familia se ríe de mí
											porque me gusta usar colores
con nombres extraños
											como verdeceledón...
									",Why I turned Chicago's abandoned homes into art,Amanda Williams,13:30,"art,beauty,race,creativity,identity,community,humanity,society"
"
","
","
",Why I turned Chicago's abandoned homes into art,Amanda Williams,13:30,"art,beauty,race,creativity,identity,community,humanity,society"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									",Why I turned Chicago's abandoned homes into art,Amanda Williams,13:30,"art,beauty,race,creativity,identity,community,humanity,society"
"
","
","
",Why I turned Chicago's abandoned homes into art,Amanda Williams,13:30,"art,beauty,race,creativity,identity,community,humanity,society"
"
											ecru ...
											carmine.
											Now, if you haven't noticed,
I am black, thank you —
									","
											écru...
											carmin.
											Si vous ne l'avez pas remarqué,
je suis noire, merci —
									","
											crudo,
											carmín.
											Por si no se han dado cuenta,
soy negra, gracias...
									",Why I turned Chicago's abandoned homes into art,Amanda Williams,13:30,"art,beauty,race,creativity,identity,community,humanity,society"
"
","
","
",Why I turned Chicago's abandoned homes into art,Amanda Williams,13:30,"art,beauty,race,creativity,identity,community,humanity,society"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									",Why I turned Chicago's abandoned homes into art,Amanda Williams,13:30,"art,beauty,race,creativity,identity,community,humanity,society"
"
","
","
",Why I turned Chicago's abandoned homes into art,Amanda Williams,13:30,"art,beauty,race,creativity,identity,community,humanity,society"
"
											and when you grow up
in a segregated city as I have,
											like Chicago,
											you're conditioned to believe
that color and race can never be separate.
											There's hardly a day that goes by
											that somebody is not
reminding you of your color.
											Racism is my city's vivid hue.
									","
											et en grandissant, comme moi,
dans une ville ségréguée,
											comme Chicago,
											vous êtes conditionné pour croire
											que la couleur et la race
ne peuvent jamais être séparées.
											Il se passe rarement une journée
											sans que quelqu'un
ne vous rappelle votre couleur.
											Le racisme est
la teinte éclatante de ma ville.
									","
											y cuando creces en una ciudad segregada
como hice yo, Chicago,
											estás condicionado a creer
que color y raza nunca se pueden separar.
											Difícilmente transcurre un día
											sin que alguien te recuerde tu color.
											La tonalidad de mi ciudad es el racismo.
									",Why I turned Chicago's abandoned homes into art,Amanda Williams,13:30,"art,beauty,race,creativity,identity,community,humanity,society"
